"S1794-31082016000100001-col","","Nieto Rojas, Jorge Hernando","Revista Criminalidad; 58(1); 7-8","Revista Criminalidad","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082016000100001&lang=pt" 
"S0034-98872016000400019-chl","Un caso inusual de rotura de aorta no aneurismática secundaria a aortitis por Salmonella","Gentille Lorente, Delicia I","Revista médica de Chile; 144(4); 536-538","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400019&lang=pt" 
"S0718-915X2016000100005-chl","Variation of the surface chromatic properties of exposed concrete façades treated with anti-graffiti products","Sarabia Castelló, Elena, García Santos, Alfonso","Revista de la construcción; 15(1); 51-60","Revista de la construcción","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2016000100005&lang=pt" 
"S0718-915X2016000100002-chl","Simulation of the soil-water characteristic curve using laboratory tests and empirical models for Cubans unsaturated soils","García Tristá, Jenny, Quevedo Sotolongo, Gilberto, Cobelo Cristía, Willian, García Fernández, Carlos A","Revista de la construcción; 15(1); 22-31","Revista de la construcción","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2016000100002&lang=pt" 
"S0034-98872016000400009-chl","Desarrollos recientes en la jurisprudencia sobre el derecho a morir","Bascuñán R, Antonio","Revista médica de Chile; 144(4); 483-487","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400009&lang=pt" 
"S0034-98872016000400001-chl","Uso inapropiado de medicamentos en adultos mayores: resultados de la Encuesta Nacional de Salud 2010","Passi, Alvaro, Margozzini, Paula, Valenzuela, Eduardo, Hoyl, Trinidad, Marín, Pedro Paulo, Carrasco, Marcela, Olea, Ricardo, Gac, Homero","Revista médica de Chile; 144(4); 417-425","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400001&lang=pt" 
"S0034-98872016000400015-chl","Hemangioblastoma cerebeloso y trombocitopenia: Reporte de caso","Patiño G, Santiago","Revista médica de Chile; 144(4); 521-525","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400015&lang=pt" 
"S1415-98482016000100144-scl","NÃO NEUTRALIDADE FISCAL, GASTOS PÚBLICOS E AGENTES HETEROGÊNEOS","Oliveira, Victor Rodrigues de, Correia, Fernando Motta","Revista de Economia Contemporânea; 20(1); 144-176","Revista de Economia Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-98482016000100144&lang=pt" 
"S1415-98482016000100092-scl","COMMODITY CURRENCIES: UM FENÔMENO REAL NO BRASIL?","Branco, Rodrigo","Revista de Economia Contemporânea; 20(1); 92-112","Revista de Economia Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-98482016000100092&lang=pt" 
"S0034-98872016000400012-chl","Historia de la escrófula: de la discrasia humoral a la consunción","Duarte G, Ignacio, Chuaqui F, Claudia","Revista médica de Chile; 144(4); 503-507","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400012&lang=pt" 
"S0034-98872016000400011-chl","Realidad y desafíos de la salud bucal de las personas mayores en Chile y el rol de una nueva disciplina: Odontogeriatría","León, Soraya, Giacaman, Rodrigo A","Revista médica de Chile; 144(4); 496-502","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400011&lang=pt" 
"S0034-98872016000400004-chl","Trombolisis intravenosa en accidente cerebro vascular isquémico agudo en un hospital público de Chile: Análisis prospectivo de 54 casos","Guevara O, Carlos, Bulatova, Kateryna, Aravena, Felipe, Caba, Sheila, Monsalve, Juan, Lara, Hugo, Nieto, Elena, Navarrete, Isabel, Morales, Marcelo","Revista médica de Chile; 144(4); 434-441","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400004&lang=pt" 
"S0034-98872016000400014-chl","Compromiso renal en síndrome de Poems: Caso clínico","Vega, Jorge","Revista médica de Chile; 144(4); 516-520","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400014&lang=pt" 
"S0718-915X2016000100006-chl","Effect of adhesive replacement with cement mortar on NSM strengthened RC Beam","Rahman, Md. Moshiur, Jumat, Mohd Zamin, Hosen, Md. Akter, Islam, A. B. M. Saiful","Revista de la construcción; 15(1); 61-72","Revista de la construcción","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2016000100006&lang=pt" 
"S0034-98872016000400013-chl","Asociación entre polimorfismos de un nucleótido en microRNA circulante y riesgo de carcinoma hepatocelular","Li, Wenshuai, Ma, Yanyun, Zeng, Deqing, Zhang, Jun, Wang, Rui, Hu, Jingyi, Yang, Dongqin, Hu, Heping, Wang, Jiucun, Liu, Jie","Revista médica de Chile; 144(4); 508-515","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400013&lang=pt" 
"S0034-98872016000400006-chl","Costo efectividad de un programa de rehabilitación cardiovascular modelo para personas post infarto agudo al miocardio en el Servicio de Salud Metropolitano Norte","López-Montecinos, Paulina, Rebolledo S, Jame, Gómez L, José Miguel","Revista médica de Chile; 144(4); 456-464","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400006&lang=pt" 
"S0718-915X2016000100003-chl","Methodology for the preparation of construction project waste management plans based on innovation and productive thinking processes: a case study in Chile","Aldana, Juan Camilo, Serpell, Alfredo","Revista de la construcción; 15(1); 32-41","Revista de la construcción","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2016000100003&lang=pt" 
"S0034-98872016000400002-chl","Evaluación de la experiencia de participantes en estrategia de dotación de médicos generales en zonas rurales","Ramírez, Jorge, Rivera, Pablo, Becerra, Carlos, Peña, Sebastián, Arteaga, Óscar","Revista médica de Chile; 144(4); 426-433","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000400002&lang=pt" 
"S0718-915X2016000100004-chl","Techniques of massive data capture: A comparative approach for the assessment of complex spaces in architectural heritage","Lluis i Ginovart, Josep, Costa-Jover, Agustí, Coll-Plà, Sergio, Puche-Fontanilles, Josep M","Revista de la construcción; 15(1); 42-50","Revista de la construcción","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-915X2016000100004&lang=pt" 
"S1517-75992016000300130-scl","Diferentes abordagens de ensino para projeção vocal no canto lírico","Sousa, Nadja Barbosa de, Silva, Marta Assumpção de Andrada e","Per Musi; (33); 130-146","Per Musi","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992016000300130&lang=pt" 
"S2175-79682016000100062-scl","TRANSLATION OF CHILDREN’S LITERATURE","Queiroga, Marcílio Garcia de, Fernandes, Lincoln P.","Cadernos de Tradução; 36(1); 62-78","Cadernos de Tradução","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100062&lang=pt" 
"S2175-79682016000100175-scl","A NOVA EDIÇÃO DOS CONTOS DE PERRAULT: REGINA ZILBERMAN RESSIGNIFICA WALCYR CARRASCO","Oliveira, Anna Olga Prudente de, Martins, Márcia Amaral Peixoto","Cadernos de Tradução; 36(1); 175-193","Cadernos de Tradução","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100175&lang=pt" 
"S2175-79682016000100114-scl","“CONFÚCIO E O MENINO SEM NOME”: INTERTEXTUALIDADE E ADAPTAÇÃO","Schmaltz, Márcia","Cadernos de Tradução; 36(1); 114-134","Cadernos de Tradução","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100114&lang=pt" 
"S2175-79682016000100010-scl","SOBRE A TRADUÇÃO DE LIVROS INFANTIS E JUVENIS","Debus, Eliane Santana Dias, Torres, Marie-Hélène Catherine","Cadernos de Tradução; 36(1); 10-15","Cadernos de Tradução","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100010&lang=pt" 
"S2175-79682016000100034-scl","COM PALAVRAS MINHAS: A TRADUÇÃO DE VERBOS DE ELOCUÇÃO NEUTROS NO CORPUS PARALELO THE ADVENTURES OF HUCKLEBERRY FINN AS AVENTURAS DE HUCK","Sousa, Daniel Alves de, Pagano, Adriana Silvina","Cadernos de Tradução; 36(1); 34-61","Cadernos de Tradução","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100034&lang=pt" 
"S1517-75992016000300002-scl","Derivative Analysis and Serial Music: the Theme of Schoenberg&#039;s Orchestral Variations Op.31","Almada, Carlos de Lemos","Per Musi; (33); 1-24","Per Musi","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992016000300002&lang=pt" 
"S1517-75992016000300001-scl","Editorial de Per Musi n.33","Borém, Fausto, Rosse, Eduardo, Borburema, Débora","Per Musi; (33); I-II","Per Musi","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992016000300001&lang=pt" 
"S2175-79682016000100155-scl","TRADUIRE DES CONTES POUR LES ENFANTS - REFLEXIONS ET PRATIQUES","Constantinescu, Muguraș","Cadernos de Tradução; 36(1); 155-174","Cadernos de Tradução","Francês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100155&lang=pt" 
"S2175-79682016000100016-scl","CONTOS DE GRIMM E NOVOS CONTOS DE GRIMM: TRADUÇÃO E ADAPTAÇÃO EM MONTEIRO LOBATO","Trusen, Sylvia Maria","Cadernos de Tradução; 36(1); 16-33","Cadernos de Tradução","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682016000100016&lang=pt" 
"S1517-75992016000300059-scl","Judith Weir&#039;s Instrumental Music as Description","Koay, Kheng K.","Per Musi; (33); 59-78","Per Musi","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992016000300059&lang=pt" 
"S1137-66272016000100013-esp","Proteína C reactiva y lactato deshidrogenasa en el diagnóstico de la obstrucción intestinal en un servicio de urgencias","Calvo-Rodríguez, R., Montero-Pérez, F.J., García-Olid, A., Baena-Delgado, E., Gallardo-Valverde, J.M., Calderón de la Barca-Gázquez, J.M., Jiménez-Murillo, L.","Anales del Sistema Sanitario de Navarra; 39(1); 115-122","Anales del Sistema Sanitario de Navarra","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1137-66272016000100013&lang=pt" 
"S1517-75992016000300025-scl","Schoenberg/Boulez: ideia/sistema","Loureiro, Eduardo Campolina Viana","Per Musi; (33); 25-58","Per Musi","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992016000300025&lang=pt" 
"S1688-04202016000100026-ury","Cierre de apéndice auricular izquierdo por vía percutánea: Actualización y experiencia adaptada","Henestrosa, Germán","Revista Uruguaya de Cardiología; 31(1); 185-190","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100026&lang=pt" 
"S1688-04202016000100005-ury","Dolor y sufrimiento en medicina","Aguilar Fleitas, Baltasar","Revista Uruguaya de Cardiología; 31(1); 10-14","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100005&lang=pt" 
"S1688-04202016000100009-ury","Lo mejor del Congreso de la American Heart Association 2015","Bonino, Agustina, Cristar, Florencia","Revista Uruguaya de Cardiología; 31(1); 36-41","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100009&lang=pt" 
"S1688-04202016000100024-ury","Ablación por catéter de fibrilación auricular en Latinoamérica: resultados del primer registro de la Sociedad Latinoamericana de Estimulación Cardíaca y Electrofisiología (SOLAECE)","Keegan, Roberto, Aguinaga, Luis, Valera, Nicolás, Fenelon, Guilherme, Uribe, William","Revista Uruguaya de Cardiología; 31(1); 165-175","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100024&lang=pt" 
"S1688-04202016000100007-ury","Prevalencia, presentación y manejo antitrombótico de la fibrilación auricular en la consulta cardiológica ambulatoria","Moreira, Natalia, Vázquez Nosiglia, Horacio, Burdiat, Gerard, Musacco, Alejandra","Revista Uruguaya de Cardiología; 31(1); 21-27","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100007&lang=pt" 
"S1688-04202016000100015-ury","Prevención primaria con cardiodesfibrilador implantable y terapia de resincronización cardíaca en pacientes ancianos: resultados de un estudio multicéntrico español","Exposito, Víctor, Rodríguez-Mañero, Moisés, González-Enríquez, Susana, Arias, Miguel A, Sánchez-Gómez, Juan Miguel, La Huerta, Ana Andrés, Bertomeu-González, Vicente, Arce-León, Álvaro, Barrio-López, María Teresa, Arguedas-Jiménez, Hugo, García Seara, Javier, Rodríguez-Entem, Felipe","Revista Uruguaya de Cardiología; 31(1); 71-80","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100015&lang=pt" 
"S1688-04202016000100008-ury","Accidente cerebrovascular criptogénico, fibrilación auricular subclínica y anticoagulación","Vázquez Nosiglia, Horacio","Revista Uruguaya de Cardiología; 31(1); 28-35","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100008&lang=pt" 
"S1688-04202016000100025-ury","La ablación de fibrilación auricular en España","Álvarez, Miguel, Díaz-Infante, Ernesto, Gil, Ignacio, Ferrero, Ángel, García-Alberola, Arcadio, García-Bolao, Ignacio, Macías, Alfonso, Merino, José L., Pedrote, Alonso, Rodríguez-Font, Enrique, Pérez-Castellano, Nicasio, Moya, Ángel","Revista Uruguaya de Cardiología; 31(1); 176-184","Revista Uruguaya de Cardiología","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202016000100025&lang=pt" 
"S0213-91112016000200020-spa","","Bosch, Fèlix, Fernández, Esteve","Gaceta Sanitaria; 30(2); 164-165","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200020&lang=pt" 
"S1555-79602016000100006-spa","Cuba Confronts Zika: All Hands on Deck","Gorry, Conner","MEDICC Review; 18(1-2); 6-10","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100006&lang=pt" 
"S1555-79602016000100011-spa","Organ Donation &amp; Transplants in Cuba: Promising Results, Challenges Ahead","Reed, Gail A.","MEDICC Review; 18(1-2); 11-14","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100011&lang=pt" 
"S1555-79602016000100041-spa","Prevalence of Self-reported Urinary Incontinence in Community-dwelling Older Adults of Westmoreland, Jamaica","Asemota, Otaniyenuwa, Eldemire-Shearer, Denise, Waldron, Norman K., Standard-Goldson, Aileen","MEDICC Review; 18(1-2); 41-45","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100041&lang=pt" 
"S1555-79602016000100071-spa","Fertility, GDP and Average Real Wage in Cuba","Albizu-Campos, Juan Carlos","MEDICC Review; 18(1-2); 71-76","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100071&lang=pt" 
"S1555-79602016000100003-spa","The Times They are A-Changin’","","MEDICC Review; 18(1-2); 3-3","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100003&lang=pt" 
"S1555-79602016000100034-spa","A Scientific and Technological Innovation System in a Cuban Hospital (2000–2014)","Navarro-Machado, Victor René, Falcón-Hernández, Arelys, Espinosa-Brito, Alfredo D., Romero-Cabrera, Ángel J.","MEDICC Review; 18(1-2); 34-40","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100034&lang=pt" 
"S1555-79602016000100005-spa","Peer Reviewers","","MEDICC Review; 18(1-2); 5-5","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100005&lang=pt" 
"S1555-79602016000100022-spa","Survival of Cuban Patients with Pulmonary Tuberculosis (2009–2010)","Martínez-Rodríguez, Alina, González-Díaz, Alexander, Armas, Luisa, Sánchez, Lizet, Martínez-Morales, Miguel A., González-Ochoa, Edilberto","MEDICC Review; 18(1-2); 22-27","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100022&lang=pt" 
"S1555-79602016000100046-spa","Blood-Based Biomarkers Could Help Identify Subclinical Brain Damage Caused by Arterial Hypertension","González-Quevedo, Alina, González-García, Sergio, Peña-Sánchez, Marisol, Menéndez-Saínz, Caridad, Fernández-Carriera, Rebeca, Cordero-Einz, Anay","MEDICC Review; 18(1-2); 46-53","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100046&lang=pt" 
"S1555-79602016000100060-spa","US–Cuba Health Cooperation: Time to Leverage Easier Access to Cuban Health Innovations","LaRamée, Pierre M.","MEDICC Review; 18(1-2); 60-60","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100060&lang=pt" 
"S0213-91112016000200014-spa","Las enfermedades crónicas como prioridad de la vigilancia de la salud pública en España","Mayoral Cortes, José María, Aragonés Sanz, Nuria, Godoy, Pere, Sierra Moros, María José, Cano Portero, Rosa, González Moran, Francisco, Pousa Ortega, Ánxela","Gaceta Sanitaria; 30(2); 154-157","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200014&lang=pt" 
"S0213-91112016000200007-spa","Herramienta de retorno de la inversión en control del tabaquismo: ¿qué opinan aquellos que toman decisiones?","Muñoz, Celia, Trapero-Bertran, Marta, Cheung, Kei Long, Evers, Silvia, Hiligsmann, Mickaël, Vries, Hein de, López-Nicolás, Ángel","Gaceta Sanitaria; 30(2); 121-125","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200007&lang=pt" 
"S0213-91112016000200002-spa","Gaceta Sanitaria en 2015","Borrell, Carme, Domínguez-Berjón, Mª Felicitas, Álvarez-Dardet, Carlos, Bermúdez-Tamayo, Clara, Godoy, Pere, López, María José, Negrín, Miguel Angel, Pérez, Glòria, Pérez-Farinós, Napoleón, Ruano, Alberto, Vives Cases, Carmen, Peiró, Rosana, Galán, Iñaki","Gaceta Sanitaria; 30(2); 94-96","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200002&lang=pt" 
"S0213-91112016000200004-spa","Evaluación de la eficiencia técnica de la atención primaria pública en el País Vasco, 2010-2013","Cordero, José Manuel, Nuño-Solinís, Roberto, Orueta, Juan F., Polo, Cristina, Río-Cámara, Mario del, Alonso-Morán, Edurne","Gaceta Sanitaria; 30(2); 104-109","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200004&lang=pt" 
"S0213-91112016000200017-spa","Diferencia de género en investigadores peruanos según Google Académico, 2015","Jhonnel Alarco, J., Álvarez-Andrade, Esmilsinia V., Arroyo-Hernández, Hugo","Gaceta Sanitaria; 30(2); 160-160","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200017&lang=pt" 
"S0213-91112016000200012-spa","La hospitalización terapéutica obligatoria en el control de la tuberculosis","Villalbí, Joan R., Rodríguez-Campos, Mònica, Orcau, Àngels, Espachs, M. Àngels, Salamero, Marta, Maldonado, José, Caylà, Joan A.","Gaceta Sanitaria; 30(2); 144-147","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200012&lang=pt" 
"S0213-91112016000200011-spa","R-ALERGO: rutas alergosaludables en Valencia","Temes Cordovez, Rafael R., Moya Fuero, Alfonso, Martí Garrido, Jaume, Perales Chordá, Carolina, Díaz Palacios, Miguel, Hernández Fernández de Rojas, Dolores","Gaceta Sanitaria; 30(2); 140-143","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200011&lang=pt" 
"S0213-91112016000200005-spa","Acceso a medicamentos de alto precio en Brasil: la perspectiva de médicos, farmacéuticos y usuarios","Mattozo Rover, Marina Raijche, Vargas-Pelaez, Claudia Marcela, Rocha Farias, Mareni, Nair Leite, Silvana","Gaceta Sanitaria; 30(2); 110-116","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200005&lang=pt" 
"S0213-91112016000200008-spa","Alcohol consumption and Mediterranean Diet adherence among health science students in Spain: the DiSA-UMH Study","Scholz, Alexander, Navarrete-Muñoz, Eva Maria, Garcia de la Hera, Manuela, Gimenez-Monzo, Daniel, Gonzalez-Palacios, Sandra, Valera-Gran, Desirée, Torres-Collado, Laura, Vioque, Jesus","Gaceta Sanitaria; 30(2); 126-132","Gaceta Sanitaria","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200008&lang=pt" 
"S0213-91112016000200010-spa","Impacto poblacional de un programa de salud escolar podológica","Ramos-Galván, José, Álvarez-Ruiz, Verónica, Tovaruela-Carrión, Natalia, Mahillo-Durán, Ramón, Gago-Reyes, Fernando","Gaceta Sanitaria; 30(2); 137-139","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200010&lang=pt" 
"S0213-91112016000200009-spa","Efectividad de un programa de juego basado en realidad virtual para la mejora cognitiva en la esquizofrenia","López-Martín, Olga, Segura Fragoso, Antonio, Rodríguez Hernández, Marta, Dimbwadyo Terrer, Iris, Polonio-López, Begoña","Gaceta Sanitaria; 30(2); 133-136","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200009&lang=pt" 
"S0213-91112016000200019-spa","Qué hacemos con el deterioro de la salud laboral y cómo avanzar en la igualdad y los derechos de los trabajadores en tiempos de crisis","Ruiz-Frutos, Carlos","Gaceta Sanitaria; 30(2); 163-163","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200019&lang=pt" 
"S0213-91112016000200021-spa","Corrigendum a: a corazón abierto: vivencias de madres y padres de menores con anomalías congénitas cardiacas","Páramo-Rodríguez, Lucía, Mas Pons, Rosa, Cavero-Carbonell, Clara, Martos-Jiménez, Carmen, Zurriaga, Óscar, Barona Vilar, Carmen","Gaceta Sanitaria; 30(2); 166-166","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200021&lang=pt" 
"S1555-79602016000100004-spa","About the Contributors","","MEDICC Review; 18(1-2); 4-4","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100004&lang=pt" 
"S0213-91112016000200015-spa","Un ejemplo innovador en políticas de salud","Pesquera-Cabezas, Raúl, López-López, Luis Mariano","Gaceta Sanitaria; 30(2); 158-159","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200015&lang=pt" 
"S1555-79602016000100028-spa","Prevalence of Metabolic Syndrome Risk Factors in Adults in Holguín, Cuba (2004–2013)","Miguel-Soca, Pedro E., Rivas-Estévez, Mayelín, Sarmiento-Teruel, Yamilé, Mariño-Soler, Antonio L., Marrero-Hidalgo, Mildre, Mosqueda-Batista, Leticia, Peña-Pérez, Idania, Rivas-Vázquez, Daimaris, Llorente-Columbié, Yadicelis","MEDICC Review; 18(1-2); 28-33","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100028&lang=pt" 
"S1555-79602016000100015-spa","Chronic Kidney Disease in Children and Adolescents in Salvadoran Farming Communities: NefroSalva Pediatric Study (2009-2011)","Orantes-Navarro, Carlos M., Herrera-Valdés, Raùl, Almaguer-López, Miguel, Brizuela-Díaz, Elsy G., Alvarado-Ascencio, Nelly P., Fuentes-de Morales, E. Jackeline, Bayarre-Vea, Héctor D., Calero-Brizuela, Denis J., Vela-Parada, Xavier F., Zelaya-Quezada, Susana M.","MEDICC Review; 18(1-2); 15-21","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100015&lang=pt" 
"S1555-79602016000100054-spa","Cervical Cancer Control: Potential Benefits from Intersectoral Action between Biotechnology and Public Health","González-Fernández, Rebeca S., González-Fernández, Alejandro","MEDICC Review; 18(1-2); 54-58","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100054&lang=pt" 
"S0213-91112016000200018-spa","La opinión de las personas egresadas sobre la utilidad de la formación en gerontología","Ruiz-Adame Reina, Manuel","Gaceta Sanitaria; 30(2); 161-162","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200018&lang=pt" 
"S0213-91112016000200016-spa","¿Es ética la promoción farmacéutica en el Perú?","Florián Castro, Rafael","Gaceta Sanitaria; 30(2); 159-159","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200016&lang=pt" 
"S1555-79602016000100059-spa","Solidarity in All Health Policies","Pagliccia, Nino","MEDICC Review; 18(1-2); 59-59","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100059&lang=pt" 
"S1555-79602016000100061-spa","Implementing Population Health and Social Determinants Approaches in Cuba","Linares, Nivaldo","MEDICC Review; 18(1-2); 61-70","MEDICC Review","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602016000100061&lang=pt" 
"S0213-91112016000200001-spa","Anticoncepción de urgencia y objeción de conciencia: un debate sin cerrar","García-Calvente, María del Mar, Lomas-Hernández, Vicente","Gaceta Sanitaria; 30(2); 91-93","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200001&lang=pt" 
"S0213-91112016000200003-spa","Competencias y contenidos comunes de salud pública del Grado en Medicina en las universidades españolas","Davó-Blanes, Mª Carmen, Vives-Cases, Carmen, Barrio-Fernández, José Luis, Porta, Miquel, Benavides, Fernando G., Gil de Miguel, Ángel","Gaceta Sanitaria; 30(2); 97-103","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200003&lang=pt" 
