"S0104-12902010000300012-scl","A visita domiciliária na Estratégia de Saúde da Família: conhecendo as percepções das famílias","Cruz, Mariene Mirian, Bourget, Monique Marie Marthe","Saúde e Sociedade; 19(3); 605-613","Saúde e Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902010000300012&lang=pt" 
"S0864-34662010000300003-cub","Tablas de mortalidad fetal según edad gestacional y peso del producto de la concepción","Martínez Barreiro, Luis Armando, Herrera León, Lorenzo","Revista Cubana de Salud Pública; 36(3); 204-209","Revista Cubana de Salud Pública","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662010000300003&lang=pt" 
"S0864-34662010000300012-cub","Exclusión social y muerte súbita cardiaca","Ochoa Montes, Luis Alberto","Revista Cubana de Salud Pública; 36(3); 266-270","Revista Cubana de Salud Pública","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662010000300012&lang=pt" 
"S0101-20612010000300031-scl","Desenvolvimento e caracterização de queijo tipo petit suisse de soja comum e de soja livre de lipoxigenase, enriquecidos com cálcio","Boatto, Débora Alexandrino, Mesomo, Michele Cristina, Madrona, Grasiele Scaramal, Branco, Ivanise Guilherme, Matumoto-Pintro, Paula Toshimi","Food Science and Technology (Campinas); 30(3); 766-770","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000300031&lang=pt" 
"S0101-20612010000300034-scl","Effects of different concentrations of passion fruit peel (Passiflora edulis) on the glicemic control in diabetic rat","Salgado, Jocelem Mastrodi, Bombarde, Talita Aparecida Dias, Mansi, Débora Niero, Piedade, Sonia Maria de Stefano, Meletti, Laura Maria Molina","Food Science and Technology (Campinas); 30(3); 784-789","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000300034&lang=pt" 
"S0870-82312010000300006-prt","Sentimento de comunidade, qualidade e satisfação de vida","Elvas, Susana, Moniz, Maria João Vargas","Análise Psicológica; 28(3); 451-464","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300006&lang=pt" 
"S0102-261X2010000300006-scl","Mapas auto-organizáveis aplicados ao mapeamento do potencial mineral na região de serra leste, província mineral de Carajás, Pará","Leite, Emilson Pereira, Souza Filho, Carlos Roberto de","Revista Brasileira de Geofísica; 28(3); 397-409","Revista Brasileira de Geofísica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2010000300006&lang=pt" 
"S0870-82312010000300001-prt","Nota introdutória: Psicologia Comunitária e Desenvolvimento","Ornelas, José","Análise Psicológica; 28(3); 387-388","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300001&lang=pt" 
"S0870-82312010000300002-prt","Ecological thinking: Four qualities","Kelly, James G.","Análise Psicológica; 28(3); 389-393","Análise Psicológica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300002&lang=pt" 
"S0870-82312010000300003-prt","Parcerias e coligações comunitárias: Potencialidades e desafios na criação de respostas articuladas","Vargas-Moniz, Maria, Morgado, José","Análise Psicológica; 28(3); 395-409","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300003&lang=pt" 
"S0870-82312010000300004-prt","O papel da comunidade na prevenção dos Abusos Sexuais de Crianças (ASC)","Maria, Susana, Ornelas, José","Análise Psicológica; 28(3); 411-436","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300004&lang=pt" 
"S0870-82312010000300005-prt","Modelo de atitudes face aos sem-abrigo em Portugal","Miguel, Marta, Ornelas, José, Maroco, João","Análise Psicológica; 28(3); 437-450","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300005&lang=pt" 
"S0870-82312010000300007-prt","Os contributos do emprego apoiado para a integração das pessoas com doença mental","Coelho, Vera Pires, Ornelas, José","Análise Psicológica; 28(3); 465-478","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300007&lang=pt" 
"S0870-82312010000300008-prt","Modelo lógico de um programa de intervenção comunitária - GerAcções","Carvalhosa, Susana Fonseca, Domingos, Ana, Sequeira, Cátia","Análise Psicológica; 28(3); 479-490","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300008&lang=pt" 
"S0870-82312010000300009-prt","Programa de intervenção nas interacções pais-filhos “Desenvolver a Sorrir” - Estudo exploratório","Zuzarte, M., Calheiros, M.","Análise Psicológica; 28(3); 491-504","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300009&lang=pt" 
"S0870-82312010000300010-prt","Saúde na diversidade: Desenvolvimento de serviços de saúde mental sensíveis à cultura","Moleiro, Carla, Gonçalves, Marta","Análise Psicológica; 28(3); 505-515","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300010&lang=pt" 
"S0870-82312010000300011-prt","Psicologia Comunitária Positiva: Um exemplo de integração paradigmática com populações de pobreza","Marujo, Helena Águeda, Neto, Luís Miguel","Análise Psicológica; 28(3); 517-525","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300011&lang=pt" 
"S0870-82312010000300012-prt","A experiência de sem-abrigo como promotora de empoderamento psicológico","Jesus, Maria Fernanda de, Menezes, Isabel","Análise Psicológica; 28(3); 527-535","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300012&lang=pt" 
"S0870-82312010000300013-prt","Manual de Psicologia Comunitária","Jorge-Monteiro, Fátima","Análise Psicológica; 28(3); 537-538","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300013&lang=pt" 
"S0870-82312010000300014-prt","","Vargas-Moniz, Maria","Análise Psicológica; 28(3); 538-539","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000300014&lang=pt" 
"S0872-81782010000500001-prt","Hemorragia digestiva alta associada ao consumo de ácido acetilsalicílico e de anti-inflamatórios não-esteróides em Portugal","Charrua, Bento Albuquerque","Jornal Português de Gastrenterologia; 17(5); 196-197","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500001&lang=pt" 
"S0872-81782010000500002-prt","Clube Português do Pâncreas - 31 anos de actividade","Antunes, Maria Teresa","Jornal Português de Gastrenterologia; 17(5); 198-199","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500002&lang=pt" 
"S0872-81782010000500003-prt","Hemorragia digestiva alta associada ao consumo de ácido acetilsalicílico e de anti-inflamatórios não-esteróides em Portugal Resultados do estudo PARAINES","Couto, Gilberto, Macedo, Guilherme, Ribeiro, Filipe","Jornal Português de Gastrenterologia; 17(5); 200-206","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500003&lang=pt" 
"S0872-81782010000500004-prt","Mucosa gástrica ectópica na ampola de Vater: Uma causa de ectasia da via biliar","Caldeira, Ana, Gonçalves, Regina, Pereira, Bruno, Sousa, Rui, Pereira, Eduardo, Tristan, José, Banhudo, António","Jornal Português de Gastrenterologia; 17(5); 207-211","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500004&lang=pt" 
"S0872-81782010000500005-prt","Liver disease and gastrointestinal bleeding in hereditary haemorrhagic telangiectasia - case report","Soares, Vítor, Carvalho, Amanda, Lima, Murilo, Parente, José","Jornal Português de Gastrenterologia; 17(5); 213-216","Jornal Português de Gastrenterologia","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500005&lang=pt" 
"S0872-81782010000500006-prt","Primary malignant peritoneal mesothelioma associated with renal cell carcinoma - A concise review based on a clinical case","Murinello, António, Carvalho, Ana, Figueiredo, A. Manuel, Damásio, Helena, Murillo, M. Jesus, Nunes, Garção, Baptista, Marta, Martins, A. Raquel","Jornal Português de Gastrenterologia; 17(5); 217-222","Jornal Português de Gastrenterologia","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500006&lang=pt" 
"S0872-81782010000500007-prt","Volvo Gástrico - Caso Clínico","Bento, Ana, Baptista, Hamilton, Pinheiro, Carlos, Pinho, António, Lopes, Sandra, Martinho, Fernando","Jornal Português de Gastrenterologia; 17(5); 223-226","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500007&lang=pt" 
"S0872-81782010000500008-prt","Recomendações para o tratamento de doentes com hemorragia digestiva alta de causa não varicosa","","Jornal Português de Gastrenterologia; 17(5); 227-229","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500008&lang=pt" 
"S0872-81782010000500009-prt","História natural dos tumores mesenquimatosos do tubo digestivo superior e ecoendoscopia","Viana, Helena Lomba","Jornal Português de Gastrenterologia; 17(5); 230-231","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500009&lang=pt" 
"S0872-81782010000500010-prt","Lesões subepiteliais do tubo digestivo","Santos, António Alberto","Jornal Português de Gastrenterologia; 17(5); 231-232","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500010&lang=pt" 
"S0872-81782010000500011-prt","História natural dos tumores mesenquimatosos","Santos, Hermano, Castro-Poças, F., Lago, Paula, Moreira, Teresa, Areias, Jorge","Jornal Português de Gastrenterologia; 17(5); 233-233","Jornal Português de Gastrenterologia","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782010000500011&lang=pt" 
"S1983-14472010000300011-scl","Integração ensino-trabalho-cidadania na formação de enfermeiros","Tanji, Suzelaine, Silva, Carmen Maria dos Santos Lopes Monteiro Dantas da, Albuquerque, Verônica Santos, Viana, Lígia de Oliveira, Santos, Neiva Maria Picinini dos","Revista Gaúcha de Enfermagem; 31(3); 483-490","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300011&lang=pt" 
"S1983-14472010000300024-scl","Análise da produção científica acerca da atenção ao recém-nascido de baixo peso em UTI","Tronco, Caroline Sissy, Paula, Cristiane Cardoso de, Padoin, Stela Maris de Mello, Langendorf, Tassiane Ferreira","Revista Gaúcha de Enfermagem; 31(3); 575-583","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300024&lang=pt" 
"S1983-14472010000300001-scl","O PPGENF-UFRGS no compasso dos avanços da pós-graduação em enfermagem","Dall&#039;agnol, Clarice Maria","Revista Gaúcha de Enfermagem; 31(3); 412-412","Revista Gaúcha de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300001&lang=pt" 
"S1983-14472010000300003-scl","Adesão às consultas e ao tratamento medicamentoso de pacientes em ensaios clínicos randomizados da indústria","Silveira, Luana Claudia Jacoby, Souza, Emiliane Nogueira de, Goldmeier, Silvia, Silva, Andressa Freitas da, Rabelo, Eneida Rejane","Revista Gaúcha de Enfermagem; 31(3); 423-427","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300003&lang=pt" 
"S1983-14472010000300022-scl","Reflexão sobre um modelo de sistema organizacional de cuidado de enfermagem centrado nas melhores práticas","Kempfer, Silvana Silveira, Birolo, Ioná Vieira Bez, Meirelles, Betina Homer Schlindwein, Erdmann, Alacoque Lorenzini","Revista Gaúcha de Enfermagem; 31(3); 562-566","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300022&lang=pt" 
"S1983-14472010000300021-scl","Educação permanente em saúde e no trabalho de enfermagem: perspectiva de uma práxis transformadora","Silva, Luiz Anildo Anacleto da, Ferraz, Fabiane, Lino, Mônica Motta, Backes, Vânia Marli Schubert, Schmidt, Sandra Marcia Soares","Revista Gaúcha de Enfermagem; 31(3); 557-561","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300021&lang=pt" 
"S1983-14472010000300002-scl","A convivência com a doença de Parkinson na perspectiva do parkinsoniano e seus familiares","Navarro-Peternella, Fabiana Magalhães, Marcon, Sonia Silva","Revista Gaúcha de Enfermagem; 31(3); 415-422","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300002&lang=pt" 
"S1983-14472010000300005-scl","Aprendizagem de sinais vitais utilizando objetos educacionais digitais: opinião de estudantes de enfermagem","Cogo, Ana Luísa Petersen, Silveira, Denise Tolfo, Pedro, Eva Néri Rubim, Tanaka, Raquel Yurika, Catalan, Vanessa Menezes","Revista Gaúcha de Enfermagem; 31(3); 435-441","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300005&lang=pt" 
"S1983-14472010000300007-scl","A vulnerabilidade da mulher idosa em relação à AIDS","Silva, Carla Marins, Lopes, Fernanda Maria do Valle Martins, Vargens, Octavio Muniz da Costa","Revista Gaúcha de Enfermagem; 31(3); 450-457","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300007&lang=pt" 
"S1983-14472010000300009-scl","Cuidado intergeracional com o idoso: autonomia do idoso e presença do cuidador","Flores, Gisela Cataldi, Borges, Zulmira Newlands, Denardin-Budó, Maria de Lourdes, Mattioni, Fernanda Carlise","Revista Gaúcha de Enfermagem; 31(3); 467-474","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300009&lang=pt" 
"S1983-14472010000300010-scl","Fragmentos históricos da assistência psiquiátrica no Rio Grande do Norte, Brasil","Miranda, Francisco Arnoldo Nunes de, Santos, Raionara Cristina de Araújo, Azevedo, Dulcian Medeiros de, Fernandes, Rafaella Leite, Costa, Tarciana Sampaio","Revista Gaúcha de Enfermagem; 31(3); 475-482","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300010&lang=pt" 
"S1983-14472010000300012-scl","O viver do portador chagásico crônico: possibilidades de ações do enfermeiro para uma vida saudável","Oliveira, Angélica Porto de, Gomes, Luciane Feira, Casarin, Sidnéia Tessmer, Siqueira, Hedi Crecencia Heckler de","Revista Gaúcha de Enfermagem; 31(3); 491-498","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300012&lang=pt" 
"S1983-14472010000300013-scl","Percepção de pessoas sobre a hipertensão arterial e conceitos de Imogene King","Bezerra, Sara Taciana Firmino, Silva, Lúcia de Fátima da, Guedes, Maria Vilani Cavalcante, Freitas, Maria Célia de","Revista Gaúcha de Enfermagem; 31(3); 499-507","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300013&lang=pt" 
"S1983-14472010000300014-scl","Percepção de risco de adolescentes escolares na relação consumo de álcool e comportamento sexual","Sampaio Filho, Francisco Jucier Luz, Sousa, Pedro Ricardo Mesquita de, Vieira, Neiva Francenely Cunha, Nóbrega, Maria de Fátima Bastos, Gubert, Fabiane do Amaral, Pinheiro, Patrícia Neyva da Costa","Revista Gaúcha de Enfermagem; 31(3); 508-514","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300014&lang=pt" 
"S1983-14472010000300016-scl","Puerpério imediato: desvendando o significado da maternidade","Strapasson, Márcia Rejane, Nedel, Maria Noemia Birck","Revista Gaúcha de Enfermagem; 31(3); 521-528","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300016&lang=pt" 
"S1983-14472010000300018-scl","Reconstrução cirúrgica tubária e condições de realização das laqueaduras","Moura, Escolástica Rejane Ferreira, Vieira, Rebeca Pinho Romero","Revista Gaúcha de Enfermagem; 31(3); 536-543","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300018&lang=pt" 
"S1983-14472010000300023-scl","Ações em saúde mental às famílias nos diferentes contextos de trabalho: revisão integrativa","Aires, Marinês, Roos, Cristine Moraes, Gonçalves, Ana Valéria Furquim, Schneider, Jacó Fernando, Olschowsky, Agnes","Revista Gaúcha de Enfermagem; 31(3); 567-574","Revista Gaúcha de Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472010000300023&lang=pt" 
"S0798-72692010000300014-ven","Diversidad y uso de arvenses en pasturas de fincas ganaderas del Alto Magdalena (Tolima, Colombia)","Canizales, Sergio Andrés, Celemín, Jhon Sander, Mora-Delgado, Jairo","Zootecnia Tropical; 28(3); 427-437","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300014&lang=pt" 
"S0798-72692010000300012-ven","Márgenes de comercialización del queso artesanal de vaca en unidades de producción familiar en Totoremo, Venezuela Cesar","Araque, , Delgado, Aleyda, Armas, Wilmer, Albornoz, Arlenis, Espinosa, Valentín, Quijada, Tonny","Zootecnia Tropical; 28(3); 413-420","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300012&lang=pt" 
"S0798-72692010000300013-ven","Evaluación de vainas y hojas de árboles forrajeros por la técnica de producción de gas in vitro","Hernández Hernández, Jorge Ezequiel, Franco Guerra, Francisco Javier, Camacho Ronquillo, Julio Cesar, Villarreal Espino Barros, Oscar Agustín, Pedraza Olivera, Redimio Manuel, Plata Pérez, Fernando Xicotencatl, Mendoza Martínez, Germán David","Zootecnia Tropical; 28(3); 421-426","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300013&lang=pt" 
"S0798-72692010000300010-ven","Evaluación genética del crecimiento de la tilapia de Nilo en condiciones naturales de baja temperatura","Fortes-Silva, Rodrigo, de Almeida Torres, Roble, Ribeiro-Filho, Oswaldo Pinto, Lopes Schiavetti, Victor, Maia Pereira, Marcelo, Teixeira Bastos, Rafael, Yamaki, Marcos, Rocha Sarmento, José Lindenberg","Zootecnia Tropical; 28(3); 395-401","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300010&lang=pt" 
"S0798-72692010000300011-ven","Contribución reproductiva de una progenie de Brycon orbignyanus (Cuvier y Valenciennes, 1850) en el sistema reproductivo seminatural usando marcadores microsatélites","Lopera-Barrero, Nelson Mauricio, Rodríguez-Rodríguez, Maria del Pilar, Pereira Ribeiro, Ricardo, Aparecido Povh, Jayme, Vargas, Lauro, Streit Jr., Danilo Pedro, Fornari, Darci Carlos","Zootecnia Tropical; 28(3); 403-411","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300011&lang=pt" 
"S0798-72692010000300005-ven","Masculinización de la tilapia del Nilo Oreochromis niloticus (Actinopterygii: Cichlidae) por inmersión en Fluoximesterona y Testostesterona enantato","Torres-Hernández, Pablo, Nucamendi-Rodríguez, Graciela Beatriz, Pintos-Terán, Pablo, Montoya-Márquez, José Alberto","Zootecnia Tropical; 28(3); 341-351","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300005&lang=pt" 
"S0798-72692010000300004-ven","Características del sistema de producción bovinos de doble propósito en el estado de Morelos, México","Chalate-Molina, Héctor, Gallardo-López, Felipe, Pérez-Hernández, Ponciano, Paul Lang-Ovalle, Fritz, Ortega- Jiménez, Eusebio, Vilaboa Arroniz, Julio","Zootecnia Tropical; 28(3); 329-339","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300004&lang=pt" 
"S0798-72692010000300007-ven","Efecto de la adición de minerales en agua o en alimento sobre variables productivas y fisiológicas en pollos de engorde bajo estrés calórico","Farfán, Charly, Oliveros, Yngrid, De Basilio, Vasco","Zootecnia Tropical; 28(3); 363-373","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300007&lang=pt" 
"S0798-72692010000300006-ven","Agregado de parafina en ceras estampadas y su efecto sobre el labrado de panales y viabilidad de las crías de Apis Mellifera","Castro, Adela V, Medici, Sandra K, Sarlo, Edgardo G, Eguaras, Martín J","Zootecnia Tropical; 28(3); 353-361","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300006&lang=pt" 
"S0798-72692010000300001-ven","Comportamiento de cinco variedades de caña de azúcar para rendimiento de forraje en el Valle de Santa Cruz de Bucaral, estado Falcón, Venezuela","Bastidas, Luis, Rea, Ramón, De Sousa, Orlando, Valle, Alberto, Ventura, Jesús, George, José","Zootecnia Tropical; 28(3); 303-312","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300001&lang=pt" 
"S0798-72692010000300003-ven","Conformación corporal de las razas ovinas Pelibuey, Dorper y Kathadin en el estado de Veracruz, México","Vilaboa Arroniz, Julio, Bozzi, Riccardo, Díaz Rivera, Pablo, Bazzi, Letizia","Zootecnia Tropical; 28(3); 321-328","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300003&lang=pt" 
"S0798-72692010000300002-ven","Caracterización físico-química y análisis sensorial de un Hidromiel elaborado de manera artesanal","Barrios S, Carlos, Principal, Judith, Sánchez, José, Guédez, Juan Carlos","Zootecnia Tropical; 28(3); 313-319","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300002&lang=pt" 
"S0798-72692010000300009-ven","Primer hallazgo en Venezuela de huevos de Schistosoma mansoni y de otros helmintos de interés en salud pública, presentes en heces y secreción mucosa del molusco terrestre Achatina fulica (Bowdich, 1822)","Liboria, Matinella, Morales, Gustavo, Carmen, Sierra, Isbelia, Silva, Luz A, Pino","Zootecnia Tropical; 28(3); 383-394","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300009&lang=pt" 
"S0798-72692010000300008-ven","de sombra en el corral de engorda en la respuesta productiva de toretes en finalización de la época fresca y seca","Barajas Cruz, Rubén, Cervantes Pacheco, Billy Josue, Velázquez Elenes, Ernesto Alonso, Romo Rubio, Javier Alonso, Aguirre Ortega, Jorge, Martínez González, Sergio, Eugenio García, Danny","Zootecnia Tropical; 28(3); 375-381","Zootecnia Tropical","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692010000300008&lang=pt" 
"S1316-48212010000300005-ven","Evaluación de una celda Redox de Vanadio","Colt, G, Márquez, Jairo, Márquez, Olga","Universidad, Ciencia y Tecnología; 14(56); 183-188","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300005&lang=pt" 
"S1316-48212010000300004-ven","Plataforma experimental para medir diferencia de fase entre señales a 120Mhz","Franco, Zulay, Garcés, Ignacio","Universidad, Ciencia y Tecnología; 14(56); 175-182","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300004&lang=pt" 
"S1316-48212010000300007-ven","Modelo de responsabilidad social empresarial para las grandes empresas de ciudad Guayana","Ramos, Miriani, D’Armas, Mayra","Universidad, Ciencia y Tecnología; 14(56); 205-213","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300007&lang=pt" 
"S1316-48212010000300006-ven","Propuestas de mejoras del sistema anódico en celdas HALL-230 de la V línea de C.V.G. Venalum","Rojas, Francisco, Birrot, Ángel, Requena, Durlym, Malave, Imer","Universidad, Ciencia y Tecnología; 14(56); 189-203","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300006&lang=pt" 
"S1316-48212010000300001-ven","EDITORIAL","","Universidad, Ciencia y Tecnología; 14(56); 155-156","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300001&lang=pt" 
"S1316-48212010000300003-ven","Variable para la supervisión del envejecimiento del aislamiento","Torres, William, Dorrbercker, Santiago, Benitez, Ivón","Universidad, Ciencia y Tecnología; 14(56); 165-173","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300003&lang=pt" 
"S1316-48212010000300002-ven","Efecto de la deposición de recubrimientos de TiN y ZrN sobre la resistencia a la corrosión de la aleación de aluminio AA7075T6","Gil, Linda, Jiménez, Lorena, Liscano, Sugehis, Le Bourhis, Eric, Staia, Mariana","Universidad, Ciencia y Tecnología; 14(56); 157-164","Universidad, Ciencia y Tecnología","Espanhol","2010","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212010000300002&lang=pt" 
"S1665-35212010000300005-mex","Sensores piezoeléctricos de fluoruro de polivinilideno modificado con nanopartículas de sílice para aplicaciones en MEMS","Arenas, Concepción, Rangel, Domingo, Castaño, Victor M., Loa, Erika, Vega, Marina","Superficies y vacío; 23(3); 20-25","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300005&lang=pt" 
"S1665-35212010000300004-mex","Obtención de Nanocristales de Coenzima Q10 por el método de desplazamiento de solvente, encapsulados en polímeros de ácido poli-láctico y glicol polietileno","Ronquillo de Jesús, E., San Martín Martínez, E., Guzmán Mendoza, J., Pedroza Islas, R.","Superficies y vacío; 23(3); 15-19","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300004&lang=pt" 
"S1665-35212010000300006-mex","Análisis y caracterización de un acelerómetro capacitivo fabricado con tecnología polymump&#039;s","Rincon-Jara, R. I, Ambrosio, R., Mireles, J.","Superficies y vacío; 23(3); 26-31","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300006&lang=pt" 
