"S1413-70542008000100015-scl","Produção da tangerineira &#039;ponkan&#039; após poda de recuperação","Mendonça, Vander, Ramos, José Darlan, Araújo Neto, Sebastião Elviro de, Rufini, José Carlos Moraes","Ciência e Agrotecnologia; 32(1); 103-109","Ciência e Agrotecnologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542008000100015&lang=pt" 
"S0103-84782008000100046-scl","Características químicas e valores energéticos de farelos de soja do oeste e sudoeste do Paraná","Rieger, Clovis, Oliveira, Vladimir de, Lovatto, Paulo Alberto, Araújo, Jocélio dos Santos, Peixoto, Érika Cosendey Toledo Mello, Silva, Marcelo Aparecido da","Ciência Rural; 38(1); 266-269","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100046&lang=pt" 
"S0103-84782008000100045-scl","Perosomus elumbis em um cordeiro no Brasil","Castro, Márcio Botelho de, Szabó, Matias Pablo Juan, Moscardini, Augusto Ricardo Coelho, Borges, José Renato Junqueira","Ciência Rural; 38(1); 262-265","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100045&lang=pt" 
"S0103-84782008000100044-scl","Implantação e avaliação do método de multicateterização em ovinos","Kozloski, Gilberto Vilmar, Lima, Lisiane Dorneles de, Fiorentini, Giovani, Härter, Carla Joice, Raiser, Alceu Gaspar, Mazzanti, Alexandre","Ciência Rural; 38(1); 258-261","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100044&lang=pt" 
"S0103-84782008000100043-scl","Fontes de potássio no crescimento in vitro de plantas de orquídea Cattleya loddigesii","Figueiredo, Milene Alves de, Pasqual, Moacir, Araujo, Aparecida Gomes de, Junqueira, Keize Pereira, Santos, Flávia Carvalho, Rodrigues, Vantuil Antônio","Ciência Rural; 38(1); 255-257","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100043&lang=pt" 
"S0103-84782008000100042-scl","Superação da dormência de sementes de Schinopsis brasiliensis","Oliveira, Maria da Conceição Prado de, Oliveira, Geraldo José de","Ciência Rural; 38(1); 251-254","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100042&lang=pt" 
"S0103-84782008000100041-scl","Teor de cádmio em fertilizantes fosfatados comercializados no Brasil","Bizarro, Veridiana Gonçalves, Meurer, Egon José, Tatsch, Fernanda Roberta Pereira","Ciência Rural; 38(1); 247-250","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100041&lang=pt" 
"S0103-84782008000100040-scl","Estimativa da área foliar do antúrio com o uso de funções de regressão","Silva, Silvia Helena Modenese-Gorla da, Lima, Juliana Domingues, Bendini, Hugo do Nascimento, Nomura, Edson Shigueaki, Moraes, Wilson da Silva","Ciência Rural; 38(1); 243-246","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100040&lang=pt" 
"S0103-84782008000100037-scl","Eficiência de inseticidas em tratamento de sementes de milho no controle da cigarrinha Dalbulus maidis (Hemiptera: Cicadellidae) em viveiro telado","Oliveira, Charles Martins de, Oliveira, Elizabeth de, Canuto, Marcus, Cruz, Ivan","Ciência Rural; 38(1); 231-235","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100037&lang=pt" 
"S0103-84782008000100038-scl","Moscas frugívoras associadas a mirtáceas e laranjeira &quot;Céu&quot; na região do Vale do Rio Caí, Rio Grande do Sul, Brasil","Gattelli, Tacimara, Silva, Fernando Felisberto da, Meirelles, Rafael Narciso, Redaelli, Luiza Rodrigues, Dal Soglio, Fábio Kessler","Ciência Rural; 38(1); 236-239","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100038&lang=pt" 
"S0103-84782008000100039-scl","Genotypic differences in proembryoid development and green plantlets regeneration through androgenesis in barley varieties","Wiethölter, Paula, Fernandes, Maria Irene Baggio de Moraes, Brammer, Sandra Patussi, Minella, Euclydes, Iorkzeski, Edson Jair","Ciência Rural; 38(1); 240-242","Ciência Rural","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100039&lang=pt" 
"S0103-84782008000100002-scl","Persistência na água e influência de herbicidas utilizados na lavoura arrozeira sobre a comunidade zooplanctônica de Cladocera, Copepoda e Rotifera","Reimche, Geovane Boschmann, Machado, Sérgio Luiz de Oliveira, Golombieski, Jaqueline Ineu, Baumart, Joele Schmitt, Braun, Neiva, Marchesan, Enio, Zanella, Renato","Ciência Rural; 38(1); 7-13","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100002&lang=pt" 
"S0103-84782008000100003-scl","Ocorrência de patulina em uva fina (Vitis vinifera L. cv. &quot;Rubi&quot;) com sinais de podridão ácida","Caldas, Glória Maria Menezes, Oliveira, Renata Cabrera de, Tessmann, Dauri José, Machinski Junior, Miguel","Ciência Rural; 38(1); 14-18","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100003&lang=pt" 
"S0103-84782008000100011-scl","Selection among and within and combined selection in oil palm families derived from Dura x Dura","Cedillo, Digner Santiago Ortega, Ferreira, Fábio Medeiros, Barros, Willian Silva, Cruz, Cosme Damião, Dias, Luiz Antônio dos Santos, Rocha, Rodrigo Barros","Ciência Rural; 38(1); 65-71","Ciência Rural","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100011&lang=pt" 
"S0103-84782008000100014-scl","Desenvolvimento do Pinus elliottii e do Eucalyptus tereticornis consorciado com plantas de cobertura, em solos degradados por arenização","Rovedder, Ana Paula Moreira, Eltz, Flávio Luiz Foletto","Ciência Rural; 38(1); 84-89","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100014&lang=pt" 
"S0103-84782008000100016-scl","Perda de nitrogênio pela Brachiaria decumbens após a antese: relação com a umidade do solo","Franco, Henrique Coutinho Junqueira, Damin, Virgínia, Franco, Ademir, Moraes, Milton Ferreira, Trivelin, Paulo Cesar Ocheuze","Ciência Rural; 38(1); 96-102","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100016&lang=pt" 
"S0103-84782008000100019-scl","Angiografia in vivo para avaliação da vascularização do casco de eqüinos","Brunner, Carlos Henrique Maciel, Martins, Maria de Fátima Monteiro, Bovino, Enio Eduardo","Ciência Rural; 38(1); 116-123","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100019&lang=pt" 
"S0103-84782008000100021-scl","Intraoperative topical administration of mitomycin C, in different concentrations, on the cicatrization of mioplasties of the dorsal rectus of rabbits","Mamede, Fabrício Villela, Martins, Bianca da Costa, Souza, Ana Letícia Groszewicz, Brunelli, Adriana Torrecilhas Jorge, Pontin, Karina, Soares, Edson Garcia, Albuquerque, Sérgio de, Laus, José Luiz","Ciência Rural; 38(1); 129-135","Ciência Rural","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100021&lang=pt" 
"S0103-84782008000100022-scl","Artroplastia total coxofemoral em cães: Estudo experimental com prótese nacional","Minto, Bruno Watanabe, Brandão, Cláudia Valéria Seullner, Pereira, Gilberto José Cação, Steagall, Paulo Vinicius Mortensen, Mamprim, Maria Jaqueline, Ranzani, José Joaquim Titton","Ciência Rural; 38(1); 136-142","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100022&lang=pt" 
"S0103-84782008000100023-scl","Zoosporogênese in vitro entre isolados do oomiceto Pythium insidiosum","Pereira, Daniela Isabel Brayer, Santurio, Janio Morais, Alves, Sydney Hartz, Argenta, Juliana Siqueira, Cavalheiro, Ayrton Sydnei, Ferreiro, Laerte","Ciência Rural; 38(1); 143-147","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100023&lang=pt" 
"S0103-84782008000100024-scl","Tumores em animais de produção: aspectos comparativos","Ramos, Adriano Tony, Souza, Arlete Benta de, Norte, Diego Mollerke, Ferreira, João Luiz Montiel, Fernandes, Cristina Gevehr","Ciência Rural; 38(1); 148-154","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100024&lang=pt" 
"S0103-84782008000100025-scl","Prevalência e aspectos anatomopatológicos da mineralização metastática em coelhos provenientes de biotérios e criação comercial do Estado do Rio de Janeiro, Brasil","Matias, Alessandra Santos Almeida, Bruno, Sávio Freire, Menezes, Rodrigo Caldas, Matias, Carlos Alexandre Rey, Tortelly, Rogério","Ciência Rural; 38(1); 155-160","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100025&lang=pt" 
"S0103-84782008000100027-scl","Frações nitrogenadas de silagens de milho &quot;safrinha&quot; sob diferentes tempos de exposição ao ar antes da ensilagem","Velho, João Pedro, Mühlbach, Paulo Roberto Frenzel, Nörnberg, José Laerte, Genro, Teresa Cristina Moraes, Sanchez, Luis Maria Bonnecarrère, Velho, Ione Maria Pereira Haygert, Kessler, Julcemar Dias","Ciência Rural; 38(1); 166-172","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100027&lang=pt" 
"S0103-84782008000100029-scl","Sistema de integração lavoura-pecuária: desempenho e qualidade da carcaça de novilhos superprecoces terminados em pastagem de aveia e azevém manejada sob diferentes alturas","Lopes, Marília Lazzarotto Terra, Carvalho, Paulo César de Faccio, Anghinoni, Ibanor, Santos, Davi Teixeira dos, Kuss, Fernando, Freitas, Fabiana Kellermann de, Flores, João Paulo Cassol","Ciência Rural; 38(1); 178-184","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100029&lang=pt" 
"S0103-84782008000100030-scl","Variação nas medidas corporais e desenvolvimento do trato reprodutivo de novilhas de corte recriadas para o acasalamento aos 18 meses de idade","Montanholi, Yuri Regis, Barcellos, Júlio Otávio Jardim, Costa, Eduardo Castro da","Ciência Rural; 38(1); 185-190","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100030&lang=pt" 
"S0103-84782008000100031-scl","Sistemas de alimentação para a recria de ovinos a pasto: avaliação do desempenho animal e características da forragem","Brum, Marcos da Silva, Quadros, Fernando Luiz Ferreira de, Martins, Jorge Dubal, Rossi, Guilherme Ebling, Daniel, Everton, Maixner, Adriano Rudi, Bandinelli, Duilio Guerra","Ciência Rural; 38(1); 191-198","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100031&lang=pt" 
"S0103-84782008000100033-scl","Metanálise da relação entre espessura de toicinho e variáveis corporais e reprodutivas de porcas gestantes e lactantes","Rossi, Carlos Augusto Rigon, Lovatto, Paulo Alberto, Weschenfelder, Volnei Antônio, Lehnen, Cheila Roberta","Ciência Rural; 38(1); 206-212","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100033&lang=pt" 
"S0103-84782008000100034-scl","Ração suplementada com vitaminas C e E influencia a resposta inflamatória aguda em tilápia do Nilo","Martins, Maurício Laterça, Miyazaki, Danilo Makoto Yamaguchi, Moraes, Flávio Ruas de, Ghiraldelli, Luciana, Adamante, Washington de Barros, Mouriño, José Luiz Pedreira","Ciência Rural; 38(1); 213-218","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100034&lang=pt" 
"S0103-84782008000100035-scl","Substituição da farinha de peixe por farelo de soja em dietas práticas para o camarão-rosa (Farfantepenaeus paulensis)","Abe, Marcos Paulo, Fróes, Charles Nunes, Prentice-Hernández, Carlos, Wasielesky Júnior, Wilson, Cavalli, Ronaldo Olivera","Ciência Rural; 38(1); 219-224","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100035&lang=pt" 
"S0103-84782008000100036-scl","Alimentação do jundiá com dietas contendo óleos de arroz, canola ou soja","Losekann, Marcos Eliseu, Radünz Neto, João, Emanuelli, Tatiana, Pedron, Fabio de Araújo, Lazzari, Rafael, Bergamin, Giovani Taffarel, Corrêia, Viviani, Simões, Ricardo Scherer","Ciência Rural; 38(1); 225-230","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100036&lang=pt" 
"S0103-84782008000100048-scl","Cultivo sem solo do morangueiro","Giménez, Gustavo, Andriolo, Jerônimo, Godoi, Rodrigo","Ciência Rural; 38(1); 273-279","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100048&lang=pt" 
"S0103-84782008000100049-scl","Botulismo de origem alimentar","Cereser, Natacha Deboni, Costa, Fernanda Malva Ramos, Rossi Júnior, Oswaldo Durival, Silva, Décio Adair Rebellatto da, Sperotto, Vitor da Rocha","Ciência Rural; 38(1); 280-287","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100049&lang=pt" 
"S0103-84782008000100050-scl","Antimicrobianos para o controle da enteropatia proliferativa suína","França, Silvia de Araújo, Guedes, Roberto Maurício Carvalho","Ciência Rural; 38(1); 288-296","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100050&lang=pt" 
"S0103-84782008000100032-scl","Tempo de jejum dos suínos no manejo pré-abate sobre a perda de peso corporal, o peso do conteúdo estomacal e a incidência de úlcera esofágica-gástrica","Dalla Costa, Osmar Antonio, Costa, Mateus José Rodrigues Paranhos da, Ludke, Jorge Vitor, Coldebella, Arlei, Kich, Jalusa Deon, Peloso, José Vicente, Faucitano, Luigi, Dalla Roza, Darlan","Ciência Rural; 38(1); 199-205","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100032&lang=pt" 
"S0103-84782008000100004-scl","Presença dos gêneros Trichoderma e Fusarium em solo rizosférico e não rizosférico cultivado com tomateiro e pepineiro, em horta e estufa","Ethur, Luciana Zago, Blume, Elena, Muniz, Marlove Fátima Brião, Antoniolli, Zaida Inês, Nicolini, Cícero, Milanesi, Paola, Fortes, Fabiano de Oliveira","Ciência Rural; 38(1); 19-26","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100004&lang=pt" 
"S0103-84782008000100020-scl","Determinação da densidade mineral óssea da extremidade distal do rádio-ulna em gatos: correlação entre peso, sexo e idade","Vulcano, Luiz Carlos, Santos, Flávio Augusto Marques dos, Godoy, Carmen Lice Buchmann de","Ciência Rural; 38(1); 124-128","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100020&lang=pt" 
"S0103-84782008000100013-scl","A drenagem do solo no perfilhamento não estimula o desenvolvimento do sistema radicular do arroz irrigado cultivado no sistema pré-germinado","Sangoi, Luís, Bianchet, Paula, Ernani, Paulo Roberto, Silva, Paulo Regis Ferreira da, Fiorentin, Ciro Franco, Zanin, Claitson Gustavo, Schmitt, Amauri, Oliveira Neto, Dario Antunes de, Motter, Franchielli, Schweitzer, Cleber","Ciência Rural; 38(1); 77-83","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100013&lang=pt" 
"S0103-84782008000100005-scl","Períodos de drenagem do solo durante o perfilhamento e características agronômicas de cultivares de arroz irrigado no sistema pré-germinado","Sangoi, Luís, Bianchet, Paula, Silva, Paulo Regis Ferreira da, Fiorentin, Ciro Franco, Zanin, Claitson Gustavo, Schmitt, Amauri, Oliveira Neto, Dario Antunes de, Motter, Franchielli, Saldanha, Alexandre, Schweitzer, Cleber","Ciência Rural; 38(1); 27-33","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100005&lang=pt" 
"S0103-84782008000100028-scl","Desempenho de vacas de descarte recebendo dietas com ou sem monensina","Kuss, Fernando, Restle, João, Pascoal, Leonir Luis, Santos, Angélica Pereira dos, Menezes, Luis Fernando Glaszenapp de, Osmari, Milene Puntel","Ciência Rural; 38(1); 173-177","Ciência Rural","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782008000100028&lang=pt" 
"S0717-34582008000100001-chl","Diversity of bacterial communities in acid mine drainage from the Shen-bu copper mine, Gansu province, China","Yang, Yu, Shi, Wuyang, Wan, Minxi, Zhang, Yanfei, Zou, Lihong, Huang, Jufang, Qiu, Guanzhou, Liu, Xueduan","Electronic Journal of Biotechnology; 11(1); 1-12","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100001&lang=pt" 
"S0717-34582008000100002-chl","Effect of methyl branching of C8H18 alkanes and water activity on lipase-catalyzed enantioselective esterification of ibuprofen","Gottemukkala, Vijay V, Saripella, Kalyan K, Kadari, Anil K, Neau, Steven H","Electronic Journal of Biotechnology; 11(1); 13-25","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100002&lang=pt" 
"S0717-34582008000100003-chl","Evaluation of the uniformity and stability of T-DNA integration and gene expression in transgenic apple plants","Flachowsky, Henryk, Riedel, Marko, Reim, Stefanie, Hanke, Magda-Viola","Electronic Journal of Biotechnology; 11(1); 26-40","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100003&lang=pt" 
"S0717-34582008000100004-chl","Heterozygosity following half-sib recurrent selection in popcorn using isoenzyme markers","Pereira, Liz Kazmirczak, Scapim, Carlos Alberto, Mangolin, Claudete Aparecida, Machado, Maria de Fátima Pires da Silva, Pacheco, Cleso Antônio Patto, Mora, Freddy","Electronic Journal of Biotechnology; 11(1); 41-49","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100004&lang=pt" 
"S0717-34582008000100005-chl","Identification of differentially expressed genes in developing cotton fibers (Gossypium hirsutum L) through differential display","Iqbal, Saima, Bashir, Aftab, Naseer, Hafiza Masooma, Ahmed, Moddassir, Malik, Kauser A","Electronic Journal of Biotechnology; 11(1); 50-59","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100005&lang=pt" 
"S0717-34582008000100006-chl","Inhibition of attachment of some fouling diatoms and settlement of Ulva lactuca zoospores by film-forming bacterium and their extracellular products isolated from biofouled substrata in Northern Chile","Silva-Aciares, Fernando, Riquelme, Carlos","Electronic Journal of Biotechnology; 11(1); 60-70","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100006&lang=pt" 
"S0717-34582008000100007-chl","Overexpression of the pineapple fruit bromelain gene (BAA) in transgenic Chinese cabbage (Brassica rapa) results in enhanced resistance to bacterial soft rot","Jung, Yu-Jin, Choi, Chang-Sun, Park, Jin-Heui, Kang, Hee-Wan, Choi, Je-Eul, Nou, Ill-Sup, Lee, Soon Youl, Kang, Kwon-Kyoo","Electronic Journal of Biotechnology; 11(1); 71-79","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100007&lang=pt" 
"S0717-34582008000100008-chl","Oxygen mass transfer studies on batch cultivation of P. aeruginosa in a biocalorimeter","Sivaprakasam, Senthilkumar, Mahadevan, Surianarayanan, Gopalaraman, Swaminathan","Electronic Journal of Biotechnology; 11(1); 80-92","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100008&lang=pt" 
"S0717-34582008000100009-chl","Performance of biofilm carriers in anaerobic digestion of sisal leaf waste leachate","Mshandete, Anthony Manoni, Björnsson, Lovisa, Kivaisi, Amelia Kajumulo, Rubindamayugi, Mugassa Steven Thomas, Mattiasson, Bo","Electronic Journal of Biotechnology; 11(1); 93-100","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100009&lang=pt" 
"S0717-34582008000100011-chl","Ranking agro-technical methods and environmental parameters in the biodegradation of petroleum-contaminated soils in Nigeria","Kogbara, Reginald B","Electronic Journal of Biotechnology; 11(1); 113-125","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100011&lang=pt" 
"S0717-34582008000100012-chl","Role of PPase-SE in Geotrichum klebahnii, a yeast-like fungus able to solubilize pectin","Rojas, Natalia Lorena, Cavalitto, Sebastián Fernando, Mignone, Carlos Fernando, Hours, Roque Alberto","Electronic Journal of Biotechnology; 11(1); 126-133","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100012&lang=pt" 
"S0717-34582008000100013-chl","Agrobacterium-mediated transient transformation of Mexican prickly poppy (Argemone mexicana L.)","Godoy-Hernández, Gregorio, Avilés-Berzunza, Elidé, Carrillo-Pech, Mildred, Vázquez-Flota, Felipe","Electronic Journal of Biotechnology; 11(1); 134-139","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100013&lang=pt" 
"S0717-34582008000100014-chl","Analysis of genetic diversity among Indian niger [Guizotia abyssinica (L. f.) Cass.] cultivars based on randomly amplified polymorphic DNA markers","Nagella, Praveen, Hosakatte, Niranjana Murthy, Ravishankar, K.V., Hahn, Eun-Joo, Paek, Kee-Yoeup","Electronic Journal of Biotechnology; 11(1); 140-144","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100014&lang=pt" 
"S0717-34582008000100015-chl","Multiple pulses improve electroporation efficiency in Agrobacterium tumefaciens","Mahmood, Tariq, Zar, Tamkina, Saqlan Naqvi, S.M","Electronic Journal of Biotechnology; 11(1); 145-148","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100015&lang=pt" 
"S0717-34582008000100010-chl","Plant regeneration via indirect somatic embryogenesis and optimisation of genetic transformation in Coffea arabica L. cvs. Caturra and Catuaí","Gatica-Arias, Andrés M, Arrieta-Espinoza, Griselda, Espinoza Esquivel, Ana M","Electronic Journal of Biotechnology; 11(1); 101-112","Electronic Journal of Biotechnology","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582008000100010&lang=pt" 
"S0121-50512008000100013-col","Innovación del turismo","Osorio Acosta, Javier, Gallego Llorca, Francisco Javier","Innovar; 18(31); 151-152","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100013&lang=pt" 
"S0121-50512008000100009-col","Separación de los hechos y los pronósticos en los estados financieros","Glover, Jonathan, Ijiri, Yuji, Levine, Carolyn, Jinghong Liang, Pierre","Innovar; 18(31); 135-146","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100009&lang=pt" 
"S0121-50512008000100006-col","Determinantes de la utilización de la evaluación económica en la toma de decisiones dentro del sistema de salud colombiano","Chicaíza, Liliana, Vega, Ricardo","Innovar; 18(31); 77-92","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100006&lang=pt" 
"S0121-50512008000100005-col","Estudio comparativo entre personalidad de marca ideal vs. percibida: aplicación a las compañías aéreas","Schlesinger Díaz, María Walesska, Cervera Taulet, Amparo","Innovar; 18(31); 61-76","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100005&lang=pt" 
"S0121-50512008000100004-col","El valor percibido: una aplicación empírica en clientes industriales de electricidad y gas natural en mercados energéticos liberalizados","García Acebrón, Constantino, Vázquez Casielles, Rodolfo, Iglesias Argüelles, Víctor","Innovar; 18(31); 45-60","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100004&lang=pt" 
"S0121-50512008000100003-col","La formación del comportamiento de queja del consumidor: una investigación exploratoria en usuarios de restaurantes","Moliner Velázquez, Beatriz, Berenguer Contrí, Gloria, Gil Saura, Irene, Fuentes Blasco, María","Innovar; 18(31); 29-44","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100003&lang=pt" 
"S0121-50512008000100002-col","Recognition and recall of product placements in films and broadcast programmes","van der Waldt, D. L. R, Du Preez, L. D, Williams, S","Innovar; 18(31); 19-28","Innovar","Inglês","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100002&lang=pt" 
"S0121-50512008000100014-col","Las enseñanzas de Drucker para el siglo XXI","Gorbaneff, Yuri","Innovar; 18(31); 152-153","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100014&lang=pt" 
"S0121-50512008000100010-col","Ética, economía y empresa","Villa Castaño, Lida Esperanza","Innovar; 18(31); 147-149","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100010&lang=pt" 
"S0121-50512008000100011-col","Fundamentos de la contabilidad financiera: teoría y práctica","Déniz Mayor, José Juan","Innovar; 18(31); 149-150","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100011&lang=pt" 
"S0121-50512008000100012-col","Aprendizaje basado en problemas para el pensamiento administrativo","Kurmen Figueroa, Rodrigo","Innovar; 18(31); 150-151","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100012&lang=pt" 
"S0121-50512008000100001-col","La investigación en valor percibido desde el marketing","Gil Saura, Irene, González Gallarza, Martina","Innovar; 18(31); 9-18","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100001&lang=pt" 
"S0121-50512008000100008-col","Análisis de la relación entre contabilidad y fiscalidad en Colombia","Sierra González, Ernesto María","Innovar; 18(31); 117-134","Innovar","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100008&lang=pt" 
"S0121-50512008000100007-col","Bringing culture back in: A neo-Durkheimian perspective on central banking","Tognato, Carlo","Innovar; 18(31); 93-116","Innovar","Inglês","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-50512008000100007&lang=pt" 
"S0121-32612008000100008-col","EL PATRIMONIO EN LA PERIFERIA DE LOS GRANDES CENTROS URBANOS:: UNA APROXIMACIÓN A LA PROBLEMÁTICA DE LA LOCALIDAD DE COJÍMAR, CIUDAD DE LA HABANA","SARDINAS GÓMEZ, ORESTES","Investigación y Desarrollo; 16(1); 146-173","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100008&lang=pt" 
