"S1516-73132016000401097-scl","Aprendizagem do professor: uma leitura possível","Boas, Jamille Vilas, Barbosa, Jonei Cerqueira","Ciência &amp; Educação (Bauru); 22(4); 1097-1107","Ciência &amp; Educação (Bauru)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132016000401097&lang=pt" 
"S0101-20612016000400563-scl","Cheese yield in Brazil: state of the art","SALES, Danielle Cavalcanti, RANGEL, Adriano Henrique do Nascimento, URBANO, Stela Antas, BORGES, Kátia Cristina, ANDRADE NETO, Júlio César de, CHAGAS, Bruna Maria Emerenciano","Food Science and Technology (Campinas); 36(4); 563-569","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400563&lang=pt" 
"S1808-24322016000300648-scl","Homoafetividade e direito: um estudo dos argumentos utilizados pelos ministros do STF ao reconhecerem a união homoafetiva no Brasil","Moraes, Raquel, Camino, Leoncio","Revista Direito GV; 12(3); 648-666","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300648&lang=pt" 
"S1984-29612016000400504-scl","Serosurvey for Leishmania spp., Toxoplasma gondii, Trypanosoma cruzi and Neospora caninum in neighborhood dogs in Curitiba-Paraná, Brazil","Constantino, Caroline, Pellizzaro, Maysa, Paula, Edson Ferraz Evaristo de, Vieira, Thállitha Samih Wischral Jayme, Brandão, Ana Pérola Drulla, Ferreira, Fernando, Vieira, Rafael Felipe da Costa, Langoni, Helio, Biondo, Alexander Welker","Revista Brasileira de Parasitologia Veterinária; 25(4); 504-510","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400504&lang=pt" 
"S1984-29612016000400527-scl","Does hair coat length affect flea infestation in naturally infested dogs?","Silva, Guilherme Araujo Collares da, Lins, Luciana Araujo, Irala, Márcio Josué Costa, Cárcamo, Marcial Corrêa, Ribeiro, Paulo Bretanha","Revista Brasileira de Parasitologia Veterinária; 25(4); 527-530","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400527&lang=pt" 
"S0101-20612016000400591-scl","Phenolic extracts of coconut oil cake: a potential alternative for synthetic antioxidants","SENEVIRATNE, Kapila Nalawatta, PRASADANI, Withanage Chaturi, JAYAWARDENA, Bimali","Food Science and Technology (Campinas); 36(4); 591-597","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400591&lang=pt" 
"S1983-21172016000300141-scl","CRISE DA MODERNIDADE, EDUCAÇÃO AMBIENTAL, EDUCAÇÃO PARA O DESENVOLVIMENTO SUSTENTÁVEL E EDUCAÇÃO EM QUÍMICA VERDE: (RE)PENSANDO PARADIGMAS","Pitanga, Ângelo Francklin","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 141-159","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300141&lang=pt" 
"S1981-81222016000300677-scl","Conservação ex situ e on farm de recursos genéticos: desafios para promover sinergias e complementaridades","Santonieri, Laura, Bustamante, Patricia Goulart","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 677-690","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300677&lang=pt" 
"S1984-29612016000400418-scl","Serosurvey of Borrelia in dogs, horses, and humans exposed to ticks in a rural settlement of southern Brazil","Nascimento, Denise Amaral Gomes, Vieira, Rafael Felipe da Costa, Vieira, Thállitha Samih Wischral Jayme, Toledo, Roberta dos Santos, Tamekuni, Katia, Santos, Nelson Jessé Rodrigues dos, Gonçalves, Daniela Dibb, Vieira, Maria Luísa, Biondo, Alexander Welker, Vidotto, Odilon","Revista Brasileira de Parasitologia Veterinária; 25(4); 418-422","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400418&lang=pt" 
"S1808-24322016000300846-scl","Princípio da participação no Código do Procedimento Administrativo português: inovações do Decreto-lei n. 4/2015","Santin, Janaína Rigo","Revista Direito GV; 12(3); 846-868","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300846&lang=pt" 
"S1983-21172016000300009-scl","CIDADANIA E ENSINO DE CIÊNCIAS: QUESTÕES PARA O DEBATE","Pinhão, Francine, Martins, Isabel","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 9-29","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300009&lang=pt" 
"S0104-14282016000400313-scl","Simulation of temperature effect on the structure control of polystyrene obtained by atom-transfer radical polymerization","Vieira, Roniérik Pioli, Lona, Liliane Maria Ferrareso","Polímeros; 26(4); 313-319","Polímeros","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400313&lang=pt" 
"S2237-93632016000400208-scl","Health locus of control, spirituality and hope for healing in individuals with intestinal stoma","Moreira, Carmelita Naiara de Oliveira, Marques, Camila Barbosa, Salomé, Geraldo Magela, Cunha, Diequison Rite da, Pinheiro, Fernanda Augusta Marques","Journal of Coloproctology (Rio de Janeiro); 36(4); 208-215","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400208&lang=pt" 
"S0101-20612016000400724-scl","Assessment of differences between products obtained in conventional and vacuum spray dryer","RAMOS, Fernanda de Melo, OLIVEIRA, Cíntia Carla Melgaço de, SOARES, Ana Silvia Prata, SILVEIRA JUNIOR, Vivaldo","Food Science and Technology (Campinas); 36(4); 724-729","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400724&lang=pt" 
"S0101-20612016000400737-scl","Influence of shooting period and extraction conditions on bioactive compounds in Turkish green tea","BALCI, Ferhan, ÖZDEMIR, Feramuz","Food Science and Technology (Campinas); 36(4); 737-743","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400737&lang=pt" 
"S1808-24322016000300892-scl","Delegitimizing, corruptive crises","Oquendo, Ángel R.","Revista Direito GV; 12(3); 892-912","Revista Direito GV","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300892&lang=pt" 
"S0101-20612016000400717-scl","Evaluation of mineral content and heavy metals of dromedary camel milk in Iran","MOSTAFIDI, Mahdieh, MOSLEHISHAD, Maryam, PIRAVIVANAK, Zahra, POURETEDAL, Zohreh","Food Science and Technology (Campinas); 36(4); 717-723","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400717&lang=pt" 
"S1808-24322016000300776-scl","Os atores interestatais no desenvolvimento regional e a participação social: a atuação dos grupos argentinos nos projetos de infraestrutura da IIRSA e do FOCEM","Diz, Jamile Bergamaschine Mata, Paula, Mariana Porto de, Secches, Daniela Vieira","Revista Direito GV; 12(3); 776-809","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300776&lang=pt" 
"S0101-20612016000400577-scl","Thermal inactivation studies on toxic seeds from fruits of the Brazilian Central Plain","BATISTA, Karla de Aleluia, REIS, Luann Guilherme Vieira dos, GARCIA, Luane Ferreira, FERNANDES, Kátia Flavia, RODRIGUEZ, Armando Garcia","Food Science and Technology (Campinas); 36(4); 577-582","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400577&lang=pt" 
"S1983-21172016000300051-scl","IMAGINÁRIOS DE LICENCIANDOS EM FÍSICA SOBRE A EDUCAÇÃO DE JOVENS E ADULTOS E O ENSINO NESSA MODALIDADE","Jesus, Andréa Cristina Souza de, Nardi, Roberto","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 51-71","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300051&lang=pt" 
"S1808-24322016000300691-scl","Excesso de autorreferência e falta de heterorreferência: o simbolismo da atuação do STF em direito à saúde","Lima, Fernando Rister de Sousa","Revista Direito GV; 12(3); 691-717","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300691&lang=pt" 
"S1984-29612016000400429-scl","Kudoa spp. (Myxozoa, Multivalvulida) parasitizing fish caught in Aracaju, Sergipe, Brazil","Eiras, Jorge Costa, Fujimoto, Rodrigo Yudi, Madi, Rubens Riscala, Jeraldo, Veronica de Lourdes Sierpe, Melo, Cláudia Moura de, Souza, Jônatas dos Santos de, Diniz, José Antonio Picanço, Diniz, Daniel Guerreiro","Revista Brasileira de Parasitologia Veterinária; 25(4); 429-434","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400429&lang=pt" 
"S1984-29612016000400492-scl","Anisakid larva parasitizing Plagioscion squamosissimus in Marajó Bay and Tapajós River, state of Pará, Brazil","Fontenelle, Gabrielle, Knoff, Marcelo, Felizardo, Nilza Nunes, Torres, Eduardo José Lopes, Matos, Edilson Rodrigues, Gomes, Delir Corrêa, São Clemente, Sérgio Carmona de","Revista Brasileira de Parasitologia Veterinária; 25(4); 492-496","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400492&lang=pt" 
"S2237-93632016000400216-scl","Incidence of fistula after management of perianal abscess","Hasan, Riyadh Mohamad","Journal of Coloproctology (Rio de Janeiro); 36(4); 216-219","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400216&lang=pt" 
"S1983-21172016000300175-scl","MEDIAÇÃO DE LEITURA DE TEXTOS DIDÁTICOS NAS AULAS DE QUÍMICA: UMA ABORDAGEM COM FOCO NA MATRIZ DE REFERÊNCIA DO ENEM","Barbosa, Ana Cristina, Silva, Nilma Soares da, Silveira Júnior, Célio da, Silva, Luiza Renata Lourêdo da","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 175-198","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300175&lang=pt" 
"S1984-29612016000400394-scl","Probability of occurrence of the Brazilian spotted fever in northeast of Paraná state, Brazil","Otomura, Flávio Haragushiku, Truppel, Jessé Henrique, Moraes Filho, Jonas, Labruna, Marcelo Bahia, Rossoni, Diogo Francisco, Massafera, Rubens, Soccol, Vanete Thomaz, Teodoro, Ueslei","Revista Brasileira de Parasitologia Veterinária; 25(4); 394-400","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400394&lang=pt" 
"S1984-29612016000400536-scl","Occurrence of Neospora caninum and Toxoplasma gondii antibodies in dogs from rural properties surrounding a biological reserve, Espirito Santo, Brasil","Acosta, Igor da Cunha Lima, Centoducatte, Luana D’Avila, Soares, Herbert Sousa, Marcili, Arlei, Gondim, Maria Fernanda Naegeli, Rossi Junior, João Luiz, Gennari, Solange Maria","Revista Brasileira de Parasitologia Veterinária; 25(4); 536-539","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400536&lang=pt" 
"S0104-14282016000400297-scl","Preparation of novel magnetic polyurethane foam nanocomposites by using core-shell nanoparticles","Nikje, Mir Mohammad Alavi, Moghaddam, Sahebeh Tamaddoni, Noruzian, Maede","Polímeros; 26(4); 297-303","Polímeros","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282016000400297&lang=pt" 
"S2237-93632016000400244-scl","Low digestive hemorrhage caused by a vascular malformation in a patient with Crohn&#039;s disease: case report and literature review","Santos, Carlos Henrique Marques dos, Stefanello II, José Valério Librelotto, Carvalho, Yuri Maciel, Senefonte, Flávio Renato de Almeida","Journal of Coloproctology (Rio de Janeiro); 36(4); 244-247","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400244&lang=pt" 
"S0101-31572016000400726-scl","A taxa de câmbio como instrumento do desenvolvimento econômico","Mattei, Lauro, Scaramuzzi, Thaís","Revista de Economia Política; 36(4); 726-747","Revista de Economia Política","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400726&lang=pt" 
"S1808-24322016000300869-scl","Participante ou observador? Uma escolha entre duas perspectivas metodológicas de estudo e aplicação do Direito","Andrade Neto, João","Revista Direito GV; 12(3); 869-891","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300869&lang=pt" 
"S0101-31572016000400840-scl","Investimentos em infraestrutura de transportes e desigualdades regionais no Brasil: uma análise dos impactos do Programa de Aceleração do Crescimento (PAC)","Silva, Guilherme Jonas Costa da, Martins, Humberto Eduardo de Paula, Neder, Henrique Dantas","Revista de Economia Política; 36(4); 840-863","Revista de Economia Política","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400840&lang=pt" 
"S1981-81222016000300793-scl","The first list of Malayalam words at the end of 15th century by a Portuguese seaman","Fernandes, Gonçalo","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 793-809","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300793&lang=pt" 
"S0101-20612016000400694-scl","Evaluation of different software tools for deconvolving differential scanning calorimetry thermograms of salted beef","BAMPI, Marlene, SERENO, Alberto Mariano, SCHMIDT, Franciny Campos, LAURINDO, João Borges","Food Science and Technology (Campinas); 36(4); 694-700","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400694&lang=pt" 
"S0101-20612016000400709-scl","Production of hydrolysate from processed Nile tilapia (Oreochromis niloticus) residues and assessment of its antioxidant activity","BERNARDI, Daniela Miotto, PARIS, Leandro Daniel de, DIETERICH, Fabiana, SILVA, Fernanda Guimarães Dummond e, BOSCOLO, Wilson Rogério, SARY, Cezar, SIGNOR, Altevir, BERTOL, Teresinha Marisa, SGARBIERI, Valdemiro Carlos","Food Science and Technology (Campinas); 36(4); 709-716","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400709&lang=pt" 
"S1983-21172016000300073-scl","OS CONHECIMENTOS PRÉVIOS SOBRE SER VIVO/CÉLULA DOS ESTUDANTES INGRESSOS NO CURSO DE ENGENHARIA DE PESCA","Castro, Darcy Ribeiro de, Guerra, Jacqueline de Araújo, Santos, Keisyara Bonfim dos, Santos, Nadijara Pereira dos, Santos, Samara Rocha Mendes dos, Amorim, Taliany Santos de","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(3); 73-96","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000300073&lang=pt" 
"S0101-20612016000400631-scl","Optimization study of fructans extraction from Agave tequilana Weber azul variety","SALAZAR-LEYVA, Jesús Aarón, OSUNA-RUIZ, Idalia, RODRÍGUEZ-TIRADO, Víctor Alfonso, ZAZUETA-PATRÓN, Iris Eréndira, BRITO-ROJAS, Héctor Daniel","Food Science and Technology (Campinas); 36(4); 631-637","Food Science and Technology (Campinas)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612016000400631&lang=pt" 
"S2237-93632016000400185-scl","Colonoscopy in the diagnosis of acute lower gastrointestinal bleeding","Benevides, Igor Borba de Souza e, Santos, Carlos Henrique Marques dos","Journal of Coloproctology (Rio de Janeiro); 36(4); 185-188","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400185&lang=pt" 
"S0101-31572016000400667-scl","Piketty in the light of Pasinetti and Foley: Income distribution, economic growth and financial fragility","DÁVILA-FERNÁNDEZ, MARWIL J., OREIRO, JOSÉ LUIS","Revista de Economia Política; 36(4); 667-683","Revista de Economia Política","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572016000400667&lang=pt" 
"S0482-50042016000600490-scl","Intra-articular injection in patients with juvenile idiopathic arthritis: factors associated with a good response","Cunha, Ana Luiza Garcia, Silva, Vanessa Bugni Miotto e, Osaku, Fabiane Mitie, Niemxeski, Luísa Brasil, Furtado, Rita Nely Vilar, Natour, Jamil, Terreri, Maria Teresa de Sande e Lemos Ramos Ascensão","Revista Brasileira de Reumatologia; 56(6); 490-496","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600490&lang=pt" 
"S1981-81222016000300633-scl","Quintais urbanos: funções e papéis na casa brasileira e amazônica","Tourinho, Helena Lucia Zagury, Silva, Maria Goreti Costa Arapiraca da","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 633-651","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300633&lang=pt" 
"S1984-29612016000400497-scl","Enzootic instability for bovine anaplasmosis on family farms located in southwestern Paraná, Brazil","Sott, Tatiane, Franciscato, Carina, Silva Neto, Adolfo Firmino da, Nascif Júnior, Iucif Abrão, Freitas, Fagner Luiz da Costa","Revista Brasileira de Parasitologia Veterinária; 25(4); 497-500","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400497&lang=pt" 
"S0482-50042016000600554-scl","Livedoid vasculopathy","Provenza, José Roberto, Pedri, Lucas Eduardo, Provenza, Gabriel Mesquita","Revista Brasileira de Reumatologia; 56(6); 554-556","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600554&lang=pt" 
"S0482-50042016000600478-scl","Systemic and localized infection by Candida species in patients with rheumatic diseases receiving anti-TNF therapy","Aikawa, Nadia E., Rosa, Daniela T.A., Del Negro, Gilda M.B., Moraes, Julio C.B., Ribeiro, Ana C.M., Saad, Carla Gonçalves, Silva, Clovis A., Bonfá, Eloisa","Revista Brasileira de Reumatologia; 56(6); 478-482","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600478&lang=pt" 
"S1984-29612016000400470-scl","New morphological data of Litomosoides chagasfilhoi (Nematoda: Filarioidea) parasitizing Nectomys squamipes in Rio de Janeiro, Brazil","Muniz-Pereira, Luís Cláudio, Gonçalves, Paula Araujo, Guimarães, Erick Vaz, Fonseca, Fábio de Oliveira, Santos, José Augusto Albuquerque dos, Maldonado-Júnior, Arnaldo, Moraes Neto, Antonio Henrique Almeida de","Revista Brasileira de Parasitologia Veterinária; 25(4); 470-475","Revista Brasileira de Parasitologia Veterinária","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612016000400470&lang=pt" 
"S0482-50042016000600471-scl","Hyperuricemia in systemic lupus erythematosus: is it associated with the neuropsychiatric manifestations of the disease?","Sheikh, Mahdi, Movassaghi, Shafieh, Khaledi, Mohammad, Moghaddassi, Maryam","Revista Brasileira de Reumatologia; 56(6); 471-477","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600471&lang=pt" 
"S0482-50042016000600521-scl","Polymorphisms in NAT2 (N-acetyltransferase 2) gene in patients with systemic lupus erythematosus","Santos, Elaine Cristina Lima dos, Pinto, Amanda Chaves, Klumb, Evandro Mendes, Macedo, Jacyara Maria Brito","Revista Brasileira de Reumatologia; 56(6); 521-529","Revista Brasileira de Reumatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042016000600521&lang=pt" 
"S2237-93632016000400196-scl","Colorectal cancer: comparative analysis of clinical and pathological characteristics in patients aged above and below 45 years of age and impact on prognosis","Pestana, Joana Sofia Gomes, Martins, Sandra Fátima Fernandes","Journal of Coloproctology (Rio de Janeiro); 36(4); 196-202","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400196&lang=pt" 
"S2237-93632016000400273-scl","Scheduled maturation in low colorectal and coloanal anastomoses","Fernandes, Rubens Henrique Oleques","Journal of Coloproctology (Rio de Janeiro); 36(4); 273-276","Journal of Coloproctology (Rio de Janeiro)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632016000400273&lang=pt" 
"S1981-81222016000300621-scl","De Senhora de Nazaré a ‘Nazinha’: singularidades na expressão do afeto à padroeira do Pará","Veloso, Maria do Socorro Furtado, Pavan, Maria Angela","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 11(3); 621-631","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222016000300621&lang=pt" 
"S1808-24322016000300667-scl","Explorando a estrutura da confiança: apontamentos em sociologia do direito a partir do funcionamento da Lei de Medidas Cautelares","Brocco, Pedro Dalla Bernardina","Revista Direito GV; 12(3); 667-690","Revista Direito GV","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322016000300667&lang=pt" 
"S2236-46332016000300001-scl","Some words about the dossier Scales of Global History","Pimenta, João Paulo, Marquese, Rafael","Almanack; (14); 1-2","Almanack","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300001&lang=pt" 
"S2236-46332016000300308-scl","New Geographies of the Atlantic World: Connecting Lusophone Africa and Spanish America","Murphy, Tessa","Almanack; (14); 308-313","Almanack","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300308&lang=pt" 
"S2236-46332016000300314-scl","Revisitando um arquipélago quase esquecido","Soares, José Miguel Nanni","Almanack; (14); 314-320","Almanack","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300314&lang=pt" 
"S1413-82712016000300691-scl","ERRATA","","Psico-USF; 21(3); 691-691","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300691&lang=pt" 
"S1413-82712016000300459-scl","Depression Anxiety and Stress Scale (DASS-21) - Short Form: Adaptação e Validação para Adolescentes Brasileiros","Patias, Naiana Dapieve, Machado, Wagner De Lara, Bandeira, Denise Ruschel, Dell&#039;Aglio, Débora Dalbosco","Psico-USF; 21(3); 459-469","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300459&lang=pt" 
"S2236-46332016000300126-scl","French reaction to the menace from Cabanos and Bonis within the litigious territory between Brazil and French Guiana (1836-1841)","Alves, Débora Bendocchi","Almanack; (14); 126-195","Almanack","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300126&lang=pt" 
"S0103-05822016000400403-scl","Magistral drugs in hospitalized newborns and children","Pereira, Agueda Cabral de Souza, Miranda, Elaine Silva, Castilho, Selma Rodrigues de, Futuro, Débora Omena, Teixeira, Lenise Arneiro, Paula, Geraldo Renato de","Revista Paulista de Pediatria; 34(4); 403-407","Revista Paulista de Pediatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822016000400403&lang=pt" 
"S2236-46332016000300303-scl","Desafios do historiador na Era Digital","Zanardo, Julia","Almanack; (14); 303-307","Almanack","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300303&lang=pt" 
"S1413-82712016000300687-scl","Avaliação em Psicologia Positiva: Técnicas e Medidas","Pires, Jeferson","Psico-USF; 21(3); 687-689","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300687&lang=pt" 
"S1413-82712016000300001-scl","Editorial","Noronha, Ana Paula Porto, Ambiel, Rodolfo Augusto Matteo","Psico-USF; 21(3); ix-x","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300001&lang=pt" 
"S0004-282X2016001201041-scl","Centenary of the birth of Professor Antonio Branco Lefèvre (1916-1981)","Marques-Dias, Maria Joaquina, Reed, Umbertina Conti","Arquivos de Neuro-Psiquiatria; 74(12); 1041-1042","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016001201041&lang=pt" 
"S2236-46332016000300287-scl","Los imperios de la especialidad o los márgenes de la libertad y de la igualdad","Ghorbal, Karim","Almanack; (14); 287-295","Almanack","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300287&lang=pt" 
"S0103-05822016000400393-scl","Adverse drug events in pediatric intensive care are common, but improvement strategies exist and are effective","Allegaert, Karel","Revista Paulista de Pediatria; 34(4); 393-394","Revista Paulista de Pediatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822016000400393&lang=pt" 
"S2236-46332016000300296-scl","Elisée Reclus, o geógrafo impressionista","Monteleone, Joana","Almanack; (14); 296-302","Almanack","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300296&lang=pt" 
"S2236-46332016000300027-scl","Mule Drivers in Nineteenth-Century Lebanon: from local social history towards Global History","Chaker, Joane","Almanack; (14); 27-51","Almanack","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300027&lang=pt" 
"S2236-46332016000300003-scl","&#039;Shrewd Sirens of Humanity&#039;: the changing shape of pro-slavery arguments in the Netherlands (1789-1814)","Brandon, Pepjin","Almanack; (14); 3-26","Almanack","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-46332016000300003&lang=pt" 
"S1413-82712016000300445-scl","Methodological Criteria for Scoring Clustering and Switching in Verbal Fluency Tasks","Becker, Natália, Salles, Jerusa Fumagalli de","Psico-USF; 21(3); 445-457","Psico-USF","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300445&lang=pt" 
"S1413-82712016000300663-scl","Avaliação das Relações Familiares por Idosos com Diferentes Condições Sociodemograficas e de Saúde","Rabelo, Dóris Firmino, Neri, Anita Liberalesso","Psico-USF; 21(3); 663-675","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300663&lang=pt" 
"S1413-82712016000300573-scl","Neuropsicologia do Transtorno de Déficit de Atenção/Hiperatividade: Modelos Neuropsicológicos e Resultados de Estudos Empíricos","Wagner, Flávia, Rohde, Luis Augusto de, Trentini, Clarissa Marceli","Psico-USF; 21(3); 573-582","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300573&lang=pt" 
