"S1728-59172008000100012-per","Breves notas sobre el Dr. Hugo Lumbreras Cruz (1924 - 1985)","Guerra Allison, Humberto","Acta Médica Peruana; 25(1); 52-55","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100012&lang=pt" 
"S0254-02232008000200001-prt","Uso da fertirrigação na cultura da uva na região do sub-médio Vale do São Francisco no Nordeste do Brasil","Freire Filho, Joao Juracy Palhano, Santos, Michele da Silva, Barros, Helder Morais Mendes, Lima, Vera Lúcia Antunes de","Ciência e Técnica Vitivinícola; 23(2); 75-80","Ciência e Técnica Vitivinícola","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0254-02232008000200001&lang=pt" 
"S0254-02232008000200002-prt","Revisão: as bactérias do ácido láctico do vinho- Parte I","Inês, António, Tenreiro, Tania, Tenreiro, Rogério, Mendes-Faia, Arlete","Ciência e Técnica Vitivinícola; 23(2); 81-96","Ciência e Técnica Vitivinícola","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0254-02232008000200002&lang=pt" 
"S0254-02232008000200003-prt","A sensory and chemical approach to the aroma of wooden aged Lourinhã wine brandy","Caldeira, Ilda, Sousa, R. Bruno de, Belchior, A. Pedro, Clímaco, M. Cristina","Ciência e Técnica Vitivinícola; 23(2); 97-110","Ciência e Técnica Vitivinícola","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0254-02232008000200003&lang=pt" 
"S0254-02232008000200004-prt","Influência da origem da madeira de carvalho no envelhecimento de vinhos tintos","Clímaco, Maria Cristina, Abreu, Diogo Cancella de","Ciência e Técnica Vitivinícola; 23(2); 111-117","Ciência e Técnica Vitivinícola","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0254-02232008000200004&lang=pt" 
"S0254-02232008000200005-prt","Controlo de práticas enológicas reconhecidas internacionalmente: Uma revisão crítica","Curvelo-Garcia, A.S.","Ciência e Técnica Vitivinícola; 23(2); 119-122","Ciência e Técnica Vitivinícola","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0254-02232008000200005&lang=pt" 
"S0871-91872008000200001-prt","Editorial","Antunes, Fátima","Revista Portuguesa de Educação; 21(2); 3-4","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200001&lang=pt" 
"S0871-91872008000200002-prt","Política e acção pública: Entre uma regulação centralizada e uma regulação multipolar","Fontoura, Maria Madalena","Revista Portuguesa de Educação; 21(2); 5-31","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200002&lang=pt" 
"S0871-91872008000200003-prt","Demandas de poder no Conselho Pedagógico: reflexões a partir de um estudo de caso num agrupamento de escolas","Silva, Daniela Vilaverde e","Revista Portuguesa de Educação; 21(2); 33-67","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200003&lang=pt" 
"S0871-91872008000200004-prt","Factores decisivos para a escolha do binómio curso/instituição: o caso do ensino superior agrário português","Ribeiro, Isabel","Revista Portuguesa de Educação; 21(2); 69-89","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200004&lang=pt" 
"S0871-91872008000200005-prt","Discursos, saberes e poder: estudo de escritas de professores e especialistas nas revistas educacionais portuguesas (1880-1900)","Gouvêa, Maria Cristina Soares de","Revista Portuguesa de Educação; 21(2); 91-114","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200005&lang=pt" 
"S0871-91872008000200006-prt","Tarefa de leitura de palavras em voz alta: uma proposta de análise dos erros","Pinheiro, Ângela Maria V., Cunha, Carolina Rezende da, Lúcio, Patrícia Silva","Revista Portuguesa de Educação; 21(2); 115-138","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200006&lang=pt" 
"S0871-91872008000200007-prt","Trabalhando com textos no ensino superior","Damiani, Magda Floriana","Revista Portuguesa de Educação; 21(2); 139-159","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200007&lang=pt" 
"S0871-91872008000200008-prt","A animação educativa no desenvolvimento pessoal e social de futuros formadores: uma abordagem centrada na prática teatral","Cunha, Maria José dos Santos","Revista Portuguesa de Educação; 21(2); 161-185","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200008&lang=pt" 
"S0871-91872008000200009-prt","Brotar Educação: História da Brotéria e da Evolução do seu Pensamento Pedagógico (1902-1996)","Manso, Artur","Revista Portuguesa de Educação; 21(2); 187-192","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200009&lang=pt" 
"S0871-91872008000200010-prt","Teses de Doutoramento em Educação apresentadas à Universidade do Minho","","Revista Portuguesa de Educação; 21(2); 195-195","Revista Portuguesa de Educação","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872008000200010&lang=pt" 
"S1816-79502008000600004-sza","Building capacity for co-operative governance as a basis for integrated water resource managing in the Inkomati and Mvoti catchments, South Africa","Colvin, J, Ballim, F, Chimbuya, S, Everard, M, Goss, J, Klarenberg, G, Ndlovu, S, Ncala, D, Weston, D","Water SA; 34(6); 681-689","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600004&lang=pt" 
"S1816-79502008000600005-sza","IWRM and the environment: a view on their interaction and examples where IWRM led to better environmental management in developing countries","Leendertse, Kees, Mitchell, Steve, Harlin, Joakim","Water SA; 34(6); 691-698","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600005&lang=pt" 
"S1816-79502008000600006-sza","Groundwater management issues in Southern Africa: an IWRM perspective","Braune, Eberhard, Xu, Yongxin","Water SA; 34(6); 699-706","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600006&lang=pt" 
"S1816-79502008000600007-sza","Updating public participation in IWRM: a proposal for a focused and structured engagement with Catchment Management Strategies","du Toit, Derick, Pollard, Sharon","Water SA; 34(6); 707-713","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600007&lang=pt" 
"S1816-79502008000600008-sza","Households&#039; preferences and willingness to pay for multiple use water services in rural areas of South Africa: an analysis based on choice modelling","Kanyoka, P, Farolfi, S, Morardet, S","Water SA; 34(6); 715-723","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600008&lang=pt" 
"S1816-79502008000600009-sza","Hydroinformatic system (implementation in Thailand)","Vathananukij, H, Malaikrisanachalee, S","Water SA; 34(6); 725-730","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600009&lang=pt" 
"S1816-79502008000600010-sza","Integrated monitoring of water allocation reform in South Africa","Anderson, AJ, Mahlangu, MS, Cullis, J, Swartz, S","Water SA; 34(6); 731-737","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600010&lang=pt" 
"S1816-79502008000600001-sza","Integrated water resource management (IWRM): lessons from implementation in developing countries","Karar, Eiman","Water SA; 34(6); 661-664","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600001&lang=pt" 
"S1816-79502008000600002-sza","Synthesis: IWRM lessons for implementation","Anderson, Aileen, Karar, Eiman, Farolfi, Stefano","Water SA; 34(6); 665-669","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600002&lang=pt" 
"S1816-79502008000600003-sza","Integrated water resource management in complex systems: how the catchment management strategies seek to achieve sustainability and equity in water resources in South Africa","Pollard, Sharon, du Toit, Derick","Water SA; 34(6); 671-679","Water SA","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502008000600003&lang=pt" 
"S0100-40422008000200045-scl","A internet como fonte de informação bibliográfica em química","Santos, Anderson Rouge dos, Firme, Caio Lima, Barros, José Celestino","Química Nova; 31(2); 445-451","Química Nova","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422008000200045&lang=pt" 
"S1678-91992008000100001-scl","The Brazilian Society of Toxinology (SBTx) comes of age","Lima, Maria Elena de","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 1-2","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100001&lang=pt" 
"S0037-86822008000700009-scl","Fatores de risco para a soropositividade do ML Flow em pacientes com hanseníase","Grossi, Maria Aparecida de Faria, Leboeuf, Maria Ana Araújo, Andrade, Ana Regina Coelho de, Bührer-Sékula, Samira, Antunes, Carlos Maurício de Figueiredo","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 39-44","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700009&lang=pt" 
"S0037-86822008000700002-scl","Sorologia PGL-I na hanseníase","Bührer-Sékula, Samira","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 3-5","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700002&lang=pt" 
"S0037-86822008000700003-scl","Influência do aumento do acesso à atenção básica no comportamento da taxa de detecção de hanseníase de 1980 a 2006","Penna, Maria Lucia Fernandes, Oliveira, Maria Leide W., Carmo, Eduardo Hage, Penna, Gerson Oliveira, Temporão, José Gomes","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 6-10","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700003&lang=pt" 
"S0037-86822008000700005-scl","Comportamento dos testes sorológicos ML Flow e ELISA (PGL-I) em áreas endêmica e não endêmica de hanseníase","Silva, Rozana Castorina da, Lyon, Sandra, Araos, Rafael, Lyon, Ana Cláudia, Grossi, Maria Aparecida de Faria, Lyon, Sílvia Helena, Penido, Rachel Adriana, Bührer-Sékula, Samira, Antunes, Carlos Maurício de Figueiredo","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 19-22","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700005&lang=pt" 
"S0037-86822008000700007-scl","O uso da sorologia como ferramenta adicional no apoio ao diagnóstico de casos difíceis de hanseníase multibacilar: lições de uma unidade de referência","Oliveira, Maria Leide W., Cavaliére, Flávia Amorim Meira, Maceira, Juan Manoel Pineiro, Bührer-Sékula, Samira","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 27-33","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700007&lang=pt" 
"S0037-86822008000700008-scl","A influência do teste sorológico ML Flow na classificação da hanseníase","Grossi, Maria Aparecida de Faria, Leboeuf, Maria Ana Araújo, Andrade, Ana Regina Coelho de, Lyon, Sandra, Antunes, Carlos Maurício de Figueiredo, Bührer-Sékula, Samira","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 34-38","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700008&lang=pt" 
"S0037-86822008000700011-scl","Avaliação da concordância entre exames clínicos e laboratoriais no diagnóstico da hanseníase","Teixeira, André Costa, Cruvinel, Danilo Lemos, Roma, Fábio Rodrigues de, Luppino, Leandro Ferreira, Resende, Luís Henrique Pereira, Sousa, Theo de, Bührer- Sékula, Samira, Goulart, Isabela Maria Bernardes","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 48-55","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700011&lang=pt" 
"S0037-86822008000700013-scl","Fatores associados à soropositividade do teste ML Flow em pacientes e contatos de pacientes com hanseníase menores de 18 anos","Ferreira, Maria Aparecida Alves, Antunes, Carlos Maurício de Figueiredo","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 60-66","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700013&lang=pt" 
"S0037-86822008000700014-scl","Associação entre reação hansênica após alta e a carga bacilar avaliada utilizando sorologia anti PGL-I e baciloscopia","Brito, Maria de Fátima de Medeiros, Ximenes, Ricardo Arraes Alencar, Gallo, Maria Eugênia Noviski, Bührer-Sékula, Samira","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 67-72","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700014&lang=pt" 
"S0037-86822008000700015-scl","Pesquisa de anticorpos anti PGL-I através de ELISA em tatus selvagens do Brasil","Deps, Patrícia D., Antunes, João Marcelo A.P., Faria, Carlos, Bührer-Sékula, Samira, Camargo, Zoilo P., Opromola, Diltor V., Tomimori, Jane","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 73-76","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700015&lang=pt" 
"S0037-86822008000700016-scl","Uso do teste ML Flow em escolares diagnosticados com hanseníase no município de Paracatu, Minas Gerais","Ferreira, Isaias Nery, Ferreira, Iris Leda Camargos Silva Nery, Evangelista, Maria do Socorro Nantua, Alvarez, Rosicler Rocha Aiza","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 77-80","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700016&lang=pt" 
"S0037-86822008000700017-scl","A relação entre soroprevalência de anticorpos contra o glicolipídeo fenólico-I entre crianças em idade escolar e endemicidade da hanseníase no Brasil","Bührer-Sékula, Samira, van Beers, Stella, Oskam, Linda, Lecco, Rita, Madeira, Elisabete Santos, Dutra, Marco Antonio Lopes, Luis, Magali Chaves, Faber, William R., Klatser, Paul R.","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 81-88","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700017&lang=pt" 
"S0037-86822008000700018-scl","Desafios na era pós genômica para o desenvolvimento de testes laboratoriais para o diagnóstico da hanseníase","Stefani, Mariane Martins de Araújo","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 89-94","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700018&lang=pt" 
"S0037-86822008000700020-scl","Avaliação da expressão de interleucina 1 beta (IL-1β) e antagonista do receptor de interleucina 1 (IL-1Ra) em pacientes com hanseníase","Costa, Rosane Dias, Mendonça, Vanessa Amaral, Lyon, Sandra, Penido, Rachel Adriana, Costa, Ana Maria Duarte Dias, Costa, Marina Dias, Nishi, Marina Pires, Teixeira, Mauro Martins, Teixeira, Antônio Lúcio, Antunes, Carlos Maurício de Figueiredo","Revista da Sociedade Brasileira de Medicina Tropical; 41(); 99-103","Revista da Sociedade Brasileira de Medicina Tropical","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822008000700020&lang=pt" 
"S0718-27242008000200001-chl","Analysis of Patent Examination Effort Distribution based on the Queuing Theory","Sampaio, João Gilberto, Borschiver, Suzana","Journal of technology management &amp; innovation; 3(4); 01-16","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200001&lang=pt" 
"S0718-27242008000200002-chl","Towards the Innovation Function","Zawislak, Paulo Antônio, Borges, Mauro, Wegner, Douglas, Santos, André, Castro-Lucas, Cristina","Journal of technology management &amp; innovation; 3(4); 17-30","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200002&lang=pt" 
"S0718-27242008000200003-chl","Intellectual Capital and Innovation Performance: Empirical Evidence in the Turkish Automotive Supplier","Zerenler, Muammer, Hasiloglu, Selcuk Burak, Sezgin, Mete","Journal of technology management &amp; innovation; 3(4); 31-40","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200003&lang=pt" 
"S0718-27242008000200004-chl","The Usefulness of Patent Stage and Sectoral Pattern in Open Innovation Licensing","Kim, Junyoung, Park, Yongtae","Journal of technology management &amp; innovation; 3(4); 41-51","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200004&lang=pt" 
"S0718-27242008000200005-chl","Innovation, Entrepreneurship and Clusters in Latin America Natural Resource: Implication and Future Challenges","Bas, Tomas Gabriel, Amoros, Ernesto, Kunc, Martin","Journal of technology management &amp; innovation; 3(4); 52-65","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200005&lang=pt" 
"S0718-27242008000200006-chl","Concentración de sectores intensivos en conocimiento y de alta tecnología: el caso de España","García Manjón, Juan Vicente","Journal of technology management &amp; innovation; 3(4); 66-79","Journal of technology management &amp; innovation","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200006&lang=pt" 
"S0718-27242008000200007-chl","Information technology and communication and best practices in it lifecycle management","Paletta, Francisco Carlos, Dias Vieira Junior, Nilson","Journal of technology management &amp; innovation; 3(4); 80-94","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200007&lang=pt" 
"S0718-27242008000200008-chl","An Exploratory Study of RFID Adoption in the Paperboard Packaging Industry","Vijayaraman, B. S, Osyk, Barbara A, Chavada, Dhanraj","Journal of technology management &amp; innovation; 3(4); 95-110","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200008&lang=pt" 
"S0718-27242008000200009-chl","Carbon Capture and Storage (CCS) Deployment: Can Canada Capitalize on Experience?","Thomson, Drew, Khare, Anshuman","Journal of technology management &amp; innovation; 3(4); 111-118","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200009&lang=pt" 
"S0718-27242008000200010-chl","Assessment of Impacts of the Forest Incentive Program based on Eucalyptus Monoculture with the &#039;INOVA-Tec System&#039;","Evaristo de Jesus-Hitzschky, Katia Regina, Carraro, Ana Paula, Scanavaca Júnior, Laerte","Journal of technology management &amp; innovation; 3(4); 119-132","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200010&lang=pt" 
"S0718-27242008000200011-chl","Cooperação Internacional para o Desenvolvimento em Ciência e Tecnologia: A Participação Brasileira na Organização Européia para Pesquisa Nuclear (CERN)","Pinto Duarte, Rafael","Journal of technology management &amp; innovation; 3(4); 133-151","Journal of technology management &amp; innovation","Português","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200011&lang=pt" 
"S0718-27242008000200012-chl","The Relationship between Information and Communication Technologies and New Organizational Forms: Reference of the manufacturing industry in the area of Carabobo, Venezuela","García Fernández, Francisco, Cordero Borjas, Ana Emilia","Journal of technology management &amp; innovation; 3(4); 152-165","Journal of technology management &amp; innovation","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27242008000200012&lang=pt" 
"S0102-44502008000200011-scl","Linguagem e gênero: no trabalho, na mídia e em outros contextos","Schnack, Cristiane Maria","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 405-410","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200011&lang=pt" 
"S0102-44502008000200010-scl","","Viana, Vander","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 401-404","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200010&lang=pt" 
"S0102-44502008000200009-scl","","Farias Jr, Jorge França de","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 393-399","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200009&lang=pt" 
"S0102-44502008000200001-scl","Existe fala neutra para a poesia?","Matte, Ana Cristina Fricke","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 159-174","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200001&lang=pt" 
"S0102-44502008000200014-scl","","Matos, Francisco Gomes de","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 416-418","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200014&lang=pt" 
"S0102-44502008000200006-scl","Inglês e globalização em uma epistemologia de fronteira: ideologia lingüística para tempos híbridos","Lopes, Luiz Paulo da Moita","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 309-340","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200006&lang=pt" 
"S0102-44502008000200008-scl","Gênese dos Discursos","Motta, Ana Raquel","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 385-392","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200008&lang=pt" 
"S0102-44502008000200013-scl","","Matos, Francisco Gomes de","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 414-415","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200013&lang=pt" 
"S0102-44502008000200012-scl","Ecolingüística: estudo das relações entre língua e meio ambiente","Matos, Francisco Gomes de","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 411-413","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200012&lang=pt" 
"S0102-44502008000200002-scl","Comprehending the topic of a paragraph: a functional imaging study of a complex language process","Tomitch, Lêda Maria Braga, Newman, Sharlene D., Carpenter, Patricia A., Just, Marcel Adam","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 175-197","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200002&lang=pt" 
"S0102-44502008000200004-scl","Relação processador lingüístico-gramática em perspectiva: problemas de unificação em contexto minimalista","Corrêa, Letícia Maria Sicuro","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 231-282","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200004&lang=pt" 
"S0102-44502008000200003-scl","A relação entre o desenvolvimento de formalismos gramaticais de base lexicalista e as exigências do PLN","Pria, Albano Dalla","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 199-230","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200003&lang=pt" 
"S0102-44502008000200005-scl","A tripartição pronominal e o estatuto das proformas cê, ocê e você","Petersen, Carol","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 283-308","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200005&lang=pt" 
"S0102-44502008000200007-scl","Análise crítica de gêneros: contribuições para o ensino e a pesquisa de linguagem","Motta-Roth, Désirée","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 341-383","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200007&lang=pt" 
"S0102-44502008000200015-scl","","Matos, Francisco Gomes de","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 24(2); 419-420","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502008000200015&lang=pt" 
"S1678-91992008000100020-scl","Intraspecific diversity of scorpions venom and its implication in the pathophysiological effects","Abdel-Rahman, Mohamed A.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 191-191","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100020&lang=pt" 
"S1678-91992008000100018-scl","Evaluation of macrophage activity and antibody production in genetically selected mice infected with Leptospira serovar Pomona","Haanwinckel, M. C. S.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 189-189","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100018&lang=pt" 
"S1678-91992008000100019-scl","Cytokines and acute-phase serum proteins as markers of inflammatory regression during pulmonary tuberculosis treatment","Peresi, E.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 190-190","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100019&lang=pt" 
"S1678-91992008000100014-scl","Hymenoptera marking technique","Pereira, A. M., Chaud-Netto, J.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 166-169","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100014&lang=pt" 
"S1678-91992008000100016-scl","Loxosceles spider bite in Turkey (Loxosceles rufescens, Sicariidae, Araneae)","Yigit, N., Bayram, A., Ulasoglu, D., Danisman, T., Corak Ocal, I., Sancak, Z.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 178-187","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100016&lang=pt" 
