"S0103-90162000000400020-scl","Isolamento e caracterização de bactérias degradadoras do herbicida diuron","Roque, Milton Ricardo de Abreu, Melo, Itamar Soares de","Scientia Agricola; 57(4); 723-728","Scientia Agricola","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162000000400020&lang=pt" 
"S0100-736X2000000400007-scl","Desenvolvimento de uma prova de imunoadsorção enzimática para detecção de anticorpos contra Babesia bovis","Madruga, Cláudio R., Araújo, Flábio R., Marques, Ana Paula C., Carvalho, Cristiano M.E., Cusinato, Flávia Q., Crocci, Adalberto J., Kessler, Raul H., Miguita, Midori","Pesquisa Veterinária Brasileira; 20(4); 167-170","Pesquisa Veterinária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2000000400007&lang=pt" 
"S0036-46652000000600009-scl","Celiac disease in adults: casuistic from a referential center","FREITAS, Isabella Nicácio de","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 340-340","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600009&lang=pt" 
"S0036-46652000000600001-scl","Clinical and diagnostic aspects of intestinal microsporidiosis in HIV-infected patients with chronic diarrhea in Rio de Janeiro, Brazil","BRASIL, Patrícia, LIMA, Dirce Bonfim de, PAIVA, Daurita Darci de, LOBO, Maria Stella de Castro, SODRÉ, Fernando Campos, SILVA, Siudomar Pereira da, VILLELA, Erika Veríssimo, SILVA, Edson Jurado da, PERALTA, José Mauro, MORGADO, Marisa, MOURA, Hercules","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 299-304","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600001&lang=pt" 
"S0036-46652000000600002-scl","Outbreaks of human-herpes virus 6 (HHV-6) infection in day-care centers in Belém, Pará, Brazil","FREITAS, Ronaldo B., MONTEIRO, Talita A.F., LINHARES, Alexandre C.","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 305-311","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600002&lang=pt" 
"S0036-46652000000600004-scl","Mucosal leishmaniasis (&quot;espundia&quot;) responsive to low dose of N-methyl glucamine (Glucantime ®) in Rio de Janeiro, Brazil","OLIVEIRA-NETO, Manoel Paes de, MATTOS, Marise, PIRMEZ, Claude, FERNANDES, Octavio, GONÇALVES-COSTA, Sylvio Celso, SOUZA, Celeste de Freitas Silva de, GRIMALDI JUNIOR, Gabriel","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 321-325","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600004&lang=pt" 
"S0036-46652000000600007-scl","Centipede (Scolopendra gigantea Linneaus 1758) envenomation in a newborn","RODRIGUEZ-ACOSTA, Alexis, GASSETTE, Julio, GONZALEZ, Alberto, GHISOLI, Mauricio","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 341-342","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600007&lang=pt" 
"S0036-46652000000600010-scl","","","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); -","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600010&lang=pt" 
"S0036-46652000000600008-scl","Validation of molecular approaches for the diagnosis of American cutaneous leishmaniasis in Pernambuco State","RODRIGUES, Eduardo Henrique Gomes","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 326-326","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600008&lang=pt" 
"S0036-46652000000600003-scl","Hepatitis B and C virus markers among patients with hepatosplenic mansonic schistosomiasis","AQUINO, Renata Telles Rudge de, CHIEFFI, Pedro Paulo, CATUNDA, Sônia de Marques, ARAÚJO, Maria Fátima, RIBEIRO, Manoel Carlos Sampaio de Almeida, TADDEO, Eliane Figueiredo, ROLIM, Ernani Geraldo","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 313-320","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600003&lang=pt" 
"S0036-46652000000600005-scl","Evaluation of penicillin therapy in patients with leptospirosis and acute renal failure","DAHER, Elizabeth de Francesco, NOGUEIRA, Charlys Barbosa","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 327-332","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600005&lang=pt" 
"S0036-46652000000600006-scl","Identification of risk factors for death from tetanus in Pernambuco, Brazil: a case-control study","MIRANDA-FILHO, Demócrito B., XIMENES, Ricardo A.A., BERNARDINO, Silvya N., ESCARIÃO, Abelardo G.","Revista do Instituto de Medicina Tropical de São Paulo; 42(6); 333-339","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652000000600006&lang=pt" 
"S0001-37652000000400009-scl","On the use, by Einstein, of the principle of dimensional homogeneity, in three problems of the physics of solids","CARNEIRO, FERNANDO L. LOBO B.","Anais da Academia Brasileira de Ciências; 72(4); 591-596","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400009&lang=pt" 
"S0001-37652000000400004-scl","Cytogenetic damage related to low levels of methyl mercury contamination in the Brazilian Amazon","AMORIM, MARÚCIA I. M., MERGLER, DONNA, BAHIA, MARCELO O., DUBEAU, HÉLÈNE, MIRANDA, DANIELA, LEBEL, JEAN, BURBANO, ROMMEL R., LUCOTTE, MARC","Anais da Academia Brasileira de Ciências; 72(4); 497-507","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400004&lang=pt" 
"S0001-37652000000400006-scl","Carbon isotope fluctuations in Precambrian carbonate sequences of several localities in Brazil","SIAL, ALCIDES N., FERREIRA, VALDEREZ P., DEALMEIDA, AFONSO R., ROMANO, ANTONIO W., PARENTE, CLOVIS V., DACOSTA, MARCONDES L., SANTOS, VICTOR H.","Anais da Academia Brasileira de Ciências; 72(4); 539-558","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400006&lang=pt" 
"S0001-37652000000400007-scl","Ion microprobe (SHRIMP) dates complex granulite from Santa Catarina, southern Brazil","HARTMANN, LÉO A., SANTOS, JOÃO O. S., McNAUGHTON, NEAL J., VASCONCELLOS, MARCOS A. Z., DASILVA, LUIZ C.","Anais da Academia Brasileira de Ciências; 72(4); 559-572","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400007&lang=pt" 
"S0001-37652000000400008-scl","A reevaluation of the late quaternary sedimentation in todos os Santos Bay (BA), Brazil","LESSA, GUILHERME C., BITTENCOURT, ABÍLIO C.S.P., BRICHTA, ARNO, DOMINGUEZ, JOSÉ M. L.","Anais da Academia Brasileira de Ciências; 72(4); 573-590","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400008&lang=pt" 
"S0001-37652000000400022-scl","delta13C fluctuations in precambrian to cambrian carbonate sequences in NE Brazil and NW Argentina","Sial, Alcides N., Ferreira, Valderez P., Toselli, Alejandro J., Aceñolaza, Florencio G., Alonso, Ricardo, Parada, Miguel A.","Anais da Academia Brasileira de Ciências; 72(4); 603-603","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400022&lang=pt" 
"S0001-37652000000400035-scl","Counting rational plane curves","Vainsencher, Israel","Anais da Academia Brasileira de Ciências; 72(4); 610-610","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400035&lang=pt" 
"S0001-37652000000400034-scl","Discovering information through virtual reality","Frery, Alejandro C.","Anais da Academia Brasileira de Ciências; 72(4); 609-609","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400034&lang=pt" 
"S0001-37652000000400033-scl","Polymer based gas sensors","Melo, Celso P. de","Anais da Academia Brasileira de Ciências; 72(4); 609-609","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400033&lang=pt" 
"S0001-37652000000400032-scl","Geochemical studies of the amazonian basin using transition elements and ree","Boaventura, Geraldo R., Seyler, Partrick","Anais da Academia Brasileira de Ciências; 72(4); 609-610","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400032&lang=pt" 
"S0001-37652000000400031-scl","High quality synthetic quartz crystal growth for the information technology","Shinohara, Armando H.","Anais da Academia Brasileira de Ciências; 72(4); 608-608","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400031&lang=pt" 
"S0001-37652000000400030-scl","Significance and genetic interpretation of the sequential organization of the aptian-albian lacustrine system of the Araripe basin","Neumann, Virgínio H., Cabrera, Lluis","Anais da Academia Brasileira de Ciências; 72(4); 607-608","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400030&lang=pt" 
"S0001-37652000000400029-scl","Chemical, structural and optical characterisation of gemological tourmalines from pegmatites of the pegmatitic province of Borborema - batalha, capoeiras, quintos and bulandeira - in the districts of Rio Grande do Norte and Paraíba, NE of Brazil","Barreto, Sandra B.","Anais da Academia Brasileira de Ciências; 72(4); 607-607","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400029&lang=pt" 
"S0001-37652000000400028-scl","Reconstruction of paleoenvironments using carbon stable isotopes of specific compounds","Santos Neto, Eugenio V.","Anais da Academia Brasileira de Ciências; 72(4); 606-607","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400028&lang=pt" 
"S0001-37652000000400027-scl","Isotope stratigraphy in petroleum exploration","Rodrigues, René","Anais da Academia Brasileira de Ciências; 72(4); 606-606","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400027&lang=pt" 
"S0001-37652000000400026-scl","Salinization risk assessment in irrigated alluvium areas of semi-arid regions","Montenegro, Suzana M.G.L.","Anais da Academia Brasileira de Ciências; 72(4); 605-606","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400026&lang=pt" 
"S0001-37652000000400025-scl","Hydrothermal features in the Catalão I Carbonatite Complex, Goiás","Ribeiro, Carlos C., Gaspar, José C.","Anais da Academia Brasileira de Ciências; 72(4); 605-605","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400025&lang=pt" 
"S0001-37652000000400024-scl","U-Pb data for granulites of the Anápolis-Itauçu complex: evidence for two high-grade events in the Brasília belt","Pimentel, Márcio M., Fischel, Danielle P., Fuck, Reinhardt A.","Anais da Academia Brasileira de Ciências; 72(4); 604-605","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400024&lang=pt" 
"S0001-37652000000400023-scl","Carbon isotopes and the K-T boundary in Argentina and Chile","Ferreira, Valderez P., Sial, Alcides N., Parada, Miguel A., Toselli, Alejandro J., Aceñolaza, Florencio G.","Anais da Academia Brasileira de Ciências; 72(4); 603-604","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400023&lang=pt" 
"S0001-37652000000400021-scl","Stromatolites in the mesoproterozoic Itaiacoca Group (se Brazil): paleoenvironmental inferences and comparisons with other similar forms","Sallun Filho, William, Fairchild, Thomas R.","Anais da Academia Brasileira de Ciências; 72(4); 602-603","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400021&lang=pt" 
"S0001-37652000000400020-scl","Paleomagnetism of Caacupé and Itacurubí groups, western border of Paraná Basin, Paraguai","Berquó, Thelma S., Ernesto, Marcia, Siqueira, Roberto","Anais da Academia Brasileira de Ciências; 72(4); 602-602","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400020&lang=pt" 
"S0001-37652000000400019-scl","The inversion of the São José do Itaboraí paleocene basin (RJ) in a strike-slip regime","Ferrari, André L., Riccomini, Claudio","Anais da Academia Brasileira de Ciências; 72(4); 601-602","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400019&lang=pt" 
"S0001-37652000000400018-scl","Diamictite facies of the Itararé subgroup (late paleozoic), in the southern Paraná basin, Brazil","Canuto, José Roberto, Rocha-Campos, Antonio C., Santos, Paulo R.","Anais da Academia Brasileira de Ciências; 72(4); 601-601","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400018&lang=pt" 
"S0001-37652000000400017-scl","Occurrences of evaporites in the Irati subgroup (Late Permian, Paraná Basin)","Hachiro, Jorge","Anais da Academia Brasileira de Ciências; 72(4); 600-601","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400017&lang=pt" 
"S0001-37652000000400016-scl","Late paleozoic glacial boulder pavements from Jumirim, SP (Itararé subgroup): new evidence on origin","Lucio, Mauricio P., Rocha-Campos, Antonio C.","Anais da Academia Brasileira de Ciências; 72(4); 600-600","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400016&lang=pt" 
"S0001-37652000000400015-scl","Anisotropy of magnetic susceptibility applied to diamictites of the Rio do Sul formation, Paraná basin: initial results","Archanjo, Carlos J., Castro, Joel C., Castro, Marília R.","Anais da Academia Brasileira de Ciências; 72(4); 599-600","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400015&lang=pt" 
"S0001-37652000000400014-scl","The Paripueira evaporitic interval of Maceio Sub-Basin - Sergipe/Alagoas basin","Florencio, Cláudio P., Pueyo, Juan J., Ribeiro Filho, Evaristo","Anais da Academia Brasileira de Ciências; 72(4); 599-599","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400014&lang=pt" 
"S0001-37652000000400013-scl","Stratigraphic framework of Rio do Sul and Rio Bonito (Triunfo Member) formations in the Hercílio river valley (SC), Paraná basin (Early Permian)","Castro, Marília R., Perinotto, José A.J., Castro, José C.","Anais da Academia Brasileira de Ciências; 72(4); 598-599","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400013&lang=pt" 
"S0001-37652000000400012-scl","Late paleozoic glacial sedimentation in Northeastern Brazil: new results","Viviani, Juliana B., Rocha-Campos, Antonio C., Ernesto, Marcia","Anais da Academia Brasileira de Ciências; 72(4); 598-598","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400012&lang=pt" 
"S0001-37652000000400011-scl","Tesselated pavements related to post-depositional structures","Hachiro, Jorge","Anais da Academia Brasileira de Ciências; 72(4); 597-598","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400011&lang=pt" 
"S0001-37652000000400010-scl","Sequence stratigraphy of the Passa Dois Group in the Serra do Espigão, Paraná basin, Brazil","Canuto, José Roberto","Anais da Academia Brasileira de Ciências; 72(4); 597-597","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400010&lang=pt" 
"S0001-37652000000400001-scl","On complete spacelike hypersurfaces with constant scalar curvature in the de Sitter space","BRASIL JR, ALDIR, COLARES, A. GERVASIO","Anais da Academia Brasileira de Ciências; 72(4); 445-452","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400001&lang=pt" 
"S0001-37652000000400002-scl","Nonlinear elliptic systems","DEFIGUEIREDO, DJAIRO G.","Anais da Academia Brasileira de Ciências; 72(4); 453-469","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400002&lang=pt" 
"S0001-37652000000400003-scl","Structure, surface area and morphology of aluminas from thermal decomposition of Al(OH)(CH3COO)2 crystals","KIYOHARA, PEDRO K., SANTOS, HELENA SOUZA, COELHO, ANTONIO C. VIEIRA, SANTOS, PÉRSIO DE SOUZA","Anais da Academia Brasileira de Ciências; 72(4); 471-495","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400003&lang=pt" 
"S0001-37652000000400005-scl","Brief review of dinosaur studies and perspectives in Brazil","KELLNER, ALEXANDER W. A., CAMPOS, DIOGENES A.","Anais da Academia Brasileira de Ciências; 72(4); 509-538","Anais da Academia Brasileira de Ciências","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652000000400005&lang=pt" 
"S1517-74912000000400001-scl","Editorial","LAGE-MARQUES, José Luiz","Pesquisa Odontológica Brasileira; 14(4); -","Pesquisa Odontológica Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-74912000000400001&lang=pt" 
"S1517-74912000000400005-scl","Dental enamel: qualitative evaluation of the surface after application of aluminum oxide (microetching) using the scanning electron microscope","SILVA, Paulo César Gomes, GONÇALVES, Mariane, NONAKA, Tomio, VINHA, Dionísio","Pesquisa Odontológica Brasileira; 14(4); 334-339","Pesquisa Odontológica Brasileira","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-74912000000400005&lang=pt" 
"S1517-74912000000400006-scl","Aspectos micromorfológicos da interface adesiva em função da variação no preparo do espécime","SABOIA, Vicente de Paulo Aragão, SAITO, Solange Katia, PIMENTA, Luiz André Freire","Pesquisa Odontológica Brasileira; 14(4); 340-344","Pesquisa Odontológica Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-74912000000400006&lang=pt" 
"S1028-47962000000300001-cub","Editorial","Acosta de la Luz, Lérida","Revista Cubana de Plantas Medicinales; 5(3); 77-77","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300001&lang=pt" 
"S1028-47962000000300002-cub","Estudio toxicogenético de un extracto fluido de ocimun basilicum l. (albahaca blanca)","García López, Arilia, Vizoso Parra, Ángel, Ramos Ruiz, Alberto, Piloto, Janet","Revista Cubana de Plantas Medicinales; 5(3); 78-83","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300002&lang=pt" 
"S1028-47962000000300003-cub","Investigaciones agrícolas en especies de uso frecuente en la medicina tradicional: IV. Llantén menor. Plantago lanceolata L","Acosta de la Luz, Lérida, Fuentes Fiallo, Víctor, Rodríguez Ferradá, Carlos","Revista Cubana de Plantas Medicinales; 5(3); 84-86","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300003&lang=pt" 
"S1028-47962000000300004-cub","Investigaciones agrícolas en especies de uso frecuente en la medicina tradicional: II. Mejorana origanum majorana I","Rodríguez Ferradá, Carlos A, Acosta de la Luz, Lérida, Fuentes Fiallo, Víctor, Martín Borrego, Guillermo","Revista Cubana de Plantas Medicinales; 5(3); 87-90","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300004&lang=pt" 
"S1028-47962000000300005-cub","Estudio genotóxico in vitro e in vivo del extracto fluido de cassia grandis L. Y el gel de aloe vera L","Vizoso Parra, Ángel, Ramos Ruiz, Alberto, García López, Arilia, Piloto Ferrer, Janet, Pavón González, Vania","Revista Cubana de Plantas Medicinales; 5(3); 91-96","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300005&lang=pt" 
"S1028-47962000000300006-cub","Evaluación toxicológica aguda de los extractos fluidos al 30 y 80 % de cymbopogon citratus (D.C.) stapf (caña santa)","Martínez Guerra, María Julia, Betancour Badell, José, Ramírez Albajes, Ana Rosa, Barceló Pérez, Héctor, Meneses Valencia, Rafael, Lainez Azcuy, Arnaldo","Revista Cubana de Plantas Medicinales; 5(3); 97-101","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300006&lang=pt" 
"S1028-47962000000300007-cub","Evaluación mutagénica de un extracto fluido con un menstruo etanólico al 70 % de teloxys ambrosioides.weber (apasote)","Vizoso Parra, Ángel, García López,, Arilia, Ramos Ruiz,, Alberto, Piloto Ferrer, Janet, Pavón González, Vania, Penichet, Madeleine","Revista Cubana de Plantas Medicinales; 5(3); 102-107","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300007&lang=pt" 
"S1028-47962000000300008-cub","Estudios fenológicos en plantas medicinales XI","Fuentes Fiallo, Víctor, Granda, Manuel M, Lemes Hernández, Ciro M, Rodríguez Ferradá, Carlos A","Revista Cubana de Plantas Medicinales; 5(3); 106-113","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300008&lang=pt" 
"S1028-47962000000300009-cub","Nueva composición de origen natural con aplicación en ultrasonido terapéutico","Pérez Loyola, Maritza, Segarte Narío, Felicia Rebeca, Ponce de León, Odalys, Caraballo Hernández, Fidel","Revista Cubana de Plantas Medicinales; 5(3); 114-117","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300009&lang=pt" 
"S1028-47962000000300010-cub","Instructivo técnico del cultivo de passiflora incarnata L","Fuentes Fiallo, Víctor, Lemes Hernández, Ciro M, Rodríguez Ferradá, Carlos A, Sánchez Pérez, Pedro, Méndez, Gladys","Revista Cubana de Plantas Medicinales; 5(3); 118-122","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300010&lang=pt" 
"S1028-47962000000300011-cub","Extracto acuso de escoba amarga: estudio preliminar de sus propiedades","Águila Gil, Bárbara, Meneses Castillo, Rosa, González Mata, Leticia, Madrigal Lesxay, Elsida, Fernández Fernández, David","Revista Cubana de Plantas Medicinales; 5(3); 123-124","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300011&lang=pt" 
"S1028-47962000000300012-cub","Fundamentos de agrotecnología de cultivo de plantas medicinales iberoamericanas","Martínez, José Vicente, Yesid Bernal, A Henry, Cáceres, Armando","Revista Cubana de Plantas Medicinales; 5(3); 125-125","Revista Cubana de Plantas Medicinales","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962000000300012&lang=pt" 
"S0034-75152000000300001-cub","Rapigluco-test. Resultados de la evaluación externa y pruebas de terreno","Russeaux Guía, Niurka, Valdés Diez, Lilliam, Bilbao Abraham, Yuria","Revista Cubana de Farmacia; 34(3); 159-163","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300001&lang=pt" 
"S0034-75152000000300003-cub","Determinación de polifarmacoterapia en pacientes geriátricos de un consultorio del médico de la familia en cienfuegos","Ramos Cedeño, Ana María, Milián Vázquez, Pedro Miguel, Fonseca León, José Luis, Quirós Enríquez, Maira","Revista Cubana de Farmacia; 34(3); 170-174","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300003&lang=pt" 
"S0034-75152000000300004-cub","Aplicación de la farmacoeconomía a los resultados de la medicación para la curación de las úlceras pépticas","Collazo Herrera, Manuel M, Haedo Quiñones, William","Revista Cubana de Farmacia; 34(3); 175-180","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300004&lang=pt" 
"S0034-75152000000300005-cub","Estudio farmacognóstico de bromelia pinguin l. (Piña de Ratón).","Abreu Payrol, Juan, Miranda Martínez, Migdalia","Revista Cubana de Farmacia; 34(3); 181-186","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300005&lang=pt" 
"S0034-75152000000300006-cub","Estudio farmacognóstico de ocimum basilicum l. (albahaca blanca)","Sánchez Govín, Ester, Leal López, Ida María, Fuentes Hernández, Leticia, Rodríguez Ferrada, Carlos A","Revista Cubana de Farmacia; 34(3); 187-195","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300006&lang=pt" 
"S0034-75152000000300007-cub","Resinas de intercambio iónico para prolongar la liberación de los fármacos","Alfonso Zerquera, Héctor M, Pérez Ramos, Graciela, Díaz Alfonso, Irina, Delgado, Susana Alba, de Armas y Leyva, Rufo","Revista Cubana de Farmacia; 34(3); 196-206","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300007&lang=pt" 
"S0034-75152000000300008-cub","Terapia antiviral para VIH-SIDA","Tarinas Reyes, Alicia, Tápanes Peraza, Roland David, Pérez Ávila, Lorenzo Jorge","Revista Cubana de Farmacia; 34(3); 207-220","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300008&lang=pt" 
"S0034-75152000000300009-cub","Erradicación de la poliomielitis","Cué Brugueras, Manuel","Revista Cubana de Farmacia; 34(3); 221-224","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300009&lang=pt" 
"S0034-75152000000300002-cub","Reacciones adversas e interacciones medicamentosas en el tratamiento de las enfermedades respiratorias agudas","Clapé Laffita, Oneyda, Hodelín Tablada, Ricardo, Rodríguez Fernández, Aurelio, Torres la Rosa, José Ángel","Revista Cubana de Farmacia; 34(3); 164-169","Revista Cubana de Farmacia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152000000300002&lang=pt" 
