"S0004-282X1967000400010-scl","Errata","","Arquivos de Neuro-Psiquiatria; 25(4); -","Arquivos de Neuro-Psiquiatria","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1967000400010&lang=pt" 
"S0006-87051967000100042-scl","Ensaio de competição de variedades de feijoeiro no Vale do Ribeira","Mascarenhas, H. A. A., Miyasaka, S., Cioni, J., Almeida, L. D. de, Igue, T.","Bragantia; 26(unico); XLVII-XLIX","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100042&lang=pt" 
"S0006-87051967000100015-scl","Variedades de cana-de-açúcar. VII - Série de ensaios realizados no período de 1959 a 1962","Segalla, A. L., Oliveira, H. de, Ometto, J. C.","Bragantia; 26(unico); 197-212","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100015&lang=pt" 
"S0006-87051967000100016-scl","Sistema radicular do Dolichos Lablabem um solo massapê-salmourão","Inforzato, Romeu, Mascarenhas, H. A. A.","Bragantia; 26(unico); 213-217","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100016&lang=pt" 
"S0006-87051967000100041-scl","O uso do tiociano-1 dimetilamino-4 benzeno, como desfolhante da batatinha","Boock, Olavo José","Bragantia; 26(unico); XLI-XLVI","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100041&lang=pt" 
"S0006-87051967000100019-scl","Variações nos métodos de aplicação dos herbicidas Diuron e Tripluralin na cultura do algodoeiro","Alves, Aldo, Forster, Reinaldo, Gregori, Romano","Bragantia; 26(unico); 253-263","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100019&lang=pt" 
"S0006-87051967000100040-scl","Adubação verde do feijoeiro &quot;da seca&quot; com ervilha-de-vaca","Mascarenhas, H. A. A., Miyasaka, S., Almeida, L. D. de, Freire, E. S., Alcover, Milton","Bragantia; 26(unico); XXXVII-XL","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100040&lang=pt" 
"S0006-87051967000100039-scl","Alongamento do caule de feijoeiro estimulado pela incorporação ao solo de massa vegetal de plantas de tremôço (Lupinus albus L.)","Miyasaka, Shiro, Inforzato, Romeu, Mascarenhas, H. A. A., Kiihl, Romeu A. S.","Bragantia; 26(unico); XXVII-XXXII","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100039&lang=pt" 
"S0006-87051967000100022-scl","Adubação mineral do feijoeiro: XI - Efeitos de N, P, K e da calagem, em campos cerrados do Planalto Paulista","Mascarenhas, H. A. A., Miyasaka, Shiro, Igue, Toshio, Lovadini, L. A., Freire, E. S.","Bragantia; 26(unico); 303-316","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100022&lang=pt" 
"S0006-87051967000100023-scl","Nova espécie do gênero Manihot Adans. do Estado de Minas Gerais","Cruz, Neusa Diniz da","Bragantia; 26(unico); 317-327","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100023&lang=pt" 
"S0006-87051967000100038-scl","Incidência de doenças em ensaios de variedades de feijoeiro na cultura das águas no Estado de São Paulo","Kimati, Hiroshi, Mascarenhas, H. A. A.","Bragantia; 26(unico); XVII-XXV","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100038&lang=pt" 
"S0006-87051967000100037-scl","Influência da irrigação com soluções de açúcar e de mel na produtividade da cenoura","Inforzato, Romeu, Camargo, Leocádio de Souza, Igue, Toshio","Bragantia; 26(unico); XIII-XVI","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100037&lang=pt" 
"S0006-87051967000100026-scl","Correlação entre o efeito da adubação potássica no algodoeiro e a análise química do solo","Fuzatto, Milton Geraldo, Ferraz, Carlos A. M.","Bragantia; 26(unico); 345-352","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100026&lang=pt" 
"S0006-87051967000100036-scl","Efeito de N, P, K e uma mistura de micronutrientes na produção do alho, em solo ácido de formação glacial","Bernardi, José Botter, Inforzato, Romeu, Igue, Toshio","Bragantia; 26(unico); IX-XII","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100036&lang=pt" 
"S0006-87051967000100029-scl","Adubação da soja: VI - Efeitos do enxôfre e de vários micronutrientes (Zn, Cu, B, Mn, Fe e Mo), em solo Latosol Roxo com vegetação de cerrado","Mascarenhas, H. A. A., Miyasaka, S., Freire, E. S., Igue, Toshio","Bragantia; 26(unico); 373-379","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100029&lang=pt" 
"S0006-87051967000100035-scl","Respostas do feijoeiro à adubação com N, Pe Kem solo orgânico de Ribeirão Preto","Mascarenhas, H. A. A., Miyasaka, Shiro, Freire, E. S., Igue, Toshio","Bragantia; 26(unico); V-VIII","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100035&lang=pt" 
"S0006-87051967000100034-scl","Ocorrência de Xanthomonas phaseolivar. Fuscans(Burk.) Starr &amp; Burk, nos feijoeiros do Estado de São Paulo","Paradela Filho, O., Carvalho, A. M. B., Pompeu, A. S.","Bragantia; 26(unico); I-IV","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100034&lang=pt" 
"S0006-87051967000100033-scl","Caracterização de eucaliptais em fotografias áreas verticais da região centro-sudeste paulista","Coelho, Arnaldo Guido de Souza","Bragantia; 26(unico); 423-441","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100033&lang=pt" 
"S0006-87051967000100046-scl","IAC-7-127: cultivar de mandioca com provável resistência ao tombamento ou acamamento","Silva, Jairo Ribeiro da, Schmidt, Nelson Cembranelli","Bragantia; 26(unico); LXIII-LXV","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100046&lang=pt" 
"S0006-87051967000100001-scl","Comportamento e ecologia do &quot;mal-das-fôlhas&quot; da seringueira nas condições climáticas do Planalto Paulista","Camargo, A. Paes de, Cardoso, Rosa Maria G., Schmidt, Nelson C","Bragantia; 26(unico); 1-18","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100001&lang=pt" 
"S0006-87051967000100027-scl","Efeito das variações do titulo e da irregularidade na resistência do fio de algodão","Lazzarini, José Fernando","Bragantia; 26(unico); 353-363","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100027&lang=pt" 
"S0006-87051967000100006-scl","Cobertura vegetal do Estado de São Paulo: II - Levantamento por fotointerpretação das áreas cobertas com floresta natural e reflorestamento","Borgonovi, Mário, Chiarini, Jorge Vicente, Amaral, Álvaro Zingra do, Coelho, Arnaldo Guido de Souza, Oliveira, Domingos de Azevedo","Bragantia; 26(unico); 93-102","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100006&lang=pt" 
"S0006-87051967000100045-scl","Estudo comparativo de transpiração em três variedades paulistas de algodoeiro","Inforzato, Romeu, Fuzatto, Milton G.","Bragantia; 26(unico); LIX-LXII","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100045&lang=pt" 
"S0006-87051967000100002-scl","Pastagens em alguns municípios paulistas e estudo da área basal e sombreamento","Chiarini, Jorge Vicente, Verdade, Francisco da Costa, Borgonovi, Mário, Amaral, Álvaro Zingra do, Audi, Raul, Abramides, Eduardo, Martins, Zoraide, Rocha, Geraldo Leme da","Bragantia; 26(unico); 19-30","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100002&lang=pt" 
"S0006-87051967000100007-scl","Levantamento do estado nutricional de cafèzais de São Paulo, pela análise foliar: I - Solo massapê-salmourão","Gallo, J. Romano, Hiroce, Rúter, Coelho, F. A. Soares, Toledo, Sérgio V.","Bragantia; 26(unico); 103-117","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100007&lang=pt" 
"S0006-87051967000100003-scl","Influência do tempo decorrido entre a colheita e o despolpamento de café cereja, sôbre a qualidade da bebida","Rigitano, Ayrton, Garrutti, Ruth dos Santos, Jorge, Joassy de Paula Neves","Bragantia; 26(unico); 31-37","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100003&lang=pt" 
"S0006-87051967000100004-scl","Variedades de cana-de-açúcar: VI - Experiências de época de corte para o Estado de São Paulo (1959-1961)","Segalla, A. L., Oliveira, H. de, Ometto, J. C.","Bragantia; 26(unico); 39-77","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100004&lang=pt" 
"S0006-87051967000100005-scl","Melhoramento do cafeeiro: XXXI - Ensaio de populações F2 de híbridos entre cultivares de Coffea arabica","Carvalho, A., Monaco, L. C.","Bragantia; 26(unico); 79-92","Bragantia","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87051967000100005&lang=pt" 
"S0074-02761967000100006-scl","Sôbre as espécies de Brachylaemus (Brachylaemus) Dujardin, 1843 (Trematoda)","Freitas, J. F. Teixeira de, Kohn, Anna, Ibáñez H., Nicanor","Memórias do Instituto Oswaldo Cruz; 65(1); 41-61","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100006&lang=pt" 
"S0074-02761967000100005-scl","Sôbre um nôvo trematódeo Echinostomatidae parasito de quelônio","Freitas, J. F. Teixeira de, Dobbin Junior, James E.","Memórias do Instituto Oswaldo Cruz; 65(1); 37-39","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100005&lang=pt" 
"S0074-02761967000100001-scl","Sôbre alguns cestódeos parasitos de roedores do Brasil: (Cestoda, Cyclophyllidea)","Rêgo, Amilcar Arandas","Memórias do Instituto Oswaldo Cruz; 65(1); 1-18","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100001&lang=pt" 
"S0074-02761967000100002-scl","Estudos citológicos e citoquímicos em Stenophoridae Crawley, 1903 (Eugregarinidae, Protozoa) II - ultra-estrutura","Costa, Sylvio Celso Goncalves da, Barth, Ortrud Monika","Memórias do Instituto Oswaldo Cruz; 65(1); 19-27","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100002&lang=pt" 
"S0074-02761967000100003-scl","Sôbre um nôvo gênero e uma nova espécie de Oxyascarididae (Travassos, 1920) Freitas, 1958 (Nematoda, Subuluroidea)","Gomes, Delir Corrêa, Motta, Catarina da Silva","Memórias do Instituto Oswaldo Cruz; 65(1); 29-31","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100003&lang=pt" 
"S0074-02761967000100004-scl","Sôbre uma nova espécie do gênero Amphimerus Barker, 1911 (Trematoda, Opisthorchiidae)","Franco, Sergio Raymundo Negrão de Souza","Memórias do Instituto Oswaldo Cruz; 65(1); 33-35","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100004&lang=pt" 
"S0074-02761967000100007-scl","Neurosindrome minimo en la tripanosomiasis cruzi crónica: (Estudio de dos casos de encefalopatia chagástica crónica)","Jörg, Miguel Eduardo, Orlando, Armando S.","Memórias do Instituto Oswaldo Cruz; 65(1); 63-79","Memórias do Instituto Oswaldo Cruz","Espanhol","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100007&lang=pt" 
"S0074-02761967000100008-scl","Revisão do gênero Raillietnema Travassos, 1927 (Nematoda, Cosmocercidae)","Gomes, Delir Corrêa","Memórias do Instituto Oswaldo Cruz; 65(1); 81-101","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100008&lang=pt" 
"S0074-02761967000100009-scl","Sôbre uma nova espécie do gênero Heligmonoides Baylis, 1928 (Nematoda, Trichostrongylidae)","Franco, Sergio Raymundo Negrão de Souza","Memórias do Instituto Oswaldo Cruz; 65(1); 103-105","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100009&lang=pt" 
"S0074-02761967000100010-scl","Sôbre um nôvo gênero de Prosorhynchinae Nicoll, 1914 e novos dados sôbre Prosorhynchus bulbosus Kohn, 1961 e Rhipidocotyle quadriculatum Kohn, 1961 (Trematoda, Bucephaliformes)","Kohn, Anna","Memórias do Instituto Oswaldo Cruz; 65(1); 107-114","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000100010&lang=pt" 
"S0074-02761967000200005-scl","Microanatomia e citologia das glândulas pençonhentas de Rhninocricus Padbergii (Diplopoda)","Barth, Rudolf","Memórias do Instituto Oswaldo Cruz; 65(2); 175-195","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200005&lang=pt" 
"S0074-02761967000200001-scl","Plancto e hidrobiologia sanitária de tanques tropicais com dáfnias e rotíferos","Oliveira, Lejeune P. H. de, Krau, Luiza, Nascimento, Rubem do, Miranda, Arnaldo S. A.","Memórias do Instituto Oswaldo Cruz; 65(2); 115-147","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200001&lang=pt" 
"S0074-02761967000200002-scl","Redescrição de Stegophorus diomedeae (Johnston &amp; Mawson, 1942) Johnston &amp; Mawson, 1945: (Nematoda, Spiruroidea)","Rodrigues, H. de Oliveira, Mendonca, J. Machado de","Memórias do Instituto Oswaldo Cruz; 65(2); 149-152","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200002&lang=pt" 
"S0074-02761967000200003-scl","Contribuição ao estudo dos rotatoria do Brasil: I. Lista das espécies verificadas","Krau, Luiza","Memórias do Instituto Oswaldo Cruz; 65(2); 153-166","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200003&lang=pt" 
"S0074-02761967000200004-scl","Efeito de alguns curares naturais e da d-Tubocurarina retardando o tempo de coagulação e o tempo de protombina do sangue humano","Canali, João, Vieira, João Vieira","Memórias do Instituto Oswaldo Cruz; 65(2); 167-173","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200004&lang=pt" 
"S0074-02761967000200006-scl","Novos longicórneos neotrópicos: XIII. (Col., Cerambycidae, Cerambycinae)","Zajciw, Dmytro","Memórias do Instituto Oswaldo Cruz; 65(2); 197-204","Memórias do Instituto Oswaldo Cruz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761967000200006&lang=pt" 
"S0071-12761967000100012-scl","Interação entre alumínio e fósforo, em duas variedades de trigo (Triticum Vulgare L.) cultivado em solução nutritiva","Cruz, A.D., Haag, H.P., Sarruge, J.R., Malavolta, E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 119-129","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100012&lang=pt" 
"S0071-12761967000100027-scl","Extração de diversos íons do solo com solução normal de KCl","Zuniga, A.A.T., Catani, R.A.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 289-313","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100027&lang=pt" 
"S0373-55241967000100002-scl","Preliminary results of drift-bottle releases and recoveries in the Western Tropical Atlantic","Luedemann, Ellen F.","Boletim do Instituto Oceanográfico; 16(1); 13-22","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100002&lang=pt" 
"S0373-55241967000100001-scl","On the prevention of the black spot of shrimp: I. effect of some chemical reagents on the black spot of shrimp. II. the isolation and purification of the enzyme related to the formation of black spot","Itô, Yasuzo","Boletim do Instituto Oceanográfico; 16(1); 01-11","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100001&lang=pt" 
"S0373-55241967000100004-scl","Plankton studies in a mangrove environment: IV. size fractionation of the phytoplankton","Teixeira, C., Tundisi, J., Santoro, J.","Boletim do Instituto Oceanográfico; 16(1); 39-42","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100004&lang=pt" 
"S0373-55241967000100009-scl","Desova da pescada-foguete, Macrodon ancylodon","Yamaguti, N.","Boletim do Instituto Oceanográfico; 16(1); 101-106","Boletim do Instituto Oceanográfico","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100009&lang=pt" 
"S0373-55241967000100003-scl","On the special current and water level variations in the channel of São Sebastião","Kvinge, Thor","Boletim do Instituto Oceanográfico; 16(1); 23-38","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100003&lang=pt" 
"S0373-55241967000100005-scl","Observações preliminares sobre a fauna bêntica de sedimentos moles da baia de Santos e regiões vizinhas","Tommasi, Luiz Roberto","Boletim do Instituto Oceanográfico; 16(1); 43-65","Boletim do Instituto Oceanográfico","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100005&lang=pt" 
"S0373-55241967000100006-scl","Distribución del oxígeno disuelto en la zona oeste de la Convergencia Subtropical del Atlantico Sud","Pizarro, Mariano Javier","Boletim do Instituto Oceanográfico; 16(1); 67-85","Boletim do Instituto Oceanográfico","Espanhol","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100006&lang=pt" 
"S0373-55241967000100007-scl","Occurrence of doliolids and salps during 1958, 1959, and 1960 off the São Paulo coast","Tavares, D. Q.","Boletim do Instituto Oceanográfico; 16(1); 87-97","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100007&lang=pt" 
"S0373-55241967000100008-scl","Total phosphorus content of Neomysis integer","Tundisi, J., Krishnaswamy, S.","Boletim do Instituto Oceanográfico; 16(1); 99-100","Boletim do Instituto Oceanográfico","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0373-55241967000100008&lang=pt" 
"S0071-12761967000100017-scl","Levantamento sôbre a composição química bromatológica de 39 variedades forrageiras de cana-de-açúcar","Lovadini, L.A., Moraes, C.L., Paranhos, S.B.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 189-198","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100017&lang=pt" 
"S0071-12761967000100010-scl","A concentração e a quantidade de micronutrientes e de alumínio no cafeeiro, Coffea arabica, L., variedade mundo novo (B.Rodr.) Choussy, aos dez anos de idade","Catani, R.A., Pellegrino, D., Bittencourt, V.C., Jacintho, A.O., Graner, C.A.F.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 97-106","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100010&lang=pt" 
"S0071-12761967000100015-scl","Influência de cafés de gôsto rio em ligas com cafés de bebida mole","Castilho, Antonio de, Gomes, F. Pimentel, Pereira, Luiz Sergio de Paiva, Moraes, Roberto S., Lourenço, Sidival","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 149-176","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100015&lang=pt" 
"S0071-12761967000100006-scl","A influência de grãos pretos em ligas com cafés de bebida mole","Gomes, F. Pimentel, Cruz, Vivaldo F. da, Castilho, Antonio de, Teixeira, Aldir Alves, Pereira, Luiz S. de P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 71-81","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100006&lang=pt" 
"S0071-12761967000100003-scl","Estudo dos nectários das flôres de Sechium edule Sw.","Mitidieri, José","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 35-43","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100003&lang=pt" 
"S0071-12761967000100001-scl","Sombreamento dos cafezais IV - resultados de mais dois biênios: 1963/1964 - 1965/1966","Godoy Junior, C., Graner, E.A.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 1-17","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100001&lang=pt" 
"S0071-12761967000100002-scl","Tratamento preservativo do bambu pelo processo do banho frio","Galvão, Antonio Paulo M.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 19-33","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100002&lang=pt" 
"S0071-12761967000100004-scl","Arroz: ensaio fatorial variedade x espaçamento x densidade","Orsi, Eujandir W. de Lima, Godoy, O. Pereira","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 45-55","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100004&lang=pt" 
"S0071-12761967000100005-scl","Variação no teor de alumínio trocável do solo, influenciada pela aplicação de carbonato de cálcio","Brauner, J.L., Catani, R.A.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 57-69","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100005&lang=pt" 
"S0071-12761967000100007-scl","Ácaros encontrados sôbre maçãs de procedência argentina","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 83-85","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100007&lang=pt" 
"S0071-12761967000100008-scl","Novo gênero de nematóide do solo da família Actinolaimidae","Lordello, Luiz Gonzaga E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 87-90","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100008&lang=pt" 
"S0071-12761967000100009-scl","Os ácaros do cafeeiro","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 91-95","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100009&lang=pt" 
"S0071-12761967000100011-scl","Efeitos do alumínio no trigo (Triticum vulgare L. var. Piratiní) cultivado em solução nutritiva I","Cruz, A.D., Haag, H.P., Sarruge, J.R., Malavolta, E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 107-117","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100011&lang=pt" 
"S0071-12761967000100028-scl","Ácaros de plantas do cerrado","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 315-316","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100028&lang=pt" 
"S0071-12761967000100013-scl","Determinação quantitativa de putrescina por cromatografia em papel de filtro","Crocomo, Otto J., Rossi, Celso","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 131-140","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100013&lang=pt" 
"S0071-12761967000100014-scl","Técnica de réplica de carbono para o estudo da superfície de fôlhas de plantas ao microscópio eletrônico","Santos, Helena de Souza, Crocomo, Otto J., Neptune, Andre M. Louis","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 141-148","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100014&lang=pt" 
"S0071-12761967000100023-scl","Phytoseiidae do estado de São Paulo (Acarina, Mesostigmata)","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 247-248","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100023&lang=pt" 
"S0071-12761967000100016-scl","Absorção dos macronutrientes pelos capins colonião, gordura jaraguá, napier e pangola","Haag, H.P., Bose, M.L.V., Andrade, R.G.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 177-188","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100016&lang=pt" 
"S0071-12761967000100019-scl","Estudos sôbre a alimentação mineral do cafeeiro: XX. uma possível causa do desfolhamento e secamento subterminal (&quot;pescoço pelado&quot; ou &quot;pescoço de galinha&quot;)","Fazuoli, L.C., Sarruge, J.R., Camargo, P.N., Malavolta, E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 199-205","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100019&lang=pt" 
"S0071-12761967000100018-scl","A determinação da água livre em substâncias puras","Catani, R.A., Alcarde, J.C., Furlani, P.R.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 207-214","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100018&lang=pt" 
"S0071-12761967000100020-scl","Estudos sôbre a alimentação mineral do cafeeiro: XXI. efeito da adubação N, P, K e orgânica na composição mineral do grão e na qualidade da bebida. (2a. Nota)","Amorim, H.V. de, Scoton, L.C., Castilho, A. de, Gomes, F. Pimentel, Malavolta, E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 215-228","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100020&lang=pt" 
