"S1517-97022006000200012-scl","As figuras de ligação nos relatos de formação: ligações formadoras, deformadoras e transformadoras","Josso, Marie Christine","Educação e Pesquisa; 32(2); 373-383","Educação e Pesquisa","Francês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022006000200012&lang=pt" 
"S0042-96862006000800017-spa","An interactive integrative approach to translating knowledge and building a &quot;learning organization&quot; in health services management","Chunharas, Somsak","Bulletin of the World Health Organization; 84(8); 652-657","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000800017&lang=pt" 
"S1415-54192006000400002-scl","O que há de novo na Odontologia","","Revista Dental Press de Ortodontia e Ortopedia Facial; 11(4); 12-12","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192006000400002&lang=pt" 
"S0104-42302006000400015-scl","Atualização em tratamento da otite média aguda na infância, baseada em evidências e centrada no paciente","Sakano, Eulália, Weckx, Luc L. M., Saffer, Moacyr, Bernardo, Wanderley Marques","Revista da Associação Médica Brasileira; 52(4); 201-201","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400015&lang=pt" 
"S0104-42302006000400016-scl","Efeito isolado do anticorpo monoclonal trastuzumab (herceptin®) em uma paciente com recidiva local de um carcinoma mamário com hiper-expressão de Cerb-2","del Giglio, Auro","Revista da Associação Médica Brasileira; 52(4); 202-202","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400016&lang=pt" 
"S0104-42302006000400012-scl","Ginecomastia em adultos: apenas estética?","Bagnoli, Vicente Renato, Fonseca, Angela Maggio da, Nacson, Josef, Junqueira, Paulo Augusto A.","Revista da Associação Médica Brasileira; 52(4); 197-197","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400012&lang=pt" 
"S0104-42302006000400014-scl","Triagem para a identificação de uso nocivo de álcool na atenção primária à saúde","Cordeiro, Quirino, Michelon, Leandro, Ribeiro, Rafael Bernardon, Kamitsuji, Carla, Silveira, Camila Magalhães, Andrade, Laura Helena Guerra","Revista da Associação Médica Brasileira; 52(4); 200-200","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400014&lang=pt" 
"S0104-42302006000400010-scl","Pré-eclâmpsia: &quot;estado hipovolêmico&quot; ou &quot;conteúdo ajustado ao continente?&quot;","Ruano, Rodrigo, Zugaib, Marcelo","Revista da Associação Médica Brasileira; 52(4); 195-196","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400010&lang=pt" 
"S0104-42302006000400011-scl","Qual o número de pacientes diabéticos tipo 2 necessário a tratar para se evitar um evento coronariano?","Bernardo, Wanderley Marques, Castro, Luiz Claudio Gonçalves de","Revista da Associação Médica Brasileira; 52(4); 196-196","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400011&lang=pt" 
"S0104-42302006000400008-scl","Programação intra-uterina para doenças da vida adulta","Mattos, Sandra S.","Revista da Associação Médica Brasileira; 52(4); 193-194","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400008&lang=pt" 
"S0104-42302006000400009-scl","Cirurgia de derivação gástrica em y de Roux ou banda gástrica no tratamento da obesidade mórbida?","Liorci, Milena Parreira, Ilias, Elias Jirjoss, Kassab, Paulo, Castro, Osvaldo Antonio Prado","Revista da Associação Médica Brasileira; 52(4); 195-195","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400009&lang=pt" 
"S0104-42302006000400006-scl","Nova alternativa farmacológica na prevenção do câncer de mama após a menopausa","Oliveira, Vilmar Marques de, Aldrighi, José Mendes","Revista da Associação Médica Brasileira; 52(4); 192-193","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400006&lang=pt" 
"S0104-42302006000400007-scl","Efeitos da ventilação não-invasiva com pressão positiva no edema agudo de pulmão cardiogênico","Carvalho, Werther Brunow de, Johnston, Cíntia","Revista da Associação Médica Brasileira; 52(4); 193-193","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400007&lang=pt" 
"S0104-42302006000400004-scl","Iodo radioativo no tratamento de portadores de doença de Graves","Setian, Nuvarte","Revista da Associação Médica Brasileira; 52(4); 191-191","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400004&lang=pt" 
"S0104-42302006000400005-scl","Estudos supérfluos são antiéticos","Aligieri, Ana Claudia, Aligieri, Paulo","Revista da Associação Médica Brasileira; 52(4); 191-192","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400005&lang=pt" 
"S0104-42302006000400001-scl","Nossa língua portuguesa, ferida, malfalada e mal escrita","Tannuri, Uenis","Revista da Associação Médica Brasileira; 52(4); 187-187","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400001&lang=pt" 
"S0104-42302006000400002-scl","Pesquisa clínica conduzida por estudantes de medicina: seu potencial para o aprendizado e para a produção científica nacional","Abrão, Milene Nibi, Bensi, Carolina Games, Gonçalves, Marina Sahade, Narahara, Juliana Lika, Otsuka, Fabiana Celi, Ranzatti, Rodrigo Perez, Trufelli, Damila Cristina, Del Giglio, Auro","Revista da Associação Médica Brasileira; 52(4); 188-189","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400002&lang=pt" 
"S0104-42302006000400003-scl","Qualidade de vida em portadores de doença arterial coronária","Nobre, Moacyr R. C.","Revista da Associação Médica Brasileira; 52(4); 190-190","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400003&lang=pt" 
"S0104-42302006000400025-scl","Histerossonografia: avaliação da cavidade uterina com sangramento anormal","Albuquerque, Luiz Guilherme Trevisan de, Hardy, Ellen, Bahamondes, Luis","Revista da Associação Médica Brasileira; 52(4); 247-250","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400025&lang=pt" 
"S0104-42302006000400029-scl","Mastalgia cíclica pré-menstrual: placebo versus outras drogas","De Luca, Laurival A., Gonçalves, Maria de Fátima V. S., Carvalho, Lídia Raquel de","Revista da Associação Médica Brasileira; 52(4); 265-269","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400029&lang=pt" 
"S1415-54192006000400007-scl","Estudo cefalométrico comparativo dos efeitos esqueléticos e dentários promovidos pelos aparelhos APM3 (Aparelho de Protração Mandibular) e Jasper Jumper nas fases inicial e imediatamente após avanço mandibular","Kamache, Nasser G., Iani, Tania M. S., Oliveira, Antônio G., Oliveira Jr, Gilberto, Oliveira, José N., Oliveira Jr, José N.","Revista Dental Press de Ortodontia e Ortopedia Facial; 11(4); 53-65","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192006000400007&lang=pt" 
"S0104-42302006000400024-scl","Atividade física habitual e risco cardiovascular na pós-menopausa","Silva, Raimunda Beserra da, Costa-Paiva, Lúcia, Pinto Neto, Aarão Mendes, Braga, Angélica de Assunção, Morais, Sirlei Siani","Revista da Associação Médica Brasileira; 52(4); 242-246","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400024&lang=pt" 
"S0104-42302006000400027-scl","Freqüência da atividade sexual em mulheres menopausadas","De Lorenzi, Dino Roberto Soares, Saciloto, Bruno","Revista da Associação Médica Brasileira; 52(4); 256-260","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400027&lang=pt" 
"S0104-42302006000400028-scl","Achados ecocardiográficos em crianças com sopro &quot;inocente&quot;","Firpo, Cora, Pellanda, Lúcia, Gomes, Gladis H. C., Casonato, Sílvia, Sturm, Alexandre","Revista da Associação Médica Brasileira; 52(4); 261-264","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400028&lang=pt" 
"S0104-42302006000400030-scl","Linfadenectomia no adenocarcinoma gástrico","Ilias, Elias Jirjoss, Malheiros, Carlos Alberto, Kassab, Paulo, Castro, Osvaldo Antonio Prado","Revista da Associação Médica Brasileira; 52(4); 270-272","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400030&lang=pt" 
"S0104-42302006000400031-scl","Expressão da cox-2 e CD105 no câncer de mama e sobrevida livre de doença","Grudzinski, Melina, Cambruzzi, Eduardo, Lahude, Eduardo, Savaris, Ricardo Francalacci, Pedrini, José Luiz, Zettler, Cláudio Galleano","Revista da Associação Médica Brasileira; 52(4); 275-280","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400031&lang=pt" 
"S0104-42302006000400026-scl","Nova formulação de misoprostol sublingual na indução do trabalho de parto","Feitosa, Francisco Edson de Lucena, Amorim, Melania Maria Ramos de, Alencar Júnior, Carlos Augusto, Coutinho, Isabela Cristina, Sampaio, Zuleika Studart","Revista da Associação Médica Brasileira; 52(4); 251-255","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000400026&lang=pt" 
"S0101-32622006000200001-scl","Apresentação","Lacerda, Cristina Broglia Feitosa de, Silva, Daniele Nunes Henrique","Cadernos CEDES; 26(69); 117-119","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200001&lang=pt" 
"S0101-32622006000200002-scl","Surdez e inclusão social: o que as brincadeiras infantis têm a nos dizer sobre esse debate?","Silva, Daniele Nunes Henrique","Cadernos CEDES; 26(69); 121-139","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200002&lang=pt" 
"S0101-32622006000200003-scl","Políticas lingüísticas e educação de surdos em Santa Catarina: espaço de negociações","Quadros, Ronice Müller de","Cadernos CEDES; 26(69); 141-161","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200003&lang=pt" 
"S0101-32622006000200004-scl","A inclusão escolar de alunos surdos: o que dizem alunos, professores e intérpretes sobre esta experiência","Lacerda, Cristina Broglia Feitosa de","Cadernos CEDES; 26(69); 163-184","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200004&lang=pt" 
"S0101-32622006000200005-scl","A leitura em segunda língua: práticas de linguagem constitutivas da(s) subjetividade(s) de um grupo de surdos adultos","Lodi, Ana Claudia","Cadernos CEDES; 26(69); 185-204","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200005&lang=pt" 
"S0101-32622006000200006-scl","Algumas considerações sobre a interface entre a Língua Brasileira de Sinais (LIBRAS) e a Língua Portuguesa na construção inicial da escrita pela criança surda","Peixoto, Renata Castelo","Cadernos CEDES; 26(69); 205-229","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200006&lang=pt" 
"S0101-32622006000200007-scl","A experiência de pessoas surdas em esferas de atividade do cotidiano","Marin, Carla Regina, Góes, Maria Cecília Rafael de","Cadernos CEDES; 26(69); 231-249","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200007&lang=pt" 
"S0101-32622006000200008-scl","Tecnologias digitais: novo espaço interativo na produção escrita dos surdos","Arcoverde, Rossana Delmar de Lima","Cadernos CEDES; 26(69); 251-267","Cadernos CEDES","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622006000200008&lang=pt" 
"S1415-54192006000400001-scl","Voando alto!","Ramos, Adilson","Revista Dental Press de Ortodontia e Ortopedia Facial; 11(4); 5-5","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192006000400001&lang=pt" 
"S0036-36342006000400001-mex","Polimorfismo -116C-G del gen &lt;FONT FACE=Symbol&gt;a&lt;/font&gt;-sinucleína en pacientes con enfermedad de Parkinson","Ramírez-Jirano, Luis Javier, Ruiz-Sandoval, José Luis, Jiménez-Gil, Francisco Javier, Ramírez-Vega, Jorge, Vargas-Frutos, Elizabeth, Gallegos-Arreola, Martha Patricia","Salud Pública de México; 48(4); 289-290","Salud Pública de México","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342006000400001&lang=pt" 
"S0036-36342006000400002-mex","La certificación, garantía de excelencia en el contexto internacional","Magaña, Laura","Salud Pública de México; 48(4); 291-292","Salud Pública de México","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342006000400002&lang=pt" 
"S0036-36342006000400003-mex","Triglycerides and high-density lipoprotein cholesterol are associated with insulinemia in adolescents","Ramírez-López, Guadalupe, González-Villalpando, Clicerio, Salmerón, Jorge, González-Ortiz, Manuel, Valles-Sánchez, Victoria","Salud Pública de México; 48(4); 293-299","Salud Pública de México","Inglês","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342006000400003&lang=pt" 
"S0036-36342006000400004-mex","Reproductive and lifestyle factors associated with early menopause in Mexican women","Ortega-Ceballos, Paola A., Morán, Carlos, Blanco-Muñoz, Julia, Yunes-Díaz, Elsa, Castañeda-Iñiguez, Maura S., Salmerón, Jorge","Salud Pública de México; 48(4); 300-307","Salud Pública de México","Inglês","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342006000400004&lang=pt" 
"S0103-50532006000400006-scl","The influence of electrochemical pre-treatment of B-doped diamond films on the electrodeposition of Pt","Ribeiro, Mauro C., Silva, Leide G. da, Sumodjo, Paulo T. A.","Journal of the Brazilian Chemical Society; 17(4); 667-673","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400006&lang=pt" 
"S0103-50532006000400007-scl","Determination of methyldopa in pharmaceutical formulations by combined spot test-diffuse reflectance spectroscopy","Ribeiro, Paulo Roberto S., Pezza, Leonardo, Pezza, Helena R.","Journal of the Brazilian Chemical Society; 17(4); 674-679","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400007&lang=pt" 
"S0103-50532006000400009-scl","Strategies for developing NADH detector based on meldola blue in different immobilization methods: a comparative study","Mariotti, Marcela P., Riccardi, Carla dos S., Fertonani, Fernando L., Yamanaka, Hideko","Journal of the Brazilian Chemical Society; 17(4); 689-696","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400009&lang=pt" 
"S0103-50532006000400016-scl","Computational study of the solid-state vibrations and force field of magnesium and calcium hydroxides","Hase, Yoshiyuki","Journal of the Brazilian Chemical Society; 17(4); 741-745","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400016&lang=pt" 
"S0103-50532006000400015-scl","Photodegradation of soluble and emulsive cutting fluids using TiO2 as catalyst","Araújo, Adriana B., Amarante Junior, Ozelito P., Vieira, Eny M., Valente, José P. S., Padilha, Pedro M., Florentino, Ariovaldo O.","Journal of the Brazilian Chemical Society; 17(4); 737-740","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400015&lang=pt" 
"S0103-50532006000400014-scl","228Ra and 226Ra in coastal seawater samples from the Ubatuba region: Brazilian southeastern coastal region","Godoy, José Marcus, Carvalho, Zenildo Lara de, Fernandes, Flávio da Costa, Danelon, Olga M., Godoy, Maria Luiza D. P., Ferreira, Ana Cristina M., Roldão, Luiz Alfredo","Journal of the Brazilian Chemical Society; 17(4); 730-736","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400014&lang=pt" 
"S0103-50532006000400013-scl","Complexation of some hydrazones bearing the quinoline ring: potentiometric studies","Seleem, H. S., El-Inany, G. A., Eid, M. F., Mousa, M., Hanafy, F. I.","Journal of the Brazilian Chemical Society; 17(4); 723-729","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400013&lang=pt" 
"S0103-50532006000400018-scl","Mechanistic aspects of Friedel-Crafts alkylation over FeY zeolite","Bidart, Antonio M. F., Borges, Ana P. S., Chagas, Henrique C., Nogueira, Leonardo, Lachter, Elizabeth R., Mota, Claudio J. A.","Journal of the Brazilian Chemical Society; 17(4); 758-762","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400018&lang=pt" 
"S0103-50532006000400026-scl","Multidisciplinary collaboration for environmental protection using biosensors: detection of organophosphate insecticides in aqueous medium","Badea, M., Romanca, M., Draghici, C., Marty, J.-L., Marques, C. V. V. C. O., Mendes, D. R., Amarante Jr., O. P., Nunes, G. S.","Journal of the Brazilian Chemical Society; 17(4); 807-811","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400026&lang=pt" 
"S0103-50532006000400021-scl","3-phenyl-4-acyl-5-isoxazolones as reagents for liquid-liquid extraction of tetravalent zirconium and hafnium from acidic chloride solutions","Reddy, B. Ramachandra, Kumar, J. Rajesh, Reddy, A. Varada","Journal of the Brazilian Chemical Society; 17(4); 780-784","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400021&lang=pt" 
"S0103-50532006000400023-scl","The enantioselective synthesis of (R)-(+)-6-isopropenyl-3-methyl-2-cycloheptenone","Brocksom, Timothy J., Brocksom, Ursula, Barbosa, Fernanda P.","Journal of the Brazilian Chemical Society; 17(4); 792-796","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400023&lang=pt" 
"S0103-50532006000400025-scl","New hopane triterpene from Eleocharis sellowiana (Cyperaceae)","Ruiz, Ana Lúcia T. G., Magalhães, Aderbal F., Faria, Aparecida D., Magalhães, Eva G., Amaral, Maria do Carmo E.","Journal of the Brazilian Chemical Society; 17(4); 803-806","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400025&lang=pt" 
"S0103-50532006000400004-scl","HPLC analysis of glycosylated amino acids","Campo, Vanessa L., Borges, Áurea D. L., Carvalho, Ivone","Journal of the Brazilian Chemical Society; 17(4); 648-654","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400004&lang=pt" 
"S0103-50532006000400002-scl","Cathodes for lithium ion batteries: the benefits of using nanostructured materials","Bazito, Fernanda F. C., Torresi, Roberto M.","Journal of the Brazilian Chemical Society; 17(4); 627-642","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400002&lang=pt" 
"S0103-50532006000400008-scl","Thermoanalytical and solution stability studies of hexamethylenedithiocarbamates","Benedini, Valéria D., Antunes, Patrícia A., Cavalheiro, Éder T. G., Chierice, Gilberto O.","Journal of the Brazilian Chemical Society; 17(4); 680-688","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400008&lang=pt" 
"S0103-50532006000400010-scl","Synthesis and application of XAD-2/Me-BTAP resin for on-line solid phase extraction and determination of trace metals in biological samples by FAAS","Lemos, Valfredo Azevedo, David, Graciete Teixeira, Santos, Luana Novaes","Journal of the Brazilian Chemical Society; 17(4); 697-704","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400010&lang=pt" 
"S0103-50532006000400011-scl","The use of rotating cylinder electrode to study the effect of 1,3-dihydroxypropane on the production of copper powder","Soliman, H. M. A., Abdel-Rahman, H. H.","Journal of the Brazilian Chemical Society; 17(4); 705-714","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400011&lang=pt" 
"S0103-50532006000400012-scl","Simultaneous determination and classification of riboflavin, thiamine, nicotinamide and pyridoxine in pharmaceutical formulations, by UV-visible spectrophotometry and multivariate analysis","López-de-Alba, Pedro L., López-Martínez, Leticia, Cerdá, Vìctor, Amador-Hernández, Judith","Journal of the Brazilian Chemical Society; 17(4); 715-722","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400012&lang=pt" 
"S0103-50532006000400019-scl","Photodegradation of sugarcane bagasse fibers: influence of acetylation or grafting UV-absorber and/or hindered nitroxide radical on their photostability","Ruggiero, Reinaldo, Machado, Antonio E.H., Hoareau, William, Gardrat, Christian, Nourmamode, Aziz, Grelier, Stéphane, Castellan, Alain","Journal of the Brazilian Chemical Society; 17(4); 763-770","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400019&lang=pt" 
"S0103-50532006000400020-scl","Effect of solvent on the preparation and characterization of DSA®-type anodes containing RuO2-TiO2-SnO2","Coteiro, Roberta D., Teruel, Fernando S., Ribeiro, Josimar, Andrade, Adalgisa R. de","Journal of the Brazilian Chemical Society; 17(4); 771-779","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400020&lang=pt" 
"S0103-50532006000400022-scl","A novel potentiometric naproxenate ion sensor immobilized in a graphite matrix for determination of naproxen in pharmaceuticals","Santini, Alberto O., Oliveira, José E. de, Pezza, Helena R., Pezza, Leonardo","Journal of the Brazilian Chemical Society; 17(4); 785-791","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400022&lang=pt" 
"S0103-50532006000400024-scl","Cloud point extraction spectrophotometric determination of trace quantities of bismuth in urine","Afkhami, Abbas, Madrakian, Tayyebeh, Siampour, Hajar","Journal of the Brazilian Chemical Society; 17(4); 797-802","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400024&lang=pt" 
"S0103-50532006000400027-scl","A new biphenyl from Clusia melchiorii and a new tocotrienol from C. obdeltifolia","Teixeira, Josanaide S. R., Moreira, Luciana de M., Guedes, Maria L. da S., Cruz, Frederico G.","Journal of the Brazilian Chemical Society; 17(4); 812-815","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400027&lang=pt" 
"S0103-50532006000400017-scl","Influence of the electrolyte composition on the kinetics of the oxygen evolution reaction and ozone production processes","Franco, Débora V., Silva, Leonardo M. Da, Jardim, Wilson F., Boodts, Julien F. C.","Journal of the Brazilian Chemical Society; 17(4); 446-757","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400017&lang=pt" 
"S0103-50532006000400005-scl","The influence of lead (II) ions introduced into the subphase on the stability of mixed &quot;polyamic acid + surfactant&quot; monolayers and manufacturing of dye-containing Langmuir-Blodgett polymeric films","Bezkrovnaya, Olga N., Mchedlov-Petrossyan, Nikolay O., Savvin, Yuriy N., Tolmachev, Aleksandr V., Vodolazkaya, Natalya A.","Journal of the Brazilian Chemical Society; 17(4); 655-666","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000400005&lang=pt" 
"S0103-65132006000200011-scl","Uma heurística de localização-alocação (HLA) para problemas de localização de facilidades","Arakaki, Reinaldo Gen Ichiro, Lorena, Luiz Antonio Nogueira","Production; 16(2); 319-328","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200011&lang=pt" 
"S0103-65132006000200004-scl","SAD: análise da percepção de usuários e desenvolvedores através de análise fatorial","Barbosa, Gilka Rocha, Almeida, Adiel Teixeira de, Costa, Ana Paula Cabral Seixas","Production; 16(2); 216-228","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200004&lang=pt" 
"S0103-65132006000200005-scl","As empresas da Região Metropolitana do Recife e a exploração de SI/TI","Costa, Ana Paula Cabral Seixas, Teixeira Filho, José Gilson de Almeida, Silva, Maisa Mendonça","Production; 16(2); 229-243","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200005&lang=pt" 
"S0103-65132006000200006-scl","Maximização da lucratividade em produção conjunta: um caso na indústria frigorífica","Cassel, Ricardo Augusto, Antunes Jr., José Antônio Valle, Oenning, Vilmar","Production; 16(2); 244-257","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200006&lang=pt" 
"S0103-65132006000200007-scl","Um novo modelo de pesquisa de clima organizacional","Bispo, Carlos Alberto Ferreira","Production; 16(2); 258-273","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200007&lang=pt" 
"S0103-65132006000200009-scl","Um estudo de usabilidade de sites de empresas virtuais","Ferreira, Simone Bacellar Leal, Chauvel, Marie Agnes, Silveira, Denis Silva da","Production; 16(2); 287-302","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200009&lang=pt" 
"S0103-65132006000200010-scl","Modelo de gerenciamento de materiais na construção civil utilizando avaliação multicritério","Szajubok, Nadia Kelner, Alencar, Luciana Hazin, Almeida, Adiel Teixeira de","Production; 16(2); 303-318","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200010&lang=pt" 
"S0103-65132006000200012-scl","Gestão da qualidade em serviços de TI: em busca de competitividade","Silva, Eduardo Margara da, Yue, Gin Kwan, Rotondaro, Roberto Gilioli, Laurindo, Fernando José Barbin","Production; 16(2); 329-340","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200012&lang=pt" 
"S0103-65132006000200013-scl","Modelagem de processos de negócios na implementação de ERPs nacionais em PMEs","Silva, Fernanda Pereira Carneiro da, Pereira, Néocles Alves","Production; 16(2); 341-353","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200013&lang=pt" 
"S0103-65132006000200014-scl","Estrutura de informação como suporte em múltiplas vistas do produto num projeto orientado para a manufatura","Canciglieri Junior, Osiris, Young, Robert I. M.","Production; 16(2); 354-374","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200014&lang=pt" 
