"S0041-47512012000200012-sza","Musiekentrepreneurskap: &#039;n Onmisbare element van die tersiêre musiekkurrikulum","van Zuilenburg, Paul Loeb","Tydskrif vir Geesteswetenskappe; 52(2); 322-336","Tydskrif vir Geesteswetenskappe","Africaner","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512012000200012&lang=pt" 
"S0864-03192012000200008-cub","Prevención del embarazo en adolescentes","Vaillant Correoso, Mayteé, Dandicourt Thomas, Caridad, Mackensie Soria, Yolaydys","Revista Cubana de Enfermería; 28(2); 125-135","Revista Cubana de Enfermería","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200008&lang=pt" 
"S0864-03192012000200010-cub","Valoración del dolor y aplicación de intervenciones terapéuticas enfermeras en el paciente neonatal y pediátrico, en contextos asistenciales hospitalarios","Sellán Soto, Mª Carmen, Díaz Martínez, Mª Luisa, Vázquez Sellán, Antonio","Revista Cubana de Enfermería; 28(2); 144-155","Revista Cubana de Enfermería","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200010&lang=pt" 
"S0864-03192012000200011-cub","Estratégias em saúde da criança: contribuições ao ensino em enfermagem a partir do pensar Merleau-Pontyano","Maria Refrande, Sueli, Costa Rosa Andrade Silva, Rose Mary, Ramos Pereira, Eliane, Andrade Silva, Marcos","Revista Cubana de Enfermería; 28(2); 156-158","Revista Cubana de Enfermería","Português","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200011&lang=pt" 
"S0864-03192012000200012-cub","Características del enfermero que cuida y de la persona cuidada en un ambiente neonatal","Molano Pirazán, María Luisa, Guerrero, Nidia Sandra","Revista Cubana de Enfermería; 28(2); 169-180","Revista Cubana de Enfermería","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200012&lang=pt" 
"S0864-03192012000200013-cub","Fundamentos de las rutas de cuidados en el paciente pediátrico","Milán Dobson, Niurka","Revista Cubana de Enfermería; 28(2); 181-188","Revista Cubana de Enfermería","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200013&lang=pt" 
"S0864-03192012000200003-cub","Comunicación acerca de la Red Internacional de Enfermería en Salud Infantil (RED ENSI)","Montenegro, Gloria","Revista Cubana de Enfermería; 28(2); 83-96","Revista Cubana de Enfermería","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192012000200003&lang=pt" 
"S1665-85742012000100001-mex","Presentación","","Latinoamérica. Revista de estudios Latinoamericanos; (54); 7-8","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100001&lang=pt" 
"S1665-85742012000100010-mex","Una revisión del caudillo a dos voces: Notas sobre reescritura e intertextualidad en el teatro de David Peña y David Viñas","Hernán Sosa, Carlos","Latinoamérica. Revista de estudios Latinoamericanos; (54); 249-267","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100010&lang=pt" 
"S1665-85742012000100011-mex","Del sueño americano a la utopía desmoronada: cuatro novelas sobre la inmigración de México a Estados Unidos","Mora Ordóñez, Edith","Latinoamérica. Revista de estudios Latinoamericanos; (54); 269-295","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100011&lang=pt" 
"S1665-85742012000100012-mex","Las revoluciones en América Latina: Las vías a la Independencia 1760-1830","Pérez Monfort, Ricardo","Latinoamérica. Revista de estudios Latinoamericanos; (54); 298-303","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100012&lang=pt" 
"S1665-85742012000100013-mex","Centinelas de la frontera: Los representantes diplomáticos de México en el Caribe, 1838-1960","Nelken-Terner, Antoinette","Latinoamérica. Revista de estudios Latinoamericanos; (54); 304-311","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100013&lang=pt" 
"S1665-85742012000100014-mex","Educadores en América Latina y el Caribe: De la Colonia a los siglos XIX y XX","Uribe Ángel, Jorge Tomás","Latinoamérica. Revista de estudios Latinoamericanos; (54); 312-314","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100014&lang=pt" 
"S1665-85742012000100015-mex","Una sociología sentipensante para América Latina (antología)","Jaramillo Marín, Jefferson","Latinoamérica. Revista de estudios Latinoamericanos; (54); 315-324","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100015&lang=pt" 
"S1665-85742012000100002-mex","Cuba y la Unión Europea: Una perspectiva histórica","Ojeda Revah, Mario","Latinoamérica. Revista de estudios Latinoamericanos; (54); 9-36","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100002&lang=pt" 
"S1665-85742012000100003-mex","Claves de la política exterior de Colombia","Dallanegra Pedraza, Luis","Latinoamérica. Revista de estudios Latinoamericanos; (54); 37-73","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100003&lang=pt" 
"S1665-85742012000100004-mex","Aunque las aguas nos dividan: las relaciones chileno-bolivianas y la construcción de una agenda común","Loreto Correa, Vera, García Pinzón, Viviana","Latinoamérica. Revista de estudios Latinoamericanos; (54); 75-110","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100004&lang=pt" 
"S1665-85742012000100005-mex","Acción exterior y propaganda: Las visitas de líderes latinoamericanos a Franco","Eiroa San Francisco, Matilde","Latinoamérica. Revista de estudios Latinoamericanos; (54); 111-134","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100005&lang=pt" 
"S1665-85742012000100006-mex","La influencia pedagógica del exilio republicano español: la edad de oro de la enseñanza en Colombia","Hernández García, José Ángel","Latinoamérica. Revista de estudios Latinoamericanos; (54); 135-153","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100006&lang=pt" 
"S1665-85742012000100007-mex","Líneas de investigación y dialogismo en los procesos investigativos en el campo universitario ecuatoriano","Rodríguez Albán, Martha","Latinoamérica. Revista de estudios Latinoamericanos; (54); 155-181","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100007&lang=pt" 
"S1665-85742012000100008-mex","El Ojo que Llora: biopolítica, nudos de la memoria y arte público en el Perú de hoy","Moraña, Mabel","Latinoamérica. Revista de estudios Latinoamericanos; (54); 183-216","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100008&lang=pt" 
"S1665-85742012000100009-mex","El nativo americano en Bartolomé de las Casas: la proto-etnología &quot;colegida&quot; de la polémica","Teglia, Vanina María","Latinoamérica. Revista de estudios Latinoamericanos; (54); 217-247","Latinoamérica. Revista de estudios Latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-85742012000100009&lang=pt" 
"S1851-37352012000100001-arg","Benjamín Hopenhayn: (1924-2011)","Vanoli, Alejandro","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100001&lang=pt" 
"S1851-37352012000100002-arg","Guillermo O&#039;Donnell: (1936-2011)","Falco, Alejandro","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100002&lang=pt" 
"S1851-37352012000100003-arg","Daniel Aspiazu: (1948-2011)","Valle, Héctor","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100003&lang=pt" 
"S1851-37352012000100004-arg","Carlos Yanzón: (1937-2011)","Rapoport, Mario","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100004&lang=pt" 
"S1851-37352012000100005-arg","Las transformaciones en la integración europea y su impacto sobre la acción sindical: tendencias y debates en las últimas tres décadas","Musacchio, Andrés","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100005&lang=pt" 
"S1851-37352012000100006-arg","La organización obrera de base en una época en transición: las comisiones internas en los orígenes del peronismo (1936-1947). El caso de los textiles y los metalúrgicos","Ceruso, Diego, Schiavi, Marcos","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100006&lang=pt" 
"S1851-37352012000100007-arg","Partido y sindicato en la Argentina: La actuación de los comunistas en los gremios hasta mediados de los años treinta","Camarero, Hernán","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100007&lang=pt" 
"S1851-37352012000100008-arg","Mar del Plata, 1946-1948:: ¿resistencia obrera al peronismo?","Nieto, Agustín","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100008&lang=pt" 
"S1851-37352012000100009-arg","Apuntes para pensar la situación del movimiento obrero en el interior de la Argentina durante la primera mitad del siglo XX: El caso de la provincia de Salta","Benclowicz, José Daniel","Ciclos en la historia, la economía y la sociedad; 20(39); -","Ciclos en la historia, la economía y la sociedad","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37352012000100009&lang=pt" 
"S0036-36342012000300003-mex","Intervenciones para dejar de fumar en México: análisis de disponibilidad a pagar por un método efectivo de cesación","Serván-Mori, Edson E, Heredia-Pi, Ileana B, Reynales-Shigematsu, Luz Myriam, Bautista-Arredondo, Sergio","Salud Pública de México; 54(3); 213-224","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000300003&lang=pt" 
"S1132-12962012000100011-esp","Factores psicológicos implicados en el Duelo Perinatal","Fernández-Alcántara, Manuel, Cruz-Quintana, Francisco, Pérez-Marfil, Nieves, Robles-Ortega, Humbelina","Index de Enfermería; 21(1-2); 48-52","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100011&lang=pt" 
"S0188-25032012000200001-mex","De lo patógeno a lo ambiental: disputas de sentido en torno a la clasificación de residuos","Dimarco, Sabina","Revista mexicana de sociología; 74(2); 185-212","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200001&lang=pt" 
"S0188-25032012000200002-mex","Precariedad laboral y heterogeneidad ocupacional: una propuesta teórico-metodológica","Guadarrama Olivera, Rocío, Hualde Alfaro, Alfredo, López Estrada, Silvia","Revista mexicana de sociología; 74(2); 213-243","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200002&lang=pt" 
"S0188-25032012000200003-mex","¿Excluidos o incluidos?: Recuperadores de materiales reciclables en Latinoamérica","Villanova, Nicolás","Revista mexicana de sociología; 74(2); 245-274","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200003&lang=pt" 
"S0188-25032012000200004-mex","Neoliberalismo, corporativismo y experiencias posicionales: Los casos de Chile y Francia","Arteaga A., Catalina, Martuccelli, Danilo","Revista mexicana de sociología; 74(2); 275-302","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200004&lang=pt" 
"S0188-25032012000200005-mex","La experiencia de los consejos asesores presidenciales en Chile y la construcción de los problemas públicos","Garretón, Manuel Antonio, Cruz, María Angélica, Aguirre, Félix","Revista mexicana de sociología; 74(2); 303-340","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200005&lang=pt" 
"S0188-25032012000200006-mex","Poder político y religioso. México siglo XIX","Martínez Assad, Carlos","Revista mexicana de sociología; 74(2); 341-350","Revista mexicana de sociología","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032012000200006&lang=pt" 
"S0036-36342012000300013-mex","Se busca mercado adolescente: internet y videojuegos, las nuevas estrategias de la industria tabacalera","Barrientos-Gutiérrez, Tonatiuh, Barrientos-Gutiérrez, Inti, Reynales-Shigematsu, Luz Myriam, Thrasher, James F, Lazcano-Ponce, Eduardo","Salud Pública de México; 54(3); 303-314","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000300013&lang=pt" 
"S1132-12962012000100025-esp","Tratamiento antimicrobiano de la otitis media: Una revisión crítica","Sánchez Ayllón, Francisca, Martínez García, Susana, Conesa Fuentes, Mª Carmen, Paloma, Echevarría Pérez, Souza Oliveira, Adriana Catarina De","Index de Enfermería; 21(1-2); 108-109","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100025&lang=pt" 
"S1132-12962012000100023-esp","Investigación en Enfermería y en Historia de la Enfermería en España","García-García, Inmaculada, Gozalbes Cravioto, Enrique","Index de Enfermería; 21(1-2); 100-104","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100023&lang=pt" 
"S1132-12962012000100015-esp","Preferencias y demandas inmediatas que compiten con la actividad física en jóvenes: Desarrollo de instrumentos y propiedades psicométricas","Cruz Castruita, Rosa María, Salazar González, Bertha Cecilia, Ceballos Gurrola, Oswaldo, Cruz Castruita, Evelyn Lizeth","Index de Enfermería; 21(1-2); 69-72","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100015&lang=pt" 
"S1132-12962012000100008-esp","Medicamentos psicoactivos: estudio de mujeres con intento de suicidio en un municipio del sur de Brasil","Peron Toledo Trevisan, Elissa, Félix de Oliveira, Magda Lúcia","Index de Enfermería; 21(1-2); 33-37","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100008&lang=pt" 
"S1132-12962012000100017-esp","Neurofibromatosis tipo 2: La historia de Lidia","Solanes, Ares, Lázaro, Conxi, Castellanos, Elisabeth, Serra, Eduard, Blanco, Ignacio","Index de Enfermería; 21(1-2); 77-81","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100017&lang=pt" 
"S1132-12962012000100020-esp","Museo Histórico de Enfermería Fundación José Llopis: Un museo on line","Arredondo-González, Claudia Patricia, Ávila-Olivares, José Antonio, Verdú Rico, Antonio J.","Index de Enfermería; 21(1-2); 88-92","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100020&lang=pt" 
"S1132-12962012000100013-esp","Conflictos en las instituciones de salud: desafío necesario al trabajo del enfermero","Parnov Machado, Bruna, Gama Paes, Lucilene, Silva Diaz, Paola da, Martins dos Santos, Tanise, Soares de Lima, Suzinara Beatriz, Giacomelli Prochnow, Adelina","Index de Enfermería; 21(1-2); 58-61","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100013&lang=pt" 
"S1132-12962012000100021-esp","Las gafas de la enfermería para la Ley de Dependencia","Ordóñez Urbano, Pilar, Nieto Pérez, María Concepción","Index de Enfermería; 21(1-2); 93-94","Index de Enfermería","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962012000100021&lang=pt" 
"S0717-95022012000200002-chl","Ramo Superficial del Nervio Radial: Amplia Distribución en el Dorso de la Mano","Tiznado, G, Sousa-Rodrigues, C, Olave, E","International Journal of Morphology; 30(2); 374-378","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200002&lang=pt" 
"S0717-95022012000200003-chl","Comparación Antropométrica entre Mandíbulas de las Poblaciones Uruguaya y Brasileña","Sassi, Carlos, Picapedra, Alicia, Caria, Paulo Henrique Ferreira, Groppo, Francisco, Francesquini Júnior, Luiz, Daruge Júnior, Eduardo, Prado, Felippe Bevilacqua","International Journal of Morphology; 30(2); 379-387","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200003&lang=pt" 
"S0717-95022012000200004-chl","Effect of Scopolamine-based Amnesia on the Number of Astrocytes in the Rat&#039;s Hippocampus","Jahanshahi, M, Azami, N. S, Nickmahzar, E","International Journal of Morphology; 30(2); 388-393","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200004&lang=pt" 
"S0717-95022012000200005-chl","The Behavior of Demineralized Bone Matrix (DBM) in Post-Extraction Sockets","Fuentes, Ramón, Issa, João Paulo Mardegan, Iyomasa, Mamie Mizusaki, Oporto, Gonzalo, Prieto, Ruth, Borie, Eduardo","International Journal of Morphology; 30(2); 394-398","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200005&lang=pt" 
"S0717-95022012000200006-chl","Morphometric Analysis Related to the Transcondylar Approach in Dry Skulls and Computed Tomography","Pereira, G. A. M, Lopes, P. T. C, Santos, A. M. P. V, Duarte, R. D, Piva, L, Pozzobon, A","International Journal of Morphology; 30(2); 399-404","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200006&lang=pt" 
"S0717-95022012000200007-chl","Evaluation of Cervical Posture of Adolescent Subjects in Skeletal Class I, II, and III","García, Nerilda, Sanhueza, Antonio, Cantín, Mario, Fuentes, Ramón","International Journal of Morphology; 30(2); 405-410","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200007&lang=pt" 
"S0717-95022012000200008-chl","Morphological Characteristics and Motor Fitness Among Girls Attending Different Secondary-School Programmes","Kovac, Marjeta, Strel, Janko, Jurak, Gregor, Leskosek, Bojan","International Journal of Morphology; 30(2); 411-416","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200008&lang=pt" 
"S0717-95022012000200009-chl","Presencia y Morfometría de Forámenes y Canales en Relación a las Espinas Mentonianas","Soto, Reinaldo, Cáceres, Felipe, García, Roberto","International Journal of Morphology; 30(2); 417-421","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200009&lang=pt" 
"S0717-95022012000200010-chl","Estudio Morfológico de los Labios en una Población Mestiza Colombiana","Galindo-Ramirez, Sandra M, Vargas, Jessica, Ortiz, Mario Alejandro","International Journal of Morphology; 30(2); 422-424","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200010&lang=pt" 
"S0717-95022012000200011-chl","Effect of Different Methods of Bone Preparation on the Skeleton of the African Giant Pouched Rat (Cricetomys gambianus)","Onwuama, Kenechukwu Tobechukwu, Salami, Sulaiman Olawoye, Ali, Magdaline, Nzalak, James Oliver","International Journal of Morphology; 30(2); 425-427","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200011&lang=pt" 
"S0717-95022012000200012-chl","Absence of the Arteria Profunda Femoris","Otag, I, Çimen, M, Solak, O, Otag, A, Çimen, F. G, Kosar, M. I","International Journal of Morphology; 30(2); 428-431","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200012&lang=pt" 
"S0717-95022012000200013-chl","Estudio Comparativo entre Soluciones Conservadoras con y sin Formol en Placenta Humana","Wolff, Daniel, Villa, Pablo, Neirreitter, Alejandra, Ruibal, Cecilia, Ugon, Gustavo Armand, Salgado, Guillermo, Cantín, Mario","International Journal of Morphology; 30(2); 432-438","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200013&lang=pt" 
"S0717-95022012000200014-chl","Protease Inhibitor and Metabolic Alteration","Cavenaghi, F. M, Bataglion, C. A. N, Paula, P. C, Motta, A. C. F, Komesu, M. C","International Journal of Morphology; 30(2); 439-444","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200014&lang=pt" 
"S0717-95022012000200015-chl","Anatomic Variants of Foramen Ovale and Spinosum in Human Skulls","Khan, Aaijaz Ahmed, Asari, Mohd Asnizam, Hassan, Asma","International Journal of Morphology; 30(2); 445-449","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200015&lang=pt" 
"S0717-95022012000200016-chl","Composición Corporal y Somatotipo en Futbol Femenino: Campeonato Sudamericano Sub-17","Bahamondes Avila, Carlos, Cifuentes Cea, Bernarda Macarena, Lara Padilla, Eleazar, Berral de la Rosa, Francisco José","International Journal of Morphology; 30(2); 450-460","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200016&lang=pt" 
"S0717-95022012000200017-chl","Dynamics of Stomach Growth in the Human Fetal Period: a Postmortem Study","Gworys, Bohdan, Jeka, Slawomir, Brukiewa, Radoslaw, Rymko, Marcin","International Journal of Morphology; 30(2); 461-466","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200017&lang=pt" 
"S0717-95022012000200018-chl","Persistencia de los Efectos del Láser Infrarrojo 6 J/cm² en Hepatocitos de Rata","Cornejo, R, Matamala, F, Silva, H, Garrido, O, Saéz, L","International Journal of Morphology; 30(2); 467-472","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200018&lang=pt" 
"S0717-95022012000200019-chl","Computed Tomography and Cross Sectional Anatomy of the Metacarpus and Digits of the One-humped Camel and Egyptian Water Buffalo","El-Shafey, Anwar, Sayed-Ahmed, Ahmed","International Journal of Morphology; 30(2); 473-482","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200019&lang=pt" 
"S0717-95022012000200020-chl","Análisis de la Morfología del Raquis Torácico y Lumbar en Mujeres Trabajadoras de una Cooperativa Hortofrutícola","Muyor, José María, López-Miñarro, Pedro A, Casimiro, Antonio J, Nievas, Antonio J, Parrón, Tesifón","International Journal of Morphology; 30(2); 483-488","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200020&lang=pt" 
"S0717-95022012000200021-chl","Testicular and Epididymal Parameters of Sahel Buck in the Humid Zone of Nigeria","Oyeyemi, M. O, Fayomi, A. P, Adeniji, D. Adejoke, Ojo, K. Mary","International Journal of Morphology; 30(2); 489-492","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200021&lang=pt" 
"S0717-95022012000200022-chl","Morphological Aspects of Spermatogenic Cells at Different Stagesof Sexual Maturation in Black Isogenic C57BL/6/Uni Mice","Martins, M. R. F. B, Silva, P. J. R, Martins, B. B, Zoca, S. M, Freitas, M. A, Batista, T. C","International Journal of Morphology; 30(2); 493-498","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200022&lang=pt" 
"S0717-95022012000200023-chl","Diffuse Idiopathic Skeletal Hyperostosis of Cervical Column: a Clinical Anatomy and Functional Approach","Perlaza, Néstor Alonso","International Journal of Morphology; 30(2); 499-503","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200023&lang=pt" 
"S0717-95022012000200024-chl","The Mandibular Landmarks about the Facial Artery and Vein with Multidetector Computed Tomography Angiography (MDCTA): an Anatomical and Radiological Morphometric Study","Cicekcibasi, Aynur Emine, Yilmaz, Mehmet Tugrul, Kiresi, Demet, Seker, Muzaffer","International Journal of Morphology; 30(2); 504-509","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200024&lang=pt" 
"S0717-95022012000200025-chl","Morphometry Research of Deer, Sheep, and Human Lumbar Spine: Feasibility of Using Deerand Sheep in Spinal Animal Models","Bai, Xiaofan, Liu, Guomin, Xu, Chuanjie, Zhuang, Yingying, Zhang, Jinlong, Jia, Yuyan, Liu, Yi","International Journal of Morphology; 30(2); 510-520","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200025&lang=pt" 
"S0717-95022012000200026-chl","Effects of Formaldehyde on Respiratory Mucosa in Rats","Yorgancilar, E, Deveci, E, Deveci, S","International Journal of Morphology; 30(2); 521-523","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200026&lang=pt" 
"S0717-95022012000200027-chl","The Topography and Gross Anatomy of the Abdominal Gastrointestinal Tract of the Persian Squirrel (Sciurus anomalus)","Sadeghinezhad, J, Tootian, Z, Akbari, G. H, Chiocchetti, R","International Journal of Morphology; 30(2); 524-530","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200027&lang=pt" 
"S0717-95022012000200028-chl","La Respuesta Terapéutica a Ezetimiba en Ratones C57BL/6 es Mediada por Cambios en la Expresión de NPC1L1, ABCG5 y ABCG8 en el Enterocito","Caamaño, José M, Saavedra, Nicolás, Wulff, Cristian, Salazar, Luis A","International Journal of Morphology; 30(2); 531-540","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200028&lang=pt" 
"S0717-95022012000200029-chl","Morfología del Epipodio de Prisogaster niger (Mollusca: Vetigastropoda): Revelando Autapomorfías Potenciales de Valor Diagnóstico para Prisogasterinae","Collado, Gonzalo A, Méndez, Marco A, Brown, Donald I","International Journal of Morphology; 30(2); 541-545","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200029&lang=pt" 
