"S0104-12902011000400007-scl","Formação dos profissionais de saúde para o SUS: significado e cuidado","Batista, Karina Barros Calife, Gonçalves, Otília Simões Janeiro","Saúde e Sociedade; 20(4); 884-899","Saúde e Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000400007&lang=pt" 
"S0325-29572011000400005-arg","Estatinas: incidencia de efectos adversos","Spalvieri, Mónica Paula, Oyola, María Eugenia","Acta bioquímica clínica latinoamericana; 45(4); 727-738","Acta bioquímica clínica latinoamericana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572011000400005&lang=pt" 
"S0325-29572011000400007-arg","Estudio comparativo de parámetros del eritrograma del Coulter STKS y del Sysmex XE-2100D","Henneberg, Railson, Nascimento, Aguinaldo José do, Cicchetti, Domenic V, Ferreira, Aline Emmer, Pedrassani, Camila Andrade, Monteiro, Mariana Franco","Acta bioquímica clínica latinoamericana; 45(4); 757-762","Acta bioquímica clínica latinoamericana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572011000400007&lang=pt" 
"S0325-29572011000400008-arg","Influencia del método anticonceptivo en el perfil de la función vaginal en un microambiente social","Fosch, Sonia Elena, Yones, Cristian, Trossero, Marta, Grosso, Omar","Acta bioquímica clínica latinoamericana; 45(4); 763-772","Acta bioquímica clínica latinoamericana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572011000400008&lang=pt" 
"S0325-29572011000400009-arg","El Colesterol no-HDL demuestra una mejor exactitud en el score de la clasificación del riesgo cardiovascular comparado con el colesterol LDL, directo o calculado, en una población dislipémica","van Deventer, Hendrick E, Miller, W. Greg, Myers, Gary L, Sakurabayashi, Ikunosuke, Bachmann, Lorin M, Caudill, Samuel P, Dziekonski, Andrzej, Edwards, Selvin, Kimberly, Mary M, Korzun, William J, Leary, Elizabeth T, Nakajima, Katsuyuki, Nakamura, Masakazu, Shamburek, Robert D, Vetrovec, George W, Warnick, G. Russell, Remaley, Alan T","Acta bioquímica clínica latinoamericana; 45(4); 773-784","Acta bioquímica clínica latinoamericana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572011000400009&lang=pt" 
"S0325-29572011000400006-arg","Analgesic and anti-arthritic effect of Corallocarpus epigaeus","Uthrapathy, Subashini, Shabi, Mohamed M, Krishnamoorthy, Gayathri, Ravindhran, Dhevi, Rajamanickam, Victor G, Pillay Dubey, Govindha","Acta bioquímica clínica latinoamericana; 45(4); 739-756","Acta bioquímica clínica latinoamericana","Inglês","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572011000400006&lang=pt" 
"S1415-790X2011000400001-scl","Padrão de incorporação de fármacos antiretrovirais pelo sistema público de saúde no Brasil","Duarte, Paulo Schiavom, Ramos, Daniel Garkauskas, Pereira, Júlio Cesar Rodrigues","Revista Brasileira de Epidemiologia; 14(4); 541-547","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400001&lang=pt" 
"S1413-35552011000600004-scl","Abdominal muscle electrical activity during labor expulsive stage: a cross-sectional study","Oliveira, Belisa D. R., Andrade, Armèle Dornelas de, Lemos, Andréa, Brito, Vitor C., Pedrosa, Manuela L., Silva, Thayse N. S.","Brazilian Journal of Physical Therapy; 15(6); 445-451","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600004&lang=pt" 
"S1413-35552011000600003-scl","Effects of the addition of functional electrical stimulation to ground level gait training with body weight support after chronic stroke","Prado-Medeiros, Christiane L., Sousa, Catarina O., Souza, Andréa S., Soares, Márcio R., Barela, Ana M. F., Salvini, Tania F.","Brazilian Journal of Physical Therapy; 15(6); 436-444","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600003&lang=pt" 
"S1413-35552011000600013-scl","Validation, repeatability and reproducibility of a noninvasive instrument for measuring thoracic and lumbar curvature of the spine in the sagittal plane","Chaise, Fabiana O., Candotti, Cláudia T., Torre, Marcelo L., Furlanetto, Tássia S., Pelinson, Patricia P. T., Loss, Jefferson F.","Brazilian Journal of Physical Therapy; 15(6); 511-517","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600013&lang=pt" 
"S1413-35552011000600011-scl","How do low/high height and weight variation affect upper limb movements during manual material handling of industrial boxes?","Oliveira, Ana B., Silva, Luciana C. C. B., Coury, Helenice J. C. G.","Brazilian Journal of Physical Therapy; 15(6); 494-502","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600011&lang=pt" 
"S1413-35552011000600012-scl","The relationship between cardiac autonomic function and clinical and angiographic characteristics in patients with coronary artery disease","Kunz, Vandeni C., Souza, Raquel B., Takahashi, Anielle C. M., Catai, Aparecida M., Silva, Ester","Brazilian Journal of Physical Therapy; 15(6); 503-510","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600012&lang=pt" 
"S1413-35552011000600002-scl","Relationship between force platform and two functional tests for measuring balance in the elderly","Gil, André W. O., Oliveira, Marcio R., Coelho, Vinícius A., Carvalho, Carlos E., Teixeira, Denilson C., Silva Jr, Rubens A. da","Brazilian Journal of Physical Therapy; 15(6); 429-435","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600002&lang=pt" 
"S1413-35552011000600009-scl","Objective structured clinical evaluation as an assessment method for undergraduate chest physical therapy students: a cross-sectional study","Silva, Cibele C. B. M., Lunardi, Adriana C., Mendes, Felipe A. R., Souza, Flavia F. P., Carvalho, Celso R. F.","Brazilian Journal of Physical Therapy; 15(6); 481-486","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600009&lang=pt" 
"S1415-790X2011000400006-spa","Relação entre plano de saúde e a realização do exame Papanicolaou: uma aplicação de escore de propensão usando um inquérito amostral complexo","Moraes, José Rodrigo de, Guimarães, Patrícia Viana, Paula, Fátima de Lima, Ferreira, Mário Luiz Pinto, Guimarães, Rafael Mendonça, Luiz, Ronir Raggio","Revista Brasileira de Epidemiologia; 14(4); 589-597","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400006&lang=pt" 
"S1415-790X2011000400010-spa","Associação entre a qualidade de vida das mães e o estado nutricional de seus filhos","Feijó, Fernanda de Matos, Carraro, Deborah Filippini, Cuervo, Maria Rita Macedo, Hagen, Martine Elisabeth Kienzle, Spiandorello, Wilson Paloschi, Pizzato, Alessandra Campani","Revista Brasileira de Epidemiologia; 14(4); 633-641","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400010&lang=pt" 
"S1415-790X2011000400012-spa","Estudo de incidência de eventos adversos hospitalares, Rio de Janeiro, Brasil: avaliação da qualidade do prontuário do paciente","Pavão, Ana Luiza Braz, Andrade, Daniel, Mendes, Walter, Martins, Mônica, Travassos, Cláudia","Revista Brasileira de Epidemiologia; 14(4); 651-661","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400012&lang=pt" 
"S1415-790X2011000400003-spa","A satisfação com o serviço de esterilização cirúrgica entre os usuários do sistema único de saúde em um município paulista","Vieira, Elisabeth Meloni, Souza, Luiz de","Revista Brasileira de Epidemiologia; 14(4); 556-564","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400003&lang=pt" 
"S1415-790X2011000400011-spa","Scheduling delay in suspected cases of oral cancer","Souza, Luciana Meneses, Michel-Crosato, Edgard, Biazevic, Maria Gabriela Haye, Antunes, José Leopoldo Ferreira","Revista Brasileira de Epidemiologia; 14(4); 642-650","Revista Brasileira de Epidemiologia","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400011&lang=pt" 
"S1415-790X2011000400009-spa","Uso de serviços ambulatoriais nos últimos 15 anos: comparação de dois estudos de base populacional","Bastos, Gisele Alsina Nader, Santos, Iná S., Costa, Juvenal Soares Dias da, Capilheira, Marcelo Fernandes","Revista Brasileira de Epidemiologia; 14(4); 620-632","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400009&lang=pt" 
"S1415-790X2011000400005-spa","Adult mortality from leukemia, brain cancer, amyotrophic lateral sclerosis and magnetic fields from power lines: a case-control study in Brazil","Marcilio, Izabel, Gouveia, Nelson, Pereira Filho, Mário Leite, Kheifets, Leeka","Revista Brasileira de Epidemiologia; 14(4); 580-588","Revista Brasileira de Epidemiologia","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400005&lang=pt" 
"S1415-790X2011000400001-spa","Padrão de incorporação de fármacos antiretrovirais pelo sistema público de saúde no Brasil","Duarte, Paulo Schiavom, Ramos, Daniel Garkauskas, Pereira, Júlio Cesar Rodrigues","Revista Brasileira de Epidemiologia; 14(4); 541-547","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400001&lang=pt" 
"S1415-790X2011000400002-scl","Hepatite A: soroprevalência e fatores associados em escolares de São Luís (MA), Brasil","Gomes, Márcia Andréa Costa, Ferreira, Adalgisa de Sousa Paiva, Silva, Antonio Augusto Moura da, Souza, Eliane Rabelo de","Revista Brasileira de Epidemiologia; 14(4); 548-555","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400002&lang=pt" 
"S1415-790X2011000400003-scl","A satisfação com o serviço de esterilização cirúrgica entre os usuários do sistema único de saúde em um município paulista","Vieira, Elisabeth Meloni, Souza, Luiz de","Revista Brasileira de Epidemiologia; 14(4); 556-564","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400003&lang=pt" 
"S1415-790X2011000400004-scl","Investigação em farmacoepidemiologia de campo: uma proposta para as ações de farmacovigilância no Brasil","Mota, Daniel Marques","Revista Brasileira de Epidemiologia; 14(4); 565-579","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400004&lang=pt" 
"S1415-790X2011000400005-scl","Adult mortality from leukemia, brain cancer, amyotrophic lateral sclerosis and magnetic fields from power lines: a case-control study in Brazil","Marcilio, Izabel, Gouveia, Nelson, Pereira Filho, Mário Leite, Kheifets, Leeka","Revista Brasileira de Epidemiologia; 14(4); 580-588","Revista Brasileira de Epidemiologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400005&lang=pt" 
"S1415-790X2011000400006-scl","Relação entre plano de saúde e a realização do exame Papanicolaou: uma aplicação de escore de propensão usando um inquérito amostral complexo","Moraes, José Rodrigo de, Guimarães, Patrícia Viana, Paula, Fátima de Lima, Ferreira, Mário Luiz Pinto, Guimarães, Rafael Mendonça, Luiz, Ronir Raggio","Revista Brasileira de Epidemiologia; 14(4); 589-597","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400006&lang=pt" 
"S1415-790X2011000400009-scl","Uso de serviços ambulatoriais nos últimos 15 anos: comparação de dois estudos de base populacional","Bastos, Gisele Alsina Nader, Santos, Iná S., Costa, Juvenal Soares Dias da, Capilheira, Marcelo Fernandes","Revista Brasileira de Epidemiologia; 14(4); 620-632","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400009&lang=pt" 
"S1415-790X2011000400010-scl","Associação entre a qualidade de vida das mães e o estado nutricional de seus filhos","Feijó, Fernanda de Matos, Carraro, Deborah Filippini, Cuervo, Maria Rita Macedo, Hagen, Martine Elisabeth Kienzle, Spiandorello, Wilson Paloschi, Pizzato, Alessandra Campani","Revista Brasileira de Epidemiologia; 14(4); 633-641","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400010&lang=pt" 
"S1415-790X2011000400011-scl","Scheduling delay in suspected cases of oral cancer","Souza, Luciana Meneses, Michel-Crosato, Edgard, Biazevic, Maria Gabriela Haye, Antunes, José Leopoldo Ferreira","Revista Brasileira de Epidemiologia; 14(4); 642-650","Revista Brasileira de Epidemiologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400011&lang=pt" 
"S1415-790X2011000400012-scl","Estudo de incidência de eventos adversos hospitalares, Rio de Janeiro, Brasil: avaliação da qualidade do prontuário do paciente","Pavão, Ana Luiza Braz, Andrade, Daniel, Mendes, Walter, Martins, Mônica, Travassos, Cláudia","Revista Brasileira de Epidemiologia; 14(4); 651-661","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400012&lang=pt" 
"S1415-790X2011000400013-scl","Estado nutricional e fatores sociodemográficos em adultos residentes em Ribeirão Preto, SP, 2006: projeto OBEDIARP","Moraes, Suzana Alves de, Humberto, Janaina Silva Martins, Freitas, Isabel Cristina Martins de","Revista Brasileira de Epidemiologia; 14(4); 662-676","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400013&lang=pt" 
"S1415-790X2011000400014-scl","Comparação de métodos de avaliação da gordura corporal total e sua distribuição","Martins, Karine Anusca, Monego, Estelamaris Tronco, Paulinelli, Régis Resende, Freitas-Junior, Ruffo","Revista Brasileira de Epidemiologia; 14(4); 677-687","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400014&lang=pt" 
"S1415-790X2011000400017-scl","Queda dos homicídios no município de São Paulo: uma análise exploratória de possíveis condicionantes","Peres, Maria Fernanda Tourinho, Almeida, Juliana Feliciano de, Vicentin, Diego, Cerda, Magdalena, Cardia, Nancy, Adorno, Sérgio","Revista Brasileira de Epidemiologia; 14(4); 709-721","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400017&lang=pt" 
"S1413-35552011000600005-scl","Effects of different methods of antagonist muscles pre-activation on knee extensors neuromuscular responses","Carregaro, Rodrigo L., Cunha, Rafael R., Cardoso, Jefferson R., Pinto, Ronei S., Bottaro, Martim","Brazilian Journal of Physical Therapy; 15(6); 4520-459","Brazilian Journal of Physical Therapy","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600005&lang=pt" 
"S1413-35552011000600010-scl","Effect of pelvic floor muscle training on labour and newborn outcomes: a randomized controlled trial","Dias, Letícia A. R., Driusso, Patricia, Aita, Daniella L. C. C., Quintana, Silvana M., Bø, Kari, Ferreira, Cristine H. J.","Brazilian Journal of Physical Therapy; 15(6); 487-493","Brazilian Journal of Physical Therapy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600010&lang=pt" 
"S1413-35552011000600007-scl","Can the Glittre ADL test differentiate the functional capacity of COPD patients from that of healthy subjects?","Corrêa, Krislainy S., Karloh, Manuela, Martins, Letícia Q., Santos, Karoliny dos, Mayer, Anamaria F.","Brazilian Journal of Physical Therapy; 15(6); 467-473","Brazilian Journal of Physical Therapy","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000600007&lang=pt" 
"S1415-790X2011000400002-spa","Hepatite A: soroprevalência e fatores associados em escolares de São Luís (MA), Brasil","Gomes, Márcia Andréa Costa, Ferreira, Adalgisa de Sousa Paiva, Silva, Antonio Augusto Moura da, Souza, Eliane Rabelo de","Revista Brasileira de Epidemiologia; 14(4); 548-555","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400002&lang=pt" 
"S1415-790X2011000400004-spa","Investigação em farmacoepidemiologia de campo: uma proposta para as ações de farmacovigilância no Brasil","Mota, Daniel Marques","Revista Brasileira de Epidemiologia; 14(4); 565-579","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400004&lang=pt" 
"S1415-790X2011000400007-spa","Desfechos relacionados à gravidez em áreas contaminadas, SP, Brasil","Guimarães, Mariana Tavares, Cunha, Michele Granato, Carvalho, Daniele Pena, Sampaio, Tatyana, Braga, Alfésio L.F., Pereira, Luiz Alberto Amador","Revista Brasileira de Epidemiologia; 14(4); 598-608","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400007&lang=pt" 
"S1415-790X2011000400008-spa","Absenteísmo-doença, modelo demanda-controle e suporte social: um estudo caso-controle aninhado em uma coorte de trabalhadores de hospitais, Santa Catarina, Brasil","Santos, Kleber dos, Kupek, Emil, Cunha, Jane Cléia Cardoso Bittencourt, Blank, Vera Lúcia Guimarães","Revista Brasileira de Epidemiologia; 14(4); 609-619","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400008&lang=pt" 
"S1415-790X2011000400013-spa","Estado nutricional e fatores sociodemográficos em adultos residentes em Ribeirão Preto, SP, 2006: projeto OBEDIARP","Moraes, Suzana Alves de, Humberto, Janaina Silva Martins, Freitas, Isabel Cristina Martins de","Revista Brasileira de Epidemiologia; 14(4); 662-676","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400013&lang=pt" 
"S1415-790X2011000400014-spa","Comparação de métodos de avaliação da gordura corporal total e sua distribuição","Martins, Karine Anusca, Monego, Estelamaris Tronco, Paulinelli, Régis Resende, Freitas-Junior, Ruffo","Revista Brasileira de Epidemiologia; 14(4); 677-687","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400014&lang=pt" 
"S1415-790X2011000400015-spa","Fatores associados à capacidade para o trabalho e percepção de fadiga em trabalhadores de enfermagem da Amazônia ocidental","Vasconcelos, Suleima Pedroza, Fischer, Frida Marina, Reis, Alberto Olavo Advincula, Moreno, Cláudia Roberta de Castro","Revista Brasileira de Epidemiologia; 14(4); 688-697","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400015&lang=pt" 
"S1415-790X2011000400016-spa","Prevalência e distribuição dos fatores de risco para doenças crônicas não transmissíveis entre adultos da cidade de Lages (SC), sul do Brasil, 2007","Longo, Giana Zarbato, Neves, Janaina das, Castro, Teresa Gontijo de, Pedroso, Márcia Regina de Oliveira, Matos, Izabella Barison","Revista Brasileira de Epidemiologia; 14(4); 698-708","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400016&lang=pt" 
"S1415-790X2011000400017-spa","Queda dos homicídios no município de São Paulo: uma análise exploratória de possíveis condicionantes","Peres, Maria Fernanda Tourinho, Almeida, Juliana Feliciano de, Vicentin, Diego, Cerda, Magdalena, Cardia, Nancy, Adorno, Sérgio","Revista Brasileira de Epidemiologia; 14(4); 709-721","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400017&lang=pt" 
"S1415-790X2011000400018-spa","Avaliação da conduta de profilaxia antirrábica indicada para pessoas envolvidas em agravos com cães e gatos no município de Jaboticabal, SP, no período de 2000 a 2006","Frias, Danila Fernanda Rodrigues, Lages, Sonia Luisa Silva, Carvalho, Adolorata Aparecida Bianco","Revista Brasileira de Epidemiologia; 14(4); 722-732","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2011000400018&lang=pt" 
"S1415-790X2011000400015-scl","Fatores associados à capacidade para o trabalho e percepção de fadiga em trabalhadores de enfermagem da Amazônia ocidental","Vasconcelos, Suleima Pedroza, Fischer, Frida Marina, Reis, Alberto Olavo Advincula, Moreno, Cláudia Roberta de Castro","Revista Brasileira de Epidemiologia; 14(4); 688-697","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400015&lang=pt" 
"S1415-790X2011000400008-scl","Absenteísmo-doença, modelo demanda-controle e suporte social: um estudo caso-controle aninhado em uma coorte de trabalhadores de hospitais, Santa Catarina, Brasil","Santos, Kleber dos, Kupek, Emil, Cunha, Jane Cléia Cardoso Bittencourt, Blank, Vera Lúcia Guimarães","Revista Brasileira de Epidemiologia; 14(4); 609-619","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400008&lang=pt" 
"S1415-790X2011000400016-scl","Prevalência e distribuição dos fatores de risco para doenças crônicas não transmissíveis entre adultos da cidade de Lages (SC), sul do Brasil, 2007","Longo, Giana Zarbato, Neves, Janaina das, Castro, Teresa Gontijo de, Pedroso, Márcia Regina de Oliveira, Matos, Izabella Barison","Revista Brasileira de Epidemiologia; 14(4); 698-708","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400016&lang=pt" 
"S1415-790X2011000400018-scl","Avaliação da conduta de profilaxia antirrábica indicada para pessoas envolvidas em agravos com cães e gatos no município de Jaboticabal, SP, no período de 2000 a 2006","Frias, Danila Fernanda Rodrigues, Lages, Sonia Luisa Silva, Carvalho, Adolorata Aparecida Bianco","Revista Brasileira de Epidemiologia; 14(4); 722-732","Revista Brasileira de Epidemiologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400018&lang=pt" 
"S1415-790X2011000400007-scl","Desfechos relacionados à gravidez em áreas contaminadas, SP, Brasil","Guimarães, Mariana Tavares, Cunha, Michele Granato, Carvalho, Daniele Pena, Sampaio, Tatyana, Braga, Alfésio L.F., Pereira, Luiz Alberto Amador","Revista Brasileira de Epidemiologia; 14(4); 598-608","Revista Brasileira de Epidemiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2011000400007&lang=pt" 
"S1851-95042011000200005-arg","Posiciones en debate: Estado y Neoliberalismo","Roldán, Diego P.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200005&lang=pt" 
"S1851-95042011000200006-arg","Forjando el Estado Neoliberal: Workfare, Prisonfare e Inseguridad Social","Wacquant, Loïc, Roldán, Diego P., Pascual, Cecilia M.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200006&lang=pt" 
"S1851-95042011000200007-arg","La heterogeneidad de lo político: Continuidades y discontinuidades entre el Fordismo y el Neoliberalismo","Fox Piven, Frances, Pascual, Cecilia M.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200007&lang=pt" 
"S1851-95042011000200008-arg","Estados Penal y Deudor del Neoliberalismo: Especificando el neoliberalismo","Campbell, John L., Roldán, Diego P.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200008&lang=pt" 
"S1851-95042011000200009-arg","La adhesión subjetiva a la barbarie","Maliguti Batista, Vera, Roldán, Diego P.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200009&lang=pt" 
"S1851-95042011000200010-arg","Neoliberalismo Zombie y el Estado ambidiestro","Peck, Jamie, Pascual, Cecilia M.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200010&lang=pt" 
"S1851-95042011000200011-arg","Lo más profundo es la piel: Empirismo y estructura","Valverde, Mariana, Roldán, Diego P.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200011&lang=pt" 
"S1851-95042011000200012-arg","Strix Hispánica: Demonología cristiana y cultura folklórica en la España moderna","Dahhur, Astrid","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200012&lang=pt" 
"S1851-95042011000200013-arg","Santidad, Falsa Santidad y Posesiones Demoníacas en Perú y Chile Siglos XVI y XVII","Sánchez, Roberto Antonio","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200013&lang=pt" 
"S1851-95042011000200014-arg","Los viajes en Bolivia de la Comisión Científica Médico-Quirúrgica Italiana","Martínez, Alejandro","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200014&lang=pt" 
"S1851-95042011000200015-arg","La ciudad de la peste blanca: Historia epidemiológica, política y cultural de la Tuberculosis en la ciudad de Córdoba, Argentina. 1895-1947","Suárez, Alicia","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200015&lang=pt" 
"S1851-95042011000200016-arg","Objetos guardados, objetos mostrados: La visita escolar al museo","Blasco, María Élida","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200016&lang=pt" 
"S1851-95042011000200017-arg","Las trampas de la naturaleza: Medio ambiente y segregación en Buenos Aires","Pascual, Cecilia M.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200017&lang=pt" 
"S1851-95042011000200018-arg","Historia social del fútbol: del amateurismo a la profesionalización","Delgado, Julián","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200018&lang=pt" 
"S1851-95042011000200019-arg","Sociabilidad, política y movilización: Cuatro recorridos bonaerenses (1932-1943)","Roldán, Diego P.","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200019&lang=pt" 
"S1851-95042011000200020-arg","El futuro de la clase en la historia¿Qué queda de lo social?","López, Danián","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200020&lang=pt" 
