"S0365-66912005000800001-esp","Terapia antiangiogénica","Arias-Barquet, L","Archivos de la Sociedad Española de Oftalmología; 80(8); 435-436","Archivos de la Sociedad Española de Oftalmología","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912005000800001&lang=pt" 
"S0100-41582005000400009-scl","Seleção de acessos e progênies de Citrullus spp. para resistência a três potyvirus","Silveira, Lindomar M. da, Queiróz, Manoel A. de, Lima, J. Albérsio de A., Negreiros, Maria Z. de, Ramos, Najara F., Nascimento, Aline K. Q. do","Fitopatologia Brasileira; 30(4); 394-399","Fitopatologia Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000400009&lang=pt" 
"S0100-41582005000400008-scl","Escalas diagramáticas para avaliação da severidade do cancro cítrico","Belasque Júnior, José, Bassanezi, Renato B., Spósito, Marcel B., Ribeiro, Luciane M., Jesus Junior, Waldir C. de, Amorim, Lilian","Fitopatologia Brasileira; 30(4); 387-393","Fitopatologia Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582005000400008&lang=pt" 
"S0101-73302005000200006-scl","Denominações da infância: do anormal ao deficiente","Plaisance, Eric","Educação &amp; Sociedade; 26(91); 405-417","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000200006&lang=pt" 
"S0101-73302005000200007-scl","As crianças como pesquisadoras: os efeitos dos direitos de participação sobre a metodologia de pesquisa","Alderson, Priscilla","Educação &amp; Sociedade; 26(91); 419-442","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000200007&lang=pt" 
"S0717-75182005000200001-chl","PREVENCIÓN DE LA OBESIDAD EN CHILE","Vio D, Fernando","Revista chilena de nutrición; 32(2); 80-87","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200001&lang=pt" 
"S0717-75182005000200002-chl","LAS GRASAS Y ACEITES EN LA NUTRICION HUMANA: ALGO DE SU HISTORIA","Valenzuela B, Alfonso, Morgado T, Nora","Revista chilena de nutrición; 32(2); 88-94","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200002&lang=pt" 
"S0717-75182005000200003-chl","LA SUPLEMENTACIÓN CON ÁCIDOS GRASOS OMEGA-3 DISMINUYE LA AGRESIVIDAD, HOSTILIDAD Y EL COMPORTAMIENTO ANTISOCIAL","Tapia S, Alexis Eduardo","Revista chilena de nutrición; 32(2); 95-101","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200003&lang=pt" 
"S0717-75182005000200004-chl","ESTADO NUTRICIONAL Y CONSUMO DE ALIMENTOS SELECCIONADOS EN ESCOLARES DE LA REGIÓN METROPOLITANA: LINEA BASE PARA UN PROYECTO DE PROMOCIÓN DEL CONSUMO DE PESCADO","Olivares C, Sonia, Zacarías H, Isabel, Lera M, Lydia, Leyton D, Bárbara, Durán C, Rodrigo, Vio del R, Fernando","Revista chilena de nutrición; 32(2); 102-108","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200004&lang=pt" 
"S0717-75182005000200005-chl","PATRON DE ACTIVIDAD FISICA EN UN GRUPO DE PREESCOLARES OBESOS ASISTENTES A JARDINES INFANTILES DE JUNJI, EVALUADO CON SENSOR DE MOVIMIENTO","Vásquez V, Fabián, Salazar R, Gabriela","Revista chilena de nutrición; 32(2); 110-117","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200005&lang=pt" 
"S0717-75182005000200006-chl","EVALUACIÓN DE LA CALIDAD Y SUFICIENCIA DE LA ALIMENTACIÓN DE UN GRUPO DE MUJERES DE LA REGIÓN METROPOLITANA DE CHILE","Rebolledo A, Annabella, Vasquez C, Monica, del Canto P, Byron, Ruz O, Manuel","Revista chilena de nutrición; 32(2); 118-125","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200006&lang=pt" 
"S0717-75182005000200007-chl","ESTRATEGIA DE PROMOCIÓN DE LA SALUD EN ESCOLARES DE EDUCACIÓN BÁSICA MUNICIPALIZADA DE LA COMUNA DE CASABLANCA, CHILE","Kain B, Juliana, Vio D, Fernando, Leyton D, Bárbara, Cerda R, Ricardo, Olivares C, Sonia, Uauy D, Ricardo, Albala B, Cecilia","Revista chilena de nutrición; 32(2); 126-132","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200007&lang=pt" 
"S0717-75182005000200008-chl","COLESTEROLEMIA EN ADOLESCENTES SEXO FEMENINO DE MORELOS, MÉXICO","González R, Guillermina, Fernández B, Joan D, Sánchez M, Jonathán, Rodríguez J, José Juan, Quintero G, Adrián Guillermo","Revista chilena de nutrición; 32(2); 134-141","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200008&lang=pt" 
"S0717-75182005000200009-chl","ENTREGA DE INFORMACIÓN NUTRICIONAL Y CARACTERIZACIÓN DE LA COMPRA DE ALIMENTOS EN PERMERCADOS","Domper R, Alejandra, Zacarías H, Isabel, Olivares C, Sonia, González A, Daniela, Vio del R, Fernando","Revista chilena de nutrición; 32(2); 142-149","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200009&lang=pt" 
"S0717-75182005000200010-chl","CAPACIDAD DE HIDRATACIÓN DE LOS CEREALES PARA DESAYUNO KELLOGG&#039;S","Prieto G, Francisco, Prieto M, Judith, Román, Alma Delia, Gordillo M, Alberto José, Gómez A, Carlos","Revista chilena de nutrición; 32(2); 150-157","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200010&lang=pt" 
"S0717-75182005000200011-chl","MEMORIAS DE LAS ACTIVIDADES DE LA SOCIEDAD 2003 - 2004","Ilabaca Mendoza, Juan","Revista chilena de nutrición; 32(2); 158-159","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200011&lang=pt" 
"S0717-75182005000200012-chl","FE DE ERRATAS","","Revista chilena de nutrición; 32(2); 160-160","Revista chilena de nutrición","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182005000200012&lang=pt" 
"S0716-09172005000200001-chl","NONRESONANCE BETWEEN TWO EIGENVALUES NOT NECESSARILY CONSECUTIVE","EL AMROUSS, A. R","Proyecciones (Antofagasta); 24(2); 89-104","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200001&lang=pt" 
"S0716-09172005000200002-chl","A NEW FORM OF FUZZY ß-COMPACTNESS","GUI SHI, FU","Proyecciones (Antofagasta); 24(2); 105-119","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200002&lang=pt" 
"S0716-09172005000200003-chl","INERTIAL RELATIVITY - A FUNCTIONAL ANALYSIS REVIEW","SÁINZ, NORBERTO","Proyecciones (Antofagasta); 24(2); 121-152","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200003&lang=pt" 
"S0716-09172005000200004-chl","Sß-COMPACTNESS IN L-TOPOLOGICAL SPACES","GUI SHI, FU","Proyecciones (Antofagasta); 24(2); 153-165","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200004&lang=pt" 
"S0716-09172005000200005-chl","STRATEGY FOR TO STABILIZE NON LINEAR SYSTEMS THROUGH DIRECTIONAL CONTROLS","DELGADO, VÍCTOR","Proyecciones (Antofagasta); 24(2); 167-173","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200005&lang=pt" 
"S0716-09172005000200006-chl","ON FOLIATIONS WITH RATIONAL FIRST INTEGRAL","LICANIC, SERGIO","Proyecciones (Antofagasta); 24(2); 175-179","Proyecciones (Antofagasta)","Inglês","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172005000200006&lang=pt" 
"S0034-70942005000400014-scl","Dr. Antonio Marcos Machado Nunes - 1953* - 2005†","Nociti, José Roberto","Revista Brasileira de Anestesiologia; 55(4); 480-480","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400014&lang=pt" 
"S0034-70942005000400002-scl","Efeito do priming na redução da latência do pipecurônio, novo bloqueador neuromuscular não-despolarizante","Canga, José Carlos, Lehn, Carlos Neutzling, Tonelli, Deoclécio, Sacco, Paula de Camargo Neves, Beltrão, Danielle, Kirsch, Marcelo, Serralheiro, Fernando César, Cimerman, Gustavo","Revista Brasileira de Anestesiologia; 55(4); 381-386","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400002&lang=pt" 
"S0034-70942005000400013-scl","Comparação das técnicas transarterial e de estimulação de múltiplos nervos para bloqueio do plexo braquial por via axilar usando lidocaína com epinefrina","Geier, Karl Otto","Revista Brasileira de Anestesiologia; 55(4); 476-479","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400013&lang=pt" 
"S0034-70942005000400008-scl","Enfisema subcutâneo pós-amigdalectomia: relato de caso","Lima, Walter Luiz Ferreira, Correa, Nivaldo Simões, Campos, José Luiz de, Navarro, Paulo Moraes, Correia, Luciano de Oliveira","Revista Brasileira de Anestesiologia; 55(4); 441-444","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400008&lang=pt" 
"S0034-70942005000400012-scl","Pós-graduação stricto sensu em anestesiologia: experiência de dez anos na UNESP","Braz, José Reinaldo Cerqueira, Vianna, Pedro Thadeu Galvão, Castiglia, Yara Marcondes Machado, Vane, Luiz Antonio, Massone, Flávio, Lemonica, Lino, Castro, Gladys Bastos de","Revista Brasileira de Anestesiologia; 55(4); 470-475","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400012&lang=pt" 
"S0034-70942005000400001-scl","Efeitos da lidocaína por via venosa sobre a farmacodinâmica do rocurônio","Cardoso, Leandro Sotto Maior, Martins, César Romão, Tardelli, Maria Angela","Revista Brasileira de Anestesiologia; 55(4); 371-380","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400001&lang=pt" 
"S0034-70942005000400003-scl","Dexametasona comparada à metoclopramida na profilaxia de vômitos pós-operatórios em crianças submetidas a procedimentos cirúrgicos ambulatoriais","Bedin, Antonio, Pinho, Mauro de Souza Leite, Zanotelli, Cladir Terezinha, Caldart, Ângela Sílvia, Turazzi, Jurandir Coan, Castro, Renato Almeida Couto de","Revista Brasileira de Anestesiologia; 55(4); 387-396","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400003&lang=pt" 
"S0034-70942005000400004-scl","Eficácia da N-butilescopolamina e dipirona sódica associadas ao cetoprofeno no alívio da dor pós-operatória de pacientes submetidas a duas técnicas diferentes de laqueadura por laparoscopia","Ganem, Eliana Marisa, Salem, Isabel C F, Fukushima, Fernanda B, Nakamura, Giane, Dias, Rogério, Fontana, André L, Leite, Nilton J","Revista Brasileira de Anestesiologia; 55(4); 397-404","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400004&lang=pt" 
"S0034-70942005000400005-scl","Avaliação do atendimento anestésico da criança e do adolescente em um hospital universitário","Aguiar, Andressa Simões, Módolo, Norma Sueli Pinheiro, Castiglia, Yara Marcondes Machado, Bruschi, Bruno Augusto Moura","Revista Brasileira de Anestesiologia; 55(4); 405-420","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400005&lang=pt" 
"S0034-70942005000400006-scl","Bloqueio do plexo braquial pela via posterior com uso de neuroestimulador e ropivacaína a 0,5%","Beato, Lúcia, Camocardi, Gustavo, Imbelloni, Luiz Eduardo","Revista Brasileira de Anestesiologia; 55(4); 421-428","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400006&lang=pt" 
"S0034-70942005000400009-scl","Anestesia em paciente portador de distrofia muscular de Duchenne: relato de casos","Saldanha, Rodrigo Machado, Gasparini, Juliano Rodrigues, Silva, Letícia Sales, de Carli, Roberto Rigueti, Castilhos, Victor Ugo Dorigo de, Neves, Mariana Moraes Pereira das, Araújo, Fernando Paiva, Sales, Paulo César de Abreu, Neves, José Francisco Nunes Pereira das","Revista Brasileira de Anestesiologia; 55(4); 445-449","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400009&lang=pt" 
"S0034-70942005000400010-scl","Uso da metadona no tratamento da dor neuropática não-oncológica: relato de casos","Juver, Jeane Pereira da Silva, Figueiredo, Nubia Verçosa, Barrucand, Louis, Tostes, Mauricio de Assis","Revista Brasileira de Anestesiologia; 55(4); 450-459","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400010&lang=pt" 
"S0034-70942005000400011-scl","S(+) cetamina em baixas doses: atualização","Luft, Ana, Mendes, Florentino Fernandes","Revista Brasileira de Anestesiologia; 55(4); 460-469","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400011&lang=pt" 
"S0034-70942005000400007-scl","Efeitos da dexmedetomidina sobre o sistema renal e sobre a concentração plasmática do hormônio antidiurético: estudo experimental em cães","Villela, Nivaldo Ribeiro, Nascimento Júnior, Paulo do, Carvalho, Lídia Raquel de, Teixeira, Andrey","Revista Brasileira de Anestesiologia; 55(4); 429-440","Revista Brasileira de Anestesiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942005000400007&lang=pt" 
"S0104-530X2005000200005-scl","Complexidade do produto e volume de produção como determinantes da estratégia de desenvolvimento de fornecedores automotivos","Pereira, Giancarlo Medeiros, Geiger, Albert","Gestão &amp; Produção; 12(2); 191-201","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200005&lang=pt" 
"S0104-530X2005000200010-scl","O uso da estatística de qui-quadrado no controle de processos","Costa, Antônio Fernando Branco, Magalhães, Maysa Sacramento de","Gestão &amp; Produção; 12(2); 271-277","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200010&lang=pt" 
"S0104-530X2005000200013-scl","Definição de atributos desejáveis para auxiliar a auto-avaliação dos novos sistemas de medição de desempenho organizacional","Figueiredo, Moacyr Amaral Domingues, Macedo-Soares, Teresia Diana Lewe van Aduard de, Fuks, Saul, Figueiredo, Lívia Cavalcanti","Gestão &amp; Produção; 12(2); 305-315","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200013&lang=pt" 
"S1676-24442005000400005-scl","Serum zinc and hormonal profile in male dialysis patients receiving human recombinant erythropoietin","Schleicher, Maria Mouranilda, Moura, Flávio José Dutra de, Diniz, Enzio Galvão Torreão Braz, Schleicher, Carlos César, Rosa, Tânia Torres, Dorea, José Garrofe, Veiga, Joel Paulo Russomano","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 245-250","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400005&lang=pt" 
"S1676-24442005000400004-scl","Índice HOMA (homeostasis model assessment) na prática clínica: uma revisão","Oliveira, Ernesto Pereira de, Souza, Mirabeau Levi Alves de, Lima, Maria das Dores Acioli de","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 237-243","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400004&lang=pt" 
"S1676-24442005000400006-scl","Avaliação da determinação do tempo de protrombina em amostras de sangue colhidas por duas diferentes técnicas","Reis, Paulo Roberto de Melo, Mesquita, Mauro Meira de, Dias-Penna, Karlla Greick Batista, Castro, Frank de Souza, Balestra, Fernando Amorim","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 251-255","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400006&lang=pt" 
"S1676-24442005000400011-scl","Metaplasia óssea do endométrio: relato de caso","Pinto, Álvaro Piazzetta, Guedes, Guilherme Barroso, Tuon, Felipe Francisco Bondan","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 287-289","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400011&lang=pt" 
"S1676-24442005000400010-scl","Expressão imuno-histoquímica de c-erb-B2 e p53 em carcinomas gástricos","Begnami, Maria Dirlei F. S., Campos, Antônio Hugo J. F. M., Silva, Edaíse, Montagnini, André, Nascimento, Carlos F., Nonogaki, Sueli, Soares, Fernando","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 279-286","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400010&lang=pt" 
"S0102-09352005000400003-scl","Chronic valvular disease: correlation between clinical, electrocardiographic, radiographic and echocardiographic aspects in dogs","Soares, E.C., Larsson, M.H.M.A., Yamato, R.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 436-441","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400003&lang=pt" 
"S1677-55382005000400023-scl","Female Urology","Petrou, Steven P.","International braz j urol; 31(4); 409-411","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400023&lang=pt" 
"S1677-55382005000400021-scl","Reconstructive Urology","Sievert, Karl-Dietrich, Horstmann, M., Kuczyk, Markus, Stenzl, Arnulf","International braz j urol; 31(4); 405-408","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400021&lang=pt" 
"S1677-55382005000400019-scl","Pathology","Billis, Athanase","International braz j urol; 31(4); 400-402","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400019&lang=pt" 
"S1677-55382005000400010-scl","Pre-pubertal testicular dermoid cyst treated with conservative surgery","Jesus, Lisieux E., Pena, Claudia R.R., Leao, Ana P.S.","International braz j urol; 31(4); 359-361","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400010&lang=pt" 
"S1677-55382005000400012-scl","Treatment of phimosis with topical steroids and foreskin anatomy","Marques, Tatiana C., Sampaio, Francisco J.B., Favorito, Luciano A.","International braz j urol; 31(4); 370-374","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400012&lang=pt" 
"S1677-55382005000400003-scl","Laparoscopic surgery for treatment of incisional lumbar hernia","Tobias-Machado, M., Rincon, Freddy J., Lasmar, Marco T., Zambon, Joao P., Juliano, Roberto V., Wroclawski, Eric R.","International braz j urol; 31(4); 309-314","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400003&lang=pt" 
"S1677-55382005000400009-scl","Laparoscopic treatment of refluxing segmental megaureter","Mitre, Anuar I., Pagotto, Vitor C., Crivellaro, Vasco A.","International braz j urol; 31(4); 356-358","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400009&lang=pt" 
"S1677-55382005000400005-scl","Pathological extension of prostate cancer as defined by gleason score on biopsy","Dall&#039;oglio, Marcos F., Crippa, Alexandre, Paranhos, Mario, Nesrallah, Luciano J., Leite, Katia R., Srougi, Miguel","International braz j urol; 31(4); 326-330","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400005&lang=pt" 
"S1677-55382005000400007-scl","Testicular histopathological diagnosis as a predictive factor for retrieving spermatozoa for ICSI in non-obstructive azoospermic patients","Glina, Sidney, Soares, Jonathas B., Antunes Jr, Nelson, Galuppo, Andrea G., Paz, Lucero B., Wonchockier, Roberta","International braz j urol; 31(4); 338-341","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400007&lang=pt" 
"S1677-55382005000400011-scl","Laparoscopic assisted radical cystoprostatectomy with Y-shaped orthotopic ileal neobladder constructed with non-absorbable titanium staples through a 5 cm Pfannensteil incision","Abreu, Sidney C., Messias, Frederico I., Argollo, Renato S., Guedes, Glauco A., Araujo, Mardhen B., Fonseca, Gilvan N.","International braz j urol; 31(4); 362-369","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400011&lang=pt" 
"S1677-55382005000400018-scl","Urogenital Trauma","Brandes, Steven B.","International braz j urol; 31(4); 398-400","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400018&lang=pt" 
"S1677-55382005000400016-scl","Endourology &amp; Laparoscopy","Kim, Fernando J.","International braz j urol; 31(4); 393-395","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400016&lang=pt" 
"S1677-55382005000400017-scl","Imaging","Prando, Adilson","International braz j urol; 31(4); 395-398","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400017&lang=pt" 
"S1677-55382005000400015-scl","Stone Disease","Pearle, Margaret S.","International braz j urol; 31(4); 391-393","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400015&lang=pt" 
"S1677-55382005000400014-scl","Calcium channel blocker and renal mitochondrial function in warm renal ischemia","Tucci Jr, Silvio, Borelli-Bovo, Tiago J., Cologna, Adauto J., Tiraboschi, Ricardo B., Martins, Antonio C.P., Roselino, Jose E.S.","International braz j urol; 31(4); 384-389","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400014&lang=pt" 
"S1677-55382005000400025-scl","Erratum","","International braz j urol; 31(4); 414-414","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400025&lang=pt" 
"S1677-55382005000400024-scl","Pediatric Urology","Kogan, Barry A.","International braz j urol; 31(4); 411-413","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400024&lang=pt" 
"S1677-55382005000400022-scl","Urological Oncology","Bohle, Andreas","International braz j urol; 31(4); 408-409","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400022&lang=pt" 
"S1677-55382005000400020-scl","Investigative Urology","Sampaio, Francisco J.B.","International braz j urol; 31(4); 403-404","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400020&lang=pt" 
"S1677-55382005000400002-scl","Assessment of serum catecholamine concentrations in patients with pheochromocytoma undergoing videolaparoscopic adrenalectomy","Rocha, Marcos F., Patrick, Tauzin-Fin, Vasconcelos, Paulo L., Ballanger, Philippe","International braz j urol; 31(4); 299-308","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400002&lang=pt" 
"S1677-55382005000400008-scl","Efficacy, safety and tolerability of sildenafil in Brazilian hypertensive patients on multiple antihypertensive drugs","Albuquerque, Denilson C., Miziara, Lineu J., Saraiva, Jose F. K., Rodrigues, Ulisses S., Ribeiro, Artur B., Wajngarten, Mauricio","International braz j urol; 31(4); 342-355","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400008&lang=pt" 
"S1677-55382005000400006-scl","Prostate biopsy: is age important for determining the pathological features in prostate cancer?","Antunes, Alberto A., Leite, Katia R., Dall&#039;oglio, Marcos F., Crippa, Alexandre, Nesrallah, Luciano J., Srougi, Miguel","International braz j urol; 31(4); 331-337","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400006&lang=pt" 
"S1677-55382005000400013-scl","Male infertility in spinal cord trauma","Utida, Cristiano, Truzzi, Jose C., Bruschini, Homero, Simonetti, Rogerio, Cedenho, Agnaldo P., Srougi, Miguel, Ortiz, Valdemar","International braz j urol; 31(4); 375-383","International braz j urol","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382005000400013&lang=pt" 
"S0101-32622005000200001-scl","Apresentação","Castellar, Sonia Maria Vanzella","Cadernos CEDES; 25(66); 133-135","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200001&lang=pt" 
"S0101-32622005000200007-scl","O ofício, a oficina e a profissão: reflexões sobre o lugar social do professor","Sousa Neto, Manoel Fernandes de","Cadernos CEDES; 25(66); 249-259","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200007&lang=pt" 
"S1676-24442005000400001-scl","Nova era para a acreditação de laboratórios","Vieira, Luisane Maria Falci","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); -","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400001&lang=pt" 
"S0104-530X2005000200001-scl","Carta do Editor","Martins, Roberto Antonio","Gestão &amp; Produção; 12(2); i-ii","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200001&lang=pt" 
"S0104-530X2005000200002-scl","Modelo de redes simultâneas para avaliação competitiva de redes de empresas","Fusco, José Paulo Alves, Buosi, Gressiqueli Regina Chiachio, Rubiato, Rosangela Carmona","Gestão &amp; Produção; 12(2); 151-163","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200002&lang=pt" 
"S0104-530X2005000200003-scl","Micro-negocios asociativos campesinos: análisis económico de un sistema de producción ovina, Región del Maule, Chile","Andrade, Germán Lobos","Gestão &amp; Produção; 12(2); 165-175","Gestão &amp; Produção","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200003&lang=pt" 
