"S0103-17592012000600006-scl","Modelo de transformador com tap variável adequado para estudos de estabilidade de tensão","Ferreira, Carlos Aparecido, Prada, Ricardo","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 23(6); 726-736","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592012000600006&lang=pt" 
"S1516-80342012000400014-scl","Memória operacional fonológica e consciência fonológica em escolares ao final do ciclo I do ensino fundamental","Soares, Aparecido José Couto, Jacinto, Laís Alves, Cárnio, Maria Silvia","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 447-453","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400014&lang=pt" 
"S1516-80342012000400015-scl","Functional Communication Profile - Revised: uma proposta de caracterização objetiva de crianças e adolescentes do espectro do autismo","Santos, Thaís Helena Ferreira, Fernandes, Fernanda Dreux Miranda","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 454-458","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400015&lang=pt" 
"S1516-80342012000400016-scl","Comportamento motor oral e global de recém-nascidos de mães usuárias de crack e/ou cocaína","Gasparin, Marisa, Silveira, Josiele Larger, Garcez, Letícia Wolff, Levy, Beatriz Salle","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 459-463","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400016&lang=pt" 
"S1516-80342012000400017-scl","Influência do ambiente hospitalar nos aspectos relacionados ao aleitamento materno","Beck, Ana Maria de Oliveira, Assunção, Karine de Oliveira, Barbosa, Lisiane de Rosa, Gomes, Erissandra","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 464-468","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400017&lang=pt" 
"S1516-80342012000400018-scl","A efetividade dos testes complementares no acompanhamento da intervenção terapêutica no transtorno fonológico","Wertzner, Haydée Fiszbein, Pagan-Neves, Luciana de Oliveira","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 469-475","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400018&lang=pt" 
"S1516-80342012000400019-scl","Audição e linguagem em crianças deficientes auditivas implantadas inseridas em ambiente bilíngue: um estudo de casos","Melo, Tatiana Mendes de, Yamaguti, Elisabete Honda, Moret, Adriane Lima Mortari, Bevilacqua, Maria Cecília","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 476-481","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400019&lang=pt" 
"S1516-80342012000400020-scl","Alimentos na consistência líquida e deglutição: uma revisão crítica da literatura","Pires, Elaine Cristina, Sassi, Fernanda Chiarion, Mangilli, Laura Davison, Limongi, Suelly Cecília Olivan, Andrade, Claudia Regina Furquim de","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 482-488","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400020&lang=pt" 
"S1516-80342012000400022-scl","Aquisição dos gestos na comunicação pré-linguística: uma abordagem teórica","Lima, Etelvina do Rosário Silva, Cruz-Santos, Anabela","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 495-501","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400022&lang=pt" 
"S0034-76122012000600002-scl","Ensaiando interpretações e estratégias para o campo da administração pública no Brasil","Fadul, Élvia Mirian Cavalcanti, Mac-Allister da Silva, Mônica de Aguiar, Silva, Lindomar Pinto da","Revista de Administração Pública; 46(6); 1437-1458","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600002&lang=pt" 
"S0034-76122012000600003-scl","O Sistema Único de Assistência Social: resultados da implementação da política nos municípios brasileiros","Cavalcante, Pedro, Ribeiro, Beatriz Bernardes","Revista de Administração Pública; 46(6); 1459-1477","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600003&lang=pt" 
"S0034-76122012000600004-scl","A estrutura de provisão dos serviços de saneamento básico no Brasil: uma análise comparativa do desempenho dos provedores públicos e privados","Scriptore, Juliana Souza, Toneto Júnior, Rudinei","Revista de Administração Pública; 46(6); 1479-1504","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600004&lang=pt" 
"S0034-76122012000600005-scl","Ação comunicativa na gestão de um serviço privatizado de água e esgotos: uma avaliação em Cachoeiro de Itapemirim (ES)","Aguiar, Marluce Martins de, Heller, Léo, Melo, Elza Machado de","Revista de Administração Pública; 46(6); 1505-1527","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600005&lang=pt" 
"S0034-76122012000600007-scl","Burocratas da linha de frente: executores e fazedores das políticas públicas","Oliveira, Antonio","Revista de Administração Pública; 46(6); 1551-1573","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600007&lang=pt" 
"S0034-76122012000600008-scl","Mudanças conceituais do desenvolvimento rural e suas influências nas políticas públicas","Freitas, Alan Ferreira de, Freitas, Alair Ferreira de, Dias, Marcelo Miná","Revista de Administração Pública; 46(6); 1575-1597","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600008&lang=pt" 
"S0034-76122012000600009-scl","Reflexões sobre o desenvolvimento territorial sustentável, gestão social e cidadania deliberativa: o caso da bacia do rio Almada (BA)","Iizuka, Edson Sadao, Goncalves-Dias, Sylmara Lopes Francelino, Aguerre, Pedro","Revista de Administração Pública; 46(6); 1599-1623","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600009&lang=pt" 
"S0034-76122012000600011-scl","Geoprocessamento como prática biopolítica no governo municipal","Stassun, Cristian Caê Seemann, Prado Filho, Kleber","Revista de Administração Pública; 46(6); 1649-1669","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600011&lang=pt" 
"S0034-76122012000600012-scl","O planejamento econômico no Brasil: considerações críticas","Mello e Souza, Nelson","Revista de Administração Pública; 46(6); 1671-1720","Revista de Administração Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122012000600012&lang=pt" 
"S1517-75992012000200002-scl","Interpretação - reprodução musical - teoria da performance: reunindo-se os elementos para uma reformulação conceitual da(s) prática(s) interpretativa(s)","Kuehn, Frank Michael Carlos","Per Musi; (26); 7-20","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200002&lang=pt" 
"S1517-75992012000200004-scl","Estendendo o conceito de cadência para o repertório pós-tonal","Corrêa, Antenor Ferreira","Per Musi; (26); 31-46","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200004&lang=pt" 
"S1517-75992012000200005-scl","Direcionalidade em duas melodias do século XX: Syrinx, de Claude Debussy e a primeira das Três peças para clarinete solo, de Igor Stravinsky","Bitondi, Matheus","Per Musi; (26); 47-59","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200005&lang=pt" 
"S1517-75992012000200006-scl","A livre improvisação musical e a filosofia de Gilles Deleuze","Costa, Rogério Luiz Moraes","Per Musi; (26); 60-66","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200006&lang=pt" 
"S1517-75992012000200007-scl","A significação em Portais e a Abside, de Celso Loureiro Chaves","Pereira, Flávio Santos","Per Musi; (26); 67-76","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200007&lang=pt" 
"S1517-75992012000200008-scl","O Beethoven de DeNora: o contexto está no texto","Castro, Marcos Câmara de","Per Musi; (26); 77-85","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200008&lang=pt" 
"S1517-75992012000200010-scl","Considerações sobre a aprendizagem da performance musical","Cerqueira, Daniel Lemos, Zorzal, Ricieri Carlini, Ávila, Guilherme Augusto de","Per Musi; (26); 94-109","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200010&lang=pt" 
"S1517-75992012000200011-scl","Avaliação de performances por ouvintes: um estudo com estudantes de licenciatura em música da FAMES","Quadros Júnior, João Fortunato Soares de, Brito, Mikely Pereira","Per Musi; (26); 110-120","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200011&lang=pt" 
"S1517-75992012000200012-scl","A disciplinarização do ensino de Música e as contingências do meio escolar","Sobreira, Silvia","Per Musi; (26); 121-127","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200012&lang=pt" 
"S1517-75992012000200014-scl","Avaliação da postura corporal de violinistas e violistas","Teixeira, Clarissa Stefani, Kothe, Fausto, Pereira, Érico Felden, Merino, Eugenio Andrés Díaz","Per Musi; (26); 140-150","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200014&lang=pt" 
"S1517-75992012000200016-scl","Sonetos de Amor de Adami, para flauta doce e piano: análise e performance","Cuervo, Luciane","Per Musi; (26); 159-169","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200016&lang=pt" 
"S1517-75992012000200017-scl","A complexidade rítmica no Estudo Percussivo II de Arthur Kampela","Vargas, Daniel","Per Musi; (26); 170-180","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200017&lang=pt" 
"S0104-77602012000400012-scl","Propriedades de painéis aglomerados fabricados com partículas de eucalipto (Eucalyptus urophylla), paricá (Schizolobium amazonicum) e vassoura (Sida spp.)","Bianche, Juliana Jerásio, Carneiro, Angélica de Cássia Oliveira, Vital, Benedito Rocha, Pereira, Flávia Alves, Santos, Rosimeire Cavalcante dos, Soratto, Déborah Nava","CERNE; 18(4); 623-630","CERNE","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602012000400012&lang=pt" 
"S0074-02762012000800004-scl","Enhanced T cell activation in Plasmodium falciparum malaria-infected human immunodeficiency virus-1 patients from Mozambique","Chavale, Helena, Santos-Oliveira, Joanna Reis, Da-Cruz, Alda Maria, Enosse, Sonia","Memórias do Instituto Oswaldo Cruz; 107(8); 985-992","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000800004&lang=pt" 
"S1516-80342012000400003-scl","Dores corporais em teleoperadores e sua relação com o uso da voz em atividades laborais","Constancio, Sophia, Moreti, Felipe, Guerrieri, Ana Cláudia, Behlau, Mara","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 377-384","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400003&lang=pt" 
"S1516-80342012000400021-scl","Gagueira desenvolvimental persistente familial: perspectivas genéticas","Oliveira, Breila Vilela de, Domingues, Carlos Eduardo Frigério, Juste, Fabíola Staróbole, Andrade, Claudia Regina Furquim de, Moretti-Ferreira, Danilo","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 489-494","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400021&lang=pt" 
"S1516-80342012000400006-scl","Correlações entre ruído ambiental em sala de aula e voz do professor","Guidini, Rafaela Fernanda, Bertoncello, Fabiana, Zanchetta, Sthella, Dragone, Maria Lúcia Suzigan","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 398-404","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400006&lang=pt" 
"S1516-80342012000400005-scl","Distúrbio de voz em professores: autorreferência, avaliação perceptiva da voz e das pregas vocais","Lima-Silva, Maria Fabiana Bonfim de, Ferreira, Léslie Piccolotto, Oliveira, Iára Bittante de, Silva, Marta Assumpção de Andrada e, Ghirardi, Ana Carolina Assis Moura","Revista da Sociedade Brasileira de Fonoaudiologia; 17(4); 391-397","Revista da Sociedade Brasileira de Fonoaudiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342012000400005&lang=pt" 
"S1517-75992012000200013-scl","Padrões físicos inadequados na performance musical de estudantes de violino","Alves, Carolina Valverde","Per Musi; (26); 128-139","Per Musi","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992012000200013&lang=pt" 
"S0004-282X2012001200014-scl","Hopkins verbal learning test-revised and brief visuospatial memory test-revised: preliminary normative data for the Brazilian population","Miotto, Eliane Correa, Campanholo, Kenia Repiso, Rodrigues, Melissa Machado, Serrao, Valéria Trunkl, Lucia, Mara C S de, Scaff, Milberto","Arquivos de Neuro-Psiquiatria; 70(12); 962-965","Arquivos de Neuro-Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2012001200014&lang=pt" 
"S1678-69712012000600001-scl","Apresentação","Bataglia, Walter","RAM. Revista de Administração Mackenzie; 13(6); 12-13","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600001&lang=pt" 
"S1678-69712012000600002-scl","Uma introdução ao fórum sobre gestão de pessoas e ensino e pesquisa em Administração","IPIRANGA, ANA SILVIA ROCHA, SOUZA, YEDA SWIRSKI DE","RAM. Revista de Administração Mackenzie; 13(6); 14-19","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600002&lang=pt" 
"S1678-69712012000600007-scl","Abusos metafóricos em manuais de introdução à Administração","Moura, Guilherme Lima","RAM. Revista de Administração Mackenzie; 13(6); 138-167","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600007&lang=pt" 
"S1678-69712012000600010-scl","Critérios de validade em pesquisas em estratégia: uma análise em artigos publicados no EnAnpad de 1997 a 2010","Oliveira, Denise De, Walter, Silvana Anita, Bach, Tatiana Marceda","RAM. Revista de Administração Mackenzie; 13(6); 225-254","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600010&lang=pt" 
"S1413-65382012000400001-scl","Editorial","Manzini, Eduardo José, Marquezine, Maria Cristina, Nunes, Leila Regina d&#039; Oliveira de Paula, Mori, Nerli Nonato Ribeiro, Magalhães, Rita de Cássia Barbosa Paiva, Tanaka, Eliza Dieko Oshiro","Revista Brasileira de Educação Especial; 18(4); 551-552","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400001&lang=pt" 
"S1413-65382012000400002-scl","A desconstrução do conceito de Deficiência Mental e a construção do conceito de Incapacidade Intelectual: de uma perspetiva estática a uma perspetiva dinâmica da funcionalidade","Sanches-Ferreira, Manuela, Lopes-dos-Santos, Pedro, Santos, Miguel Augusto","Revista Brasileira de Educação Especial; 18(4); 553-568","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400002&lang=pt" 
"S1413-65382012000400012-scl","Conviver com a Sindrome de Down em escola inclusiva","Sant&#039;Anna, Maria Madalena Moraes","Revista Brasileira de Educação Especial; 18(4); 709-711","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400012&lang=pt" 
"S0103-05822012000400001-scl","Importância da monitorização do desenvolvimento em recém-nascidos prematuros","Rugolo, Ligia Maria S.S.","Revista Paulista de Pediatria; 30(4); 460-461","Revista Paulista de Pediatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822012000400001&lang=pt" 
"S0103-05822012000400016-scl","Valores de referência e fatores relacionados à mobilidade torácica em crianças brasileiras","Silva, Raphaella Oliveira E. da, Campos, Tania Fernandes, Borja, Raíssa de Oliveira, Macêdo, Thalita Medeiros F. de, Oliveira, Juliana Souza de, Mendoça, Karla Morganna P. P. de","Revista Paulista de Pediatria; 30(4); 570-575","Revista Paulista de Pediatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822012000400016&lang=pt" 
"S0103-05822012000400023-scl","Perfil descritivo de esclerose múltipla com início até os 16 anos nos pacientes de um centro de referência do estado de São Paulo","Fragoso, Yára Dadalti, Brooks, Joseph Bruno B., Leal, Tiago Martins dos S.","Revista Paulista de Pediatria; 30(4); 617-620","Revista Paulista de Pediatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822012000400023&lang=pt" 
"S0103-05822012000400022-scl","Atraso na erupção dental em adolescente com hipotireoidismo","Vitalle, Maria Sylvia de S., Weiler, Rosa Maria E., Niskier, Sheila Rejane, Braga, Josefina Aparecida P.","Revista Paulista de Pediatria; 30(4); 613-616","Revista Paulista de Pediatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822012000400022&lang=pt" 
"S0103-05822012000400021-scl","Dor abdominal aguda como manifestação de violência física em lactente: alerta aos pediatras","Souza, Patricia Gomes de, Ferreira, Ana Lúcia","Revista Paulista de Pediatria; 30(4); 608-612","Revista Paulista de Pediatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822012000400021&lang=pt" 
"S0037-86822012000600001-scl","New times: tropical medicine for the cities and beyond","Costa, Carlos Henrique Nery","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 661-662","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600001&lang=pt" 
"S0037-86822012000600002-scl","Immunovirological parameters and cytokines in HIV infection","Tasca, Karen Ingrid, Calvi, Sueli Aparecida, Souza, Lenice do Rosário de","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 663-669","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600002&lang=pt" 
"S0037-86822012000600004-scl","Clinical and hepatic evaluation in adult dengue patients: a prospective two-month cohort study","Tristão-Sá, Ricardo, Kubelka, Claire Fernandes, Zandonade, Eliana, Zagne, Sônia Maria Oliveira, Rocha, Natally de Souza Maciel, Zagne, Luiza Oliveira, Araújo, Nathália Félix, Amin, Beatriz, Fazoli, Flávia, Souza, Luiz José de, Cruz, Oswaldo Gonçalves, Cunha, Rivaldo Venâncio da, Nascimento, Delso do, Froes, Íris Bucher, Nogueira, Rita Maria Ribeiro","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 675-681","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600004&lang=pt" 
"S0037-86822012000600025-scl","Hepatic hydatid cyst: a non-surgical approach","Vaz, Pedro Silva, Pereira, Eduardo, Usurelu, Sergiu, Monteiro, Ana, Caldeira, Ana, Melo, Gina, Sousa, Rui, Gouveia, António, Loureiro, Arnandina","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 774-776","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600025&lang=pt" 
"S0037-86822012000600024-scl","Hepatitis C and cutaneous alterations","Fachinelli, Letícia Rita, Silva, Ellen Caroline Rosa Resende, Figueiredo, Maria Gabriela de Faria, Possa, Mellanie Starck, Pelegrinelli, Fabiana Fernandes Fontana, Molina, Rodrigo Juliano","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 770-773","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600024&lang=pt" 
"S0037-86822012000600023-scl","Common variable immunodeficiency and isosporiasis: first report case","Silva, Gisele Barbosa e, Fernandes, Karla Pereira, Segundo, Gesmar Rodrigues Silva","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 768-769","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600023&lang=pt" 
"S0037-86822012000600014-scl","Effects of an exercise program on blood pressure in patients with treated hypertension and chronic Chagas&#039; heart disease","Oliveira, Claudia Rosa de, Sousa, Andréa Silvestre de, Santos, Bráulio, Fialho, Paloma Hargreaves, Santos, Carla Cristiane Soares dos, Oliveira, Juliana Rega de, Souza, Marcus Vinícius","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 727-731","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600014&lang=pt" 
"S0037-86822012000600011-scl","Cases distribution of leptospirosis in City of Manaus, State of Amazonas, Brazil, 2000-2010","Jesus, Michele Silva de, Silva, Luciete Almeida, Lima, Kátia Maria da Silva, Fernandes, Ormezinda Celeste Cristo","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 713-716","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600011&lang=pt" 
"S0037-86822012000600012-scl","Prevalence of resistance phenotypes in Staphylococcus aureus and coagulase-negative isolates of venous ulcers of primary healthcare patients","Martins, Marlene Andrade, Santos, Silvana de Lima Vieira dos, Leão, Lara Stefânia Netto de Oliveira, Araújo, Nayara Portilho, Bachion, Maria Márcia","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 717-722","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600012&lang=pt" 
"S0037-86822012000600013-scl","Prevalence of Chagas disease in blood donors at the Uberaba Regional Blood Center, Brazil, from 1995 to 2009","Lima, Laryssa Manso de, Alves, Nathália Passos, Barbosa, Valdirene de Fátima, Pimenta, Gustavo Alves, Moraes-Souza, Helio, Martins, Paulo Roberto Juliano","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 723-726","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600013&lang=pt" 
"S0037-86822012000600022-scl","HAART: a risk factor for development of porphyria cutanea tarda?","Bernardes Filho, Fred, Santos, Maria Victória Pinto Quaresma, Carvalho, Felipe Nazareth de Matos Pinto de, Castro, Carlos Gustavo Carneiro de, Dobao, Elisabete, Lyra, Marcelo Rosandiski, Menezes, Vinícius de, Nery, José Augusto da Costa","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 764-767","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600022&lang=pt" 
"S0037-86822012000600019-scl","First description of autochthonous canine visceral leishmaniasis in the metropolitan region of Vitória, State of Espírito Santo, Brazil","Tonini, Marco André Loureiro, Lemos, Elenice Moreira, Reis, Alexandre Barbosa, Vital, Wendel Coura, Dias, Edelberto Santos, Dietze, Reynaldo","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 754-756","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600019&lang=pt" 
"S0037-86822012000600018-scl","Food insecurity of HIV/AIDS patients at a unit of outpatient healthcare system in Brasilia, Federal District, Brazil","Charão, Ana Paula Sarmento, Batista, Meyre Hellen Ribeiro e Silva, Ferreira, Luzitano Brandão","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 751-753","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600018&lang=pt" 
"S0037-86822012000600017-scl","Adverse reactions following mass drug administration with diethylcarbamazine in lymphatic filariasis endemic areas in the Northeast of Brazil","Lima, Ana Wládia, Medeiros, Zulma, Santos, Zailde Carvalho dos, Costa, Gertrudes Monteiro da, Braga, Cynthia","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 745-750","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600017&lang=pt" 
"S0037-86822012000600020-scl","Genetic polymorphism for IFNγ +874T/A in patients with acute toxoplasmosis","Neves, Elizabeth de Souza, Curi, André Luis Land, Albuquerque, Maira Cavalcanti de, Palhano-Silva, Cassius Schnel, Silva, Laura Berriel da, Bueno, Wendy Fernandes, Amendoeira, Maria Regina dos Reis, Bonecini-Almeida, Maria da Gloria, Fernandes, Octavio","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 757-760","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600020&lang=pt" 
"S0037-86822012000600021-scl","Severity of atopic dermatitis and Ascaris lumbricoides infection: an evaluation of CCR4+ and CXCR3+ helper T cell frequency","Silva, Maria Teresa Nascimento, Costa, Vlaudia Assis, Pereira, Teobaldo Gonzaga Realço, Sales, Iana Rafaela Fernandes, Silva, Silvana Ferreira da, Maciel, Maria Amélia Vieira, Malagueño, Elizabeth, Souza, Valdênia Maria Oliveira","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 761-763","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600021&lang=pt" 
"S0037-86822012000600026-scl","Oral paracoccidioidomycosis as a differential diagnosis of oral cancer","Sargenti Neto, Sergio, Paulo, Luiz Fernando Barbosa de, Rosa, Roberta Rezende","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 777-777","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600026&lang=pt" 
"S0037-86822012000600027-scl","Domingos Alves Meira (☆1932 †2012)","Machado, Jussara Marcondes","Revista da Sociedade Brasileira de Medicina Tropical; 45(6); 778-778","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822012000600027&lang=pt" 
"S0034-72802012000600001-scl","Oftalmologia e atenção primária a saúde","Portes, Arlindo José Freire","Revista Brasileira de Oftalmologia; 71(6); 351-352","Revista Brasileira de Oftalmologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600001&lang=pt" 
