"S0103-84782007000300018-scl","Toxidez pelos ácidos propiônico e butírico em plântulas de arroz","Schmidt, Fabiana, Bortolon, Leandro, Souza, Rogério Oliveira de","Ciência Rural; 37(3); 720-726","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000300018&lang=pt" 
"S0120-56332007000200004-col","Fenómeno de flujo coronario lento: Registro de 140 pacientes en la Clínica Abood Shaio","Uribe, Carlos E, Solano, Erick, Estrada, Gilberto, Calderón, Luis I, Castro, Pablo, Hurtado, Édgar, Gómez, Germán","Revista Colombiana de Cardiología; 14(2); 87-92","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200004&lang=pt" 
"S0120-56332007000200005-col","Infarto del ventrículo derecho","Barón C, Alberto","Revista Colombiana de Cardiología; 14(2); 93-99","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200005&lang=pt" 
"S0120-56332007000200006-col","Papel del tejido perivascular en la regulación del tono vascular: repercusión en el uso de puentes aorto-coronarios para revascularización miocárdica","López-Jaramillo, Patricio, Bolívar, Isabel C, Rueda-Clausen, Christian F, Calderón, Jaime, Castillo, Víctor R, López, Ariel, Carreño, Marisol","Revista Colombiana de Cardiología; 14(2); 100-107","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200006&lang=pt" 
"S0120-56332007000200007-col","Atrialización de un caso de síndrome de aurícula paralítica","Orjuela, Alejandro, Vanegas, Diego, Montenegro, Juan de J","Revista Colombiana de Cardiología; 14(2); 108-112","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200007&lang=pt" 
"S0120-56332007000200008-col","Síndrome de Brugada: descripción de un caso clínico","Contreras, Eduardo, Díaz, Juan C, Zuluaga, Sandra X","Revista Colombiana de Cardiología; 14(2); 113-116","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200008&lang=pt" 
"S0120-56332007000200009-col","Propanolol: una alternativa cercana para el tratamiento de la taquicardia supraventricular del feto","Jaramillo, Juan F","Revista Colombiana de Cardiología; 14(2); 117-120","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000200009&lang=pt" 
"S1851-96362007000100001-arg","La voluntad de no creer","Hernández Iglesias, Manuel","Análisis filosófico; 27(1); 5-22","Análisis filosófico","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362007000100001&lang=pt" 
"S1851-96362007000100002-arg","Sobre la inconsistencia teórica del positivismo incluyente1","Orunesu, Claudina","Análisis filosófico; 27(1); 23-46","Análisis filosófico","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362007000100002&lang=pt" 
"S1851-96362007000100003-arg","La crítica de Donnellan a la teoría descriptiva de la referencia","Fernández Moreno, Luis","Análisis filosófico; 27(1); 47-73","Análisis filosófico","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362007000100003&lang=pt" 
"S1851-96362007000100004-arg","Hay lo que queda: Sobre la presunta tautologicidad de la teoría de la selección natural","Ginnobili, Santiago","Análisis filosófico; 27(1); 75-89","Análisis filosófico","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362007000100004&lang=pt" 
"S1851-96362007000100005-arg","En memoria de Eduardo A. Rabossi","Bulygin, Eugenio, Stigol, Nora","Análisis filosófico; 27(1); 91-94","Análisis filosófico","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362007000100005&lang=pt" 
"S0210-48062007000500019-esp","Fusión esplenogonadal: Presentación de un caso","Trias Puig-Sureda, I., Orsola de los Santos, A., Raventós Busquets, C.X., Español Quintilla, I., Bucar Terrades, S.","Actas Urológicas Españolas; 31(5); 559-561","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500019&lang=pt" 
"S0210-48062007000500001-esp","Frans Debruyne valedictory lecture: Una mirada al futuro de la Urología","Vela Navarrete, R.","Actas Urológicas Españolas; 31(5); 431-436","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500001&lang=pt" 
"S0210-48062007000500002-esp","La biografía de Philipp Bozzini (1773-1809) un idealista de la endoscopia","Verger-Kuhnke, A.B., Reuter, M.A., Beccaria, M.L.","Actas Urológicas Españolas; 31(5); 437-444","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500002&lang=pt" 
"S0210-48062007000500014-esp","Tratamiento endourológico de la litiasis del tracto urinario superior en la infancia: endourological treatment","Romero Otero, J., Gómez Fraile, A., Feltes Ochoa, J.A., Fernández, I., López Vázquez, F., Aransay Bramtot, A.","Actas Urológicas Españolas; 31(5); 532-540","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500014&lang=pt" 
"S0210-48062007000500021-esp","Referencia al artículo &quot;Uso de la urografía por resonancia magnética en el estudio del aparato urinario frente a la urografía convencional&quot;","Sánchez-Martín, F.M.","Actas Urológicas Españolas; 31(5); 567-568","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500021&lang=pt" 
"S0210-48062007000500012-esp","Hemorragia retroperitoneal espontánea: nuestra experiencia en los últimos 10 años","Gimeno Argente, V., Bosquet Sanz, M., Ramírez Backhaus, M., Trassierra Villa, M., Arlandis Guzmán, S., Jiménez Cruz, J.F.","Actas Urológicas Españolas; 31(5); 521-527","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500012&lang=pt" 
"S0210-48062007000500006-esp","Cirugía renal laparoscópica conservadora de parénquima: Experiencia inicial","Aguilera Bazán, A., Alonso y Gregorio, S., Pérez Utrilla, M., Cansino Alcalde, J.R., Cisneros Ledo, J., De la Peña Barthel, J.","Actas Urológicas Españolas; 31(5); 477-481","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500006&lang=pt" 
"S0210-48062007000500020-esp","Histiocitoma fibroso maligno retroperitoneal con infiltración de órganos vecinos","Gimeno Argente, V., Bosquet Sanz, M., Gómez Pérez, L., Delgado Oliva, F.J., Arlandis Guzmán, S., Jiménez Cruz, J.F.","Actas Urológicas Españolas; 31(5); 562-566","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500020&lang=pt" 
"S0210-48062007000500018-esp","Metástasis cutánea de carcinoma de células renales","García Torrelles, M., Beltrán Armada, J.R., Verges Prosper, A., Santolaya García, J.I., Espinosa Ruiz, J.J., Tarín Planes, M., Sanjuán de Laorden, C.","Actas Urológicas Españolas; 31(5); 556-558","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500018&lang=pt" 
"S0210-48062007000500013-esp","Reparación de hipospadias mediante la Técnica de Snodgrass","Serrano Durbá, A., Pacheco Bru, J.J., Domínguez Hinarejos, C., Estornell Moragues, F., Nome, C., Martínez Verduch, M., García Ibarra, F.","Actas Urológicas Españolas; 31(5); 528-531","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500013&lang=pt" 
"S0210-48062007000500007-esp","Importancia de la integridad de la mucosa y submucosa uretral en la continencia de los pacientes con esfínteres urinarios artificiales","García Montes, F., Mundy, A.R., Knight, S.L., Craggs, M.D.","Actas Urológicas Españolas; 31(5); 482-487","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500007&lang=pt" 
"S0210-48062007000500010-esp","Comparación entre el cuestionario &quot;ICIQ-UI Short Form&quot; y el &quot;King&#039;s Health Questionnaire&quot; como instrumentos de evaluación de la incontinencia urinaria en mujeres","Espuña Pons, M., Castro Díaz, D., Carbonell, C., Dilla, T.","Actas Urológicas Españolas; 31(5); 502-510","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500010&lang=pt" 
"S0210-48062007000500017-esp","Carcinoma de células renales multicéntrico en injerto renal","Aguilera Tubet, C., Gutierrez Baños, J.L., Del Valle Schaan, J.I., Martín García, B., Ballestero Diego, R., Zubillaga Guerrero, S.","Actas Urológicas Españolas; 31(5); 553-555","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500017&lang=pt" 
"S0210-48062007000500016-esp","Absceso prostático por Sthapilococo aureus y empiema subdural: presentación de un caso","Cabrera Meirás, F., Sanchís Bonet, A., Blanco Carballo, O., Martín Parada, A., Duque Ruiz, G., Leiva Galvis, O.","Actas Urológicas Españolas; 31(5); 548-552","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500016&lang=pt" 
"S0210-48062007000500011-esp","Incidencia y prevalencia de la urolitiasis en España: Revisión de los datos originales disponibles hasta la actualidad","Sánchez-Martín, F.M., Millán Rodríguez, F., Esquena Fernández, S., Segarra Tomás, J., Rousaud Barón, F., Martínez-Rodríguez, R., Villavicencio Mavrich, H.","Actas Urológicas Españolas; 31(5); 511-520","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500011&lang=pt" 
"S0210-48062007000500015-esp","Tumor renal con invasión hepática: aportación de un nuevo caso y revisión de la literatura","Quicios Dorado, C., Mayayo Dehesa, T., Nuño Vázquez-Gaza, J., García Teruel, D., López Buenadicha, A., Díez Nicolás, V.","Actas Urológicas Españolas; 31(5); 541-547","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500015&lang=pt" 
"S0210-48062007000500022-esp","Litiasis urinaria secundaria a cuerpo extraño","Ramírez Sevilla, C., Gómez Lanza, E., Tremps Velázquez, E., Morote Robles, J.","Actas Urológicas Españolas; 31(5); 569-569","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500022&lang=pt" 
"S0210-48062007000500008-esp","Evaluación de un protocolo para el control de la vasectomía y modificaciones a realizar","Cháfer Rudilla, M., Navarro Casado, L., Quintanilla Mata, M.L., Belilty Araque, M., Andrés Fernández, C., Salinas Sánchez, J.","Actas Urológicas Españolas; 31(5); 488-492","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500008&lang=pt" 
"S0210-48062007000500024-esp","Shock y hematuria en paciente anciana","Fumero Arteaga, S., Vivancos Garbayo, S., Figueroa Sosa, V., Taracena Lafuente, J.M., Castro Díaz, D., Rodríguez Hernández, P.","Actas Urológicas Españolas; 31(5); 571-571","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500024&lang=pt" 
"S0210-48062007000500026-esp","Poliquistosis renal del adulto: Nefrectomía bilateral","Diez-Caballero Alonso, F., García-Miralles Grávalos, R.","Actas Urológicas Españolas; 31(5); 573-573","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500026&lang=pt" 
"S0210-48062007000500009-esp","Efectividad de un ensayo clínico sobre cuidados enfermeros para la incontinencia en mujeres","Nieto Blanco, E., Moriano Bejar, P., Serrano Molina, L., Dávila Álvarez, V., Pérez Llorente, M.","Actas Urológicas Españolas; 31(5); 493-501","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500009&lang=pt" 
"S0210-48062007000500025-esp","Calle litiásica espontanea autorresuelta","Collado Serra, A., Menéndez López, V., Galán Llopis, J.A., García López, F.","Actas Urológicas Españolas; 31(5); 572-572","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500025&lang=pt" 
"S0210-48062007000500023-esp","Localización ectópica (subdiafragmática) de riñón derecho","Garrido Abad, P., Muñoz-Delgado Salmerón, J., Herranz Fernández, L.M.","Actas Urológicas Españolas; 31(5); 570-570","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500023&lang=pt" 
"S0210-48062007000500005-esp","Análisis estadístico de la influencia del virus del papiloma humano en el desarrollo del carcinoma vesical","Jiménez Pacheco, A., Martínez Torres, J.L., Pareja Vilchez, M., Arrabal Martín, M., Valle Díaz de la Guardia, F., López León, V., Zuluaga Gómez, A.","Actas Urológicas Españolas; 31(5); 469-476","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500005&lang=pt" 
"S0210-48062007000500003-esp","Tratamiento actual del cáncer de próstata de alto riesgo y localmente avanzado","Esquena Fernández, S., Maroto Rey, P., Sancho Pardo, G., Palou Redorta, J., Villavicencio Mavrich, H.","Actas Urológicas Españolas; 31(5); 445-451","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500003&lang=pt" 
"S0210-48062007000500004-esp","Braquiterapia de baja tasa en el tratamiento del cáncer de próstata localizado","Budía Alba, A., Bosquet Sanz, M., Tormo Micó, A., Boronat Tormo, F., Alapont Alacreu, J.M., Francés, A., Vera Donoso, C.D., Jiménez Cruz, J.F.","Actas Urológicas Españolas; 31(5); 452-468","Actas Urológicas Españolas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062007000500004&lang=pt" 
"S1852-44782007000100001-arg","El episodio de la Carreta: un viaje discursivo de Lanzarote entre Francia y España","Chicote, Gloria B., Amor, Lidia","Olivar; 8(9); 11-42","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100001&lang=pt" 
"S1852-44782007000100002-arg","Baroja, Azorín y la teoría de la novela orteguiana","Lanz, Juan José","Olivar; 8(9); 43-70","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100002&lang=pt" 
"S1852-44782007000100003-arg","Diglosia y literatura vasca","Kortazar, Jon","Olivar; 8(9); 71-104","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100003&lang=pt" 
"S1852-44782007000100004-arg","El microrrelato como fragmento de un amplio conjunto narrativo en Bartleby y compañía de Enrique Vila-matas","Wentzlaff-Eggebert, Christian","Olivar; 8(9); 105-123","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100004&lang=pt" 
"S1852-44782007000100005-arg","Tres lecturas contemporáneas de una forma canónica: Borges, Cortázar, Saer y el soneto","Fonsalido, María Elena","Olivar; 8(9); 127-145","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100005&lang=pt" 
"S1852-44782007000100006-arg","Clelia Maria Piastra y Francesco Santi, Figure poetiche e figure teologiche nella mariología dei secoli XI e XII [Atti del Secondo Convengo mariologico della fondazione Ezio Franceschini con la collaborazione della Biblioteca Palatina di Parma. Parma, 19-20 maggio 2000], Firenze: Sismel-Edizioni del Galluzzo, 2004, xii + 168 pp.","Disalvo, Santiago","Olivar; 8(9); 149-154","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100006&lang=pt" 
"S1852-44782007000100007-arg","Mercedes Vaquero, La mujer en la épica castellano-leonesa en su contexto histórico, México: Universidad Nacional Autónoma de México, 2005, 179 pp.","Pavón, María Cecilia","Olivar; 8(9); 155-160","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100007&lang=pt" 
"S1852-44782007000100008-arg","Francisco Bautista, La Estoria de España en época de Sancho IV: sobre los reyes de Asturias, London: Department of Hispanic Studies Queen Mary, University of London, 2006, 124 pp.","Saracino, Pablo","Olivar; 8(9); 161-163","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100008&lang=pt" 
"S1852-44782007000100009-arg","Beatriz Mariscal Hay, El romancero y la Chanson des Saxons, México: El Colegio de méxico, Centro de Estudios lingüísticos y literarios, 2006, 342 pp.","Rodas, Giselle","Olivar; 8(9); 165-169","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100009&lang=pt" 
"S1852-44782007000100010-arg","Roger Chartier, Inscribir y borrar: cultura escrita y literatura (siglos XI-XVIII), Buenos Aires: Katz, 2006, 256 pp.","Croce, Ely V. di","Olivar; 8(9); 171-177","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100010&lang=pt" 
"S1852-44782007000100011-arg","Alicia Parodi, et al. (eds.), El Quijote en Buenos Aires. Lecturas cervantinas en el cuarto centenario , Buenos Aires: instituto de filología y Literaturas Hispánicas &quot;Dr. Amado Alonso&quot;- Facultad de filosofía y Letras (Univ. de Buenos Aires) Asociación de Cervantistas, 2006, 925 pp.","Pérez, Santiago A.","Olivar; 8(9); 179-184","Olivar","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-44782007000100011&lang=pt" 
"S0212-71992007000500008-esp","Enfermedad de Lhermitte-Duclos asociada a enfermedad de Cowden: a propósito de un caso","Lavín Castejón, I., Mut Oltra, J., Trillo Balizón, C., Maldonado Barrionuevo, A.","Anales de Medicina Interna; 24(5); 239-241","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500008&lang=pt" 
"S0212-71992007000500001-esp","Ansiedad y depresión, reacciones emocionales frente a la enfermedad","López Ibor, M. I.","Anales de Medicina Interna; 24(5); 209-211","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500001&lang=pt" 
"S0212-71992007000500013-esp","Neumonía por Mycoplasma pneumoniae y síndrome de distrés respiratorio del adulto","Iglesias Caamaño, M., Fernández Hernández, L., Campos Franco, J., Lado Lado, F. L.","Anales de Medicina Interna; 24(5); 255-256","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500013&lang=pt" 
"S0212-71992007000500014-esp","Duración de los tratamientos antirretrovirales de gran actividad","Marcos Sánchez, F., Albo Castaño, M. I., Casallo Blanco, S., Valle Loarte, P. del, Herrero Domingo, A.","Anales de Medicina Interna; 24(5); 256-257","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500014&lang=pt" 
"S0212-71992007000500010-esp","El placebo en la práctica y en la investigación clínica","Tempone Pérez, S. G.","Anales de Medicina Interna; 24(5); 249-252","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500010&lang=pt" 
"S0212-71992007000500011-esp","Ascitis tabicada por tuberculosis peritoneal","Escalante Yangüela, B. de, Aibar Arregui, M., Sáenz Abad, D., Blanca Torrubia Pérez, C.","Anales de Medicina Interna; 24(5); 253-254","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500011&lang=pt" 
"S0212-71992007000500006-esp","Radioterapia esplénica: a próposito de 8 casos. Indicaciones y revisión de la literatura","Ibáñez Villoslada, C., González San Segundo, C., Torres Olombrada, M. V. de, García García, R., Santos Miranda, J. A.","Anales de Medicina Interna; 24(5); 231-234","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500006&lang=pt" 
"S0212-71992007000500017-esp","Linfoma esofágico primario en un paciente con síndrome de inmunodeficiencia adquirida: a propósito de un caso","Fernández Canal, C., Campoamor Serrano, M., García Alcalde Fernández, M. L.","Anales de Medicina Interna; 24(5); 259-260","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500017&lang=pt" 
"S0212-71992007000500007-esp","Insuficiencia renal aguda por depósito de cristales de Sulfadiacina","Prada Álvarez, F. J. de la, Prados Gallardo, A.M., Tugores Vázquez, A., Uriol Rivera, M., Morey Molina, A.","Anales de Medicina Interna; 24(5); 235-238","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500007&lang=pt" 
"S0212-71992007000500002-esp","Evolución de la ansiedad y de la depresión detectada durante la hospitalización en un servicio de Medicina Interna","Grau, A., Comas, P., Suñer, R., Peláez, E., Sala, L., Planas, M.","Anales de Medicina Interna; 24(5); 212-216","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500002&lang=pt" 
"S0212-71992007000500004-esp","Insuficiencia renal oculta y prescripción de fármacos en pacientes hospitalizados","Peña Porta, J. M., Vera Floristán, C. V. de, Bueno Lozano, M.","Anales de Medicina Interna; 24(5); 221-226","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500004&lang=pt" 
"S0212-71992007000500003-esp","Pronóstico de los pacientes recuperados tras un episodio de muerte súbita","Ridruejo, R., Zalba, B., Martín, L., Cárcamo, A.","Anales de Medicina Interna; 24(5); 217-220","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500003&lang=pt" 
"S0212-71992007000500016-esp","Análisis de los microorganismos aislados en cultivos de sangre durante 1 año en un hospital del grupo 2","Marcos Sánchez, F., Gil Ruiz, T., Árbol Linde, F., Biurrun Larralde, A., Valle Loarte, P. del","Anales de Medicina Interna; 24(5); 258-259","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500016&lang=pt" 
"S0212-71992007000500009-esp","Síndrome antifosfolípido: estado actual","Alonso Santor, J.E., Inglada Galiana, L., Pérez Paredes, G.","Anales de Medicina Interna; 24(5); 242-248","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500009&lang=pt" 
"S0212-71992007000500005-esp","Tendinopatías por fluoroquinolonas","Medrano San Ildefonso, M., Mauri Llerda, J. A., Bruscas Izu, C.","Anales de Medicina Interna; 24(5); 227-230","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500005&lang=pt" 
"S0212-71992007000500015-esp","Listeriosis en el adulto","Cienfuegos Basanta, M. C., Fonseca Aizpuru, E. M., Nuño Mateo, F. J., Arias Miranda, I. N.","Anales de Medicina Interna; 24(5); 257-258","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500015&lang=pt" 
"S0212-71992007000500012-esp","Polimiositis y dermatomiositis como debut de carcinoma de esófago","Mañas, M. D., Marchán, E., Calderón, P., Lara, P.","Anales de Medicina Interna; 24(5); 254-255","Anales de Medicina Interna","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992007000500012&lang=pt" 
"S1852-73532007000100001-arg","Tutela e insurrección en los orígenes del derecho de resistencia","García Alonso, Marta","Revista latinoamericana de filosofía; 33(1); 5-23","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100001&lang=pt" 
"S1852-73532007000100002-arg","La importancia de la discusión metodológica entre Dworkin y el positivismo","García Valverde, Facundo","Revista latinoamericana de filosofía; 33(1); 25-53","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100002&lang=pt" 
"S1852-73532007000100003-arg","El hacer verdad, la implicación y la tesis de la conjunción","Rodriguez-Pereyra, Gonzalo","Revista latinoamericana de filosofía; 33(1); 55-85","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100003&lang=pt" 
"S1852-73532007000100004-arg","Problemas en las teorías de los hacedores de verdad","Díaz Legaspe, Justina","Revista latinoamericana de filosofía; 33(1); 87-101","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100004&lang=pt" 
"S1852-73532007000100005-arg","Identidad y hacedores de verdad","Castro Albano, Javier","Revista latinoamericana de filosofía; 33(1); 103-115","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100005&lang=pt" 
"S1852-73532007000100006-arg","Identidades a posteriori y hacedores de verdad: modos de salir de una aporía","Zerbudis, Ezequiel","Revista latinoamericana de filosofía; 33(1); 117-130","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100006&lang=pt" 
"S1852-73532007000100007-arg","Referencia singular, necesidad y hacedores de verdad","Orlando, Eleonora","Revista latinoamericana de filosofía; 33(1); 131-148","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100007&lang=pt" 
"S1852-73532007000100008-arg","Revoluciones en Física","Cassini, Alejandro","Revista latinoamericana de filosofía; 33(1); 149-154","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100008&lang=pt" 
"S1852-73532007000100009-arg","Los enigmas del descubrimiento científico","Lombardi, Olimpia","Revista latinoamericana de filosofía; 33(1); 155-160","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100009&lang=pt" 
"S1852-73532007000100010-arg","Historia, narración y memoria: Los debates actuales en filososfía de la historia","Lytghoe, Esteban","Revista latinoamericana de filosofía; 33(1); 160-162","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100010&lang=pt" 
"S1852-73532007000100011-arg","Globalización y neoliberalismo: ¿un futuro inevitable?","García Valverde, Facundo","Revista latinoamericana de filosofía; 33(1); 163-165","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100011&lang=pt" 
"S1852-73532007000100012-arg","El problema cuerpo-mente en Descartes: Una cuestión semántica","Pavesi, Pablo E","Revista latinoamericana de filosofía; 33(1); 166-169","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100012&lang=pt" 
