"S0042-96862008000800030-spa","Integrating cervical cancer prevention in HIV/AIDS treatment and care programmes","Mwanahamuntu, Mulindi H, Sahasrabuddhe, Vikrant V, Stringer, Jeffrey SA, Parham, Groesbeck P","Bulletin of the World Health Organization; 86(8); D-E","Bulletin of the World Health Organization","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862008000800030&lang=pt" 
"S1415-54192008000400008-scl","Estudo cefalométrico da correlação da anatomia da base craniana com o padrão facial e as bases apicais","Araújo, Marcelo Calvo de, Nahás, Ana Carla Raphaelli, Cotrim-Ferreira, Flavio Augusto, Carvalho, Paulo Eduardo Guedes","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 67-76","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400008&lang=pt" 
"S1415-54192008000400011-scl","Maturação das vértebras cervicais e sua correlação com a idade óssea da mão e punho como indicadores no tratamento ortodôntico","Moscatiello, Vitoria Aparecida Muglia, Lederman, Henrique, Moscatiello, Rafael Andrade, Faltin Júnior, Kurt, Moscatiello, Rafael Muglia","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 92-100","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400011&lang=pt" 
"S1415-54192008000400012-scl","Remoção de braquetes cerâmicos com alicate de How associado à broca diamantada: avaliação da topografia do esmalte","Pithon, Matheus Melo, Oliveira, Márlio Vinícius de, Ruellas, Antônio Carlos de Oliveira","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 101-106","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400012&lang=pt" 
"S1415-54192008000400013-scl","Estudo comparativo de seis tipos de braquetes ortodônticos quanto à força de adesão","Fleischmann, Leonardo de Aquino, Sobral, Márcio Costa, Santos Júnior, Gildo Coelho, Habib, Fernando","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 107-116","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400013&lang=pt" 
"S1415-54192008000400014-scl","Avaliação da resistência adesiva e do padrão de descolagem de diferentes sistemas de colagem de braquetes associados à clorexidina","Ribeiro, Jorge Luís de Oliveira, Bezerra, Rebeca Barroso, Campos, Elisângela de Jesus, Freitas, Aline Andrade de","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 117-126","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400014&lang=pt" 
"S1415-54192008000400015-scl","A versatilidade clínica do arco utilidade","Figueiredo, Márcio Antonio de, Figueiredo, Claudia Tebet Peyres de, Nobuyasu, Masato, Gondo, Gervásio Yoshio, Siqueira, Danilo Furquim","Revista Dental Press de Ortodontia e Ortopedia Facial; 13(4); 127-156","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192008000400015&lang=pt" 
"S0036-36342008000400004-spa","Detección de brucelosis humana en pacientes de Sinaloa, México, en 2006","López-Moreno, Héctor Samuel, Fonseca-Najar, Jessica Mirieles, Osuna-Ramírez, Ignacio, Rendón-Maldonado, José Guadalupe, Uribe-Beltrán, Magdalena de Jesús, Hernández-Ramírez, Carlos Víctor","Salud Pública de México; 50(4); 274-275","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400004&lang=pt" 
"S0036-36342008000400002-spa","Combinación de un cuestionario autoaplicable con la determinación de glucosa capilar en el tamizaje de diabetes tipo 2","Rodríguez-Morán, Martha, Alvarado-Ruiz, Ricardo, Morales-Franco, Guadalupe, Guerrero-Romero, Fernando","Salud Pública de México; 50(4); 272-272","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400002&lang=pt" 
"S0036-36342008000400003-spa","Peso, talla y perímetro cefálico normal en recién nacidos de Cárdenas, Tabasco, México","Posada-Arévalo, Sergio Eduardo, Zavala-González, Marco Antonio, Camacho-Gutiérrez, Pedro, García-Osorio, Ana Jessica","Salud Pública de México; 50(4); 272-273","Salud Pública de México","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342008000400003&lang=pt" 
"S0100-72032008000800010-scl","Perfil nutricional pré-operatório de mulheres com câncer ginecológico e de mama","Zorlini, Renata","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 427-427","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800010&lang=pt" 
"S0100-72032008000800001-scl","Perfil da pós-graduação em Ginecologia e Obstetrícia no Brasil","Rudge, Marilza Vieira Cunha, Calderon, Iracema de Mattos Paranhos, Maranhão, Técia Maria de Oliveira, Azevedo, George Dantas de","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 375-378","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800001&lang=pt" 
"S0100-72032008000800009-scl","Mortalidade perinatal em filhos de mães adolescentes no município de Fortaleza, Ceará","Souza, Keylla Márcia Menezes de","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 427-427","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800009&lang=pt" 
"S0100-72032008000800008-scl","Neoplasia intraepitelial vulvar: um problema atual","Fonseca-Moutinho, José Alberto","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 420-426","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800008&lang=pt" 
"S0034-72992008000400001-scl","Compreendendo o tratamento da rinite alérgica","Mello Júnior, João Ferreira de","Revista Brasileira de Otorrinolaringologia; 74(4); 482-482","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400001&lang=pt" 
"S0034-72992008000400003-scl","Miringosclerose em pacientes com insuficiência renal crônica: análise comparativa com um grupo controle","Caldas Neto, Silvio, Lessa, Fábio José Delgado, Alves Jr., Gabriel, Caldas, Nelson, Gouveia, Mariana de Carvalho Leal","Revista Brasileira de Otorrinolaringologia; 74(4); 494-502","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400003&lang=pt" 
"S0034-72992008000400004-scl","Emissões otoacústicas evocadas transientes e por produto de distorção em escolares","Vasconcelos, Rosângela Melo, Serra, Lucieny Silva Martins, Aragão, Vânia Maria de Farias","Revista Brasileira de Otorrinolaringologia; 74(4); 503-507","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400004&lang=pt" 
"S0034-72992008000400007-scl","Identificação e susceptibilidade antimicrobiana de microrganismos obtidos de otite externa aguda","Nogueira, Janaina Cândida Rodrigues, Diniz, Margareth de Fátima F. Melo, Lima, Edeltrudes Oliveira, Lima, Zilka Nandes","Revista Brasileira de Otorrinolaringologia; 74(4); 526-530","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400007&lang=pt" 
"S0034-72992008000400008-scl","Avaliação de fatores demográficos e estadiamento clínico nos pacientes submetidos a resgate cirúrgico por carcinomas epidermóides de orofaringe","Chedid, Helma Maria, Franzi, Sérgio Altino","Revista Brasileira de Otorrinolaringologia; 74(4); 532-536","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400008&lang=pt" 
"S0034-72992008000400009-scl","Papilomatose laríngea: análise morfológica pela microscopia de luz e eletrônica do HPV-6","Martins, Regina Helena Garcia, Dias, Norimar H., Gregório, Elisa Aparecida, Marques, Mariângela Alencar, Silva, Márcia Guimarães da, Candeias, João Manuel Grisi","Revista Brasileira de Otorrinolaringologia; 74(4); 539-543","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400009&lang=pt" 
"S0034-72992008000400010-scl","Audiometria de resposta evocada de acordo com sexo e idade: achados e aplicabilidade","Lourenço, Edmir Américo, Oliveira, Marcelo Henrique de, Umemura, Adriana, Vargas, Ana Laura, Lopes, Karen de Carvalho, Pontes Júnior, Álvaro Vitorino de","Revista Brasileira de Otorrinolaringologia; 74(4); 545-551","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400010&lang=pt" 
"S0034-72992008000400011-scl","Tempo máximo de fonação de crianças pré-escolares","Cielo, Carla Aparecida, Cappellari, Viviane Michele","Revista Brasileira de Otorrinolaringologia; 74(4); 552-560","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400011&lang=pt" 
"S0034-72992008000400005-scl","Incidência de alterações estruturais das pregas vocais associadas ao pólipo de prega vocal","Eckley, Claudia Alessandra, Swensson, João, Duprat, André de Campos, Donati, Fernanda, Costa, Henrique Olival","Revista Brasileira de Otorrinolaringologia; 74(4); 508-511","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400005&lang=pt" 
"S0034-72992008000400028-scl","Pseudotumor miofibroblástico inflamatório da laringe","Barreto, Daniel Matos, Rodrigues, Luciano Freitas, Patrocinio, Lucas Gomes, Coelho, Sonia Regina, Patrocinio, José Antonio","Revista Brasileira de Otorrinolaringologia; 74(4); 638-638","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400028&lang=pt" 
"S0034-72992008000400025-scl","Doença de Rosai-Dorfman como diagnóstico diferencial de linfadenopatia cervical","Pinto, Daniele Cristine Gomes, Vidigal, Tatiana de Aguiar, Castro, Bruno de, Santos, Bruno Hollanda dos, Sousa, Nicodemos José Alves de","Revista Brasileira de Otorrinolaringologia; 74(4); 632-635","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400025&lang=pt" 
"S0034-72992008000400021-scl","O papel de novas vacinas na prevenção da otite média","Felix, Felippe, Gomes, Geraldo Augusto, Cabral, Gustavo Augusto Porto Sereno, Cordeiro, Jamerson Reis, Tomita, Shiro","Revista Brasileira de Otorrinolaringologia; 74(4); 613-616","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400021&lang=pt" 
"S0034-72992008000400022-scl","Mastoidite escamozigomática","Araújo, Patrícia de Pinho Marques, Matos, Janini Oliveira, Madeira, Felipe Barbosa, Araujo, Anderson de S., Arruda, Andréia Migueres, Tomita, Shiro","Revista Brasileira de Otorrinolaringologia; 74(4); 617-620","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400022&lang=pt" 
"S0034-72992008000400030-scl","Síndrome de Apert: revisão de literatura e relato de um caso clínico","Carneiro, Gleicy V. S., Farias, Jener G., Santos, Fred A. P., Lamberti, Patrícia L.","Revista Brasileira de Otorrinolaringologia; 74(4); 640-640","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400030&lang=pt" 
"S0034-72992008000400027-scl","Tricoepitelioma solitário nasal","Patrocinio, Lucas Gomes, Damasceno, Priscila Garcia, Patrocinio, Tomas Gomes, Patrocinio, José Antonio","Revista Brasileira de Otorrinolaringologia; 74(4); 637-637","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400027&lang=pt" 
"S0034-72992008000400026-scl","Fibromatose de amígdala","Sato, Juliana, Pontes, Antonio Augusto de Lima, Frazatto, Ricardo, Fujita, Reginaldo Raimundo","Revista Brasileira de Otorrinolaringologia; 74(4); 636-636","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400026&lang=pt" 
"S0034-72992008000400029-scl","A importância dos potenciais evocados auditivos no neurinoma do acústico","Dell&#039;Aringa, Ana Helena Bannwart, Sena, Luiz Fernando Pires, Teixeira, Rodrigo, Dell&#039;Aringa, Alfredo Rafael, Nardi, José Carlos","Revista Brasileira de Otorrinolaringologia; 74(4); 639-639","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992008000400029&lang=pt" 
"S0100-15742008000200003-scl","Relações entre esferas governamentais na educação e PDE: o que muda?","Weber, Silke","Cadernos de Pesquisa; 38(134); 305-318","Cadernos de Pesquisa","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742008000200003&lang=pt" 
"S0100-15742008000200006-scl","Educação de jovens e adultos na América Latina e Caribe: trajetória recente","Di Pierro, Maria Clara","Cadernos de Pesquisa; 38(134); 367-391","Cadernos de Pesquisa","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742008000200006&lang=pt" 
"S0100-06832008000400006-scl","Pressão de preconsolidação e intervalo hídrico ótimo como indicadores de alterações estruturais de um latossolo e de um cambissolo sob cana-de-açúcar","Severiano, Eduardo da Costa, Oliveira, Geraldo César de, Dias Júnior, Moacir de Souza, Oliveira, Luiz Fernando Coutinho de, Castro, Matheus Bornelli de","Revista Brasileira de Ciência do Solo; 32(4); 1419-1427","Revista Brasileira de Ciência do Solo","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832008000400006&lang=pt" 
"S0100-06832008000400012-scl","Formas e dessorção de cobre em solos cultivados com videira na Serra Gaúcha do Rio Grande do Sul","Casali, Carlos Alberto, Moterle, Diovane Freire, Rheinheimer, Danilo dos Santos, Brunetto, Gustavo, Corcini, Adão Leonel Mello, Kaminski, João, Melo, George Wellington Bastos de","Revista Brasileira de Ciência do Solo; 32(4); 1479-1487","Revista Brasileira de Ciência do Solo","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832008000400012&lang=pt" 
"S0100-72032008000800002-scl","Associação entre osteoporose e doença periodontal em mulheres na pós-menopausa","Lopes, Fernanda Ferreira, Loureiro, Flávia Helen Furtado, Pereira, Adriana de Fátima Vasconcelos, Pereira, Antonio Luiz do Amaral, Alves, Cláudia Maria Coelho","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 379-383","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800002&lang=pt" 
"S0100-72032008000800003-scl","Validação de versão para o português de questionário sobre qualidade de vida para mulher com endometriose (Endometriosis Health Profile Questionnaire - EHP-30)","Mengarda, Cláudia Vieira, Passos, Eduardo Pandolfi, Picon, Patrícia, Costa, Andry Fiterman, Picon, Paulo Dornelles","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 384-392","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800003&lang=pt" 
"S0100-72032008000800004-scl","Colonização bacteriana do canal cervical em gestantes com trabalho de parto prematuro ou ruptura prematura de membranas","Lajos, Giuliane Jesus, Passini Junior, Renato, Nomura, Marcelo Luís, Amaral, Eliana, Pereira, Belmiro Gonçalves, Milanez, Helaine, Parpinelli, Mary Ângela","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 393-399","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800004&lang=pt" 
"S0100-72032008000800005-scl","Valor do enema de bário com duplo contraste no diagnóstico da endometriose do reto e sigmóide","Ribeiro, Helizabet Salomão Abdalla Ayroza, Ribeiro, Paulo Augusto Ayroza Galvão, Rodrigues, Francisco César, Donadio, Nilson, Auge, Antônio Pedro Flores, Aoki, Tsutomu","Revista Brasileira de Ginecologia e Obstetrícia; 30(8); 400-405","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008000800005&lang=pt" 
"S0482-50042008000400003-scl","Avaliação do uso da hidroxicloroquina no tratamento da osteoartrite sintomática de joelhos","Bonfante, Herval de Lacerda, Machado, Luana Gerheim, Capp, Ana Andrade, Paes, Maria Alice da Silva, Levy, Roger Abramino, Teixeira, Henrique Couto","Revista Brasileira de Reumatologia; 48(4); 208-212","Revista Brasileira de Reumatologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042008000400003&lang=pt" 
"S0482-50042008000400002-scl","Consenso de lúpus eritematoso sistêmico","Borba, Eduardo Ferreira, Latorre, Luiz Carlos, Brenol, João Carlos Tavares, Kayser, Cristiane, Silva, Nilzio Antonio da, Zimmermann, Adriana Fontes, Pádua, Paulo Madureira de, Costallat, Lilian Tereza Lavras, Bonfá, Eloísa, Sato, Emília Inoue","Revista Brasileira de Reumatologia; 48(4); 196-207","Revista Brasileira de Reumatologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042008000400002&lang=pt" 
"S0482-50042008000400006-scl","Radiografia panorâmica: instrumento auxiliar no diagnóstico da osteoporose","Leite, André Ferreira, Figueiredo, Paulo Tadeu de Souza, Guia, Cláudio Mares, Melo, Nilce Santos, Paula, Ana Patrícia de","Revista Brasileira de Reumatologia; 48(4); 226-233","Revista Brasileira de Reumatologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042008000400006&lang=pt" 
"S0375-07602008000200001-cub","","","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200001&lang=pt" 
"S0375-07602008000200002-cub","Evaluación del nuevo medio CromoCen ECCS para la detección e identificación de bacterias enteropatógenas","Tsoraeva, Anna, Muñoz del Campo, Jorge Luis, Zhurbenko, Raisa, Rodríguez Martínez, Claudio, Ortega González, Meylín","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200002&lang=pt" 
"S0375-07602008000200003-cub","Evaluación de un método de aglutinación con partículas látex sensibilizadas para el diagnóstico de Gardnerella vaginalis","López Abraham, Ana María, Delgado Delgado, Irma, Iglesias Pérez, Elisa, Romero Céspedes, Maricelsa, Espinosa Castaño, Ivette, Fernández Masso, Jorge R.","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200003&lang=pt" 
"S0375-07602008000200004-cub","Susceptibilidad antimicrobiana y factores de virulencia en especies de Enterococcus causantes de infecciones pediátricas en Cuba","Quiñones Pérez, Dianelys, Marrero, Deisy, Falero, Bárbara, Tamargo, Isis, Llop, Alina, Kobayashi, Nobumichi, Del Campo, Rosa","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200004&lang=pt" 
"S0375-07602008000200005-cub","Factores de virulencia en cepas de Aeromonas aisladas de pacientes con enfermedad diarreica aguda en Cuba","Bravo Fariñas, Laura, San Germán Suárez, Susana, Fernández Abreu, Anabel, Ramírez Álvarez, Margarita, Morier Díaz, Luis, Fernández Andreu, Carlos, Cabrera Rodríguez, Luis E., Castro Escarpulli, Graciela, Ledo Ginarte, Yudith, Correa Martínez, Yusleidy, Núñez Fernández, Fidel, Cruz Infante, Yanaika","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200005&lang=pt" 
"S0375-07602008000200006-cub","Caracterización clínica y de laboratorio de un brote de dengue en un área rural de Campeche, México","Sosa Cabrera, Tayde Josefina, Santos Pérez, Marlene","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200006&lang=pt" 
"S0375-07602008000200007-cub","Coinfección VIH-hepatitis B y C en la provincia de Cienfuegos","Padrón Alfonso, Arlenys, Reyes Corcho, Andrés, Hernández Monzón, Vivian, Jam Morales, Blas C., Bouza Jiménez, Yadira, Cabanes, Pavel, Bouza Jiménez, Yanelka","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200007&lang=pt" 
"S0375-07602008000200008-cub","Índices maláricos como factores de riesgo en el Departamento del Petén Norte, Guatemala","Diéguez Fernández, Lorenzo, Cifuentes Alas, Jorge, For Juarez, Joel, Avelar Hernández, Casildo, García Santos, Alberto, Salinas de la Cruz, Oscar, Del Cid Hernández, Rubén","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200008&lang=pt" 
"S0375-07602008000200009-cub","Estudios de diversidad en comunidades de moluscos fluviales de importancia médica","Vázquez Perera, Antonio Alejandro, Gutiérrez Amador, Alfredo, Sánches Noda, Jorge","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200009&lang=pt" 
"S0375-07602008000200010-cub","Forma de aplicación y efectividad de la Permetrina 1 %, utilizada por convivientes con escolares, para el control de la pediculosis capitis en los niños","Chang Camero, Yalina, Hernández Contreras, Natividad, Chao Sautié, María I., Santana Suarez, Yarina, Fernández Herrera, Benigno","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200010&lang=pt" 
"S0375-07602008000200011-cub","LíneAyuda: servicio cubano de consejería telefónica en ITS/VIH/SIDA -características de los usuarios, 1998-2000","Aragonés López, Carlos, Sánchez Valdés, Lizet, Squires Valdés, Egbert, Piñón Ramos, Alexander, González Ochoa, Edilberto","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200011&lang=pt" 
"S0375-07602008000200015-cub","Aislamiento del virus linfotrópico de células T humano tipo I de un paciente con paraparesia espástica tropical: primer reporte en Cuba","Navea Leyva, Leonor, Dubed Echevarría, Marta, Álvarez Seguí, Giselle, Blanco de Armas, Madeline, Díaz Herrera, Felipe, Beguerías Santos, Ramón, Díaz Torres, Héctor Manuel","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200015&lang=pt" 
"S0375-07602008000200012-cub","Hepatitis B, C y en coinfección con VIH en un Banco de Sangre en Corrientes, Argentina","Navarro, Daniel, Panchuck, Patricia, Villalba Salinas, Vanesa, Salazar, María, Merino, Daniel, Balbachán, Silvia","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200012&lang=pt" 
"S0375-07602008000200013-cub","Aislamiento e identificación de Aeromonas y Plesiomonas en el embalse &quot;Niña Bonita&quot;, Ciudad de La Habana, Cuba","Fernández Abreu, Anabel, Bravo Fariñas, Laura, Ramírez Álvare, Margarita, Fernández Andreu, Carlos, Ledo Ginarte, Yudith, Correa Martínez, Yusleidy, Gómez Rodríguez, Noelis, Cruz Infante, Yanaika","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200013&lang=pt" 
"S0375-07602008000200014-cub","Estudios de laboratorio sobre la acción molusquicida de la resina de pino, colofonia, sobre Biomphalaria havanensis","Hevia Jiménez, Yosvania, Tacoronte Morales, Juan E., Sánchez Noda, Jorge, Vázquez Perera, Antonio A., Gutiérrez, Alfredo, Tiomno Tiomnova, Olinka, Mesa Díaz, Antonio","Revista Cubana de Medicina Tropical; 60(2); -","Revista Cubana de Medicina Tropical","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602008000200014&lang=pt" 
"S1413-86702008000400002-scl","Clinical and biochemical evaluation of HIV-related lipodystrophy in an ambulatory population from the Hospital Universitário Cassiano Antonio de Morais, Vitória, ES, Brazil","Monnerat, Bruno Zanotelli, Cerutti Junior, Crispim, Caniçali, Sheila Cristina, Motta, Tânia Reuter","Brazilian Journal of Infectious Diseases; 12(4); 364-368","Brazilian Journal of Infectious Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702008000400002&lang=pt" 
"S1413-86702008000400003-scl","Survival of AIDS patients and characteristics of those who died over eight years of highly active antiretroviral therapy, at a referral center in northeast Brazil","Melo, Ladjane Santos Wolmer de, Lacerda, Heloisa Ramos, Campelo, Eduardo, Moraes, Emanuel, Ximenes, Ricardo Arraes de Alencar","Brazilian Journal of Infectious Diseases; 12(4); 269-277","Brazilian Journal of Infectious Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702008000400003&lang=pt" 
"S1413-86702008000400007-scl","Diagnostic methods for prevention of anal cancer and characteristics of anal lesions caused by HPV in men with HIV/AIDS","Pereira, Araiz Cajueiro Carneiro, Lacerda, Heloísa Ramos de, Barros, Romualda Castro do Rêgo","Brazilian Journal of Infectious Diseases; 12(4); 293-299","Brazilian Journal of Infectious Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702008000400007&lang=pt" 
"S1413-86702008000400012-scl","Identification and detection of methicillin resistance in Non-Epidermidis coagulase-negative staphylococci","Secchi, Carina, Antunes, Ana Lúcia Souza, Perez, Leandro Reus Rodrigues, Cantarelli, Vlademir Vicente, d&#039;Azevedo, Pedro Alves","Brazilian Journal of Infectious Diseases; 12(4); 316-320","Brazilian Journal of Infectious Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702008000400012&lang=pt" 
"S1413-86702008000400016-scl","Successive mycological nail tests for onychomycosis: a strategy to improve diagnosis efficiency","Meireles, Tereza Elizabeth Fernandes, Rocha, Marcos Fábio Gadelha, Brilhante, Raimunda Sâmia Nogueira, Cordeiro, Rossana de Aguiar, Sidrim, José Júlio Costa","Brazilian Journal of Infectious Diseases; 12(4); 333-337","Brazilian Journal of Infectious Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702008000400016&lang=pt" 
