"S0100-40422003000500014-scl","Híbridos inorgânico-orgânicos derivados da reação de filossicatos com organossilanos","Fonseca, Maria Gardênnia da, Airoldi, Claudio","Química Nova; 26(5); 699-707","Química Nova","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422003000500014&lang=pt" 
"S0042-96862003001000018-spa","In focus: health - an ecosystem","Hamel, Nadia","Bulletin of the World Health Organization; 81(10); 771-772","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000018&lang=pt" 
"S0042-96862003001000016-spa","The age of immunology: conceiving a future in an alienating world","Bamforth, Iain","Bulletin of the World Health Organization; 81(10); 770-771","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000016&lang=pt" 
"S0042-96862003001000013-spa","Intra-ocular acrylic lenses after cataract extraction","Ridley, Harold","Bulletin of the World Health Organization; 81(10); 758-761","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000013&lang=pt" 
"S0042-96862003001000023-spa","New low-cost meningitis vaccine developed in record time","","Bulletin of the World Health Organization; 81(10); 776-776","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000023&lang=pt" 
"S0042-96862003001000024-spa","Long-lasting bednets to be produced in Africa","","Bulletin of the World Health Organization; 81(10); 776-776","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000024&lang=pt" 
"S0042-96862003001000020-spa","France caught cold by heatwave","Crabbe, Charlene","Bulletin of the World Health Organization; 81(10); 773-774","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000020&lang=pt" 
"S0042-96862003001000019-spa","Divine therapy: love, mysticism and psychoanalysis","Frosh, Stephen","Bulletin of the World Health Organization; 81(10); 772-772","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000019&lang=pt" 
"S0042-96862003001000017-spa","Air pollution and health in rapidly developing countries","Mehta, Sumi","Bulletin of the World Health Organization; 81(10); 771-771","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000017&lang=pt" 
"S0042-96862003001000010-spa","Meningococcal meningitis in sub-Saharan Africa: the case for mass and routine vaccination with available polysaccharide vaccines","Robbins, John B., Schneerson, Rachel, Gotschlich, Emil C., Mohammed, Idris, Nasidi, Abdulsalami, Chippaux, Jean-Philippe, Bernardino, Luis, Maiga, Moussa A.","Bulletin of the World Health Organization; 81(10); 745-750","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000010&lang=pt" 
"S0042-96862003001000009-spa","Coverage of pilot parenteral vaccination campaign against canine rabies in N&#039;Djaména, Chad","Kayali, U., Mindekem, R., Yémadji, N., Vounatsou, P., Kaninga, Y., Ndoutamia, A.G., Zinsstag, J.","Bulletin of the World Health Organization; 81(10); 739-744","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000009&lang=pt" 
"S0042-96862003001000002-spa","AIDS as a global emergency","Farmer, Paul","Bulletin of the World Health Organization; 81(10); 699-699","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000002&lang=pt" 
"S0042-96862003001000001-spa","In this month&#039;s Bulletin","","Bulletin of the World Health Organization; 81(10); 698-698","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000001&lang=pt" 
"S0042-96862003001000003-spa","Equitable access to scientific and technical information for health","Momen, Hooman","Bulletin of the World Health Organization; 81(10); 700-700","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000003&lang=pt" 
"S0042-96862003001000021-spa","Drug prices may be too high despite WTO deal","Fleck, Fiona","Bulletin of the World Health Organization; 81(10); 774-775","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000021&lang=pt" 
"S0042-96862003001000022-spa","WHO declares failure to deliver AIDS medicines a global health emergency","","Bulletin of the World Health Organization; 81(10); 776-776","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000022&lang=pt" 
"S0100-39842003000500004-scl","Hemangiomas hipoecogênicos","Machado, Márcio Martins, Rosa, Ana Cláudia Ferreira, Barros, Nestor de, Azeredo, Letícia Martins, Cerri, Luciana Mendes de Oliveira, Cerri, Giovanni Guido","Radiologia Brasileira; 36(5); 273-276","Radiologia Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842003000500004&lang=pt" 
"S0100-39842003000500008-scl","Intercomparação e calibração de medidores de atividade utilizados em serviços de medicina nuclear","Costa, Alessandro Martins da, Caldas, Linda V.E.","Radiologia Brasileira; 36(5); 293-297","Radiologia Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842003000500008&lang=pt" 
"S0100-39842003000500007-scl","Fatores que influenciam o padrão radiológico de densidade das mamas","Figueira, Rosa Nara Machado, Santos, Ângela Isabel dos, Camargo, Maria Emília, Koch, Hilton Augusto","Radiologia Brasileira; 36(5); 287-292","Radiologia Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842003000500007&lang=pt" 
"S0042-96862003001000006-spa","Risk factors for early infant mortality in Sarlahi district, Nepal","Katz, Joanne, West Jr, Keith P., Khatry, Subarna K., Christian, Parul, LeClerq, Steven C., Pradhan, Elizabeth Kimbrough, Shrestha, Sharada Ram","Bulletin of the World Health Organization; 81(10); 717-725","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000006&lang=pt" 
"S0042-96862003001000008-spa","Meta-analysis of residential exposure to radon gas and lung cancer","Pavia, Maria, Bianco, Aida, Pileggi, Claudia, Angelillo, Italo F.","Bulletin of the World Health Organization; 81(10); 732-738","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000008&lang=pt" 
"S0100-39842003000500003-scl","Estudo comparativo das seqüências rápidas ponderadas em T2, utilizando-se sincronização respiratória, apnéia, supressão de gordura, bobina de corpo e bobina de sinergia para a avaliação do fígado pela ressonância magnética","Abbehusen, Cristiane L., D&#039;Ippolito, Giuseppe, Palácio, Glaucia A.S., Szejnfeld, Jacob","Radiologia Brasileira; 36(5); 261-272","Radiologia Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842003000500003&lang=pt" 
"S0102-311X2003000500003-scl","The Pelotas birth cohort study, Rio Grande do Sul, Brazil, 1982-2001","Victora, Cesar G., Barros, Fernando C., Lima, Rosângela C., Behague, Dominique P., Gonçalves, Helen, Horta, Bernardo L., Gigante, Denise P., Vaughan, J. Patrick","Cadernos de Saúde Pública; 19(5); 1241-1256","Cadernos de Saúde Pública","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500003&lang=pt" 
"S0102-311X2003000500006-scl","Resistência a isoniazida e rifampicina e história de tratamento anterior para tuberculose","Natal, Sonia, Valente, Joaquim Gonçalves, Sánchez, Alexandra Roma, Penna, Maria Lúcia Fernandes","Cadernos de Saúde Pública; 19(5); 1277-1281","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500006&lang=pt" 
"S0102-311X2003000500035-scl","","","Cadernos de Saúde Pública; 19(5); 1552-1557","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500035&lang=pt" 
"S0102-311X2003000500033-scl","Mortalidade por asma no Município de São Paulo, 1993 a 1995: análise por causa múltipla de morte","Rio, Evani Marzagão Beringhs, Gallo, Paulo Rogério, Reis, Alberto Olavo A.","Cadernos de Saúde Pública; 19(5); 1541-1544","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500033&lang=pt" 
"S0102-311X2003000500005-scl","Haemophilus influenzae tipo b: situação epidemiológica no Estado de Minas Gerais, Brasil, 1993 a 1997","Miranzi, Sybelle de Souza Castro, Camacho, Luiz Antonio Bastos, Valente, Joaquim Gonçalves","Cadernos de Saúde Pública; 19(5); 1267-1275","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500005&lang=pt" 
"S0102-311X2003000500034-scl","Monitoramento da contaminação por elementos traço em ostras comercializadas em Recife, Pernambuco, Brasil","Cavalcanti, André Dias","Cadernos de Saúde Pública; 19(5); 1545-1551","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500034&lang=pt" 
"S0104-62762003000200001-scl","Sobre a comunicação nas grandes cidades","Piccini, Mabel","Opinião Pública; 9(2); 1-19","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200001&lang=pt" 
"S0100-39842003000500002-scl","Qual o seu diagnóstico?","Franco, Luciano Lago de Souza, Rolim, Cresio Flores, Garcia, Regiany Alessandra, Utiyama, Edivaldo Massazo, Birolini, Cláudio, Mitteldorf, Cristina A.T.S., Albertotti, Flávio, Menezes, Marcos Roberto de, Albertotti, Cézar José, Cerri, Giovanni Guido","Radiologia Brasileira; 36(5); v-vii","Radiologia Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842003000500002&lang=pt" 
"S0102-311X2003000500033-spa","Mortalidade por asma no Município de São Paulo, 1993 a 1995: análise por causa múltipla de morte","Rio, Evani Marzagão Beringhs, Gallo, Paulo Rogério, Reis, Alberto Olavo A.","Cadernos de Saúde Pública; 19(5); 1541-1544","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500033&lang=pt" 
"S0102-311X2003000500035-spa","","","Cadernos de Saúde Pública; 19(5); 1552-1557","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500035&lang=pt" 
"S0102-311X2003000500034-spa","Monitoramento da contaminação por elementos traço em ostras comercializadas em Recife, Pernambuco, Brasil","Cavalcanti, André Dias","Cadernos de Saúde Pública; 19(5); 1545-1551","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500034&lang=pt" 
"S0102-311X2003000500032-spa","Ectoparasitoses e saúde pública no Brasil: desafios para controle","Heukelbach, Jörg, Oliveira, Fabíola Araújo Sales de, Feldmeier, Hermann","Cadernos de Saúde Pública; 19(5); 1535-1540","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500032&lang=pt" 
"S0102-311X2003000500031-spa","As tendências pedagógicas e a prática educativa nas ciências da saúde","Pereira, Adriana Lenho de Figueiredo","Cadernos de Saúde Pública; 19(5); 1527-1534","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500031&lang=pt" 
"S0102-311X2003000500030-spa","Acidentes de trânsito fatais e sua associação com a taxa de mortalidade infantil e adolescência","Sauer, Maria Teresa Nardin, Wagner, Mario Bernardes","Cadernos de Saúde Pública; 19(5); 1519-1526","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500030&lang=pt" 
"S0102-311X2003000500028-spa","Situação da filariose bancroftiana na Região Metropolitana do Recife: estudo em uma área endêmica no Município de Jaboatão dos Guararapes, Pernambuco, Brasil","Bonfim, Cristine, Lessa, Fábio, Oliveira, Conceição, Evangelista, Maria José, Espírito Santo, Marlene do, Meireles, Elizeide, Pereira, José Costa, Medeiros, Zulma","Cadernos de Saúde Pública; 19(5); 1497-1505","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500028&lang=pt" 
"S0102-311X2003000500027-spa","Consumo alimentar de adolescentes com e sem sobrepeso do Município do Rio de Janeiro","Andrade, Roseli G., Pereira, Rosangela A., Sichieri, Rosely","Cadernos de Saúde Pública; 19(5); 1485-1495","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500027&lang=pt" 
"S0102-311X2003000500026-spa","Pesquisa avaliativa em reabilitação profissional: a efetividade de um serviço em desconstrução","Takahashi, Mara Alice Batista Conti, Canesqui, Ana Maria","Cadernos de Saúde Pública; 19(5); 1473-1483","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500026&lang=pt" 
"S0102-311X2003000500025-spa","Consumo alimentar da população adulta segundo perfil sócio-econômico e demográfico: Projeto Bambuí","Bonomo, Élido, Caiaffa, Waleska Teixeira, César, Cibele Comini, Lopes, Aline Cristine Souza, Lima-Costa, Maria Fernanda","Cadernos de Saúde Pública; 19(5); 1461-1471","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500025&lang=pt" 
"S0102-311X2003000500024-spa","Riscos associados ao processo de desmame entre crianças nascidas em hospital universitário de São Paulo, entre 1998 e 1999: estudo de coorte prospectivo do primeiro ano de vida","Bueno, Milena Baptista, Souza, José Maria Pacheco de, Souza, Sonia Buongermino de, Paz, Suzana Maria Rebelo Sampaio da, Gimeno, Suely Godoy Agostinho, Siqueira, Arnaldo Augusto Franco de","Cadernos de Saúde Pública; 19(5); 1453-1460","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500024&lang=pt" 
"S0102-311X2003000500023-spa","Prevalências de sobrepeso e obesidade em adolescentes masculinos, no Nordeste do Brasil, 1980-2000","Vasconcelos, Vera Lucia de, Silva, Giselia A. P. da","Cadernos de Saúde Pública; 19(5); 1445-1451","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500023&lang=pt" 
"S0102-311X2003000500022-spa","Relacionamento violento na adolescência e risco de DST/AIDS","Taquette, Stella R., Ruzany, Maria Helena, Meirelles, Zilah, Ricardo, Isabel","Cadernos de Saúde Pública; 19(5); 1437-1444","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500022&lang=pt" 
"S0102-311X2003000500020-spa","Condição de vida e mortalidade infantil: diferenciais intra-urbanos no Recife, Pernambuco, Brasil","Guimarães, Maria José Bezerra, Marques, Neusa Maria, Melo Filho, Djalma Agripino, Szwarcwald, Célia Landman","Cadernos de Saúde Pública; 19(5); 1413-1424","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500020&lang=pt" 
"S0102-311X2003000500019-spa","A medicação assistida e os índices de cura de tuberculose e de abandono de tratamento na população indígena Guaraní-Kaiwá no Município de Dourados, Mato Grosso do Sul, Brasil","Marques, Ana Maria Campos, Cunha, Rivaldo Venâncio da","Cadernos de Saúde Pública; 19(5); 1405-1411","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500019&lang=pt" 
"S0102-311X2003000500018-spa","Fertility and reproductive history of sterilized and non-sterilized women in Campinas, São Paulo, Brazil","Osis, Maria José Duarte, Faúndes, Anibal, Sousa, Maria Helena de, Duarte, Graciana Alves, Bailey, Patricia","Cadernos de Saúde Pública; 19(5); 1399-1404","Cadernos de Saúde Pública","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500018&lang=pt" 
"S0102-311X2003000500016-spa","A saúde bucal em pauta: análise de registros dos Conselhos Municipais de Saúde de municípios pertencentes à 17ª Regional de Saúde do Estado do Paraná, Brasil","Alves-Souza, Rosani Aparecida, Saliba, Orlando","Cadernos de Saúde Pública; 19(5); 1381-1388","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500016&lang=pt" 
"S0102-311X2003000500015-spa","Fonte alimentar sangüínea e a peridomiciliação de Lutzomyia longipalpis (Lutz &amp; Neiva, 1912) (Psychodidae, Phlebotominae)","Dias, Flávio de Oliveira Passos, Lorosa, Elias Seixas, Rebêlo, José Manuel Macário","Cadernos de Saúde Pública; 19(5); 1373-1380","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500015&lang=pt" 
"S0102-311X2003000500014-spa","Fatores associados à não realização de exame citopatológico de colo uterino no extremo Sul do Brasil","Cesar, Juraci A., Horta, Bernardo L., Gomes, Gildo, Houlthausen, Ricardo S., Willrich, Roselane M., Kaercher, Alessandra, Iastrenski, Francisco M.","Cadernos de Saúde Pública; 19(5); 1365-1372","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500014&lang=pt" 
"S0102-311X2003000500012-spa","Avaliação da efetividade das campanhas para eliminação da sífilis congênita na redução da morbi-mortalidade perinatal: Município do Rio de Janeiro, 1999-2000","Saraceni, Valéria, Leal, Maria do Carmo","Cadernos de Saúde Pública; 19(5); 1341-1349","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500012&lang=pt" 
"S0102-311X2003000500010-spa","Cuidados alternativos en la atención del embarazo en Jalisco, México","Valadez, Isabel, Alfaro, Noe, Pozos, Elizabeth","Cadernos de Saúde Pública; 19(5); 1313-1321","Cadernos de Saúde Pública","Espanhol","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500010&lang=pt" 
"S0102-311X2003000500009-spa","Un estudio ecológico sobre tuberculosis en un municipio de Cuba","Molina Serpa, Ivette, López Pardo, Cándido, Alonso Hernández, Ricardo","Cadernos de Saúde Pública; 19(5); 1305-1312","Cadernos de Saúde Pública","Espanhol","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500009&lang=pt" 
"S0102-311X2003000500007-spa","Distribuição espacial da leptospirose no Rio Grande do Sul, Brasil: recuperando a ecologia dos estudos ecológicos","Barcellos, Christovam, Lammerhirt, Célia Beatriz, Almeida, Marco Antonio B. de, Santos, Edmilson dos","Cadernos de Saúde Pública; 19(5); 1283-1292","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500007&lang=pt" 
"S0102-311X2003000500006-spa","Resistência a isoniazida e rifampicina e história de tratamento anterior para tuberculose","Natal, Sonia, Valente, Joaquim Gonçalves, Sánchez, Alexandra Roma, Penna, Maria Lúcia Fernandes","Cadernos de Saúde Pública; 19(5); 1277-1281","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500006&lang=pt" 
"S0102-311X2003000500005-spa","Haemophilus influenzae tipo b: situação epidemiológica no Estado de Minas Gerais, Brasil, 1993 a 1997","Miranzi, Sybelle de Souza Castro, Camacho, Luiz Antonio Bastos, Valente, Joaquim Gonçalves","Cadernos de Saúde Pública; 19(5); 1267-1275","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500005&lang=pt" 
"S0102-311X2003000500004-spa","Prevalence of having a regular doctor, associated factors, and the effect on health services utilization: a population-based study in Southern Brazil","Mendoza-Sassi, Raúl, Béria, Jorge U.","Cadernos de Saúde Pública; 19(5); 1257-1266","Cadernos de Saúde Pública","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500004&lang=pt" 
"S0102-311X2003000500002-scl","Human T-cell Lymphotropic Virus types I and II (HTLV-I/II) in French Guiana: clinical and molecular epidemiology","Kazanji, Mirdad, Gessain, Antoine","Cadernos de Saúde Pública; 19(5); 1227-1240","Cadernos de Saúde Pública","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500002&lang=pt" 
"S0102-311X2003000500004-scl","Prevalence of having a regular doctor, associated factors, and the effect on health services utilization: a population-based study in Southern Brazil","Mendoza-Sassi, Raúl, Béria, Jorge U.","Cadernos de Saúde Pública; 19(5); 1257-1266","Cadernos de Saúde Pública","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500004&lang=pt" 
"S0102-311X2003000500007-scl","Distribuição espacial da leptospirose no Rio Grande do Sul, Brasil: recuperando a ecologia dos estudos ecológicos","Barcellos, Christovam, Lammerhirt, Célia Beatriz, Almeida, Marco Antonio B. de, Santos, Edmilson dos","Cadernos de Saúde Pública; 19(5); 1283-1292","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500007&lang=pt" 
"S0102-311X2003000500008-scl","Análise de causas de acidentes e ocorrências anormais, relacionados ao trabalho, em uma refinaria de petróleo, Rio de Janeiro","Souza, Carlos Augusto Vaz de, Freitas, Carlos Machado de","Cadernos de Saúde Pública; 19(5); 1293-1303","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500008&lang=pt" 
"S0102-311X2003000500009-scl","Un estudio ecológico sobre tuberculosis en un municipio de Cuba","Molina Serpa, Ivette, López Pardo, Cándido, Alonso Hernández, Ricardo","Cadernos de Saúde Pública; 19(5); 1305-1312","Cadernos de Saúde Pública","Espanhol","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500009&lang=pt" 
"S0102-311X2003000500010-scl","Cuidados alternativos en la atención del embarazo en Jalisco, México","Valadez, Isabel, Alfaro, Noe, Pozos, Elizabeth","Cadernos de Saúde Pública; 19(5); 1313-1321","Cadernos de Saúde Pública","Espanhol","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500010&lang=pt" 
"S0102-311X2003000500011-scl","O mercado privado de vacinas no Brasil: a mercantilização no espaço da prevenção","Temporão, José Gomes","Cadernos de Saúde Pública; 19(5); 1323-1339","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500011&lang=pt" 
"S0102-311X2003000500012-scl","Avaliação da efetividade das campanhas para eliminação da sífilis congênita na redução da morbi-mortalidade perinatal: Município do Rio de Janeiro, 1999-2000","Saraceni, Valéria, Leal, Maria do Carmo","Cadernos de Saúde Pública; 19(5); 1341-1349","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500012&lang=pt" 
"S0102-311X2003000500013-scl","Distribuição social da AIDS no Brasil, segundo participação no mercado de trabalho, ocupação e status sócio-econômico dos casos de 1987 a 1998","Fonseca, Maria Goretti P., Travassos, Cláudia, Bastos, Francisco Inácio, Silva, Nelson do Valle, Szwarcwald, Célia Landmann","Cadernos de Saúde Pública; 19(5); 1351-1363","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500013&lang=pt" 
"S0102-311X2003000500014-scl","Fatores associados à não realização de exame citopatológico de colo uterino no extremo Sul do Brasil","Cesar, Juraci A., Horta, Bernardo L., Gomes, Gildo, Houlthausen, Ricardo S., Willrich, Roselane M., Kaercher, Alessandra, Iastrenski, Francisco M.","Cadernos de Saúde Pública; 19(5); 1365-1372","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500014&lang=pt" 
"S0102-311X2003000500015-scl","Fonte alimentar sangüínea e a peridomiciliação de Lutzomyia longipalpis (Lutz &amp; Neiva, 1912) (Psychodidae, Phlebotominae)","Dias, Flávio de Oliveira Passos, Lorosa, Elias Seixas, Rebêlo, José Manuel Macário","Cadernos de Saúde Pública; 19(5); 1373-1380","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500015&lang=pt" 
"S0102-311X2003000500016-scl","A saúde bucal em pauta: análise de registros dos Conselhos Municipais de Saúde de municípios pertencentes à 17ª Regional de Saúde do Estado do Paraná, Brasil","Alves-Souza, Rosani Aparecida, Saliba, Orlando","Cadernos de Saúde Pública; 19(5); 1381-1388","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500016&lang=pt" 
"S0102-311X2003000500018-scl","Fertility and reproductive history of sterilized and non-sterilized women in Campinas, São Paulo, Brazil","Osis, Maria José Duarte, Faúndes, Anibal, Sousa, Maria Helena de, Duarte, Graciana Alves, Bailey, Patricia","Cadernos de Saúde Pública; 19(5); 1399-1404","Cadernos de Saúde Pública","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500018&lang=pt" 
"S0102-311X2003000500019-scl","A medicação assistida e os índices de cura de tuberculose e de abandono de tratamento na população indígena Guaraní-Kaiwá no Município de Dourados, Mato Grosso do Sul, Brasil","Marques, Ana Maria Campos, Cunha, Rivaldo Venâncio da","Cadernos de Saúde Pública; 19(5); 1405-1411","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500019&lang=pt" 
"S0102-311X2003000500020-scl","Condição de vida e mortalidade infantil: diferenciais intra-urbanos no Recife, Pernambuco, Brasil","Guimarães, Maria José Bezerra, Marques, Neusa Maria, Melo Filho, Djalma Agripino, Szwarcwald, Célia Landman","Cadernos de Saúde Pública; 19(5); 1413-1424","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500020&lang=pt" 
"S0102-311X2003000500021-scl","Saberes e práticas de enfermeiros e obstetras: cooperação e conflito na assistência ao parto","Angulo-Tuesta, Antonia, Giffin, Karen, Gama, Andréa de Sousa, d&#039;Orsi, Eleonora, Barbosa, Gisele Peixoto","Cadernos de Saúde Pública; 19(5); 1425-1436","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500021&lang=pt" 
"S0102-311X2003000500022-scl","Relacionamento violento na adolescência e risco de DST/AIDS","Taquette, Stella R., Ruzany, Maria Helena, Meirelles, Zilah, Ricardo, Isabel","Cadernos de Saúde Pública; 19(5); 1437-1444","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500022&lang=pt" 
"S0102-311X2003000500023-scl","Prevalências de sobrepeso e obesidade em adolescentes masculinos, no Nordeste do Brasil, 1980-2000","Vasconcelos, Vera Lucia de, Silva, Giselia A. P. da","Cadernos de Saúde Pública; 19(5); 1445-1451","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500023&lang=pt" 
