"S0717-93082013000300006-chl","Malformación cavernomatosa: Revisión de una patología clásica","Aliaga Q, Adolfo, Palavecino B, Támara, Espinoza A, Rodrigo, Dellien Z, Holvis","Revista chilena de radiología; 19(3); 117-124","Revista chilena de radiología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082013000300006&lang=pt" 
"S0102-67202013000600012-scl","Mortalidade no pós-operatório tardio da derivação gástrica em pacientes do Sistema Único de Saúde: elevada frequência de cirrose alcoólica e suicídios","Diniz, Maria de Fátima Haueisen Sander, Moura, Lucas Diniz, Kelles, Silvana Márcia Bruschi, Diniz, Marco Túlio Costa","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(); 53-56","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000600012&lang=pt" 
"S0102-67202013000600013-scl","Cirurgia metabólica, reganho de peso e recidiva do diabete","Campos, Josemberg M., Lins, Daniel C., Silva, Lyz B., Araujo-Junior, José Guido C., Zeve, Jorge L. M., Ferraz, Álvaro A. B.","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(); 57-62","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000600013&lang=pt" 
"S0102-67202013000600010-scl","Validação da ultrassonografia para a avaliação da gordura abdominal visceral em obesos clinicamente graves","Gouvêa, Heloisa Rodrigues de, Faria, Silvia Leite, Faria, Orlando Pereira, Cardeal, Mariane de Almeida, Bezerra, Alexandre, Ito, Marina Kyiomi","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(); 43-46","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000600010&lang=pt" 
"S0102-71822013000300023-scl","&quot;Ser garçom não é somente carregar bandeja...&quot;: estratégias discursivo-identitárias de garçons","Diniz, Ana Paula Rodrigues, Souza, Mariana Mayumi Pereira de, Carrieri, Alexandre de Pádua, Barreto, Raquel de Oliveira","Psicologia &amp; Sociedade; 25(3); 695-705","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300023&lang=pt" 
"S0102-71822013000300022-scl","Relações antagônicas entre sentido e significado do trabalho no capital: uma análise na perspectiva ontológica","Gonçalves, Ruth Maria de Paula, Jimenez, Susana Vasconcelos","Psicologia &amp; Sociedade; 25(3); 685-694","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300022&lang=pt" 
"S0102-71822013000300021-scl","Produção de sentidos sobre saúde em um grupo de discussão com adolescentes de Fortaleza","Barros, João Paulo Pereira, Colaço, Veriana de Fátima Rodrigues","Psicologia &amp; Sociedade; 25(3); 674-684","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300021&lang=pt" 
"S0102-71822013000300020-scl","As práticas dos psicólogos em ambulatórios de saúde mental","Guimarães, Shyrley Bispo, Oliveira, Isabel Fernandes de, Yamamoto, Oswaldo Hajime","Psicologia &amp; Sociedade; 25(3); 664-673","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300020&lang=pt" 
"S0102-71822013000300025-scl","Práticas identitárias da autoajuda no mundo contemporâneo do trabalho","Silva, Samuel Cavalcante, Stafuzza, Grenissa Bonvino","Psicologia &amp; Sociedade; 25(3); 718-727","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300025&lang=pt" 
"S0102-71822013000300024-scl","Os sentidos e significados no trabalho de controlador de tráfego aéreo","Mendes, Luciano, Santos, Fabiano Santana dos","Psicologia &amp; Sociedade; 25(3); 706-717","Psicologia &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300024&lang=pt" 
"S0102-71822013000300009-scl","Los estereotipos en la comprensión de las desigualdades de género en educación, desde la psicología feminista","Martínez Labrín, Soledad, Urrutia, Bruno Bivort","Psicologia &amp; Sociedade; 25(3); 549-558","Psicologia &amp; Sociedade","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822013000300009&lang=pt" 
"S0718-43602013000100008-chl","LA ONTOLOGÍA DE ROMAN INGARDEN ACERCA DE LOS OBJETOS TEMPORALES: ANÁLISIS Y PROYECCIONES","Cuneo Bosco, Mario","Revista de filosofía; 69(); 83-98","Revista de filosofía","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-43602013000100008&lang=pt" 
"S0718-43602013000100009-chl","NI FUNDACIONISMO NI COHERENTISMO: UNA LECTURA ANTROPOLÓGICA DE SOBRE LA CERTEZA","Fermandois, Eduardo","Revista de filosofía; 69(); 99-117","Revista de filosofía","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-43602013000100009&lang=pt" 
"S0718-43602013000100006-chl","LA AXIOLOGÍA JURÍDICA SEGÚN JORGE MILLAS","Cofré Lagos, Juan O, Isler Soto, Carlos","Revista de filosofía; 69(); 51-66","Revista de filosofía","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-43602013000100006&lang=pt" 
"S2254-28842013000500017-esp","Factores diferenciadores en la elección de tratamiento sustitutivo renal en nuestra consulta de enfermedad renal crónica avanzada","Heredia Fernández, Juana, Lorente Méndez, Cristóbal, Astorga Pérez, Felicísima, Chica Arellano, Josefa","Enfermería Nefrológica; 16(); 36-37","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500017&lang=pt" 
"S0719-06462013000300006-chl","Generalization of New Continuous Functions in Topological Spaces","Patil, P. G, Rayanagoudar, T. D, Benchalli, S. S","Cubo (Temuco); 15(3); 51-58","Cubo (Temuco)","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-06462013000300006&lang=pt" 
"S2254-28842013000500103-esp","Intervención de enfermería sobre dieta y actividad física en una unidad de hemodiálisis","Ausejo San José, Elena, Pérez Mendióroz, Natalia, Amezqueta Goñi, Pilar, García Fernández, Nuria","Enfermería Nefrológica; 16(); 200-201","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500103&lang=pt" 
"S2254-28842013000500098-esp","Hemodialfiltración on line vs hemodiálisis de alto flujo: influencia sobre la anemia","Martín García, Elena, Uguet Canal, María, Arribas Charfolé, Montserrat, Rodríguez Peña, Jacoba","Enfermería Nefrológica; 16(); 191-192","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500098&lang=pt" 
"S2254-28842013000500114-esp","Evolución del programa de trasplante renal en la provincia de Cádiz","Moreno Rodríguez, Andrés, Benítez Ruiz, Lourdes, Sanz García, Rosa","Enfermería Nefrológica; 16(); 218-218","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500114&lang=pt" 
"S0718-43602013000100027-chl","Miguel Ruiz (Ed.). Sofistas, pensamiento y persuasión","Gazmuri, Susana","Revista de filosofía; 69(); 302-304","Revista de filosofía","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-43602013000100027&lang=pt" 
"S2254-28842013000500102-esp","Influencia de la hemodiálisis de alto flujo sobre la morbimortalidad en nuestra unidad","Roig Queral, Marta, Adell Lleixà, Mireia, Andújar Solé, Jeroni, Ramiro Salido, Montse, Justo Ávila, Pablo, Compte Jové, Maria Teresa","Enfermería Nefrológica; 16(); 198-199","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500102&lang=pt" 
"S2254-28842013000500055-esp","Tratamiento de la anorexia en hemodiálisis: Placebo vs Megestrol","Vázquez Pedrazuela, Mirta, Sánchez Moreno, Laura María, Domíngez Herrero, Beatriz, Rodríguez Peña, Mª Jacoba","Enfermería Nefrológica; 16(); 110-111","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500055&lang=pt" 
"S2254-28842013000500074-esp","Otros factores que favorecen la desnutrición en los pacientes de diálisis peritoneal","Tejeda Araez, Elisabet, Barbero Narbona, Eva, Junyent Iglesias, Ernestina, Pujolar Fulquet, Nuria","Enfermería Nefrológica; 16(); 146-147","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500074&lang=pt" 
"S2254-28842013000500012-esp","Nutrición, hidratación, inflamación y relación con proBNP en pacientes con Enfermedad Renal Crónica: estudio comparativo entre pre-diálisis, diálisis peritoneal y hemodiálisis","Lorente Méndez, Cristobal, Astorga Pérez, Felicísima, Chica Arellano, Josefina, Heredia Fernández, Juana","Enfermería Nefrológica; 16(); 26-27","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500012&lang=pt" 
"S2254-28842013000500058-esp","Valoración de la adherencia terapéutica de los pacientes de una unidad de hemodiálisis hospitalaria","Díaz de Argote Cervera, Pilar, García Estévez, Sonia, Arribas Cobo, Patricia","Enfermería Nefrológica; 16(); 116-117","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500058&lang=pt" 
"S2254-28842013000500111-esp","Rueda alimentaria para pacientes con insuficiencia renal crónica en hemodiálisis: recomendaciones dietéticas fundamentales","Soto Vilca, Antonia, Susenj, Martina","Enfermería Nefrológica; 16(); 214-214","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500111&lang=pt" 
"S2254-28842013000500019-esp","Actualización de conocimientos en diálisis: aplicación de un nuevo método de capacitación profesional","Junyent Iglesias, Ernestina, Pujolar Fulquet, Nuria, Wong, Tai-Mooi","Enfermería Nefrológica; 16(); 40-41","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500019&lang=pt" 
"S2254-28842013000500038-esp","Importancia del potasio en el líquido de baño para prevenir hipopotasemias","Salvador Lengua, Mª Carmen, Folch Morro, Mª Jose, Bort Castello, Jorge, Mallol Domínguez, Alexandra, Cerrillo García, Vicente, Renau Ortells, Elena","Enfermería Nefrológica; 16(); 78-78","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500038&lang=pt" 
"S2254-28842013000500016-esp","Efecto de las actuaciones de enfermería en el control de la presión arterial en pacientes con enfermedad renal crónica avanzada","Cirera Segura, Francisco, Pérez Baena, Álvaro, Sánchez Flores, Nuria, Martín Espejo, Jesús Lucas","Enfermería Nefrológica; 16(); 34-35","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500016&lang=pt" 
"S2254-28842013000500073-esp","Nuevas perspectivas de la diálisis peritoneal: ultrafiltración a un paciente con insuficiencia cardíaca refractaria a diuréticos","Gruart Armangué, Paqui, Salillas Adot, Esther, Simal Vélez, Nieves, Julve Ibáñez, Mª Celia, Andújar Asensio, Alex","Enfermería Nefrológica; 16(); 144-145","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500073&lang=pt" 
"S2254-28842013000500061-esp","Una nueva oportunidad","Ramírez Moreno, Carmen, Torollo Luna, Irene, Arévalo Salamanca, Francisco, Granados Trujillo, Araceli, Alcántara Crespo, Mateo, Agüera Morales, Marisa","Enfermería Nefrológica; 16(); 122-122","Enfermería Nefrológica","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842013000500061&lang=pt" 
"S1010-99192013000300012-sza","The Achan/Achor traditions: The parody of Saul as &quot;Achan&quot; in 1 Samuel 14:24-15:35","Michael, Matthew","Old Testament Essays; 26(3); 730-760","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300012&lang=pt" 
"S1010-99192013000300013-sza","Women and the cry for justice in Old Testament court narratives: An African Reflection","Olojede, Funlola","Old Testament Essays; 26(3); 761-772","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300013&lang=pt" 
"S1010-99192013000300010-sza","The Significance of תורה (Isa 2:3) within Isaiah 2:1-5: The Relationship of the First Overture (1:1-2:5) to the Book&#039;s Conclusion (Isa 65-66)","Groenewald, Alphonso","Old Testament Essays; 26(3); 695-717","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300010&lang=pt" 
"S1010-99192013000300011-sza","A Clash of the deities in 2 Maccabees 1: 10b-17 in terms of space, body and narrative","Jordaan, Pierre J","Old Testament Essays; 26(3); 718-729","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300011&lang=pt" 
"S1010-99192013000300017-sza","Conflict and conflict resolution: inner controversies and tensions as places of Israel&#039;s self-conception in the patriarchal traditions of Genesis","Seidl, Theodor","Old Testament Essays; 26(3); 840-863","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300017&lang=pt" 
"S1010-99192013000300014-sza","Suffering bodies - Divine absence: towards a spatial reading of ancient Near Eastern laments with reference to Psalm 13 and an Assyrian Elegy (K 890)","Prinsloo, Gert T. M.","Old Testament Essays; 26(3); 773-803","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300014&lang=pt" 
"S1010-99192013000300015-sza","Humanity not pronounced good: humanity&#039;s death within the scope of God&#039;s very good creation in light of Genesis 2-3","Ramantswana, Hulisani","Old Testament Essays; 26(3); 804-818","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300015&lang=pt" 
"S1010-99192013000300018-sza","The blame game: prophetic rhetoric and ideology in Jeremiah 14:10-16","Wessels, Willie J.","Old Testament Essays; 26(3); 864-881","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300018&lang=pt" 
"S1010-99192013000300019-sza","Book Reviews / Boek Resensies","","Old Testament Essays; 26(3); 882-900","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300019&lang=pt" 
"S1010-99192013000300001-sza","Editorial","Snyman, Gerrie","Old Testament Essays; 26(3); 529-530","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300001&lang=pt" 
"S1010-99192013000300003-sza","Psalm 114 as reinterpretation of the exodus during and after the exile","Bosman, Hendrik","Old Testament Essays; 26(3); 559-582","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300003&lang=pt" 
"S1010-99192013000300002-sza","The &quot;proto-Deuteronomist&quot;: fifty years later","Ausloos, Hans","Old Testament Essays; 26(3); 531-558","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300002&lang=pt" 
"S1010-99192013000300005-sza","Female resistance in spite of injustice: human dignity and the daughter of Jephthah","Claassens, L. Juliana","Old Testament Essays; 26(3); 607-622","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300005&lang=pt" 
"S1010-99192013000300004-sza","Psalm 53 in canonical perspective","Botha, Phil J.","Old Testament Essays; 26(3); 583-606","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300004&lang=pt" 
"S1010-99192013000300007-sza","The role of Achior in Judith - an autobiographical response to The Enemy is Within","Efthimiadis-Keith, Helen","Old Testament Essays; 26(3); 642-662","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300007&lang=pt" 
"S1010-99192013000300006-sza","Daniel 5, Elohim and Marduk: the final battle","de Bruyn, Jacobus","Old Testament Essays; 26(3); 623-641","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300006&lang=pt" 
"S1010-99192013000300009-sza","Les relations Ps 40 / Ps 69 et Ps 18 / Ps 68 et le livre des Proverbes","Gosse, Bernard","Old Testament Essays; 26(3); 684-694","Old Testament Essays","Francês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300009&lang=pt" 
"S1010-99192013000300008-sza","Jeremiah 33: 14-26: the question of text stability and the devaluation of kingship","Erzberger, Johanna","Old Testament Essays; 26(3); 663-683","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300008&lang=pt" 
"S1010-99192013000300016-sza","&quot;I had heard of you . . . but now my eye sees you&quot;: Re-visioning Job&#039;s wife","Scholtz, Roger","Old Testament Essays; 26(3); 819-839","Old Testament Essays","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1010-99192013000300016&lang=pt" 
"S2072-92942013000100006-bol","Mortalidad por neumonía en España","Gea-Izquierdo, Enrique","Journal of the Selva Andina Research Society; 4(1); 42-47","Journal of the Selva Andina Research Society","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2072-92942013000100006&lang=pt" 
"S0716-97602013000400016-chl","Culture medium composition affects the gene expression pattern and in vitro development potential of bovine somatic cell nuclear transfer (SCNT) embryos","Arias, María E, Ross, Pablo J, Felmer, Ricardo N","Biological Research; 46(4); 452-462","Biological Research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-97602013000400016&lang=pt" 
"S0188-77422013000200012-mex","Evaluación de programas públicos mediante lógica difusa: el caso del Programa Hábitat","Flores Payán, Lucio, García Batíz, María Luisa","Política y cultura; (40); 231-255","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200012&lang=pt" 
"S0188-77422013000200013-mex","Déficit social de México","Fuentes García, Nadia","Política y cultura; (40); 259-263","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200013&lang=pt" 
"S0188-77422013000200010-mex","Cooperación entre municipios y tercer sector en políticas sociales: mitos y realidades","Navarro Arredondo, Alejandro","Política y cultura; (40); 201-227","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200010&lang=pt" 
"S0188-77422013000200011-mex","Símbolos de la xenofobia: El muro fronterizo, imagen de la discriminación","Castillo Ramírez, Guillermo","Política y cultura; (40); 228-230","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200011&lang=pt" 
"S0188-77422013000200014-mex","El oficio de político","Barragán, Mélany","Política y cultura; (40); 265-269","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200014&lang=pt" 
"S0188-77422013000200001-mex","Presentación","","Política y cultura; (40); 3-6","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200001&lang=pt" 
"S0188-77422013000200003-mex","¿Social-neoliberalismo? Organismos multilaterales, crisis global y programas de transferencia monetaria condicionada","Puello-Socarrás, José Francisco, Gunturiz, María Angélica","Política y cultura; (40); 29-54","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200003&lang=pt" 
"S0188-77422013000200002-mex","Estado y mercado en la crisis financiera del capitalismo: Notas sobre Marx y Keynes","Curcó Cobos, Felipe","Política y cultura; (40); 9-27","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200002&lang=pt" 
"S0188-77422013000200005-mex","Políticas públicas críticas para y desde América Latina","Gómez Lechaptois, Francisca","Política y cultura; (40); 79-98","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200005&lang=pt" 
"S0188-77422013000200004-mex","Desencuentros entre desarrollo rural y neoliberalismo: El caso del Plan Meseta Tarasca, Michoacán, México","Díaz Cervantes, Rufino","Política y cultura; (40); 55-75","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200004&lang=pt" 
"S0188-77422013000200007-mex","De la evaluación a la reformulación de políticas públicas","Cardozo Brum, Myriam","Política y cultura; (40); 123-149","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200007&lang=pt" 
"S0188-77422013000200006-mex","Esquema de evaluación para instrumentos de política ambiental","Bobadilla, Mariana, Espejel Carbajal, Martha Ileana, Lara Valencia, Francisco, Álvarez Borrego, Saul, Ávila Foucat, Sophie, Fermán Almada, José Luis","Política y cultura; (40); 99-122","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200006&lang=pt" 
"S0188-77422013000200009-mex","Desregulación y ganancias extraordinarias en el sector hidrocarburífero argentino","Barrera, Mariano A.","Política y cultura; (40); 177-199","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200009&lang=pt" 
"S0188-77422013000200008-mex","La organización gremial académica en la era neoliberal","Fernández Marfil, Luis Alberto","Política y cultura; (40); 153-176","Política y cultura","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-77422013000200008&lang=pt" 
"S0187-53372013000300010-mex","Ectrodactilia; presentación de un caso","Valderrama-Zaldivar, Luis Jesús","Perinatología y reproducción humana; 27(3); 200-204","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300010&lang=pt" 
"S0187-53372013000300007-mex","Psicología dinámica e institución médica","Morales-Carmona, Francisco, Pimentel-Nieto, Diana, Díaz-Franco, Edgar, Henales-Almaraz, Consuelo, Watty-Martínez, Alejandra, Ibarra Medina-Mora, Anna C","Perinatología y reproducción humana; 27(3); 177-184","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300007&lang=pt" 
"S0187-53372013000300006-mex","El insomnio como factor de riesgo para la depresión en mujeres embarazadas","Chan-Chan, Erick, Cisneros-Dorantes, Carmela, Martín-Arceo, Susana, Reyes-León, Astrid","Perinatología y reproducción humana; 27(3); 171-176","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300006&lang=pt" 
"S0187-53372013000300005-mex","Puntas nasales versus cámara cefálica: en el retiro de fase II de ventilación (CPAPN o VNF), en recién nacidos prematuros en la Unidad de Cuidados Intensivos Neonatales","Yllescas-Medrano, Eucario, Cordero-González, Guadalupe, Carrera-Muiños, Sandra, Mancera-Rodríguez, Salvador","Perinatología y reproducción humana; 27(3); 166-170","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300005&lang=pt" 
"S0187-53372013000300004-mex","Morbilidad del recién nacido prematuro tardío durante su primer mes de vida comparado con el recién nacido de término","Romero-Maldonado, Silvia, Carrera-Muiños, Sandra, Rodríguez-López, Orlando","Perinatología y reproducción humana; 27(3); 161-165","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300004&lang=pt" 
"S0187-53372013000300003-mex","Epidemiología del embarazo gemelar doble en el Instituto Nacional de Perinatología Isidro Espinosa de los Reyes","Delgado-Becerra, Aída, Morales-Barquet, Deneb Algedi","Perinatología y reproducción humana; 27(3); 153-160","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300003&lang=pt" 
"S0187-53372013000300002-mex","Ending Preventable Child and Maternal Deaths in Latin American and Caribbean Countries (LAC)","Pablos-Mendez, Ariel, Valdivieso, Veronica, Flynn-Saldaña, Kelly","Perinatología y reproducción humana; 27(3); 145-152","Perinatología y reproducción humana","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300002&lang=pt" 
"S0187-53372013000300001-mex","La salud mental en la mujer embarazada","Flores-Ramos, Mónica","Perinatología y reproducción humana; 27(3); 143-144","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300001&lang=pt" 
"S0187-53372013000300009-mex","Generalidades y aplicaciones de las células madre","Mata-Miranda, Maribel, Vázquez-Zapién, Gustavo J, Sánchez-Monroy, Virginia","Perinatología y reproducción humana; 27(3); 194-199","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300009&lang=pt" 
"S0187-53372013000300008-mex","Diferencias entre la depresión postparto, la psicosis postparto y la tristeza postparto","Medina-Serdán, Erica","Perinatología y reproducción humana; 27(3); 185-193","Perinatología y reproducción humana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-53372013000300008&lang=pt" 
"S0864-21762013000400006-cub","Características clínicas y epidemiológicas de los traumas oculares infantiles asistidos en Cuerpo de Guardia","López González, Madelaine, Méndez Sánchez, Teresita de Jesús, Lapido Polanco, Suzel, Obret Mendive, Isabel, Baldoquin Rodríguez, Waldemar","Revista Cubana de Oftalmología; 26(); 583-592","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400006&lang=pt" 
"S0864-21762013000400007-cub","Ambliopía en escolares del seminternado &quot;Juventud de acero&quot;, del municipio de Caimito","Jiménez Rodríguez, Giselle, Hernández Santos, Lourdes Rita, Soto García, Maby","Revista Cubana de Oftalmología; 26(); 593-604","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400007&lang=pt" 
"S0864-21762013000400001-cub","Teleoftalmología: 15 años de experiencia","Méndez Sánchez, Teresita de Jesús","Revista Cubana de Oftalmología; 26(); 542-544","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400001&lang=pt" 
"S0864-21762013000400002-cub","Lentes intraoculares plegables y astigmatismo posquirúrgico en la catarata pediátrica","Naranjo Fernández, Rosa María, Estévez Miranda, Yaimir, Méndez Sánchez, Teresita de Jesús, Pons Castro, Lucy, Castro Pérez, Pedro Daniel","Revista Cubana de Oftalmología; 26(); 345-352","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400002&lang=pt" 
