"S0104-83332010000200003-scl","Jeitos de corpo: cor/raça, gênero, sexualidade e sociabilidade juvenil no centro de São Paulo","Simões, Júlio Assis, França, Isadora Lins, Macedo, Marcio","Cadernos Pagu; (35); 37-78","Cadernos Pagu","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000200003&lang=pt" 
"S1516-635X2010000400007-scl","Ground annatto seeds (Bixa orellana L.) in sorghum-based commercial layer diets and their effects on performance, egg quality, and yolk pigmentation","Garcia, EA, Molino, AB, Gonçalves, HC, Junqueira, OM, Pelícia, K, Osera, RH, Duarte, KF","Revista Brasileira de Ciência Avícola; 12(4); 259-264","Revista Brasileira de Ciência Avícola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2010000400007&lang=pt" 
"S0102-36162010000700011-scl","Artroscopia do quadril na epifisiólise grave","Dobashi, Eiffel Tsuyoshi, Blumetti, Francesco Camara, Pinto, José Antonio, Milani, Carlo, Ishida, Akira","Revista Brasileira de Ortopedia; 45(); 59-62","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700011&lang=pt" 
"S0102-36162010000700004-scl","Alterações radiográficas do tálus no pé torto congênito após liberação cirúrgica pela técnica de McKay","Pinto, José Antonio, Hernandes, Andréa Canizares, Buchaim, Thais de Paula, Blumetti, Francesco Camara, Chertman, Carla, Yamane, Patrícia Corey, Fernandes, Artur da Rocha Corrêa","Revista Brasileira de Ortopedia; 45(); 19-24","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700004&lang=pt" 
"S0102-36162010000700001-scl","Suplemento RBO Ortopedia Pediátrica","Belangero, Willian Dias","Revista Brasileira de Ortopedia; 45(); -","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700001&lang=pt" 
"S0102-36162010000700003-scl","Artrodiastase para o tratamento da rigidez do quadril na artrite reumatoide juvenil (ARJ): resultados preliminares","Guarniero, Roberto, Godoy Júnior, Rui Maciel de, Montenegro, Nei Botter, Luzo, Carlos Augusto Malheiros, Kiss, Maria Helena Bittencourt","Revista Brasileira de Ortopedia; 45(); 15-18","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700003&lang=pt" 
"S0102-36162010000700008-scl","Avaliação da técnica de epifisiodese temporária com o uso das placas de Sherman: resultados preliminares","Pinto, José Antonio, Christiano, Eduardo Suñe, Sanchez, Gustavo Tadeu, Blumetti, Francesco Camara, Dobashi, Eiffel Tsuyoshi, Pinto, Bruno Luis Moraes","Revista Brasileira de Ortopedia; 45(); 40-44","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700008&lang=pt" 
"S0102-36162010000700010-scl","Osteocondrite de Van Neck-Odelberg: relato de 4 casos","Akkari, Miguel, Waisberg, Gilberto, Braga, Susana Reis, Yamada, Helder Henzo, Lundberg, Jan Stefan, Goiano, Ellen de Oliveira, Figueiredo, Marina Juliana Pita Sassioto Silveira de, Santili, Cláudio","Revista Brasileira de Ortopedia; 45(); 55-58","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700010&lang=pt" 
"S0102-36162010000700007-scl","Reprodutibilidade da classificação da AO/ASIF para fraturas dos ossos longos na criança","Brandão, Gilberto Francisco, Teixeira, Luiz Eduardo Moreira, Américo, Luiz Renato Drumond, Soares, Cláudio Beling Gonçalves, Caldas, Leonardo Ornelas, Azevedo, Ana Flávia Figueiredo, Bouchat, Lucas de Castro","Revista Brasileira de Ortopedia; 45(); 37-39","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000700007&lang=pt" 
"S1516-05722010000400007-scl","Diversidade genética entre acessos de espinheira-santa (Maytenus ilicifolia Mart. ex Reis.) coletados no estado do Rio Grande do Sul, Brasil","Ribeiro, M.V., Bianchi, V.J., Rodrigues, I.C.S., Mariot, M.P., Barbieri, R.L., Peters, J.A., Braga, E.J.B.","Revista Brasileira de Plantas Medicinais; 12(4); 443-451","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400007&lang=pt" 
"S1516-05722010000400009-scl","Identificação de espécies da família Asteraceae, revisão sobre usos e triagem fitoquímica do gênero Eremanthus da Reserva Boqueirão, Ingaí-MG","Ribeiro, A.O., Silva, A.F., Castro, A.H.F.","Revista Brasileira de Plantas Medicinais; 12(4); 456-465","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400009&lang=pt" 
"S1516-05722010000400010-scl","Avaliação da eficácia de taboa (Typha domingensis Pers.) e batata-de-purga [Operculina hamiltonii (G. Don) D.F. Austin &amp; Staples] in natura sobre nematóides gastrintestinais de caprinos, naturalmente infectados, em clima semi-árido","Silva, C.F., Athayde, A.C.R., Silva, W.W., Rodrigues, O.G., Vilela, V.L.R., Marinho, P.V.T.","Revista Brasileira de Plantas Medicinais; 12(4); 466-471","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400010&lang=pt" 
"S1516-05722010000400001-scl","Calagem e adubação orgânica na produção de biomassa e óleo essencial em Lippia citriodora (Kunth)","Souza, M.F., Souza Junior, I.T, Gomes, P.A., Fernandes, L.A., Martins, E.R., Costa, C.A., Sampaio, R.A.","Revista Brasileira de Plantas Medicinais; 12(4); 401-405","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400001&lang=pt" 
"S1516-05722010000400002-scl","Avaliação das atividades antimicrobiana, citotóxica, moluscicida e antioxidante de Bromelia antiacantha Bertol. (Bromeliaceae)","Manetti, L.M., Turra, A.F., Takemura, O.S., Svidzinski, T.I.E., Laverde Junior, A.","Revista Brasileira de Plantas Medicinais; 12(4); 406-413","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400002&lang=pt" 
"S1516-05722010000400003-scl","Ausência de mutagenicidade e antimutagenicidade do extrato obtido das flores do ipê roxo [Tabebuia impetiginosa (Mart. ex DC.) Standl.]","Lourenço, J.A., Pitangui, C.P., Jordão, A.A., Vannucchi, H., Cecchi, A.O.","Revista Brasileira de Plantas Medicinais; 12(4); 414-420","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400003&lang=pt" 
"S1516-05722010000400004-scl","Efeito in vitro do extrato etanólico das folhas do melão-de-São-Caetano (Momordica charantia L.) sobre ovos e larvas de nematóides gastrintestinais de caprinos","Cordeiro, L.N., Athayde, A.C.R., Vilela, V.L.R., Costa, J.G.M., Silva, W.A., Araujo, M.M., Rodrigues, O.G.","Revista Brasileira de Plantas Medicinais; 12(4); 421-426","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400004&lang=pt" 
"S1516-05722010000400006-scl","Influência do processamento pós-colheita e armazenamento na composição química da droga vegetal e do óleo essencial de carqueja [Baccharis trimera (Less.) DC.]","Silva, F.G., Nascimento, V.E., Pinto, J.E.B.P., Oliveira, C.B.A., Santos, M.R., Ferri, P.H.","Revista Brasileira de Plantas Medicinais; 12(4); 436-442","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400006&lang=pt" 
"S1516-05722010000400008-scl","Avaliação in vitro da atividade antimicrobiana do extrato da Lippia sidoides Cham. sobre isolados biológicos de Staphylococcus aureus","Silva, V.A., Freitas, A.F.R., Pereira, M.S.V., Siqueira Júnior, J.P., Pereira, A.V., Higino, J.S.","Revista Brasileira de Plantas Medicinais; 12(4); 452-455","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400008&lang=pt" 
"S1516-05722010000400015-scl","Estacas de diferentes diâmetros na propagação de Lippia alba (Mill.) N.E.Br. - Verbenaceae","Marchese, J.A., Pissaia, E., Bocchese, V.C.C., Cambruzzi, E., Colussi, G., Hart, V., Magiero, E.C.","Revista Brasileira de Plantas Medicinais; 12(4); 506-509","Revista Brasileira de Plantas Medicinais","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722010000400015&lang=pt" 
"S0104-07072010000400001-scl","Desafios metodológicos para a enfermagem na pesquisa do cuidado","Truisi, Martha Lucia Vásquez","Texto &amp; Contexto - Enfermagem; 19(4); 605-606","Texto &amp; Contexto - Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072010000400001&lang=pt" 
"S0104-07072010000400024-scl","Complementary and alternative medicine in nursing and midwifery: towards a critical social science","Otani, Márcia Aparecida Padovan, Barros, Nelson Filice de","Texto &amp; Contexto - Enfermagem; 19(4); 789-790","Texto &amp; Contexto - Enfermagem","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072010000400024&lang=pt" 
"S1809-48722010000400004-scl","Ausculta cervical em adultos sem queixas de alteraçãona deglutição","Cardoso, Maria Cristina de Almeida Freitas, Gomes, Débora Hahn","Arquivos Internacionais de Otorrinolaringologia; 14(4); 404-409","Arquivos Internacionais de Otorrinolaringologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48722010000400004&lang=pt" 
"S1809-48722010000400005-scl","Potencial miogênico evocado vestibular: proposição de um novo instrumento","Oliveira, Aline Cabral de, Colafêmina, José Fernando, Menezes, Pedro de Lemos","Arquivos Internacionais de Otorrinolaringologia; 14(4); 410-416","Arquivos Internacionais de Otorrinolaringologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48722010000400005&lang=pt" 
"S1809-48722010000400006-scl","Timanoplastia tipo 1 e miringoplastia na residência: resultados cirúrgicos e audiométricos","Sirena, Edgar, Carvalho, Bettina, Buschle, Mauricio, Mocellin, Marcos","Arquivos Internacionais de Otorrinolaringologia; 14(4); 417-421","Arquivos Internacionais de Otorrinolaringologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48722010000400006&lang=pt" 
"S1010-27522010000300003-cub","COMPORTAMIENTO DE MATERIALES DE LOS GÉNEROS Carica Y Vasconcellea FRENTE A Erwinia papayae, Meloidogyne incognita Y Rotylenchulus reniformis","Maselli, Anna, Rosales, Ligia Carolina, Guevara, Yolanda, Suárez H, Zoraida","Revista de Protección Vegetal; 25(3); 157-165","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300003&lang=pt" 
"S1010-27522010000300004-cub","DIVERSIDAD GENÉTICA DE ESPECIES SILVESTRES DEL GÉNERO Nicotiana II: CARACTERIZACIÓN MOLECULAR MEDIANTE MARCADORES RAPD","Valdés de la Cruz, Marlyn, Hernández, Yuniet, Vázquez-Lobo, Alejandra, Piñeiro, Daniel, González-Pérez, Lien","Revista de Protección Vegetal; 25(3); 166-173","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300004&lang=pt" 
"S1010-27522010000300005-cub","OBTENCIÓN DE CONIDIOS DEL AISLAMIENTO MA-002 DE Metarhizium anisopliae (METSCH.) SOROKIN MEDIANTE UNA ALTERNATIVA DE CULTIVO BIFÁSICO","Barajas, C.G, del Pozo, E.M, García, Irma, Méndez, A","Revista de Protección Vegetal; 25(3); 174-180","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300005&lang=pt" 
"S1010-27522010000300006-cub","IDENTIFICACIÓN DE AISLAMIENTOS AUTÓCTONOS DEPSEUDOMONAS FLUORESCENTES CON ACTIVIDAD ANTAGÓNICAANTE Curvularia spp.","Hernández-Rodríguez, Annia, León-Plasencia, D, Rives- Rodríguez, Narovis, Díaz-de la Osa, Acela, Almaguer-Chávez, M, Acebo-Guerrero, Yanelis","Revista de Protección Vegetal; 25(3); 181-189","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300006&lang=pt" 
"S1010-27522010000300007-cub","VARIABILIDAD GENÉTICA ENTRE GENOTIPOS PROMISORIOSDE TOMATE (Solanum lycopersicum) OBTENIDOS EN PROGRAMASDE MEJORAMIENTO FRENTE AL TYLCV","Arias, Yailen, Peteira, Belkis, González, Ivonne, Martínez, Yamila, Miranda, Ileana","Revista de Protección Vegetal; 25(3); 190-193","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300007&lang=pt" 
"S1010-27522010000300008-cub","INFLUENCIA DEL VIRUS DEL MOSAICO DE LA MALANGA SOBRE EL CONTENIDO DE CLOROFILAS EN Xanthosoma nigrum (VELL.) GENOTIPO INIVIT M 95-1","Cabrera, D, González, J.E, Portal, O, Hernández, R","Revista de Protección Vegetal; 25(3); 194-196","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300008&lang=pt" 
"S1010-27522010000300009-cub","EVALUACIÓN DE UNA ALTERNATIVA DE MANEJO SOSTENIBLE PARA Meloidogyne spp., EN EL CULTIVO DEL TOMATE (Lycopersicon esculentum MILL.)","Ceiro Catasú, Wilson","Revista de Protección Vegetal; 25(3); 197-197","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000300009&lang=pt" 
"S0066-782X2010001600011-scl","Efeitos agudos de levosimendana e dobutamina na duração do QRS em Pacientes com insuficiência cardíaca","Yontar, Osman Can, Yilmaz, Mehmet Birhan, Yalta, Kenan, Erdem, Alim, Tandogan, Izzet","Arquivos Brasileiros de Cardiologia; 95(6); 738-742","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600011&lang=pt" 
"S0066-782X2010001600020-scl","Hipertensão arterial secundária a tumor raro da glândula adrenal","Silva, Joana, Cachulo, Maria do Carmo, Leitão-Marques, António","Arquivos Brasileiros de Cardiologia; 95(6); 144-147","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600020&lang=pt" 
"S0066-782X2010001600019-scl","CaSo 6/2010 - mulher de 70 anos, hipertensa e diabética, com infiltrado intersticial e alveolar pulmonar bilateral, tosse seca, dispneia, inapetência e sem febre","Araújo Júnior, Augusto Celso de, Furtado, Reno Holanda, Castelli, Jussara Bianchi","Arquivos Brasileiros de Cardiologia; 95(6); 139-143","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600019&lang=pt" 
"S0066-782X2010001600001-scl","Modelos de predição de risco: são eles realmente necessários?","Braile, Domingo M., Monteiro, Rosangela, Brandau, Ricardo, Jatene, Fabio B.","Arquivos Brasileiros de Cardiologia; 95(6); 677-678","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600001&lang=pt" 
"S0066-782X2010001600018-scl","Vírus da influenza H1N1 2009 e drogas imunossupressoras","Wiwanitkit, Viroj","Arquivos Brasileiros de Cardiologia; 95(6); 768-768","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600018&lang=pt" 
"S0066-782X2010001600015-scl","Pontos relevantes para a avaliação de risco cardiovascular com o uso da MAPA","Rosa, Eduardo Maffini da, el Andari, Carolina Fedrizzi, Menegotto, Mariana","Arquivos Brasileiros de Cardiologia; 95(6); 764-764","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600015&lang=pt" 
"S0066-782X2010001600021-scl","Perfuração tardia de ventrículo direito em portador de cardioversor desfibrilador implantável","Fagundes, Alexsandro Alves, Magalhães, Luiz Pereira de, Pinheiro, Jussara, Flausino, Leonardo, Souza, Luciano Rapold","Arquivos Brasileiros de Cardiologia; 95(6); 148-150","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600021&lang=pt" 
"S0066-782X2010001600022-scl","Determinantes de complicações neurológicas no uso da circulação extracorpórea (CEC)","Barbosa, Natia de Freitas, Cardinelli, Danilo Martins, Ercole, Flávia Falci","Arquivos Brasileiros de Cardiologia; 95(6); 151-157","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600022&lang=pt" 
"S0066-782X2010001600010-scl","Relação entre depressão, nível de BNP e comprometimento ventricular na insuficiência cardíaca","Aguiar, Vera Barretto, Ochiai, Marcelo Eidi, Cardoso, Juliano Novais, Del Carlo, Carlos H, Morgado, Paulo Cesar, Munhoz, Robinson Tadeu, Pereira-Barretto, Antonio Carlos","Arquivos Brasileiros de Cardiologia; 95(6); 732-737","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600010&lang=pt" 
"S0066-782X2010001600014-scl","Ressonância magnética cardíaca e seus planos anatômicos: como eu faço?","Nacif, Marcelo Souto, Oliveira Junior, Amarino Carvalho de, Carvalho, Antonio Carlos Pires, Rochitte, Carlos Eduardo","Arquivos Brasileiros de Cardiologia; 95(6); 756-763","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600014&lang=pt" 
"S0066-782X2010001600017-scl","Valvopata brasileiro mais idoso","Grinberg, Max, Solimene, Maria Cecilia","Arquivos Brasileiros de Cardiologia; 95(6); 767-767","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600017&lang=pt" 
"S0066-782X2010001600016-scl","Enquete: testemunha de jeová","Grinberg, Max, Cshehaibar, Graziela Zlotnik","Arquivos Brasileiros de Cardiologia; 95(6); 765-766","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600016&lang=pt" 
"S0066-782X2010001600012-scl","O peptídeo natriurético do tipo B é preditor de eventos em pós-operatório de cirurgia ortopédica","Villacorta Junior, Humberto, Castro, Isabela Simões de, Godinho, Marise, Mattos, Camila, Visconti, Rogério, Saud, Maurício, Novais, Mônica, Murad, Cláudia, Nogueira, Fernanda","Arquivos Brasileiros de Cardiologia; 95(6); 743-748","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600012&lang=pt" 
"S0101-20612010000400001-scl","Editorial","Lannes, Suzana Caetano da Silva","Food Science and Technology (Campinas); 30(4); 839-839","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400001&lang=pt" 
"S0101-20612010000400003-scl","Alterações oxidativas (cor e lipídios) em presunto de peru tratado por Alta Pressão Hidrostática (APH)","Mathias, Simone Pereira, Rosenthal, Amauri, Gaspar, Arlene, Deliza, Rosires, Slongo, Adriana Paula, Vicente, Juarez, Masson, Lourdes Maria, Barbosa, Celso","Food Science and Technology (Campinas); 30(4); 852-857","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400003&lang=pt" 
"S0101-20612010000400019-scl","Evaluation of the in vitro glycemic index of a fiber-rich extruded breakfast cereal produced with organic passion fruit fiber and corn flour","Leoro, Maria Gabriela Vernaza, Clerici, Maria Teresa Pedrosa Silva, Chang, Yoon Kil, Steel, Caroline Joy","Food Science and Technology (Campinas); 30(4); 964-968","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400019&lang=pt" 
"S0101-20612010000400022-scl","Using Computational Fluid-Dynamics (CFD) for the evaluation of beer pasteurization: effect of orientation of cans","Augusto, Pedro Esteves Duarte, Pinheiro, Talita Ferramola, Cristianini, Marcelo","Food Science and Technology (Campinas); 30(4); 980-986","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400022&lang=pt" 
"S0101-20612010000400026-scl","Effects of defatted amaranth (Amaranthus caudatus L.) snacks on lipid metabolism of patients with moderate hypercholesterolemia","Chávez-Jáuregui, Rosa Nilda, Santos, Raul Dias, Macedo, Alessandra, Chacra, Ana Paula Marte, Martinez, Tania Leme, Arêas, José Alfredo Gomes","Food Science and Technology (Campinas); 30(4); 1007-1010","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400026&lang=pt" 
"S0101-20612010000400032-scl","Determination of thermobacteriological parameters and size of Bacillus stearothermophilus ATCC 7953 spores","Fraiha, Marcos, Ferraz, Antonio Carlos de Oliveira, Biagi, João Domingos","Food Science and Technology (Campinas); 30(4); 1041-1045","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400032&lang=pt" 
"S0101-20612010000400042-scl","Errata/Erratum","","Food Science and Technology (Campinas); 30(4); -","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400042&lang=pt" 
"S0103-21862010000200002-scl","O que está acontecendo com a pesquisa sobre cidades mundiais?","King, Anthony D.","Estudos Históricos (Rio de Janeiro); 23(46); 247-260","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200002&lang=pt" 
"S0103-21862010000200012-scl","A Arena não é a filha da UDN que caiu na zona","Negro, Antonio L.","Estudos Históricos (Rio de Janeiro); 23(46); 394-397","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200012&lang=pt" 
"S0103-21862010000200004-scl","Cronologia e história oficial: a Galeria Amoedo do Itamaraty","Conduru, Guilherme Frazão","Estudos Históricos (Rio de Janeiro); 23(46); 281-300","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200004&lang=pt" 
"S0103-21862010000200013-scl","Teses e dissertações do Programa de Pós-Graduação em História, Política e Bens Culturais do CPDOC/FGV defendidas em 2010","","Estudos Históricos (Rio de Janeiro); 23(46); 398-410","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200013&lang=pt" 
"S0103-21862010000200011-scl","A ditadura militar na Bahia","Ferreira, Jorge","Estudos Históricos (Rio de Janeiro); 23(46); 389-393","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200011&lang=pt" 
"S0103-21862010000200010-scl","Entre o global e o local: por uma nova geografia dos &quot;espaços nacionais&quot;","Roiz, Diogo da Silva","Estudos Históricos (Rio de Janeiro); 23(46); 385-388","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200010&lang=pt" 
"S0103-21862010000200009-scl","Por uma história comparada das estatísticas nas Américas","Carrara, Angelo Alves","Estudos Históricos (Rio de Janeiro); 23(46); 377-384","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200009&lang=pt" 
"S0103-21862010000200008-scl","Globalização e Estado nas revoluções globais de 1968: Irã, Brasil e Indonésia","Spektor, Matias","Estudos Históricos (Rio de Janeiro); 23(46); 363-376","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200008&lang=pt" 
"S0213-91112010000600010-esp","Esquemas innovadores de mejora del acceso al mercado de nuevas tecnologías: los acuerdos de riesgo compartido","Espín, Jaime, Oliva, Juan, Rodríguez-Barrios, José Manuel","Gaceta Sanitaria; 24(6); 491-497","Gaceta Sanitaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112010000600010&lang=pt" 
"S0034-70942010000600001-scl","Pesquisa e medicina baseada em evidências","Conceição, Mário J","Revista Brasileira de Anestesiologia; 60(6); 566-566","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600001&lang=pt" 
"S0034-70942010000600015-scl","O anestesiologista e a ecocardiografia transesofágica intraoperatória","Machareth, Kleber","Revista Brasileira de Anestesiologia; 60(6); 671-672","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600015&lang=pt" 
"S0034-70942010000600014-scl","Mudança de conduta cirúrgica motivada pela ecocardiografia transesofágica intraoperatória","Galhardo Júnior, Carlos","Revista Brasileira de Anestesiologia; 60(6); 668-669","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600014&lang=pt" 
"S0034-70942010000600007-scl","Fascículos do plexo braquial: um estudo morfológico","Costabeber, Ijoni, Almeida, Gustavo Moura de, Becker, Mônica, Silveira, Aron Ferreira da, Martini, Dorival Terra","Revista Brasileira de Anestesiologia; 60(6); 341-343","Revista Brasileira de Anestesiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000600007&lang=pt" 
"S1516-35982010001200020-scl","Perfil bioquímico do soro de frangos de corte alimentados com dieta suplementada com alfa-amilase de Cryptococcus flavus e Aspergillus niger HM2003","Minafra, Cibele Silva, Marques, Sonaide Faria Ferreira, Stringhini, José Henrique, Ulhoa, Cirano José, Rezende, Cíntia Silva Minafra e, Santos, Januária Silva, Moraes, George Henrique Kling de","Revista Brasileira de Zootecnia; 39(12); 2691-2696","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200020&lang=pt" 
"S1516-35982010001200009-scl","Persistence in milk, fat and protein production of primiparous Holstein cows by random regression models","Biassus, Igor de Oliveira, Cobuci, Jaime Araújo, Costa, Claudio Napolis, Rorato, Paulo Roberto Nogara, Braccini Neto, José, Cardoso, Leandro Lunardini","Revista Brasileira de Zootecnia; 39(12); 2617-2624","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200009&lang=pt" 
