"S1020-49892013000800008-spa","Práticas familiares relacionadas à manutenção da amamentação: revisão da literatura e metassíntese","Sousa, Alder Mourão de, Fracolli, Lislaine Aparecida, Zoboli, Elma Lourdes Campos Pavone","Revista Panamericana de Salud Pública; 34(2); 127-134","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000800008&lang=pt" 
"S0102-311X2013000800019-scl","Imagens e concepções de adolescentes moradores de zonas rurais sobre saúde","Costa, Anny Giselly Milhome da, Vieira, Neiva Francenely Cunha, Gubert, Fabiane do Amaral, Ferreira, Adriana Gomes Nogueira, Scopacasa, Lígia Fernandes, Pinheiro, Patrícia Neyva da Costa","Cadernos de Saúde Pública; 29(8); 1675-1680","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800019&lang=pt" 
"S0102-311X2013000800023-scl","Antropologia médica: ancoragens locais, desafios globais","Castellanos, Marcelo Eduardo Pfeiffer","Cadernos de Saúde Pública; 29(8); 1691-1692","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800023&lang=pt" 
"S0102-311X2013000800022-scl","Tuberculosis diagnosis and first health service","Wiwanitkit, Viroj","Cadernos de Saúde Pública; 29(8); 1690-1690","Cadernos de Saúde Pública","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800022&lang=pt" 
"S1851-82652013000200007-arg","La prevención del cáncer de cuello de útero y de mama en servicios de salud y organizaciones no gubernamentales de la Ciudad Autónoma de Buenos Aires","Ponce, Marisa","Salud colectiva; 9(2); 215-233","Salud colectiva","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652013000200007&lang=pt" 
"S0102-311X2013000800024-scl","Álcool e outras drogas: diálogos sobre um mal-estar contemporâneo","Monteiro, Rita Maria Paiva","Cadernos de Saúde Pública; 29(8); 1693-1694","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800024&lang=pt" 
"S1851-82652013000200001-arg","La salud de los trabajadores: entre la ciencia y la ética","Rodríguez, Carlos Aníbal","Salud colectiva; 9(2); 133-137","Salud colectiva","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652013000200001&lang=pt" 
"S0102-311X2013001200025-spa","","","Cadernos de Saúde Pública; 29(8); 1695-1695","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200025&lang=pt" 
"S0102-311X2013001200022-spa","Tuberculosis diagnosis and first health service","Wiwanitkit, Viroj","Cadernos de Saúde Pública; 29(8); 1690-1690","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200022&lang=pt" 
"S1851-82652013000200004-arg","Desigualdades sociales en la mortalidad por cáncer de cuello de útero en la Ciudad Autónoma de Buenos Aires, 1999-2003 y 2004-2006","Martínez, María Laura, Guevel, Carlos Gust","Salud colectiva; 9(2); 169-182","Salud colectiva","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652013000200004&lang=pt" 
"S0102-311X2013001200021-spa","Desafios da prática do acolhimento de surdos na atenção primária","Tedesco, Janaina dos Reis, Junges, José Roque","Cadernos de Saúde Pública; 29(8); 1685-1689","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200021&lang=pt" 
"S0102-311X2013001200020-spa","A metodologia da história oral de vida como estratégia humanizadora de aproximação entre cuidador/idoso","Mota, Carla Souza, Reginato, Valdir, Gallian, Dante Marcello Claramonte","Cadernos de Saúde Pública; 29(8); 1681-1684","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200020&lang=pt" 
"S0102-311X2013001200019-spa","Imagens e concepções de adolescentes moradores de zonas rurais sobre saúde","Costa, Anny Giselly Milhome da, Vieira, Neiva Francenely Cunha, Gubert, Fabiane do Amaral, Ferreira, Adriana Gomes Nogueira, Scopacasa, Lígia Fernandes, Pinheiro, Patrícia Neyva da Costa","Cadernos de Saúde Pública; 29(8); 1675-1680","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200019&lang=pt" 
"S0102-311X2013001200018-spa","Access to prenatal care: assessment of the adequacy of different indices","Santos Neto, Edson Theodoro dos, Oliveira, Adauto Emmerich, Zandonade, Eliana, Leal, Maria do Carmo","Cadernos de Saúde Pública; 29(8); 1664-1674","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200018&lang=pt" 
"S0102-311X2013001200017-spa","Family psychosocial characteristics, tobacco, alcohol, and other drug use, and teenage pregnancy","Faler, Camilia Susana, Câmara, Sheila Gonçalves, Aerts, Denise Rangel Ganzo de Castro, Alves, Gehysa Guimarães, Béria, Jorge Umberto","Cadernos de Saúde Pública; 29(8); 1654-1663","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200017&lang=pt" 
"S0102-311X2013001200016-spa","Trends in non-AIDS-related causes of death among adults with HIV/AIDS, Brazil, 1999 to 2010","Fazito, Erika, Vasconcelos, Ana Maria Nogales, Pereira, Maurício Gomes, Rezende, Dilermando Fazito de","Cadernos de Saúde Pública; 29(8); 1644-1653","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200016&lang=pt" 
"S0102-311X2013001200014-spa","Prevalência de hipertensão arterial em comunidades ribeirinhas do Rio Madeira, Amazônia Ocidental Brasileira","Oliveira, Beatriz Fátima Alves de, Mourão, Dennys de Souza, Gomes, Núbia, Costa, Janaina Mara C., Souza, Andreia Vasconcelos de, Bastos, Wanderley Rodrigues, Fonseca, Marlon de Freitas, Mariani, Carolina Fiorillo, Abbad, Guilherme, Hacon, Sandra S.","Cadernos de Saúde Pública; 29(8); 1617-1630","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200014&lang=pt" 
"S0102-311X2013001200010-spa","Disparidades étnico-raciais em saúde autoavaliada: análise multinível de 2.697 indivíduos residentes em 145 municípios brasileiros","Chiavegatto Filho, Alexandre Dias Porto, Laurenti, Ruy","Cadernos de Saúde Pública; 29(8); 1572-1582","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200010&lang=pt" 
"S0102-311X2013001200009-spa","Particulate matter and hospital admission due to arterial hypertension in a medium-sized Brazilian city","Nascimento, Luiz Fernando Costa, Francisco, Juliana Batrov","Cadernos de Saúde Pública; 29(8); 1565-1571","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200009&lang=pt" 
"S0102-311X2013001200008-spa","Factors associated with smoking cessation in Brazil","Tejada, Cesar Augusto Oviedo, Ewerling, Fernanda, Santos, Anderson Moreira Aristides dos, Bertoldi, Andréa Dâmaso, Menezes, Ana Maria","Cadernos de Saúde Pública; 29(8); 1555-1564","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200008&lang=pt" 
"S0102-311X2013001200007-spa","Prevalência de disfunção sexual em primigestas, no Município de Rio Branco, Acre, Brasil","Lima, Adriani Castro de, Dotto, Leila Maria Geromel, Mamede, Marli Villela","Cadernos de Saúde Pública; 29(8); 1544-1554","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200007&lang=pt" 
"S0102-311X2013001200006-spa","Sensibilidade e especificidade do Patient Health Questionnaire-9 (PHQ-9) entre adultos da população geral","Santos, Iná S., Tavares, Beatriz Franck, Munhoz, Tiago N., Almeida, Laura Sigaran Pio de, Silva, Nathália Tessele Barreto da, Tams, Bernardo Dias, Patella, André Machado, Matijasevich, Alicia","Cadernos de Saúde Pública; 29(8); 1533-1543","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200006&lang=pt" 
"S0102-311X2013001200004-spa","Distância percebida até as instalações de lazer e sua associação com a prática de atividade física e de exercícios em adolescentes de Curitiba, Paraná, Brasil","Lima, Alex Vieira, Fermino, Rogério César, Oliveira, Marcelo Ponestki, Rodriguez Añez, Ciro Romelio, Reis, Rodrigo Siqueira","Cadernos de Saúde Pública; 29(8); 1507-1521","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200004&lang=pt" 
"S0102-311X2013001200003-spa","Efeitos da exposição a agrotóxicos sobre o sistema auditivo periférico e central: uma revisão sistemática","Kós, Maria Isabel, Hoshino, Ana Cristina, Asmus, Carmen Ildes Fróes, Mendonça, Raphael, Meyer, Armando","Cadernos de Saúde Pública; 29(8); 1491-1506","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200003&lang=pt" 
"S0102-311X2013001200002-spa","Atendimento psicológico às vítimas de catástrofes: estamos fazendo bem?","Coutinho, Evandro Silva Freire, Figueira, Ivan","Cadernos de Saúde Pública; 29(8); 1488-1490","Cadernos de Saúde Pública","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200002&lang=pt" 
"S1851-82652013000200008-arg","Legislación, conocimientos y actitudes de profesionales médicos en relación al aborto en México","García-Núñez, Nubia Naneri, Atienzo, Erika Elizabeth, Dayananda, Ila, Walker, Dilys","Salud colectiva; 9(2); 235-246","Salud colectiva","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652013000200008&lang=pt" 
"S1851-82652013000200009-arg","Riesgos del trabajo y salud: percepción de mujeres indígenas jornaleras en el noroeste de México","Camarena Ojinaga, Lourdes, von Glascoe, Christine, Martínez Valdés, Concepción, Arellano García, Evarista","Salud colectiva; 9(2); 247-256","Salud colectiva","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652013000200009&lang=pt" 
"S0102-311X2013000800006-scl","Sensibilidade e especificidade do Patient Health Questionnaire-9 (PHQ-9) entre adultos da população geral","Santos, Iná S., Tavares, Beatriz Franck, Munhoz, Tiago N., Almeida, Laura Sigaran Pio de, Silva, Nathália Tessele Barreto da, Tams, Bernardo Dias, Patella, André Machado, Matijasevich, Alicia","Cadernos de Saúde Pública; 29(8); 1533-1543","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800006&lang=pt" 
"S0102-311X2013000800007-scl","Prevalência de disfunção sexual em primigestas, no Município de Rio Branco, Acre, Brasil","Lima, Adriani Castro de, Dotto, Leila Maria Geromel, Mamede, Marli Villela","Cadernos de Saúde Pública; 29(8); 1544-1554","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800007&lang=pt" 
"S0102-311X2013000800009-scl","Particulate matter and hospital admission due to arterial hypertension in a medium-sized Brazilian city","Nascimento, Luiz Fernando Costa, Francisco, Juliana Batrov","Cadernos de Saúde Pública; 29(8); 1565-1571","Cadernos de Saúde Pública","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800009&lang=pt" 
"S0102-311X2013000800011-scl","Mental health and physical inactivity during pregnancy: a cross-sectional study nested in the BRISA cohort study","Takahasi, Eliana Harumi Morioka, Alves, Maria Teresa Seabra Soares de Britto e, Alves, Gilberto Sousa, Silva, Antônio Augusto Moura da, Batista, Rosângela Fernandes Lucena, Simões, Vanda Maria Ferreira, Del-Ben, Cristina Marta, Barbieri, Marco Antonio","Cadernos de Saúde Pública; 29(8); 1583-1594","Cadernos de Saúde Pública","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800011&lang=pt" 
"S0102-311X2013000800014-scl","Prevalência de hipertensão arterial em comunidades ribeirinhas do Rio Madeira, Amazônia Ocidental Brasileira","Oliveira, Beatriz Fátima Alves de, Mourão, Dennys de Souza, Gomes, Núbia, Costa, Janaina Mara C., Souza, Andreia Vasconcelos de, Bastos, Wanderley Rodrigues, Fonseca, Marlon de Freitas, Mariani, Carolina Fiorillo, Abbad, Guilherme, Hacon, Sandra S.","Cadernos de Saúde Pública; 29(8); 1617-1630","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800014&lang=pt" 
"S0102-311X2013001200005-spa","Spatial distribution of dengue incidence and socio-environmental conditions in Campinas, São Paulo State, Brazil, 2007","Costa, José Vilton, Donalisio, Maria Rita, Silveira, Liciana Vaz de Arruda","Cadernos de Saúde Pública; 29(8); 1522-1532","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200005&lang=pt" 
"S0102-311X2013001200011-spa","Mental health and physical inactivity during pregnancy: a cross-sectional study nested in the BRISA cohort study","Takahasi, Eliana Harumi Morioka, Alves, Maria Teresa Seabra Soares de Britto e, Alves, Gilberto Sousa, Silva, Antônio Augusto Moura da, Batista, Rosângela Fernandes Lucena, Simões, Vanda Maria Ferreira, Del-Ben, Cristina Marta, Barbieri, Marco Antonio","Cadernos de Saúde Pública; 29(8); 1583-1594","Cadernos de Saúde Pública","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200011&lang=pt" 
"S0102-311X2013001200012-spa","Aqui ninguém domina ninguém: sentidos do trabalho e produção de saúde para trabalhadores de assentamento do Movimento dos Trabalhadores Rurais Sem Terra","Santos, Júlio César Borges dos, Hennington, Élida Azevedo","Cadernos de Saúde Pública; 29(8); 1595-1604","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200012&lang=pt" 
"S0102-311X2013001200013-spa","Gastos das famílias brasileiras com medicamentos segundo a renda familiar: análise da Pesquisa de Orçamentos Familiares de 2002-2003 e de 2008-2009","Garcia, Leila Posenato, Sant&#039;Anna, Ana Cláudia, Magalhães, Luís Carlos Garcia de, Freitas, Lúcia Rolim Santana de, Aurea, Adriana Pacheco","Cadernos de Saúde Pública; 29(8); 1605-1616","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001200013&lang=pt" 
"S0102-311X2013000800003-scl","Efeitos da exposição a agrotóxicos sobre o sistema auditivo periférico e central: uma revisão sistemática","Kós, Maria Isabel, Hoshino, Ana Cristina, Asmus, Carmen Ildes Fróes, Mendonça, Raphael, Meyer, Armando","Cadernos de Saúde Pública; 29(8); 1491-1506","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800003&lang=pt" 
"S0102-311X2013000800004-scl","Distância percebida até as instalações de lazer e sua associação com a prática de atividade física e de exercícios em adolescentes de Curitiba, Paraná, Brasil","Lima, Alex Vieira, Fermino, Rogério César, Oliveira, Marcelo Ponestki, Rodriguez Añez, Ciro Romelio, Reis, Rodrigo Siqueira","Cadernos de Saúde Pública; 29(8); 1507-1521","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800004&lang=pt" 
"S0102-311X2013000800010-scl","Disparidades étnico-raciais em saúde autoavaliada: análise multinível de 2.697 indivíduos residentes em 145 municípios brasileiros","Chiavegatto Filho, Alexandre Dias Porto, Laurenti, Ruy","Cadernos de Saúde Pública; 29(8); 1572-1582","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800010&lang=pt" 
"S0102-311X2013000800012-scl","Aqui ninguém domina ninguém: sentidos do trabalho e produção de saúde para trabalhadores de assentamento do Movimento dos Trabalhadores Rurais Sem Terra","Santos, Júlio César Borges dos, Hennington, Élida Azevedo","Cadernos de Saúde Pública; 29(8); 1595-1604","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000800012&lang=pt" 
"S0102-09352013000400018-scl","Scintigraphy in postoperative follow-up of osteosynthesis of the femur with a bridge plate associated with an intramedullary pin in rabbits","Borges, N.F., Serakides, R., Santos, R.G., Diniz, S.O.F., Cardoso, V.N., Ucros, N.S., Torres, R.C.S., Cardoso, S.V., Rezende, C.M.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1065-1074","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400018&lang=pt" 
"S0026-17422013000400001-mex","Autonomía universitaria","Álvarez Cordero, Rafael","Revista de la Facultad de Medicina (México); 56(4); 3-4","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400001&lang=pt" 
"S0026-17422013000400010-mex","El ácido lisofosfatídico activa directamente el canal iónico TRPV1 a través de fibras terminales tipo C: Reseña","Islas, León D.","Revista de la Facultad de Medicina (México); 56(4); 56-59","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400010&lang=pt" 
"S0026-17422013000400011-mex","El mural de Eppens","Álvarez Cordero, Rafael","Revista de la Facultad de Medicina (México); 56(4); 60-61","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400011&lang=pt" 
"S0026-17422013000400012-mex","La creatividad de Francisco Eppens Helguera","Álvarez Cordero, Rafael","Revista de la Facultad de Medicina (México); 56(4); 62-64","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400012&lang=pt" 
"S0026-17422013000400002-mex","Neurobiología del sueño y su importancia: antología para el estudiante universitario","Carrillo-Mora, Paul, Ramírez-Peris, Jimena, Magaña-Vázquez, Katia","Revista de la Facultad de Medicina (México); 56(4); 5-15","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400002&lang=pt" 
"S0026-17422013000400003-mex","Modelo de la enseñanza en cirugía laparoscópica básica en residentes de cirugía general","López Espinosa, Guillermo, de la Rosa Aguirre, Primo Armando, Lee Rojo, Sergio Arturo","Revista de la Facultad de Medicina (México); 56(4); 16-23","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400003&lang=pt" 
"S0026-17422013000400004-mex","Determinantes sociales de la salud en los usuarios de atención sanitaria del Distrito Federal","Silberman, Martín, Moreno Altamirano, Laura, Kawas Bustamante, Víctor, González Almada, Eugenio","Revista de la Facultad de Medicina (México); 56(4); 24-34","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400004&lang=pt" 
"S0026-17422013000400005-mex","Heterotopia pancreática yeyuna yuxtahepática y en quiste de conducto colédoco","Salazar Morales, Miguel Fernando, Pérez Velásquez, Rubén Darío, Serrano Bello, Carlos Alberto, Perezpeña-Diazconti, José Mario","Revista de la Facultad de Medicina (México); 56(4); 35-41","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400005&lang=pt" 
"S0026-17422013000400006-mex","Heterotopia gástrica como causa de sangrado del tubo digestivo bajo","Salazar Morales, Miguel Fernando, Reyes Macedo, Montserrat","Revista de la Facultad de Medicina (México); 56(4); 42-45","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400006&lang=pt" 
"S0026-17422013000400007-mex","Haga su propio diagnóstico","Ramírez Arias, José Luis","Revista de la Facultad de Medicina (México); 56(4); 46-46","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400007&lang=pt" 
"S0026-17422013000400008-mex","Pie diabético","Dubón Peniche, María del Carmen","Revista de la Facultad de Medicina (México); 56(4); 47-52","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400008&lang=pt" 
"S0026-17422013000400009-mex","El trastorno de ansiedad generalizada","","Revista de la Facultad de Medicina (México); 56(4); 53-55","Revista de la Facultad de Medicina (México)","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0026-17422013000400009&lang=pt" 
"S0100-06832013000400001-scl","Caracterização de terras pretas arqueológicas no sul do estado do Amazonas","Santos, Luís Antônio Coutrim dos, Campos, Milton César Costa, Aquino, Renato Eleotério de, Bergamin, Anderson Cristian, Silva, Douglas Marcelo Pinheiro da, Marques Junior, Jose, França, Ana Beatriz Coelho","Revista Brasileira de Ciência do Solo; 37(4); 825-836","Revista Brasileira de Ciência do Solo","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400001&lang=pt" 
"S0100-06832013000400005-scl","Symbiotic capability of calopo rhizobia from an agrisoil with different crops in Pernambuco","Calheiros, Altanys Silva, Lira Junior, Mario de Andrade, Soares, Débora Magalhães, Figueiredo, Márcia do Vale Barreto","Revista Brasileira de Ciência do Solo; 37(4); 869-876","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400005&lang=pt" 
"S0100-06832013000400009-scl","Water percolation estimated with time domain reflectometry (TDR) in drainage lysimeters","Silva, Alisson Jadavi Pereira da, Coelho, Eugênio Ferreira","Revista Brasileira de Ciência do Solo; 37(4); 920-927","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400009&lang=pt" 
"S0100-06832013000400008-scl","Deep subsoiling of a subsurface-compacted typical hapludult under citrus orchard","Medeiros, João Carlos, Figueiredo, Getulio Coutinho, Mafra, Álvaro Luiz, Rosa, Jaqueline Dalla, Yoon, Sung Won","Revista Brasileira de Ciência do Solo; 37(4); 911-919","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400008&lang=pt" 
"S0100-06832013000400010-scl","Compaction of an Oxisol and chemical composition of palisadegrass","Sousa Neto, Eurico Lucas de, Pierangeli, Maria Aparecida Pereira, Lal, Rattan","Revista Brasileira de Ciência do Solo; 37(4); 928-935","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400010&lang=pt" 
"S0100-06832013000400011-scl","Chemical properties and mineralogy of soils with plinthite and petroplinthite in Iranduba (AM), Brazil","Garcia, Cira Hortensia Pérez, Lima, Hedinaldo Narciso, Silva, Francisco Weliton Rocha, Neves Junior, Afrânio Ferreira, Teixeira, Wenceslau Geraldes, Macedo, Rodrigo Santana, Tavares, Sérgio Guimarães","Revista Brasileira de Ciência do Solo; 37(4); 936-946","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400011&lang=pt" 
"S0100-06832013000400013-scl","Partição de substâncias húmicas em solos brasileiros","Santos, Lauana Lopes dos, Lacerda, Julian Junio Jesus, Zinn, Yuri Lopes","Revista Brasileira de Ciência do Solo; 37(4); 955-968","Revista Brasileira de Ciência do Solo","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400013&lang=pt" 
"S0100-06832013000400017-scl","Brachiaria sp yield and nutrient contents after nitrogen and sulphur fertilization","Heinrichs, Reges, Grano, Fernanda Grecco, Bueno, Leda Gobbo de Freitas, Soares Filho, Cecílio Viega, Fagundes, Jailson Lara, Rebonatti, Melina Daniel, Oliveira, Katia de","Revista Brasileira de Ciência do Solo; 37(4); 997-1003","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400017&lang=pt" 
"S0100-06832013000400022-scl","Ammonia volatilization from coated urea forms","Nascimento, Carlos Antonio Costa do, Vitti, Godofredo Cesar, Faria, Letícia de Abreu, Luz, Pedro Henrique Cerqueira, Mendes, Fernanda Latanze","Revista Brasileira de Ciência do Solo; 37(4); 1057-1063","Revista Brasileira de Ciência do Solo","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400022&lang=pt" 
"S0100-06832013000400027-scl","Variabilidade espacial de atributos físicos em um cambissolo háplico, sob diferentes usos na região sul do Amazonas","Oliveira, Ivanildo Amorim de, Campos, Milton César Costa, Soares, Marcelo Dayron Rodrigues, Aquino, Renato Eleotério de, Marques Júnior, José, Nascimento, Ediana Pereira do","Revista Brasileira de Ciência do Solo; 37(4); 1103-1112","Revista Brasileira de Ciência do Solo","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832013000400027&lang=pt" 
"S0102-09352013000400041-scl","Milk quality according to the daily range in farm production in the Mesoregion Central Mineira and Oeste of Minas Gerais regions, Brazil","Borges, L.R., Fonseca, L.M., Martins, R.T., Oliveira, M.C.P.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1239-1246","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400041&lang=pt" 
"S0102-09352013000400008-scl","Concentração de lactato sérico em ovelhas e cordeiros mestiços (1/2 Suffolk) nascidos em eutocia","Silva, L.P., Lourenço, M.L.G., Grandi, M.C., Ulian, C.M. Vela, Sudano, M.J., Chiacchio, S.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 989-994","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400008&lang=pt" 
"S0102-09352013000400009-scl","Avaliação de parâmetros cardiovasculares, ventilatórios e hemogasométricos de coelhos anestesiados com isofluorano ou sevofluorano e submetidos à ventilação espontânea ou controlada a volume","Carneiro, R.L., Nunes, N., Lopes, P.C.F., Moro, J.V., Uscategui, R.R., Belmonte, E.A., Barbosa, V.F., Gering, A.P., Moraes, V.J., Martins Filho, E.F., Gomes Júnior, D.C., Costa Neto, J.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 995-1004","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400009&lang=pt" 
"S0102-09352013000400011-scl","Hemodynamic and antiarrhythmic effects of lidocaine or amiodarone in dogs anesthetized with halothane","Moro, J.V., Nunes, N., Barbosa, V.F., Thiesen, R., Lopes, P.C.F., Belmonte, E.A., Borges, P.A., Batista, P.A.C.S., Costa, P.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1010-1016","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400011&lang=pt" 
