"S0004-282X2015001100972-scl","Friedrich Nietzsche: the wandering and learned neuropath under Dionisius","Gomes, Marleide da Mota","Arquivos de Neuro-Psiquiatria; 73(11); 972-975","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001100972&lang=pt" 
"S1688-423X2015000300001-ury","Fin de un ciclo","Dufrechou, Carlos","Archivos de Medicina Interna; 37(3); 107-108","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300001&lang=pt" 
"S1688-423X2015000300014-ury","Síndrome de Lambert - Eaton: Características clínicas y neurofisiológicas","Hackembruch, H. Jochen, Perna, Abayubá, Gaye, Andrés, Caamaño, José","Archivos de Medicina Interna; 37(3); 163-166","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300014&lang=pt" 
"S1688-423X2015000300004-ury","Abscesos de hipófisis: presentación de dos casos clínicos y revisión de la literatura","Graña, Diego, Ponce de León, Carolina, Perendones, Mercedes, Dufrechou, Carlos","Archivos de Medicina Interna; 37(3); 122-126","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300004&lang=pt" 
"S1688-423X2015000300008-ury","Neumonitis lúpica con derrame pleural refractario: Pneumonitis lupica with pleural effusion refractory","Amaral, Mauricio, García, Macarena, Soto, Juan Pablo, Kierszenbaum, Mónica","Archivos de Medicina Interna; 37(3); 140-143","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300008&lang=pt" 
"S1688-423X2015000300012-ury","Encefalitis de Von Economo (Encefalitis letárgica o epidémica): Una enfermedad misteriosa.","Salamano, Ronald","Archivos de Medicina Interna; 37(3); 154-157","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300012&lang=pt" 
"S1688-423X2015000300003-ury","Importancia del examen médico preventivo para el diagnóstico precoz de enfermedad renal en Uruguay.: Programa Nacional de Salud Renal","Ríos Bruno, Pablo, Schwedt, Emma, Solá Schnir, Laura, Gadola, Liliana, de Souza, Nancy, Lamadrid, Verónica, Canzani, Orlando, Mazzuchi Fratchez, Nelson","Archivos de Medicina Interna; 37(3); 114-121","Archivos de Medicina Interna","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-423X2015000300003&lang=pt" 
"S0185-24502015000200085-mex","El Aporte de Jakob von Uexküll a Los conceptos fundamentales de la metafísica. Mundo, finitud, soledad (1929-1930) de Martin Heidegger","Muñoz Pérez, Enrique V.","Diánoia; 60(75); 85-103","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200085&lang=pt" 
"S0185-24502015000200003-mex","El valor de las relaciones de cuidado","Vaca, Moisés","Diánoia; 60(75); 3-29","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200003&lang=pt" 
"S0185-24502015000200031-mex","La inducción como método de conocimiento de los principios éticos en la Ética nicomáquea de Aristóteles","Mares Manrique, Elizabeth","Diánoia; 60(75); 31-53","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200031&lang=pt" 
"S0185-24502015000200164-mex","Bernardino Telesio, Sobre los cometas y la Vía Láctea","Silva, Carmen","Diánoia; 60(75); 164-170","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200164&lang=pt" 
"S0185-24502015000200159-mex","Miguel Ángel Granada (comp.), Novas y cometas entre 1572 y 1618. Revolución cosmológica y renovación política y religiosa","Toledo, Leonel","Diánoia; 60(75); 159-164","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200159&lang=pt" 
"S0185-24502015000200171-mex","Ernst Cassirer, Rousseau, Kant, Goethe. Filosofía y cultura en la Europa del Siglo de las Luces","Sánchez Madrid, Nuria","Diánoia; 60(75); 171-175","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200171&lang=pt" 
"S0185-24502015000200105-mex","Dos conceptos de libertad y dos conceptos de responsabilidad en Spinoza","Ramos-Alarcón, Luis","Diánoia; 60(75); 105-128","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200105&lang=pt" 
"S0185-24502015000200129-mex","Una revisión crítica de Dudas filosóficas. Ensayos sobre escepticismo antiguo, moderno y contemporáneo","Lariguet, Guillermo","Diánoia; 60(75); 129-139","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200129&lang=pt" 
"S0185-24502015000200141-mex","El drama nietzscheano en Robert Pippin","Pía Lara, María","Diánoia; 60(75); 141-149","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200141&lang=pt" 
"S0185-24502015000200151-mex","Claudia Mársico (editora), Filósofos socráticos. Testimonios y fragmentos I. Megáricos y cirenaicos","Villar, Francisco","Diánoia; 60(75); 151-159","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200151&lang=pt" 
"S1688-70262015000200011-ury","Caminos en la formación en Psicología Social Comunitaria: Procesos y rupturas","Rodríguez, Ana, Pérez, Lis, Prieto, Maria, López, Sandra","Psicología, Conocimiento y Sociedad; 5(2); 11-11","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200011&lang=pt" 
"S1688-70262015000200015-ury","El trabajo con familias en políticas sociales: Intervención e invención en psicología social comunitaria","Marotta, Cecilia","Psicología, Conocimiento y Sociedad; 5(2); 15-15","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200015&lang=pt" 
"S1688-70262015000200009-ury","Lo académico, lo comunitario y lo personal en la praxis de la Psicología Comunitaria: ¿Un monstruo de tres cabezas o la santísima trinidad?","Ortiz, Blanca","Psicología, Conocimiento y Sociedad; 5(2); 9-9","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200009&lang=pt" 
"S1688-70262015000200003-ury","Habitar lo comunitario: vivencias desde de una política pública de cuidados","Blanco, María Verónica","Psicología, Conocimiento y Sociedad; 5(2); 3-3","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200003&lang=pt" 
"S1688-70262015000200010-ury","El sentido político de nuestras prácticas: Una psicología de lo comunitario en movimiento","","Psicología, Conocimiento y Sociedad; 5(2); 10-10","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200010&lang=pt" 
"S1688-70262015000200008-ury","Teoría y práctica para una psicología comunitaria crítica en el Reino Unido","Hal Burton, Mark, Kagan, Carolyn","Psicología, Conocimiento y Sociedad; 5(2); 8-8","Psicología, Conocimiento y Sociedad","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200008&lang=pt" 
"S1688-70262015000200007-ury","Pobreza e suas relações com a Psicologia Comunitária na 5a Conferência Internacional de Psicologia Comunitária","Morais, Verônica, Ferreira, James, Castro, Sara","Psicología, Conocimiento y Sociedad; 5(2); 7-7","Psicología, Conocimiento y Sociedad","Português","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-70262015000200007&lang=pt" 
"S0185-24502015000200055-mex","Las hijas del Sol en el proemio de Parménides","Berruecos Frank, Bernardo","Diánoia; 60(75); 55-84","Diánoia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502015000200055&lang=pt" 
"S2225-62532015001100021-sza","The economics of exhaustible mineral resources - concepts and techniques in optimization revisited","Hutton, C.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1083-1096","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100021&lang=pt" 
"S2225-62532015001100009-sza","The SAMREC Code 2105 - Some thoughts and concerns","Rupprecht, S.M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 987-991","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100009&lang=pt" 
"S2225-62532015001100015-sza","Positive risk management: Hidden wealth in surface mining","Luckmann, J.A.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1027-1034","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100015&lang=pt" 
"S2225-62532015001100003-sza","South African National Committee on Tunelling Young Members Group - &#039;SANCOT - YMG&#039;","Nene, L.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); vi-vii","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100003&lang=pt" 
"S2225-62532015001100005-sza","Cutting-edge technology to be included in Mine Surveyors Competency Certificate","van Wyk, T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); ix-ix","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100005&lang=pt" 
"S2225-62532015001100014-sza","Owner versus contract miner - A South African update","Rupprecht, S.M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1021-1025","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100014&lang=pt" 
"S2225-62532015001100012-sza","Safety aspects and recommendations for surface artisanal mining","Rupprecht, S.M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1007-1012","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100012&lang=pt" 
"S2225-62532015001100006-sza","The Career Development in the Minerals Industry Event 2015 - The SAIMM Young Professionals&#039; Council (SAIMM-YPC) 31 July 2015","Mmola, T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); x-xix","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100006&lang=pt" 
"S2225-62532015001100002-sza","A sense of belonging","Jones, R.T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); v-v","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100002&lang=pt" 
"S2225-62532015001100007-sza","Application Program Interface Guideline review","Ednie, H.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); xx-xx","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100007&lang=pt" 
"S2225-62532015001100023-sza","Classification of roof strata and calculation of powered support loads in shallow coal seams of China","Liu, X., Song, G., Li, X.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1113-1119","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100023&lang=pt" 
"S2225-62532015001100010-sza","Haul roads can make money!","Visser, A.T.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 993-999","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100010&lang=pt" 
"S2225-62532015001100022-sza","Rock engineering aspects of a modified mining sequence in a dip pillar layout at a deep gold mine","Jooste, Y., Malan, D.F.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1097-1112","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100022&lang=pt" 
"S2225-62532015001100020-sza","Uncertainty determination in rock mass classification when using FRMR Software","Namin, F.Samimi, Rinne, M., Rafie, M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1073-1082","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100020&lang=pt" 
"S2225-62532015001100019-sza","Development of a fuzzy model for predicting the penetration rate of tricone rotary blasthole drilling in open pit mines","Kricak, L., Negovanovic, M., Mitrovic, S., Miljanovic, I., Nuric, S., Nuric, A.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1065-1071","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100019&lang=pt" 
"S2225-62532015001100018-sza","A proposed approach for modelling competitiveness of new surface coal mines","Budeba, M.D., Joubert, J.W., Webber-Youngman, R.C.W.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1057-1064","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100018&lang=pt" 
"S2225-62532015001100004-sza","Be not afraid of greatness- Wits unveils Danie Krige display cabinet of memorabilia","Hance, S.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); viii-viii","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100004&lang=pt" 
"S2225-62532015001100016-sza","Determining settlement rates and surface stability using in situ density of backfill as a proxy for displacement","Fenn, D., du Kanda, A., Dukhan, D.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1035-1043","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100016&lang=pt" 
"S2225-62532015001100026-sza","Sprayed concrete for underground excavations - A status report","Viljoen, B.C.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1131-1136","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100026&lang=pt" 
"S2225-62532015001100008-sza","New requirements for mine dumps and stockpiles by Cormac Cullinan, Director, Cullinan &amp; Associates","Cullinan, Cormac","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); xxi-xxi","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100008&lang=pt" 
"S2225-62532015001100013-sza","Mining complex geology, mitigation of float dust, and developing autonomous machine capability using horizon sensing technology for coal seam boundary detection","Duncan, J., Stolarczyk, L.G.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1013-1020","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100013&lang=pt" 
"S2225-62532015001100011-sza","Identification of key performance areas in the southern African surface mining delivery environment","Dougall, A.W., Mmola, M.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1001-1006","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100011&lang=pt" 
"S2225-62532015001100001-sza","Surface Mining September 2014","Luckmann, J.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); iv-iv","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100001&lang=pt" 
"S2225-62532015001100025-sza","A review of current tunnelling technology and boring applications in mining and infrastructure development - An EPCM perspective","Gouws, S.C.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1127-1130","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100025&lang=pt" 
"S2225-62532015001100017-sza","Observed spatial and temporal behaviour of seismic rock mass response to blasting","Woodward, K., Wesseloo, J.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1044-1056","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100017&lang=pt" 
"S2225-62532015001100024-sza","1D numerical simulation of velocity amplification of P-waves travelling through fractured rock near a free surface","Zhang, P., Swan, G., Nordlund, E.","Journal of the Southern African Institute of Mining and Metallurgy; 115(11); 1121-1126","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001100024&lang=pt" 
"S0718-560X2015000500022-chl","Método rápido para la cuantificación de leucocitos sanguíneos y su utilidad en la evaluación del estado de salud en trucha arcoíris Oncorhynchus mykiss","Alzamora-Gonzales, Libertad, de Amat-Herbozo, Carolina, Colona-Vallejos, Erasmo, Cervantes-Aguilar, Elizabeth, Velarde-Álvarez, Richard Dyer, Aquino-Ortega, Ronald, Aguilar-Luis, Miguel Ángel","Latin american journal of aquatic research; 43(5); 1019-1023","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500022&lang=pt" 
"S0718-560X2015000500008-chl","Estimation of the dietary essential amino acid requirements of colliroja Astyanax fasciatus by using the ideal protein concept","Furuya, Wilson Massamitu, Michelato, Mariana, Salaro, Ana Lúcia, Cruz, Thais Pereira da, Barriviera-Furuya, Valéria Rossetto","Latin american journal of aquatic research; 43(5); 888-894","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500008&lang=pt" 
"S0718-560X2015000500013-chl","First study on infestation of Excorallana berbicensis (Isopoda: Corallanidae) on six fishes in a reservoir in Brazilian Amazon during dry and rainy seasons","Gentil-Vasconcelos, Huann Carllo, Tavares-Dias, Marcos","Latin american journal of aquatic research; 43(5); 936-943","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500013&lang=pt" 
"S0718-560X2015000500009-chl","Biometrie sexual and ontogenetic dimorphism on the marine catfish Genidens genidens (Siluriformes, Ariidae) in a tropical estuary","Paiva, Larissa G, Prestrelo, Luana, Sant&#039; Anna, Kiani M, Vianna, Marcelo","Latin american journal of aquatic research; 43(5); 895-903","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500009&lang=pt" 
"S0718-560X2015000500015-chl","Reproductive broodstock performance and egg quality of wild-caught and first-generation domesticated Seriola rivoliana reared under same culture conditions","Quiñones-Arreola, Marcos F, Arcos-Ortega, G. Fabiola, Gracia-López, Vicente, Casillas-Hernández, Ramón, Weirich, Charles, Morris, Terry, Díaz-Tenorio, Mariana, Ibarra-Gámez, Cuauhtémoc","Latin american journal of aquatic research; 43(5); 953-962","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500015&lang=pt" 
"S0718-560X2015000500019-chl","Soundscape of a management and exploitation area of benthic resources in central Chile","Borie, Alfredo, Bezerra, Natalia P.A, Klarian, Sebastian A.L, Travassos, Paulo","Latin american journal of aquatic research; 43(5); 993-997","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500019&lang=pt" 
"S0718-560X2015000500010-chl","Efecto de la adición de un extracto acuoso de pionilla Lasianthaea podocephala en el cultivo del camarón blanco del Pacífico Litopenaeus vannamei en condiciones de laboratorio","Villanueva-Gutiérrez, Emmanuel, Martínez-Córdova, Luis Rafael, Martínez-Porchas, Marcel, Arvayo, Miguel Antonio","Latin american journal of aquatic research; 43(5); 904-911","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500010&lang=pt" 
"S0718-560X2015000500018-chl","Atypical feminized male’s agonistic behavior relative to males and females of Nile tilapia (Oreochromis niloticus L.)","Becerril-Morales, Felipe, Alcántar-Vázquez, Juan Pablo","Latin american journal of aquatic research; 43(5); 986-992","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500018&lang=pt" 
"S0718-560X2015000500001-chl","Current state of knowledge on Virilastacus species (Crustacea, Decapoda, Parastacidae)","Rudolph, Erich H","Latin american journal of aquatic research; 43(5); 807-818","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500001&lang=pt" 
"S0718-560X2015000500021-chl","The use of ISSR markers for species determination and a genetic study of the invasive lionfish in Guanahacabibes, Cuba","Labastida, Elizabeth, Cobián, Dorka, Hénaut, Yann, García-Rivas, María del Carmen, Chevalier, Pedro P, Machkour-M’Rabet, Salima","Latin american journal of aquatic research; 43(5); 1011-1018","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500021&lang=pt" 
"S0718-560X2015000500003-chl","Responses of Nile tilapia to different levels of water salinity","Azevedo, Rafael Vieira de, Santos-Costa, Karolina dos, Oliveira, Karen Figueiredo de, Flores-Lopes, Fábio, Teixeira-Lanna, Eduardo Arruda, Tavares-Braga, Luís Gustavo","Latin american journal of aquatic research; 43(5); 828-835","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500003&lang=pt" 
"S0718-560X2015000500023-chl","Analysis of epibiont data in relation with the Debilitated Turtle Syndrome of sea turtles in Chelonia mydas and Lepidochelys olivacea from Concepción coast, Chile","Fernández, Italo, Retamal, Marco Antonio, Mansilla, Miguel, Yáñez, Francisco, Campos, Víctor, Smith, Carlos, Puentes, Guillermo, Valenzuela, Ariel, González, Hernán","Latin american journal of aquatic research; 43(5); 1024-1029","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500023&lang=pt" 
"S0718-560X2015000500020-chl","Heterologous microsatellite-based genetic diversity in blue mussel (Mytilus chilensis) and differentiation among localities in southern Chile","Larraín, María Angélica, Díaz, Nelson F, Lamas, Carmen, Uribe, Carla, Jilberto, Felipe, Araneda, Cristián","Latin american journal of aquatic research; 43(5); 998-1010","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500020&lang=pt" 
"S0718-560X2015000500002-chl","Conservation and aquaculture of native freshwater prawns: the case of the cauque river prawn Macrobrachium americanum (Bate, 1868)","García-Guerrero, Marcelo, de los Santos Romero, Rodolfo, Vega-Villasante, Fernando, Cortes-Jacinto, Edilmar","Latin american journal of aquatic research; 43(5); 819-827","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500002&lang=pt" 
"S0718-560X2015000500005-chl","Diversidad y distinción taxonómica de la macrofauna en fondos blandos de la plataforma norte y suroccidental cubana","Hidalgo, Gema, Toledo, Wilmer, Granados-Barba, Alejandro","Latin american journal of aquatic research; 43(5); 845-855","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500005&lang=pt" 
"S0718-560X2015000500012-chl","Composition and vertical distribution of metazoan meiofauna assemblages on the continental shelf off central Chile","Soto, Eulogio, Caballero, Williams, Quiroga, Eduardo","Latin american journal of aquatic research; 43(5); 922-935","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500012&lang=pt" 
"S0718-560X2015000500016-chl","Effects of the probiotic Bacillus amyloliquefaciens on growth performance, hematology and intestinal morphometry in cage-reared Nile tilapia","Silva, Thiago Fernandes A, Petrillo, Thalita R, Yunis-Aguinaga, Jefferson, Marcusso, Paulo Fernandes, Claudiano, Gustavo da Silva, Moraes, Flávio Ruas de, Moraes, Julieta R. Engrácia de","Latin american journal of aquatic research; 43(5); 963-971","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500016&lang=pt" 
"S0718-560X2015000500011-chl","Efecto de la inulina y del ácido fúlvico en la supervivencia, crecimiento, sistema inmune y prevalencia de WSSV en Litopenaeus vannamei","Gutiérrez-Dagnino, Anayeli, Luna-González, Antonio, Fierro-Coronado, Jesús A, Álvarez-Ruíz, Pindaro, Flores-Miranda, María del Carmen, Miranda-Saucedo, Saraí, Medina-Beltrán, Violeta, Escamilla-Montes, Ruth","Latin american journal of aquatic research; 43(5); 912-921","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500011&lang=pt" 
"S0718-560X2015000500017-chl","Oceanic and climatic drivers of mangrove changes in the Gulf of Urabá, Colombian Caribbean","Suárez, July A, Urrego, Ligia E, Osorio, Andrés, Ruiz, Hiara Y","Latin american journal of aquatic research; 43(5); 972-985","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500017&lang=pt" 
"S0718-560X2015000500004-chl","Effects of different protein and carbohydrate contents on growth and survival of juveniles of southern Chilean freshwater crayfish, Samastacus spinifrons","Salgado-Leu, Italo, Tacon, Albert G.J","Latin american journal of aquatic research; 43(5); 836-844","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500004&lang=pt" 
"S0718-560X2015000500014-chl","Growth, immune status and intestinal morphology of Nile tilapia fed dietary prebiotics (mannan oligosaccharides-MOS)","Yuji-Sado, Ricardo, Raulino-Domanski, Fernanda, Freitas, Patricia Franchi de, Baioco-Sales, Francielli","Latin american journal of aquatic research; 43(5); 944-952","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500014&lang=pt" 
"S0718-560X2015000500007-chl","Implementación del plan estratégico Ramsar en humedales costeros de la Península de Yucatán: normativas y regulación","Vidal, Laura, Vallarino, Adriana, Benítez, Ileana, Correa, Jorge","Latin american journal of aquatic research; 43(5); 845-855","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500007&lang=pt" 
"S0718-560X2015000500006-chl","Distinción taxonómica de los moluscos de fondos blandos del Golfo de Batabanó, Cuba","Capetillo-Piñar, Norberto, Villalejo-Fuerte, Marcial Trinidad, Tripp-Quezada, Arturo","Latin american journal of aquatic research; 43(5); 845-855","Latin american journal of aquatic research","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000500006&lang=pt" 
"S1665-24362015000300301-mex","Control visual en la construcción del área de superficies planas en los textos escolares. Una metodología de análisis","Marmolejo, Gustavo-Adolfo, González Aastudillo, María Teresa","Revista latinoamericana de investigación en matemática educativa; 18(3); 301-328","Revista latinoamericana de investigación en matemática educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-24362015000300301&lang=pt" 
