"S1517-97022015000300743-scl","Aspectos da resistência na atividade docente","Vieira, Almir Martins, Mendonça Neto, Octavio Ribeiro de, Antunes, Maria Thereza Pompa","Educação e Pesquisa; 41(3); 743-756","Educação e Pesquisa","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300743&lang=pt" 
"S1983-40632015000300014-scl","Supressão da murcha de fusário em tomateiro por rizobactérias do gênero Bacillus1","Carrer Filho, Renato, Dianese, Érico de Campos, Cunha, Marcos Gomes da","Pesquisa Agropecuária Tropical; 45(3); 356-363","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300014&lang=pt" 
"S0100-29452015000300773-scl","A MORTE PRECOCE DO PESSEGUEIRO ASSOCIADA À FERTILIDADE DO SOLO","MAYER, NEWTON ALEX, UENO, BERNARDO, SILVA, VALÉCIA ADRIANA LUCAS DA, VALGAS, RICARDO ALEXANDRE, SILVEIRA, CARLOS AUGUSTO POSSER","Revista Brasileira de Fruticultura; 37(3); 773-787","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300773&lang=pt" 
"S0036-46652015000800001-scl","TRIBUTE TO PROF. CARLOS DA SILVA LACAZ","OKAY, Thelma Suely","Revista do Instituto de Medicina Tropical de São Paulo; 57(); 1-1","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652015000800001&lang=pt" 
"S0085-56262015000300251-scl","A survey of mealybugs infesting South-Brazilian wine vineyards","Morandi Filho, Wilson J., Pacheco-da-Silva, Vitor C., Willink, Maria C. Granara de, Prado, Ernesto, Botton, Marcos","Revista Brasileira de Entomologia; 59(3); 251-254","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300251&lang=pt" 
"S1646-59542015000300009-prt","Public Engagement with Science and Technology: contributos para a definição do conceito e a análise da sua aplicação no contexto português","Oliveira, Liliana Tavares de, Carvalho, Anabela","Observatorio (OBS*); 9(3); 155-178","Observatorio (OBS*)","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-59542015000300009&lang=pt" 
"S0085-56262015000300169-scl","Notes on distributions for Argentinean Pentatomidae (Heteroptera: Pentatomoidea), with new records in the country","Dellapé, Gimena, Rider, David A., Dellapé, Pablo M.","Revista Brasileira de Entomologia; 59(3); 169-176","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300169&lang=pt" 
"S0085-56262015000300260-scl","Beta-ionone attracts Euglossa mandibularis(Hymenoptera, Apidae) males in western Paraná forests","Faria, Luiz R. R., Zanella, Fernando C. V.","Revista Brasileira de Entomologia; 59(3); 260-264","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300260&lang=pt" 
"S0085-56262015000300222-scl","Bee assemblage in habitats associated with Brassica napus L.","Halinski, Rosana, Dorneles, Andressa Linhares, Blochtein, Betina","Revista Brasileira de Entomologia; 59(3); 222-228","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300222&lang=pt" 
"S0085-56262015000300147-scl","An estimate of the potential number of mayfly species (Ephemeroptera, Insecta) still to be described in Brazil","Cardoso, Mylena Neves, Shimano, Yulie, Nabout, João Carlos, Juen, Leandro","Revista Brasileira de Entomologia; 59(3); 147-","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300147&lang=pt" 
"S1983-40632015000300001-scl","Avaliação físico-química e sensorial de frutos de genótipos melhorados de mamoeiro1","Viana, Eliseth de Souza, Reis, Ronielli Cardoso, Ronielli Cardoso, Siomara Costa Santana da, Neves, Taís Teixeira das, Jesus, Jaciene Lopes de","Pesquisa Agropecuária Tropical; 45(3); 297-303","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300001&lang=pt" 
"S0100-29452015000300667-scl","EFEITO DO ENSACAMENTO NA QUALIDADE DE MAÇÃS EM DIFERENTES ESTÁDIOS DE DESENVOLVIMENTO","SANTOS, JANAÍNA PEREIRA DOS, HICKEL, EDUARDO RODRIGUES, ARGENTA, LUIZ CARLOS","Revista Brasileira de Fruticultura; 37(3); 667-675","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300667&lang=pt" 
"S0100-29452015000300755-scl","ADUBAÇÃO N-K NO ABACAXIZEIRO ‘BRS IMPERIAL’ - I - EFEITO NO DESENVOLVIMENTO E NA FLORAÇÃO DA PLANTA","OLIVEIRA, ARLENE MARIA GOMES, NATALE, WILLIAM, ROSA, RAUL CASTRO CARRIELLO, JUNGHANS, DAVI THEODORO","Revista Brasileira de Fruticultura; 37(3); 755-763","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300755&lang=pt" 
"S0100-29452015000300550-scl","EXIGÊNCIA TÉRMICA DE DUAS SELEÇÕES E QUATRO CULTIVARES DE MORANGUEIRO CULTIVADO NO PLANALTO CATARINENSE","TAZZO, IVONETE FATIMA, FAGHERAZZI, ANTONIO FELIPPE, LERIN, SABRINA, KRETZSCHMAR, AIKE ANNELIESE, RUFATO, LEO","Revista Brasileira de Fruticultura; 37(3); 550-558","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300550&lang=pt" 
"S0100-29452015000300685-scl","BIOLOGIA FLORAL E VIABILIDADE DE PÓLEN EM CULTIVARES DE CAQUIZEIRO (Diospyros kaki L.) E Diospyros virginiania L.","CAMPOS, SAMANTA SIQUEIRA DE, WITTMANN, MARIA TERESA SCHIFINO, SCHWARZ, SERGIO FRANCISCO, VEIT, PEDRO AUGUSTO","Revista Brasileira de Fruticultura; 37(3); 685-691","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300685&lang=pt" 
"S0100-29452015000300600-scl","DISTRIBUIÇÃO ESPACIAL DO BICHO-FURÃO,Gymnandrosoma aurantiana (Lima, 1927)(LEPIDOPTERA: TORTRICIDAE),EM CITROS UTILIZANDO GEOESTATÍSTICA","CARVALHO, JOÃO HENRIQUE SILVA, BARBOSA, JOSÉ CARLOS, YAMAMOTO, PEDRO TAKAO, BICALHO, IZABELA BEZZON","Revista Brasileira de Fruticultura; 37(3); 600-609","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300600&lang=pt" 
"S0100-29452015000300578-scl","POTENCIAL FENÓLICO DE UVAS DA VARIEDADE MERLOT E SUA CORRELAÇÃO COM A COMPOSIÇÃO FENÓLICA DOS VINHOS","FOGAÇA, ALINE DE OLIVEIRA, DAUDT, CARLOS EUGENIO","Revista Brasileira de Fruticultura; 37(3); 578-587","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300578&lang=pt" 
"S1807-55092015000300439-scl","A construção do corpo ideal no balé clássico: uma investigação fenomenológica","ANJOS, Kátia Silva Souza dos, OLIVEIRA, Régia Cristina, VELARDI, Marília","Revista Brasileira de Educação Física e Esporte; 29(3); 439-452","Revista Brasileira de Educação Física e Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300439&lang=pt" 
"S0100-29452015000300806-scl","PRODUTIVIDADE E QUALIDADE DA &#039;CABERNET SAUVIGNON&#039; SUSTENTADA EM ESPALDEIRA E MANJEDOURA NA FORMA DE Y","PEDRO JÚNIOR, MÁRIO JOSÉ, HERNANDES, JOSÉ LUIZ, BLAIN, GABRIEL CONSTANTINO, BARDIN-CAMRAROTTO, LUDMILA","Revista Brasileira de Fruticultura; 37(3); 806-810","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300806&lang=pt" 
"S1983-40632015000300013-scl","Análise de fatores de resistência a Tospovirus em acessos de Solanum (secção Lycopersicon)1","Oliveira, Renata Maria de, Cunha, Marcos Gomes da, Fonseca, Maria Esther Noronha, Boiteux, Leonardo Silva, Dianese, Érico de Campos","Pesquisa Agropecuária Tropical; 45(3); 340-347","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300013&lang=pt" 
"S1983-40632015000300010-scl","Control of volunteer soybean plants in sunflower crop1","Brighenti, Alexandre Magno","Pesquisa Agropecuária Tropical; 45(3); 274-281","Pesquisa Agropecuária Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300010&lang=pt" 
"S0036-46652015000800003-scl","CENTENNIAL ANNIVERSARY OF PROF. CARLOS DA SILVA LACAZ (1915-2015)","NEGRONI, Ricardo","Revista do Instituto de Medicina Tropical de São Paulo; 57(); 3-4","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652015000800003&lang=pt" 
"S1807-55092015000300355-scl","Influência do nível de performance na estratégia de ritmo de corrida em prova de 10 km de corredores recreacionais","MANOEL, Francisco de Assis, KRAVCHYCHYN, Ana Claudia Pelissari, ALVES, Júlio César Camargo, MACHADO, Fabiana Andrade","Revista Brasileira de Educação Física e Esporte; 29(3); 355-360","Revista Brasileira de Educação Física e Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300355&lang=pt" 
"S0100-29452015000300811-scl","HIBRIDAÇÕES CONTROLADAS INTER E INTRAESPECÍFICAS PARA O MELHORAMENTO GENÉTICO DE PORTA-ENXERTOS DE PEREIRA","PAULA, LUCIANE ARANTES DE, RUFATO, ANDREA DE ROSSI, OLIVEIRA, PAULO RICARDO DIAS DE, TALLAMINI, MAURÍCIO REGININI","Revista Brasileira de Fruticultura; 37(3); 811-818","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300811&lang=pt" 
"S1807-55092015000300361-scl","Nova proposta de teste incremental de remada na avaliação aeróbia de surfistas","CANOZZI, Felipe Bercht, SILVEIRA, Bruno Honorato da, OLIVEIRA, Mariana Fernandes Mendes de, CAPUTO, Fabrízio","Revista Brasileira de Educação Física e Esporte; 29(3); 361-369","Revista Brasileira de Educação Física e Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300361&lang=pt" 
"S1807-55092015000300409-scl","Análise comparativa de clubes de futebol com escalões de formação de diferentes contextos","SANTOS, Artur Jorge, GONÇALVES, Carlos Eduardo","Revista Brasileira de Educação Física e Esporte; 29(3); 409-420","Revista Brasileira de Educação Física e Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300409&lang=pt" 
"S1983-40632015000300004-scl","Germination and growth of purple passion fruit seedlings under pre-germination treatments and mycorrhizal inoculation1","Gil, Joaquín Guillermo Ramírez, Agudelo, Melissa Muñoz, Bedoya, Laura Osorno, Osorio, Nelson Walter, Osorio, Juan Gonzalo Morales","Pesquisa Agropecuária Tropical; 45(3); 257-265","Pesquisa Agropecuária Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300004&lang=pt" 
"S1983-40632015000300005-scl","Effect of irrigation and nitrogen fertilization on agronomic traits of sweet corn1","Souza, Epitácio José de, Cunha, Fernando França da, Magalhães, Fernando Fagner, Silva, Thiago Ramos da, Santos, Osvaldir Feliciano dos","Pesquisa Agropecuária Tropical; 45(3); 282-290","Pesquisa Agropecuária Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300005&lang=pt" 
"S1983-40632015000300006-scl","Efficiency of inoculant with Azospirillum brasilense on the growth and yield of second-harvest maize1","Costa, Raoni Ribeiro Guedes Fonseca, Quirino, Gerciene da Silva Ferreira, Naves, Daniela Cristina de Freitas, Santos, Charles Barbosa, Rocha, Ana Flávia de Souza","Pesquisa Agropecuária Tropical; 45(3); 304-311","Pesquisa Agropecuária Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300006&lang=pt" 
"S1983-40632015000300007-scl","Disponibilidade hídrica do substrato e teor de água da semente na germinação de niger1","Gordin, Carla Regina Baptista, Scalon, Silvana de Paula Quintão, Masetto, Tathiana Elisa","Pesquisa Agropecuária Tropical; 45(3); 312-318","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300007&lang=pt" 
"S1983-40632015000300002-scl","Calcium sources applied to soil can replace leaf application in ‘Fuji’ apple tree1","Danner, Moeses Andrigo, Scariotto, Silvia, Citadin, Idemir, Penso, Gener Augusto, Cassol, Luís César","Pesquisa Agropecuária Tropical; 45(3); 266-273","Pesquisa Agropecuária Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300002&lang=pt" 
"S1983-40632015000300003-scl","Alternativas na fertilização de feijão visando a reduzir a aplicação de N-ureia1","Bertoldo, Juliano Garcia, Pelisser, Amanda, Silva, Raquel Paz da, Favreto, Rodrigo, Oliveira, Luciene Antunes Dias de","Pesquisa Agropecuária Tropical; 45(3); 348-355","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300003&lang=pt" 
"S1983-40632015000300008-scl","Thidiazuron aumenta a produtividade em arroz de terras altas1","Alves, Cleiton José, Arf, Orivaldo, Garcia, Nayara Fernanda Siviero, Galindo, Fernando Shintate, Galassi, Arthur Dias","Pesquisa Agropecuária Tropical; 45(3); 333-339","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300008&lang=pt" 
"S1983-40632015000300009-scl","Fosfito de potássio não protege plantas de milho contra os efeitos fitotóxicos do glyphosate1","Gomes, Giovanna Larissa Gimenes Cotrick, Velini, Edivaldo Domingues, Carbonari, Caio Antonio","Pesquisa Agropecuária Tropical; 45(3); 291-296","Pesquisa Agropecuária Tropical","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-40632015000300009&lang=pt" 
"S0036-46652015000800021-scl","PARACOCCIDIOIDOMYCOSIS: CHALLENGES IN THE DEVELOPMENT OF A VACCINE AGAINST AN ENDEMIC MYCOSIS IN THE AMERICAS","TABORDA, Carlos. P., URÁN, M.E., NOSANCHUK, J. D., TRAVASSOS, L.R.","Revista do Instituto de Medicina Tropical de São Paulo; 57(); 21-24","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652015000800021&lang=pt" 
"S0100-29452015000300635-scl","CARACTERIZAÇÃO FÍSICA E QUÍMICA DE FRUTOS DE MARACUJAZEIRO-AMARELO ENXERTADO EM ESPÉCIES SILVESTRES DO GÊNERO PASSIFLORA CULTIVADO EM AMBIENTE PROTEGIDO","HURTADO-SALAZAR, ALEJANDRO, SILVA, DANIELLE FABIOLA PEREIRA DA, SEDIYAMA, CARLOS SIGUEYUKI, BRUCKNER, CLAUDIO HORST","Revista Brasileira de Fruticultura; 37(3); 635-643","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300635&lang=pt" 
"S1807-55092015000300487-scl","Uso do sistema âncora nas duas mãos e na mão não dominante reduz a oscilação corporal em idosos","SANTOS, Luciana Oliveira dos, MOURA, Fernando Henrique Venancio, MAUERBERG-deCASTRO, Eliane, MORAES, Renato","Revista Brasileira de Educação Física e Esporte; 29(3); 487-495","Revista Brasileira de Educação Física e Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092015000300487&lang=pt" 
"S0100-29452015000300789-scl","PRODUTIVIDADE E QUALIDADE DE UVAS DA CV. ISABEL (Vitis labrusca L.) SUBMETIDAS À ADUBAÇÃO POTÁSSICA","DALBÓ, MARCO ANTÔNIO, BETTONI, JEAN CARLOS, GARDIN, JOÃO PETERSON PEREIRA, BASSO, CLORI","Revista Brasileira de Fruticultura; 37(3); 789-796","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300789&lang=pt" 
"S0100-29452015000300708-scl","DESENVOLVIMENTO DE GELEIA DE UMBU-CAJÁ CONVENCIONAL E DIETÉTICA","VIANA, ELISETH DE SOUZA, MAMEDE, MARIA EUGÊNIA DE OLIVEIRA, REIS, RONIELLI CARDOSO, CARVALHO, LEONARDO DIB DE, FONSECA, MÉRCIA DAMASCENO","Revista Brasileira de Fruticultura; 37(3); 708-717","Revista Brasileira de Fruticultura","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452015000300708&lang=pt" 
"S0085-56262015000300234-scl","Effect of Bacillus sphaericus Neide on Anopheles (Diptera: Culicidae) and associated insect fauna in fish ponds in the Amazon","Ferreira, Francisco Augusto da Silva, Arcos, Adriano Nobre, Sampaio, Raquel Telles de Moreira, Rodrigues, Ilea Brandão, Tadei, Wanderli Pedro","Revista Brasileira de Entomologia; 59(3); 234-239","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300234&lang=pt" 
"S0101-32892015000300207-scl","Reprodutibilidade do desempenho em provas de corrida de 5 e 10 km em pista de atletismo","Machado, Fabiana Andrade, Kravchychyn, Ana Claudia Pelissari, Peserico, Cecília Segabinazi, Silva, Danilo Fernandes da, Mezzaroba, Paulo Victor","Revista Brasileira de Ciências do Esporte; 37(3); 207-213","Revista Brasileira de Ciências do Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892015000300207&lang=pt" 
"S0085-56262015000300197-scl","Checklist of Ephemeroptera (Insecta) from São Mateus River Basin, Espírito Santo, Brazil","Angeli, Kamila Batista, Rozário, Ezinete Moreira M. do, Salles, Frederico Falcão","Revista Brasileira de Entomologia; 59(3); 197-204","Revista Brasileira de Entomologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0085-56262015000300197&lang=pt" 
"S0101-32892015000300280-scl","Propostas curriculares para Educação Física em Pernambuco: entendimentos acerca do esporte","Tenório, Kadja Michele Ramos, Oliveira, Rodrigo Falcão Cabral de, Lima, Ricardo Bezerra Torres, Caminha, Iraquitan de Oliveira, Melo, Marcelo Soares Tavares de, Souza Júnior, Marcílio","Revista Brasileira de Ciências do Esporte; 37(3); 280-288","Revista Brasileira de Ciências do Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892015000300280&lang=pt" 
"S0101-32892015000300289-scl","Perfil de formação continuada de professores de Educação Física: modelos, modalidades e contributos para a prática pedagógica","Ferreira, Janaína da Silva, Santos, José Henrique dos, Costa, Bruno de Oliveira","Revista Brasileira de Ciências do Esporte; 37(3); 289-298","Revista Brasileira de Ciências do Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892015000300289&lang=pt" 
"S0101-32892015000300258-scl","Estádio do Maracanã: dos alicerces ao colosso do derby","Tavares, Ana Beatriz Correia de Oliveira, Votre, Sebastião Josué","Revista Brasileira de Ciências do Esporte; 37(3); 258-264","Revista Brasileira de Ciências do Esporte","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892015000300258&lang=pt" 
"S1679-39512015000700003-scl","História dos intelectuais no Terceiro Mundo: reflexões a partir do caso de Guerreiro Ramos","Maia, João Marcelo E.","Cadernos EBAPE.BR; 13(spe); 550-559","Cadernos EBAPE.BR","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512015000700003&lang=pt" 
"S1679-39512015000700004-scl","&#039;Assimilação crítica&#039; and research on the periphery","Candler, Gaylord George","Cadernos EBAPE.BR; 13(spe); 560-572","Cadernos EBAPE.BR","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512015000700004&lang=pt" 
"S1679-39512015000700005-scl","O conceito de &quot;comunidade humana universal&quot; na obra de Guerreiro Ramos","Flores, Elio Chaves","Cadernos EBAPE.BR; 13(spe); 573-592","Cadernos EBAPE.BR","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512015000700005&lang=pt" 
"S1679-39512015000700006-scl","A Razão d&#039;A Nova Ciência das Organizações","Azevedo, Ariston, Albernaz, Renata Ovenhausen","Cadernos EBAPE.BR; 13(spe); 593-604","Cadernos EBAPE.BR","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512015000700006&lang=pt" 
"S1679-39512015000700007-scl","Cor, intelectuais e nação na sociologia de Guerreiro Ramos","Maio, Marcos Chor","Cadernos EBAPE.BR; 13(spe); 605-630","Cadernos EBAPE.BR","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512015000700007&lang=pt" 
"S0101-28002015000300427-scl","Errata","","Jornal Brasileiro de Nefrologia; 37(3); 427-427","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300427&lang=pt" 
"S0101-28002015000300289-scl","Modalidade de diálise e qualidade de vida","Moraes, Thyago Proença de, Ribeiro, Silvia Carreira","Jornal Brasileiro de Nefrologia; 37(3); 289-290","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300289&lang=pt" 
"S0101-28002015000300418-scl","Rim pélvico de doador vivo-relacionado para transplante: relato de caso e revisão da literatura","Siemens, Tobias August, Danucalov, Itamara Pereira, Bignelli, Alexandre Tortoza, Hokazono, Sílvia Regina, Santos, Luiz Sérgio, Meyer, Fernando, Martins, Ziliane Caetano Lopes, Riella, Miguel Carlos","Jornal Brasileiro de Nefrologia; 37(3); 418-421","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300418&lang=pt" 
"S0101-28002015000300414-scl","Relato de Caso - Nefropatia de IgA associada ao ANCA com evolução favorável","Barcelos, Flávia Lara, Fontes, Tânia Maria de Souza","Jornal Brasileiro de Nefrologia; 37(3); 414-417","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300414&lang=pt" 
"S0101-28002015000300410-scl","Erythropoietin resistance in end-stage renal disease patient with gastric antral vascular ectasia","Lee, Desiree Ji Re, Fragata, Juliana, Pestana, José Osmar Medina, Draibe, Sergio, Canziani, Maria Eugênia, Cendoroglo, Miguel, Góes Jr., Miguel Ângelo de","Jornal Brasileiro de Nefrologia; 37(3); 410-413","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300410&lang=pt" 
"S0101-28002015000300379-scl","Nomograma para a estimativa da taxa de filtração glomerular em indivíduos idosos","Fernandes, Natália Maria da Silva, Fernandes, Neimar, Magacho, Edson José de Carvalho, Bastos, Marcus Gomes","Jornal Brasileiro de Nefrologia; 37(3); 379-381","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300379&lang=pt" 
"S0185-26982015000300013-mex","El proceso de creación de la Universidad Nacional de México a través de las fuentes documentales","Torres Aguilar, Morelos","Perfiles educativos; 37(149); 214-218","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300013&lang=pt" 
"S1887-85712015000300001-esp","Las Fuerzas Armadas ante el desafío de las enfermedades emergentes y reemergentes","Cique Moya, Alberto, Mayo Montero, Mª Elga","Sanidad Militar; 71(3); 141-145","Sanidad Militar","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712015000300001&lang=pt" 
"S0185-26982015000300002-mex","Desarrollo de un instrumento de evaluación basado en indicadores de convivencia escolar democrática, inclusiva y pacífica","Chaparro Caso-López, Alicia A., Caso Niebla, Joaquín, Fierro Evans, Ma. Cecilia, Díaz López, Carlos","Perfiles educativos; 37(149); 20-41","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300002&lang=pt" 
"S0186-10422015000300663-mex","Productividad total de los factores en las terminales de contenedores en los puertos de México: una medición a través del índice Malmquist","Delfín Ortega, Odette Virginia, Navarro Chávez, José César Lenin","Contaduría y administración; 60(3); 663-685","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300663&lang=pt" 
"S0186-10422015000300535-mex","Deconstruyendo el resultado contable convencional para diseñar un resultado contable ambiental","Déniz Mayor, José Juan, Verona Martel, María Concepción","Contaduría y administración; 60(3); 535-555","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300535&lang=pt" 
"S0185-26982015000300007-mex","La escritura autobiográfica como recurso de reflexión crítica: Una intervención pedagógica con obreros de maquiladoras","Cruz Vásquez, Gabriela, Aguirre Muñoz, Lucía Coral, Sánchez Vázquez, María Alejandra, Pou Alberú, Sergio","Perfiles educativos; 37(149); 112-127","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300007&lang=pt" 
"S0186-10422015000300511-mex","Contabilidad de gestión para controlar o coordinar en entornos turbulentos: su impacto en el desempeño organizacional","Porporato, Marcela","Contaduría y administración; 60(3); 511-534","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300511&lang=pt" 
"S0186-10422015000300686-mex","Las incapacidades de aprendizaje organizacional y su relación con los estilos de aprendizaje organizacional en la Mipyme","Gómez Romero, José Gerardo Ignacio, Villarreal Solís, María Deyanira, Villarreal Solís, Francisco Martín","Contaduría y administración; 60(3); 686-702","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300686&lang=pt" 
"S0185-26982015000300011-mex","ADACOF: una aproximación educativa basada en TIC para el aprendizaje digital de la articulación del código fonético en niños con discapacidad","Timbi-Sisalima, Cristian, Robles-Bykbaev, Vladimir, Guiñansaca-Zhagüi, Edisson, Capón-Albarracín, Marco, Ochoa-Arévalo, Gladys","Perfiles educativos; 37(149); 187-202","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300011&lang=pt" 
"S0185-26982015000300010-mex","La validez en los exámenes de alto impacto: Un enfoque desde la lógica argumentativa","Mendoza Ramos, Arturo","Perfiles educativos; 37(149); 169-186","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300010&lang=pt" 
"S0186-10422015000300631-mex","La Ley de Okun y la flexibilidad laboral en México: un análisis de cointegración, 1997Q3-2014Q1","Loría Díaz de Guzmán, Eduardo Gilberto, Ramírez Guerra, Emmanuel Alejandro, Salas, Emmanuel","Contaduría y administración; 60(3); 631-650","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300631&lang=pt" 
