"S1519-69842014000200501-scl","Loss of desiccation tolerance in Copaifera langsdorffii Desf. seeds during germination","Pereira, WVS., Faria, JMR., Tonetti, OAO, Silva, EAA.","Brazilian Journal of Biology; 74(2); 501-508","Brazilian Journal of Biology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014000200501&lang=pt" 
"S0120-28042014000200003-col","Evaluación de la mutagenicidad causada por metales pesados presentes en agua del río Cauca en la ciudad de Cali, Colombia","Vivas, Aura H, Arboleda, María A, Sánchez, Ramiro, Benítez-Campo, Neyla, Bravo, Enrique, Soto, Alejandro, Jiménez, Gloria A, Muñoz, Luis A, Larmat, Fernando E","Revista Colombiana de Química; 43(2); 18-24","Revista Colombiana de Química","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200003&lang=pt" 
"S0120-28042014000200001-col","Direct detection of toxigenic Bacillus cereus in dietary complement for children and cassava starch","Sánchez, Jennifer A, Correa, Margarita M, Aceves-Diez, Angel E, Castañeda-Sandoval, Laura M","Revista Colombiana de Química; 43(2); 5-9","Revista Colombiana de Química","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-28042014000200001&lang=pt" 
"S1519-69842014000200001-scl","EDITORIAL NOTE","","Brazilian Journal of Biology; 74(2); 1-1","Brazilian Journal of Biology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842014000200001&lang=pt" 
"S1870-35692014000100002-mex","Las acepciones del término cosmopolitismo: una aportación a la taxonomía de Kleingeld","Cattafi, Carmelo","CONfines de relaciones internacionales y ciencia política; 10(19); 9-33","CONfines de relaciones internacionales y ciencia política","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-35692014000100002&lang=pt" 
"S0212-16112014000500030-esp","Fluid intake in Mexican adults: a cross-sectional study","Martinez, Homero","Nutrición Hospitalaria; 29(5); 1179-1187","Nutrición Hospitalaria","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000500030&lang=pt" 
"S0212-16112014000500008-esp","Super obese behave different from simple and morbid obese patients in the changes of body composition after tailored one anastomosis gastric bypass (BAGUA)","Garciacaballero, M., Reyes-Ortiz, A., García, M., Martínez-Moreno, J. M., Toval, J.A.","Nutrición Hospitalaria; 29(5); 1013-1019","Nutrición Hospitalaria","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000500008&lang=pt" 
"S0212-16112014000500011-esp","Prevalence of overweight and obesity among a university faculty and staffs from 2004 to 2010, China","He, Lianping, Ren, Xiaohua, Qian, Yifan, Jin, Yuelong, Chen, Yan, Guo, Daoxia, Yao, Yingshui","Nutrición Hospitalaria; 29(5); 1033-1037","Nutrición Hospitalaria","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000500011&lang=pt" 
"S0212-16112014000500018-esp","Metabolic disorders of liver and iron in diabetic and non-diabetic patients BMI &lt; 35 or &gt; 35 before gastric bypass","Garciacaballero, Manuel, Reyes-Ortiz, Alexander, Martínez-Moreno, José Manuel, Toval-Mata, José Antonio","Nutrición Hospitalaria; 29(5); 1088-1094","Nutrición Hospitalaria","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000500018&lang=pt" 
"S0212-16112014000500006-esp","Efecto de la desnutrición pre y posnatal sobre componentes del síndrome metabólico sobre etapas posteriores de la vida: revisión sistemática","Bacardí Gascón, Montserrat, Jiménez Moran, Elsa, Santillana Marín, Ernestina, Jiménez Cruz, Arturo","Nutrición Hospitalaria; 29(5); 997-1003","Nutrición Hospitalaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112014000500006&lang=pt" 
"S0103-84782014000500030-scl","A produção científica do Rio Grande do Sul em Ciências Agrárias representada na base Web of Science","Vargas, Rosely de Andrade, Vanz, Samile Andréa de Souza","Ciência Rural; 44(5); 950-956","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014000500030&lang=pt" 
"S0103-84782014010200001-scl","Pesquisadores testam eficiência do uso do Índice de Manejo de Carbono por meio da aplicação de fracionamento físico densimétrico","Conceição, Paulo César","Ciência Rural; 44(5); -","Ciência Rural","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014010200001&lang=pt" 
"S0103-84782014010200002-scl","Pesquisa realiza mapeamento da produção científica gaúcha em Ciências Agrárias na base de dados Web of Science","Vargas, Rosely de Andrade, Vanz, Samile Andréa de Souza","Ciência Rural; 44(5); -","Ciência Rural","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014010200002&lang=pt" 
"S1413-81232014000501339-spa","Avaliação de políticas e iniciativas públicas de segurança alimentar e nutricional: dilemas e perspectivas metodológicas","Magalhães, Rosana","Ciência &amp; Saúde Coletiva; 19(5); 1339-1346","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501339&lang=pt" 
"S1413-81232014000501347-spa","Bolsa Família: insegurança alimentar e nutricional de crianças menores de cinco anos","Monteiro, Flávia, Schmidt, Suely Teresinha, Costa, Islandia Bezerra da, Almeida, Claudia Choma Bettega, Matuda, Nívea da Silva","Ciência &amp; Saúde Coletiva; 19(5); 1347-1358","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501347&lang=pt" 
"S1413-81232014000501367-spa","Fatores associados ao excesso de peso em adultos usuários de restaurantes populares em Belo Horizonte, Brasil","Machado, Ísis Eloah, Pereira, Simone Cardoso Lisboa, Dias Júnior, Cláudio Santiago, Abreu, Mery Natali Silva, Borges, Angélica Marques, Filgueiras, Jullyane Hott","Ciência &amp; Saúde Coletiva; 19(5); 1367-1377","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501367&lang=pt" 
"S1413-81232014000501379-spa","Utilização e cobertura do Sistema de Vigilância Alimentar e Nutricional no Estado do Rio Grande do Sul, Brasil","Jung, Natália Miranda, Bairros, Fernanda de Souza, Neutzling, Marilda Borges","Ciência &amp; Saúde Coletiva; 19(5); 1379-1388","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501379&lang=pt" 
"S1413-81232014000501389-spa","Há irracionalidades no consumo de inibidores de apetite no Brasil? Uma análise farmacoeconométrica de dados em painel","Mota, Daniel Marques, Oliveira, Márcia Gonçalves de, Bovi, Rafael Filiacci, Silva, Sidarta Figueredo, Cunha, Jeane Araújo Fernandes, Divino, José Angelo","Ciência &amp; Saúde Coletiva; 19(5); 1389-1400","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501389&lang=pt" 
"S1413-81232014000501401-spa","Ganho de peso gestacional e peso ao nascer do concepto: estudo transversal na região de Jundiaí, São Paulo, Brasil","Fonseca, Márcia Regina Campos Costa da, Laurenti, Ruy, Marin, Caroline Roveri, Traldi, Maria Cristina","Ciência &amp; Saúde Coletiva; 19(5); 1401-1407","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501401&lang=pt" 
"S1413-81232014000501419-spa","Contexto sociocultural y alimentario de mujeres con embarazos de riesgo","Sámano, Reyna Sámano, Martínez, Estela Godinez, Pérez, Irma Romero, Miranda, Georgina Sánchez, Polis, José Manuel Espíndola, Courtois, Mayra Lilia Chávez","Ciência &amp; Saúde Coletiva; 19(5); 1419-1428","Ciência &amp; Saúde Coletiva","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501419&lang=pt" 
"S1413-81232014000501429-spa","Avaliação da inserção de alimentos orgânicos provenientes da agricultura familiar na alimentação escolar, em municípios dos territórios rurais do Rio Grande do Sul, Brasil","Santos, Fernanda dos, Fernandes, Patrícia Fogaça, Rockett, Fernanda Camboim, Oliveira, Ana Beatriz Almeida de","Ciência &amp; Saúde Coletiva; 19(5); 1429-1436","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501429&lang=pt" 
"S1413-81232014000501437-spa","Avaliação da usabilidade do Guia Alimentar Digital móvel segundo a percepção dos usuários","Caivano, Simone, Ferreira, Beatriz Jansen, Domene, Semíramis Martins Álvares","Ciência &amp; Saúde Coletiva; 19(5); 1437-1446","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501437&lang=pt" 
"S1413-81232014000501447-spa","Padrão alimentar de risco para as doenças crônicas não transmissíveis e sua associação com a gordura corporal - uma revisão sistemática","Azevedo, Edynara Cristiane de Castro, Diniz, Alcides da Silva, Monteiro, Jailma Santos, Cabral, Poliana Coelho","Ciência &amp; Saúde Coletiva; 19(5); 1447-1458","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501447&lang=pt" 
"S1413-81232014000501459-spa","Matriz de ações de alimentação e nutrição na Atenção Básica de Saúde: referencial para a formação do nutricionista no contexto da educação por competências","Junqueira, Túlio da Silva, Cotta, Rosângela Minardi Mitre","Ciência &amp; Saúde Coletiva; 19(5); 1459-1474","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501459&lang=pt" 
"S1413-81232014000501513-spa","Fatores associados ao consumo de dietas ricas em gordura em adultos de uma cidade no sul do Brasil","Rombaldi, Airton José, Silva, Marcelo Cozzensa da, Neutzling, Marilda Borges, Azevedo, Mario Renato, Hallal, Pedro Curi","Ciência &amp; Saúde Coletiva; 19(5); 1513-1521","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501513&lang=pt" 
"S1413-81232014000501523-spa","Os riscos e a promoção do autocontrole na saúde alimentar: moralismo, biopolítica e crítica parresiasta","Castiel, Luis David, Ferreira, Marcos Santos, Moraes, Danielle Ribeiro de","Ciência &amp; Saúde Coletiva; 19(5); 1523-1532","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501523&lang=pt" 
"S1413-81232014000501533-spa","Prevalência e fatores associados à Insegurança Alimentar e Nutricional em famílias dos municípios do norte de Alagoas, Brasil, 2010","Ferreira, Haroldo da Silva, Souza, Maria Eduarda Di Cavalcanti Alves de, Moura, Fabiana Andréa, Horta, Bernardo Lessa","Ciência &amp; Saúde Coletiva; 19(5); 1533-1542","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501533&lang=pt" 
"S1413-81232014000501543-spa","Cobertura populacional do Sistema de Vigilância Alimentar e Nutricional no Estado de São Paulo, Brasil","Enes, Carla Cristina, Loiola, Helena, Oliveira, Maria Rita Marques de","Ciência &amp; Saúde Coletiva; 19(5); 1543-1551","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501543&lang=pt" 
"S1413-81232014000501553-spa","Perfil de manipuladores de alimentos em domicílios","Deon, Barbara Cecconi, Medeiros, Laissa Benites, Hecktheuer, Luisa Helena, Saccol, Ana Lúcia de Freitas","Ciência &amp; Saúde Coletiva; 19(5); 1553-1559","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501553&lang=pt" 
"S1413-81232014000501561-spa","Formação para marisqueiras em segurança de alimentos e saúde do trabalhador: uma experiência na comunidade de Ilha do Paty, Bahia, Brasil","Nóbrega, Gabriela Silva da, Cardoso, Ryzia de Cassia Vieira, Furtunato, Dalva Maria da Nóbrega, Góes, José Ângelo Wenceslau, Ferreira, Tereza Cristina Braga, Santos, Mary Daiane Fontes, Santos, Sissa Maria Garrido","Ciência &amp; Saúde Coletiva; 19(5); 1561-1571","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501561&lang=pt" 
"S1413-81232014000501573-spa","Avaliação nutricional de pacientes com câncer de mama atendidas no Serviço de Mastologia do Hospital das Clínicas, Belo Horizonte (MG), Brasil","Oliveira, Dirce Ribeiro de, Carvalho, Erika Simone Coelho, Campos, Liliane Cunha, Leal, José Adalberto, Sampaio, Estela Viana, Cassali, Geovanni Dantas","Ciência &amp; Saúde Coletiva; 19(5); 1573-1580","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501573&lang=pt" 
"S1413-81232014000501589-spa","Frequência de adesão aos &quot;10 Passos para uma Alimentação Saudável&quot; em escolares adolescentes","Couto, Shanda de Freitas, Madruga, Samanta Winck, Neutzling, Marilda Borges, Silva, Marcelo Cozzensa da","Ciência &amp; Saúde Coletiva; 19(5); 1589-1599","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501589&lang=pt" 
"S1413-81232014000501601-spa","Fatores determinantes da insegurança alimentar e nutricional: estudo realizado em Restaurantes Populares de Belo Horizonte, Minas Gerais, Brasil","Sobrinho, Fernanda Martins, Silva, Yara Cardoso, Abreu, Mery Natali Silva, Pereira, Simone Cardoso Lisboa, Dias Júnior, Cláudio Santiago","Ciência &amp; Saúde Coletiva; 19(5); 1601-1611","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501601&lang=pt" 
"S1413-81232014000501613-spa","Consumo alimentar de risco e proteção para as doenças crônicas não transmissíveis e sua associação com a gordura corporal: um estudo com funcionários da área de saúde de uma universidade pública de Recife (PE), Brasil","Azevedo, Edynara Cristiane de Castro, Dias, Fábia Morgana Rodrigues da Silva, Diniz, Alcides da Silva, Cabral, Poliana Coelho","Ciência &amp; Saúde Coletiva; 19(5); 1613-1622","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501613&lang=pt" 
"S1413-81232014000501623-spa","Análise da composição nutricional da Cesta Básica brasileira","Passos, Kelly Estarla dos, Bernardi, Juliana Rombaldi, Mendes, Karina Giane","Ciência &amp; Saúde Coletiva; 19(5); 1623-1630","Ciência &amp; Saúde Coletiva","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232014000501623&lang=pt" 
"S0042-96862014000500310-spa","International Health Regulations (2005): taking stock","Nuttall, Isabelle","Bulletin of the World Health Organization; 92(5); 310-310","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500310&lang=pt" 
"S0042-96862014000500309-spa","In this month’s Bulletin","","Bulletin of the World Health Organization; 92(5); 309-309","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500309&lang=pt" 
"S0042-96862014000500316-spa","Collaboration is key for new global tuberculosis strategy","","Bulletin of the World Health Organization; 92(5); 316-317","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500316&lang=pt" 
"S0042-96862014000500314-spa","The immunization programme that saved millions of lives","","Bulletin of the World Health Organization; 92(5); 314-315","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500314&lang=pt" 
"S0042-96862014000500312-spa","Public health round-up","","Bulletin of the World Health Organization; 92(5); 312-313","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500312&lang=pt" 
"S0042-96862014000500311-spa","Influenza seasonality: timing and formulation of vaccines","Cox, Nancy","Bulletin of the World Health Organization; 92(5); 311-311","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500311&lang=pt" 
"S0042-96862014000500374-spa","Community-based prevention of hepatitis-B-related liver cancer: Australian insights","Robotin, Monica C, Kansil, Melanie Q, Porwal, Mamta, Penman, Andrew G, George, Jacob","Bulletin of the World Health Organization; 92(5); 374-379","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500374&lang=pt" 
"S0042-96862014000500380-spa","Intimate partner violence against women and victim-blaming attitudes among Europeans","Gracia, Enrique","Bulletin of the World Health Organization; 92(5); 380-381","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500380&lang=pt" 
"S0042-96862014000500382-spa","Health system cost of delivering routine vaccination in low- and lower-middle income countries: what is needed over the next decade?","Lydon, Patrick, Gandhi, Gian, Vandelaer, Jos, Okwo-Bele, Jean-Marie","Bulletin of the World Health Organization; 92(5); 382-384","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500382&lang=pt" 
"S0042-96862014000500318-spa","Influenza seasonality and vaccination timing in tropical and subtropical areas of southern and south-eastern Asia","Saha, Siddhartha, Chadha, Mandeep, Al Mamun, Abdullah, Rahman, Mahmudur, Sturm-Ramirez, Katharine, Chittaganpitch, Malinee, Pattamadilok, Sirima, Olsen, Sonja J, Sampurno, Ondri Dwi, Setiawaty, Vivi, Pangesti, Krisna Nur Andriana, Samaan, Gina, Archkhawongs, Sibounhom, Vongphrachanh, Phengta, Phonekeo, Darouny, Corwin, Andrew, Touch, Sok, Buchy, Philippe, Chea, Nora, Kitsutani, Paul, Mai, Le Quynh, Thiem, Vu Dinh, Lin, Raymond, Low, Constance, Kheong, Chong Chee, Ismail, Norizah, Yusof, Mohd Apandi, Tandoc III, Amado, Roque Jr, Vito, Mishra, Akhilesh, Moen, Ann C, Widdowson, Marc-Alain, Partridge, Jeffrey, Lal, Renu B","Bulletin of the World Health Organization; 92(5); 318-330","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500318&lang=pt" 
"S0042-96862014000500331-spa","Can vouchers deliver? An evaluation of subsidies for maternal health care in Cambodia","Van de Poel, Ellen, Flores, Gabriela, Ir, Por, O?Donnell, Owen, Van Doorslaer, Eddy","Bulletin of the World Health Organization; 92(5); 331-339","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500331&lang=pt" 
"S0042-96862014000500340-spa","Monitoring progress towards the elimination of measles in China: an analysis of measles surveillance data","Ma, Chao, Hao, Lixin, Zhang, Yan, Su, Qiru, Rodewald, Lance, An, Zhijie, Yu, Wenzhou, Ma, Jing, Wen, Ning, Wang, Huiling, Liang, Xiaofeng, Wang, Huaqing, Yang, Weizhong, Li, Li, Luo, Huiming","Bulletin of the World Health Organization; 92(5); 340-347","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500340&lang=pt" 
"S0042-96862014000500348-spa","Effect of having a subsequent child on the mental health of women who lost a child in the 2008 Sichuan earthquake: a cross-sectional study","Xu, Yao, Herrman, Helen, Bentley, Rebecca, Tsutsumi, Atsuro, Fisher, Jane","Bulletin of the World Health Organization; 92(5); 348-355","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500348&lang=pt" 
"S0042-96862014000500356-spa","Prevention and control of neglected tropical diseases: overview of randomized trials, systematic reviews and meta-analyses","Kappagoda, Shanthi, Ioannidis, John PA","Bulletin of the World Health Organization; 92(5); 356-366C","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500356&lang=pt" 
"S0042-96862014000500367-spa","The global burden of disabling hearing impairment: a call to action","Olusanya, Bolajoko O, Neumann, Katrin J, Saunders, James E","Bulletin of the World Health Organization; 92(5); 367-373","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000500367&lang=pt" 
"S1415-43662014000500008-scl","Variabilidade de atributos do solo sob pastagens e mata atlântica na escala de microbacia hidrográfica","Lima, Gabriela C., Silva, Marx L. N., Oliveira, Marcelo S. de, Curi, Nilton, Silva, Mayesse A. da, Oliveira, Anna H.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 517-526","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500008&lang=pt" 
"S1415-43662014000500009-scl","Salada em conserva elaborada com hortaliças regionais amazônicas","Araújo, Elizalane M. de, Chaar, Jose M., Marques, Jean D. de O.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 527-532","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500009&lang=pt" 
"S1415-43662014000500001-scl","Simulação do efeito do manejo da palha e do nitrogênio na produtividade da cana-de-açúcar","Costa, Leandro G., Marin, Fabio R., Nassif, Daniel S. P., Pinto, Helena M. S., Lopes-Assad, Maria L. R. C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 469-474","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500001&lang=pt" 
"S1415-43662014000500002-scl","Influência da densidade do solo infestado por nematoide no desenvolvimento inicial de cana-de-açúcar","Sousa, Carmem C. M. de, Pedrosa, Elvira M. R., Rolim, Mario M., Pereira Filho, João V., Souza, Marcela A. L. M. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 475-479","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500002&lang=pt" 
"S1415-43662014000500003-scl","Interação entre salinidade da água de irrigação e adubação nitrogenada na cultura da berinjela","Oliveira, Francisco de A. de, Medeiros, José F. de, Alves, Rita de C., Linhares, Paulo S. F., Medeiros, Arthur M. A. de, Oliveira, Mychelle K. T. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 480-486","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500003&lang=pt" 
"S1415-43662014000500004-scl","Desenvolvimento e acúmulo de macronutrientes em plantas de milho biofertilizadas com manipueira","Barreto, Marcela T. L., Magalhães, Adriana G., Rolim, Mario M., Pedrosa, Elvira M. R., Duarte, Anamaria de S., Tavares, Uilka E.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 487-494","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500004&lang=pt" 
"S1415-43662014000500005-scl","Initial physic nut nutrition and potassium balance in the soil-plant system","Freiberger, Mariângela B., Guerrini, Iraê A., Castoldi, Gustavo, Steiner, Fábio, Büll, Leonardo T.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 495-500","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500005&lang=pt" 
"S1415-43662014000500007-scl","Uso de imagens MODIS no monitoramento do fluxo de sedimentos no reservatório de Três Marias","Pinto, Carlos E. T., Menezes, Paulo H. B. J., Martinez, Jean-Michel, Roig, Henrique L., Villar, Raúl A. E.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 507-516","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500007&lang=pt" 
"S1415-43662014000500014-scl","Potential for wind energy generation in Piracicaba, SP, Brazil","Grah, Vanessa de F., Ponciano, Isaac de M., Botrel, Tarlei A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 559-564","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500014&lang=pt" 
"S1415-43662014000500013-scl","Demanda energética e mobilização do solo com o uso de escarificadores em sistemas de semeadura direta","Bellé, Mateus P., Alonço, Airton dos S., Francetto, Tiago R., Rossato, Fernando P., Franck, Cristian J., Carpes, Dauto P","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 551-558","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500013&lang=pt" 
"S1415-43662014000500012-scl","Temperatura superficial de materiais utilizados para cobertura individual de bezerreiros","Barnabé, Janice M. C., Pandorfi, Héliton, Almeida, Gledson L. P. de, Guiselini, Cristiane, Jacob, Arthur L.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 545-550","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500012&lang=pt" 
"S1415-43662014000500011-scl","Fatores meteorológicos sobre a atividade reprodutiva de cabras leiteiras na época seca do semiárido pernambucano","Nascimento, Thiago V. C., Oliveira, Fabiano A. de, Turco, Sílvia H. N., Cordeiro, Mabel F., Lopes Júnior, Edilson S.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 539-544","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500011&lang=pt" 
"S1415-43662014000500006-scl","Saturação do complexo de troca de solos oxídicos com sódio","Matos, Antonio T. de, Almeida Neto, Onofre B., Matos, Mateus P. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 501-506","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500006&lang=pt" 
"S1415-43662014000500010-scl","Pegada hídrica de suínos e o impacto de estratégias nutricionais","Palhares, Julio C. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 18(5); 533-538","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662014000500010&lang=pt" 
"S0066-782X2014000500015-scl","Turnover da Matriz Extracelular: Um Equilíbrio entre as MMPs e seus Inibidores","Yalcinkaya, Emre, Celik, Murat, Bugan, Baris","Arquivos Brasileiros de Cardiologia; 102(5); 519-520","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000500015&lang=pt" 
"S0066-782X2014000500017-scl","Parada Cardiorrespiratória Prolongada Tratada com Sucesso no Metrô de São Paulo","Gianotto-Oliveira, Renan, Favarato, Maria Helena, Gonzalez, Maria Margarita, Liguori, Thiago, Timerman, Sergio, Kalil Filho, Roberto","Arquivos Brasileiros de Cardiologia; 102(5); e52-e54","Arquivos Brasileiros de Cardiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2014000500017&lang=pt" 
