"S0120-24482011000100002-col","Aliviar siempre","Matijasevic, Eugenio","Acta Medica Colombiana; 36(1); 4-9","Acta Medica Colombiana","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482011000100002&lang=pt" 
"S1657-92672011000100008-col","Violencia de pareja en estudiantes universitarios del sur de Chile","VIZCARRA LARRAÑAGA, MARÍA BEATRIZ, PÓO FIGUEROA, ANA MARÍA","Universitas Psychologica; 10(1); 89-98","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100008&lang=pt" 
"S1657-92672011000100011-col","Factores motivacionales y experiencia autotélica en el ejercicio físico: propuesta de un modelo explicativo","SICILIA CAMACHO, ÁLVARO, ÁGUILA SOTO, CORNELIO, GONZÁLEZ-CUTRE, DAVID, MORENO-MURCIA, JUAN ANTONIO","Universitas Psychologica; 10(1); 125-135","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100011&lang=pt" 
"S1657-92672011000100010-col","Estudio de las actitudes de estudiantes de Ciencias Sociales y Psicología: relevancia de la información y contacto con personas discapacitadas","POLO SÁNCHEZ, Mª TAMARA, FERNÁNDEZ JIMÉNEZ, CAROLINA, DÍAZ BATANERO, CARMEN","Universitas Psychologica; 10(1); 113-123","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100010&lang=pt" 
"S1657-92672011000100005-col","Estereotipos femeninos y preferencia de consumo","VELANDIA-MORALES, ANDREA, RODRÍGUEZ-BAILÓN, ROSA","Universitas Psychologica; 10(1); 47-59","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100005&lang=pt" 
"S1657-92672011000100019-col","Evaluación de la confiabilidad del Sistema Cualitativo de Calificación para la versión modificada del Test Gestáltico de Bender","MERINO SOTO, CÉSAR, BENITES MORALES, LUIS","Universitas Psychologica; 10(1); 231-243","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100019&lang=pt" 
"S1657-92672011000100007-col","Consumo abusivo de alcohol en adolescentes españoles: tendencias emergentes y percepciones de riesgo","MORAL JIMÉNEZ, MARÍA DE LA VILLA, OVEJERO BERNAL, ANASTASIO","Universitas Psychologica; 10(1); 71-87","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100007&lang=pt" 
"S1657-92672011000100015-col","Sentidos y significados del trabajo: un análisis con base en diferentes perspectivas teórico-epistemológicas en Psicología","DA ROSA TOLFO, SUZANA, CHALFIN COUTINHO, MARIA, BAASCH, DAVI, SOARES CUGNIER, JOANA","Universitas Psychologica; 10(1); 175-188","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100015&lang=pt" 
"S1657-92672011000100001-col","Universitas Psychologica: Pan-American Journal of Psychology, 10 años de cambio constante en la gestión editorial y de contenidos","López-López, Wilson","Universitas Psychologica; 10(1); 9-10","Universitas Psychologica","Inglês, Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100001&lang=pt" 
"S1657-92672011000100022-col","Reseñas de libros","","Universitas Psychologica; 10(1); 283-285","Universitas Psychologica","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672011000100022&lang=pt" 
"S0034-74182011000100007-col","Efeitos biológicos das antocianinas no processo aterosclerótico","Cardoso, Luciana Marques, Viana Leite, Joâo Paulo, Gouveia Peluzio, Maria do Carmo","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 116-138","Revista Colombiana de Ciencias Químico - Farmacéuticas","Português","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100007&lang=pt" 
"S0034-74182011000100006-col","Volumetric properties of glycerol + water mixtures at several temperatures and correlation with the Jouyban-Acree model","Cristancho, Diana M, Delgado, Daniel R, Martínez, Fleming, Abolghassemi Fakhree, Mohammad A, Jouyban, Abolghasem","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 92-115","Revista Colombiana de Ciencias Químico - Farmacéuticas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100006&lang=pt" 
"S0034-74182011000100005-col","Actividad funcional de anticuerpos inducidos por péptido-miméticos derivados del antígeno MSP-2 del Plasmodium, como potenciales agentes inmunoterapéuticos en malaria causada por Plasmodium yoelii y Plasmodium berghei en ratones BALB/c","Lesmes, Liliana Patricia, Gallego, Gina Marcela, Carreño, Luisa Fernanda, Hoebecke, Johan, Lozano, José Manuel","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 67-91","Revista Colombiana de Ciencias Químico - Farmacéuticas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100005&lang=pt" 
"S0034-74182011000100004-col","La farmacoeconomía: Debe ser de interés para evaluar la eficiencia en la toma de decisiones?","Collazo Herrera, Manuel, Sosa Lorenzo, Irma","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 54-66","Revista Colombiana de Ciencias Químico - Farmacéuticas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100004&lang=pt" 
"S0034-74182011000100003-col","Políticas americanas de salud y de formación farmacéutica","Rodríguez, Carlos del Castillo","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 47-53","Revista Colombiana de Ciencias Químico - Farmacéuticas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100003&lang=pt" 
"S0034-74182011000100002-col","A quantitative structure - toxicity relationship of drugs on rat","Separham, Amir, Eghbal, Mohammad-Ali, Tamizi, Elnaz, Jouyban, Abolghasem","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 27-46","Revista Colombiana de Ciencias Químico - Farmacéuticas","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100002&lang=pt" 
"S0034-74182011000100001-col","Purificación y determinación de carbohidratos en la vicilina de Canavalia ensiformis","Martínez, Patricia, Pabón, Marta Lucía, Gómez, Diego Armando, Albarracín, Sonia Luz","Revista Colombiana de Ciencias Químico - Farmacéuticas; 40(1); 5-26","Revista Colombiana de Ciencias Químico - Farmacéuticas","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74182011000100001&lang=pt" 
"S0870-71032011000100001-prt","Obras duradouras","Faria-Vaz, António","Revista Portuguesa de Clínica Geral; 27(1); 09-09","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100001&lang=pt" 
"S0870-71032011000100002-prt","Por norma ler as normas","Empis, Catarina","Revista Portuguesa de Clínica Geral; 27(1); 11-12","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100002&lang=pt" 
"S0870-71032011000100003-prt","Registo de óbitos em Cuidados de Saúde Primários","Catarino, Ana Paula, Ferrão, Carlos, Queiroz, Maria João, Loura, Rita","Revista Portuguesa de Clínica Geral; 27(1); 14-18","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100003&lang=pt" 
"S0870-71032011000100004-prt","Consumo de medicação crónica: Avaliação da prevalência no norte de Portugal","Cima, CIF, Freitas, RSA, Lamas, MCM, Mendes, CASL, Neves, AC, Fonseca, C","Revista Portuguesa de Clínica Geral; 27(1); 20-27","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100004&lang=pt" 
"S0870-71032011000100005-prt","Os Indicadores de Desempenho Contratualizados com as USF: Um ponto da situação no actual momento da Reforma","Melo, Miguel, Sousa, Jaime Correia de","Revista Portuguesa de Clínica Geral; 27(1); 28-34","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100005&lang=pt" 
"S0870-71032011000100006-prt","Depressão e comorbilidade: um caso clínico","Ventura, Teresa","Revista Portuguesa de Clínica Geral; 27(1); 36-42","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100006&lang=pt" 
"S0870-71032011000100007-prt","Para além do diagnóstico!","Colaço, Verónica, Morgado, Patrícia","Revista Portuguesa de Clínica Geral; 27(1); 44-51","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100007&lang=pt" 
"S0870-71032011000100008-prt","19 anos Depois o Mesmo Cenário na Gestão da Consulta?","Rodrigues, Nelson","Revista Portuguesa de Clínica Geral; 27(1); 53-53","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100008&lang=pt" 
"S0870-71032011000100009-prt","19 anos Depois o Mesmo Cenário na Gestão da Consulta?: Resposta dos Autores","Pinto, Daniel, Corte-Real, Susana, Nunes, José Mendes","Revista Portuguesa de Clínica Geral; 27(1); 53-54","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100009&lang=pt" 
"S0870-71032011000100010-prt","À flor da pele","Santos, Isabel, Empis, Catarina","Revista Portuguesa de Clínica Geral; 27(1); 55-56","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100010&lang=pt" 
"S0870-71032011000100011-prt","Avaliação e tratamento do doente com acne - Parte I: Epidemiologia, etiopatogenia, clínica, classificação, impacto psicossocial, mitos e realidades, diagnóstico diferencial e estudos complementares","Figueiredo, Américo, Massa, António, Picoto, António, Soares, António Pinto, Basto, Artur Sousa, Lopes, Campos, Resende, Carlos, Rebelo, Clarisse, Brandão, Francisco Menezes, Pinto, Gabriela Marques, Oliveira, Hugo Schönenberger de, Selores, Manuela, Gonçalo, Margarida, Bello, Rui Tavares","Revista Portuguesa de Clínica Geral; 27(1); 59-65","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100011&lang=pt" 
"S0870-71032011000100012-prt","Avaliação e tratamento do doente com acne - Parte II: Tratamento tópico, sistémico e cirúrgico, tratamento da acne na grávida, algoritmo terapêutico","Figueiredo, Américo, Massa, António, Picoto, António, Soares, António Pinto, Basto, Artur Sousa, Lopes, Campos, Resende, Carlos, Rebelo, Clarisse, Brandão, Francisco Menezes, Pinto, Gabriela Marques, Oliveira, Hugo Schönenberger de, Selores, Manuela, Gonçalo, Margarida, Bello, Rui Tavares","Revista Portuguesa de Clínica Geral; 27(1); 66-76","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100012&lang=pt" 
"S0870-71032011000100013-prt","Eczema atópico na criança e no adulto","Claro, Cristina","Revista Portuguesa de Clínica Geral; 27(1); 78-82","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100013&lang=pt" 
"S0870-71032011000100014-prt","O mundo da urticária, com e sem alergia","Chambel, Marta, Antunes, João, Prates, Sara","Revista Portuguesa de Clínica Geral; 27(1); 84-94","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100014&lang=pt" 
"S0870-71032011000100015-prt","Será fungo?","Tomaz, Diana","Revista Portuguesa de Clínica Geral; 27(1); 96-108","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100015&lang=pt" 
"S0870-71032011000100016-prt","Resumos das Comunicações Orais do 15.º Congresso Nacional de Medicina Familiar: Espinho, Setembro 2010","","Revista Portuguesa de Clínica Geral; 27(1); 110-116","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100016&lang=pt" 
"S0870-71032011000100017-prt","Qual o impacto do ensino na capacidade de utilização dos inaladores pressurizados doseáveis pelos doentes asmáticos?","Oliveira, Paula","Revista Portuguesa de Clínica Geral; 27(1); 118-120","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100017&lang=pt" 
"S0870-71032011000100018-prt","Todos os AINE e COXIB aumentam eventos cardiovasculares, mas a magnitude varia com o fármaco.","Heleno, Bruno","Revista Portuguesa de Clínica Geral; 27(1); 120-122","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100018&lang=pt" 
"S0870-71032011000100019-prt","Gestão da Doença: Uma solução para a redução da despesa em saúde?","Ferreira, Ana Santos","Revista Portuguesa de Clínica Geral; 27(1); 123-125","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100019&lang=pt" 
"S0870-71032011000100020-prt","Uso de paracetamol na enxaqueca","Marujo, Vanda","Revista Portuguesa de Clínica Geral; 27(1); 126-127","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000100020&lang=pt" 
"S1695-61412011000100004-esp","De hiperfrecuentadora a abuela esclava: Estudio de un caso de sobrecarga del cuidador desde el Síndrome de la Abuela Esclava de Guijarro Morales","García González, J., Rosillo Castro, D., Salazar, I.R., Raygal Fernández, P.J., Lázaro Meca, R.S., Cánovas Gaspar, J.P.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100004&lang=pt" 
"S1695-61412011000100007-esp","Alcohol y embarazo: intervención de enfermería en atención primaria","Martínez Castillo, Antonio","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100007&lang=pt" 
"S1695-61412011000100003-esp","Higiene de manos como estrategia fundamental en el control de infección hospitalaria: un estudio cuantitativo","Coelho, M.S., Silva Arruda, C., Faria Simões, S.M.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100003&lang=pt" 
"S1695-61412011000100006-esp","Uso de plantas medicinales por pacientes oncológicos y familiares en un centro de radioterapia","Vanini, M., Barbieri, R.L., Heck, R.M., Schwartz, E.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100006&lang=pt" 
"S1695-61412011000100012-esp","El paciente neuroquirúrgico grave: Actuación de enfermería","Rodríguez Hernández, lyemai","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100012&lang=pt" 
"S1695-61412011000100013-esp","Perfil del usuario con retención aguda de orina en un hospital comarcal","Fernández Rozas, P., Mora Acosta, S., Araya Cruz, F., Molina Jiménez, A.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100013&lang=pt" 
"S1695-61412011000100008-esp","Modelo de hospitalización y frecuencia de reingreso en pacientes con exacerbación de EPOC","Maciá Soler, L., Latour Pérez, J., Moncho Vasallo, J., Mariscal Crespo, M.I., Orts Cortés, M.I.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100008&lang=pt" 
"S1695-61412011000100009-esp","Estrategia de intervención para el cuidado de los/as adolescentes en salud sexual y reproductiva. Policlínico &quot;Dr. Carlos J. Finlay&quot;: Marianao, 2009","Fajardo Villarroel, Aurora","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100009&lang=pt" 
"S0120-62302011000100001-col","Triglyceride transesterification in heterogeneous reaction system with calcium oxide as catalyst","Becerra Ortega, Mónica, Centeno Hurtado, Aristóbulo, Giraldo Duarte, Sonia Azucena","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 7-13","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100001&lang=pt" 
"S0120-62302011000100002-col","Preparation and characterization of Mg-modified zirconias as catalysts for the direct synthesis of dimethyl carbonate (DMC)","Orrego Romero, Andrés, Montes de Correa, Consuelo, Bustamante Lodoño, Felipe","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 14-22","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100002&lang=pt" 
"S0120-62302011000100003-col","Surface characterization of borated γ-alumina by using proton affinity distributions","Pérez Martínez, David de Jesús, Acevedo Quiroga, Guillermo Andrés, Giraldo Duarte, Sonia Azucena, Centeno Hurtado, Aristóbulo","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 23-30","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100003&lang=pt" 
"S0120-62302011000100004-col","Characterization by temperature programmed techniques of spent and acid treated vanadium catalysts","Charry, Iran David, González, Lina María, Montes de Correa, Consuelo","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 31-37","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100004&lang=pt" 
"S0120-62302011000100005-col","Immobilization of Jacobsen type catalysts on modified silica","Cubillos, Jairo, Grajales, Edwing, Vásquez, Santiago, Montes de Correa, Consuelo","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 38-48","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100005&lang=pt" 
"S0120-62302011000100006-col","Effect of the synthesis variables of TiO2 on the photocatalytic activity towards the degradation of water pollutants","Castro López, Camilo Andrés, Reyes Gómez, Sonia Esperanza, Centeno Hurtado, Aristóbulo, Giraldo Duarte, Sonia Azucena","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 49-56","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100006&lang=pt" 
"S0120-62302011000100007-col","Oligomerization of propene over ZSM-5 modified with Cr and W","Santa Arango, Alejandra María, Escobar Garcés, Carlos Mario, Agudelo Valderrama, José Luís, Guzmán Monsalve, Alexander, Palacio Santos, Luz Amparo, Echavarría Isaza, Adriana","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 57-65","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100007&lang=pt" 
"S0120-62302011000100010-col","Decoloración de aguas residuales textiles utilizando el hongo ligninolítico anamorfo R1 de Bjerkandera sp","Osorio Echavarría, Juliana, Vidal Benavides, Ana Isabel, Quintero Díaz, Juan Carlos","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 85-93","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100010&lang=pt" 
"S1695-61412011000100023-esp","Propuesta práctica ante la discapacidad: El uso del Tai Chi y del Qigong","Carrillo Vigueras, J., Gómez López, M., Vílchez Conesa, P.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100023&lang=pt" 
"S1695-61412011000100020-esp","Formación continuada: herramienta para la capacitación","Marqués Andrés, Susana","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100020&lang=pt" 
"S1695-61412011000100021-esp","Cosmovisión en el cuidar de sí y cuidar del otro","Guevara, B., Zambrano de Guerrero, A., Evies, A.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100021&lang=pt" 
"S1695-61412011000100017-esp","Cuidados paliativos: evolución y desarrollo en Cuba","Figueredo Villa, Katiuska","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100017&lang=pt" 
"S1695-61412011000100010-esp","El proceso de evaluación de la formación extracurricular en las unidades de salud de Rio de Janeiro","Pereira da Silva, T., Lopes de Abreu da Fonseca, A.P, Simeão dos Santos, M.S.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100010&lang=pt" 
"S1695-61412011000100014-esp","Análisis de la satisfacción del usuario en centros de salud del primer nivel de atención en la provincia de Córdoba, Argentina","Acosta, L., Burrone, M.S., Lopez de Neira, M.J., Lucchese, M., Cometto, C., Ciuffolini, B., Didoni, M., Jure, H., Acevedo, G., Estario, J.C., Fernández, A.R.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100014&lang=pt" 
"S1695-61412011000100005-esp","Riesgo cardiovascular del personal de enfermería en el área quirúrgica","Sifuentes Contreras, A., Sosa Gil, E., Pérez Moreno, A.R., Parra Falcón, F.M.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100005&lang=pt" 
"S1695-61412011000100011-esp","Gestión y ambiente de trabajo en la visión del equipo de enfermería de una maternidad, Fortaleza/Ceara, Brasil","Amorim Moreira, C.M., Veríssimo de Oliveira, M.I., Gomes Bezerra Filho, J., Lopes Alves, L., Andrade Bezerra, M.G., Garcia Câmara Cabral Tavares, P.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100011&lang=pt" 
"S1695-61412011000100002-esp","La violencia contra las mujeres enfermeras en la pareja: Primeros resultados de un estudio en Andalucía","Rodríguez Borrego, M.A., Vaquero Abellán, M., Bertagnolli, L., Redondo Pedraza, R., Muñoz Alonso, A.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100002&lang=pt" 
"S1695-61412011000100018-esp","Producción científica de enfermería sobre instrumentos genéricos que evaluan calidad de vida en Brasil entre 1997 y 2007: estudio bibliográfico","Teles Zatta, L., Visconde Brasil, V., Mendes Ferreira, A.C., Alves Barbosa, M.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100018&lang=pt" 
"S1695-61412011000100019-esp","Estrategias no farmacológicas para aliviar el dolor durante el proceso del parto","Sartori, A.L., Vieira, F., Almeida, N.A.M., Bezerra, A.L.Q., Martins, C.A.","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100019&lang=pt" 
"S1695-61412011000100022-esp","Entrevista a Juan Pedro Serna, Director General de la Fundación para la Formación e Investigación Sanitarias de la Región de Murcia","","Enfermería Global; 10(21); -","Enfermería Global","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412011000100022&lang=pt" 
"S0120-62302011000100008-col","Reformado de metano con CO2 sobre óxidos mixtos Ni-Mg-Al-Ce derivados de hidrotalcitas: Efecto de la relación Mg/Ni","Daza, Carlos Enrique, Mondragón, Fanor, Moreno, Sonia, Molina, Rafael","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 66-74","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100008&lang=pt" 
"S0120-62302011000100009-col","Adsorción catalítica de NO a baja temperatura sobre monolitos de carbón activado","López, Diana, Hoyos, Jorge A, Mondragón, Fanor","Revista Facultad de Ingeniería Universidad de Antioquia; (57); 75-84","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302011000100009&lang=pt" 
"S0100-204X2011000100010-scl","Tomato plant inheritance of antixenotic resistance to tomato leafminer","Antônio, Adilson de Castro, Silva, Derly José Henriques da, Picanço, Marcelo Coutinho, Santos, Nerilson Terra, Fernandes, Maria Elisa de Sena","Pesquisa Agropecuária Brasileira; 46(1); 74-80","Pesquisa Agropecuária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100010&lang=pt" 
"S0001-60022011000100001-cri","La Academia Nacional de Medicina frente al mortal fumado","Mainieri Hidalgo, José Alberto","Acta Médica Costarricense; 53(1); 4-5","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100001&lang=pt" 
"S0001-60022011000100002-cri","Día Mundial de la Diabetes, un llamado de atención","Mora Morales, Eric","Acta Médica Costarricense; 53(1); 6-7","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100002&lang=pt" 
"S0001-60022011000100003-cri","Dr. Alfonso Acosta Guzmán: una mente brillante","Flores-Sandi, Grettchen","Acta Médica Costarricense; 53(1); 8-11","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100003&lang=pt" 
"S0001-60022011000100004-cri","Mis recuerdos del Dr. Rodrigo Gutiérrez Sáenz","Casas Zamora, Juan Antonio","Acta Médica Costarricense; 53(1); 12-14","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100004&lang=pt" 
"S0001-60022011000100005-cri","Prevenir la enfermedad es la mejor estrategia para mejorar la salud","Mainieri-Hidalgo, José Alberto","Acta Médica Costarricense; 53(1); 15-19","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100005&lang=pt" 
"S0001-60022011000100006-cri","Determinación de subtipos del virus respiratorio sincicial en muestras positivas por el virus, aisladas en el Hospital Nacional de Niños","Mora, Doris, Alfaro, Wilbert, Taylor, Lizeth, Hun, Laya","Acta Médica Costarricense; 53(1); 20-25","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100006&lang=pt" 
"S0001-60022011000100007-cri","Consideraciones sobre el consentimiento del paciente en la prueba pericial médica","Flores-Sandí, Grettchen","Acta Médica Costarricense; 53(1); 26-29","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100007&lang=pt" 
