"S0101-31222006000100018-scl","Idade e tempo de armazenamento de frutos e qualidade fisiológica de sementes de abóbora híbrida","Costa, Caroline Jácome, Carmona, Ricardo, Nascimento, Warley Marcos","Revista Brasileira de Sementes; 28(1); 127-132","Revista Brasileira de Sementes","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222006000100018&lang=pt" 
"S0102-71822006000100012-scl","O imaginário da derrota no esporte contemporâneo","Rubio, Kátia","Psicologia &amp; Sociedade; 18(1); 86-91","Psicologia &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822006000100012&lang=pt" 
"S0102-71822006000100010-scl","O impacto da institucionalização na infância e na adolescência: uma revisão de literatura","Siqueira, Aline Cardoso, Dell&#039;Aglio, Débora Dalbosco","Psicologia &amp; Sociedade; 18(1); 71-80","Psicologia &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822006000100010&lang=pt" 
"S0101-81082006000100003-scl","Bem-estar espiritual e transtornos psiquiátricos menores em estudantes de psicologia: estudo transversal","Gastaud, Marina Bento, Souza, Luciano Dias de Mattos, Braga, Laryssa, Horta, Cristina Lessa, Oliveira, Flávio Martinez de, Sousa, Paulo Luis Rosa, Silva, Ricardo Azevedo da","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 12-18","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100003&lang=pt" 
"S0101-81082006000100004-scl","Prevalência de compulsão alimentar entre universitárias de diferentes áreas de estudo","Vitolo, Márcia Regina, Bortolini, Gisele Ane, Horta, Rogério Lessa","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 20-26","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100004&lang=pt" 
"S0101-81082006000100005-scl","Contribuição dos domínios físico, social, psicológico e ambiental para a qualidade de vida global de idosos","Pereira, Renata Junqueira, Cotta, Rosângela Minardi Mitre, Franceschini, Sylvia do Carmo Castro, Ribeiro, Rita de Cássia Lanes, Sampaio, Rosana Ferreira, Priore, Silvia Eloiza, Cecon, Paulo Roberto","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 27-38","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100005&lang=pt" 
"S0101-81082006000100007-scl","Painel brasileiro de especialistas sobre diagnóstico do transtorno de déficit de atenção/hiperatividade (TDAH) em adultos","Mattos, Paulo, Palmini, André, Salgado, Carlos Alberto, Segenreich, Daniel, Grevet, Eugênio, Oliveira, Irismar Reis de, Rohde, Luiz Augusto, Romano, Marcos, Louzã, Mário, Abreu, Paulo Belmonte de, Lima, Pedro Prado","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 50-60","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100007&lang=pt" 
"S0101-81082006000100008-scl","Memória, humor e emoção","Pergher, Giovanni Kuckartz, Grassi-Oliveira, Rodrigo, Ávila, Luciana Moreira de, Stein, Lilian Milnitsky","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 61-68","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100008&lang=pt" 
"S0101-81082006000100011-scl","Depressão e suicídio no filme &quot;As Horas&quot;","Moraes, Maria Helena, Silva, Elisa Melo da, Neto, Francini, Silva, Gleice Schürhaus da, Rabello, Juliana Klein, Guerra, Letícia Just","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 83-92","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100011&lang=pt" 
"S0101-81082006000100009-scl","Demência fronto-temporal: aspectos clínicos e terapêuticos","Teixeira-Jr, Antônio Lúcio, Salgado, João Vinícius","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 69-76","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100009&lang=pt" 
"S0104-93132006000100013-scl","Sociedade de esquina","Moura, Cristina Patriota de","Mana; 12(1); 258-262","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100013&lang=pt" 
"S0104-93132006000100012-scl","I foresee my life: the ritual performance of autobiography in an Amazonian community","Travassos, Elizabeth","Mana; 12(1); 255-258","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100012&lang=pt" 
"S0104-93132006000100007-scl","A identidade à flor da pele: etnografia da prática da tatuagem na contemporaneidade","Pérez, Andrea Lissett","Mana; 12(1); 179-206","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100007&lang=pt" 
"S0104-93132006000100005-scl","O teatro em Aparecida: a santa e o lobisomem","Dawsey, John C.","Mana; 12(1); 135-149","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100005&lang=pt" 
"S0104-93132006000100009-scl","Patrimônio, negociação e conflito","Velho, Gilberto","Mana; 12(1); 237-248","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100009&lang=pt" 
"S0104-93132006000100011-scl","Cuidar, controlar, curar - ensaios históricos sobre a saúde e doença na América Latina e Caribe","Venancio, Ana Teresa A.","Mana; 12(1); 252-255","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100011&lang=pt" 
"S0104-93132006000100010-scl","Soñando con los Dogon. En los orígenes de la etnografía francesa","Sáez, Oscar Calavia","Mana; 12(1); 249-252","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100010&lang=pt" 
"S0104-93132006000100001-scl","O crédito entre as classes populares francesas: o exemplo de uma loja em Lens","Avanza, Martina, Laferté, Gilles, Penissat, Etienne","Mana; 12(1); 7-37","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100001&lang=pt" 
"S0104-93132006000100002-scl","As etnogêneses: velhos atores e novos papéis no cenário cultural e político","Bartolomé, Miguel Alberto","Mana; 12(1); 39-68","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100002&lang=pt" 
"S0104-93132006000100003-scl","Tema e variantes do mito: sobre a morte e a ressurreição do boi","Cavalcanti, Maria Laura Viveiros de Castro","Mana; 12(1); 69-104","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100003&lang=pt" 
"S0104-93132006000100004-scl","De duplos e estereoscópios: paralelismo e personificação nos cantos xamanísticos ameríndios","Cesarino, Pedro de Niemeyer","Mana; 12(1); 105-134","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100004&lang=pt" 
"S0104-93132006000100008-scl","Antropologia e direitos humanos: alteridade e ética no movimento de expansão dos direitos universais","Segato, Rita Laura","Mana; 12(1); 207-236","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100008&lang=pt" 
"S0104-93132006000100006-scl","Música para matar o tempo intervalo, suspensão e imersão","Hikiji, Rose Satiko Gitirana","Mana; 12(1); 151-178","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000100006&lang=pt" 
"S0034-75072006000100002-cub","Cirugía maxilofacial ambulatoria: una estrategia en difíciles condiciones","Hernández Pedroso, Luis, Ducasse Olivera, Pedro A.","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100002&lang=pt" 
"S0034-75072006000100003-cub","Comportamiento clínico y epidemiológico del cáncer de cavidad oral","Peña González, Alexis, Arredondo López, Miguel, Vila Martínez, Lisandro","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100003&lang=pt" 
"S0034-75072006000100004-cub","Relación de afecciones bucales con el estado nutricional en escolares de primaria del municipio Bauta","Quiñonez Ybarría, María Elena, Ferro Benítez, Pedro Pablo, Valdés Pumariega, H., Cevallos Cordero, J., Rodríguez Calzadilla, Amado","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100004&lang=pt" 
"S0034-75072006000100005-cub","Experiencias en la aplicación de biomateriales en cirugía maxilofacial","Rodríguez Calzadilla, Orlando L., Pérez Álvarez, Mayra de la Caridad, Pérez Pérez, Oviedo, Nodarse Rodríguez, Mario","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100005&lang=pt" 
"S0034-75072006000100009-cub","Fibroma odontogénico maxilar: A propósito de un caso","García-Roco Pérez, Oscar N., Castillo Betancourt, Esther María, Correa Moreno, Alfredo","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100009&lang=pt" 
"S0034-75072006000100010-cub","Cuartos molares supernumerarios: relato de caso clínico","Nascimento Silva, Daniela, Ferraro-Bezerra, Marcelo, Barbosa Guimarães, Karis, Hernández Cancino, Claudia Marcela","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100010&lang=pt" 
"S0034-75072006000100001-cub","Factores contribuyentes al diagnóstico tardío del carcinoma bucofaríngeo","García-Roco Pérez, Oscar N., Arredondo López, Miguel, Castillo Betancourt, Esther María","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100001&lang=pt" 
"S0034-75072006000100006-cub","Profilaxis antimicrobiana en Estomatología y su aplicación en periodoncia","Macín-Cabrera, Susana Aurora, Sanz Alonso, Mariano, Quirino-Barreda, Carlos Tomás","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100006&lang=pt" 
"S0034-75072006000100008-cub","Comunicación dialogada en la toma de decisiones informadas en la atención estomatológica","Zacca González, Grisel, Sala Adam, María Rosa","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100008&lang=pt" 
"S0034-75072006000100007-cub","Caries dental y ecología bucal, aspectos importantes a considerar","Duque de Estrada Riverón, Johany, Pérez Quiñonez, José Alberto, Hidalgo-Gato Fuentes3&lt;a name=autor&gt;&lt;/a&gt;, Iliana","Revista Cubana de Estomatología; 43(1); -","Revista Cubana de Estomatología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072006000100007&lang=pt" 
"S0101-81082006000100002-scl","Gestão 2006-2007: o desafio do crescimento","Keidann, Carmem E., Shansis, Flávio","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 9-10","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100002&lang=pt" 
"S0101-81082006000100001-scl","Mensagem da Presidente","Knijnik, Laís","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 7-8","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100001&lang=pt" 
"S0101-81082006000100013-scl","Psicanálise e sexualidade: tributo ao centenário de &quot;Três ensaios sobre a teoria da sexualidade&quot; - 1905-2005","Rodrigues, Ane Marlise Port","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 94-97","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100013&lang=pt" 
"S0101-81082006000100006-scl","Adaptação transcultural para o português do Social Phobia Inventory (SPIN) para utilização entre estudantes adolescentes","Vilete, Liliane, Figueira, Ivan, Coutinho, Evandro","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 40-48","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100006&lang=pt" 
"S0101-81082006000100010-scl","A dermatite atópica na criança: uma visão psicossomática","Fontes Neto, Paulo T. L., Weber, Magda B., Fortes, Suzana D., Cestari, Tânia F.","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 78-82","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100010&lang=pt" 
"S0101-81082006000100012-scl","Alteração da sensopercepção por uso inadequado de zolpidem","Rocha, Felipe Filardi da","Revista de Psiquiatria do Rio Grande do Sul; 28(1); 93-93","Revista de Psiquiatria do Rio Grande do Sul","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81082006000100012&lang=pt" 
"S0034-72992006000200001-scl","Pária da pós-graduação","Caldas Neto, Silvio","Revista Brasileira de Otorrinolaringologia; 72(2); 146-146","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200001&lang=pt" 
"S0034-72992006000200006-scl","O uso da acupuntura para alívio imediato do zumbido","Okada, Daniel Mochida, Onishi, Ektor Tsuneo, Chami, Fernando Ioriatti, Borin, Andrei, Cassola, Nicolle, Guerreiro, Viviane Maria","Revista Brasileira de Otorrinolaringologia; 72(2); 182-186","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200006&lang=pt" 
"S0034-72992006000200003-scl","Degloving médio-facial como via de acesso a tumores nasossinusais","Ferreira, Lidiane Maria de Brito Macedo, Rios, Adson Sales do Nascimento, Gomes, Érika Ferreira, Azevedo, Jorge Ferreira, Araújo, Roberta de Paula, Moraes, Robiany Barbosa","Revista Brasileira de Otorrinolaringologia; 72(2); 158-162","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200003&lang=pt" 
"S0034-72992006000200004-scl","Estudo cefalométrico de alterações induzidas por expansão lenta da maxila em adultos","Machado Júnior, Almiro José, Crespo, Agrício Nubiato","Revista Brasileira de Otorrinolaringologia; 72(2); 166-172","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200004&lang=pt" 
"S0034-72992006000200017-scl","Avaliação da utilidade do exame histopatológico como rotina em tonsilectomias","Felix, Felippe, Gomes, Geraldo Augusto, Souza, Bruno Peer de, Cardoso, Gustavo Azeredo, Tomita, Shiro","Revista Brasileira de Otorrinolaringologia; 72(2); 252-255","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200017&lang=pt" 
"S0034-72992006000200022-scl","Descompressão endoscópica orbitária na oftalmopatia de Graves","Lima, Wilma Terezinha Anselmo, Perches, Mateus, Valera, Fabiana Cardoso Pereira, Demarco, Ricardo Cassiano","Revista Brasileira de Otorrinolaringologia; 72(2); 283-287","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200022&lang=pt" 
"S0034-72992006000200002-scl","Hidropsia endolinfática experimental sob ação de inibidor da óxido nítrico sintase tipo II: avaliação com emissões otoacústicas e eletrococleografia","Ikino, Claudio Marcio Yudi, Bittar, Roseli Saraiva Moreira, Sato, Karina Midori, Capella, Newton Macuco","Revista Brasileira de Otorrinolaringologia; 72(2); 151-157","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200002&lang=pt" 
"S0034-72992006000200005-scl","Corpo estranho de orelha, nariz e orofaringe: experiência de um hospital terciário","Tiago, Romualdo Suzano Louzeiro, Salgado, Daniel Cauduro, Corrêa, Juliano Piotto, Pio, Márcio Ricardo Barros, Lambert, Ernani Edney","Revista Brasileira de Otorrinolaringologia; 72(2); 177-181","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200005&lang=pt" 
"S0034-72992006000200008-scl","Comparação entre os bioenxertos de hidroxiapatita de cálcio e submucosa de intestino delgado porcino no preenchimento de defeitos ósseos criados em mandíbula de ratos","Soccol, Andréa Thomaz, Bettega, Silvio, Noronha, Lúcia, Sass, Sheila, Soccol, Vanete T., Scholz, Marcos Renato, Mocellin, Marcos","Revista Brasileira de Otorrinolaringologia; 72(2); 195-199","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200008&lang=pt" 
"S0034-72992006000200009-scl","Cirurgia das fraturas do seio frontal: estudo epidemiológico e análise de técnicas","Montovani, Jair Cortez, Nogueira, Emanuel Araújo, Ferreira, Fabricio Dominici, Lima Neto, Arlindo Cardoso, Nakajima, Victor","Revista Brasileira de Otorrinolaringologia; 72(2); 204-209","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200009&lang=pt" 
"S0034-72992006000200010-scl","Efeitos da inalação passiva da fumaça de cigarro sobre as pregas vocais de ratos","Duarte, Josilene Luciene, Faria, Flavio Augusto Cardoso de, Ceolin, Danielle Santi, Cestari, Tania Mary, Assis, Gerson Francisco de","Revista Brasileira de Otorrinolaringologia; 72(2); 210-216","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200010&lang=pt" 
"S0034-72992006000200011-scl","Microbiologia dos seios maxilar e etmoidal em pacientes com rinossinusite crônica submetidos à cirurgia funcional endoscópica dos seios paranasais","Nigro, Josiane Faria de Aguiar, Nigro, Carlos Eduardo Nazareth, Marone, Silvio Antonio Monteiro, Voegels, Richard Louis","Revista Brasileira de Otorrinolaringologia; 72(2); 217-222","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200011&lang=pt" 
"S0034-72992006000200012-scl","Supressão contralateral das emissões otoacústicas nos indivíduos com zumbido","Fávero, Mariana Lopes, Sanchez, Tanit Ganz, Bento, Ricardo Ferreira, Nascimento, Andreia Ferreira","Revista Brasileira de Otorrinolaringologia; 72(2); 223-226","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200012&lang=pt" 
"S0034-72992006000200013-scl","Respostas auditivas evocadas de latência média: um estudo de padronização","Almeida, Francisco Sales de, Pialarissi, Paulo Roberto, Paiva Júnior, Luiz Eduardo Ferreira, Almeida, Maria Aparecida Oliveira, Silva, André","Revista Brasileira de Otorrinolaringologia; 72(2); 227-234","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200013&lang=pt" 
"S0034-72992006000200014-scl","Etiologia e incidência das fraturas faciais em adultos e crianças: experiência em 513 casos","Montovani, Jair Cortez, Campos, Lígia Maria Pirani de, Gomes, Marina Ayabe, Moraes, Vinícius Rodrigues Silva de, Ferreira, Fabricio Dominici, Nogueira, Emanuel Araújo","Revista Brasileira de Otorrinolaringologia; 72(2); 235-241","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200014&lang=pt" 
"S0034-72992006000200015-scl","Eficácia da cirurgia endoscópica nasal nos sintomas da rinossinusite crônica associada ou não à polipose","Bunzen, Débora Lopes, Campos, Alexandre, Leão, Fernando Souza, Morais, Alberto, Sperandio, Fabiana, Caldas Neto, Silvio","Revista Brasileira de Otorrinolaringologia; 72(2); 242-246","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200015&lang=pt" 
"S0034-72992006000200016-scl","Microbiologia dos abscessos peritonsilares","Sakae, Flavio Akira, Imamura, Rui, Sennes, Luiz Ubirajara, Araújo Filho, Bernardo Cunha, Tsuji, Domingos Hiroshi","Revista Brasileira de Otorrinolaringologia; 72(2); 247-251","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200016&lang=pt" 
"S0034-72992006000200018-scl","Efeito do exercício físico sobre o volume nasal","Fonseca, Marconi Teixeira, Machado, Juliana Altavilla van Petten, Pereira, Soraya Alves, Pinto, Kelerson Moura, Voegels, Richard Louis","Revista Brasileira de Otorrinolaringologia; 72(2); 256-260","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200018&lang=pt" 
"S0034-72992006000200019-scl","Impacto na qualidade vocal da miectomia parcial e neurectomia endoscópica do músculo tireoaritenóideo em paciente com disfonia espasmódica de adução","Tsuji, Domingos Hiroshi, Chrispim, Fernanda Silveira, Imamura, Rui, Sennes, Luiz Ubirajara, Hachiya, Adriana","Revista Brasileira de Otorrinolaringologia; 72(2); 261-266","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200019&lang=pt" 
"S0034-72992006000200020-scl","Timpanoplastias: resultados cirúrgicos e análise dos fatores que podem interferir no seu sucesso","Fukuchi, Ilana, Cerchiari, Dafne Patrícia, Garcia, Eduardo, Rezende, Carlos Eduardo Borges, Rapoport, Priscila Bogar","Revista Brasileira de Otorrinolaringologia; 72(2); 267-271","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200020&lang=pt" 
"S0034-72992006000200021-scl","Prevalência do papilomavírus humano (HPV) na cavidade oral e na orofaringe","Castro, Therezita Peixoto Patury Galvão, Bussoloti Filho, Ivo","Revista Brasileira de Otorrinolaringologia; 72(2); 272-282","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200021&lang=pt" 
"S0034-72992006000200007-scl","Achados polissonográficos em crianças portadoras de laringopatias","Gonçalves, Michele Themis Moraes, Sato, Juliana, Avelino, Melissa A. G., Pizarro, Gilberto U., Moreira, Gustavo A., Hallinan, Márcia Pradella, Fujita, Reginaldo R., Wechx, Luc Louis Maurice","Revista Brasileira de Otorrinolaringologia; 72(2); 187-192","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000200007&lang=pt" 
"S0375-07602006000100001-cub","Oración Finlay, 2005*","Guzmán&lt;a name=asterisco&gt;&lt;/a&gt;, María G.","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100001&lang=pt" 
"S0375-07602006000100002-cub","Predominio de Blastocystis hominis sobre otros enteroparásitos en pacientes del municipio Palavecino, estado Lara, Venezuela","Traviezo Valles, Luis Eduardo, Triolo Mieses, María, Agobian, Georges","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100002&lang=pt" 
"S0375-07602006000100003-cub","Amibas de vida libre potencialmente patógenas en aguas del parque “Las Cocuizas”, Maracay, Venezuela","Ávila, Irma, Rodríguez de G, Magda, Infante, Dilia, Llovera, Vilma, Álvarez, Olga, Briceño, Marlene","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100003&lang=pt" 
"S0375-07602006000100005-cub","Contribución al estudio de la familia Culicidae de Guatemala: relación y distribución geográfica de las principales especies en la región norte","Diéguez Fernández, Lorenzo, Avelar Hernández, Casildo, Zacarías Pérez, Rosendo, Salazar Quiroga, Valentín","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100005&lang=pt" 
"S0375-07602006000100006-cub","Determinación de la ictiofauna que participa en el control de culícidos en sistemas acuáticos del municipio Guamá, Santiago de Cuba","Hernández Contreras, Natividad, Doadrio Villarejo, Ignacio, Sostoa Fernández, Adolfo, Fímia Duarte, Rigoberto, Odio Palacios, Nieves","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100006&lang=pt" 
"S0375-07602006000100007-cub","Bebederos de animales: depósitos a tener en cuenta por el Programa de Control de Aedes aegypti en áreas urbanas de Ciudad de La Habana, Cuba","Marquetti, María del Carmen, Bisset, Juan, Suárez, Silvia, Pérez, Omayda, Leyva, Maureen","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100007&lang=pt" 
"S0375-07602006000100008-cub","Conservación de cepas vacunales de Leptospira a -70 ºC","Borrero Maura, Reinier, González Rodríguez, Andrés, del Puerto Sardiñas, Carmen, Batista Santiesteban, Niurka, Valdés Abreu, Yolanda","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100008&lang=pt" 
"S0375-07602006000100009-cub","Conservación de cepas vacunales de Leptospira a -70 ºC","Borrero Maura, Reinier, González Rodríguez, Andrés, del Puerto Sardiñas, Carmen, Batista Santiesteban, Niurka, Valdés Abreu, Yolanda","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100009&lang=pt" 
"S0375-07602006000100010-cub","Estudio de correlación entre cepas Escherichia coli sorbosa negativa y su capacidad de producir enterotoxinas","Águila, Adalberto, Valdés-Dapena, Margarita, Ramírez, Margarita, Fernández, Carlos, Bravo, Laura","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100010&lang=pt" 
