"S1414-81452015000100024-scl","Acontecimentos que antecederam a federalização da Escola Paulista de Enfermagem","Cardili, Carolina Vieira Cagnacci, Sanna, Maria Cristina","Escola Anna Nery; 19(1); 24-32","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000100024&lang=pt" 
"S1415-47142015000100102-scl","Sobre a loucura religiosa","Ball, B.","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 102-117","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100102&lang=pt" 
"S1415-47142015000100088-scl","Ambiente violento, infância perdida?","Vieira, Ana Carolina Dias, Zornig, Silvia Maria Abu-Jamra","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 88-101","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100088&lang=pt" 
"S1415-47142015000100139-scl","Valores conflitantes na produção do DSM-5: o “caso” da síndrome psicótica atenuada","Gonçalves, Arthur Maciel Nunes, Dantas, Clarissa de Rosalmeida, Banzato, Cláudio E. M.","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 139-151","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100139&lang=pt" 
"S1415-47142015000100152-scl","Dos modelos à função crítica","D‘Agord, Marta Regina de Leão, Cavalheiro, Rafael, Hasan, Rukaya","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 152-166","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100152&lang=pt" 
"S1415-47142015000100033-scl","Lugares de la negación en la obra freudiana,","Bornhauser, Niklas, Rosales, Pablo","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 33-46","Revista Latinoamericana de Psicopatologia Fundamental","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100033&lang=pt" 
"S1415-47142015000100047-scl","Figure culturelle de la puberté: l‘adolescent et le sport","Lindenmeyer, Cristina","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 47-61","Revista Latinoamericana de Psicopatologia Fundamental","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100047&lang=pt" 
"S1415-47142015000100118-scl","Identidades inestables: el síndrome borderline y la condición postmoderna","Novella, Enric J.","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 118-138","Revista Latinoamericana de Psicopatologia Fundamental","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100118&lang=pt" 
"S1415-47142015000100062-scl","Temporalidad psiquica y subjetivación en la adolescencia","Cornejo Portilla, Rodrigo","Revista Latinoamericana de Psicopatologia Fundamental; 18(1); 62-73","Revista Latinoamericana de Psicopatologia Fundamental","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000100062&lang=pt" 
"S1415-790X2015000100001-spa","Sintomas depressivos em idosos residentes em áreas de abrangência das Unidades Básicas de Saúde da zona urbana de Bagé, RS","Bretanha, Andréia Ferreira, Facchini, Luiz Augusto, Nunes, Bruno Pereira, Munhoz, Tiago N., Tomasi, Elaine, Thumé, Elaine","Revista Brasileira de Epidemiologia; 18(1); 1-12","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100001&lang=pt" 
"S1415-790X2015000100013-spa","Padrão de consumo de álcool e fatores associados entre adolescentes estudantes de escolas públicas em município do interior brasileiro","Reis, Tatiana Gonçalves dos, Oliveira, Luiz Carlos Marques de","Revista Brasileira de Epidemiologia; 18(1); 13-24","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100013&lang=pt" 
"S1415-790X2015000100025-spa","Início da vida sexual entre adolescentes (10 a 14 anos) e comportamentos em saúde","Gonçalves, Helen, Machado, Eduardo Coelho, Soares, Ana Luiza Gonçalves, Camargo-Figuera, Fabio Alberto, Seerig, Lenise Menezes, Mesenburg, Marília Arndt, Guttier, Marília Cruz, Barcelos, Raquel Siqueira, Buffarini, Romina, Assunção, Maria Cecília Formoso, Hallal, Pedro Curi, Menezes, Ana Maria Baptista","Revista Brasileira de Epidemiologia; 18(1); 25-41","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100025&lang=pt" 
"S1415-790X2015000100042-spa","Distúrbios do sono em adultos de uma cidade do Estado de São Paulo","Zanuto, Everton Alex Carvalho, Lima, Manoel Carlos Spiguel de, Araújo, Rafael Gavassa de, Silva, Eduardo Pereira da, Anzolin, Caroline Cristina, Araujo, Monique Yndawe Castanho, Codogno, Jamile Sanches, Christofaro, Diego Giulliano Destro, Fernandes, Rômulo Araújo","Revista Brasileira de Epidemiologia; 18(1); 42-53","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100042&lang=pt" 
"S1415-790X2015000100054-spa","Funcionamento Diferencial do Item no Inventário de Depressão Beck","Castro, Stela Maris de Jezus, Cúri, Mariana, Torman, Vanessa Bielefeldt Leotti, Riboldi, João","Revista Brasileira de Epidemiologia; 18(1); 54-67","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100054&lang=pt" 
"S1415-790X2015000100068-spa","Síndrome de burnout em técnicos de enfermagem de um hospital público do Estado de São Paulo","Ferreira, Naiza do Nascimento, Lucca, Sergio Roberto de","Revista Brasileira de Epidemiologia; 18(1); 68-79","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100068&lang=pt" 
"S1415-790X2015000100080-spa","Notificação da violência infanto-juvenil em Serviços de Emergência do Sistema Único de Saúde em Feira de Santana, Bahia, Brasil","Souza, Camila dos Santos, Costa, Maria Conceição Oliveira, Carvalho, Rosely Cabral de, Araújo, Tânia Maria de, Amaral, Magali Teresópolis Reis","Revista Brasileira de Epidemiologia; 18(1); 80-93","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100080&lang=pt" 
"S1415-790X2015000100094-spa","Preenchimento da notificação compulsória em serviços de saúde que atendem mulheres que sofrem violência sexual","Sousa, Maria Helena de, Bento, Silvana Ferreira, Osis, Maria José Duarte, Ribeiro, Meire de Paula, Faúndes, Anibal","Revista Brasileira de Epidemiologia; 18(1); 94-107","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100094&lang=pt" 
"S1415-790X2015000100108-spa","Acidentes de trânsito em Belo Horizonte: o que revelam três diferentes fontes de informações, 2008 a 2010","Paixão, Lúcia Maria Miana Mattos, Gontijo, Eliane Dias, Drumond, Eliane de Freitas, Friche, Amélia Augusta de Lima, Caiaffa, Waleska Teixeira","Revista Brasileira de Epidemiologia; 18(1); 108-122","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100108&lang=pt" 
"S1415-790X2015000100123-spa","Avaliação da completitude das notificações compulsórias relacionadas ao trabalho registradas por município polo industrial no Brasil, 2007 - 2011","Alvares, Juliane Kate, Pinheiro, Tarcísio Márcio Magalhães, Santos, Alaneir de Fátima, Oliveira, Graziella Lage","Revista Brasileira de Epidemiologia; 18(1); 123-136","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100123&lang=pt" 
"S1415-790X2015000100137-spa","Uso de medidas autorreferidas de peso, altura e índice de massa corporal em uma população rural do nordeste brasileiro","Martins, Poliana Cardoso, Carvalho, Maria Bernadete de, Machado, Carla Jorge","Revista Brasileira de Epidemiologia; 18(1); 137-148","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000100137&lang=pt" 
"S0864-34662015000100017-spa","Bases legales y proyecciones de desarrollo de la metrología en el Sistema Nacional de Salud","Mejías Sánchez, Yoerquis, Morales Suárez, Ileana, Perera Vandrell, Sebastián","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100017&lang=pt" 
"S0864-34662015000100007-spa","Actividades recreativas en adultos mayores internos en un hogar de ancianos","Marcos, Giai","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100007&lang=pt" 
"S0864-34662015000100006-spa","Acciones educativas sobre aspectos de la sexualidad dirigidas a adolescentes","Gómez Suárez, Rogelio Tomás, Díaz Álvarez, Mabel, Sainz Rivero, Ermo Reinier, Gómez Ibarra, Katiuska, Machado Rodríguez, Rafael","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100006&lang=pt" 
"S0864-34662015000100004-spa","Adherencia al tratamiento en hipertensos atendidos en áreas de salud de tres provincias cubanas","Martín Alfonso, Libertad, Bayarre Vea, Héctor, Corugedo Rodríguez, María del Carmen, Vento Iznaga, Félix, La Rosa Matos, Yadmila, Orbay Araña, María de la Concepción","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100004&lang=pt" 
"S0864-34662015000100001-spa","Cobertura Universal en Salud y el caso cubano","López Puig, Pedro","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100001&lang=pt" 
"S0864-34662015000100005-spa","Intervención educativa en trabajadores de la salud sobre la captación de sintomáticos respiratorios de tuberculosis","Muñoz Sánchez, Alba Idaly, Puerto Guerrero, Ana Helena, Pedraza Moreno, Lina María","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100005&lang=pt" 
"S0864-34662015000100011-spa","Primer Centro Especializado Ambulatorio en Cuba y sus resultados en tres años de trabajo","Falcón Hernández, Arelys, Navarro Machado, Víctor René, Molina Lois, Rosa Mirta, Morejón Barroso, Omar, Araña Hernández, Yunia, Reyes Cabrera, Helvia","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100011&lang=pt" 
"S0864-34662015000100016-spa","Acerca del artículo &quot;Criterios para un debate sobre la existencia de una Escuela Cubana de Epidemiología&quot;","Ramis Andalia, Rina","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100016&lang=pt" 
"S0864-34662015000100013-spa","El número de médicos en Cuba 1959-1968","Rojas Ochoa, Francisco","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100013&lang=pt" 
"S0864-34662015000100014-spa","Migración de profesionales","Araujo Bernal, Leopoldo, Rodríguez Gavaldá, Rubén","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100014&lang=pt" 
"S0864-34662015000100012-spa","La investigación científica como misión académica de los hospitales públicos universitarios","Lucrecia Medina, Myriam, Gabriel Medina, Marcelo, Merino, Luis Antonio","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100012&lang=pt" 
"S0864-34662015000100018-spa","Colegio de árbitros","","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100018&lang=pt" 
"S0864-34662015000100002-spa","Consumo de drogas legales y estilo de vida en estudiantes de medicina","Gárciga Ortega, Octavio, Surí Torres, Carolina, Rodríguez Jorge, Raúl","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100002&lang=pt" 
"S0864-34662015000100003-spa","Tabaquismo en estudiantes de medicina de la Universidad de San Carlos de Guatemala","Cheesman Mazariegos, Sindy Sussel, Suárez Lugo, Nery","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100003&lang=pt" 
"S0864-34662015000100008-spa","Expresión de la interculturalidad en salud en un pueblo emberá-chamí de Colombia","Cardona-Arias, Jaiberth Antonio, Rivera-Palomino, Yennifer, Carmona-Fonseca, Jaime","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100008&lang=pt" 
"S0864-34662015000100009-spa","Aplicación de los enfoques de salud de la población y los determinantes sociales en Cuba","Linares Pérez, Nivaldo","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100009&lang=pt" 
"S0864-34662015000100010-spa","Enfoque sistémico del clima organizacional y su aplicación en salud pública","Segredo Pérez, Alina María, García Milian, Ana Julia, López Puig, Pedro, León Cabrera, Pablo, Perdomo Victoria, Irene","Revista Cubana de Salud Pública; 41(1); -","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000100010&lang=pt" 
"S2174-51452015000100001-esp","Alimentos funcionales: ¿necesidad o lujo?","Trescastro-López, Eva María, Bernabeu-Mestre, Josep","Revista Española de Nutrición Humana y Dietética; 19(1); 1-3","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100001&lang=pt" 
"S2174-51452015000100005-esp","Perfil antropométrico y hábitos de actividad física de estudiantes Mapuches de una escuela rural de Temuco, Chile","Valdés-Badilla, Pablo Antonio, Vergara-Coronado, Nataly Yicel, Suazo-Poblete, Daniela, Godoy-Cumillaf, Andrés, Herrera-Valenzuela, Tomás, Durán-Agüero, Samuel","Revista Española de Nutrición Humana y Dietética; 19(1); 28-35","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100005&lang=pt" 
"S0048-77322015000100007-ven","Sistema Internacional de Unidades (SI)","Pérez D’Gregorio, Rogelio","Revista de Obstetricia y Ginecología de Venezuela; 75(1); 049-074","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322015000100007&lang=pt" 
"S0048-77322015000100001-ven","Conflictos de interés en las publicaciones biomédicas","Pérez D’Gregorio, Rogelio","Revista de Obstetricia y Ginecología de Venezuela; 75(1); 001-004","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322015000100001&lang=pt" 
"S2174-51452015000100004-esp","Sobrepeso y obesidad en escolares y adolescentes del área urbana de la ciudad de Riobamba, Ecuador","Ramos-Padilla, Patricio, Carpio-Arias, Tannia, Delgado-López, Verónica, Villavicencio-Barriga, Verónica","Revista Española de Nutrición Humana y Dietética; 19(1); 21-27","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100004&lang=pt" 
"S2174-51452015000100003-esp","Estado nutricional en adultos mayores mexicanos: estudio comparativo entre grupos con distinta asistencia social","Osuna-Padilla, Ivan Armando, Verdugo-Hernandez, Sonia, Leal-Escobar, Gabriela, Osuna-Ramirez, Ignacio","Revista Española de Nutrición Humana y Dietética; 19(1); 12-20","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100003&lang=pt" 
"S2174-51452015000100002-esp","Validation of a rapid method for detecting nitrate in chard (Beta vulgaris cycla): analysis of Spanish commercial samples marketed in the Region of Huesca, Spain, and estimation of the daily intake","Menal-Puey, Susana, Asensio, Esther","Revista Española de Nutrición Humana y Dietética; 19(1); 4-11","Revista Española de Nutrición Humana y Dietética","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100002&lang=pt" 
"S2174-51452015000100007-esp","El papel del movimiento sanitario internacional en el desarrollo de la profesión de Dietista-Nutricionista en España","Trescastro-López, Eva María","Revista Española de Nutrición Humana y Dietética; 19(1); 49-55","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000100007&lang=pt" 
"S1683-07892015000100001-bol","The Semicontinous Reactor: Modeling, Simulation and Control Part I Modeling and Simulation","Zavaleta Mercado, Rónanth","Acta Nova; 7(1); 3-27","Acta Nova","Inglês","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100001&lang=pt" 
"S1683-07892015000100002-bol","Estudio Diagnóstico de la Ecotoxicidad de Afluentes del Río Guadalquivir, en el área comprendida entre Las Tipas y El Angosto de San Luis, Provincia Cercado - Tarija","Angulo Reyes, Rosalva","Acta Nova; 7(1); 28-46","Acta Nova","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100002&lang=pt" 
"S1683-07892015000100003-bol","Ocurrencia de Batrachospermum macrosporum y su fase Chantransia (=Audouinella macrospora) en la cuenca del río Yacuma (Beni, Bolivia)","Morales, Eduardo A., Rivera, Sinziana F.","Acta Nova; 7(1); 47-60","Acta Nova","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100003&lang=pt" 
"S1683-07892015000100004-bol","Un operador de Sheffer en la Lógica IGR3","Pino Ortiz, Oscar R., Morales Salomón, Zonia K.","Acta Nova; 7(1); 61-77","Acta Nova","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100004&lang=pt" 
"S1683-07892015000100006-bol","¿Qué tanto conocemos de nuestras Áreas Protegidas nacionales en Bolivia?","Argote Adrián, Albert Hans","Acta Nova; 7(1); 93-105","Acta Nova","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100006&lang=pt" 
"S1683-07892015000100005-bol","Análisis de la Implementación de la Portabilidad Numérica en los servicios de Telefonía Móvil en Bolivia","López E., Mariela, Salinas F., Paola C., Vargas A., René, Lange V., Diego","Acta Nova; 7(1); 78-92","Acta Nova","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892015000100005&lang=pt" 
"S0034-74342015000100006-col","Prevalencia de restricción del crecimiento intrauterino en el Hospital Universitario San José, Popayán (Colombia), 2013","Verdugo-Muñoz, Luz Marina, Alvarado-Llano, Juan José, Bastidas-Sánchez, Beatriz Eugenia, Ortiz-Martínez, Roberth Alirio","Revista Colombiana de Obstetricia y Ginecología; 66(1); 61-66","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100006&lang=pt" 
"S2358-04292015000200006-scl","Effects of surfactants on preterm infant lungs","Pacifici, Gian Maria","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200006&lang=pt" 
"S2358-04292015000200001-scl","MedicalExpress has been visited, downloaded and cited. Publish with us!","Silva, Mauricio Rocha e","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200001&lang=pt" 
"S2358-04292015000200007-scl","Insights into the role of cervical mucus and vaginal pH in unexplained infertility","Nakano, Fabiana Y., Leão, Rogério de Barros F., Esteves, Sandro C.","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200007&lang=pt" 
"S0034-74342015000100009-col","FE DE ERRATAS","","Revista Colombiana de Obstetricia y Ginecología; 66(1); 67-68","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100009&lang=pt" 
"S0034-74342015000100004-col","Prevalencia del resultado de citología de células escamosas atípicas que no excluye lesión intraepitelial de alto grado (ASC-H), en dos instituciones de Bogotá (Colombia), 2006-2013","Hernández-Tiria, María Camila, Castillo-Zamora, Marcos Fidel","Revista Colombiana de Obstetricia y Ginecología; 66(1); 32-36","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100004&lang=pt" 
"S0034-74342015000100008-col","Embarazo abdominal avanzado con feto vivo: Reporte de un caso y revisión de la literatura","Gélvez-Téllez, Samuel","Revista Colombiana de Obstetricia y Ginecología; 66(1); 61-66","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100008&lang=pt" 
"S0034-74342015000100002-col","Experiencia de las pacientes frente a citología cérvico-vaginal reportada como ASCUS o LEI de bajo grado en dos instituciones de Bogotá (Colombia), 2014","Monsalve-Páez, Solange, Valderrama-Vega, Diana, Castillo-Zamora, Marcos Fidel, Guzmán-Sabogal, Yahira Rossini, Amaya-Guío, Jairo","Revista Colombiana de Obstetricia y Ginecología; 66(1); 14-21","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100002&lang=pt" 
"S0034-74342015000100003-col","Calidad de vida en mujeres con cáncer cérvico-uterino, Cartagena (Colombia), 2012","Castillo-Ávila, Irma Yolanda, Canencia-Padilla, Johanna, Zurbarán-Lamadrid, Mayerlis, Pertuz-Cantillo, Daniela, Montes-Padilla, Marlon, Jiménez-Chacón, Elizabeth","Revista Colombiana de Obstetricia y Ginecología; 66(1); 22-31","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100003&lang=pt" 
"S0034-74342015000100001-col","Cáncer de cuello uterino: nuevos paradigmas dentro de un modelo integral de atención","Acosta-Peñaloza, Jesús, Gaitán-Duarte, Hernando","Revista Colombiana de Obstetricia y Ginecología; 66(1); 8-10","Revista Colombiana de Obstetricia y Ginecología","Inglês, Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100001&lang=pt" 
"S0034-74342015000100007-col","Una aproximación desde la física a las consecuencias patológicas de la longitud excesiva del cordón umbilical","Olaya-Contreras, Mercedes, Vargas-Moreno, William, Bernal-Villegas, Jaime Eduardo","Revista Colombiana de Obstetricia y Ginecología; 66(1); 53-60","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100007&lang=pt" 
"S0034-74342015000100005-col","Desenlaces materno-fetales de los embarazos atendidos en el Hospital Universitario de Santander, Bucaramanga (Colombia), 2007-2011: Estudio de cohorte","Carlos Hernán, Becerra-Mojica, Díaz-Martínez, Luis Alfonso, Contreras-García, Gustavo Adolfo, Beltrán-Avendaño, Mónica Andrea, Salazar-Martínez, Hernando Augusto, Gutiérrez-Sánchez, Luz Ángela, Otero-Pinto, Juan Carlos, Montezuma-Niño, Laura Constanza","Revista Colombiana de Obstetricia y Ginecología; 66(1); 37-45","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000100005&lang=pt" 
"S2358-04292015000200002-scl","Isokinetic dynamometry on the internal rotator and adductor muscles of the swimmers&#039; shoulders: no differences between asymmetrical and symmetrical swimming strokes","Secchi, Leonardo Luiz Barretti, Brech, Guilherme Carlos, Greve, Júlia Maria D&#039;Andréa","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200002&lang=pt" 
"S2358-04292015000200005-scl","Exposure of pregnant rats to shortwave electromagnetic athermal radiation does not adversely affect their fetuses","Oliveira, Alexandre Buchner de, Lessa, Rosana Alves, dos Santos, Carlos Alberto, Silva, Rodrigo Emmanuel Sabbag da, Alonso, Angelica Castilho, Speciali, Danielli Souza, Greve, Julia Maria D&#039;Andréa, da Silva, Alexandre Sabbag","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200005&lang=pt" 
"S2358-04292015000200004-scl","Nonalcoholic fatty liver disease: a cohort study focusing on treatment response to nutritional counseling","Reis, Tâmara Oliveira, Ferolla, Silvia Marinho, Lima, Maria Luiza Pereira, Fausto, Maria Arlene, Albricker, Ana Cristina Lopes, Armiliato, Geyza Nogueirade Almeida, Camelo, Clara Gontijo, Gomes, Lucas Paschoal Horta, Ferrari, Teresa Cristina Abreu, Couto, Claudia Alves","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200004&lang=pt" 
"S2358-04292015000200003-scl","Dentists and undergraduate dental students require more information relating to child abuse","Moura, Ana Rodrigues, Amorim, Armanda, Proença, Luís, Milagre, Virgínia","MedicalExpress; 2(2); -","MedicalExpress","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292015000200003&lang=pt" 
"S0034-75152015000100010-cub","Validación de una metodología por HPLC para cuantificar quercetina total en extractos de Calendula officinalis","Muñoz Muñoz, John Alexander, Morgan Machado, Jorge Enrique, Trujillo González, Mary","Revista Cubana de Farmacia; 49(1); 91-102","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100010&lang=pt" 
"S0034-75152015000100012-cub","Effects of octacosanol and triacontanol alcohols on ciclooxygenase and 5-lipoxygenase enzyme activities in vitro","Pérez Guerra, Yohani, Mas Ferreiro, Rosa, Oyarzábal Yera, Ámbar, Jiménez Despaigne, Sonia, Molina Cuevas, Vivian","Revista Cubana de Farmacia; 49(1); 117-131","Revista Cubana de Farmacia","Inglês","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100012&lang=pt" 
"S0034-75152015000100015-cub","Plantas cubanas con efecto antiinflamatorio","Regalado Veloz, Ada Ivis, Sánchez Perera, Luz María","Revista Cubana de Farmacia; 49(1); 156-164","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100015&lang=pt" 
