"S0100-879X2016001000607-scl","Impact of acute undernutrition on growth, ileal morphology and nutrient transport in a murine model","Sampaio, I.C., Medeiros, P.H.Q.S., Rodrigues, F.A.P., Cavalcante, P.A., Ribeiro, S.A., Oliveira, J.S., Prata, M.M.G., Costa, D.V.S., Fonseca, S.G.C., Guedes, M.M., Soares, A.M., Brito, G.A.C., Havt, A., Moore, S.R., Lima, A.A.M.","Brazilian Journal of Medical and Biological Research; 49(10); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016001000607&lang=pt" 
"S1679-62252016000200212-scl","Cytogenetic analysis of Baryancistrus xanthellus (Siluriformes: Loricariidae: Ancistrini), an ornamental fish endemic to the Xingu River, Brazil","Medeiros, Larissa A., Ginani, Eduardo G., Sousa, Leandro M., Py-Daniel, Lúcia H. Rapp, Feldberg, Eliana","Neotropical Ichthyology; 14(2); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000200212&lang=pt" 
"S0102-67202016005001101-scl","THE ROLE OF METABOLIC SURGERY FOR PATIENTS WITH OBESITY GRADE I ANDCLINICALLY UNCONTROLLED TYPE 2 DIABETES","CAMPOS, Josemberg, RAMOS, Almino, SZEGO, Thomaz, ZILBERSTEIN, Bruno, FEITOSA, Heládio, COHEN, Ricardo","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); (ahead); -","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016005001101&lang=pt" 
"S1807-76922016000200301-scl","Do the Board of Directors Composition and the Board Interlocking Influence on Performance?","Dal Vesco, Delci Grapégia, Beuren, Ilse Maria","BAR - Brazilian Administration Review; 13(2); -","BAR - Brazilian Administration Review","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922016000200301&lang=pt" 
"S0104-11692016000100200-scl","Universal Access to Health and Universal Health Coverage: Nursing contributions","Marziale, Maria Helena Palucci","Revista Latino-Americana de Enfermagem; 24(); -","Revista Latino-Americana de Enfermagem","Inglês, Espanhol, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692016000100200&lang=pt" 
"S0100-879X2016001000704-scl","Depression and diagnosis of neurocognitive impairment in HIV-positive patients","Pinheiro, C.A.T., Souza, L.D.M., Motta, J.V.S., Kelbert, E.F., Souza, M.S., Martins, C.S.R., Coelho, F.M.C., Pinheiro, K.A.T., Pinheiro, R.T.","Brazilian Journal of Medical and Biological Research; 49(10); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016001000704&lang=pt" 
"S0104-07072016000300310-scl","PERCEPTION OF NURSING PROFESSIONALS ABOUT PATIENT CARE OF THE TERMINALLY ILL IN THE HOSPITAL ENVIRONMENT","Vasques, Tânia Cristina Schäfer, Lunardi, Valéria Lerch, Silva, Priscila Arruda da, Carvalho, Karen Knopp de, Lunardi Filho, Wilson Danilo, Barros, Edaiane Joana Lima","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300310&lang=pt" 
"S0104-07072016000300308-scl","MENTAL HEALTH AMBULATORY: WEAKNESSES POINTED OUT BY PROFESSIONALS","Paiano, Marcelle, Maftum, Mariluci Alves, Haddad, Maria do Carmo Lourenço, Marcon, Sonia Silva","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300308&lang=pt" 
"S0104-07072016000300311-scl","HEALTH-RELATED QUALITY OF LIFE AND EXPECTATIONS OF SPINAL STENOSIS PATIENTS TOWARDS THE SURGICAL TREATMENT","Nepomuceno, Eliane, Pacola, Lilian Maria, Dessotte, Carina Aparecida Marosti, Furuya, Rejane Kiyomi, Defino, Helton Luiz Aparecido, Herrero, Carlos Fernando Pereira da Silva, Dantas, Rosana Aparecida Spadoti","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300311&lang=pt" 
"S0102-311X2016000805011-spa","Análise dos incentivos contratuais de transplantes de rins no Brasil pelo modelo agente-principal","Costa, Cassia Kely Favoretto, Balbinotto Neto, Giácomo, Sampaio, Luciano Menezes Bezerra","Cadernos de Saúde Pública; 32(8); -","Cadernos de Saúde Pública","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2016000805011&lang=pt" 
"S0104-07072016000300312-scl","PATIENT SAFETY CLIMATE AT A PRIVATE HOSPITAL","Barbosa, Maria Helena, Floriano, Daniela Rosa, Oliveira, Karoline Faria de, Nascimento, Kleiton Gonçalves do, Ferreira, Lúcia Aparecida","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300312&lang=pt" 
"S0102-311X2016000805010-scl","Prevalência de diabetes mellitus e fatores associados em mulheres indígenas do Município de Dourados, Mato Grosso do Sul, Brasil","Freitas, Glênio Alves de, Souza, Maria Cristina Corrêa de, Lima, Rosangela da Costa","Cadernos de Saúde Pública; 32(8); -","Cadernos de Saúde Pública","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016000805010&lang=pt" 
"S0104-07072016000300309-scl","FAMILY PERCEPTION ABOUT THEIR PRESENCE OR NOT IN A PEDIATRIC EMERGENCY SITUATION","Buboltz, Fernanda Luisa, Silveira, Andressa da, Neves, Eliane Tatsch, Silva, Julia Heinz da, Carvalho, Janete Severo de, Zamberlan, Kellen Cervo","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300309&lang=pt" 
"S0102-311X2016000805011-scl","Análise dos incentivos contratuais de transplantes de rins no Brasil pelo modelo agente-principal","Costa, Cassia Kely Favoretto, Balbinotto Neto, Giácomo, Sampaio, Luciano Menezes Bezerra","Cadernos de Saúde Pública; 32(8); -","Cadernos de Saúde Pública","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016000805011&lang=pt" 
"S0102-311X2016000805010-spa","Prevalência de diabetes mellitus e fatores associados em mulheres indígenas do Município de Dourados, Mato Grosso do Sul, Brasil","Freitas, Glênio Alves de, Souza, Maria Cristina Corrêa de, Lima, Rosangela da Costa","Cadernos de Saúde Pública; 32(8); -","Cadernos de Saúde Pública","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2016000805010&lang=pt" 
"S0104-07072016000300502-scl","USE OF CRACK AND OTHER DRUGS AMONG CHILDREN AND ADOLESCENTS AND ITS IMPACT ON THE FAMILY ENVIRONMENT: AN INTEGRATIVE LITERATURE REVIEW","Henriques, Bruno David, Rocha, Regina Lunardi, Reinaldo, Amanda Márcia dos Santos","Texto &amp; Contexto - Enfermagem; 25(3); -","Texto &amp; Contexto - Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072016000300502&lang=pt" 
"S2448-24552016000100113-scl","ASSOCIAÇÃO DE POLIMORFISMOS GENÉTICOS DA ECA E DA ACTN3 COM CAPACIDADE FUNCIONAL E PREVALÊNCIA DE QUEDAS EM MULHERES NO FINAL DA IDADE ADULTA E INÍCIO DA TERCEIRA IDADE","Frattini, Isabele Rissatto, Ferrari, Gustavo Duarte, Ferezin, Letícia Perticarrara, Hott, Sara Cristina, Gomes, Matheus Machado, Bueno Júnior, Carlos Roberto","Journal of Physical Education; 27(); -","Journal of Physical Education","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2448-24552016000100113&lang=pt" 
"S0102-67202016000600116-scl","PATHOPHYSIOLOGY, DIAGNOSIS AND TREATMENTOF DUMPING SYNDROME AND ITS RELATION TO BARIATRIC SURGERY","CHAVES, Yasmin da Silva, DESTEFANI, Afrânio Côgo","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 116-119","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600116&lang=pt" 
"S0102-67202016000600067-scl","PRE- AND POSTOPERATIVE IN BARIATRIC SURGERY: SOME BIOCHEMICAL CHANGES","TEDESCO, Amanda Kaseker, BIAZOTTO, Rafaela, GEBARA, Telma Souza e Silva, CAMBI, Maria Paula Carlini, BARETTA, Giorgio Alfredo Pedroso","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 67-71","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600067&lang=pt" 
"S0102-67202016000600059-scl","ASSESSMENT OF BODY FAT IN OBESE PATIENTS PREOPERATIVELY FOR BARIATRIC SURGERY","FERNANDEZ, Mônica, TOIMIL, Rosana Farah, RASSLAN, Zied, ILIAS, Elias Jirjoss, GRADINAR, Ana Lúcia Torloni, MALHEIROS, Carlos Alberto","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 59-61","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600059&lang=pt" 
"S0102-67202016000600024-scl","INTESTINAL MALROTATION IN PATIENTS UNDERGOING BARIATRIC SURGERY","VIDAL, Eduardo Arevalo, RENDON, Francisco Abarca, ZAMBRANO, Trino Andrade, GARCÍA, Yudoco Andrade, VITERI, Mario Ferrin, CAMPOS, Josemberg Marins, RAMOS, Manoela Galvão, RAMOS, Almino Cardoso","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 24-26","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600024&lang=pt" 
"S1678-91992016000100317-scl","Scorpionism by Tityus silvestris in eastern Brazilian Amazon","Coelho, Johne Souza, Ishikawa, Edna Aoba Yassui, Santos, Paulo Roberto Silva Garcez dos, Pardal, Pedro Pereira de Oliveira","Journal of Venomous Animals and Toxins including Tropical Diseases; 22(); -","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992016000100317&lang=pt" 
"S0100-879X2016001000705-scl","Invasive pulmonary fungal infections in patients with connective tissue disease: a retrospective study from northern China","Ge, H.F., Liu, X.Q., Zhu, Y.Q., Chen, H.Q., Chen, G.Z.","Brazilian Journal of Medical and Biological Research; 49(10); -","Brazilian Journal of Medical and Biological Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2016001000705&lang=pt" 
"S2448-24552016000100202-scl","KNOWLEDGE PRODUCTION ON CONTINUOUS PROFESSIONAL LEARNING OF PHYSICAL EDUCATION TEACHERS: AN ANALYSIS BETWEEN BRAZILIAN AND INTERNATIONAL STUDIES","Bomfim, Alexander Barreiros Cardoso, Silva, Sheila Aparecida Pereira dos Santos, Miranda, Maria Luiza de Jesus","Journal of Physical Education; 27(); -","Journal of Physical Education","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2448-24552016000100202&lang=pt" 
"S1678-91992016000100316-scl","Anti-Trimeresurus albolabris venom IgY antibodies: preparation, purification and neutralization efficacy","Duan, Hai-long, He, Qi-yi, Zhou, Bin, Wang, Wen-wen, Li, Bo, Zhang, Ying-zheng, Deng, Qiu-ping, Zhang, Ying-feng, Yu, Xiao-dong","Journal of Venomous Animals and Toxins including Tropical Diseases; 22(); -","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992016000100316&lang=pt" 
"S0102-67202016000600085-scl","SADI-S WITH RIGHT GASTRIC ARTERY LIGATION: TECHNICAL SYSTEMATIZATION AND EARLY RESULTS","GEBELLI, Jordi Pujol, GORDEJUELA, Amador Garcia Ruiz de, RAMOS, Almino Cardoso, NORA, Mario, PEREIRA, Ana Marta, CAMPOS, Josemberg Marins, RAMOS, Manoela Galvão, BASTOS, Eduardo Lemos de Souza, MARCHESINI, João Batista","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 85-90","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600085&lang=pt" 
"S0102-37722016000200214-scl","Brief Meditation and the Interaction between Emotional Interference and Anxiety","Menezes, Carolina Baptista, Pereira, Mirtes G., Mocaiber, Izabela, Bizarro, Lisiane","Psicologia: Teoria e Pesquisa; 32(2); -","Psicologia: Teoria e Pesquisa","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000200214&lang=pt" 
"S0102-67202016000600098-scl","PROPOSAL OF A REVISIONAL SURGERY TO TREAT SEVERE NUTRITIONAL DEFICIENCY POST-GASTRIC BYPASS","SAMPAIO-NETO, José, BRANCO-FILHO, Alcides José, NASSIF, Luis Sérgio, NASSIF, André Thá, MASI, Flávia David João De, GASPERIN, Graciany","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 98-101","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600098&lang=pt" 
"S2448-24552016000100114-scl","CRITERION VALIDITY OF A VOLLEYBALL SERVE-SPECIFIC CORE SELF-EVALUATIONS SCALE: RELATIONSHIP BETWEEN SERVE EFFICACY, EFFECTIVENESS AND SELF-ASSESSMENT IN INFANT FEMALE BRAZILIAN ATHLETES","Machado, Thais do Amaral, Valentim, Fernanda Patricia, Stefanello, Joice Mara Facco","Journal of Physical Education; 27(); -","Journal of Physical Education","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2448-24552016000100114&lang=pt" 
"S1679-62252016000300206-scl","Environmental constraints structuring fish assemblages in riffles: evidences from a tropical stream","Teresa, Fabrício Barreto, Souza, Luzia Shirlei de, Silva, Dianne Michelle Alves da, Barbosa, Hugo de Oliveira, Lima, Jane Dilvana, Nabout, João Carlos","Neotropical Ichthyology; 14(3); -","Neotropical Ichthyology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252016000300206&lang=pt" 
"S0102-37722016000200213-scl","Prototype Matching of Personality Disorders with the Dimensional Clinical Personality Inventory","Carvalho, Lucas de Francisco, Primi, Ricardo","Psicologia: Teoria e Pesquisa; 32(2); -","Psicologia: Teoria e Pesquisa","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000200213&lang=pt" 
"S0102-67202016000600008-scl","LINEA ALBA COLLAGEN ASSESSMENT IN MORBIDLY OBESE PATIENTS","GROSSI, João Vicente Machado, NICOLA, Felipe Fernandes, ZEPEDA, Ivan Alberto, BECKER, Martina, TRINDADE, Eduardo Neubarth, DIEMEN, Vinicius Von, CAVAZZOLA, Leandro Totti, TRINDADE, Manoel Roberto Maciel","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 8-11","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600008&lang=pt" 
"S0102-37722016000200215-scl","Identificación Social y/o Percepción de Similitud: Aproximación a los Efectos Diferenciales sobre el Esencialismo","Ojeda, Katherine Saldivia, Cofré, Débora Mansilla, Goic, Claudia Andrea Estrada","Psicologia: Teoria e Pesquisa; 32(2); -","Psicologia: Teoria e Pesquisa","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000200215&lang=pt" 
"S1678-91992016000100315-scl","An update on the epidemiological situation of spotted fever in Brazil","Oliveira, Stefan Vilges de, Guimarães, Jessica Noronha, Reckziegel, Guilherme Carneiro, Neves, Bidiah Mariano da Costa, Araújo-Vilges, Keline Medeiros de, Fonseca, Lidsy Ximenes, Pinna, Fernanda Voietta, Pereira, Simone Valéria Costa, Caldas, Eduardo Pacheco de, Gazeta, Gilberto Salles, Gurgel-Gonçalves, Rodrigo","Journal of Venomous Animals and Toxins including Tropical Diseases; 22(); -","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992016000100315&lang=pt" 
"S0102-67202016000600027-scl","PSYCHOLOGICAL PROFILE OF PATIENTS ELIGIBLE FOR BARIATRIC SURGERY","RIBEIRO, Graziela Aparecida Nogueira de Almeida, GIAMPIETRO, Helenice Brizolla, BELARMINO, Lídia Barbieri, SALGADO-JÚNIOR, Wilson","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 27-30","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600027&lang=pt" 
"S0102-67202016000600020-scl","EFFECTS OF LONG-TERM ROUX-EN-Y GASTRIC BYPASS ON BODY WEIGHT AND CLINICAL METABOLIC COMORBIDITIES IN BARIATRIC SURGERY SERVICE OF A UNIVERSITY HOSPITAL","SILVA, Cátia Ferreira da, COHEN, Larissa, SARMENTO, Luciana d&#039;Abreu, ROSA, Felipe Monnerat Marino, ROSADO, Eliane Lopes, CARNEIRO, João Régis Ivar, SOUZA, Antônio Augusto Peixoto de, MAGNO, Fernanda Cristina Carvalho Mattos","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 20-23","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600020&lang=pt" 
"S0102-67202016000600120-scl","IMPACT OF VITAMIN D AND CALCIUM DEFICIENCY IN THE BONES OF PATIENTS UNDERGOING BARIATRIC SURGERY: A SYSTEMATIC REVIEW","CABRAL, Jefry Alberto Vargas, SOUZA, Gabriela Pereira de, NASCIMENTO, Juliana de Almeida, SIMONETI, Luis Fernando, MARCHESE, Carolina, SALES-PERES, Silvia Helena de Carvalho","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 120-123","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600120&lang=pt" 
"S0102-37722016000200211-scl","Validação do Questionário de Avaliação de Habilidades Sociais, Comportamentos, Contextos para Universitários","Bolsoni-Silva, Alessandra Turini, Loureiro, Sonia Regina","Psicologia: Teoria e Pesquisa; 32(2); -","Psicologia: Teoria e Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000200211&lang=pt" 
"S0102-67202016000600035-scl","GASTRIC AND JEJUNAL HISTOPATHOLOGICAL CHANGES IN PATIENTS UNDERGOING BARIATRIC SURGERY","RODRIGUES, Rosemary Simões Nomelini, ALMEIDA, Élia Cláudia de Souza, CAMILO, Silvia Maria Perrone, TERRA-JÚNIOR, Júverson Alves, GUIMARÃES, Lucinda Calheiros, DUQUE, Ana Cristina da Rocha, ETCHEBEHERE, Renata Margarida","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 35-38","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600035&lang=pt" 
"S0102-67202016000600053-scl","MASTICATORY FUNCTION OF OBESE CANDIDATES TO BARIATRIC SURGERY FROM DISTINCT SOCIOECONOMIC CLASSES","PASSERI, Celso Roberto, ANDRADE, Jacira Alves Caracik de Camargo, TOMAL, Karla Thaíza, PRACUCHO, Eduardo Marcucci, CAMPOS, Livia Paschoalino de, SALES-PERES, Silvia Helena de Carvalho","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 53-58","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600053&lang=pt" 
"S0102-67202016000600012-scl","COMPLICATIONS RELATED TO GASTRIC BYPASS PERFORMED WITH DIFFERENT GASTROJEJUNAL DIAMETERS","SAMPAIO-NETO, José, BRANCO-FILHO, Alcides José, NASSIF, Luis Sérgio, BROSKA, Anne Caroline, KAMEI, Douglas Jun, NASSIF, André Thá","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 12-14","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600012&lang=pt" 
"S0102-67202016000600039-scl","EVALUATION OF THE THORACOABDOMINAL MOBILITY OF OBESE SUBJECTS IN PRE-BARIATRIC SURGERY","VELOSO, Ana Paula Limongi Richardelli, CUSMANICH, Karla Garcez","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 39-42","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600039&lang=pt" 
"S0102-67202016000600080-scl","SAFETY AND EFFECTIVENESS OF SINGLE ANASTOMOSIS DUODENAL SWITCH PROCEDURE: PRELIMINARY RESULT FROM A SINGLE INSTITUTION","NELSON, Lars, MOON, Rena C., TEIXEIRA, Andre F., GALVÃO, Manoel, RAMOS, Almino, JAWAD, Muhammad A.","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 80-84","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600080&lang=pt" 
"S0102-67202016000600043-scl","POSTOPERATIVE EFFECT OF PHYSICAL THERAPY RELATED TO FUNCTIONAL CAPACITY AND RESPIRATORY MUSCLE STRENGTH IN PATIENTS SUBMITTED TO BARIATRIC SURGERY","OLIVEIRA, Josélia Jucirema Jarschel de, FREITAS, Alexandre Coutinho Teixeira de, ALMEIDA, Andréa Adriana de","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 43-47","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600043&lang=pt" 
"S0102-67202016000600048-scl","SURFACE ELECTROMYOGRAPHY OF MASSETER AND TEMPORAL MUSCLES WITH USE PERCENTAGE WHILE CHEWING ON CANDIDATES FOR GASTROPLASTY","SANTOS, Andréa Cavalcante dos, SILVA, Carlos Antonio Bruno da","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 48-52","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600048&lang=pt" 
"S0102-67202016000600111-scl","THE ALCOHOL CONSUMPTION IS AMENDED AFTER BARIATRIC SURGERY? AN INTEGRATIVE REVIEW","GREGORIO, Valeria Duarte, LUCCHESE, Roselma, VERA, Ivânia, SILVA, Graciele C., SILVA, Andrecia, MORAES, Rayrane Clarah Chaveiro","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 111-115","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600111&lang=pt" 
"S1414-81452016000400211-scl","O processo de viver a cirurgia de revascularização cardíaca: uma análise de gênero","Alves, Murilo Pedroso, Lanzoni, Gabriela Marcelino de Melo, Koerich, Cíntia, Higashi, Giovana Dorneles Callegaro, Baggio, Maria Aparecida, Erdmann, Alacoque Lorenzini","Escola Anna Nery; 20(4); -","Escola Anna Nery","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452016000400211&lang=pt" 
"S1414-81452016000400602-scl","Integralidade e atenção obstétrica no Sistema Único de Saúde (SUS): reflexão à luz da teoria da complexidade de Edgar Morin","Santos, Flávia Andréia Pereira Soares dos, Enders, Bertha Cruz, Santos, Viviane Euzébia Pereira, Dantas, Dândara Nayara Azevêdo, Miranda, Larissa Soares Mariz Vilar de","Escola Anna Nery; 20(4); -","Escola Anna Nery","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452016000400602&lang=pt" 
"S1807-76922016000300301-scl","Do Strategic Behaviors Link Travel Agencies in Brazil?","Madalozzo, Regina, Fernandes, Paulo Cesar","BAR - Brazilian Administration Review; 13(3); -","BAR - Brazilian Administration Review","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922016000300301&lang=pt" 
"S0101-73302016005001102-scl","GUBERNAMENTALIDAD, PEDAGOGÍA NEUTRA Y (DES)PROFESIONALIZACIÓN DOCENTE","Ruffinelli, Andrea","Educação &amp; Sociedade; (ahead); -","Educação &amp; Sociedade","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302016005001102&lang=pt" 
"S0101-73302016005001103-scl","HISTORIA ESCOLAR EN CONTEXTO INTERÉTNICO E INTERCULTURAL MAPUCHE","Turra, Omar","Educação &amp; Sociedade; (ahead); -","Educação &amp; Sociedade","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302016005001103&lang=pt" 
"S0102-67202016000600015-scl","EFFECT OF SIZE OF INTESTINAL DIVERSIONS IN OBESE PATIENTS WITH METABOLIC SYNDROME SUBMITTED TO GASTRIC BYPASS","RAMOS, Rafael Jacques, MOTTIN, Cláudio Corá, ALVES, Letícia Biscaino, BENZANO, Daniela, PADOIN, Alexandre Vontobel","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(); 15-19","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000600015&lang=pt" 
"S1806-11172016000400404-scl","Estudo do centro de massa e estabilidade de quatro posturas básicas do Kung-fu Pak Hok","Miranda, Pedro Jeferson, Brinatti, André Maurício, Silva, Silvio Luiz Rutz da, Godoy, Marino Luiz Michelin","Revista Brasileira de Ensino de Física; 38(4); -","Revista Brasileira de Ensino de Física","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172016000400404&lang=pt" 
"S1676-06032016000200210-scl","Past and present land use influences on tropical riparian zones: an isotopic assessment with implications for riparian forest width determination","Salemi, Luiz Felippe, Lins, Silvia Rafaela Machado, Ravagnani, Elizabethe de Campos, Magioli, Marcelo, Martinez, Melissa Gaste, Guerra, Fernando, Vidas, Natassia Bonini, Fransozi, Aline, Ferraz, Silvio Frosini de Barros, Martinelli, Luiz Antonio","Biota Neotropica; 16(2); -","Biota Neotropica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032016000200210&lang=pt" 
