"S1676-06032008000300002-scl","Cirripedia Balanomorpha del estuario del Río Paripe (Isla de Itamaracá, Pernambuco, Brasil)","Farrapeira, Cristiane Maria Rocha","Biota Neotropica; 8(3); 31-39","Biota Neotropica","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032008000300002&lang=pt" 
"S0378-18442008000900005-ven","Los mecanismos de coordinación utilizados en los acuerdos de cooperación tecnológica internacional entre empresas.","Guerras Martín, Luis Ángel, Montoro Sánchez, María Ángeles","Interciencia; 33(9); 635-642","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900005&lang=pt" 
"S0378-18442008000900004-ven","Variabilidad estacional e interanual de la concentración de clorofila a y temperatura superficial del mar en la región occidental del Golfo de México: 1996-2007","Manzano-Sarabia, Mercedes Marlenne, Salinas-Zavala, César Augusto","Interciencia; 33(9); 628-634","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900004&lang=pt" 
"S0378-18442008000900007-ven","Estilos de liderazgo, gestión del conocimiento y diseño de la estrategia: Un estudio empírico en pequeñas y medianas empresas","Pedraja-Rejas, Liliana, Rodríguez-Ponce, Emilio","Interciencia; 33(9); 651-657","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900007&lang=pt" 
"S0378-18442008000900006-ven","Crecimiento de plantas de papa (Solanum tuberosum L.) Cv. Alpha, inducido por diversas soluciones salinas.","Sánchez-Bernal, Edgar, Ortega-Escobar, Manuel, González-Hernández, Víctor, Camacho-Escobar, Marco, Kohashi-Shibata, Josué","Interciencia; 33(9); 643-650","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900006&lang=pt" 
"S0378-18442008000900009-ven","Modificações na anatomia foliar de bananeiras durante o processo de micropropagação","da Silva Costa, Frederico Henrique, Pasqual, Moacir, Matos dos Santos, Adriene, Mauro de Castro, Evaristo, Scherwinski-Pereira, Jonny Everson","Interciencia; 33(9); 663-667","Interciencia","Português","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900009&lang=pt" 
"S0378-18442008000900008-ven","Composite wheat-plantain starch salted noodles: Preparation, proximal composition and in vitro starch digestibility","Rendón-Villalobos, Rodolfo, Osorio-Díaz, Perla, Agama-Acevedo, Edith, Tovar, Juscelino, Bello-Pérez, Luis A","Interciencia; 33(9); 658-662","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000900008&lang=pt" 
"S1678-58782008000300007-scl","Surface topography assessment techniques based on an in-process monitoring approach of tool wear and cutting force signature","Oraby, S. E., Alaskari, A. M.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 30(3); 221-230","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782008000300007&lang=pt" 
"S1678-58782008000300010-scl","Convective cooling of three discrete heat sources in channel flow","Alves, Thiago Antonini, Altemani, Carlos A. C.","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 30(3); 245-252","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782008000300010&lang=pt" 
"S0101-98802008000300020-scl","Resumo de artigos","","Revista Brasileira de Coloproctologia; 28(3); 386-387","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300020&lang=pt" 
"S0101-98802008000300011-scl","Fechamento de colostomias: com ou sem estudo do cólon?","Sobral, Hernán Augusto Centurión, Carvalho, Rodrigo Britto de, Salem, Juliana Barreto, Sarmanho, Letícia, Albuquerque, Idblan Carvalho de, Formiga, Galdino José Sitonio","Revista Brasileira de Coloproctologia; 28(3); 334-337","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300011&lang=pt" 
"S0101-98802008000300004-scl","Avaliação do preparo intestinal para colonoscopia comparando o uso do manitol e do polietilenoglicol: estudo prospectivo","Nunes, Benicio Luiz Bulhões Barros Paula, Belo, Sandra Gico Lima, Pessoa, Marcos Holanda, Lins Neto, Manoel Álvaro","Revista Brasileira de Coloproctologia; 28(3); 294-298","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300004&lang=pt" 
"S0101-98802008000300014-scl","Granuloma esquistossomótico gigante do cólon com intussuscepção: relato de caso","Carvalho, Rodrigo Britto de, Sobral, Hernán Augusto Centurión, Lopes, Juliana Magalhães, Todinov, Liliam Ramos, Formiga, Galdino José Sitonio","Revista Brasileira de Coloproctologia; 28(3); 347-349","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300014&lang=pt" 
"S0101-98802008000300003-scl","Infliximabe no tratamento inicial da retocolite ulcerativa moderada e grave. Terapia top down: relato preliminar","Teixeira, Fabio Vieira, Saad-Hossne, Rogério, Carpi, Maurício Rampinelli, Teixeira, Ana Claudia de Aquino, Teixeira Júnior, Paulo","Revista Brasileira de Coloproctologia; 28(3); 289-293","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300003&lang=pt" 
"S0101-98802008000300010-scl","A presença de retocele interfere nos resultados de exames de fisiologia anal?","Cesar, Maria Auxiliadora Prolungatti, Klug, Wilmar Artur, Aguida, Helly Angela Caram, Ortiz, Jorge Alberto, Bin, Fang Chia, Kapelhuchnik, Peretz","Revista Brasileira de Coloproctologia; 28(3); 329-333","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300010&lang=pt" 
"S0101-98802008000300008-scl","Visibilidade em coloproctologia está correlacionada com atividade em pesquisa","Brenner, Antonio Sérgio, Lima, Vanessa Zeni de, Varaschim, Michele, Varella, Paola Zarur, Lima, Bruno Zeni de, Brenner, Sérgio","Revista Brasileira de Coloproctologia; 28(3); 319-323","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300008&lang=pt" 
"S0101-98802008000300007-scl","Modificação no posicionamento do paciente para o procedimento para prolapso e hemorroidas (PPH): decúbito ventral com coxim e membros inferiores afastados","Teixeira, Fabio Vieira, Saad-Hossne, Rogério, Teixeira Júnior, Paulo","Revista Brasileira de Coloproctologia; 28(3); 315-318","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300007&lang=pt" 
"S0101-98802008000300009-scl","Perfil epidemiológico dos pacientes portadores de doença inflamatória intestinal do estado de Mato Grosso","Souza, Mardem Machado de, Belasco, Angélica Gonçalves Silva, Aguilar-Nascimento, José Eduardo de","Revista Brasileira de Coloproctologia; 28(3); 324-328","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300009&lang=pt" 
"S0101-98802008000300012-scl","Doença de Crohn em recém-nascido","Silveira, Rodrigo Cardoso, Baba, Renata Setsuko, Pereira, Ana Carolina S., Paim, Sandra, Teixeira, Magaly Gemio, Habr-Gama, Angelita","Revista Brasileira de Coloproctologia; 28(3); 338-341","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300012&lang=pt" 
"S0101-98802008000300013-scl","Tumor de Buschke-Lowestein: tratamento com imiquimod para preservação esfincteriana. Relato de caso","Coelho, Fernanda Meira Pinto, Mano, Aline Landim, Bacellar, Melina da Silva, Codes, Lina Maria Góes de, Souza, Elias Luciano Quinto de, Azaro Filho, Euler de Medeiros","Revista Brasileira de Coloproctologia; 28(3); 342-346","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300013&lang=pt" 
"S0101-98802008000300015-scl","Apendagite epiplóica: tratamento conservador","Pignaton, Gustavo, Borges, Adriana de Almeida, Mendonça, Renato, Ribeiro, Cláudia, Chindamo, Maria Chiara","Revista Brasileira de Coloproctologia; 28(3); 350-352","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300015&lang=pt" 
"S0101-98802008000300016-scl","Metaloproteinases 1 e 7 e câncer colorretal","Jucá, Mário, Nunes, Benicio Luiz Bulhões Barros Paula, Menezes, Hunaldo Lima de, Gomes, Edmundo Guilherme de Almeida, Matos, Delcio","Revista Brasileira de Coloproctologia; 28(3); 353-362","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300016&lang=pt" 
"S0101-98802008000300017-scl","Biologia molecular do câncer colorretal: uma revolução silenciosa em andamento","Pinho, Mauro de Souza Leite","Revista Brasileira de Coloproctologia; 28(3); 363-368","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300017&lang=pt" 
"S0101-98802008000300001-scl","Resultados do tratamento do câncer colorretal (T4) perfurado: análise de 14 pacientes operados","Costa, Sergio Renato Pais, Lupinacci, Renato Arioni","Revista Brasileira de Coloproctologia; 28(3); 274-280","Revista Brasileira de Coloproctologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802008000300001&lang=pt" 
"S0535-51332008000300008-ven","Déficit en señales de activación y coestimulación en linfocitos T CD4+ de pacientes infectados con el virus de la hepatitis C","Barboza, Luisa, Martens, María Luisa, Salmen, Siham, Peterson, Darrell L, Montes, Henry, Berrueta, Lisbeth","Investigación Clínica; 49(3); 353-367","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300008&lang=pt" 
"S0535-51332008000300005-ven","Expresión de las óxido nítrico sintasas constitutiva endotelial e inducible en pacientes venezolanas con preeclampsia","Alemán, Ingrist, Alex, Rixio, Ramírez, Margelis, Hung, Alida, Ramírez, Carlos","Investigación Clínica; 49(3); 321-330","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300005&lang=pt" 
"S0535-51332008000300006-ven","Educational level and cervical cancer screening programs in a Venezuelan urban area","Núñez-Troconis, José, Velásquez, Jesvy, Mindiola, Raimy, Munroe, David","Investigación Clínica; 49(3); 331-339","Investigación Clínica","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300006&lang=pt" 
"S0535-51332008000300012-ven","Respuesta inmunitaria en tuberculosis y el papel de los antígenos de secreción de Mycobacterium tuberculosis en la protección, patología y diagnóstico: Revisión","Araujo, Zaida, Acosta, Mariana, Escobar, Hemir, Baños, Ricardo, Fernández de Larrea, Carlos, Rivas-Santiago, Bruno","Investigación Clínica; 49(3); 411-441","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300012&lang=pt" 
"S0535-51332008000300010-ven","Detección molecular de Escherichia coli productor de shiga toxina (Stx1) y rotavirus en heces de niños con diarrea","Villalobos de B, Luz B, Martínez, Rosa E, Blanco, Alberto C, Maldonado, Antonio J, Bastardo, Jesús W","Investigación Clínica; 49(3); 387-395","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300010&lang=pt" 
"S0535-51332008000300011-ven","Ateroesclerosis, estrés oxidativo y actividad física: Revisión","Calderón, Juan Camilo, Zita Fernández, Ana, María de Jesús, Alina Isabel","Investigación Clínica; 49(3); 397-410","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300011&lang=pt" 
"S0535-51332008000300009-ven","El efecto de nefroprotección de los calcio-antagonistas: una contribución al conocimiento de su probable mecanismo","Colina-Araujo, José A, Godoy-Godoy, Nereyda, Colina-Chourio, José A, Ávila, Raquel, Rincón, Tibisay","Investigación Clínica; 49(3); 369-385","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300009&lang=pt" 
"S0535-51332008000300004-ven","Cambios en la supervivencia de enfermos con SIDA y tuberculosis en Cuba en la era del Tratamiento Antirretroviral de Alta Eficacia (TARVAE)","Reyes-Corcho, Andrés, Capo de Paz, Virginia, Díaz-Jidy, Manuel, Pérez-Ávila, Jorge, Bouza- Jiménez, Yadira","Investigación Clínica; 49(3); 309-320","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300004&lang=pt" 
"S0535-51332008000300007-ven","Relación del fibrinógeno con factores de riesgo cardiovascular en hombres aparentemente sanos de Maracaibo, Venezuela","Campos, Gilberto, Diez-Ewald, María, Ryder, Elena, Torres-Guerra, Enrique, Fernández, Virginia, Rivero, Francisco, Arocha-Piñango, Carmen Luisa","Investigación Clínica; 49(3); 341-351","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300007&lang=pt" 
"S0535-51332008000300001-ven","Indicación de hemoderivados en dengue","Larreal, Yraima","Investigación Clínica; 49(3); 285-287","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300001&lang=pt" 
"S0535-51332008000300003-ven","Envenenamiento por pez escorpión (Scorpaena plumieri) en una comunidad pesquera y turística de la península de Paraguaná, estado Falcón, Venezuela: aspectos clínicos, epidemiológicos y tratamiento","Loyo, Jesús, Lugo, Lusneida, Cazorla, Dalmiro, Acosta, María Eugenia","Investigación Clínica; 49(3); 299-307","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300003&lang=pt" 
"S0535-51332008000300002-ven","Diagnóstico prenatal molecular indirecto de Hemofilia A y B","Morales-Machín, Alisandra, Borjas-Fajardo, Lisbeth, Zabala, William, Álvarez, Francisco, Fernández, Erika, Zambrano, Mariana, Delgado, Wilmer, Hernández, María Luisa, Solis-Añez, Ernesto, Chacín, José Antonio","Investigación Clínica; 49(3); 289-297","Investigación Clínica","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332008000300002&lang=pt" 
"S0103-17592008000300007-scl","Inductive learning spatial attention","Santos, Paulo, Needham, Chris, Magee, Derek","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 316-326","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300007&lang=pt" 
"S0103-17592008000300008-scl","Avaliação da estabilidade de tensão do sistema brasileiro: um caso de estudo","Affonso, Carolina de M., Silva, Luciano J. da, Silva, Luis C. P. da","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 327-336","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300008&lang=pt" 
"S0103-17592008000300009-scl","Algoritmo baseado em afundamentos de tensão para localização de faltas em alimentadores de distribuição de energia elétrica","Pereira, Rodrigo A. F., Silva, Luis G. W. da, Mantovani, José R. S.","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 337-349","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300009&lang=pt" 
"S0103-17592008000300010-scl","Técnica de parametrização geométrica para o fluxo de carga continuado baseado nas variáveis tensão nodal e fator de carregamento","Bonini Neto, Alfredo, Alves, Dilson Amancio","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 19(3); 350-365","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592008000300010&lang=pt" 
"S0101-20612008000300002-scl","Desenvolvimento de embutido fermentado por Lactobacillus probióticos: características de qualidade","Macedo, Renata Ernlund Freitas de, Pflanzer Jr., Sérgio Bertelli, Terra, Nelcindo Nascimento, Freitas, Renato João Sossela de","Food Science and Technology (Campinas); 28(3); 509-519","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300002&lang=pt" 
"S0102-695X2008000300015-scl","Caracterização anatômica e química da folha e do sistema radicular de Hydrocotyle umbellata (Apiaceae)","Martins, Maria Bernadete Gonçalves, Marconi, Ana Paula, Cavalheiro, Alberto J., Rodrigues, Selma D.","Revista Brasileira de Farmacognosia; 18(3); 402-414","Revista Brasileira de Farmacognosia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2008000300015&lang=pt" 
"S0103-166X2008000300005-scl","Tentativas de suicídio em jovens: aspectos epidemiológicos dos casos atendidos no setor de urgências psiquiátricas de um hospital geral universitário entre 1988 e 2004","Ficher, Ana Maria Fortaleza Teixeira, Vansan, Gerson Antonio","Estudos de Psicologia (Campinas); 25(3); 361-374","Estudos de Psicologia (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2008000300005&lang=pt" 
"S0104-14282008000300012-scl","Monitoramento tecnológico e mercadológico de biopolímeros","Borschiver, Suzana, Almeida, Luiz F. M., Roitman, Tamar","Polímeros; 18(3); 256-261","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000300012&lang=pt" 
"S0104-14282008000300008-scl","Estudo da mobilidade molecular das blendas aPA/SAN/MMA-MA usando relaxação dielétrica","Becker, Daniela, Hage Jr., Elias, Pessan, Luiz A., Aquino, Hermes","Polímeros; 18(3); 230-236","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000300008&lang=pt" 
"S0104-14282008000300014-scl","A biodegradabilidade da blenda de poli(β-Hidroxibutirato-co-Valerato)/amido anfótero na presença de microrganismos","Coelho, Nadjane S., Almeida, Yêda M. B., Vinhas, Glória M.","Polímeros; 18(3); 270-276","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000300014&lang=pt" 
"S0100-879X2008000900007-scl","Participation of the cholinergic system in the ethanol-induced suppression of paradoxical sleep in rats","Papale, L.A., Andersen, M.L., Perry, J.C., Tufik, S.","Brazilian Journal of Medical and Biological Research; 41(9); 782-788","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900007&lang=pt" 
"S0100-879X2008000900001-scl","Asthma: where is it going?","Faffe, D.S.","Brazilian Journal of Medical and Biological Research; 41(9); 739-749","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900001&lang=pt" 
"S0100-879X2008000900014-scl","Training-related changes in the R-R interval at the onset of passive movements in humans","Vianna, L.C., Ricardo, D.R., Araújo, C.G.S.","Brazilian Journal of Medical and Biological Research; 41(9); 825-832","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900014&lang=pt" 
"S0100-879X2008000900008-scl","Lead reduces tension development and the myosin ATPase activity of the rat right ventricular myocardium","Vassallo, D.V., Lebarch, E.C., Moreira, C.M., Wiggers, G.A., Stefanon, I.","Brazilian Journal of Medical and Biological Research; 41(9); 789-795","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900008&lang=pt" 
"S0100-879X2008000900012-scl","Effect of exercise training and carvedilol treatment on cardiac function and structure in mice with sympathetic hyperactivity-induced heart failure","Medeiro, A., Vanzelli, A.S., Rosa, K.T., Irigoyen, M.C., Brum, P.C.","Brazilian Journal of Medical and Biological Research; 41(9); 812-817","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900012&lang=pt" 
"S0100-879X2008000900006-scl","Humoral and cellular immune responses to Blomia tropicalis and concanavalin A-binding fractions in atopic patients","Alves, R., Silva, D.A.O., Fernandes, J.F.C., Almeida, K.C., Ynoue, L.H., Bernardes, C.T.V., Moreira, P.F.S., Gennari-Cardoso, M.L., Sung, S.J., Taketomi, E.A.","Brazilian Journal of Medical and Biological Research; 41(9); 773-781","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000900006&lang=pt" 
"S0101-20612008000300034-scl","Influência do grau de hidrólise do poli(vinil álcool) nas propriedades físicas de filmes à base de blendas de gelatina e poli(vinil álcool) plastificados com glicerol","Moraes, Izabel Cristina, Silva, Gabriela Ghizi Damasceno da, Carvalho, Rosemary Aparecida de, Habitante, Ana Mônica Quinta Barbosa, Bergo, Paulo Victor de Albuquerque, Sobral, Paulo José do Amaral","Food Science and Technology (Campinas); 28(3); 738-745","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300034&lang=pt" 
"S0101-20612008000300031-scl","Caracterización fisicoquímica de almidones de tubérculos cultivados en Yucatán, México","Hernández-Medina, Marilyn, Torruco-Uco, Juan Gabriel, Chel-Guerrero, Luis, Betancur-Ancona, David","Food Science and Technology (Campinas); 28(3); 718-726","Food Science and Technology (Campinas)","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300031&lang=pt" 
"S0101-20612008000300032-scl","Avaliação da atividade antioxidante e identificação dos ácidos fenólicos presentes no bagaço de maçã cv. Gala","Soares, Marcia, Welter, Lucas, Gonzaga, Luciano, Lima, Alessandro, Mancini-Filho, Jorge, Fett, Roseane","Food Science and Technology (Campinas); 28(3); 727-732","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300032&lang=pt" 
"S0101-20612008000300023-scl","Otimização do processo de extrusão termoplástica da mistura castanha do Brasil com farinha de mandioca","Souza, Maria Luzenira de, Menezes, Hilary Castle de","Food Science and Technology (Campinas); 28(3); 659-667","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300023&lang=pt" 
"S0101-20612008000300013-scl","Produção de biscoitos extrusados de polvilho azedo com fibras: efeito de parâmetros operacionais sobre as propriedades físicas","Camargo, Karina Fernandes de, Leonel, Magali, Mischan, Martha Maria","Food Science and Technology (Campinas); 28(3); 586-591","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000300013&lang=pt" 
"S1806-11172008000300010-scl","Formalismo de Hamilton-Jacobi à la Carathéodory. Parte 2: sistemas singulares","Bertin, M.C., Pimentel, B.M., Pompeia, P.J.","Revista Brasileira de Ensino de Física; 30(3); 3310.1-3310.17","Revista Brasileira de Ensino de Física","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172008000300010&lang=pt" 
"S0080-62342008000300011-scl","Fatores de risco para a não adesão ao tratamento com terapia antiretroviral altamente eficaz","Colombrini, Maria Rosa Ceccato, Dela Coleta, Marília Ferreira, Lopes, Maria Helena Baena de Moraes","Revista da Escola de Enfermagem da USP; 42(3); 490-495","Revista da Escola de Enfermagem da USP","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342008000300011&lang=pt" 
"S0717-97072008000300001-chl","ORGANIC PHOTOVOLTAIC CELLS: HISTORY, PRINCIPLE AND TECHNIQUES","BERNÈDE, J. C","Journal of the Chilean Chemical Society; 53(3); 1549-1564","Journal of the Chilean Chemical Society","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072008000300001&lang=pt" 
"S0717-97072008000300002-chl","AMYLOSE/AMYLOPECTIN SIMPLE DETERMINATION IN ACID HYDROLYZED TAPIOCA STARCH","WUTTISELA, KARNTARAT, SHOBSNGOB, SUJIN, TRIAMPO, WANNAPONG, TRIAMPO, DARAPOND","Journal of the Chilean Chemical Society; 53(3); 1565-1567","Journal of the Chilean Chemical Society","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072008000300002&lang=pt" 
"S0717-97072008000300003-chl","TEMPLATE SYNTHESIS OF NOVEL 14-MEMBERED TETRAAZAMACROCYCLIC TRANSITION METAL COMPLEXES: DNA CLEAVAGE AND ANTIMICROBIAL STUDIES","RAMAN, N, DHAVEETHU RAJA, J, SAKTHIVEL, A","Journal of the Chilean Chemical Society; 53(3); 1568-1571","Journal of the Chilean Chemical Society","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072008000300003&lang=pt" 
"S0120-62302008000300008-col","Densidad de la madera en clones de eucalyptus por densitometría de rayos X","Arango, Bibiana, Tamayo, Lida","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 87-99","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300008&lang=pt" 
"S0120-62302008000300009-col","Estrategia de regresión basada en el método de los k vecinos más cercanos para la estimación de la distancia de falla en sistemas radiales","Morales España, Germán, Mora Flórez, Juan, Vargas Torres, Hermann","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 100-108","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300009&lang=pt" 
"S0120-62302008000300004-col","Diagnóstico exergético del proceso de combustión en un motor Diesel","Agudelo, Andrés, Agudelo, John, Benjumea, Pedro","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 41-53","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300004&lang=pt" 
"S0120-62302008000300005-col","Análisis paramétrico del efecto de las concentraciones iónicas en el funcionamiento del nodo sinusal","Sierra, Daniel Alfredo, Leonel, Oscar, Rodrigo Correa, Rueda Carlos","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 54-66","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300005&lang=pt" 
"S0120-62302008000300006-col","Diseño del sistema automático para una planta piloto de recubrimientos electrolíticos: Parte I: Modelo mediante Redes de Petri Jerárquicas","Zapata, Germán, Hoyos, Bibian, Quintero, Luis","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 67-76","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300006&lang=pt" 
"S0120-62302008000300007-col","Evaluación de la corrosión galvánica en amalgamas dentales de alto contenido de cobre por medio de técnicas electroquímicas","Castaño Rivera, Patricia, Echavarría Velásquez, Alejandro, Gómez, Gabriel Jaime, Arismendi, Jorge","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 77-86","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300007&lang=pt" 
