"S1806-11172016000300419-scl","A Teoria de Duffin-Kemmer-Petiau","Cardoso, T.R., Pimentel, B.M.","Revista Brasileira de Ensino de Física; 38(3); -","Revista Brasileira de Ensino de Física","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172016000300419&lang=pt" 
"S1516-84842016000300193-scl","Dangerous universal donors: the reality of the Hemocentro in Belo Horizonte, Minas Gerais","Godin, Mariana Martins, Souza, Lucas de Oliveira, Schmidt, Luciana Cayres, Vieira, Lauro Mello, Diniz, Rejane Silva, Dusse, Luci Maria SantAna","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 193-198","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300193&lang=pt" 
"S2340-98942016000300004-esp","Polypharmacy as a risk factor for depressive symptoms in geriatric patients: an observational, cross-sectional study","Leszek, Spandel, Jadwiga, Jośko-Ochojska, Agnieszka, Batko-Szwaczka","Ars Pharmaceutica (Internet); 57(3); 137-142","Ars Pharmaceutica (Internet)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2340-98942016000300004&lang=pt" 
"S1516-84842016000300199-scl","Frequencies of polymorphisms of the Rh, Kell, Kidd, Duffy and Diego systems of Santa Catarina, Southern Brazil","Costa, Daiane Cobianchi, Schinaider, Alessandra Arruda, Santos, Thais Mattos, Schörner, Everaldo José, Simon, Daniel, Maluf, Sharbel Weidner, Moraes, Ana Carolina Rabello de, Silva, Maria Claudia Silva","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 199-205","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300199&lang=pt" 
"S1516-84842016000300190-scl","Comments on: &quot;Clinical, hematological and genetic data of a cohort of children with hemoglobin SD&quot;","Figueiredo, Maria Stella","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 190-192","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300190&lang=pt" 
"S1516-84842016000300274-scl","Gingival swelling associated with hypoplasminogenemia","Stoopler, Eric T., Alawi, Faizan","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 274-275","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300274&lang=pt" 
"S1516-84842016000300257-scl","Primary myelofibrosis: current therapeutic options","Campos, Paula de Melo","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 257-263","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300257&lang=pt" 
"S2340-98942016000300001-esp","Self-Micro Emulsifying Drug Delivery Systems: a Strategy to Improve Oral Bioavailability","Sharma, Vijay K., Koka, Aishwarya, Yadav, Jyoti, Sharma, Anil K., Keservani, Raj K.","Ars Pharmaceutica (Internet); 57(3); 97-109","Ars Pharmaceutica (Internet)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2340-98942016000300001&lang=pt" 
"S1414-462X2016000300355-scl","Estudo de avaliação das habilidades de vida independente entre usuários da rede de atenção psicossocial do Rio Grande do Sul","Rodrigues, Candida Garcia Sinott Silveira, Jardim, Vanda Maria da Rosa, Kantorski, Luciane Prado, Coimbra, Valéria Christina Cristello, Treichel, Carlos Alberto dos Santos, Franchini, Beatriz, Bretanha, Andréia Simone Ferreira, Neutzling, Aline dos Santos","Cadernos Saúde Coletiva; 24(3); 355-360","Cadernos Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2016000300355&lang=pt" 
"S1414-462X2016000300275-scl","Análise do controle vetorial da dengue no sertão piauiense entre 2007 e 2011","Costa, Antonia Rosa da, Santana, Claudiana Mangabeira, Silva, Valéria Lima, Pinheiro, Jaksilania Aires Forte, Marques, Márcia Maria Mendes, Ferreira, Paulo Michel Pinheiro","Cadernos Saúde Coletiva; 24(3); 275-281","Cadernos Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2016000300275&lang=pt" 
"S1414-462X2016000300347-scl","Fatores associados aos sentimentos decorrentes da perda dentária total e às expectativas de reposição protética em adultos e idosos","Probst, Livia Fernandes, Ambrosano, Gláucia Maria Bovi, Cortellazzi, Karine Laura, Guerra, Luciane Miranda, Ribeiro-Dasilva, Margarete, Tomar, Scott, Ciarântola, Marina, Konkowski, Isadora Prata Soldi, Possobon, Rosana de Fátima","Cadernos Saúde Coletiva; 24(3); 347-354","Cadernos Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2016000300347&lang=pt" 
"S0011-52582016000300823-scl","Cooperação e Coordenação na Implementação de Políticas Públicas: O Caso da Saúde","Menicucci, Telma, Marques, Alisson Maciel de Faria","Dados; 59(3); 823-865","Dados","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582016000300823&lang=pt" 
"S1516-84842016000300188-scl","Compound heterozygosity for hemoglobin S and D: what do we need to know?","Bonini-Domingos, Claudia Regina","Revista Brasileira de Hematologia e Hemoterapia; 38(3); 188-189","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000300188&lang=pt" 
"S0104-530X2016000300556-scl","Avaliação do custo sistêmico total da geração de energia eólica em face da substituição das fontes hidrelétrica e termoelétrica considerando as externalidades socioeconômicas e ambientais","Trapp, Guilherme Sperling, Rodrigues, Luis Henrique","Gestão &amp; Produção; 23(3); 556-569","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300556&lang=pt" 
"S0104-530X2016000300447-scl","Orientação estratégica e atividades inovativas: uma análise a partir dos dados da PINTEC no período de 1998 a 2011","Cássia, Adalberto de Ramos, Zilber, Silvia Novaes","Gestão &amp; Produção; 23(3); 447-458","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300447&lang=pt" 
"S0104-530X2016000300570-scl","O que torna a gestão da demanda na cadeia de suprimentos possível? Um estudo multicaso dos fatores críticos de sucesso","Melo, Daniela de Castro, Alcântara, Rosane Lúcia Chicarelli","Gestão &amp; Produção; 23(3); 570-587","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300570&lang=pt" 
"S0104-530X2016000300486-scl","Os efeitos da abordagem analítica e da gestão orientada para processos sobre o desempenho organizacional de micro e pequenas empresas brasileiras dos setores da indústria e de serviços","Ladeira, Marcelo Bronzo, Resende, Paulo Tarso Vilela de, Oliveira, Marcos Paulo Valadares de, McCormack, Kevin, Sousa, Paulo Renato de, Ferreira, Reinaldo Lopes","Gestão &amp; Produção; 23(3); 486-502","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300486&lang=pt" 
"S0104-530X2016000300473-scl","Análise da aplicação da gestão de projetos por corrente crítica no processo de desenvolvimento de produtos e na gestão de portfólio de um fabricante de aeronaves","Souza, Fernando Bernardi de, Moraes, Antonio Augusto Cerati de","Gestão &amp; Produção; 23(3); 473-485","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300473&lang=pt" 
"S0034-98872016000900015-chl","Relación entre prácticas pedagógicas y estrategias de aprendizaje en docentes de carreras de la salud","Carrasco Z, Constanza, Pérez V, Cristhian, Torres A, Graciela, Fasce H, Eduardo","Revista médica de Chile; 144(9); 1199-1206","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900015&lang=pt" 
"S0034-98872016000900006-chl","Perfil sociodemográfico y factores asociados a consultas por anticoncepción de emergencia","Lavanderos, Sebastián, Riquelme, Camilo, Haase, Juan, Morales, Andrea","Revista médica de Chile; 144(9); 1134-1143","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900006&lang=pt" 
"S0034-98872016000900009-chl","Validación de la escala de Borg en personas con diabetes mellitus tipo 2","Rosales, Walter, Cofré, Cristian, Alejandra, Cicchitti, Bertona, Celina, Vizcaya, Alejandro, González, Joaquín, Bajuk, Jorge, Rodríguez, Martín","Revista médica de Chile; 144(9); 1159-1163","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900009&lang=pt" 
"S0034-98872016000900011-chl","Suicidio y cirugía bariátrica: un estudio de la evidencia","Roizblatt, Arturo, Roizblatt, Daniel, Soto-Aguilar B, Francisca","Revista médica de Chile; 144(9); 1159-1163","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900011&lang=pt" 
"S0034-98872016000900003-chl","Ajuste de intensidad para el trasplante hematopoyético alogénico en leucemia aguda","Sarmiento M, Mauricio, Bertín C, Pablo, Jara, Verónica, Ocqueteau T, Mauricio, Ramírez V, Pablo","Revista médica de Chile; 144(9); 1112-1118","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900003&lang=pt" 
"S0101-73302016000300727-scl","A FUNDAMENTAÇÃO ESTATÍSTICA, O GOVERNO DA EDUCAÇÃO E A INCLUSÃO E EXCLUSÃO SOCIAIS","Popkewitz, Thomas, Lindblad, Sverker","Educação &amp; Sociedade; 37(136); 727-754","Educação &amp; Sociedade","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302016000300727&lang=pt" 
"S0104-530X2016000300535-scl","Práticas para a melhoria contínua do Processo de Desenvolvimento de Produtos: análise comparativa de múltiplos casos","Lizarelli, Fabiane Letícia, Toledo, José Carlos de","Gestão &amp; Produção; 23(3); 535-555","Gestão &amp; Produção","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2016000300535&lang=pt" 
"S0034-98872016000900013-chl","Comunicación de errores médicos a pacientes y familiares: interrogantes y herramientas","Bascuñán, María Luz, Arriagada, Ana María","Revista médica de Chile; 144(9); 1185-1190","Revista médica de Chile","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872016000900013&lang=pt" 
"S0185-27602016000300117-mex","La &quot;sociedad del conocimiento&quot; y el campo de las políticas de transformación de la educación superior","Padierna Jiménez, María del Pilar","Revista de la educación superior; 45(179); 117-120","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300117&lang=pt" 
"S2174-51452016000300006-esp","Grasa corporal total como posible indicador de síndrome metabólico en adultos","Navarro Lechuga, Edgar, Vargas Moranth, Rusvelt Franklin, Alcocer Olaciregui, Adalgisa Esther","Revista Española de Nutrición Humana y Dietética; 20(3); 198-207","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300006&lang=pt" 
"S2174-51452016000300011-esp","Enfoque teórico del crecimiento físico de niños y adolescentes","Gomez-Campos, Rossana, Arruda, Miguel, Luarte-Rocha, Cristian, Urra Albornoz, Camilo, Almonacid Fierro, Alejandro, Cossio-Bolaños, Marco","Revista Española de Nutrición Humana y Dietética; 20(3); 244-253","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300011&lang=pt" 
"S2174-51452016000300012-esp","Síndrome del olor a pescado (Trimetilaminuria), la dieta es importante","Aguilar-Shea, Antonio Luis, Gallardo Mayo, Cristina, Amengual Pliego, Miguel, Morais López, Ana","Revista Española de Nutrición Humana y Dietética; 20(3); 254-257","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300012&lang=pt" 
"S0185-27602016000300001-mex","La Revista de la Educación Superior: recuento necesario","Ordorika, Imanol","Revista de la educación superior; 45(179); 1-7","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300001&lang=pt" 
"S0185-27602016000300009-mex","Perspectivas institucionales y educación superior desde miradas globales a espacios locales: el caso de México","Acosta Ochoa, Abril, Buendía Espinosa, Angélica","Revista de la educación superior; 45(179); 9-23","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300009&lang=pt" 
"S2174-51452016000300003-esp","Estado Nutricional y Percepción de la Imagen Corporal de Embarazadas asistidas en Centros de Salud de Salta Capital, Argentina","Borelli, María Florencia, Mayorga, Meri, Vega, Sara María de la, Contreras, Nelly Beatriz, Tolaba, Adriana Marisol, Passamai, María Inmaculada","Revista Española de Nutrición Humana y Dietética; 20(3); 174-179","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300003&lang=pt" 
"S0185-27602016000300041-mex","Aprendiendo a ser psicólogo: transiciones identitarias en el aula universitaria","Ramírez Ramírez, Leticia Nayeli, Saucedo Ramos, Claudia Lucy","Revista de la educación superior; 45(179); 41-53","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300041&lang=pt" 
"S2174-51452016000300002-esp","Etiquetado e información sobre alimentos modificados genéticamente: estudio transversal en una población de Murcia (España)","Viedma-Viedma, Inmaculada, Serrano-Megías, Marta, Balanza-Galindo, Serafín, López-Nicolás, José Manuel","Revista Española de Nutrición Humana y Dietética; 20(3); 164-173","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300002&lang=pt" 
"S0185-27602016000300055-mex","Formulación y diseño de un modelo de vigilancia tecnológica curricular en programas de ingeniería en Colombia","Balza-Franco, Vladimir","Revista de la educación superior; 45(179); 55-77","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300055&lang=pt" 
"S2174-51452016000300010-esp","Cáncer de colon y su relación con la fortificación de ácido fólico","Guerrero-Wyss, Marion, Vásquez-Pincheira, Yudixia","Revista Española de Nutrición Humana y Dietética; 20(3); 236-243","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300010&lang=pt" 
"S2174-51452016000300007-esp","Estudio poblacional sobre el estado de salud y nutrición de habitantes de la ciudad de Mérida, México","Barbosa-Martín, Enrique Efraín, Fajardo-Niquete, Ileana, Sosa-Valadez, Fernando, Cetina-Sánchez, Francisco, Puc-Encalada, Ivan, Vargas-Espinosa, Rafael, Jiménez-Estrada, Rebeca, Betancur-Ancona, David Abram","Revista Española de Nutrición Humana y Dietética; 20(3); 208-215","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300007&lang=pt" 
"S2174-51452016000300009-esp","Hábitos alimentarios y actividad física en relación con el sobrepeso y la obesidad en España","Marqueta de Salas, María, Martín-Ramiro, José Javier, Rodríguez Gómez, Lorena, Enjuto Martínez, Diego, Juárez Soto, José Juan","Revista Española de Nutrición Humana y Dietética; 20(3); 224-235","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300009&lang=pt" 
"S2174-51452016000300005-esp","Calidad fisicoquímica, microbiológica y sensorial de tallarines producidos con sustitución parcial de sémola de trigo por harina de amaranto","Vedia-Quispe, Víctor Samir, Gurak, Poliana Deyse, Espinoza, Sandra Karin, Ruano-Ortiz, Juan Antonio","Revista Española de Nutrición Humana y Dietética; 20(3); 190-197","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300005&lang=pt" 
"S0185-27602016000300079-mex","Comportamiento responsable en la investigación y conductas no éticas en universidades de México y España","Hirsch Adler, Ana","Revista de la educación superior; 45(179); 79-93","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300079&lang=pt" 
"S0185-27602016000300095-mex","¿Cómo interactuamos aquí y allá? Análisis de expresiones verbales en una clase presencial y otra virtual a partir de dos sistemas de codificación diferentes","Borgobello, Ana, Sartori, Mariana, Roselli, Néstor","Revista de la educación superior; 45(179); 95-110","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300095&lang=pt" 
"S2174-51452016000300004-esp","Comparación en autopercepción de la imagen corporal en estudiantes universitarios evaluados según Índice de Masa Corporal y porcentaje de grasa","Durán-Agüero, Samuel, Beyzaga-Medel, Carlos, Miranda-Durán, Melisa","Revista Española de Nutrición Humana y Dietética; 20(3); 180-189","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300004&lang=pt" 
"S2174-51452016000300001-esp","Percepción de la imagen corporal como factor predisponente, precipitante y perpetuante en los trastornos de la conducta alimentaria (TCA)","Baladia, Eduard","Revista Española de Nutrición Humana y Dietética; 20(3); 161-163","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300001&lang=pt" 
"S0185-27602016000300025-mex","Permanencia y abandono de estudios en estudiantes universitarios: un análisis desde la teoría organizacional","Fonseca, Gonzalo, García, Fernando","Revista de la educación superior; 45(179); 25-39","Revista de la educación superior","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602016000300025&lang=pt" 
"S2174-51452016000300008-esp","Transformaciones y aspectos socioculturales presentes en el Programa de Restaurantes Escolares de Medellín desde 1961 a 2010","Arboleda Montoya, Luz Marina","Revista Española de Nutrición Humana y Dietética; 20(3); 216-223","Revista Española de Nutrición Humana y Dietética","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452016000300008&lang=pt" 
"S1885-642X2016000300006-esp","Patients&#039; perception of pharmaceutical services available in a community pharmacy among patients living in a rural area of the United Kingdom","Merks, Piotr, Swieczkowski, Damian, Jaguszewski, Milosz J.","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300006&lang=pt" 
"S1885-642X2016000300010-esp","Pharmacists&#039; perceptions of advancing public health priorities through medication therapy management","Casserlie, Lucas M., Dipietro Mager, Natalie A.","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300010&lang=pt" 
"S1885-642X2016000300012-esp","Non-prescription dispensing of emergency oral contraceptives: recommendations from the German Federal Chamber of Pharmacists [Bundesapothekerkammer]","Schulz, Martin, Goebel, Ralf, Schumann, Claudia, Zagermann-Muncke, Petra","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300012&lang=pt" 
"S1885-642X2016000300002-esp","Effects of a computerized provider order entry and a clinical decision support system to improve cefazolin use in surgical prophylaxis: a cost saving analysis","Okumura, Lucas M., Veroneze, Izelandia, Bugardt, Celia I., Fragoso, Marta F.","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300002&lang=pt" 
"S1885-642X2016000300005-esp","Assessment of Texan pharmacists&#039; attitudes, behaviors, and preferences related to continuing pharmacy education","Alkateeb, Fadi M., Attarabeen, Omar F., Alameddine, Sarah","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300005&lang=pt" 
"S1885-642X2016000300004-esp","A qualitative study exploring physicians&#039; perceptions on the role of community pharmacists in Dubai","Rayes, Ibrahim K., Abduelkarem, Abduelmula R.","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300004&lang=pt" 
"S1885-642X2016000300011-esp","Chronic disease, medications and lifestyle: perceptions from a regional Victorian Aboriginal community","Deacon-Crouch, Melissa, Skinner, Isabelle, Connelly, Mo, Tucci, Joseph","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300011&lang=pt" 
"S0871-018X2016000300008-prt","Características agronômicas de cultivares de milho verde submetidas a doses de Ribumin","Silva, Ricardo de A., Souza, Ubiratan O., Santos, Leandro G. dos, Melo, Nilvan C., Vasconcelos, Ramon C. de","Revista de Ciências Agrárias; 39(3); 395-403","Revista de Ciências Agrárias","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-018X2016000300008&lang=pt" 
"S1727-99332016000300011-per","Registro adicional de Langea euprosopides (Coleoptera: Cicindelidae) para el Perú","Navarrete, Bustamante","Revista Peruana de Biología; 23(3); 311-314","Revista Peruana de Biología","Espanhol","2016","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332016000300011&lang=pt" 
"S1885-642X2016000300001-esp","Bradford&#039;s law, the long tail principle, and transparency in Journal Impact Factor calculations","Fernandez-Llimos, Fernando","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300001&lang=pt" 
"S1885-642X2016000300003-esp","Prevalence and nature of off-label antibiotic prescribing for children in a tertiary setting: a descriptive study from Jordan","Mukattash, Tareq L., Hayajneh, Wail A., Ibrahim, Shorok M., Ayoub, Abeer, Ayoub, Nehad, Jarab, Anan S., Khdour, Maher, Almaaytah, Ammar","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300003&lang=pt" 
"S1885-642X2016000300009-esp","Evaluation of pharmaceutical concerns in Germany: frequency and potential reasons","Gradl, Gabriele, Krieg, Eva-Maria, Schulz, Martin","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300009&lang=pt" 
"S1885-642X2016000300007-esp","Purchasing Over-the-counter medicines from Australian pharmacy: what do the pharmacy customers value and expect?","Chan, Vincent, Tran, Hung","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300007&lang=pt" 
"S1885-642X2016000300008-esp","A pharmacy-based medication reconciliation and review program in hemodialysis patients: a prospective study","Patricia, Nicholas J., Foote, Edward F.","Pharmacy Practice (Granada); 14(3); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000300008&lang=pt" 
"S0864-34662016000300010-spa","Impacto de la hipertensión arterial esencial y la cardiopatía isquémica en víctimas de muerte cardíaca súbita","Vilches Izquierdo, Ernesto, Ochoa Montes, Luis Alberto, González Lugo, Mileidys, Ramos Marrero, Lianne, Tamayo Vicente, Nidia Doris, García Ones, Damary, Díaz Londres, Henrry","Revista Cubana de Salud Pública; 42(3); 432-441","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300010&lang=pt" 
"S0864-34662016000300008-spa","Diagnóstico de la satisfacción laboral en una entidad asistencial hospitalaria","Alvarez Santos, Lilisbeth, de Miguel Guzmán, Margarita, Noda Hernández, Esther, Alvarez López, Luis Felipe, Galcerán Chacón, Galina","Revista Cubana de Salud Pública; 42(3); 407-417","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300008&lang=pt" 
"S0864-34662016000300006-spa","Intervención educativa para la aprehensión del enfoque de género en infantes","Lozano Lefrán, Anabel, Rodríguez Washington, Noralydis, Castañeda Abascal, Ileana Elena","Revista Cubana de Salud Pública; 42(3); 385-395","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300006&lang=pt" 
"S0864-34662016000300003-spa","Misiones en combate","Rojas Ochoa, Francisco","Revista Cubana de Salud Pública; 42(3); 352-360","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300003&lang=pt" 
"S0864-34662016000300005-spa","Caracterización de las publicaciones sobre tabaquismo en revistas científicas cubanas (2005-2014)","Pupo Ávila, Noria Liset, Hechavarría Toledo, Suiberto, Lozano Lefrán, Anabel","Revista Cubana de Salud Pública; 42(3); 375-384","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300005&lang=pt" 
"S0864-34662016000300011-spa","Consumo de medicamentos y condiciones de vida","García Milian, Ana Julia, López Verde, Lisbet, Pría Barros, María del Carmen, León Cabrera, Pablo","Revista Cubana de Salud Pública; 42(3); 442-450","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300011&lang=pt" 
"S0864-34662016000300017-spa","Proyectos políticos y opciones de salud en América Latina* (Ideología, discurso y realidades)","Laurell, Asa Cristina","Revista Cubana de Salud Pública; 42(3); 489-502","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300017&lang=pt" 
"S0864-34662016000300013-spa","Producción científica brasileña acerca de las dimensiones de la vulnerabilidad y salud del niño","Assunta Busato, Maria, Ferraz, Lucimare, Aguiar, Rodrigo, Kades Andrigue, Karen Cristina, Zeni Refosco, Mónica, de Lima Trindade, Letícia","Revista Cubana de Salud Pública; 42(3); 459-469","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300013&lang=pt" 
"S0864-34662016000300007-spa","Necesidades educativas en salud sexual y reproductiva en adolescentes peruanos de nivel secundario","Vela Arévalo, Elsa","Revista Cubana de Salud Pública; 42(3); 396-406","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300007&lang=pt" 
"S0864-34662016000300001-spa","Nuestro homenaje al compañero Fidel","VELA VALDÉS, JUAN","Revista Cubana de Salud Pública; 42(3); 347-349","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300001&lang=pt" 
"S0864-34662016000300009-spa","El rol de farmacia en la vigilancia de la salud en Costa Rica","Jiménez Herrera, Luis","Revista Cubana de Salud Pública; 42(3); 418-431","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300009&lang=pt" 
