"S0004-282X2015001201047-scl","The clival canal","Campos, Deivis de, Jotz, Geraldo Pereira, Goulart, Guilherme Reghelin, Malysz, Tais","Arquivos de Neuro-Psiquiatria; 73(12); 1047-1047","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001201047&lang=pt" 
"S1794-88862015000300003-col","Introducción al dossier de patrimonio","Saladino, Alejandra","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (27); 35-35","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862015000300003&lang=pt" 
"S1794-88862015000300001-col","Editorial","Vidal Ortega, Antonino","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (27); 1-2","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862015000300001&lang=pt" 
"S1794-88862015000300013-col","Empresarios del Caribe colombiano: historia económica y empresarial del Magdalena Grande y del Bajo Magdalena, 1870-1930","Elías-Caro, Jorge Enrique","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (27); 8-13","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862015000300013&lang=pt" 
"S1794-88862015000300002-col","Liberalismo versus conservadurismo en América Latina y el Caribe del siglo XIX: Reflexión desde una perspectiva crítica","Sang Ben, Mu-Kien Adriana","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (27); 1-34","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862015000300002&lang=pt" 
"S1794-88862015000300014-col","Sobre arquitectos, planos y finanzas de la construcción de la catedral de Santa Marta a finales del siglo XVIII","D’Amato Castillo, Guissepe","Memorias: Revista Digital de Historia y Arqueología desde el Caribe; (27); 10-16","Memorias: Revista Digital de Historia y Arqueología desde el Caribe","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-88862015000300014&lang=pt" 
"S1983-21172015000300529-scl","Editorial","Aguiar Jr, Orlando","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 529-529","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300529&lang=pt" 
"S0101-47142015000200011-scl","As capitanias hereditárias no mapa de Luís Teixeira","Cintra, Jorge Pimentel","Anais do Museu Paulista: História e Cultura Material; 23(2); 11-42","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200011&lang=pt" 
"S0101-47142015000200139-scl","Operários da memória: artistas escultores do início do século XX e o concurso do monumento Glória Imortal aos Fundadores de São Paulo","Uhle, Ana Rita","Anais do Museu Paulista: História e Cultura Material; 23(2); 139-163","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200139&lang=pt" 
"S1983-21172015000300727-scl","APRENDIZAGEM DOCENTE NO ÂMBITO DO PIBID/FÍSICA:A VISÃO DOS BOLSISTAS DE INICIAÇÃO À DOCÊNCIA","Darroz, Luiz Marcelo, Wannmacher, Clóvis Milton Duval","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 727-748","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300727&lang=pt" 
"S0101-47142015000200239-scl","Le Musée de l&#039;histoire de l&#039;immigration à Paris: une collection et un musée en devenir","Delaplace, Andréa","Anais do Museu Paulista: História e Cultura Material; 23(2); 239-264","Anais do Museu Paulista: História e Cultura Material","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200239&lang=pt" 
"S0101-47142015000200189-scl","De uma &quot;cientificidade difusa&quot;: o coronel e as práticas colecionistas do Museu Sertório na São Paulo em fins do século XIX","Carvalho, Paula","Anais do Museu Paulista: História e Cultura Material; 23(2); 189-210","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200189&lang=pt" 
"S1984-22012015000300109-scl","O MITO DO &quot;FATOR ANTRÓPICO&quot; NO DISCURSO AMBIENTAL GEOGRÁFICO","Lima, Elias Lopes de","Mercator (Fortaleza); 14(3); 109-122","Mercator (Fortaleza)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300109&lang=pt" 
"S1984-22012015000300151-scl","CONTRIBUIÇÃO DA MORFOMETRIA PARA O ESTUDO DAS INUNDAÇÕES NA SUB-BACIA DO RIO LUÍS ALVES/SC","Franco, Ana Carolina Vicenzi, Dal Santo, Mariane Alves","Mercator (Fortaleza); 14(3); 151-167","Mercator (Fortaleza)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300151&lang=pt" 
"S1984-22012015000300089-scl","LA ECONOMÍA SOCIAL Y SOLIDARIA EN LA TRANSICIÓN AMBIENTAL","Alió, Mª Àngels, Azevedo, Francisco Fransualdo de","Mercator (Fortaleza); 14(3); 89-108","Mercator (Fortaleza)","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300089&lang=pt" 
"S1984-22012015000300169-scl","INDICADORES MACRO E MICROMORFOLÓGICOS DA QUALIDADE FÍSICA DE UM LATOSSOLO VERMELHO CULTIVADO COM CANA-DE-AÇÚCAR","Silva, Adriana Aparecida, Castro, Selma Simões de","Mercator (Fortaleza); 14(3); 169-185","Mercator (Fortaleza)","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300169&lang=pt" 
"S1984-22012015000300045-scl","ASCENSÃO DAS MULTILATINAS CIMENTEIRAS NA ECONOMIA GLOBAL","Santos, Leandro Bruno","Mercator (Fortaleza); 14(3); 45-60","Mercator (Fortaleza)","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300045&lang=pt" 
"S1984-22012015000300075-scl","REESTRUTURAÇÃO PRODUTIVA E RECONFIGURAÇÃO DA ÁREA CENTRAL DE FORTALEZA","Silva, José Borzacchiello da","Mercator (Fortaleza); 14(3); 75-88","Mercator (Fortaleza)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300075&lang=pt" 
"S0101-47142015000200165-scl","Duchamp&#039;s Erotic Stereoscopic Exercises","Adams, Gavin","Anais do Museu Paulista: História e Cultura Material; 23(2); 165-185","Anais do Museu Paulista: História e Cultura Material","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200165&lang=pt" 
"S1984-22012015000300027-scl","SOCIAL AND CINEMATIC LANDSCAPE IN NEIGHBOURING SOUNDS","Costa, Maria Helena Braga e Vaz da","Mercator (Fortaleza); 14(3); 27-43","Mercator (Fortaleza)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300027&lang=pt" 
"S1984-22012015000300123-scl","CARACTERIZAÇÃO GEOMORFOLÓGICA E MORFOMÉTRICA PARA AVERIGUAÇÃO DE ATIVIDADE TECTÔNICA","Barbosa, Maria Emanuella Firmino, Furrier, Max","Mercator (Fortaleza); 14(3); 123-149","Mercator (Fortaleza)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300123&lang=pt" 
"S1984-22012015000300061-scl","PRODUÇÃO DO ESPAÇO METROPOLITANO DE FORTALEZA E A DINÂMICA INDUSTRIAL","Muniz, Alexsandra Maria Vieira","Mercator (Fortaleza); 14(3); 61-74","Mercator (Fortaleza)","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012015000300061&lang=pt" 
"S0101-47142015000200093-scl","Sociedade armada: o modo senhorial de atuação no Brasil Império","Almeida, Adilson José de","Anais do Museu Paulista: História e Cultura Material; 23(2); 93-138","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200093&lang=pt" 
"S0101-47142015000200211-scl","Imigração, patrimônio cultural e turismo no Brasil","Paiva, Odair da Cruz","Anais do Museu Paulista: História e Cultura Material; 23(2); 211-237","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200211&lang=pt" 
"S1983-21172015000300633-scl","LEITURA EM SALA DE AULA DE CIÊNCIAS COMO UMA PRÁTICA SOCIAL DIALÓGICA E PEDAGÓGICA","Silveira Júnior, Célio da, Lima, Maria Emília Caixeta de Castro, Machado, Andréa Horta","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 633-656","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300633&lang=pt" 
"S0104-62762015000300643-scl","Aferindo a capacidade de influência das conferências de políticas públicas sobre os programas das respectivas políticas setoriais","Petinelli, Viviane","Opinião Pública; 21(3); 643-672","Opinião Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000300643&lang=pt" 
"S1983-21172015000300657-scl","A MEDIDA NAS PESQUISAS EM EDUCAÇÃO: EMPREGANDO O MODELO RASCH PARA ACESSAR E AVALIAR TRAÇOS LATENTES","Amantes, Amanda, Coelho, Geide Rosa, Marinho, Rafael","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 657-684","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300657&lang=pt" 
"S1983-21172015000300749-scl","A FORMAÇÃO EDUCACIONAL NA EJA: DILEMAS E REPRESENTAÇÕES SOCIAIS","Gouveia, Daniele da Silva Maia, Silva, Alcina Maria Testa Braz da","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 749-767","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300749&lang=pt" 
"S1983-21172015000300535-scl","As complexidades inerentes ao tema &quot;mudanças climáticas&quot;: desafios e perspectivas para o ensino de física","Reis, Danielle Aparecida dos, Silva, Luciano Fernandes, Figueiredo, Newton","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 535-554","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300535&lang=pt" 
"S0104-62762015000300535-scl","Eleição de Dilma ou segunda reeleição de Lula? Uma análise espacial do pleito de 2010","Magalhães, André Matos, Silva, Marcelo Eduardo Alves da, Dias, Fernando de Mendonça","Opinião Pública; 21(3); 535-573","Opinião Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000300535&lang=pt" 
"S1983-21172015000300707-scl","ARGUMENTAÇÃO E ORIENTAÇÕES DISCURSIVAS NA EDUCAÇÃO EM CIÊNCIAS","Vieira, Rodrigo Drumond, Nascimento, Silvania Sousa do, Melo, Viviane Florentino de, Bernardo, José Roberto da Rocha","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 707-725","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300707&lang=pt" 
"S0104-62762015000300673-scl","Federalismo e bons governos: uma análise política da gestão fiscal dos municípios","Melo, Clóvis Alberto Vieira de, Souza, Saulo Santos de, Bonfim, Washington Luís de Sousa","Opinião Pública; 21(3); 673-692","Opinião Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000300673&lang=pt" 
"S0104-62762015000300514-scl","Os custos eleitorais do Bolsa Família: reavaliando seu impacto sobre a eleição presidencial de 2006","Corrêa, Diego Sanches","Opinião Pública; 21(3); 514-534","Opinião Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000300514&lang=pt" 
"S1983-21172015000300769-scl","MOBILIZAÇÃO DO CONHECIMENTO SOCIOAMBIENTAL DE PROFESSORES POR MEIO DO DESENVOLVIMENTO DE AÇÕES PARA CONSERVAÇÃO DE NASCENTES URBANAS","Teixeira, Catarina, Alves, Jacqueline Magalhães","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 769-792","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300769&lang=pt" 
"S0104-62762015000300626-scl","Privação relativa e ativismo em protestos no Brasil: uma investigação sobre o horizonte do possível","Mendonça, Clarice, Fuks, Mario","Opinião Pública; 21(3); 626-642","Opinião Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762015000300626&lang=pt" 
"S0101-47142015000200007-scl","Apresentação","Ornstein, Sheila Walbe","Anais do Museu Paulista: História e Cultura Material; 23(2); 7-8","Anais do Museu Paulista: História e Cultura Material","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-47142015000200007&lang=pt" 
"S1983-21172015000300795-scl","A COMPLEXIDADE APLICADA À EDUCAÇÃO","Bassalobre, Janete Netto","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 795-800","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300795&lang=pt" 
"S1983-21172015000300607-scl","IMAGENS E DESENHOS INFANTIS NOS PROCESSOS DE CONSTRUÇÃO DE SENTIDOS EM UMA SEQUÊNCIA DE ENSINO SOBRE CICLO DA ÁGUA","Silva, Andreza Fortinida, Aguiar Jr., Orlando, Belmiro, Célia Abicalil","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 17(3); 607-632","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172015000300607&lang=pt" 
"S1984-70332015000400285-scl","&#039;Norine&#039;, a cinnamon-linalool hybrid cultivar of basil","Blank, Arie Fitzgerald, Santana, Alea Dayane Dantas de, Arrigoni-Blank, Maria de Fátima, Andrade, Thiago Matos, Pinto, Jéssika Andreza Oliveira, Nascimento Júnior, Alberto Ferreira de, Luz, José Magno Queiroz","Crop Breeding and Applied Biotechnology; 15(4); 285-289","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400285&lang=pt" 
"S1677-55382015000601096-scl","Safety of 12 core transrectal ultrasound guided prostate biopsy in patients on aspirin","Vasudeva, Pawan, Kumar, Niraj, Kumar, Anup, Singh, Harbinder, Kumar, Gaurav","International braz j urol; 41(6); 1096-1100","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601096&lang=pt" 
"S1677-55382015000601226-scl","Adult granulosa cell tumor of the testis masquerading as hydrocele","Vallonthaiel, Archana George, Kakkar, Aanchal, Singh, Animesh, Dogra, Prem N, Ray, Ruma","International braz j urol; 41(6); 1226-1231","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601226&lang=pt" 
"S1677-55382015000601049-scl","The use of alpha-1 adrenergic blockers in children with distal ureterolithiasis: a systematic review and meta-analysis","Glina, F.P., Castro, P.M.V., Monteiro, G.G.R., Guerra, G.C. Del, Glina, S., Mazzurana, M., Bernardo, W.M.","International braz j urol; 41(6); 1049-1057","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601049&lang=pt" 
"S1677-55382015000601108-scl","Beyond biology: the impact of marital status on survival of patients with adrenocortical carcinoma","Klaassen, Zachary, Reinstatler, Lael, Terris, Martha K., Underwood III, Willie, Moses, Kelvin A.","International braz j urol; 41(6); 1108-1115","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601108&lang=pt" 
"S1677-55382015000601148-scl","Experimental use of a cellulosic biopolymer as a new material for suburethral sling in the treatment of stress urinary incontinence","Lucena, Roberto G., Lima, Salvador V. C., Aguiar, José L. de A., Andrade, Rogerson T., Pinto, Flávia C. M., Vilar, Fabio O.","International braz j urol; 41(6); 1148-1153","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601148&lang=pt" 
"S0864-03942015000400006-cub","Digestibilidad de un ensilaje de caña de azúcar con porcinaza, y su evaluación en un sistema bovino de doble propósito","Estrada-Álvarez, J, Villa-Duque, N, Henao-Uribe, F. J","Pastos y Forrajes; 38(4); 425-430","Pastos y Forrajes","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942015000400006&lang=pt" 
"S1677-55382015000601154-scl","Contemporary Series of Robotic-Assisted Distal Ureteral Reconstruction Utilizing Side Docking Position","Slater, Rick C., Farber, Nicholas J., Riley, Julie M., Shilo, Yaniv, Ost, Michael C.","International braz j urol; 41(6); 1154-1159","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601154&lang=pt" 
"S1984-70332015000400290-scl","BRS 369RF and BRS 370RF: Glyphosate tolerant, high-yielding upland cotton cultivars for central Brazilian savanna","Morello, Camilo de Lelis, Suassuna, Nelson Dias, Barroso, Paulo Augusto Vianna, Filho, João Luís da Silva, Ferreira, Alexandre Cunha de Barcellos, Lamas, Fernando Mendes, Pedrosa, Murilo Barros, Chitarra, Luiz Gonzaga, Ribeiro, José Lopes, Godinho, Vicente de Paulo Campos, Lanza, Marcelo Abreu","Crop Breeding and Applied Biotechnology; 15(4); 290-294","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400290&lang=pt" 
"S1025-02552015000600010-cub","Traqueoplastia de urgencia en estenosis baja con aplicación de ventilación mecánica independiente: presentación de dos casos","García Álvarez, Pedro Julio, García Alvero, Angel Pastor, Santana Álvarez, Jorge, Ravelo Gutierrez, Odrey, González Guerra, Irisandra","Revista Archivo Médico de Camagüey; 19(6); 635-645","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600010&lang=pt" 
"S1025-02552015000600012-cub","Fascitis necrotizante","Hernández González, Erick Héctor, Mosquera Betancourt, Gretel, Rosa Salazar, Víctor de la","Revista Archivo Médico de Camagüey; 19(6); 654-664","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600012&lang=pt" 
"S1025-02552015000600008-cub","Ventilación transoperatoria controlada por volumen versus ventilación obligatoria intermitente sincronizada","García Álvarez, Pedro Julio, López Lazo, Sarah, Cabreja Mola, Edel, González Guerra, Irisandra","Revista Archivo Médico de Camagüey; 19(6); 618-628","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600008&lang=pt" 
"S1025-02552015000600013-cub","La linfoadenectomía mediastinal en la cirugía del cáncer pulmonar de células no pequeñas","García Rodríguez, Miguel Emilio, Armas Pérez, Bárbaro Agustín, Koelig Padrón, Raúl, Flagela Camacho, Adalio","Revista Archivo Médico de Camagüey; 19(6); 665-675","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000600013&lang=pt" 
"S0864-03942015000400002-cub","Influencia de la fertilización en las propiedades físico-químicas de un suelo dedicado a la producción de semilla de Megathyrsus maximus","Ramírez, J. F, Fernandez, Yousi, González, P. J, Salazar, Xiomara, Iglesias, J. M, Olivera, Yuseika","Pastos y Forrajes; 38(4); 393-402","Pastos y Forrajes","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942015000400002&lang=pt" 
"S1677-55382015000601101-scl","Serum Levels of Trace Elements in Patients with Testicular Cancers","Kaba, Mehmet, Pirinççi, Necip, Yüksel, Mehmet Bilgehan, Geçit, İlhan, Güneş, Mustafa, Demir, Murat, Akkoyun, HurremTuran, Demir, Halit","International braz j urol; 41(6); 1101-1107","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601101&lang=pt" 
"S1984-70332015000400203-scl","Inheritance of resistance to papaya ringspot virus-watermelon strain (PRSV-W) in &#039;Whitaker&#039; summer squash line","Menezes, Cícero B, Maluf, Wilson R, Faria, Marcos V, Azevedo, Sebastião M, Resende, Juliano T V, Figueira, Antonia R, Gomes, Luiz A A","Crop Breeding and Applied Biotechnology; 15(4); 203-209","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400203&lang=pt" 
"S1677-55382015000601160-scl","Serum interleukin -8 is not a reliable marker for prediction of vesicoureteral reflux in children with febrile urinary tract infection","Mahyar, Abolfazl, Ayazi, Parviz, Yarigarravesh, Mohammad Hadi, Khoeiniha, Mohammad Hossein, Oveisi, Sonia, Sahmani, Ahmad Ali, Esmaeily, Shiva","International braz j urol; 41(6); 1160-1166","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601160&lang=pt" 
"S1984-70332015000400235-scl","Heterosis and combining ability in crosses between two groups of open-pollinated maize populations","Mendes, Udenys Cabral, Filho, José Branco de Miranda, Oliveira, Aurilene Santos, Reis, Edésio Fialho dos","Crop Breeding and Applied Biotechnology; 15(4); 235-243","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400235&lang=pt" 
"S1677-55382015000601202-scl","The evaluation of pulmonary function and blood gas analysis in patients submitted to laparoscopic versus open nephrectomy","Koc, Ayfer, Inan, Gozde, Bozkirli, Fusun, Coskun, Demet, Tunc, Lutfi","International braz j urol; 41(6); 1202-1208","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601202&lang=pt" 
"S1677-55382015000601209-scl","Robot-Assisted Extended Pelvic Lymph Nodes Dissection for Prostate Cancer: Personal Surgical Technique and Outcomes","Francesco, Porpiglia, Stefano, De Luca, Riccardo, Bertolo, Roberto, Passera, Fabrizio, Mele, Matteo, Manfredi, Daniele, Amparore, Ivano, Morra, Cristian, Fiori","International braz j urol; 41(6); 1209-1219","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601209&lang=pt" 
"S1677-55382015000601194-scl","Bladder response to acute sacral neuromodulation while treating rats in different phases of complete spinal cord injury: a preliminary study","Shi, Ping, Fang, Youfang, Yu, Hongliu","International braz j urol; 41(6); 1194-1201","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601194&lang=pt" 
"S1677-55382015000601067-scl","Adjuvant chemotherapy for locally advanced upper tract urothelial carcinoma: updated results of the Seoul National university hospital experience","Kim, Hyung Suk, Lee, Joong Sub, Jeong, Chang Wook, Kwak, Cheol, Kim, Hyeon Hoe, Ku, Ja Hyeon","International braz j urol; 41(6); 1067-1079","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601067&lang=pt" 
"S1677-55382015000601185-scl","Protective effect of hydrogen sulfide on renal injury in the experimental unilateral ureteral obstruction","Dursun, Murat, Otunctemur, Alper, Ozbek, Emin, Sahin, Suleyman, Besiroglu, Huseyin, Ozsoy, Ozgur Doga, Cekmen, Mustafa, Somay, Adnan, Ozbay, Nurver","International braz j urol; 41(6); 1185-1193","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601185&lang=pt" 
"S1984-70332015000400265-scl","Intraspecific variability of camu-camu fruit in native populations of northern Amazonia","Chagas, Edvan Alves, Lozano, Ricardo Manuel Bardales, Chagas, Pollyana Cardoso, Bacelar-Lima, Christinny Giselly, Garcia, Maria Isabel Ribeiro, Oliveira, Jaqueline Vilena, Souza, Olisson Mesquita, Morais, Bruna Santana, Araújo, Maria da Conceição da Rocha","Crop Breeding and Applied Biotechnology; 15(4); 265-271","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400265&lang=pt" 
"S1984-70332015000400227-scl","Genetic parameters and selection of Brachiaria decumbens hybrids for agronomic traits and resistance to spittlebugs","Mateus, Rogério Gonçalves, Barrios, Sanzio Carvalho Lima, Valle, Cacilda Borges do, Valério, José Raul, Torres, Fabrícia Zimermann Vilela, Martins, Lucas Bearari, Amaral, Pedro Nelson Cesar do","Crop Breeding and Applied Biotechnology; 15(4); 227-234","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400227&lang=pt" 
"S1984-70332015000400210-scl","Efficiency of selection in early generations of potato families with a view toward heat tolerance","Figueiredo, Izabel Cristina Rodrigues de, Pinto, César Augusto Brasil Pereira, Ribeiro, Guilherme Henrique Martins Rodrigues, Lino, Leandro de Oliveira, Lyra, Danilo Hottis, Moreira, Carolina Mariane","Crop Breeding and Applied Biotechnology; 15(4); 210-217","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400210&lang=pt" 
"S1677-55382015000601088-scl","Loss of TIMP-1 immune expression and tumor recurrence in localized prostate cancer","Reis, Sabrina Thalita dos, Viana, Nayara Izabel, Iscaife, Alexandre, Pontes Junior, José, Dip, Nelson, Antunes, Alberto Azoubel, Guimarães, Vanessa Ribeiro, Santana, Isaque, Nahas, William Carlos, Srougi, Miguel, Leite, Katia Ramos Moreira","International braz j urol; 41(6); 1088-1095","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601088&lang=pt" 
"S1677-55382015000601132-scl","Efficacy of botulinum toxin type A 100 units versus 200 units for treatment of refractory idiopathic overactive bladder","Abdelwahab, Osama, Sherif, Hammouda, Soliman, Tark, Elbarky, Ihab, Eshazly, Aly","International braz j urol; 41(6); 1132-1140","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601132&lang=pt" 
"S1677-55382015000601141-scl","Sphingosine Kinase 1 urothelial expression is increased in patients with neurogenic detrusor overactivity","Ballouhey, Quentin, Panicker, Jalesh N., Mazerolles, Catherine, Roumiguié, Mathieu, Zaidi, Falek, Rischmann, Pascal, Malavaud, Bernard, Gamé, Xavier","International braz j urol; 41(6); 1141-1147","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601141&lang=pt" 
"S1677-55382015000601080-scl","Clinical significance of serum and urinary HER2/neu protein levels in primary non-muscle invasive bladder cancer","Arikan, Ozgur, Yýldýrým, Asýf, Ýsbilen, Banu, Canakci, Cengiz, Atýs, Gokhan, Gurbuz, Cenk, Erol, Bulent, Ýsman, Ferruh Kemal, Ozkanli, Seyma, Caskurlu, Turhan","International braz j urol; 41(6); 1080-1087","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601080&lang=pt" 
