"S0717-554X2016000100004-chl","La sociología sin método: la raíz hegeliana del pensamiento de Luhmann","Casanova, Mauricio","Cinta de moebio; (55); 47-65","Cinta de moebio","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2016000100004&lang=pt" 
"S1806-00132016000100008-scl","Avaliação de dor e qualidade de vida de pacientes com fibromialgia","Lorena, Suélem Barros de, Pimentel, Eduardo Augusto dos Santos, Fernandes, Vanessa Medeiros, Pedrosa, Márcio Botelho, Ranzolin, Aline, Duarte, Angela Luzia Branco Pinto","Revista Dor; 17(1); 8-11","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100008&lang=pt" 
"S1806-00132016000100057-scl","O alívio da dor como forma de legitimação dos direitos humanos","Lisboa, Lívia Vieira, Lisboa, José Augusto Ataíde, Sá, Katia Nunes","Revista Dor; 17(1); 57-60","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100057&lang=pt" 
"S1806-00132016000100069-scl","Processo de implantação da estratégia vigilância à dor crônica osteomioarticular na atenção básica. Estudo de Caso","Silva, Francisco Ednardo Damasceno, Dantas, Francisco Rafael Pinheiro, Macena, Raimunda Hermelinda Maia, Vasconcelos, Thiago Brasileiro de","Revista Dor; 17(1); 69-72","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100069&lang=pt" 
"S1806-00132016000100001-scl","A Revista Dor e o desafio para as novas indexações","Kraychete, Durval Campos","Revista Dor; 17(1); 1-1","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100001&lang=pt" 
"S0034-71402016000100099-scl","Medidas Recentes de Desoneração Tributária no Brasil: Uma Análise de Equilíbrio Geral Computável","Souza, Kênia Barreiro de, Cardoso, Débora Freire, Domingues, Edson Paulo","Revista Brasileira de Economia; 70(1); 99-125","Revista Brasileira de Economia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100099&lang=pt" 
"S0034-71402016000100031-scl","Optimal Insider Strategy with Law Penalties","Fajardo, José","Revista Brasileira de Economia; 70(1); 31-40","Revista Brasileira de Economia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100031&lang=pt" 
"S0034-71402016000100003-scl","Progressividade e Aspectos Distributivos na Previdência Social: Uma Análise com o Emprego dos Microdados dos Registros Administrativos do RGPS","Afonso, Luís Eduardo","Revista Brasileira de Economia; 70(1); 3-30","Revista Brasileira de Economia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100003&lang=pt" 
"S0034-71402016000100071-scl","Regional Labor Market Differences in Brazil and Search Frictions: Some Structural Estimates","Oliveira, Paulo Felipe de, Carvalho, José Raimundo","Revista Brasileira de Economia; 70(1); 71-98","Revista Brasileira de Economia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100071&lang=pt" 
"S0718-09342016000100003-chl","Análisis de la competencia lingüístico-discursiva escrita de los alumnos de nuevo ingreso del Grado de Maestro en Educación Primaria","Rico Martín, Ana María, Níkleva, Dimitrinka","Revista signos; 49(90); 48-70","Revista signos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100003&lang=pt" 
"S0718-09342016000100005-chl","Un corpus de bigramas utilizado como corrector ortográfico y gramatical destinado a hablantes nativos de español","San Mateo, Alicia","Revista signos; 49(90); 94-118","Revista signos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100005&lang=pt" 
"S0718-09342016000100001-chl","Bueno, pues, es que… en fin: ¿Qué marcadores discursivos enseñar?","Domínguez García, Noemí","Revista signos; 49(90); 03-24","Revista signos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100001&lang=pt" 
"S0718-09342016000100004-chl","Communication strategies used by different level L2 English learners in oral interaction","Rosas Maldonado, Maritza","Revista signos; 49(90); 71-93","Revista signos","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100004&lang=pt" 
"S0718-09342016000100006-chl","Open Information Extraction from real Internet texts in Spanish using constraints over part-of-speech sequences: Problems of the method, their causes, and ways for improvement","Zhila, Alisa, Gelbukh, Alexander","Revista signos; 49(90); 119-142","Revista signos","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100006&lang=pt" 
"S0718-09342016000100002-chl","Funciones estratégicas de las redes de metáforas en torno a &#039;socialismo&#039;: Un análisis interaccional del discurso político de Hugo Chávez","Duarte, Mercedes","Revista signos; 49(90); 24-47","Revista signos","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342016000100002&lang=pt" 
"S0103-05822016010300001-scl","Factors associated with short sleep duration in adolescents","Felden, Érico Pereira Gomes","Revista Paulista de Pediatria; 34(1); 1-1","Revista Paulista de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822016010300001&lang=pt" 
"S1405-66662016000100007-mex","Consorcio Mexicano de Revistas de Investigación Educativa","","Revista mexicana de investigación educativa; 21(68); 7-16","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100007&lang=pt" 
"S1405-66662016000100045-mex","La evolución del autoconcepto académico en adolescentes","Ibarra Aguirre, Enrique, Jacobo García, Héctor Manuel","Revista mexicana de investigación educativa; 21(68); 45-70","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100045&lang=pt" 
"S1578-25492016000100006-esp","Qué hacemos con el deterioro de la salud laboral y cómo avanzar en la igualdad y los derechos de los trabajadores en tiempos de crisis","Castejón, Emilio","Archivos de Prevención de Riesgos Laborales; 19(1); 34-34","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100006&lang=pt" 
"S1578-25492016000100009-esp","Agencia Europea para la Salud y la Seguridad en el Trabajo","","Archivos de Prevención de Riesgos Laborales; 19(1); 42-42","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100009&lang=pt" 
"S1578-25492016000100005-esp","Riesgos psicosociales: ¿hay que evaluar las condiciones de ocupación?","Mira Muñoz, Miquel","Archivos de Prevención de Riesgos Laborales; 19(1); 30-31","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100005&lang=pt" 
"S1578-25492016000100008-esp","Una base de datos de mediciones basadas en las fuentes para la evaluación de la exposición laboral a campos electromagnéticos en el estudio INTEROCC: un enfoque en forma de revisión de la literatura","","Archivos de Prevención de Riesgos Laborales; 19(1); 37-39","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100008&lang=pt" 
"S1578-25492016000100002-esp","Archivos 2015: archivos en abierto","Fontcuberta, Laura, Delclòs, Jordi, Martínez, José Miguel, León, Margarita, Varela, Pilar, Ronda, Elena","Archivos de Prevención de Riesgos Laborales; 19(1); 10-13","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100002&lang=pt" 
"S1578-25492016000100004-esp","Actualización de los valores de exposición a polvo de madera incluidos en la matriz empleo-exposición MatEmESp a partir de datos procedentes de la base de datos WOODEX","Ramoneda Paniagua, Alex, van der Haar, Rudolf","Archivos de Prevención de Riesgos Laborales; 19(1); 22-29","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100004&lang=pt" 
"S1806-00132016000100047-scl","Derivados canabinóides e o tratamento farmacológico da dor","Lessa, Marcos Adriano, Cavalcanti, Ismar Lima, Figueiredo, Nubia Verçosa","Revista Dor; 17(1); 47-51","Revista Dor","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100047&lang=pt" 
"S1806-00132016000100061-scl","Is aerobic exercise useful to manage chronic pain?","Cunha, Carolina Ortigosa, Pinto-Fiamengui, Lívia Maria Sales, Sampaio, Fernanda Araújo, Conti, Paulo César Rodrigues","Revista Dor; 17(1); 61-64","Revista Dor","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132016000100061&lang=pt" 
"S1405-66662016000100167-mex","Repensando la educación media y el formato escolar moderno: la experiencia de los talleres extracurriculares en una escuela argentina","Tobeña, Verónica","Revista mexicana de investigación educativa; 21(68); 167-190","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100167&lang=pt" 
"S0034-71402016000100061-scl","Uma Nota Sobre o Impacto do Preço do Açúcar, do Etanol e da Gasolina na Produção do Setor Sucroalcooleiro","Melo, André de Souza, Sampaio, Yony de Sá Barreto","Revista Brasileira de Economia; 70(1); 61-69","Revista Brasileira de Economia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100061&lang=pt" 
"S1405-66662016000100221-mex","La apropiación de la enseñanza por la acción en escuelas rurales federales de Texcoco y Chalco, 1922-1940","Alfonseca Giner de los Ríos, Juan B.","Revista mexicana de investigación educativa; 21(68); 221-248","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100221&lang=pt" 
"S1405-66662016000100017-mex","La imagen de los países a través de una didáctica digital ubicua: un estudio de caso con México","Vázquez Cano, Esteban, López Meneses, Eloy, Sáez López, José Manuel","Revista mexicana de investigación educativa; 21(68); 17-44","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100017&lang=pt" 
"S1405-66662016000100095-mex","Patrones de elección de los participantes del concurso para el ingreso a la Educación Media Superior de la COMIPEMS","García Pinzón, Ingrid","Revista mexicana de investigación educativa; 21(68); 95-118","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100095&lang=pt" 
"S1405-66662016000100119-mex","¿Cómo enseñar historia y ciencias sociales en la educación preescolar?","Hernández Cervantes, Lorenia, Pagès Blanch, Joan","Revista mexicana de investigación educativa; 21(68); 119-140","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100119&lang=pt" 
"S1405-66662016000100249-mex","Percepciones sobre trabajo y educación en comunidades queretanas: &quot;Ya tenemos el aeropuerto pero...&quot;","Calderón Guerrero, Gabriela, Carrillo Pacheco, Marco Antonio, Soto Martínez, Martha Beatriz","Revista mexicana de investigación educativa; 21(68); 249-274","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100249&lang=pt" 
"S1405-66662016000100191-mex","Prácticas alfabetizadoras de madres y profesoras: sus efectos sobre habilidades de niños preescolares","Rugerio, Juan Pablo, Guevara Benítez, Yolanda","Revista mexicana de investigación educativa; 21(68); 191-220","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100191&lang=pt" 
"S1405-66662016000100141-mex","Trabajo por proyectos en el aula de ciencias de secundaria: tensiones curriculares y resoluciones docentes","Blancas Hernández, José Luis, Guerra Ramos, María Teresa","Revista mexicana de investigación educativa; 21(68); 141-166","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100141&lang=pt" 
"S1405-66662016000100071-mex","Desencuentro cultural en el aula: una barrera al aprendizaje de niños y niñas en situación de pobreza","Julio-Maturana, Cristina, Conejeros-Solar, Leonor, Rojas Aravena, Carola, Mohammad Jiménez, Marcela, Rubí Castillo, Yanina, Cortés León, Yasna","Revista mexicana de investigación educativa; 21(68); 71-94","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100071&lang=pt" 
"S1405-66662016000100275-mex","El sentido de pertenencia en escuelas públicas de excelencia","Quaresma, Maria Luísa, Zamorano, Leandro","Revista mexicana de investigación educativa; 21(68); 275-298","Revista mexicana de investigación educativa","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662016000100275&lang=pt" 
"S2236-89062016000100019-scl","Ensino de Botânica no Ensino Fundamental: estudando o pólen por meio de multimodos","Stanski, Carin, Luz, Cynthia Fernandes Pinto, Rodrigues, Adriana Ribeiro Ferreira, Nogueira, Melissa Koch Fernandes de Souza","Hoehnea; 43(1); 19-26","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100019&lang=pt" 
"S1578-25492016000100001-esp","Incertidumbres y retos ante los riesgos laborales nuevos y emergentes","Brocal, Francisco","Archivos de Prevención de Riesgos Laborales; 19(1); 6-9","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100001&lang=pt" 
"S1578-25492016000100003-esp","Estudio descriptivo de la incapacidad temporal en el sector sanitario de Cataluña (2009-2012)","Vilardell Ynaraja, M., Esteve Pardo, M., Carreras Valls, R., Olivé Cristany, V., Bretau Viñas, F., Subirats Cid, P., Sánchez Flores, E.M., Villegas Rodríguez, S., Guixeras Campos, A., Torrecillas Mota, S., Barroso Reinon, S., Serra Pujadas, C., Santiñà Vila, M.","Archivos de Prevención de Riesgos Laborales; 19(1); 15-21","Archivos de Prevención de Riesgos Laborales","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492016000100003&lang=pt" 
"S2236-89062016000100151-scl","Relações do N, P e K com a fluorescência da clorofila, teores de nutrientes foliares e carboidratos solúveis do caule de Caesalpinia echinata Lam.","Cuzzuol, Geraldo Rogério Faustini, Canal, Emerson Campos, Gama, Vinícius Novo, Zanetti, Leonardo Valandro","Hoehnea; 43(1); 151-158","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100151&lang=pt" 
"S2236-89062016000100087-scl","Levantamento florístico de Myrtaceae no município de Jacobina, Chapada Diamantina, Estado da Bahia, Brasil","Stadnik, Aline, Oliveira, Marla Ibrahim U. de, Roque, Nádia","Hoehnea; 43(1); 87-97","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100087&lang=pt" 
"S2236-89062016000100119-scl","Synopsis of the genus Peperomia Ruiz &amp; Pav. (Piperaceae) in Roraima State, Brazil","Melo, Aline, Guimarães, Elsie F., Alves, Marccus","Hoehnea; 43(1); 119-134","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100119&lang=pt" 
"S2236-89062016000100135-scl","Estudo fenológico de Bactris gasipaes Kunth,Euterpe edulis Mart. e Syagrus romanzoffiana (Cham.) Glassman no Vale do Ribeira, SP, Brasil","Garcia, Valéria Augusta, Barbedo, Cláudio José","Hoehnea; 43(1); 135-149","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100135&lang=pt" 
"S2236-89062016000100057-scl","Diversity of conidial fungi and some abiotic variables of the water after the reopening of the Pirarungaua stream in the Jardim Botânico, São Paulo, São Paulo State, Brazil","Schoenlein-Crusius, Iracema H., Diniz, Bruna Flores, Costa, Renata Torres da, Sabino, Ariana P.R., Moro, Larissa B., Boro, Marcela, Ishida, Cecília M., Jesus, Ana Lúcia de, Pires-Zottarelli, Carmen L.A.","Hoehnea; 43(1); 57-75","Hoehnea","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100057&lang=pt" 
"S2236-89062016000100099-scl","Diversidade florística de Dioscoreaceae na Reserva Biológica do Alto da Serra de Paranapiacaba, Santo André, São Paulo, Brasil","Kirizawa, Mizue, Xifreda, Cecilia Carmen, Silva, Jonathan Henrique da","Hoehnea; 43(1); 99-117","Hoehnea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062016000100099&lang=pt" 
"S0034-71402016000100041-scl","Estimating Brazilian Monthly GDP: a State-Space Approach","Issler, João Victor, Notini, Hilton Hostalacio","Revista Brasileira de Economia; 70(1); 41-59","Revista Brasileira de Economia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402016000100041&lang=pt" 
"S1806-66902016000100178-scl","Chlorophyll fluorescence in the evaluation of photosynthetic electron transport chain inhibitors in the pea","Farias, Marcio Espinosa, Martinazzo, Emanuela Garbin, Bacarin, Marcos Antonio","Revista Ciência Agronômica; 47(1); 178-186","Revista Ciência Agronômica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902016000100178&lang=pt" 
"S1806-66902016000100041-scl","Droplet spectrum at different vapour pressure deficits1","Maciel, Christiam Felipe Silva, Teixeira, Mauri Martins, Fernandes, Haroldo Carlos, Zolnier, Sérgio, Cecon, Paulo Roberto","Revista Ciência Agronômica; 47(1); 41-46","Revista Ciência Agronômica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902016000100041&lang=pt" 
"S1806-66902016000100108-scl","Relação causa e efeito de caracteres quantitativos sobre a capacidade de expansão do grão em milho-pipoca","Cabral, Pablo Diego Silva, Amaral Júnior, Antonio Teixeira do, Freitas, Ismael Lourenço de Jesus, Ribeiro, Rodrigo Moreira, Silva, Thiago Rodrigues da Conceição","Revista Ciência Agronômica; 47(1); 108-117","Revista Ciência Agronômica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902016000100108&lang=pt" 
"S1414-32832016000100205-scl","Reply","Reeves, Scott","Interface - Comunicação, Saúde, Educação; 20(56); 205-206","Interface - Comunicação, Saúde, Educação","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832016000100205&lang=pt" 
"S1414-32832016000100077-scl","Diversos nomes para o cansaço: categorias emergentes e sua relação com o mundo do trabalho","Zorzanelli, Rafaela, Vieira, Isabela, Russo, Jane Araujo","Interface - Comunicação, Saúde, Educação; 20(56); 77-88","Interface - Comunicação, Saúde, Educação","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832016000100077&lang=pt" 
"S1806-66902016000100077-scl","Effect of food additives on the antioxidant properties and microbiological quality of red guava juice","Silva, Natalia Kellen Vieira da, Sabino, Luiz Bruno de Sousa, Oliveira, Luciana Siqueira de, Torres, Lucicléia Barros de Vasconcelos, Sousa, Paulo Henrique Machado de","Revista Ciência Agronômica; 47(1); 77-85","Revista Ciência Agronômica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902016000100077&lang=pt" 
"S1806-66902016000100047-scl","Proposal for qualitative and quantitative descriptors to characterise bamboo germplasm","Generoso, Andressa Leal, Santos, Jardel Oliveira, Carvalho, Virginia Silva, Sacoman, Nayara Niele, Rodrigues, Rosana","Revista Ciência Agronômica; 47(1); 47-55","Revista Ciência Agronômica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-66902016000100047&lang=pt" 
"S1414-32832016000100202-scl","Educação interprofissional na formação em Saúde: tecendo redes de práticas e saberes","Batista, Nildo Alves, Batista, Sylvia Helena Souza da Silva","Interface - Comunicação, Saúde, Educação; 20(56); 202-204","Interface - Comunicação, Saúde, Educação","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832016000100202&lang=pt" 
"S2077-28742016000100016-cub","La Morfofisiología y el rendimiento académico del estudiante: un problema vigente","Cabrera Llano, Jorge Luis, Villar Váldes, Melba, Alfonso Arbolaez, Leydi Esther","EDUMECENTRO; 8(1); 187-193","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100016&lang=pt" 
"S2077-28742016000100015-cub","La actividad científica: espacio idóneo para la colaboración en ciencias médicas","Gallardo Sánchez, Yurieth, Núñez Ramírez, Leonor","EDUMECENTRO; 8(1); 181-186","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100015&lang=pt" 
"S2077-28742016000100013-cub","El estudio de casos como método problémico en ciencias médicas: una experiencia necesaria","Artiles Monteagudo, María Elena, Artiles Rivero, Carlos Javier, Rodríguez Gómez, Frank Ernesto","EDUMECENTRO; 8(1); 165-173","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100013&lang=pt" 
"S2077-28742016000100012-cub","Lo distintivo en la subcompetencia sociocultural de la comunicación en instituciones médicas","Sarasa Muñoz, Nélida Liduvina, Cañizares Luna, Oscar, Menéndez Pérez, Blasa Melba","EDUMECENTRO; 8(1); 159-164","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100012&lang=pt" 
"S2077-28742016000100001-cub","Tareas docentes sobre contenidos de Estomatología Legal en la especialidad Estomatología General Integral","Hernández Millán, Ana Belkys, Mora Pérez, Clotilde","EDUMECENTRO; 8(1); 1-14","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100001&lang=pt" 
"S2077-28742016000100006-cub","Materiales complementarios para la docencia de posgrado en Psiquiatría","Gutiérrez Medina, Héctor, Yanes Díaz, Dora, Quesada Ravelo, Yeleines, Ángel Luis, García Ferreiro, Bello Viego, Richar Agustín","EDUMECENTRO; 8(1); 69-83","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100006&lang=pt" 
"S2077-28742016000100003-cub","Sistema automatizado para mejorar la calidad docente-asistencial en la residencia de Ginecología y Obstetricia","Jiménez Puñales, Sandi, Socarras Fernández, Naibel, Gómez González, Ydalmi, Cabrera Blanco, Raisa, Iglesias Yera, Armando Eugenio, Vega Betancourt, Nuria","EDUMECENTRO; 8(1); 28-42","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100003&lang=pt" 
"S2077-28742016000100011-cub","La investigación y su contribución formativa en estudiantes de las ciencias médicas","Rodríguez Abrahantes, Taimi Nereida, Rodríguez Abrahantes, Arahy, García Pérez, Margarita","EDUMECENTRO; 8(1); 143-158","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100011&lang=pt" 
"S2077-28742016000100009-cub","Caracterización del examen estatal aplicado en la carrera Licenciatura en Enfermería. Curso 2012-2013","Quiñones Gutiérrez, Dayami, Díaz Rojas, Pedro Augusto, Cabrera Diéguez, Liset, Pérez Carralero, Leonor, Concepción Suárez, Yoanne","EDUMECENTRO; 8(1); 111-124","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100009&lang=pt" 
"S2077-28742016000100007-cub","Labor extensionista desde la universidad médica para prevenir el tabaquismo en niños y adolescentes","Martínez Frómeta, Marlisis, Toledo Pimentel, Bárbara Francisca, Moreira Silverio, Betty, González Fernández, Isis, Torres Toledo, Daniel, Hernández Rodríguez, Ernesto","EDUMECENTRO; 8(1); 84-95","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100007&lang=pt" 
"S2077-28742016000100004-cub","Curso en red: Enseñanza virtual en la docencia médica","de la Torre Rodríguez, Maidelan, Rojas Machado, Nictadys, Bilbao Consuegra, Maida, Torres Milord, Isbety, Barroso Mesa, Lourdes","EDUMECENTRO; 8(1); 43-55","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100004&lang=pt" 
"S2077-28742016000100010-cub","Las imágenes digitales como medios de enseñanza en la docencia de las ciencias médicas","Marrero Pérez, Martha Denis, Santana Machado, Alfredo Tito, Águila Rivalta, Yadira, Pérez de León, Adrián","EDUMECENTRO; 8(1); 125-142","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100010&lang=pt" 
"S2077-28742016000100005-cub","Compendio de actividades lúdicas para enseñar la gramática inglesa en II año de Medicina","Banguela Guerra, Pablo Tomás, Nodarse González, Norma Melitina, Cárdenas Santana, Jaqueline, Concepción Morales, Yainel, Aguilera Cardona, Adilén","EDUMECENTRO; 8(1); 56-68","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100005&lang=pt" 
"S2077-28742016000100002-cub","Determinación del nivel de preparación metodológica del profesor para desarrollar tareas docentes integradoras en Morfofisiología","Alberro Fernández, Marianela, Pérez Espinosa, Lina Martha, Ferrer Díaz, Magalys, Lara Villa, Marisela, Barrios González, Maritza, Milián Darias, Manuel","EDUMECENTRO; 8(1); 15-27","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100002&lang=pt" 
"S2077-28742016000100008-cub","Acciones para reforzar los valores responsabilidad y humanismo en los futuros profesionales de la salud","Sosa Martínez, Lilian Ivonne, Espinosa Arencibia, Alicia, Corne Carmenate, Ramón, Corne Sosa, Ernesto, Reyes Corne, Maidelis, Leal Felipe, Maylén","EDUMECENTRO; 8(1); 96-110","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100008&lang=pt" 
"S2077-28742016000100014-cub","Acciones educativas para una sexualidad responsable en adolescentes desde la extensión universitaria","Almeida Gacives, Wilfredo de Jesús, Borges Acosta, Maritza, Bolufé Vilaza, María Eugenia","EDUMECENTRO; 8(1); 174-180","EDUMECENTRO","Espanhol","2016","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2077-28742016000100014&lang=pt" 
"S1409-00152016000100282-cri","Principales patologías asociadas a la vía biliar y páncreas y la aplicación de la colangiopancreatografía retrógrada endoscópica (CPRE) en el diagnóstico y tratamiento de algunas de ellas","Montenegro, Karla Artavia","Medicina Legal de Costa Rica; 33(1); 282-290","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100282&lang=pt" 
"S1409-00152016000100035-cri","Evaluación médico legal de las equimosis cutaneas","Jiménez, José Carlos Jiménez, Alvarado, Silvia Tashira Chinchilla, Morales, Lachiner Saborío","Medicina Legal de Costa Rica; 33(1); 35-43","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100035&lang=pt" 
"S1409-00152016000100116-cri","Abordaje del abuso sexual infantil: Combatiendo la revictimizacion","Sáenz, Marcela González, Umaña, Silvia Vanessa Álvarez, Cerdas, Jahaira Vanessa Soto, Quirós, Víctor Daniel Quirós","Medicina Legal de Costa Rica; 33(1); 116-125","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100116&lang=pt" 
