"S0100-204X2014000400237-scl","Simulação do risco de deficit hídrico em regiões de expansão do cultivo de cana-de-açúcar no Brasil","Vianna, Murilo dos Santos, Sentelhas, Paulo Cesar","Pesquisa Agropecuária Brasileira; 49(4); 237-246","Pesquisa Agropecuária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2014000400237&lang=pt" 
"S1684-18242014000200008-cub","Manifestaciones clínicas bucales y análisis microbiológico en paciente con ateroesclerosis. Presentación de caso","Martínez Abreu, Judit, Villegas Rojas, Ivernis, González González, Mario Joel","Revista Médica Electrónica; 36(2); 195-203","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200008&lang=pt" 
"S1684-18242014000200003-cub","Parasitosis intestinal en pacientes internados en el Hospital Provincial Psiquiátrico Docente Antonio Guiteras Holmes. Matanzas, Cuba","González Montero, Yoselín, Cañete Villafranca, Roberto, Machado Cazorla, Kiraly, Álvarez Suárez, Ariel, Álvarez González, Bárbara, Rodríguez Jiménez, Pablo","Revista Médica Electrónica; 36(2); 139-148","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200003&lang=pt" 
"S1684-18242014000200002-cub","Necesidad de tratamiento en pacientes con enfermedad periodontal inmunoinflamatoria crónica. Jovellanos 2012","Loredo Sandoval, Yenit, Cruz Morales, Rosario, Casamayor Laime, Zuleika, del Puerto Horta, Mirna, Montero Arguelles, Mayra, Espino Garzó, Daylin","Revista Médica Electrónica; 36(2); 127-138","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200002&lang=pt" 
"S1684-18242014000200001-cub","El Programa del Médico y la Enfermera de la Familia a treinta años de su inicio","Placeres Hernández, José Fernando, Martínez Abreu, Judit","Revista Médica Electrónica; 36(2); 124-126","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200001&lang=pt" 
"S1684-18242014000200007-cub","La acción cardioprotectora del uso moderado de alcohol","Arredondo Bruce, Alfredo, del Risco Morales, Osmany","Revista Médica Electrónica; 36(2); 181-194","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200007&lang=pt" 
"S1684-18242014000200006-cub","Intervención integral educativa en hipertensión arterial. Policlínico Héroes del Moncada. Municipio de Cárdenas, 2013","Achiong Estupiñán, Fernando, Morales Rigau, José, Acebo Figueroa, Fernando, González Hernández, Yolanda, Abreu Leon, Emilio, Vega Rico, Odalys","Revista Médica Electrónica; 36(2); 171-180","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200006&lang=pt" 
"S1684-18242014000200005-cub","¿Eficiente administración sanitaria? Caso clínica estomatológica","Ramírez Betancourt, Francisco, Ramos Alfonso, Yanelis, Petersson Roldán, Maritza, Ramírez Hernández, Jorge Amhed, García Rodríguez, Eimy","Revista Médica Electrónica; 36(2); 160-170","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200005&lang=pt" 
"S1684-18242014000200004-cub","Manejo de las lesiones de la vía biliar postcolecistectomía laparoscópica mediante colangiopancreatografía retrógrada endoscópica","Ramos Pachón, Carlos Manuel, Hernández Rodríguez, Yoel, del Valle Llufrio, Pedro","Revista Médica Electrónica; 36(2); 149-159","Revista Médica Electrónica","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242014000200004&lang=pt" 
"S1815-58982014000100010-cub","Innovación y diversidad: Retos y oportunidades en Arquitectura, Diseño y Urbanismo. Reseña de la Segunda Conferencia ALFA ADU_2020","González Couret, Dania","Arquitectura y Urbanismo; 35(1); 104-110","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100010&lang=pt" 
"S1815-58982014000100011-cub","El arte como recurso para la evaluación del proceso de enseñanza del dibujo en las carreras de ciencias técnicas","López Varona, Eduardo, Ortega Rocubert, Judith, Suárez Toirán, Julio Aníbal, Jiménez López, Máximo Armando","Arquitectura y Urbanismo; 35(1); 111-117","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100011&lang=pt" 
"S1815-58982014000100009-cub","El uso del ferrocemento en la construcción civil. Experiencia cubana","Wainshtok Rivas, Hugo, Lizazo Hernández, Yenliu","Arquitectura y Urbanismo; 35(1); 97-102","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100009&lang=pt" 
"S1815-58982014000100008-cub","Kioto, la antigua capital del Japón y el modelo chino de la ciudad ideal","Niglio, Olimpia","Arquitectura y Urbanismo; 35(1); 92-96","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100008&lang=pt" 
"S1815-58982014000100001-cub","EDITORIAL","Matamoros, Mabel","Arquitectura y Urbanismo; 35(1); 03-03","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100001&lang=pt" 
"S1815-58982014000100003-cub","Las Ramblas en el crecimiento urbano de Barcelona","Ospina-Tascón, Juan José","Arquitectura y Urbanismo; 35(1); 22-34","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100003&lang=pt" 
"S1815-58982014000100002-cub","Estudio para la localización de un museo de arte contemporáneo en La Habana","Collado Baldoquin, Natalí, Matamoros Tuma, Mabel","Arquitectura y Urbanismo; 35(1); 5-21","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100002&lang=pt" 
"S1815-58982014000100005-cub","Metodología para la identificación, clasificación y evaluación de los recursos territoriales turísticos del centro de ciudad de Fort-de-France","Camara, Charles Jean, Morcate Labrada, Flora de los Ángeles","Arquitectura y Urbanismo; 35(1); 48-67","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100005&lang=pt" 
"S1815-58982014000100004-cub","Concentraciones agroazucareras de Camagüey. Condicionantes de su consolidación territorial","Herrera Pupo, Gerson","Arquitectura y Urbanismo; 35(1); 35-47","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100004&lang=pt" 
"S1815-58982014000100007-cub","Experiencias en la aplicación del hormigón hidrófugo en cubiertas de edificios multifamiliares","García Muñoz, Rosa María, Sánchez Rodríguez, Fernando, Ruiz Cabrera, Fernando, Araújo Bertini, Alexandre, Sánchez García, Fernando","Arquitectura y Urbanismo; 35(1); 82-90","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100007&lang=pt" 
"S1815-58982014000100006-cub","Arquitectura Art Decó en el Centro Histórico de la ciudad de Santiago de Cuba","Puente San Millán, Elidar","Arquitectura y Urbanismo; 35(1); 68-81","Arquitectura y Urbanismo","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1815-58982014000100006&lang=pt" 
"S0120-09762014000100005-col","El resumen documental científico: reflexiones y propuestas de mejora relativas a su definición, tipología y calidad para satisfacer las necesidades de información de los usuarios","Oliva Marañón, Carlos","Revista Interamericana de Bibliotecología; 37(1); 87-96","Revista Interamericana de Bibliotecología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762014000100005&lang=pt" 
"S0120-09762014000100004-col","La gestión del acceso a las revistas electrónicas desde el punto de vista de un agente de suscripciones","Vázquez-Moctezuma, Salvador Enrique","Revista Interamericana de Bibliotecología; 37(1); 67-83","Revista Interamericana de Bibliotecología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762014000100004&lang=pt" 
"S0120-09762014000100001-col","La información medioambiental en España: recursos y acceso a la información pública: análisis webmétrico (2ª parte)","Blázquez Ochando, Manuel, Ramos Simón, L. Fernando, Arquero Avilés, Rosario, Cobo Serrano, Silvia","Revista Interamericana de Bibliotecología; 37(1); 13-37","Revista Interamericana de Bibliotecología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762014000100001&lang=pt" 
"S0120-09762014000100003-col","El libro-recluso. Las bibliotecas en el sistema penitenciario chileno actual","Rementería Piñones, José Ariel, Miranda Nuñez, Macarena","Revista Interamericana de Bibliotecología; 37(1); 47-66","Revista Interamericana de Bibliotecología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762014000100003&lang=pt" 
"S0120-09762014000100002-col","Las competencias de información en la biblioteca escolar puertorriqueña: una exploración necesaria","Sánchez Lugo, José, Centeno Casillas, Karen","Revista Interamericana de Bibliotecología; 37(1); 35-46","Revista Interamericana de Bibliotecología","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-09762014000100002&lang=pt" 
"S0004-27302014000300260-scl","Rare renal metastases from differentiated thyroid carcinoma: early clinical detection and treatment based on radioiodine","Qiu, Zhong-Ling, Xue, Yan-Li, Luo, Quan-Yong","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 260-269","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300260&lang=pt" 
"S0004-27302014000300313-scl","Successful parathyroid tissue autograft after 3 years of cryopreservation: a case report","Leite, Ana K. N., Junior, Climério P. do N., Arap, Sérgio S., Massoni, Ledo, Lourenço, Delmar M., Brandão, Lenine Garcia, Montenegro, Fábio L. de M.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 313-316","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300313&lang=pt" 
"S1984-02922014000100003-scl","A pesquisa intervenção como exercício ético e a metodologia como paraskeué","Prudente, Jéssica, Tittoni, Jaqueline","Fractal : Revista de Psicologia; 26(1); 17-28","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100003&lang=pt" 
"S1414-81452014000200303-scl","Protocolo de cuidados ao cliente com distúrbio respiratório: ferramenta para tomada de decisão aplicada à enfermagem","Paes, Graciele Oroski, Mello, Enirtes Caetano Prates, Leite, Joséte Luzia, Mesquita, Maria Gefé da Rosa, Oliveira, Francimar Tinoco de, Carvalho, Simone Mendes","Escola Anna Nery; 18(2); 303-310","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200303&lang=pt" 
"S1414-81452014000200311-scl","Erros de medicação: estudo descritivo das classes dos medicamentos e medicamentos de alta vigilância","Bohomol, Elena","Escola Anna Nery; 18(2); 311-316","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200311&lang=pt" 
"S1414-81452014000200317-scl","Comunicação na iminência da morte: percepções e estratégia adotada para humanizar o cuidar em enfermagem","Brito, Fabiana Medeiros de, Costa, Isabelle Cristinne Pinto, Costa, Solange Fátima Geraldo da, Andrade, Cristiani Garrido de, Santos, Kamyla Félix Oliveira dos, Francisco, Daniel Pereira","Escola Anna Nery; 18(2); 317-322","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200317&lang=pt" 
"S1414-81452014000200323-scl","O significado da utilização de psicofármacos para indivíduos com transtorno mental em acompanhamento ambulatorial","Xavier, Mariane da Silva, Terra, Marlene Gomes, Silva, Cristiane Trivisiol da, Mostardeiro, Sadja Cristina Tassinari de Souza, Silva, Adão Ademir da, Freitas, Fernanda Franceschi de","Escola Anna Nery; 18(2); 323-329","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200323&lang=pt" 
"S1414-81452014000200330-scl","Saúde do Idoso: percepções relacionadas ao atendimento","Vello, Lais Soares, Popim, Regina Célia, Carazzai, Elisabete Manieri, Pereira, Maria Alice Ornelas","Escola Anna Nery; 18(2); 330-335","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200330&lang=pt" 
"S1414-81452014000200336-scl","Referenciais teóricos que norteiam a prática de enfermagem em saúde mental","Lima, Deivson Wendell da Costa, Silveira, Lia Carneiro, Vieira, Alcivan Nunes, Cunha, Bruna Moreira Camarotti da, Almeida, Arisa Nara Saldanha de, Guerreiro, Eryjosy Marculino","Escola Anna Nery; 18(2); 336-342","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200336&lang=pt" 
"S1414-81452014000200290-scl","Pneumonia associada à ventilação mecânica: discursos de profissionais acerca da prevenção","Silva, Sabrina Guterres da, Nascimento, Eliane Regina Pereira do, Salles, Raquel Kuerten de","Escola Anna Nery; 18(2); 290-295","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200290&lang=pt" 
"S1414-81452014000200343-scl","Perfil e posicionamento do enfermeiro gerente quanto ao processo de enfermagem","Trigueiro, Elizabeth Vasconcelos, Leite, José Eugênio Lopes, Dantas, Dândara Nayara Azevêdo, Coura, Alexsandro Silva, Enders, Bertha Cruz","Escola Anna Nery; 18(2); 343-349","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200343&lang=pt" 
"S1414-81452014000200284-scl","Validação de material educativo para alta hospitalar de pacientes com prescrição de oxigenoterapia domiciliar prolongada","Coriolano-Marinus, Maria Wanderleya de Lavor, Pavan, Marina Ivanenko, Lima, Luciane Soares de, Bettencourt, Ana Rita de Cássia","Escola Anna Nery; 18(2); 284-289","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200284&lang=pt" 
"S1414-81452014000200350-scl","O ser-portador de tuberculose em prisões: um estudo de enfermagem","Santos, Marcandra Nogueira de Almeida, Sá, Antonia Margareth Moita","Escola Anna Nery; 18(2); 350-355","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200350&lang=pt" 
"S0103-73072014000100012-scl","&quot;Práticas de pensamento&quot; e o debate curricular: contribuições a partir de Foucault-Cortázar","Ribeiro, Cintya Regina","Pro-Posições; 25(1); 219-237","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100012&lang=pt" 
"S0103-73072014000100011-scl","Professoras iniciantes: formação, experiência e desenvolvimento profissional","Papi, Silmara de Oliveira Gomes","Pro-Posições; 25(1); 199-218","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100011&lang=pt" 
"S1414-81452014000200356-scl","A prática do quarto passo da iniciativa hospital amigo da criança","D&#039;Artibale, Eloana Ferreira, Bercini, Luciana Olga","Escola Anna Nery; 18(2); 356-364","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200356&lang=pt" 
"S0103-73072014000100010-scl","A linguagem da cultura corporal sob o olhar de professores da educação infantil","Ehrenberg, Mônica Caldas","Pro-Posições; 25(1); 181-198","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100010&lang=pt" 
"S1414-81452014000200234-scl","A família durante a internação hospitalar da criança: contribuições para a enfermagem","Gomes, Giovana Calcagno, Erdmann, Alacoque Lorenzini, Oliveira, Pâmela Kath de, Xavier, Daiani Modernel, Santos, Silvana Sidney Costa, Farias, Dóris Helena Ribeiro","Escola Anna Nery; 18(2); 234-240","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200234&lang=pt" 
"S1414-81452014000200220-scl","Flebite associada a cateteres intravenosos periféricos em crianças: estudo de fatores predisponentes","Jacinto, Amanda Karina de Lima, Avelar, Ariane Ferreira Machado, Wilson, Ana Maria Miranda Martins, Pedreira, Mavilde da Luz Gonçalves","Escola Anna Nery; 18(2); 220-226","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200220&lang=pt" 
"S1414-81452014000200227-scl","Hospitalização no segundo ano de vida em crianças consideradas de risco ao nascimento","Barreto, Mayckel da Silva, Marcon, Sonia Silva","Escola Anna Nery; 18(2); 227-233","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200227&lang=pt" 
"S1414-81452014000200215-scl","Acidentes domésticos e diagnósticos de enfermagem de crianças nascidas expostas ao HIV","Lima, Ivana Cristina Vieira de, Pedrosa, Nathália Lima, Galvão, Marli Teresinha Gimeniz, Aguiar, Larissa de Fátima Pontes, Paiva, Simone Sousa, Holanda, Eliane Rolim de","Escola Anna Nery; 18(2); 215-219","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200215&lang=pt" 
"S1414-81452014000200209-scl","Intervenção educativa utilizando a atividade de vida respiração com adolescentes","Beserra, Eveline Pinheiro, Sousa, Leilane Barbosa de, Alves, Maria Dalva Santos","Escola Anna Nery; 18(2); 209-214","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200209&lang=pt" 
"S1414-81452014000200202-scl","Percepções de adolescentes sobre uso/dependência de drogas: o teatro como estratégia pedagógica","Lopes, Gertrudes Teixeira, Bernardes, Margarida Maria Rocha, Ribeiro, Ana Paula Lopes Pinheiro, Belchior, Priscila Cortez, Delphim, Lívia Moreira, Ferreira, Rogério da Silva","Escola Anna Nery; 18(2); 202-208","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200202&lang=pt" 
"S1414-81452014000200277-scl","Percepção da comunicação, satisfação e necessidades dos familiares em Unidade de Terapia Intensiva","Puggina, Ana Claudia, Ienne, Amanda, Carbonari, Karla Fabiana Begosso Sampaio da Fonseca, Parejo, Lucineia Stach, Sapatini, Talita Fernanda, Silva, Maria Juia Paes","Escola Anna Nery; 18(2); 277-283","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200277&lang=pt" 
"S1414-81452014000200270-scl","Ocorrência e manejo de feridas neoplásicas em mulheres com câncer de mama avançado","Gozzo, Thais de Oliveira, Tahan, Fernanda Padovani, Andrade, Marceila de, Nascimento, Talita Garcia do, Prado, Maria Antonieta Spinoso","Escola Anna Nery; 18(2); 270-276","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200270&lang=pt" 
"S1414-81452014000200262-scl","A contribuição do acompanhante para a humanização do parto e nascimento: percepções de puérperas","Dodou, Hilana Dayana, Rodrigues, Dafne Paiva, Guerreiro, Eryjosy Marculino, Guedes, Maria Vilani Cavalcante, Lago, Pamela Nery do, Mesquita, Nayara Sousa de","Escola Anna Nery; 18(2); 262-269","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200262&lang=pt" 
"S1414-81452014000200257-scl","Fatores do pré-natal e do puerpério que interferem na autoeficácia em amamentação","Rodrigues, Andressa Peripolli, Padoin, Stela Maris de Mello, Guido, Laura de Azevedo, Lopes, Luis Felipe Dias","Escola Anna Nery; 18(2); 257-261","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200257&lang=pt" 
"S1414-81452014000200247-scl","Divergências em relação aos cuidados com o recém-nascido no centro obstétrico","Müller, Elizete Besen, Zampieri, Maria de Fátima Mota","Escola Anna Nery; 18(2); 247-256","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200247&lang=pt" 
"S1414-81452014000200241-scl","Equipe de enfermagem diante da dor do recém-nascido pré-termo","Amaral, Jesislei Bonolo do, Resende, Taciana Alves, Contim, Divanice, Barichello, Elizabeth","Escola Anna Nery; 18(2); 241-246","Escola Anna Nery","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452014000200241&lang=pt" 
"S0103-73072014000100009-scl","Enfrentar o vazio na cultura da imagem - entre a clínica e a educação","Ratto, Cleber Gibbon","Pro-Posições; 25(1); 161-179","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100009&lang=pt" 
"S0103-73072014000100008-scl","Hegemonia e confronto na produção da segunda LDB: o ensino religioso nas escolas públicas","Cunha, Luiz Antônio","Pro-Posições; 25(1); 141-159","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100008&lang=pt" 
"S0103-73072014000100005-scl","As Congregações de Notre-Dame de Sion: superioridade masculina e subordinação feminina na Igreja católica","Brito, Angela Xavier de","Pro-Posições; 25(1); 75-98","Pro-Posições","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072014000100005&lang=pt" 
"S1984-02922014000100010-scl","A noção de alteridade radical e sua importância na docência","Blum, Vera Lúcia","Fractal : Revista de Psicologia; 26(1); 123-136","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100010&lang=pt" 
"S1984-02922014000100011-scl","Linguagem e afetividade: a construção subjetiva da professora em suas narrativas","Borges, Fabrícia Teixeira, Almeida, Ana Rita Silva, Mozzer, Geisa Nunes de Souza","Fractal : Revista de Psicologia; 26(1); 137-154","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100011&lang=pt" 
"S1984-02922014000100012-scl","Escrita ensaística: fragmentos menores","Olegario, Fabiane, Munhoz, Angelica Vier","Fractal : Revista de Psicologia; 26(1); 155-164","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100012&lang=pt" 
"S1984-02922014000100013-scl","Uma compreensão Fenomenológico-Hermenêutica das compulsões na atualidade","Feijoo, Ana Maria Lopez Calvo de, Dhein, Carolina Freire","Fractal : Revista de Psicologia; 26(1); 165-178","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100013&lang=pt" 
"S1984-02922014000100014-scl","Retórica de influência social e negociação, segundo poder/reconhecimento na sociedade","Souza Filho, Edson Alves de","Fractal : Revista de Psicologia; 26(1); 179-198","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100014&lang=pt" 
"S1984-02922014000100015-scl","Escala de Atitudes em Saúde e Estética: construção e validação","Goetz, Everley Rosane, Camargo, Brigido Vizeu","Fractal : Revista de Psicologia; 26(1); 199-222","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100015&lang=pt" 
"S1984-02922014000100005-scl","Políticas públicas e capital social: o Projeto Consultório de Rua","Pacheco, Maria Eniana Araújo Gomes","Fractal : Revista de Psicologia; 26(1); 43-58","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100005&lang=pt" 
"S1984-02922014000100004-scl","A história do presente em Foucault e as lutas atuais","Prado Filho, Kleber, Lobo, Lilia Ferreira, Lemos, Flávia Cristina Silveira","Fractal : Revista de Psicologia; 26(1); 29-42","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100004&lang=pt" 
"S1984-02922014000100009-scl","&quot;Sempre tivemos mulheres nos cantos e nas cordas&quot;: uma pesquisa sobre o lugar feminino nas corporações musicais","Coelho, Mayara Pacheco, Silva, Marcos Vieira, Machado, Marília Novais da Mata","Fractal : Revista de Psicologia; 26(1); 107-122","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100009&lang=pt" 
"S1316-33612014000100007-ven","Infección por begomovirus en plantas de tomate propagadas bajo diferentes condiciones de protección física de semilleros","Chirinos, Dorys T, Geraud-Pouey, Francis, Romay, Gustavo, Fernández, Carlos, Bastidas, Liseth, Flores, Laer, Guerere, Pascual","Bioagro; 26(1); 57-62","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100007&lang=pt" 
"S1316-33612014000100006-ven","Micropropagación de Stevia rebaudiana Bertoni y detección de steviósidos","Vázquez-Baxcajay, Liberia, Robledo-Paz, Alejandrina, Muratalla-Lúa, Alfonso, Conde-Martínez, Víctor","Bioagro; 26(1); 49-56","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100006&lang=pt" 
"S1316-33612014000100001-ven","Respuesta del cafeto (Coffea arabica) ‘Catuaí’ a los herbicidas glifosato, clomazone, linuron, 2,4-D, metsulfuron-metil, rimsulfuron y clorimuron-etil","Anzalone, Alvaro, Arizaleta, Miguel, Vargas, Jorge","Bioagro; 26(1); 3-12","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100001&lang=pt" 
"S1316-33612014000100003-ven","Análisis regional de frecuencia de las sequías meteorológicas en la principal región cerealera de Venezuela","Paredes, Franklin, La Cruz, Freddy, Guevara, Edilberto","Bioagro; 26(1); 21-28","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100003&lang=pt" 
"S1316-33612014000100002-ven","Detección y cuantificación por qPCP de Colletotrichum lindemuthianum en tejidos y semillas de frijol en Antioquia, Colombia","Vanegas-Berrouet, Katherin, Martínez-Pacheco, Leonardo, Salazar-Yepes, Mauricio, Gutiérrez-Sánchez, Pablo, Marín-Montoya, Mauricio","Bioagro; 26(1); 13-20","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100002&lang=pt" 
"S1316-33612014000100008-ven","Especies de eristalinae (diptera: syrphidae) presentes en estados del Centro-occidente de Venezuela","Morales, José, González, Rafael, Arcaya, Evelín","Bioagro; 26(1); 63-68","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100008&lang=pt" 
"S0256-95742014000400032-sza","Hydrocephalus in spina bifida","Morgado, T, Figaji, A","SAMJ: South African Medical Journal; 104(4); 315-315","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400032&lang=pt" 
"S0256-95742014000400033-sza","Occult spinal dysraphism","Mankahla, N, Figaji, A","SAMJ: South African Medical Journal; 104(4); 316-316","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400033&lang=pt" 
