"S0100-67622006000100011-scl","Um modelo de distribuição diamétrica para povoamentos de Tectona grandis submetidos a desbaste","Leite, Helio Garcia, Nogueira, Gilciano Saraiva, Campos, João Carlos Chagas, Takizawa, Fausto Hissashi, Rodrigues, Flávio Lopes","Revista Árvore; 30(1); 89-98","Revista Árvore","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622006000100011&lang=pt" 
"S0034-72992006000100012-scl","Estudo cefalométrico comparativo entre respiradores nasais e predominantemente bucais","Frasson, Jussara Marinho Dias, Magnani, Maria Beatriz Borges de Araújo, Nouer, Darcy Flávio, Siqueira, Vânia Célia Vieira de, Lunardi, Nádia","Revista Brasileira de Otorrinolaringologia; 72(1); 72-82","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100012&lang=pt" 
"S0034-72992006000100015-scl","Tabagismo, abandono do fumo e os otorrinolaringologistas do estado de São Paulo","Balbani, Aracy Pereira Silveira, Montovani, Jair Cortez, Carvalho, Lidia Raquel de","Revista Brasileira de Otorrinolaringologia; 72(1); 96-103","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100015&lang=pt" 
"S0034-72992006000100016-scl","Eficácia e segurança de Sultamicilina (Ampicilina/Sulbactam) e Amoxacilina/Clavulanato no tratamento das infecções de via aéreas superiores em adultos: um estudo multicêntrico, aberto e randomizado","Ferreira, João Batista, Rapoport, Priscila Bogar, Sakano, Eulália, Kós, Arthur Octávio De Ávila, Piltcher, Otávio B., Pignatari, Shirley Shizue Nagata, Pinheiro, Sebastião Diógenes, Mocellin, Marcos","Revista Brasileira de Otorrinolaringologia; 72(1); 104-111","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100016&lang=pt" 
"S0034-72992006000100017-scl","Prevalência da Síndrome de Frey após parotidectomia parcial","Santos, Regiane Cristina, Chagas, Jose Francisco de Salles, Bezerra, Thiago Freire Pinto, Baptistella, Jose Eli, Pagani, Marcos Alberto, Melo, Alexandre Rocha","Revista Brasileira de Otorrinolaringologia; 72(1); 112-115","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100017&lang=pt" 
"S0034-72992006000100018-scl","Avaliação da concordância da sialometria e cintilografia de glândulas salivares em pacientes com boca seca","Liquidato, Bianca Maria, Soler, Rita de Cássia, Bussoloti Filho, Ivo","Revista Brasileira de Otorrinolaringologia; 72(1); 116-119","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100018&lang=pt" 
"S0034-72992006000100019-scl","Avaliação comportamental em crianças com disturbios obstrutivos do sono","Uema, Sandra Fumi Hamasaki, Vidal, Marla Vargas Rodrigues, Fujita, Reginaldo, Moreira, Gustavo, Pignatari, Shirley Shizue Nagata","Revista Brasileira de Otorrinolaringologia; 72(1); 120-123","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100019&lang=pt" 
"S0034-72992006000100020-scl","Distúrbio de hiperatividade e déficit de atenção na síndrome de apnéia obstrutuiva do sono: há melhora com tratamento cirúrgico?","Weber, Silke Anna Thereza, Lima Neto, Arlindo Cardoso, Ternes, Fernando José de Souza, Montovani, Jair Cortez","Revista Brasileira de Otorrinolaringologia; 72(1); 124-129","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100020&lang=pt" 
"S0034-72992006000100021-scl","Manobras para o tratamento da vertigem posicional paroxística benigna: revisão sistemática da literatura","Teixeira, Lázaro Juliano, Machado, João Natel Pollonio","Revista Brasileira de Otorrinolaringologia; 72(1); 130-139","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100021&lang=pt" 
"S0864-21252006000100002-cub","Asociación entre algunos factores psicosociales y el inicio de las relaciones sexuales en adolescentes escolares","Santana Pérez, Felipe, Verdeja Varela, Olga Lidia, Ovies Carballo, Gisel, Fleitas Ruiz, Reina","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100002&lang=pt" 
"S0864-21252006000100003-cub","Comportamiento sexual y uso del preservativo en adolescentes y jóvenes de un área de salud","García Roche, René G., Cortés Alfaro, Alba, Vila Aguilera, Luis Enrique, Hernández Sánchez, Mariela, Mesquia Valera, Alina","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100003&lang=pt" 
"S0864-21252006000100004-cub","Epidemiología del uso de drogas ilícitas en el municipio Plaza","Milián Gerardo, Yohandra, Gálvez Cabrera, Elisa, Pita Alcorta, Concepción, Rosales Domínguez, Odalys","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100004&lang=pt" 
"S0864-21252006000100005-cub","Directorio de buscadores de salud en Internet","Sarduy Domínguez, Yanetsys","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100005&lang=pt" 
"S0864-21252006000100006-cub","¿Es la raza un criterio útil en la práctica médica?","Martínez Fuentes, Antonio Julián, Fernández Díaz, Ivonne Elena","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100006&lang=pt" 
"S0864-21252006000100007-cub","El diagnóstico médico: bases y procedimientos","Díaz Novás, José, Gallego Machado, Bárbara, León González, Aracelys","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100007&lang=pt" 
"S0864-21252006000100008-cub","Algunas medidas de utilidad en el diagnóstico","Díaz Novás, José, Gallego Machado, Bárbara","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100008&lang=pt" 
"S0864-21252006000100009-cub","Adolescencia: Aspectos generales y atención a la salud","Aliño Santiago, Miriam, López Esquirol, Juana R., Navarro Fernández, Raymundo","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100009&lang=pt" 
"S0864-21252006000100010-cub","Cómo atender a la familia del enfermo terminal","Guinart Zayas, Nancy","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100010&lang=pt" 
"S0864-21252006000100012-cub","Diabetes mellitus: Diagnóstico positivo","Otero Morales, Jorge, Suárez Conejero, Ana María, Céspedes Lantigua, Luis, Reboredo, Waldo","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100012&lang=pt" 
"S0864-21252006000100014-cub","Resúmenes sobre asma bronquial","","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100014&lang=pt" 
"S0864-21252006000100015-cub","El médico de famila en Cuba","Presno Labrador, Clarivel","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100015&lang=pt" 
"S0864-21252006000100018-cub","Bibliomed sobre mortalidad por enfermedades crónicas de las vías respiratorias","","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100018&lang=pt" 
"S0864-21252006000100001-cub","Longevidad: estado cognoscitivo, validismo y calidad de vida","Martínez Querol, César, Pérez Martínez, Víctor T.","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100001&lang=pt" 
"S0864-21252006000100011-cub","Dolor en el pecho: Estrategia diagnóstica","Otero Morales, Jorge M., Suárez Conejero, Ana María, Céspedes Lantigua, Luis","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100011&lang=pt" 
"S0864-21252006000100013-cub","Comportamiento del asma bronquial en Cuba e importancia de la prevención de las enfermedades alérgicas en infantes","Abdo Rodríguez, Anselmo, Cué Brugueras, Manuel","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100013&lang=pt" 
"S0864-21252006000100019-cub","Personajes célebres y enfermedad: Van Gogh y sus trastornos mentales (I)","Lugones Botell, Miguel","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100019&lang=pt" 
"S0864-21252006000100016-cub","Factores de riesgo asociados a la retinopatía diabética en pacientes diabéticos tipo II","Osorio Illas, Lisis, Paisán Rizo, Wendy Miguel, Hitchman Barada, Dora L.","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100016&lang=pt" 
"S0864-21252006000100017-cub","Caracterización de las alteraciones del fondo de ojo en pacientes hipertensos en una comunidad venezolana","Osorio Illas, Lisis, Paisán Rizo, Wendy Miguel","Revista Cubana de Medicina General Integral; 22(1); -","Revista Cubana de Medicina General Integral","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252006000100017&lang=pt" 
"S0100-69912006000100008-scl","Janela pericárdica transdiafragmática no diagnóstico de lesão cardíaca","Mantovani, Mario, Espinola, Juliana Pinho, Fraga, Gustavo Pereira","Revista do Colégio Brasileiro de Cirurgiões; 33(1); 29-34","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000100008&lang=pt" 
"S0034-72992006000100001-scl","Manutenção do rumo da revista, porém com novas regras","Mello Júnior, João Ferreira de","Revista Brasileira de Otorrinolaringologia; 72(1); 2-2","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100001&lang=pt" 
"S0034-72992006000100008-scl","Configuração glótica em tocadores de instrumento de sopro","Eckley, Claudia Alessandra","Revista Brasileira de Otorrinolaringologia; 72(1); 45-47","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100008&lang=pt" 
"S0034-72992006000100011-scl","Estudo experimental comparativo entre o butil-2-cianoacrilato, a mistura gelatina-resorcina-formaldeído e sutura na estabilização de enxertos de cartilagem em coelhos","Costa, Heloisa Juliana Zabeu Rossi, Pereira, Celina Siqueira Barbosa, Costa, Márcio Paulino, Fabri, Fabrício Sanchez Soga Sanches, Lancellotti, Carmen Lúcia Penteado, Dolci, José Eduardo Lutaif","Revista Brasileira de Otorrinolaringologia; 72(1); 61-71","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100011&lang=pt" 
"S0034-72992006000100013-scl","Perfil da automedicação nos pacientes otorrinolaringológicos","Servidoni, Alexandre Barbosa, Coelho, Liliane, Navarro, Marcos de Lima, Ávila, Fernanda Gobbi de, Mezzalira, Raquel","Revista Brasileira de Otorrinolaringologia; 72(1); 83-88","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100013&lang=pt" 
"S0034-72992006000100014-scl","Estudo comparativo de pacientes submetidos à cauterização submucosa com ou sem fratura lateral do corneto inferior","Nassif Filho, Antonio Celso Nunes, Ballin, Carlos Roberto, Maeda, Carlos Augusto Seiji, Nogueira, Gustavo Fabiano, Moschetta, Matheus, Campos, Danielle Salvatti de","Revista Brasileira de Otorrinolaringologia; 72(1); 89-95","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100014&lang=pt" 
"S0034-72992006000100022-scl","Uso da gordura e fáscia muscular autólogas no tratamento da insuficiência glótica","Carneiro, Christiano de Giacomo, Tsuji, Domingos Hiroshi, Sennes, Luiz Ubirajara, Ximenes Filho, João Aragão, Imamura, Rui","Revista Brasileira de Otorrinolaringologia; 72(1); 140-144","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100022&lang=pt" 
"S0034-72992006000100002-scl","Pesquisa do vírus herpes simples na saliva de pacientes com paralisia facial periférica de Bell","Lazarini, Paulo Roberto, Vianna, Melissa Ferreira, Alcantara, Mônica Porto Alves, Scalia, Rodolfo Alexander, Caiaffa Filho, Hélio Hehl","Revista Brasileira de Otorrinolaringologia; 72(1); 7-11","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100002&lang=pt" 
"S0034-72992006000100003-scl","Papel do teste de detecção rápida do antígeno do estreptococcus beta-hemolítico do grupo a em pacientes com faringoamigdalites","Araujo Filho, Bernardo Cunha, Imamura, Rui, Sennes, Luiz Ubirajara, Sakae, Flávio Akira","Revista Brasileira de Otorrinolaringologia; 72(1); 12-16","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100003&lang=pt" 
"S0034-72992006000100004-scl","Corpos estranhos de fossas nasais: descrição de tipos e complicações em 420 casos","Figueiredo, Ricardo Rodrigues, Azevedo, Andréia A., Kós, Arthur Octávio de Ávila, Tomita, Shiro","Revista Brasileira de Otorrinolaringologia; 72(1); 18-23","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100004&lang=pt" 
"S0034-72992006000100006-scl","Fatores etiológicos da deficiência auditiva em crianças e adolescentes de um centro de referência APADA em Salvador-BA","Silva, Luzia Poliana Anjos da, Queiros, Fernanda, Lima, Isabela","Revista Brasileira de Otorrinolaringologia; 72(1); 33-36","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100006&lang=pt" 
"S0034-72992006000100007-scl","Efeito da mitomicina C em polipose nasossinusal eosinofílica, in vivo: dosagem de IL5 e GM-CSF, RT-PCR","Castro, Mirian Cabral Moreira de, Assunção, Evaldo, Castro, Mariana Moreira de, Araújo, Ricardo Nascimento, Guimarães, Roberto Eustáquio, Nunes, Flávio Barbosa","Revista Brasileira de Otorrinolaringologia; 72(1); 38-42","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100007&lang=pt" 
"S0034-72992006000100009-scl","Redução do limiar de reflexo acústico em neonatos sem risco auditivo","Soares, Jordana Costa, Carvallo, Renata M. M.","Revista Brasileira de Otorrinolaringologia; 72(1); 49-54","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100009&lang=pt" 
"S0034-72992006000100010-scl","Estudo comparativo do pH e do volume salivar em indivíduos com laringofaringite crônica por doença do refluxo gastroesofágica antes e após o tratamento","Eckley, Claudia Alessandra, Costa, Henrique Olival","Revista Brasileira de Otorrinolaringologia; 72(1); 55-60","Revista Brasileira de Otorrinolaringologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72992006000100010&lang=pt" 
"S0100-72032006000200001-scl","O diagnóstico de células escamosas atípicas em citologia oncológica cervical","Andrade, Jurandyr Moreira de","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 71-74","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200001&lang=pt" 
"S0100-72032006000200010-scl","Ácido acetilalicílico associado ao cálcio na prevenção da pré-eclâmpsia em gestantes hipertensas crônicas selecionadas pela dopplervelocimetria das artérias uterinas","Souza, Eder Viana de","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 136-136","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200010&lang=pt" 
"S0100-72032006000200006-scl","Gestação após gastroplastia para tratamento de obesidade mórbida: série de casos e revisão da literatura","Lima, Josivan Gomes de, Nóbrega, Lúcia Helena Coelho, Mesquita, Juliana Bezerra, Nóbrega, Maria Lúcia Coelho, Medeiros, Aldo da Cunha, Maranhão, Tecia Maria de Oliveira, Azevedo, George Dantas","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 107-111","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200006&lang=pt" 
"S0100-72032006000200011-scl","Prevalência de complicações obstétricas em parturientes adolescentes","Sampaio, Jacio Berardo","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 136-136","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200011&lang=pt" 
"S0100-72032006000200008-scl","Prevalência de hemoglobina S em recém-nascidos de Fortaleza: importância da investigação neonatal","Pinheiro, Luciano Silveira, Gonçalves, Romélia Pinheiro, Tomé, Carlos Alberto Sousa, Alcântara, Ana Elisa Evangelista, Marques, Anna Renée Cintra, Silva, Márcio Medeiros da","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 122-125","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200008&lang=pt" 
"S0034-89102006000100031-scl","Memória da vigilância sanitária","","Revista de Saúde Pública; 40(1); 193-194","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100031&lang=pt" 
"S0034-89102006000100030-scl","Pirataria: o barato pode sair caro","","Revista de Saúde Pública; 40(1); 192-193","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100030&lang=pt" 
"S0034-89102006000100007-scl","Comentário: reforma da assistência médico-sanitária na Grande São Paulo na década de 70","Elias, Paulo Eduardo Mangeon","Revista de Saúde Pública; 40(1); 37-38","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100007&lang=pt" 
"S0034-89102006000100006-scl","Comentário: reforma da Secretaria de Estado de São Paulo durante os anos 70 e o Sistema Único de Saúde (SUS)","Campos, Gastão Wagner de Sousa","Revista de Saúde Pública; 40(1); 34-36","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100006&lang=pt" 
"S0034-89102006000100004-scl","Comentário: Rodolfo Mascarenhas e a história da saúde pública em São Paulo","Teixeira, Luiz Antonio","Revista de Saúde Pública; 40(1); 17-19","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100004&lang=pt" 
"S0034-89102006000100003-scl","Comentário: saúde pública em São Paulo: história e personagens","Nunes, Everardo Duarte","Revista de Saúde Pública; 40(1); 14-16","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100003&lang=pt" 
"S0034-89102006000100001-scl","Quarenta anos","Monteiro, Carlos Augusto, Barata, Rita de Cássia Barradas","Revista de Saúde Pública; 40(1); 1-2","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100001&lang=pt" 
"S0034-89102006000100005-scl","Situação da rêde pública de assistência médico-sanitária na área metropolitana da Grande São Paulo","Yunes, João, Bromberg, Rosa","Revista de Saúde Pública; 40(1); 20-33","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100005&lang=pt" 
"S0034-89102006000100029-scl","Parcerias para diminuir o mau uso de medicamentos","","Revista de Saúde Pública; 40(1); 191-192","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100029&lang=pt" 
"S0034-89102006000100027-scl","Associação entre o baixo peso ao nascer e doença periodontal","Vettore, Mario Vianna, Sheiham, Aubrey, Peres, Marco Aurélio","Revista de Saúde Pública; 40(1); 181-183","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100027&lang=pt" 
"S0034-89102006000100028-scl","Influenza aviária e casos em humanos","","Revista de Saúde Pública; 40(1); 187-190","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100028&lang=pt" 
"S0034-89102006000100026-scl","Noção de significado nas pesquisas qualitativas em saúde: a contribuição da antropologia","Martin, Denise, Andreoli, Sérgio Baxter, Quirino, José, Nakamura, Eunice","Revista de Saúde Pública; 40(1); 178-180","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100026&lang=pt" 
"S0034-89102006000100007-spa","Comentário: reforma da assistência médico-sanitária na Grande São Paulo na década de 70","Elias, Paulo Eduardo Mangeon","Revista de Saúde Pública; 40(1); 37-38","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100007&lang=pt" 
"S0034-89102006000100028-spa","Influenza aviária e casos em humanos","","Revista de Saúde Pública; 40(1); 187-190","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100028&lang=pt" 
"S0034-89102006000100026-spa","Noção de significado nas pesquisas qualitativas em saúde: a contribuição da antropologia","Martin, Denise, Andreoli, Sérgio Baxter, Quirino, José, Nakamura, Eunice","Revista de Saúde Pública; 40(1); 178-180","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100026&lang=pt" 
"S0034-89102006000100006-spa","Comentário: reforma da Secretaria de Estado de São Paulo durante os anos 70 e o Sistema Único de Saúde (SUS)","Campos, Gastão Wagner de Sousa","Revista de Saúde Pública; 40(1); 34-36","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100006&lang=pt" 
"S0034-89102006000100004-spa","Comentário: Rodolfo Mascarenhas e a história da saúde pública em São Paulo","Teixeira, Luiz Antonio","Revista de Saúde Pública; 40(1); 17-19","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100004&lang=pt" 
"S0034-89102006000100003-spa","Comentário: saúde pública em São Paulo: história e personagens","Nunes, Everardo Duarte","Revista de Saúde Pública; 40(1); 14-16","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100003&lang=pt" 
"S0034-89102006000100031-spa","Memória da vigilância sanitária","","Revista de Saúde Pública; 40(1); 193-194","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100031&lang=pt" 
"S0034-89102006000100030-spa","Pirataria: o barato pode sair caro","","Revista de Saúde Pública; 40(1); 192-193","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100030&lang=pt" 
"S0034-89102006000100029-spa","Parcerias para diminuir o mau uso de medicamentos","","Revista de Saúde Pública; 40(1); 191-192","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100029&lang=pt" 
"S0034-89102006000100001-spa","Quarenta anos","Monteiro, Carlos Augusto, Barata, Rita de Cássia Barradas","Revista de Saúde Pública; 40(1); 1-2","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100001&lang=pt" 
"S0034-89102006000100027-spa","Associação entre o baixo peso ao nascer e doença periodontal","Vettore, Mario Vianna, Sheiham, Aubrey, Peres, Marco Aurélio","Revista de Saúde Pública; 40(1); 181-183","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100027&lang=pt" 
"S0034-89102006000100024-spa","Mental health research in Brazil: policies, infrastructure, financing and human resources","Mari, Jair de Jesus, Bressan, Rodrigo A, Almeida-Filho, Naomar, Gerolin, Jerônimo, Sharan, Pratap, Saxena, Shekhar","Revista de Saúde Pública; 40(1); 161-169","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100024&lang=pt" 
"S0034-89102006000100023-spa","Effects of health decentralization, financing and governance in Mexico","Arredondo, Armando, Orozco, Emanuel","Revista de Saúde Pública; 40(1); 152-160","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100023&lang=pt" 
"S0034-89102006000100021-spa","Qualidade dos dados da vigilância epidemiológica da dengue em Belo Horizonte, MG","Duarte, Heloisa Helena Pelluci, França, Elisabeth Barboza","Revista de Saúde Pública; 40(1); 134-142","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100021&lang=pt" 
"S0034-89102006000100020-spa","","Caballero Hoyos, Ramiro, Torres López, Teresa, Chong Villarreal, Francisco, Pineda Lucatero, Alicia, Altuzar González, Marlene, López Coutiño, Berenice","Revista de Saúde Pública; 40(1); 126-133","Revista de Saúde Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100020&lang=pt" 
"S0034-89102006000100019-spa","Prevalência de Cryptosporidium sp. em cães de instituições da cidade de São Paulo","Lallo, Maria Anete, Bondan, Eduardo Fernandes","Revista de Saúde Pública; 40(1); 120-125","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100019&lang=pt" 
"S0034-89102006000100018-spa","Fatores associados à vacinação contra influenza em idosos em município do Sudeste do Brasil","Donalisio, Maria Rita, Ruiz, Tânia, Cordeiro, Ricardo","Revista de Saúde Pública; 40(1); 115-119","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100018&lang=pt" 
