"S0100-879X2000000200003-scl","Insect juvenile hormone: from &quot;status quo&quot; to high society","Hartfelder, K.","Brazilian Journal of Medical and Biological Research; 33(2); 157-177","Brazilian Journal of Medical and Biological Research","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2000000200003&lang=pt" 
"S0042-96862000000100025-spa","A new paradox: drugs too cheap to stay available","Allerberger, F, Dierich, M.P","Bulletin of the World Health Organization; 78(1); 146-146","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100025&lang=pt" 
"S0042-96862000000100026-spa","Unified terminology for pathology of the cervix","N’Golet, Arthur","Bulletin of the World Health Organization; 78(1); 146-146","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100026&lang=pt" 
"S0042-96862000000100024-spa","Inaugural conference of the International Society for Equity in Health, La Havana, Cuba, 29-30 June 2000","","Bulletin of the World Health Organization; 78(1); 145-145","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100024&lang=pt" 
"S0042-96862000000100023-spa","Health by the people: a colloquium to celebrate the life of Ken Newell","","Bulletin of the World Health Organization; 78(1); 144-145","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100023&lang=pt" 
"S0042-96862000000100015-spa","The key to overcoming inequality is political commitment","Orosz, Éva","Bulletin of the World Health Organization; 78(1); 83-85","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100015&lang=pt" 
"S0042-96862000000100014-spa","Understanding and setting up the process for health equity","Liu, Yuanli","Bulletin of the World Health Organization; 78(1); 82-83","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100014&lang=pt" 
"S0042-96862000000100008-spa","Health inequalities impact assessment","Acheson, Donald","Bulletin of the World Health Organization; 78(1); 75-76","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100008&lang=pt" 
"S0042-96862000000100001-spa","Poverty and inequity: a proper focus for the new century","Feachem, Richard G.A","Bulletin of the World Health Organization; 78(1); 1-2","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100001&lang=pt" 
"S0042-96862000000100010-spa","Overcoming inequity means finding approaches that work","Barzach, Michèle","Bulletin of the World Health Organization; 78(1); 77-78","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100010&lang=pt" 
"S0042-96862000000100002-spa","Health inequalities and the health of the poor: What do we know? What can we do?","Gwatkin, D.R","Bulletin of the World Health Organization; 78(1); 3-18","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100002&lang=pt" 
"S0042-96862000000100003-spa","Socioeconomic inequalities in child mortality: comparisons across nine developing countries","Wagstaff, Adam","Bulletin of the World Health Organization; 78(1); 19-29","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100003&lang=pt" 
"S0042-96862000000100004-spa","Inequality of child mortality among ethnic groups in Sub-Saharan Africa","Brockerhoff, M, Hewett, P","Bulletin of the World Health Organization; 78(1); 30-41","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100004&lang=pt" 
"S0042-96862000000100005-spa","Defining and measuring health inequality: an approach based on the distribution of health expectancy","Gakidou, E.E, Murray, C.J.L, Frenk, J","Bulletin of the World Health Organization; 78(1); 42-54","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100005&lang=pt" 
"S0042-96862000000100006-spa","Inequalities in health care use and expenditures: empirical data from eight developing countries and countries in transition","Makinen, M, Waters, H, Rauch, M, Almagambetova, N, Bitran, R, Gilson, L, McIntyre, D, Pannarunothai, S, Prieto, A.L, Ubilla, G, Ram, S","Bulletin of the World Health Organization; 78(1); 55-65","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100006&lang=pt" 
"S0042-96862000000100007-spa","Public spending on health care in Africa: do the poor benefit?","Castro-Leal, F, Dayton, J, Demery, L","Bulletin of the World Health Organization; 78(1); 66-74","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100007&lang=pt" 
"S0042-96862000000100016-spa","Cost-effectiveness of iron supplementation and malaria chemoprophylaxis in the prevention of anaemia and malaria among Tanzanian infants","González, M. Alonso, Menéndez, C, Font, F, Kahigwa, E, Kimario, J, Mshinda, H, Tanner, M, Bosch-Capblanch, X, Alonso, P.L","Bulletin of the World Health Organization; 78(1); 97-107","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100016&lang=pt" 
"S0042-96862000000100017-spa","Deterioration in the nutritional status of young children and their mothers in Brazzaville, Congo, following the 1994 devaluation of the CFA franc","Martin-Prével, Y, Delpeuch, , Traissac, P, Massamba, J.-P, Adoua-Oyila, G, Coudert, K, Trèche, S","Bulletin of the World Health Organization; 78(1); 108-118","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100017&lang=pt" 
"S0042-96862000000100019-spa","Health system reform and the role of field sites based upon demographic and health surveillance","Tollman, S.M, Zwi, A.B","Bulletin of the World Health Organization; 78(1); 125-134","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100019&lang=pt" 
"S0042-96862000000100020-spa","Anthropological perspectives on injections: a review","Reeler, A.V","Bulletin of the World Health Organization; 78(1); 135-143","Bulletin of the World Health Organization","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862000000100020&lang=pt" 
"S0034-98872000000100001-chl","Artículos de investigación","Reyes B, Humberto, Kauffmann Q, Ronald, Andresen H, Max","Revista médica de Chile; 128(1); 7-8","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100001&lang=pt" 
"S0034-98872000000100002-chl","Partículas lipoproteicas LpA-I, LpA-I: A-II y LpB en enfermedad coronaria","Calvo M, Carlos, Olmos C, Alfonso, Ulloa M, Natalia, Bustos A, Alejandra, Toledo B, Lorena, Durán S, Daniel, Naveas, Rina","Revista médica de Chile; 128(1); 9-16","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100002&lang=pt" 
"S0034-98872000000100003-chl","Síndrome de exceso aparente de mineralocorticoides por déficit de 11 ß hidroxiesteroide deshidrogenasa.: Estudios clínicos y genéticos en una familia chilena afectada seguida por 19 años","Rodríguez P, José Adolfo","Revista médica de Chile; 128(1); 17-26","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100003&lang=pt" 
"S0034-98872000000100004-chl","Detección de los genes de las exotoxinas pirogénicas SpeA, SpeB y SpeC en cepas chilenas de Streptococcus pyogenes y su asociación con la clínica","Ulloa F, María Teresa, Giglio M, María Soledad, Porte T, Lorena, Santa Cruz A, Adriana, McNab M, Paul, Fica C, Alberto, Pinto C, María Eugenia, Kawaguchi G, Keyko, Carmi K, Alejandra","Revista médica de Chile; 128(1); 27-34","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100004&lang=pt" 
"S0034-98872000000100005-chl","Pruebas de función tiroidea en embarazadas normales (tercer trimestre) y en embarazadas con colestasis gravídica o con hepatitis aguda","Pineda V, Gustavo, Aguayo G, Jaime, Ribalta S, José, González C, Manuel, Reyes B, Humberto","Revista médica de Chile; 128(1); 35-43","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100005&lang=pt" 
"S0034-98872000000100006-chl","Asociación obesidad y leptina en tres poblaciones aborígenes de Chile","Pérez B, Francisco, Santos M, José Luis, Albala B, Cecilia, Calvillán C, Marcelo, Carrasco P, Elena","Revista médica de Chile; 128(1); 45-52","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100006&lang=pt" 
"S0034-98872000000100007-chl","Endarterectomía carotídea bajo anestesia regional: experiencia inicial","Mertens M, Renato, Canessa B, Roberto, Valdés E, Francisco, Krämer Sch, Albrecht, Lema F, Guillermo, Díaz G, Rodrigo, Urzúa U, Jorge","Revista médica de Chile; 128(1); 53-58","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100007&lang=pt" 
"S0034-98872000000100008-chl","Seguridad y eficacia de celiprolol en hipertensos con enfermedad pulmonar obstructiva crónica","Chahuán Y, Marco, Corradi H, Luis, Román A, Oscar, Bravo G, Cecilia","Revista médica de Chile; 128(1); 59-63","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100008&lang=pt" 
"S0034-98872000000100009-chl","Sobrevida de pacientes con cáncer de esófago sometidos a esofagectomía total torácica","Braghetto M, talo, Csendes J, Attila, Cornejo O, Aquiles, Amat V, José, Cardemil H, Gonzalo, Burdiles P, Patricio, Korn B, Owen","Revista médica de Chile; 128(1); 64-74","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100009&lang=pt" 
"S0034-98872000000100010-chl","Delirium en pacientes de una Unidad de cuidados intermedios: estudio prospectivo","González H, Jorge, Barros B, Jorge","Revista médica de Chile; 128(1); 75-79","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100010&lang=pt" 
"S0034-98872000000100011-chl","Síndrome de &quot;huesos hambrientos&quot;: experiencia clínica en su diagnóstico y tratamiento","Araya Q, Verónica, Oviedo G, Sofía, Amat V, José","Revista médica de Chile; 128(1); 80-85","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100011&lang=pt" 
"S0034-98872000000100012-chl","Crisis de esclerodermia renal.: Rol de la vasculopatía esclerodérmica en la inducción de fibrosis cutáneo-visceral en dos casos","Cuchacovich T, Miguel, Holuigue R, Gloria, Gatica R, Héctor, Alvo A, Miriam, Murray T, Guillermo","Revista médica de Chile; 128(1); 86-92","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100012&lang=pt" 
"S0034-98872000000100013-chl","Uso de midodrín y congelación de semen en el tratamiento de las alteraciones del transporte espermático.: Caso clínico","Sánchez G, Raúl, Peña S, Patricio, Villagrán V, Eduardo","Revista médica de Chile; 128(1); 93-97","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100013&lang=pt" 
"S0034-98872000000100014-chl","El estudio HERS conmociona a la terapia de sustitución hormonal","Cano S, Antonio, Blümel M, Juan E","Revista médica de Chile; 128(1); 98-104","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100014&lang=pt" 
"S0034-98872000000100015-chl","Prevención y tratamiento de la obesidad desde la niñez: la estrategia para disminuir las enfermedades crónicas no transmisibles del adulto","Burrows A, Raquel","Revista médica de Chile; 128(1); 105-110","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100015&lang=pt" 
"S0034-98872000000100016-chl","Determinación de la actividad in vitro de dos glicopéptidos (vancomicina y teicoplanina) frente a Staphylococcus aureus meticilino resistente de origen intrahospitalario","Gil D de M, Mónica, Otth R, Laura, Wilson S, Myra, Arce, Emilia, Zaror, Angela, Lizama, Víctor","Revista médica de Chile; 128(1); 111-112","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100016&lang=pt" 
"S0034-98872000000100018-chl","CRÓNICA","","Revista médica de Chile; 128(1); 116-116","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100018&lang=pt" 
"S0034-98872000000100017-chl","REVISTA DE REVISTAS","","Revista médica de Chile; 128(1); 113-116","Revista médica de Chile","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872000000100017&lang=pt" 
"S0716-07202000000100007-chl","Hidatidosis múltiple","RIBAL, MARIA, LIDID, LEONARDO, LOPEZ, BERNARDO, APT, WERNER, ULANTAY, INES, DE DIEGO, PEDRO","Parasitología al día; 24(1-2); 46-48","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100007&lang=pt" 
"S0716-07202000000100004-chl","Monitoreo inmunológico del éxito terapeútico en fasciolosis ovina empleando un antígeno semipurificado de &lt; 30 kda","GORMAN, TEXIA, LOPEZ, CLAUDIA, FREDES, FERNANDO, ALCAINO, HECTOR","Parasitología al día; 24(1-2); 27-34","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100004&lang=pt" 
"S0717-92272000000100004-chl","Atributos del psiquiatra de urgencia","Escobar, Enrique, González, Cristián, Schürch, Fernando","Revista chilena de neuro-psiquiatría; 38(1); 23-30","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100004&lang=pt" 
"S0717-92272000000100006-chl","El delirio y sus estructuras psicopatológicas","Marconi, Juan","Revista chilena de neuro-psiquiatría; 38(1); 37-43","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100006&lang=pt" 
"S0717-92272000000100008-chl","Estudio clínico inicial: (Segunda entrevista)","Davanzo, Hernán","Revista chilena de neuro-psiquiatría; 38(1); 51-55","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100008&lang=pt" 
"S0716-07202000000100009-chl","","CARMONA DE SÃO CLEMENTE, SERGIO, S.L. PERALTA, AUGUSTO, CARVALHO JR, JAIME R, MARQUES DE MESQUITA, ELIANA DE FÁTIMA, MATOS, EDILSON","Parasitología al día; 24(1-2); 52-54","Parasitología al día","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100009&lang=pt" 
"S0716-07202000000100002-chl","Tripomastigotes de sangre y de cultivo celular de Trypanosoma cruzi Y.: I.- Diferencia en la infectividad para ratones Balb/c","RODRIGUEZ, ANA MARIA, ARAGORT DE ROSSELL, RAIZA, DE JESUS, ROSA, CALCAGNO, MARINA, MAIZO DE SEGNINI, ZULAY, SEGNINI, SAMUEL, DIAZ, SILVERIO","Parasitología al día; 24(1-2); 12-21","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100002&lang=pt" 
"S0716-07202000000100008-chl","Hallazgo de tripomastigoto en estudio citoquímico de líquido amniótico","NILO, MARIA ELENA, ALVARADO, JULIAN, RAMIREZ, MARCELO, ESPEJO, EDUARDO","Parasitología al día; 24(1-2); 49-51","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100008&lang=pt" 
"S0716-07202000000100001-chl","Profesor Dr. Amador Neghme Rodríguez (1912-1987).: Maestro del Humanismo","APT, WERNER","Parasitología al día; 24(1-2); 3-11","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100001&lang=pt" 
"S0716-07202000000100005-chl","Longevity of Musca domestica L. (Diptera: Muscidae) parasitized by Habronema muscae Carter (Nematoda: Habronematidae)","AMADO, SAVIO, GULIAS-GOMES, CLAUDIA C., MILWARD-DE-AZEVEDO, ELIANE M.V.","Parasitología al día; 24(1-2); 35-39","Parasitología al día","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100005&lang=pt" 
"S0716-07202000000100006-chl","Metazoarios parásitos de Micropogonias furnieri (Osteichthyes: Sciaenidae) do litoral do Estado do Rio de Janeiro, Brasil","RAMOS ALVES, DIMITRI, LUQUE, JOSÉ LUIS","Parasitología al día; 24(1-2); 40-45","Parasitología al día","Português","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100006&lang=pt" 
"S0716-07202000000100010-chl","Surface ultrastructure of Stictodora fuscatum (Trematoda: Heterophyidae) from Kuwait Bay","ABDUL-SALAM, ASEM, BHASKARAN NAIR, SREELATHA, ASHKANANI, HAMID","Parasitología al día; 24(1-2); 55-59","Parasitología al día","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100010&lang=pt" 
"S0716-07202000000100011-chl","Helmintofauna do cólon dorsal de equídeos provenientes do estado de Pernambuco, Brasil","SOUTO MAIOR, MARTA P, DE CARVALHO JUNIOR, GERALDO M, LEITE BARBOSA, CLAUDIA","Parasitología al día; 24(1-2); 60-62","Parasitología al día","Português","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100011&lang=pt" 
"S0716-07202000000100012-chl","Período pupal da Dermatobia hominis (Diptera:Cuterebridae) em condições de temperatura ambiente","GUIMÃRAES BARBOSA, CELSO, SANAVRIA, ARGEMIRO, PASSOS R. C. BARBOSA, MARIA D","Parasitología al día; 24(1-2); 63-66","Parasitología al día","Português","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100012&lang=pt" 
"S0716-07202000000100013-chl","ANUNCIO","","Parasitología al día; 24(1-2); 11-11","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100013&lang=pt" 
"S0716-07202000000100003-chl","Criopreservación de Plasmodium (Novyella) juxtanucleare con glicerol","C A SOUZA, PAULO, ELISEI, CARINA, O SOARES, CLEBER, L MASSARD, CARLOS","Parasitología al día; 24(1-2); 22-26","Parasitología al día","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-07202000000100003&lang=pt" 
"S0717-92272000000100001-chl","Política de Publicaciones","OJEDA, CÉSAR","Revista chilena de neuro-psiquiatría; 38(1); 5-6","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100001&lang=pt" 
"S0717-92272000000100002-chl","Tratamiento del síndrome de déficit atencional (SDA) en niños: evaluación de la moclobemida, una alternativa no psicoestimulante","Valdivieso, Alicia, Cornejo, Andrea, Sánchez, Matías","Revista chilena de neuro-psiquiatría; 38(1); 7-14","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100002&lang=pt" 
"S0717-92272000000100003-chl","Estilo específico de pensamiento genérico y el curso de la depresión mayor en hombres y mujeres: un estudio de tres años en Polonia","Dudek, Dominika, Zieba, Andrzej, Jawor, Miroslawa, Elverson, Devitt J.","Revista chilena de neuro-psiquiatría; 38(1); 15-22","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100003&lang=pt" 
"S0717-92272000000100005-chl","Quistes sinoviales de columna lumbar: una causa de compresión radicular","Mery, Francisco, Torrealba, Gonzalo, Carmona, Hans, Méndez, Jorge, Tagle, Patricio","Revista chilena de neuro-psiquiatría; 38(1); 31-36","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100005&lang=pt" 
"S0717-92272000000100007-chl","Estudio clínico inicial: (Primera entrevista)","Davanzo, Hernán","Revista chilena de neuro-psiquiatría; 38(1); 44-50","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100007&lang=pt" 
"S0717-92272000000100009-chl","Notas Históricas","","Revista chilena de neuro-psiquiatría; 38(1); 56-56","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100009&lang=pt" 
"S0717-92272000000100010-chl","PRINCIPIOS DE LA ÉTICA BIO","FIGUEROA, GUSTAVO","Revista chilena de neuro-psiquiatría; 38(1); 57-58","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100010&lang=pt" 
"S0717-92272000000100011-chl","Proyecto de Educación Médica Continua","","Revista chilena de neuro-psiquiatría; 38(1); 59-60","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100011&lang=pt" 
"S0717-92272000000100012-chl","Niveles plasmáticos de litio en el tratamiento de los trastornos del ánimo","RETAMAL, PEDRO","Revista chilena de neuro-psiquiatría; 38(1); 61-61","Revista chilena de neuro-psiquiatría","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272000000100012&lang=pt" 
"S1017-85462000000100001-cri","Conocimientos y actitudes de los padres de niños asmáticos en relación al asma de Costa Rica","Gutiérrez, Rita, Chavarría, José F.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 5-11","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100001&lang=pt" 
"S1017-85462000000100002-cri","Aislamientos bacterianos del tracto respiratorio de niños con fibrosis quística del páncreas","Campos, Marlen, Navarro, Roy, Amuy, Ernesto, Vargas, Alvaro, Herrera, Marco L.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 13-19","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100002&lang=pt" 
"S1017-85462000000100003-cri","Estudio retrospectivo de los análisis de cloruros en sudor efectuados en el Hospital Nacional de Niños (1989 a 1998)","Navarro, Roy, Salas, Jorge, Sandí, Leyla, González, Efraín, Sancho, Yaile","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 21-28","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100003&lang=pt" 
"S1017-85462000000100004-cri","Estandarización de la técnica de reducción del NBT mediante lectura en placas de microELISA","Muñoz, Rodrigo, Alfaro, Wilbert","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 29-39","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100004&lang=pt" 
"S1017-85462000000100005-cri","Leclercia adecarboxylata: primer aislamiento reportado en Costa Rica","Campos, Marlen, Amuy, Ernesto, Vargas, Alvaro, Herrera, Marco L.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 41-43","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100005&lang=pt" 
"S1017-85462000000100006-cri","Burkholderia pickettii Primer caso reportado en Costa Rica","Marín, José P., Herrera, Marco L., Vargas, Alvaro, Herrera, José F.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 45-47","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100006&lang=pt" 
"S1017-85462000000100007-cri","Primer aislamiento clínico de Rhodococcus equi en Costa Rica","Herrera, Marco L., Vargas, Alvaro, Campos, Marlen","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 49-53","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100007&lang=pt" 
"S1017-85462000000100008-cri","Primeras identificaciones de Rahnella aquatilis en Costa Rica","Herrera, Marco L., Vargas, Alvaro, Herrera, José F.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 55-57","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100008&lang=pt" 
"S1017-85462000000100009-cri","Bacteremia por Campylobacter sp. en un paciente con agamaglobulinemia ligada al cromosoma X (XLA): primer caso reportado en Costa Rica","Campos, Marlen, Herrera, Marco L., Vargas, Alvaro, Herrera, José F.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 59-66","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100009&lang=pt" 
"S1017-85462000000100010-cri","Aislamientos de Stenotrophomonas maltophila en el Hospital Nacional de Niños, agosto 1996 a mayo 1999","Campos, Marlen, Vargas, Alvaro, Herrera, Marco L., Moya, Tatiana, Yock, Isabel","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 67-72","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100010&lang=pt" 
"S1017-85462000000100011-cri","Aislamientos de Aeromonas hydrophila en el Hospital Nacional de Niños, 1995 - 1998","Herrera, Marco L., Vargas, Alvaro, Moya, Tatiana, Campos, Marlen, Yock, Isabel","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 73-77","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100011&lang=pt" 
"S1017-85462000000100012-cri","Diarrea por Yersinia enterocolitica: reporte de un caso","Rodríguez, Jeannette, Vargas, Alvaro, Herrer, Marco L.","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera; 35(1-2); 79-82","Revista Médica del Hospital Nacional de Niños Dr. Carlos Sáenz Herrera","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1017-85462000000100012&lang=pt" 
"S0004-28032000000100001-scl","Transtornos nutricionais na doença hepática crônica","FAINTUCH, Joel","Arquivos de Gastroenterologia; 37(1); 1-2","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100001&lang=pt" 
