"S1852-38622009000300003-arg","Insuficiencia cardíaca y diabetes: Una combinación de alto riesgo","Botta, Cristian E","Insuficiencia cardíaca; 4(3); 107-113","Insuficiencia cardíaca","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622009000300003&lang=pt" 
"S1729-519X2009000300014-cub","LA PRESION DEL PULSO, MARCADOR DE RIESGO DE COMPLICACIONES ATEROSCLEROTICAS AGUDAS EN PACIENTES HIPERTENSOS Y NO HIPERTENSOS","Palma López, María Elena","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300014&lang=pt" 
"S1729-519X2009000300015-cub","LA PROFESIONALIZACION EN LA FORMACION DE ODONTOLOGOS: UNA VISION DESDE LA DIDACTICA","Ardila Medina Carrera, Carlos Martín","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300015&lang=pt" 
"S1729-519X2009000300016-cub","EFICACIA DEL MOXIFLOXACINO EN PERIODONTITIS","Ardila Medina, Carlos Martín, Guzmán Zuluaga, Isabel Cristina, Arbeláez Montoya, María Patricia","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300016&lang=pt" 
"S1729-519X2009000300017-cub","CARGA INMEDIATA EN IMPLANTOLOGIA ORAL","Lemus Cruz, Leticia María, Justo Díaz, Milay, del Valle Zelenenko, Oksana, Fuertes Rufin, Liscary, León Castell, Claudia","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300017&lang=pt" 
"S1729-519X2009000300018-cub","DE LAS PERSONALIDADES DE LA ENFERMERIA CUBANA: DALILA AIDA AGUIRRE RAYA","Suárez Fuentes, Rafael René","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300018&lang=pt" 
"S1729-519X2009000300019-cub","Análisis de los cuidados de enfermería ante las respuestas humanas en el Aborto Espontáneo","Mulens Ramos, vette","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300019&lang=pt" 
"S1729-519X2009000300020-cub","MAESTRIA EN ENFERMERIA: UNA NECESIDAD PARA EL DESARROLLO DE LA PROFESION","Barazal Gutiérrez, Arlety","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300020&lang=pt" 
"S1729-519X2009000300021-cub","PALABRAS DEL PROFESOR DR. JORGE GONZALEZ PEREZ EN LA CLAUSURA DE LA PRIMERA CONVENCION DE TECNOLOGIA Y SALUD: PALACIO DE LAS CONVENCIONES 23 AL 27 DE MARZO DE 2009","","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300021&lang=pt" 
"S1729-519X2009000300004-cub","PREVENCION DE CEGUERA EN PACIENTES CON GLAUCOMA PRIMARIO DE ANGULO ABIERTO","García Alcolea, Eglis Esteban, Ortiz González, Elier","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300004&lang=pt" 
"S1729-519X2009000300022-cub","SISTEMAS DE INFORMACION EN SALUD: APORTES DE LA MAESTRIA INFORMATICA EN SALUD","Mas Camacho, María Rosa, González GarcÍa, Nerys de la C, Garriga Sarría, Eneida P","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300022&lang=pt" 
"S1729-519X2009000300013-cub","IMPACTO DE LA FISIOTERAPIA PARA LA REEDUCACION DEL SUELO PELVICO EN LA CALIDAD DE VIDA DE PACIENTES CON INCONTINENCIA URINARIA","Rodríguez Adams, Elsa Mª, Martínez Torres, Jacqueline C, Díaz Acosta, Dayuli, Ros Montenegro, Adianez, Abreu Pérez, Yahima","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300013&lang=pt" 
"S1729-519X2009000300003-cub","SEMBLANZA DEL PROFESOR DOCTOR FERNANDO FERNANDEZ YERO","Cué Mourelos, Clementina, Hernández Mesa, Nibaldo, Aquino Cías, José, Aneiros Riba, Ramón","Revista Habanera de Ciencias Médicas; 8(3); -","Revista Habanera de Ciencias Médicas","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2009000300003&lang=pt" 
"S1807-86212009000300002-scl","Qualidade da silagem de grão úmido em função da temperatura ambiente e pressão interna de armazenagem","Biaggioni, Marco Antônio Martin, Lopes, Ana Beatriz de Castro, Jasper, Samir Paulo, Berto, Dirlei Antônio, Gonçalves, Elisa Vidal","Acta Scientiarum. Agronomy; 31(3); 377-382","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300002&lang=pt" 
"S1807-86212009000300015-scl","Lâminas de irrigação e estações anuais na cobertura do solo e altura de gramíneas cultivadas sob corte","Alencar, Carlos Augusto Brasileiro de, Oliveira, Rubens Alves de, Martins, Carlos Eugênio, Cóser, Antônio Carlos, Figueiredo, José Luis Aguiar, Cunha, Fernando França da","Acta Scientiarum. Agronomy; 31(3); 467-472","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300015&lang=pt" 
"S1807-86212009000300014-scl","Germinação de sementes e crescimento de plântulas de soja (Glycine max L. Merrill) sob cobertura vegetal","Nóbrega, Lúcia Helena Pereira, Lima, Gislaine Piccolo de, Martins, Gislaine Iastiaque, Meneghetti, Adriana Maria","Acta Scientiarum. Agronomy; 31(3); 461-465","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300014&lang=pt" 
"S1807-86212009000300019-scl","Rendimento de cana-de-açúcar cultivada em Argissolo, utilizando lodo de esgoto como fonte de fósforo","Chiba, Marcio Koiti, Mattiazzo, Maria Emília, Oliveira, Fernando Carvalho","Acta Scientiarum. Agronomy; 31(3); 495-501","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300019&lang=pt" 
"S1807-86212009000300021-scl","Avaliação das comunidades de nematóides do solo em agroecossistemas orgânicos","Mondino, Eduardo Ariel, Tavares, Orlando Carlos Huertas, Ebeling, Adierson Gilvani, Figueira, Adriana França, Quintero, Emmeris Ivan, Berbara, Ricardo Luis Louro","Acta Scientiarum. Agronomy; 31(3); 509-515","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300021&lang=pt" 
"S1807-86212009000300025-scl","Metodologias e eficiência de extratores para zinco, cobre, ferro e manganês","Silva, Maria Anita Gonçalves da, Muniz, Antonio Saraiva, Noda, Antonio Yoshinori, Marchetti, Marlene Estevão, Mata, José de Deus Viana da, Lourente, Elaine Reis Pinheiro","Acta Scientiarum. Agronomy; 31(3); 537-545","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300025&lang=pt" 
"S1807-86212009000300001-scl","Compactação causada pelo tráfego de trator em diferentes manejos de solo","Cunha, João Paulo Arantes Rodrigues da, Cascão, Vinicius Nery, Reis, Elton Fialho dos","Acta Scientiarum. Agronomy; 31(3); 371-375","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300001&lang=pt" 
"S1807-86212009000300003-scl","Atividade fungitóxica de Momordica charantia L. no controle de Sclerotium rolfsii Sacc.","Faria, Flaviana Andrade, Bueno, César Júnior, Papa, Marli de Fátima Stradioto","Acta Scientiarum. Agronomy; 31(3); 383-389","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300003&lang=pt" 
"S1807-86212009000300004-scl","Biologia do ácaro predador Euseius alatus DeLeon (Acari: Phytoseiidae) em diferentes temperaturas","Melo, José Wagner da Silva, Domingos, Cleiton Araújo, Galvão, Andreia Serra, Gondim Junior, Manoel Guedes Corrêa, Moraes, Gilberto José de","Acta Scientiarum. Agronomy; 31(3); 391-396","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300004&lang=pt" 
"S1807-86212009000300005-scl","Eficiência de métodos para detecção de Didymella bryoniae associado a sementes de híbridos de meloeiros nobres","Gasparotto, Francielli, Vida, João Batista, Tessmann, Dauri José, Bonaldo, Solange Maria, Aguiar, Ronilda Lana, Penharbel, Marcelo Paes","Acta Scientiarum. Agronomy; 31(3); 397-402","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300005&lang=pt" 
"S1807-86212009000300006-scl","Diversidade genética de populações naturais de Pfaffia glomerata (Spreng.) Pedersen estimada por marcadores RAPD","Kamada, Takeshi, Picoli, Edgard Augusto de Toledo, Alfenas, Acelino Couto, Cruz, Cosme Damião, Vieira, Roberto Fontes, Otoni, Wagner Campos","Acta Scientiarum. Agronomy; 31(3); 403-409","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300006&lang=pt" 
"S1807-86212009000300008-scl","Potenciais produtivo e genético de clones de batata-doce","Cavalcante, Marcelo, Ferreira, Paulo Vanderlei, Paixão, Stênio Lopes, Costa, João Gomes da, Pereira, Rodrigo Gomes, Madalena, José Antônio da Silva","Acta Scientiarum. Agronomy; 31(3); 421-426","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300008&lang=pt" 
"S1807-86212009000300009-scl","Agrosilício na produção de clones de mandioquinha-salsa","Sediyama, Maria Aparecida Nogueira, Santos, Marlei Rosa, Albanez, Ana Cláudia Miranda Pinheiro, Ribeiro, José Márcio Oliveira, Granate, Maria José, Vidigal, Sanzio Mollica","Acta Scientiarum. Agronomy; 31(3); 427-432","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300009&lang=pt" 
"S1807-86212009000300010-scl","Arranjo espacial e adubação nitrogenada em cobertura na cultura do milho","Lana, Maria do Carmo, Woytichoski Júnior, Pedro Paulo, Braccini, Alessandro de Lucca e, Scapim, Carlos Alberto, Ávila, Marizangela Rizzatti, Albrecht, Leandro Paiola","Acta Scientiarum. Agronomy; 31(3); 433-438","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300010&lang=pt" 
"S1807-86212009000300011-scl","Características anatômicas foliares de plantas de orégano (Origanum vulgare L.) submetidas a diferentes fontes e níveis de adubação orgânica","Corrêa, Ricardo Monteiro, Pinto, José Eduardo Brasil Pereira, Reis, Érika Soares, Oliveira, Cynthia de, Castro, Evaristo Mauro de, Brant, Renata da Silva","Acta Scientiarum. Agronomy; 31(3); 439-444","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300011&lang=pt" 
"S1807-86212009000300012-scl","Consumo hídrico e coeficiente de cultura para o híbrido DKB 390","Detomini, Euro Roberto, Massignan, Liz Fernando Druzina, Libardi, Paulo Leonel, Dourado Neto, Durval","Acta Scientiarum. Agronomy; 31(3); 445-452","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300012&lang=pt" 
"S1807-86212009000300013-scl","Desenvolvimento da cultura do feijoeiro submetida a dois sistemas de manejo de irrigação e de cultivo","Pavani, Luiz Carlos, Lopes, Adriano da Silva, Pereira, Gener Tadeu","Acta Scientiarum. Agronomy; 31(3); 453-459","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300013&lang=pt" 
"S1807-86212009000300016-scl","Nitrogênio e redutor de crescimento em trigo de alta produtividade","Penckowski, Luis Henrique, Zagonel, Jeferson, Fernandes, Eliana Cuéllar","Acta Scientiarum. Agronomy; 31(3); 473-479","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300016&lang=pt" 
"S1807-86212009000300017-scl","Precocidade de cultivares de soja em sistemas de cultivo com milho em Areia, Estado da Paraíba","Viana, Jeandson Silva, Bruno, Riselane Lucena Alcantara, Mendonça, José Lindorico, Gonçalves, Edilma Pereira, Alves, Edna Ursulino, Braga Júnior, Joel Martins","Acta Scientiarum. Agronomy; 31(3); 481-488","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300017&lang=pt" 
"S1807-86212009000300018-scl","Qualidade fisiológica de sementes de guanxuma sob influência do envelhecimento acelerado e da luz","Carvalho, Denise Bruginski de, Carvalho, Ruy Inacio Neiva de","Acta Scientiarum. Agronomy; 31(3); 489-494","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300018&lang=pt" 
"S1807-86212009000300020-scl","Sobrevivência e diferenciação de protocormos de Oncidium flexuosum submetidos a tratamento com ácido peracético e colchicina","Unemoto, Lilian Keiko, Faria, Ricardo Tadeu de, Destro, Deonisio, Barbosa, Cristiane Muniz, Lone, Alessandro Borini","Acta Scientiarum. Agronomy; 31(3); 503-508","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300020&lang=pt" 
"S1807-86212009000300022-scl","Biomassa microbiana e estoques de C e N do solo em diferentes sistemas de manejo, no Cerrado do Estado do Piauí","Matias, Maria da Conceição Bezerra da Silva, Salviano, Adeodato Ari Cavalcante, Leite, Luiz Fernando de Carvalho, Araújo, Ademir Sérgio Ferreira de","Acta Scientiarum. Agronomy; 31(3); 517-521","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300022&lang=pt" 
"S1807-86212009000300023-scl","Distribuição dos agregados e carbono orgânico influenciados por manejos agroecológicos","Loss, Arcângelo, Pereira, Marcos Gervasio, Schultz, Nivaldo, Ferreira, Edilene Pereira, Silva, Eliane Maria Ribeiro da, Beutler, Sidinei Julio","Acta Scientiarum. Agronomy; 31(3); 523-528","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300023&lang=pt" 
"S1807-86212009000300024-scl","Diversidade morfológica de rizóbios isolados de caupi cultivado em solos do Estado do Rio Grande do Norte","Medeiros, Erika Valente de, Martins, Claudia Miranda, Lima, José Arcanjo Melo, Fernandes, Ykesaky Terson Dantas, Oliveira, Vianney Reinaldo de, Borges, Wardsson Lustrino","Acta Scientiarum. Agronomy; 31(3); 529-535","Acta Scientiarum. Agronomy","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300024&lang=pt" 
"S1807-86212009000300007-scl","Heterotic parametrization for economically important traits in popcorn","Vieira, Rafael Augusto, Souza Neto, Israel Leite, Bignotto, Lucas Souto, Cruz, Cosme Damião, Amaral Júnior, Antonio Teixeira do, Scapim, Carlos Alberto","Acta Scientiarum. Agronomy; 31(3); 411-419","Acta Scientiarum. Agronomy","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212009000300007&lang=pt" 
"S1809-29502009000300016-scl","Efetividade de intervenções fisioterapêuticas para o vaginismo: uma revisão da literatura","Aveiro, Mariana Chaves, Garcia, Ana Paula Urdiales, Driusso, Patrícia","Fisioterapia e Pesquisa; 16(3); 279-283","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300016&lang=pt" 
"S1809-29502009000300002-scl","Análise nanoestrutural da ação do ultra-som terapêutico sobre o processo de regeneração do tendão de ratos","Frasson, Natália Figueiredo Viana, Taciro, Charles, Parizotto, Nivaldo Antonio","Fisioterapia e Pesquisa; 16(3); 198-204","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300002&lang=pt" 
"S1809-29502009000300004-scl","Conhecimento de graduandos em fisioterapia na Universidade de Fortaleza sobre o Sistema Único de Saúde","Pinheiro, Liane Barreto Diógenes, Diógenes, Paula Nogueira, Filgueiras, Marcelo de Carvalho, Abdon, Ana Paula de Vasconcellos, Lopes, Érika Augusta Batista","Fisioterapia e Pesquisa; 16(3); 211-216","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300004&lang=pt" 
"S1809-29502009000300005-scl","Equações de referência para a predição da força de preensão manual em brasileiros de meia idade e idosos","Novaes, Rômulo Dias, Miranda, Aline Silva de, Silva, Jaqueline de Oliveira, Tavares, Bruna Vasconcelos Fonseca, Dourado, Victor Zuniga","Fisioterapia e Pesquisa; 16(3); 217-222","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300005&lang=pt" 
"S1809-29502009000300006-scl","Confiabilidade do teste da caminhada de seis minutos em pacientes com miastenia gravis generalizada","Resqueti, Vanessa Regiane, Oliveira, Georges Willeneuwe de Sousa, Dourado Junior, Mario Emilio, Andrade, Armèle Dornelas de, Casan, Pere, Fregonezi, Guilherme Augusto de Freitas","Fisioterapia e Pesquisa; 16(3); 223-228","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300006&lang=pt" 
"S1809-29502009000300008-scl","Estudo da validade e confiabilidade intra e interobservador da versão modificada do teste de Schöber modificado em indivíduos com lombalgia","Macedo, Christiane de Souza Guerino, Souza, Patrícia Ribeiro de, Alves, Poliany Massias, Cardoso, Jefferson Rosa","Fisioterapia e Pesquisa; 16(3); 233-238","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300008&lang=pt" 
"S1809-29502009000300009-scl","Fisioterapia na avaliação e prevenção de riscos ergonômicos em trabalhadores de um setor financeiro","Ferreira, Vanessa Maria de Vargas, Shimano, Suraya Gomes Novais, Fonseca, Marisa de Cássia Registro","Fisioterapia e Pesquisa; 16(3); 239-245","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300009&lang=pt" 
"S1809-29502009000300011-scl","Análise por dinâmica inversa, um complemento da avaliação fisioterapêutica do ombro","Toledo, Joelly Mahnic de, Ribeiro, Daniel Cury, Loss, Jefferson Fagundes","Fisioterapia e Pesquisa; 16(3); 252-257","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300011&lang=pt" 
"S1809-29502009000300012-scl","Avaliação da inibição recíproca em humanos durante contrações isométricas dos músculos tibial anterior e sóleo","Pompeu, José Eduardo, Mattos, Eugênia Casella Tavares de, Kohn, André Fabio","Fisioterapia e Pesquisa; 16(3); 258-262","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300012&lang=pt" 
"S1809-29502009000300014-scl","Influência da fisioterapia aquática no controle de tronco na síndrome de pusher: estudo de caso","Meneghetti, Cristiane Helita Zorél, Basqueira, Carina, Fioramonte, Caroline, Ferracini Júnior, Luiz Carlos","Fisioterapia e Pesquisa; 16(3); 269-273","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300014&lang=pt" 
"S1984-29612009000300002-scl","Knockdown resistance in pyrethroid-resistant horn fly (Diptera: Muscidae) populations in Brazil","Sabatini, Gustavo A., Ribolla, Paulo E. M., Barros, Antonio T. M., Guerrero, Felix D., Schumaker, Terezinha T. S.","Revista Brasileira de Parasitologia Veterinária; 18(3); 8-14","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300002&lang=pt" 
"S1984-29612009000300003-scl","Morphological description of Amblyomma brasiliense Aragão, 1908 (Acari: Ixodidae) larvae and nymphs","Sanches, Gustavo Seron, Bechara, Gervásio Henrique, Camargo-Mathias, Maria I.","Revista Brasileira de Parasitologia Veterinária; 18(3); 15-21","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300003&lang=pt" 
"S1984-29612009000300004-scl","Ticks on domestic animals in Pernambuco, Northeastern Brazil","Dantas-Torres, Filipe","Revista Brasileira de Parasitologia Veterinária; 18(3); 22-28","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300004&lang=pt" 
"S1984-29612009000300007-scl","Comparison between a soluble antigen-based ELISA and IFAT in detecting antibodies against Babesia canis in dogs","Furuta, Patrícia Iriê, Oliveira, Tricia Maria Ferreira de Sousa, Teixeira, Márcia Cristina Alves, Rocha, Artur Gouveia, Machado, Rosangela Zacarias, Tinucci-Costa, Mirela","Revista Brasileira de Parasitologia Veterinária; 18(3); 41-45","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300007&lang=pt" 
"S1984-29612009000300008-scl","Casos alóctones de leishmaniose visceral canina no Paraná, Brasil: implicações epidemiológicas","Thomaz-Soccol, Vanete, Castro, Edilene A., Navarro, Italmar Teodorico, Farias, Marconi Rodrigues de, Souza, Lília Maria de, Carvalho, Yanê, Bispo, Saloé, Membrive, Norberto Assis, Minozzo, João Carlos, Truppel, Jessé, Bueno, Wagner, Luz, Ennio","Revista Brasileira de Parasitologia Veterinária; 18(3); 46-51","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300008&lang=pt" 
"S1984-29612009000300009-scl","Ocorrência de anticorpos e fatores de risco para infecção por Toxoplasma gondii em cães, nas cidades de Lages e Balneário Camboriú, Santa Catarina, Brasil","Moura, Anderson B. de, Souza, Antonio P. de, Sartor, Amélia A., Bellato, Valdomiro, Teixeira, Everton B., Pisetta, Greise M., Heusser Junior, Afonso","Revista Brasileira de Parasitologia Veterinária; 18(3); 52-56","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300009&lang=pt" 
"S1984-29612009000300010-scl","Ehrlichia canis em cães atendidos em hospital veterinário de Botucatu, Estado de São Paulo, Brasil","Ueno, Tatiana E. H., Aguiar, Daniel M., Pacheco, Richard C., Richtzenhain, Leonardo J., Ribeiro, Márcio G., Paes, Antônio C., Megid, Jane, Labruna, Marcelo B.","Revista Brasileira de Parasitologia Veterinária; 18(3); 57-61","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300010&lang=pt" 
"S1984-29612009000300013-scl","Paleoparasitology at &quot;Place d&#039;Armes&quot;, Namur, Belgium: a biostatistics analysis of trichurid eggs between the Old and New World","Rocha, Gino Chaves da, Serra-Freire, Nicolau Maués","Revista Brasileira de Parasitologia Veterinária; 18(3); 70-74","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300013&lang=pt" 
"S1984-29612009000300006-scl","Epidemiological profile of cutaneous leishmaniasis in an endemic region in the State of Rio de Janeiro, Brazil","Bustamante, Maria Cristina Fortes Santos de, Pereira, Maria Júlia Salim, Schubach, Armando de Oliveira, Fonseca, Adevair Henrique da","Revista Brasileira de Parasitologia Veterinária; 18(3); 34-40","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300006&lang=pt" 
"S1809-29502009000300001-scl","Editorial","Espinel González, Mabel Yvonne, Marques, Amélia Pasqual","Fisioterapia e Pesquisa; 16(3); 197-197","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300001&lang=pt" 
"S1809-29502009000300003-scl","Correlações entre as estruturas dos membros inferiores","Trombini-Souza, Francis, Ribeiro, Ana Paula, Iunes, Denise Hollanda, Monte-Raso, Vanessa Vilela","Fisioterapia e Pesquisa; 16(3); 205-210","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300003&lang=pt" 
"S1809-29502009000300007-scl","Influência da adequação postural em cadeira de rodas na função respiratória de pacientes com amiotrofia espinhal tipo II","Collange, Luanda André, Rodini, Carolina, Juliano, Yara, Misao, Maria Harue, Isola, Alexandre Marini, Almeida, Sabrina Bauléo","Fisioterapia e Pesquisa; 16(3); 229-232","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300007&lang=pt" 
"S1809-29502009000300010-scl","O impacto do declínio cognitivo, da capacidade funcional e da mobilidade de idosos com doença de Alzheimer na sobrecarga dos cuidadores","Borges, Larissa de Lima, Albuquerque, Cristina Rodrigues, Garcia, Patrícia Azevedo","Fisioterapia e Pesquisa; 16(3); 246-251","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300010&lang=pt" 
"S1809-29502009000300013-scl","Associação da qualidade de vida com dor, ansiedade e depressão","Capela, Cristina, Marques, Amélia Pasqual, Assumpção, Ana, Sauer, Juliana Ferreira, Cavalcante, Alane Bento, Chalot, Suellen Decario","Fisioterapia e Pesquisa; 16(3); 263-268","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300013&lang=pt" 
"S1809-29502009000300015-scl","Efeito da estimulação elétrica nervosa transcutânea no tratamento da dor no ombro de pacientes com doença renal crônica: relato de casos","Bertoli, Patrícia Ribeiro, Jorgetti, Vanda, Moysés, Rosa Maria Affonso, Araújo, Rubens Correa, Carvalho, Celso Ricardo Fernandes","Fisioterapia e Pesquisa; 16(3); 274-278","Fisioterapia e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502009000300015&lang=pt" 
