"S1517-97022007000200002-scl","Vãs querelas e verdadeiros objetivos do ensino da literatura na França","Verrier, Jean","Educação e Pesquisa; 33(2); 207-213","Educação e Pesquisa","Francês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022007000200002&lang=pt" 
"S0066-782X2007001400005-scl","O bloqueio da síntese do óxido nítrico promove aumento da hipertrofia e da fibrose cardíaca em ratos submetidos a treinamento aeróbio","Souza, Hugo Celso Dutra de, Penteado, Daniel Martins Dias, Martin-Pinge, Marli Cardoso, Barbosa Neto, Octávio, Teixeira, Vicente de Paula Antunes, Blanco, João Henrique Dutra, Silva, Valdo José Dias da","Arquivos Brasileiros de Cardiologia; 89(2); 99-104","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007001400005&lang=pt" 
"S0066-782X2007001400007-scl","Ecocardiografia sob estresse físico na identificação de doença arterial coronariana em idosos com incompetência cronotrópica","Oliveira, Joselina Luzia Menezes, Góes, Thiago Jônatas Santos, Santana, Thaiana Aragão, Silva, Isabela Souza, Travassos, Thiago Figueiredo, Teles, Lívia Dantas, Barreto, Martha Azevedo, Barreto-Filho, José Augusto, D&#039;Oliveira Junior, Argemiro, Sousa, Antonio Carlos Sobral","Arquivos Brasileiros de Cardiologia; 89(2); 111-118","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007001400007&lang=pt" 
"S0066-782X2007001400008-scl","Caracterização tecidual ultra-sônica em síndromes coronarianas agudas","Pazin-Filho, Antonio, Volpe, Gustavo Jardim, Romano, Minna Moreira Dias, Tavares Júnior, Gerson Antonio, Schmidt, André, Maciel, Benedito Carlos","Arquivos Brasileiros de Cardiologia; 89(2); 119-124","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007001400008&lang=pt" 
"S0066-782X2007001400009-scl","Fatores de risco hospitalar para implante de bioprótese valvar de pericárdio bovino","De Bacco, Mateus W., Sant&#039;Anna, João Ricardo M., De Bacco, Gustavo, Sant&#039;Anna, Roberto T., Santos, Marisa F., Pereira, Edemar, Costa, Altamiro Reis da, Prates, Paulo Roberto, Kalil, Renato A. K., Nesralla, Ivo A.","Arquivos Brasileiros de Cardiologia; 89(2); 125-130","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007001400009&lang=pt" 
"S0066-782X2007001400015-scl","Dengue: manifestações cardíacas e implicações na terapêutica antitrombótica","Pesaro, Antonio Eduardo, D’Amico, Élbio, Aranha, Luis Fernando C.","Arquivos Brasileiros de Cardiologia; 89(2); e12-e15","Arquivos Brasileiros de Cardiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2007001400015&lang=pt" 
"S0717-69962007000200001-chl","Editorial","Palmer T, Montserrat","ARQ (Santiago); (66); 9-9","ARQ (Santiago)","Inglês, Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200001&lang=pt" 
"S0717-69962007000200002-chl","El proyecto de los lugares del trabajo","Torrent, Horacio","ARQ (Santiago); (66); 12-18","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200002&lang=pt" 
"S0717-69962007000200003-chl","Una ciudad flexible de extraños","Sennett, Richard","ARQ (Santiago); (66); 19-23","ARQ (Santiago)","Inglês, Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200003&lang=pt" 
"S0717-69962007000200004-chl","Edificio CCU: Santiago, Chile","Tuca, José, Brahm, Alex, Nordenflycht, Jorge","ARQ (Santiago); (66); 24-31","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200004&lang=pt" 
"S0717-69962007000200005-chl","","Huidobro, Borja, di Girólamo, Sebastián, Zegers, Germán, Valdivieso, Cristián","ARQ (Santiago); (66); 32-35","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200005&lang=pt" 
"S0717-69962007000200006-chl","Edificio Costanera: Puerto Montt, Chile","Peñafiel, José Domingo","ARQ (Santiago); (66); 36-41","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200006&lang=pt" 
"S0717-69962007000200007-chl","Edificio Santa María: Santiago, Chile","Fernández Eyzaguirre, Cristián","ARQ (Santiago); (66); 42-49","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200007&lang=pt" 
"S0717-69962007000200008-chl","Edificio Consorcio Nacional de Seguros: Concepción, Chile","Browne, Enrique","ARQ (Santiago); (66); 50-53","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200008&lang=pt" 
"S0717-69962007000200010-chl","Oficinas Turner: Buenos Aires, Argentina","Klotz, Mathias, Minond, Edgardo","ARQ (Santiago); (66); 60-65","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200010&lang=pt" 
"S0717-69962007000200011-chl","Oficinas Philippi, Yrarrázaval, Pulido &amp; Brunner Abogados: Santiago, Chile","Fernández, Teodoro, Hernández, Sebastián","ARQ (Santiago); (66); 66-69","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200011&lang=pt" 
"S0717-69962007000200012-chl","Área de cuentas oficinas BBDO Chile: Santiago, Chile","Benítez, Álvaro, De la Cerda, Emilio, Folch, Tomás, Rosenberg, Daniel","ARQ (Santiago); (66); 70-73","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200012&lang=pt" 
"S0717-69962007000200014-chl","Oficinas Dirección Zoológico Nacional: Santiago, Chile","Carreño, Mario, Sartori, Piera","ARQ (Santiago); (66); 76-81","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200014&lang=pt" 
"S0717-69962007000200015-chl","Consulta Cubo: Chicureo, Chile","Labarca, Claudio, López, Juan Ignacio","ARQ (Santiago); (66); 82-85","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200015&lang=pt" 
"S0717-69962007000200017-chl","Cabanon: Roquebrune-Cap-Martin, Francia","Le Corbusier, , Blanc, Philippe","ARQ (Santiago); (66); 88-93","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200017&lang=pt" 
"S0717-69962007000200018-chl","Libros y revistas recibidos","","ARQ (Santiago); (66); 94-95","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200018&lang=pt" 
"S0717-69962007000200019-chl","Noticias de la Facultad","","ARQ (Santiago); (66); 96-97","ARQ (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-69962007000200019&lang=pt" 
"S1415-52732007000400003-scl","Fatores demográficos e comportamentais associados à obesidade abdominal em usuárias de centro de saúde de Belo Horizonte, Minas Gerais, Brasil","Oliveira, Edílson Ornelas, Velásquez-Meléndez, Gustavo, Kac, Gilberto","Revista de Nutrição; 20(4); 361-369","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400003&lang=pt" 
"S1415-52732007000400004-scl","Indicadores antropométricos na avaliação nutricional de idosos: um estudo comparativo","Garcia, Analia Nusya de Medeiros, Romani, Sylvia de Azevedo Mello, Lira, Pedro Israel Cabral de","Revista de Nutrição; 20(4); 371-378","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400004&lang=pt" 
"S1415-52732007000400006-scl","Efeitos do estresse agudo de contenção, do estresse crônico de natação e da administração de glutamina sobre a liberação de superóxido por macrófagos alveolares de ratos","Nascimento, Elizabeth do, Leandro, Carol Virgínia Góis, Amorim, Marco Antônio Fidalgo, Palmeiras, América, Ferro, Taisy Cavalcante, Castro, Célia Maria Machado Barbosa de, Castro, Raul Manhães de","Revista de Nutrição; 20(4); 387-396","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400006&lang=pt" 
"S1415-52732007000400007-scl","Desenvolvimento e reprodutibilidade de questionário para avaliar práticas e conhecimentos em segurança alimentar de nutricionistas da área clínica","Leite, Luísa Helena Maia, Waissmann, William, Veggi, Alessandra Bento","Revista de Nutrição; 20(4); 397-404","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400007&lang=pt" 
"S1415-52732007000400008-scl","Práticas alimentares e estado nutricional de crianças no segundo semestre de vida atendidas na rede pública de saúde","Modesto, Simone Paula, Devincenzi, Macarena Urrestarazu, Sigulem, Dirce Maria","Revista de Nutrição; 20(4); 405-415","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400008&lang=pt" 
"S1415-52732007000400009-scl","Metabolismo do glicogênio muscular durante o exercício físico: mecanismos de regulação","Lima-Silva, Adriano Eduardo, Fernandes, Tony Charles, De-Oliveira, Fernando Roberto, Nakamura, Fábio Yuzo, Gevaerd, Monique da Silva","Revista de Nutrição; 20(4); 417-429","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400009&lang=pt" 
"S1415-52732007000400005-scl","Redox-active labile iron in fortified flours from the Brazilian market","Espósito, Breno Pannia","Revista de Nutrição; 20(4); 379-385","Revista de Nutrição","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400005&lang=pt" 
"S0718-19572007000200001-chl","Revisión bibliográfica de especies ectoparásitas y hospedadoras de sistemas acuáticos de Chile","Muñoz, Gabriela, Olmos, Viviana","Revista de biología marina y oceanografía; 42(2); 89-148","Revista de biología marina y oceanografía","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572007000200001&lang=pt" 
"S0718-19572007000200005-chl","Caracterización físico-química del sistema bentónico en el sector sur del Golfo San Jorge, Argentina","Fernández, Mónica, Cucchi Colleoni, Daniel, Roux, Ana, Marcos, Ángel, Fernández, Elba","Revista de biología marina y oceanografía; 42(2); 177-192","Revista de biología marina y oceanografía","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572007000200005&lang=pt" 
"S0718-19572007000200008-chl","Alexander von Humboldt y el inicio de la biología marina y la oceanografía en el Mar del Sur","Reyes Frías, Eduardo","Revista de biología marina y oceanografía; 42(2); 205-206","Revista de biología marina y oceanografía","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572007000200008&lang=pt" 
"S0101-74382007000200009-scl","Determinação do valor de referência do aluguel de imóveis residenciais empregando o Método TODIM","Rangel, Luís Alberto Duncan, Gomes, Luiz Flávio Autran Monteiro","Pesquisa Operacional; 27(2); 357-372","Pesquisa Operacional","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382007000200009&lang=pt" 
"S0101-74382007000200006-scl","Algoritmo de busca dispersa aplicado ao problema clássico de roteamento de veículos","Sosa, Nélida Gladys Maquera, Galvão, Roberto Diéguez, Gandelman, Dan Abensur","Pesquisa Operacional; 27(2); 293-310","Pesquisa Operacional","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382007000200006&lang=pt" 
"S0101-74382007000200003-scl","Daily and monthly sugar price forecasting using the mixture of local expert models","Melo, Brício de, Milioni, Armando Zeferino, Nascimento Júnior, Cairo Lucio","Pesquisa Operacional; 27(2); 235-246","Pesquisa Operacional","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382007000200003&lang=pt" 
"S0101-74382007000200001-scl","Estudo sobre métodos de seleção de variáveis em DEA","Senra, Luis Felipe Aragão de Castro, Nanci, Luiz Cesar, Mello, João Carlos Correia Baptista Soares de, Meza, Lidia Angulo","Pesquisa Operacional; 27(2); 191-207","Pesquisa Operacional","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382007000200001&lang=pt" 
"S0101-74382007000200002-scl","Time to failure assessment of products at service conditions from accelerated lifetime tests with stress-dependent spread in life","Droguett, Enrique López, Mosleh, Ali","Pesquisa Operacional; 27(2); 209-233","Pesquisa Operacional","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382007000200002&lang=pt" 
"S1413-24782007000200001-scl","Editorial","","Revista Brasileira de Educação; 12(35); 195-196","Revista Brasileira de Educação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782007000200001&lang=pt" 
"S1413-24782007000200005-scl","Currículo, narrativa e o futuro social","Goodson, Ivor","Revista Brasileira de Educação; 12(35); 241-252","Revista Brasileira de Educação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782007000200005&lang=pt" 
"S1413-24782007000200004-scl","Índice de desenvolvimento infantil no Brasil: uma análise regional","Kappel, Dolores Bombardelli","Revista Brasileira de Educação; 12(35); 232-240","Revista Brasileira de Educação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782007000200004&lang=pt" 
"S1413-24782007000200010-scl","Semicultura e educação: uma análise crítica da revista Nova Escola","Bueno, Sinésio Ferraz","Revista Brasileira de Educação; 12(35); 300-307","Revista Brasileira de Educação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782007000200010&lang=pt" 
"S0102-09352007000400009-scl","Determinação da razão ótima de espermatozóides por ovócitos de piabanha Brycon insignis (pisces - characidae)","Shimoda, E., Andrade, D.R., Vidal Júnior, M.V., Godinho, H.P., Yasui, G.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(4); 877-882","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000400009&lang=pt" 
"S0102-09352007000400028-scl","Efeito do nível de uréia na dieta sobre o desempenho, a qualidade e o estádio de desenvolvimento embrionário em cabras Alpinas","Alves, N.G., Torres, C.A.A., Rodrigues, M.T., Cecon, P.R., Santos, A.D.F., Siqueira, L.G.B., Bitencourt, L.L., Moraes, E.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(4); 996-1005","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000400028&lang=pt" 
"S0101-31222007000200012-scl","Teste de comprimento de plântula na avaliação da qualidade fisiológica de sementes de soja","Vanzolini, Silvelena, Araki, Carlos Alberto dos Santos, Silva, Ana Carolina Toste Manso da, Nakagawa, João","Revista Brasileira de Sementes; 29(2); 90-96","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200012&lang=pt" 
"S0101-31222007000200007-scl","Efeitos do ambiente de armazenamento na qualidade de sementes de sorgo-sudão","Toledo, Mariana Zampar, Cavariani, Cláudio, Nakagawa, João, Alves, Elza","Revista Brasileira de Sementes; 29(2); 44-52","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200007&lang=pt" 
"S0100-39842007000400017-scl","Modulação cortical da percepção auditiva: análise por ressonância magnética funcional","Amaro Junior, Edson","Radiologia Brasileira; 40(4); 230-230","Radiologia Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400017&lang=pt" 
"S0100-39842007000400018-scl","Correlação entre a ressonância magnética e a ultra-sonografia com dúplex scan colorido no diagnóstico da trombose venosa profunda dos membros inferiores","Andrade Neto, Flávio Mendes","Radiologia Brasileira; 40(4); 262-263","Radiologia Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400018&lang=pt" 
"S0100-39842007000400019-scl","Evidência da dualidade funcional de galectina-3 no crescimento de melanoma murino","Andrade, Luciana Nogueira de Sousa","Radiologia Brasileira; 40(4); 286-286","Radiologia Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400019&lang=pt" 
"S0101-31222007000200004-scl","Manejo da temperatura do ar na secagem intermitente de sementes de arroz irrigado","Saravia, Critine Thomaz, Peres, Wolmer Brod, Risso, Joel","Revista Brasileira de Sementes; 29(2); 23-27","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200004&lang=pt" 
"S0101-31222007000200003-scl","Análise fisiológica e ultra-estrutural durante o desenvolvimento e a secagem de sementes de soja","Silva, Paulo de Albuquerque, Diniz, Kênia Almeida, Oliveira, João Almir, Pinho, Édila Vilela de Rezende Von","Revista Brasileira de Sementes; 29(2); 15-22","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200003&lang=pt" 
"S0101-31222007000200002-scl","Utilização do ethephon para a produção de sementes de híbrido de abóbora tipo tetsukabuto","Nascimento, Warley Marcos, Pinheiro, Fernanda, Freitas, Raquel Alves de","Revista Brasileira de Sementes; 29(2); 10-14","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200002&lang=pt" 
"S0101-31222007000200001-scl","Transferência de tecnologia para cultivares de soja desenvolvidas pela Embrapa Soja para o Paraná","Domit, Lineu Alberto, Pípolo, Antônio Eduardo, Miranda, Luiz Carlos, Guimarães, Maria de Fátima","Revista Brasileira de Sementes; 29(2); 1-9","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200001&lang=pt" 
"S0101-31222007000200009-scl","Recobrimento de sementes de soja com micronutrientes, fungicida e polímero","Bays, Rodrigo, Baudet, Leopoldo, Henning, Ademir Assis, Lucca Filho, Orland","Revista Brasileira de Sementes; 29(2); 60-67","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200009&lang=pt" 
"S0101-31222007000200021-scl","Qualidade fisiológica de sementes de urucum armazenadas em diferentes ambientes e embalagens","Corlett, Francisco Marinaldo Fernandes, Barros, Antonio Carlos Souza Albuquerque, Villela, Francisco Amaral","Revista Brasileira de Sementes; 29(2); 148-158","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200021&lang=pt" 
"S0101-31222007000200014-scl","Germination, initial growth and cotyledon protein content of bean cultivars under salinity stress","Dantas, Bárbara França, Ribeiro, Luciana de Sá, Aragão, Carlos Alberto","Revista Brasileira de Sementes; 29(2); 106-110","Revista Brasileira de Sementes","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200014&lang=pt" 
"S0101-31222007000200015-scl","Qualidade fisiológica de sementes de feijão caupi em quatro regiões do Estado do Ceará","Dutra, Alek Sandro, Teófilo, Elizita Maria, Medeiros Filho, Sebstião, Dias, Francisco Tiago Cunha","Revista Brasileira de Sementes; 29(2); 111-116","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200015&lang=pt" 
"S0101-31222007000200017-scl","Teste de tetrazólio para as sementes de milho: períodos de hidratação e de coloração das sementes","Chamma, Helena Maria Carmignani Pescarin, Novembre, Ana Dionisia da Luz Coelho","Revista Brasileira de Sementes; 29(2); 125-129","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200017&lang=pt" 
"S0101-31222007000200019-scl","Teste de condutividade elétrica em sementes de aveia preta","Menezes, Nilson Lemos de, Garcia, Danton Camacho, Bahry, Carlos André, Mattioni, Nilson Matheus","Revista Brasileira de Sementes; 29(2); 138-142","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200019&lang=pt" 
"S0101-31222007000200029-scl","Qualidade de sementes de arroz utilizadas no norte de Mato Grosso","Souza, Lilian Christian Domingues de, Yamashita, Oscar Mitsuo, Carvalho, Marco Antônio Camillo de","Revista Brasileira de Sementes; 29(2); 223-228","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200029&lang=pt" 
"S0101-31222007000200030-scl","Tegumento e profundidade de semeadura na emergência de plântulas e no desenvolvimento do porta-enxerto Trifoliata","Oliveira, Roberto Pedroso de, Scivittaro, Walkyria Bueno","Revista Brasileira de Sementes; 29(2); 229-233","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200030&lang=pt" 
"S1415-52732007000400010-scl","Aleitamento materno: o desafio de compreender a vivência","Araújo, Raquel Maria Amaral, Almeida, João Aprígio Guerra de","Revista de Nutrição; 20(4); 431-438","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400010&lang=pt" 
"S0100-67622007000400016-scl","Avaliação econômica e financeira de projetos de fornos dos tipos container industrial e retangular de 40 estéreos","Guimarães Neto, Rosalvo Maciel, Pimenta, Alexandre Santos, Silva, Marcio Lopes da, Soares, Naisy Silva, Vital, Benedito Rocha, Silva, José de Castro","Revista Árvore; 31(4); 709-715","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000400016&lang=pt" 
"S0100-67622007000400015-scl","Avaliação da carga de trabalho físico exigido em operações de produção de mudas ornamentais no distrito federal: estudo de caso","Fiedler, Nilton Cesar, Ferreira, Antônio Henrique S., Venturoli, Fábio, Minette, Luciano José","Revista Árvore; 31(4); 703-708","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000400015&lang=pt" 
"S0100-67622007000400013-scl","Análise da influência de diferentes tamanhos e composições de amostras no ajuste de uma relação hipsométrica para Eucalyptus grandis","Silva, Gilson Fernandes da, Xavier, Alexandre Cândido, Rodrigues, Flávio Lopes, Peternelli, Luiz Alexandre","Revista Árvore; 31(4); 685-694","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000400013&lang=pt" 
"S0101-31222007000200006-scl","Conseqüências fisiológicas da dessecação em sementes de açaí (Euterpe oleracea Mart.)","Nascimento, Walnice Maria Oliveira do, Novembre, Ana Dionisia da Luz Coelho, Cicero, Silvio Moure","Revista Brasileira de Sementes; 29(2); 38-43","Revista Brasileira de Sementes","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222007000200006&lang=pt" 
"S0104-11692007000400025-scl","An overview of research designs relevant to nursing: part 2: qualitative research designs","Driessnack, Martha, Sousa, Valmi D., Mendes, Isabel Amélia Costa","Revista Latino-Americana de Enfermagem; 15(4); 684-688","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000400025&lang=pt" 
"S0104-11692007000400026-scl","Knowledge of nurses at a psychiatric hospitalization unit of a teaching hospital","Olschowsky, Agnes, Duarte, Maria de Lourdes Custódio","Revista Latino-Americana de Enfermagem; 15(4); 689-691","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000400026&lang=pt" 
"S0104-11692007000400027-scl","Reflections on the care delivered in a suspected case of infanticide","Scherer, Edson Arthur, Scherer, Zeyne Alves Pires","Revista Latino-Americana de Enfermagem; 15(4); 692-698","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000400027&lang=pt" 
"S0104-11692007000400017-scl","Occupational accidents involving biological material among public health workers","Chiodi, Mônica Bonagamba, Marziale, Maria Helena Palucci, Robazzi, Maria Lúcia do Carmo Cruz","Revista Latino-Americana de Enfermagem; 15(4); 632-638","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000400017&lang=pt" 
"S0718-50732007000200001-chl","Railway sleepers made of alkali activated fly ash concrete","Palomo, Ángel, Fernández Jiménez, Ana, López Hombrados, Cecilio, Lleyda, José Luis","Revista ingeniería de construcción; 22(2); 75-80","Revista ingeniería de construcción","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200001&lang=pt" 
"S0718-50732007000200002-chl","Aplicación de la teoría de seguridad al diseño de cimentaciones en arenas: Chequeo de linealidad","González Cueto Vila, Ana Virginia, Quevedo Sotolongo, Gilberto","Revista ingeniería de construcción; 22(2); 81-88","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200002&lang=pt" 
"S0718-50732007000200003-chl","Estimating large complex projects","Schexnayder, Cliff, Molenaar, Keith, Shane, Jennifer","Revista ingeniería de construcción; 22(2); 91-98","Revista ingeniería de construcción","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200003&lang=pt" 
"S0718-50732007000200004-chl","Análisis y evaluación de riesgo de túneles carreteros en explotación","Martínez Montes, Germán, del Cerro Grau, José, Alegre Bayo, Javier, Ordóñez García, Javier","Revista ingeniería de construcción; 22(2); 101-110","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200004&lang=pt" 
"S0718-50732007000200005-chl","Aglomerante puzolánico formado por cal y ceniza de paja de caña de azúcar: la influencia granulométrica de sus componentes en la actividad aglomerante","Martínez Fernández, Lesday, Quintana Puchol, Rafael, Martirena Hernández, José Fernando","Revista ingeniería de construcción; 22(2); 113-122","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200005&lang=pt" 
"S0718-50732007000200006-chl","Efecto del secado en ambiente de servicio en la evolución de las propiedades mecánicas de hormigones livianos estructurales","Videla, Carlos, Tapia, Patricio","Revista ingeniería de construcción; 22(2); 123-137","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000200006&lang=pt" 
"S0101-73302007000200003-scl","Consideraciones sociologicas sobre profesionalización docente","Tenti Fanfani, Emilio","Educação &amp; Sociedade; 28(99); 335-353","Educação &amp; Sociedade","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200003&lang=pt" 
"S0101-73302007000200004-scl","Política educacional e a re-estruturação do trabalho docente: reflexões sobre o contexto Latino-americano","Oliveira, Dalila Andrade","Educação &amp; Sociedade; 28(99); 355-375","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200004&lang=pt" 
"S0101-73302007000200005-scl","Notas sobre as relações entre identidade e sindicalismo docentes","Ferreira, Márcia Ondina Vieira","Educação &amp; Sociedade; 28(99); 377-399","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200005&lang=pt" 
