"S1414-98932015000300959-scl","Significações Dadas pelos Progenitores acerca do Diagnóstico de Câncer dos Filhos","Frizzo, Natalia Schopf, Quintana, Alberto Manuel, Salvagni, Adelise, Barbieri, Ângela, Gebert, Lenir","Psicologia: Ciência e Profissão; 35(3); 959-972","Psicologia: Ciência e Profissão","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932015000300959&lang=pt" 
"S1809-48642015000300234-scl","Reflux Laryngitis: Correlation between the Symptoms Findings and Indirect Laryngoscopy","Silva, Carlos Eduardo Dilen da, Niedermeier, Bruno Taccola, Portinho, Fernando","International Archives of Otorhinolaryngology; 19(3); 234-237","International Archives of Otorhinolaryngology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48642015000300234&lang=pt" 
"S1809-48642015000300238-scl","Effectiveness of a Vestibular Rehabilitation Protocol to Improve the Health-Related Quality of Life and Postural Balance in Patients with Vertigo","Tsukamoto, Heloísa Freiria, Costa, Viviane de Souza Pinho, Silva Junior, Rubens Alexandre da, Pelosi, Gislaine Garcia, Marchiori, Luciana Lozza de Moraes, Vaz, Cláudia Regina Sanches, Fernandes, Karen Barros Parron","International Archives of Otorhinolaryngology; 19(3); 238-247","International Archives of Otorhinolaryngology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48642015000300238&lang=pt" 
"S1809-48642015000300255-scl","Transient Evoked and Distortion Product Otoacoustic Emissions in a Group of Neonates","Silva, Giovanna Cesar, Delecrode, Camila Ribas, Kemp, Adriana Tahara, Martins, Fabiana, Cardoso, Ana Claudia Vieira","International Archives of Otorhinolaryngology; 19(3); 255-258","International Archives of Otorhinolaryngology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48642015000300255&lang=pt" 
"S1517-83822015000300937-scl","Morphological changes and growth of filamentous fungi in the presence of high concentrations of PAHs","Zafra, German, Absalón, Angel E., Cortés-Espinosa, Diana V.","Brazilian Journal of Microbiology; 46(3); 937-941","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300937&lang=pt" 
"S1517-83822015000300749-scl","Seasonal variation on the presence of adenoviruses in stools from non-diarrheic patients","Vetter, Michele Regina, Staggemeier, Rodrigo, Vecchia, Andréia Dalla, Henzel, Andréia, Rigotto, Caroline, Spilki, Fernando Rosado","Brazilian Journal of Microbiology; 46(3); 749-752","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300749&lang=pt" 
"S1517-83822015000300861-scl","Assessment of the pathogenicity of cell-culture-adapted Newcastle disease virus strain Komarov","Visnuvinayagam, Sivam, K, Thangavel, N, Lalitha, S, Malmarugan, Sukumar, Kuppannan","Brazilian Journal of Microbiology; 46(3); 861-865","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300861&lang=pt" 
"S1517-83822015000300743-scl","Application of the BacT/ALERT&lt;sup&gt;R&lt;/sup&gt; 3D system for sterility testing of injectable products","Bugno, Adriana, Lira, Rodolfo Santos, Oliveira, Wesley Anderson, Almodovar, Adriana Aparecida Buzzo, Saes, Deborah Pita Sanches, de Jesus Andreoli Pinto, Terezinha","Brazilian Journal of Microbiology; 46(3); 743-747","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300743&lang=pt" 
"S1517-83822015000300875-scl","Invasin &lt;italic&gt;gimB&lt;/italic&gt; found in a bovine intestinal &lt;italic&gt;Escherichia coli&lt;/italic&gt; with an adherent and invasive profile","Matter, Letícia B., Spricigo, Denis A., Tasca, Caiane, de Vargas, Agueda C.","Brazilian Journal of Microbiology; 46(3); 875-878","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300875&lang=pt" 
"S1517-83822015000300777-scl","Healthcare-associated vancomycin resistant &lt;italic&gt;Enterococcus faecium&lt;/italic&gt; infections in the Mansoura University Hospitals intensive care units, Egypt","Moemen, Dalia, Tawfeek, Doaa, Badawy, Wafaa","Brazilian Journal of Microbiology; 46(3); 777-783","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300777&lang=pt" 
"S1517-83822015000300641-scl","Dormancy models for &lt;italic&gt;Mycobacterium tuberculosis&lt;/italic&gt;: A minireview","Alnimr, Amani M.","Brazilian Journal of Microbiology; 46(3); 641-647","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300641&lang=pt" 
"S1517-83822015000300649-scl","GPo1 &lt;italic&gt;alkB&lt;/italic&gt; gene expression for improvement of the degradation of diesel oil by a bacterial consortium","Luo, Qun, He, Ying, Hou, Deng-Yong, Zhang, Jian-Guo, Shen, Xian-Rong","Brazilian Journal of Microbiology; 46(3); 649-657","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300649&lang=pt" 
"S1517-83822015000300659-scl","Aerobic cyanide degradation by bacterial isolates from cassava factory wastewater","Kandasamy, Sujatha, Dananjeyan, Balachandar, Krishnamurthy, Kumar, Benckiser, Gero","Brazilian Journal of Microbiology; 46(3); 659-666","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300659&lang=pt" 
"S1517-83822015000300667-scl","Biodegradation of cypermethrin by immobilized cells of &lt;italic&gt;Micrococcus&lt;/italic&gt; sp. strain CPN 1","Tallur, Preeti N., Mulla, Sikandar I., Megadi, Veena B., Talwar, Manjunatha P., Ninnekar, Harichandra Z.","Brazilian Journal of Microbiology; 46(3); 667-672","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300667&lang=pt" 
"S1517-83822015000300673-scl","Molecular characterisation of &lt;italic&gt;Aspergillus flavus&lt;/italic&gt; isolates from peanut fields in India using AFLP","Singh, Diwakar, Radhakrishnan, T., Kumar, Vinod, Bagwan, N.B., Basu, M.S., Dobaria, J.R., Mishra, Gyan P., Chanda, S.V.","Brazilian Journal of Microbiology; 46(3); 673-682","Brazilian Journal of Microbiology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822015000300673&lang=pt" 
"S0001-60022015000300002-cri","Recomendaciones para el diagnóstico, clasificación y el manejo de la urticaria","Sedó-Mejía, Giovanni, Yong-Rodríguez, Adrián, Monge-Masís, Osvaldo, Hidalgo-Matlock, Benjamín","Acta Médica Costarricense; 57(3); 102-112","Acta Médica Costarricense","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022015000300002&lang=pt" 
"S0123-93922015000300007-col","","","Infectio; 19(3); 136-139","Infectio","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922015000300007&lang=pt" 
"S0123-93922015000300004-col","Efectividad a corto plazo de la vacuna antipertusis en adolescentes: revisión sistemática","Niño-Ruiz, Carmen, Morón-Duarte, Lina, Álvarez-Larrañaga, Martha I.","Infectio; 19(3); 115-123","Infectio","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922015000300004&lang=pt" 
"S0123-93922015000300006-col","Curso clínico de pacientes de trasplante autógeno de médula ósea portadores del virus linfotrópico humano","Pineda, Juan Carlos, Vélez, Juan Diego, Moncada, Pablo Andrés, Rosso, Fernando, Jaramillo, Francisco Javier","Infectio; 19(3); 131-135","Infectio","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922015000300006&lang=pt" 
"S0123-93922015000300002-col","Factores de riesgo asociados a complicaciones por Bordetella pertussis en la Fundación Hospital de la Misericordia, 2009-2013","Velásquez, María del Pilar Montilla, Moreno, Germán Camacho, Romero, Sandra Liliana, Gómez, Karen","Infectio; 19(3); 101-108","Infectio","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922015000300002&lang=pt" 
"S0123-93922015000300001-col","Why to disagree with the San Francisco Declaration on Research Assessment","Marin, Jorge E. Gomez","Infectio; 19(3); 99-100","Infectio","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922015000300001&lang=pt" 
"S0103-50532015000901743-scl","Thought for Food","Galembeck, Fernando","Journal of the Brazilian Chemical Society; 26(9); 1743-1744","Journal of the Brazilian Chemical Society","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532015000901743&lang=pt" 
"S0080-21072015000300274-scl","Editorial","Reinhard, Nicolau","Revista de Administração (São Paulo); 50(3); 274-274","Revista de Administração (São Paulo)","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072015000300274&lang=pt" 
"S1405-66662015000300006-mex","Intencionalidad y reflexividad en la escritura de alumnos bilingües indígenas de nivel superior","Hernández Rodríguez, Ernesto","Revista mexicana de investigación educativa; 20(66); 789-825","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300006&lang=pt" 
"S1405-66662015000300001-mex","Las múltiples facetas de la evaluación educativa","de Vries, Wietse","Revista mexicana de investigación educativa; 20(66); 679-683","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300001&lang=pt" 
"S1405-66662015000300014-mex","Instituto Nacional de Evaluación de la Educación: Una mirada crítica a su nueva función","Acuña Gamboa, Luis Alan, Mérida Martínez, Yliana","Revista mexicana de investigación educativa; 20(66); 985-991","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300014&lang=pt" 
"S1405-66662015000300013-mex","Expectativa, realidad y promesa de la tutoría en secundaria","Gómez López, Luis Felipe","Revista mexicana de investigación educativa; 20(66); 977-985","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300013&lang=pt" 
"S1405-66662015000300009-mex","La enseñanza de la argumentación escrita en la universidad: Una experiencia de intervención con estudiantes de Lingüística aplicada","Bañales Faz, Gerardo, Vega López, Norma Alicia, Araujo Alvineda, Narciso, Reyna Valladares, Antonio, Rodríguez Zamarripa, Brianda Saraí","Revista mexicana de investigación educativa; 20(66); 879-910","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300009&lang=pt" 
"S1405-66662015000300004-mex","Opiniones sobre evaluación de los profesores de segundo ciclo de ESO de Geografía e Historia en España: El caso de la Región de Murcia","Monteagudo Fernández, José, Molina Puche, Sebastián, Miralles Martínez, Pedro","Revista mexicana de investigación educativa; 20(66); 737-761","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300004&lang=pt" 
"S1405-66662015000300010-mex","Enfoques administrativos presentes en establecimientos educativos: Un estudio empírico en instituciones colombianas de educación básica y media","Ramírez-Cardona, Carmen Adriana, Calderón-Hernández, Gregorio, Castaño-Duque, Germán A.","Revista mexicana de investigación educativa; 20(66); 911-940","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300010&lang=pt" 
"S1405-66662015000300011-mex","Análisis crítico del discurso sobre la noción de estudiante con dificultades del aprendizaje en el marco de un Proyecto de Integración Escolar en una escuela municipal de Chile","Inostroza, Fabián A.","Revista mexicana de investigación educativa; 20(66); 941-958","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300011&lang=pt" 
"S1405-66662015000300007-mex","Construcción de sentidos críticos en el contexto universitario: Estudio de caso en la Universidad Nacional de Colombia","Rojas Villamil, Javier Alejandro","Revista mexicana de investigación educativa; 20(66); 827-858","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300007&lang=pt" 
"S1405-66662015000300003-mex","Las ayudas personalizadas como recurso de enseñanza de las matemáticas en un aula multigrado: Un estudio de caso","Block, David, Ramírez, Margarita, Reséndiz, Laura","Revista mexicana de investigación educativa; 20(66); 711-735","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300003&lang=pt" 
"S1405-66662015000300012-mex","La enseñanza de estrategias de escritura y comunicación de textos científicos y académicos a estudiantes de posgrado","Espino Datsira, Sandra","Revista mexicana de investigación educativa; 20(66); 959-976","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300012&lang=pt" 
"S1405-66662015000300002-mex","La influencia de la evaluación externa en los programas gubernamentales para la educación básica, 2002-2012","Pérez Yarahuán, Gabriela","Revista mexicana de investigación educativa; 20(66); 685-710","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300002&lang=pt" 
"S1405-66662015000300008-mex","Características psicométricas de un inventario para explorar la Autoeficacia Motivacional Docente","Valenzuela, Jorge, Silva-Peña, Ilich, Muñoz, Carla, Precht, Andrea","Revista mexicana de investigación educativa; 20(66); 859-878","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300008&lang=pt" 
"S1405-66662015000300005-mex","Pluralismos e investigación en política educativa: Una perspectiva epistemológica","Tello, César, Mainardes, Jefferson","Revista mexicana de investigación educativa; 20(66); 763-788","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000300005&lang=pt" 
"S2176-94512015010200001-scl","Researchers propose a protocol to recognize and treat mouth breathing in children","Pacheco, Maria Christina Thomé","Dental Press Journal of Orthodontics; 20(4); 1-1","Dental Press Journal of Orthodontics","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-94512015010200001&lang=pt" 
"S2176-94512015010200002-scl","Article on the correlation between skeletal pattern and degree of adenoid obstruction","Feres, Murilo Fernando Neuppmann","Dental Press Journal of Orthodontics; 20(4); 2-2","Dental Press Journal of Orthodontics","Inglês, Português, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-94512015010200002&lang=pt" 
"S0103-50532015000901897-scl","Evaluation of the Effects of Hofmeister Series on Salting Out in the Determination of Organophosphorous Pesticides and Pyrethroids by LDS/DLLME","Noronha, Luiz M. S., Neves, Antonio A., Queiroz, Maria E. L. R., Oliveira, André F.","Journal of the Brazilian Chemical Society; 26(9); 1897-1901","Journal of the Brazilian Chemical Society","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532015000901897&lang=pt" 
"S0103-50532015000901798-scl","Effects from Gold Electrodes on the Electron-Phonon Coupling of Poly(p-phenylenevinylene) Films","Therézio, Eralci M., Hidalgo, Ángel A., Oliveira Jr, Osvaldo N., Silva, Raigna A., Marletta, Alexandre","Journal of the Brazilian Chemical Society; 26(9); 1798-1803","Journal of the Brazilian Chemical Society","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532015000901798&lang=pt" 
"S1516-44462015000300007-scl","Motor development of children with attention deficit hyperactivity disorder","Rosa Neto, Francisco, Goulardins, Juliana B., Rigoli, Daniela, Piek, Jan P., Oliveira, Jorge A. de","Revista Brasileira de Psiquiatria; 37(3); 228-234","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300007&lang=pt" 
"S1516-44462015000300012-scl","Rumination in bipolar disorder: a systematic review","Silveira Jr., Érico de M., Kauer-Sant&#039;Anna, Marcia","Revista Brasileira de Psiquiatria; 37(3); 256-263","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300012&lang=pt" 
"S1516-44462015000300001-scl","Differential susceptibility of BALB/c, C57BL/6N, and CF1 mice to photoperiod changes","Pilz, Luísa K., Quiles, Caroline L., Dallegrave, Eliane, Levandovski, Rosa, Hidalgo, Maria Paz L., Elisabetsky, Elaine","Revista Brasileira de Psiquiatria; 37(3); 185-190","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300001&lang=pt" 
"S1516-44462015000300002-scl","The construct of psychopathy in a Chilean prison population","León-Mayer, Elizabeth, Folino, Jorge O., Neumann, Craig, Hare, Robert D.","Revista Brasileira de Psiquiatria; 37(3); 191-196","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300002&lang=pt" 
"S1516-44462015000300003-scl","Association of serum brain-derived neurotrophic factor (BDNF) and tumor necrosis factor-alpha (TNF-α) with diagnosis of delirium in oncology inpatients","Brum, Cristiano, Stertz, Laura, Borba, Ericksen, Rumi, Danielle, Kapczinski, Flávio, Camozzato, Analuiza","Revista Brasileira de Psiquiatria; 37(3); 197-202","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300003&lang=pt" 
"S1516-44462015000300004-scl","Childhood abuse increases the risk of depressive and anxiety symptoms and history of suicidal behavior in Mexican pregnant women","Lara, Ma. Asunción, Navarrete, Laura, Nieto, Lourdes, Le, Huynh-Nhu","Revista Brasileira de Psiquiatria; 37(3); 203-210","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300004&lang=pt" 
"S1516-44462015000300005-scl","Quality of life, social functioning, family structure, and treatment history associated with crack cocaine use in youth from the general population","Narvaez, Joana C.M., Pechansky, Flávio, Jansen, Karen, Pinheiro, Ricardo T., Silva, Ricardo A., Kapczinski, Flávio, Magalhães, Pedro V.","Revista Brasileira de Psiquiatria; 37(3); 211-218","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300005&lang=pt" 
"S1516-44462015000300006-scl","Religious coping and its influence on psychological distress, medication adherence, and quality of life in inflammatory bowel disease","Freitas, Thiago H., Hyphantis, Thomas N., Andreoulakis, Elias, Quevedo, João, Miranda, Hesley L., Alves, Gilberto S., Souza, Marcellus H., Braga, Lúcia L., Pargament, Kenneth I., Soczynska, Joanna K., McIntyre, Roger S., Carvalho, André F.","Revista Brasileira de Psiquiatria; 37(3); 219-227","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300006&lang=pt" 
"S1516-44462015000300008-scl","Epistasis between COMT Val158Met and DRD3 Ser9Gly polymorphisms and cognitive function in schizophrenia: genetic influence on dopamine transmission","Loch, Alexandre A., van de Bilt, Martinus T., Bio, Danielle S., Prado, Carolina M. do, Sousa, Rafael T. de, Valiengo, Leandro L., Moreno, Ricardo A., Zanetti, Marcus V., Gattaz, Wagner F.","Revista Brasileira de Psiquiatria; 37(3); 235-241","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300008&lang=pt" 
"S1516-44462015000300011-scl","Functional capacity: a new framework for the assessment of everyday functioning in schizophrenia","Mantovani, Lucas M., Teixeira, Antônio L., Salgado, João V.","Revista Brasileira de Psiquiatria; 37(3); 249-255","Revista Brasileira de Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462015000300011&lang=pt" 
"S1888-75462015000300001-esp","Acute effects of two different stretching techniques on isokinetic strength and power","Ayala, F., Ste Croix, M. De, Sainz de Baranda, P., Santonja, F.","Revista Andaluza de Medicina del Deporte; 8(3); 93-102","Revista Andaluza de Medicina del Deporte","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462015000300001&lang=pt" 
"S1888-75462015000300004-esp","Resumen de las evidencias científicas de la eficacia del ejercicio físico en las enfermedades cardiovasculares","Aramendi, J.F., Emparanza, J.I.","Revista Andaluza de Medicina del Deporte; 8(3); 115-129","Revista Andaluza de Medicina del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462015000300004&lang=pt" 
"S1132-12962015000200002-esp","Autoconsumo de hierbas medicinales en usuarios con enfermedades cardio-vasculares en una comuna de Chile","Veliz-Rojas, Lizet, Mendoza-Parra, Sara, Barriga, Omar A.","Index de Enfermería; 24(3); 123-128","Index de Enfermería","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1132-12962015000200002&lang=pt" 
"S2317-64312015000300269-scl","Perfil populacional de Grupo de Avaliação e Prevenção de Alterações de Linguagem (GAPAL)","Sideri, Karolina Pessote, Botega, Marilda Baggio Serrano, Chun, Regina Yu Shon","Audiology - Communication Research; 20(3); 269-273","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300269&lang=pt" 
"S0211-57352015000300015-esp","Libros","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 675-688","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300015&lang=pt" 
"S0211-57352015000300001-esp","Pasando el testigo de la Revista","Martínez Azumendi, Óscar, Sagasti Legarda, Nekane","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 449-451","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300001&lang=pt" 
"S2317-64312015000300001-scl","Editorial","Schochat, Eliane, Almeida, Kátia de","Audiology - Communication Research; 20(3); V-VI","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300001&lang=pt" 
"S0211-57352015000300019-esp","Adiós a Roser Pérez-Simó (ex-Presidente AEN Catalana)","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 704-704","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300019&lang=pt" 
"S0211-57352015000300018-esp","Fallece José Rallo Romero (1926-2015), socio de honor de la AEN: adiós a Pepe Rallo","Pedreira Massa, J.L.","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 702-703","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300018&lang=pt" 
"S0718-58392015000400002-chl","Photosynthetic performance index in early stage of growth, water use efficiency, and grain yield of winter barley cultivars","Kovačević, Josip, Mazur, Maja, Lalić, Alojzije, Josipović, Marko, Josipović, Ana, Kočar, Maja Matoša, Marković, Monika, Antunović, Jasenka, Cesar, Vera","Chilean journal of agricultural research; 75(3); 275-283","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400002&lang=pt" 
"S2317-64312015000300285-scl","A fluência na afasia progressiva primária logopênica","Santos, Karoline Pimentel dos, Ribeiro, Danieli Cristina, Santana, Ana Paula","Audiology - Communication Research; 20(3); 285-291","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300285&lang=pt" 
"S2317-64312015000300215-scl","Adaptação cultural do questionário Speech, Spatial and Qualities of Hearing Scale (SSQ) para o Português Brasileiro","Gonsalez, Elisiane Crestani de Miranda, Almeida, Kátia de","Audiology - Communication Research; 20(3); 215-224","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300215&lang=pt" 
"S2317-64312015000300239-scl","Variabilidade teste-reteste na audiometria tonal: comparação entre dois transdutores","Mello, Lilian Aguiar de, Silva, Roberta Almeida Machado da, Gil, Daniela","Audiology - Communication Research; 20(3); 239-245","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300239&lang=pt" 
"S2317-64312015000300246-scl","A triagem auditiva neonatal antecipa o diagnóstico e a intervenção em crianças com perda auditiva?","Rodrigues, Gabriela Ribeiro Ivo, Loiola-Barreiro, Camila Miranda, Pereira, Tânia, Pomilio, Mariza Cavenaghi Argentino","Audiology - Communication Research; 20(3); 246-254","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300246&lang=pt" 
"S2317-64312015000300203-scl","Comparação da atividade elétrica dos músculos supra-hióideos durante a realização de diferentes exercícios linguais","Furlan, Renata Maria Moreira Moraes, Rezende, Bárbara Antunes, Motta, Andréa Rodrigues","Audiology - Communication Research; 20(3); 203-209","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300203&lang=pt" 
"S2317-64312015000300233-scl","Potencial cortical P3: nível de dificuldade para diferentes estímulos","Didoné, Dayane Domeneghini, Oppitz, Sheila Jacques, Silva, Débora Durigon da, Gois, Marjana, Folgearini, Jordana da Silva, Ferreira, Geise Corrêa, Biaggio, Eliara Pinto Vieira, Garcia, Michele Vargas","Audiology - Communication Research; 20(3); 233-238","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300233&lang=pt" 
"S2317-64312015000300225-scl","Achados da avaliação comportamental e eletrofisiológica do processamento auditivo","Santos, Thamara Suzi dos, Mancini, Patrícia Cotta, Sancio, Lorena Pinheiro, Castro, Aline Rejane, Labanca, Ludimila, Resende, Luciana Macedo de","Audiology - Communication Research; 20(3); 225-232","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300225&lang=pt" 
"S2317-64312015000300255-scl","Fonoaudiologia e estratégia de saúde da família: implicação da dimensão estrutural na qualidade da atenção à saúde fonoaudiológica","Zanin, Loíse Elena, Albuquerque, Izabelle Mont&#039;alverne Napoleão, Melo, Daniel Hardy","Audiology - Communication Research; 20(3); 255-261","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300255&lang=pt" 
"S2317-64312015000300274-scl","Adaptação da Bateria Montreal de Avaliação da Comunicação para o Português Europeu","Kerr, Mônica de Souza, Pagliarin, Karina Carlesso, Casarin, Fabiola Schwengber, Mineiro, Ana, Ferré, Perrine, Joanette, Yves, Fonseca, Rochele Paz","Audiology - Communication Research; 20(3); 274-284","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300274&lang=pt" 
"S2317-64312015000300183-scl","Aleitamento materno e aspectos fonoaudiológicos: conhecimento e aceitação de mães de uma maternidade","Medeiros, Andréa Monteiro Correia, Batista, Bruna Gonçalves, Barreto, Ikaro Daniel de Carvalho","Audiology - Communication Research; 20(3); 183-190","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300183&lang=pt" 
