"S0100-40422011000200013-scl","Derivados citotóxicos de vitanolidos isolados das folhas de Acnistus arborescens","Minguzzi, Sandro, Barata, Lauro E. S., Cordell, Geoffrey A.","Química Nova; 34(2); 237-241","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000200013&lang=pt" 
"S1413-81232011000700079-scl","Cultura e empowerment: promoção à saúde e prevenção da Aids entre prostitutas no Rio de Janeiro","Meis, Carla De","Ciência &amp; Saúde Coletiva; 16(); 1437-1444","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700079&lang=pt" 
"S1413-81232011000700081-scl","Relação médico-paciente em oncologia: medos, angústias e habilidades comunicacionais de médicos na cidade de Fortaleza (CE)","Silva, Carlos Maximiliano Gaspar Carvalho Heil, Rodrigues, Camila Herculano Soares, Lima, Jussiê Correia, Jucá, Natália Braga Hortêncio, Augusto, Kathiane Lustosa, Lino, Carolina Arcanjo, Carvalho, Amanda Gisele Nobre, Andrade, Filipe Castro de, Rodrigues, Josiane Vasconcelos, Caprara, Andrea","Ciência &amp; Saúde Coletiva; 16(); 1457-1465","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700081&lang=pt" 
"S1413-81232011000700085-scl","Dificuldades do trabalho médico no PSF","Vasconcelos, Fernanda Gaspar Antonini, Zaniboni, Marilu Ramos Gonçalves","Ciência &amp; Saúde Coletiva; 16(); 1497-1504","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700085&lang=pt" 
"S1413-81232011000700097-scl","Reflexões sobre a educação de profissionais da área de saúde","Namen, Fátima Maria, Galan Jr., João","Ciência &amp; Saúde Coletiva; 16(); 1611-1619","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700097&lang=pt" 
"S1413-81232011000700063-scl","Perfil dos casos novos de tuberculose notificados em Ribeirão Preto (SP) no período de 2000 a 2006","Hino, Paula, Cunha, Tarcísio Neves da, Villa, Tereza Cristina Scatena, Santos, Claudia Benedita dos","Ciência &amp; Saúde Coletiva; 16(); 1295-1301","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700063&lang=pt" 
"S1413-81232011000700003-spa","Aspectos éticos em uma disputa de mercado entre laboratórios clínicos e um plano de saúde: relato de caso","Pinheiro, Malone Santos, Brito, Ana Maria Guedes de, Jeraldo, Verônica de Lourdes Sierpe, Pinheiro, Kariny Souza","Ciência &amp; Saúde Coletiva; 16(); 731-734","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700003&lang=pt" 
"S1413-81232011000700037-spa","A regulação no setor público de saúde no Brasil: os (des) caminhos da assistência médico-hospitalar","Farias, Sidney Feitoza, Gurgel Jr., Garibaldi Dantas, Costa, André Monteiro, Brito, Rodrigo de Lino, Buarque, Roberta Rebelo","Ciência &amp; Saúde Coletiva; 16(); 1043-1053","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700037&lang=pt" 
"S1413-81232011000700101-spa","Automedicação na adolescência: um desafio para a educação em saúde","Silva, Ilane Magalhães, Catrib, Ana Maria Fontenelle, Matos, Vânia Cordeiro de, Gondim, Ana Paula Soares","Ciência &amp; Saúde Coletiva; 16(); 1651-1660","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700101&lang=pt" 
"S1413-81232011000700100-spa","A zooterapia popular no Estado da Bahia: registro de novas espécies animais utilizadas como recursos medicinais","Costa Neto, Eraldo Medeiros","Ciência &amp; Saúde Coletiva; 16(); 1639-1650","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700100&lang=pt" 
"S1413-81232011000700099-spa","Consumo de medicamentos entre adultos na área de abrangência de uma Unidade de Saúde da Família","Vosgerau, Milene Zanoni da Silva, Soares, Darli Antonio, Souza, Regina Kazue Tanno de, Matsuo, Tiemi, Carvalho, Gisele dos Santos","Ciência &amp; Saúde Coletiva; 16(); 1629-1638","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700099&lang=pt" 
"S1413-81232011000700098-spa","Aspectos psicossociais dos adolescentes de Aracaju (SE) relacionados à percepção de saúde bucal","Carvalho, Ricardo Wathson Feitosa de, Santos, Cléa Núbia Albuquerque, Oliveira, Cristiane Costa da Cunha, Gonçalves, Suzane Rodrigues Jacinto, Novais, Sônia Maria Alves, Pereira, Maria Auxiliadora da Silva","Ciência &amp; Saúde Coletiva; 16(); 1621-1628","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700098&lang=pt" 
"S1413-81232011000700097-spa","Reflexões sobre a educação de profissionais da área de saúde","Namen, Fátima Maria, Galan Jr., João","Ciência &amp; Saúde Coletiva; 16(); 1611-1619","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700097&lang=pt" 
"S1413-81232011000700095-spa","Popularização do autoexame da boca: um exemplo de educação não formal - Parte II","Almeida, Fernanda Campos Sousa de, Silva, Dorival Pedroso da, Amoroso, Maria Alice, Dias, Reinaldo de Brito e, Crivello Junior, Oswaldo, Araújo, Maria Ercilia de","Ciência &amp; Saúde Coletiva; 16(); 1589-1598","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700095&lang=pt" 
"S1413-81232011000700094-spa","Prevalência e fatores associados a sobrepeso e obesidade em escolares da rede pública","Rodrigues, Paula Afonso, Marques, Maria Helena, Chaves, Maria das Graças Afonso Miranda, Souza, Camila Freitas de, Carvalho, Matheus Furtado de","Ciência &amp; Saúde Coletiva; 16(); 1581-1588","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700094&lang=pt" 
"S1413-81232011000700092-spa","Pedagogia freireana como método de prevenção de doenças","Beserra, Eveline Pinheiro, Torres, Cibele Almeida, Pinheiro, Patrícia Neyva Costa, Alves, Maria Dalva Santos, Barroso, Maria Grasiela Teixeira","Ciência &amp; Saúde Coletiva; 16(); 1563-1570","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700092&lang=pt" 
"S1413-81232011000700091-spa","A educação em saúde e suas representações entre alunos de um curso de odontologia","Mialhe, Fábio Luiz, Silva, Cristiane Maria da Costa","Ciência &amp; Saúde Coletiva; 16(); 1555-1561","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700091&lang=pt" 
"S1413-81232011000700090-spa","Educação em saúde: percepção dos enfermeiros da atenção básica em Uberaba (MG)","Cervera, Diana Patrícia Patino, Parreira, Bibiane Dias Miranda, Goulart, Bethania Ferreira","Ciência &amp; Saúde Coletiva; 16(); 1547-1554","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700090&lang=pt" 
"S1413-81232011000700088-spa","Análise quantitativa e qualitativa do nível de conhecimento dos alunos do curso de fisioterapia sobre a atuação do fisioterapeuta em saúde pública","Naves, Cristiane Roberta, Brick, Vanessa de Souza","Ciência &amp; Saúde Coletiva; 16(); 1525-1534","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700088&lang=pt" 
"S1413-81232011000700087-spa","Inserção do fisioterapeuta no Programa Saúde da Família","Delai, Kéllin Daneluz, Wisniewski, Miriam Salete Wilk","Ciência &amp; Saúde Coletiva; 16(); 1515-1523","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700087&lang=pt" 
"S1413-81232011000700086-spa","Educação terapêutica para diabéticos: os cuidados com os pés na realidade de pacientes e familiares","Cisneros, Ligia de Loiola, Gonçalves, Luiz Alberto Oliveira","Ciência &amp; Saúde Coletiva; 16(); 1505-1514","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700086&lang=pt" 
"S1413-81232011000700085-spa","Dificuldades do trabalho médico no PSF","Vasconcelos, Fernanda Gaspar Antonini, Zaniboni, Marilu Ramos Gonçalves","Ciência &amp; Saúde Coletiva; 16(); 1497-1504","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700085&lang=pt" 
"S1413-81232011000700084-spa","A prática de atividade física na cidade universitária da Universidade Federal de Mato Grosso do Sul (UFMS)","Oliveira, Caroline Silva de, Stefane, Claudia Aparecida, Liziero, Leonardo, Gabilan, Jarina Gomes, Paranhos Filho, Antonio Conceição, Guimarães, Fernanda Karolline de Oliveira","Ciência &amp; Saúde Coletiva; 16(); 1489-1496","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700084&lang=pt" 
"S1413-81232011000700081-spa","Relação médico-paciente em oncologia: medos, angústias e habilidades comunicacionais de médicos na cidade de Fortaleza (CE)","Silva, Carlos Maximiliano Gaspar Carvalho Heil, Rodrigues, Camila Herculano Soares, Lima, Jussiê Correia, Jucá, Natália Braga Hortêncio, Augusto, Kathiane Lustosa, Lino, Carolina Arcanjo, Carvalho, Amanda Gisele Nobre, Andrade, Filipe Castro de, Rodrigues, Josiane Vasconcelos, Caprara, Andrea","Ciência &amp; Saúde Coletiva; 16(); 1457-1465","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700081&lang=pt" 
"S1413-81232011000700079-spa","Cultura e empowerment: promoção à saúde e prevenção da Aids entre prostitutas no Rio de Janeiro","Meis, Carla De","Ciência &amp; Saúde Coletiva; 16(); 1437-1444","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700079&lang=pt" 
"S1413-81232011000700078-spa","Conhecimento dos clientes com tuberculose pulmonar e seus familiares sobre adesão ao tratamento e fatores associados, no município do Rio Grande (RS)","Costa, Silvana Monteiro, Mendoza-Sassi, Raúl Andrés, Teixeira, Tarso Pereira, Leivas, Vânia do Amaral, Cézar-Vaz, Marta Regina","Ciência &amp; Saúde Coletiva; 16(); 1427-1435","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700078&lang=pt" 
"S1413-81232011000700077-spa","Construção da integralidade no cuidar de pessoas com diabetes mellitus em um centro de saúde em Feira de Santana (BA)","Bastos, Leonor da Silva, Assis, Marluce Maria Araújo, Nascimento, Maria Angela Alves do, Oliveira, Luciane Cristina Feltrin de","Ciência &amp; Saúde Coletiva; 16(); 1417-1426","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700077&lang=pt" 
"S1413-81232011000700076-spa","Estudo comparativo da concepção de saúde e doença entre estudantes de odontologia e ciências sociais de uma universidade pública no Estado do Rio de Janeiro","Torres, Myrna de Faria Magalhães, Carvalho, Fernanda Ribeiro, Martins, Marisa Drumond","Ciência &amp; Saúde Coletiva; 16(); 1409-1415","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700076&lang=pt" 
"S1413-81232011000700075-spa","Escalas de satisfação com o atendimento às doenças cardiovasculares: CARDIOSATIS usuário e equipe","Cardoso, Clareci Silva, Bandeira, Marina, Ribeiro, Antonio Luiz Pinho, Oliveira, Graziella Lage, Caiaffa, Waleska Teixeira","Ciência &amp; Saúde Coletiva; 16(); 1401-1407","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700075&lang=pt" 
"S1413-81232011000700074-spa","Controle da hipertensão arterial e fatores associados na atenção primária em Unidades Básicas de Saúde localizadas na Região Oeste da cidade de São Paulo","Pierin, Angela Maria Geraldo, Marroni, Sandra Nara, Taveira, Luzi Aparecida Faleiros, Benseñor, Isabela Judith Martins","Ciência &amp; Saúde Coletiva; 16(); 1389-1400","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700074&lang=pt" 
"S1413-81232011000700073-spa","Hipertensão arterial e diabetes na Estratégia de Saúde da Família: uma análise da frequência de acompanhamento pelas equipes de Saúde da Família","Malfatti, Carlos Ricardo Maneck, Assunção, Ari Nunes","Ciência &amp; Saúde Coletiva; 16(); 1383-1388","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700073&lang=pt" 
"S1413-81232011000700072-spa","A esquistossomose mansoni no contexto da política de saúde brasileira","Tibiriçá, Sandra Helena Cerrato, Guimarães, Frederico Baêta, Teixeira, Maria Teresa Bustamente","Ciência &amp; Saúde Coletiva; 16(); 1375-1381","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700072&lang=pt" 
"S1413-81232011000700070-spa","Adaptação transcultural do questionário HIV/AIDS-Target Quality of Life para avaliação da qualidade de vida em pacientes com HIV/aids","Moser, Ana Maria Martins, Traebert, Jefferson","Ciência &amp; Saúde Coletiva; 16(); 1357-1362","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700070&lang=pt" 
"S1413-81232011000700069-spa","A percepção do cuidador familiar sobre a recuperação física do idoso em condição de incapacidade funcional","Israel, Nilda Emiko Nozaki, Andrade, Oséias Guimarães de, Teixeira, Jorge Juarez Vieira","Ciência &amp; Saúde Coletiva; 16(); 1349-1356","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700069&lang=pt" 
"S1413-81232011000700068-spa","Severidade clínica e funcionalidade de pacientes hemiplégicos pós-AVC agudo atendidos nos serviços públicos de fisioterapia de Natal (RN)","Costa, Fabrícia Azevêdo da, Silva, Diana Lídice Araújo da, Rocha, Vera Maria da","Ciência &amp; Saúde Coletiva; 16(); 1341-1348","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700068&lang=pt" 
"S1413-81232011000700067-spa","Utilização de tecnologias no trabalho com grupos de diabéticos e hipertensos na Saúde da Família","Fernandes, Maria Teresinha de Oliveira, Silva, Líliam Barbosa, Soares, Sônia Maria","Ciência &amp; Saúde Coletiva; 16(); 1331-1340","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700067&lang=pt" 
"S1413-81232011000700066-spa","Conhecimento, atitude e prática sobre dengue, seu vetor e ações de controle em uma comunidade urbana do Nordeste","Santos, Solange Laurentino dos, Cabral, Ana Catarina dos Santos Pereira, Augusto, Lia Giraldo da Silva","Ciência &amp; Saúde Coletiva; 16(); 1319-1330","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700066&lang=pt" 
"S1413-81232011000700065-spa","Hanseníase: conhecimentos e mudanças na vida das pessoas acometidas","Nunes, Joyce Mazza, Oliveira, Eliany Nazaré, Vieira, Neiva Francenely Cunha","Ciência &amp; Saúde Coletiva; 16(); 1311-1318","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700065&lang=pt" 
"S1413-81232011000700064-spa","Dinâmica populacional e o perfil de mortalidade no município de Montes Claros (MG)","Oliveira-Campos, Maryane, Cerqueira, Marília Borborema Rodrigues, Rodrigues Neto, João Felício","Ciência &amp; Saúde Coletiva; 16(); 1303-1310","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700064&lang=pt" 
"S1413-81232011000700063-spa","Perfil dos casos novos de tuberculose notificados em Ribeirão Preto (SP) no período de 2000 a 2006","Hino, Paula, Cunha, Tarcísio Neves da, Villa, Tereza Cristina Scatena, Santos, Claudia Benedita dos","Ciência &amp; Saúde Coletiva; 16(); 1295-1301","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700063&lang=pt" 
"S1413-81232011000700062-spa","Distribuição espacial de doenças endêmicas no município de Ribeirão Preto (SP)","Hino, Paula, Villa, Tereza Cristina Scatena, Cunha, Tarcísio Neves da, Santos, Claudia Benedita dos","Ciência &amp; Saúde Coletiva; 16(); 1289-1294","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700062&lang=pt" 
"S1413-81232011000700061-spa","Homicídios de homens de quinze a 29 anos e fatores relacionados no estado do Paraná, de 2002 a 2004","Andrade, Selma Maffei de, Soares, Darli Antonio, Souza, Regina Kazue Tanno de, Matsuo, Tiemi, Souza, Hiury Dutra de","Ciência &amp; Saúde Coletiva; 16(); 1281-1288","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700061&lang=pt" 
"S1413-81232011000700060-spa","Tendência secular de crescimento em Blumenau (SC)","Soncini, Ana Silveira, Vargas, Deisi Maria, Arena, Mariana Garcia Lopes, Arena, Luiz Fernando Garcia Lopes","Ciência &amp; Saúde Coletiva; 16(); 1275-1280","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700060&lang=pt" 
"S1413-81232011000700059-spa","Avaliação da completitude das variáveis da declaração de óbitos de menores de um ano residentes em Pernambuco, 1997-2005","Costa, Juliana Martins Barbosa da Silva, Frias, Paulo Germano de","Ciência &amp; Saúde Coletiva; 16(); 1267-1274","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700059&lang=pt" 
"S1413-81232011000700057-spa","A tecnologia de realidade virtual como recurso para formação em saúde pública à distância: uma aplicação para a aprendizagem dos procedimentos antropométricos","Barilli, Elomar Christina Vieira Castilho, Ebecken, Nelson Francisco Favilla, Cunha, Gerson Gomes","Ciência &amp; Saúde Coletiva; 16(); 1247-1256","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700057&lang=pt" 
"S1413-81232011000700056-spa","Avaliação da qualidade da informação: linkage entre SIM e SINASC em Jaboatão dos Guararapes (PE)","Ferreira, Jacyra Salucy Antunes, Vilela, Mirella Bezerra Rodrigues, Aragão, Paula Silva, Oliveira, Renata Almeida de, Tiné, Renata Ferreira","Ciência &amp; Saúde Coletiva; 16(); 1241-1246","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700056&lang=pt" 
"S1413-81232011000700055-spa","Confiabilidade dos dados do Sistema de Informações sobre Nascidos Vivos em Teresina, Estado do Piauí, Brasil - 2002","Mascarenhas, Márcio Dênis Medeiros, Gomes, Keila Rejane Oliveira","Ciência &amp; Saúde Coletiva; 16(); 1233-1239","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700055&lang=pt" 
"S1413-81232011000700054-spa","Utilização de serviços de saúde de atenção básica em municípios da metade sul do Rio Grande do Sul: análise baseada em sistemas de informação","Gerhardt, Tatiana Engel, Pinto, Juliana Maciel, Riquinho, Deise Lisboa, Roese, Adriana, Santos, Daniel Labernarde dos, Lima, Maristela Correa Rodrigues de","Ciência &amp; Saúde Coletiva; 16(); 1221-1232","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700054&lang=pt" 
"S1413-81232011000700053-spa","Sistema de informações sobre nascidos vivos: um estudo de revisão","Paiva, Natália Santana, Coeli, Claudia Medina, Moreno, Arlinda Barbosa, Guimarães, Raphael Mendonça, Camargo Júnior, Kenneth Rochel de","Ciência &amp; Saúde Coletiva; 16(); 1211-1220","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700053&lang=pt" 
"S1413-81232011000700052-spa","Criação de banco de dados para sustentação da pós-eliminação em hanseníase","Paschoal, Vânia Del Arco, Nardi, Susilene Maria Tonelli, Cury, Maria Rita de Cássia Oliveira, Lombardi, Clovis, Virmond, Marcos da Cunha Lopes, Silva, Renée Matar Dourado Neta da, Paschoal, José Antonio Armani, Magalhais, Lílian Carla, Conte, Ellen Carolina Marques, Kubota, Rosina Maria Martins, Soubhia, Rosa Maria Cordeiro","Ciência &amp; Saúde Coletiva; 16(); 1201-1210","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700052&lang=pt" 
"S1413-81232011000700051-spa","Sistema nacional de informações tóxico-farmacológicas: o desafio da padronização dos dados","Santana, Rosane Abdala Lins de, Bochner, Rosany, Guimarães, Maria Cristina Soares","Ciência &amp; Saúde Coletiva; 16(); 1191-1200","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700051&lang=pt" 
"S1413-81232011000700050-spa","Definição do perfil de competências em saúde coletiva a partir da experiência de cirurgiões-dentistas atuantes no serviço público","Costa, Iris do Céu Clara, Araújo, Maria Neile Torres de","Ciência &amp; Saúde Coletiva; 16(); 1181-1189","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700050&lang=pt" 
"S1413-81232011000700049-spa","A importância da saúde bucal na ótica de pacientes hospitalizados","Lima, Daniela Coelho de, Saliba, Nemre Adas, Garbin, Artênio José Isper, Fernandes, Leandro Araújo, Garbin, Cléa Adas Saliba","Ciência &amp; Saúde Coletiva; 16(); 1173-1180","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700049&lang=pt" 
"S1413-81232011000700048-spa","Auditoria de avaliação dos serviços de saúde no processo de credenciamento","Paim, Chennyfer da Rosa Paino, Zucchi, Paola","Ciência &amp; Saúde Coletiva; 16(); 1163-1171","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700048&lang=pt" 
"S1413-81232011000700047-spa","Cuidado nutricional hospitalar: percepção de nutricionistas para atendimento humanizado","Pedroso, Cassiani Gotâma Tasca, Sousa, Anete Araújo de, Salles, Raquel Kuerten de","Ciência &amp; Saúde Coletiva; 16(); 1155-1162","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700047&lang=pt" 
"S1413-81232011000700046-spa","Conceptual and methodological aspects in the study of hospitalizations for ambulatory care sensitive conditions","Nedel, Fúlvio Borges, Facchini, Luiz Augusto, Bastos, João Luiz, Martín-Mateo, Miguel","Ciência &amp; Saúde Coletiva; 16(); 1145-1154","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700046&lang=pt" 
"S1413-81232011000700045-spa","Avaliação da efetividade da rede municipal pública de apoio diagnóstico em patologia clínica: o caso de Belo Horizonte (MG)","Sancho, Leyla Gomes, Vargens, José Muniz da Costa, Sancho, Rafael Gomes","Ciência &amp; Saúde Coletiva; 16(); 1135-1144","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700045&lang=pt" 
"S1413-81232011000700044-spa","O hospital-escola de São Carlos: análise do funcionamento por meio da satisfação dos usuários","Ricci, Natalia Aquaroni, Wanderley, Fábio da Silva, Oliveira, Marilda Siriani de, Rebelatto, José Rubens","Ciência &amp; Saúde Coletiva; 16(); 1125-1134","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700044&lang=pt" 
"S1413-81232011000700043-spa","Humanização da saúde em um serviço de emergência de um hospital público: comparação sobre representações sociais dos profissionais antes e após a capacitação","Andrade, Maria Angélica Carvalho, Artmann, Elizabeth, Trindade, Zeidi Araujo","Ciência &amp; Saúde Coletiva; 16(); 1115-1124","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700043&lang=pt" 
"S1413-81232011000700042-spa","Avaliação da qualidade da prescrição de medicamentos de um hospital de ensino","Araújo, Patrícia Taveira de Brito, Uchôa, Severina Alice Costa","Ciência &amp; Saúde Coletiva; 16(); 1107-1114","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700042&lang=pt" 
"S1413-81232011000700041-spa","Os significados do trabalho em unidades de terapia intensiva de dois hospitais brasileiros","Baasch, Davi, Laner, Aline dos Santos","Ciência &amp; Saúde Coletiva; 16(); 1097-1105","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700041&lang=pt" 
"S1413-81232011000700039-spa","Características da demanda do serviço de saúde de emergência no Sul do Brasil","Carret, Maria Laura Vidal, Fassa, Anaclaudia Gastal, Paniz, Vera Maria Vieira, Soares, Patrícia Carret","Ciência &amp; Saúde Coletiva; 16(); 1069-1079","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700039&lang=pt" 
"S1413-81232011000700035-spa","Agente comunitário de saúde: perfil adequado a realidade do Programa Saúde da Família?","Santos, Karina Tonini dos, Saliba, Nemre Adas, Moimaz, Suzely Adas Saliba, Arcieri, Renato Moreira, Carvalho, Maria de Lourdes","Ciência &amp; Saúde Coletiva; 16(); 1023-1028","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700035&lang=pt" 
"S1413-81232011000700034-spa","Avaliação da percepção das equipes de saúde bucal da Secretaria Municipal da Saúde de Curitiba (PR) sobre o tratamento restaurador atraumático (ART)","Busato, Ivana Maria Saes, Gabardo, Marilisa Carneiro Leão, França, Beatriz Helena Sottile, Moysés, Samuel Jorge, Moysés, Simone Tetu","Ciência &amp; Saúde Coletiva; 16(); 1017-1022","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700034&lang=pt" 
"S1413-81232011000700033-spa","Quality of life related to oral health: contribution from social factors","Cohen-Carneiro, Flávia, Souza-Santos, Reinaldo, Rebelo, Maria Augusta Bessa","Ciência &amp; Saúde Coletiva; 16(); 1007-1015","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700033&lang=pt" 
