"S1413-81232012000500011-spa","Atendimento de saúde para pessoas idosas vítimas de violência no município do Rio de Janeiro","Ribeiro, Adalgisa Peixoto, Souza, Edinilsa Ramos de, Valadares, Fabiana Castelo","Ciência &amp; Saúde Coletiva; 17(5); 1167-1177","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000500011&lang=pt" 
"S1519-69842012000200002-scl","Temporal influence on foraging strategies, territoriality and nomadic tendencies of Snail Kite, Rosthramus sociabilis (Viellot, 1817) in an urban Neotropical wetland","Posso, SR, Cintra, FB, Frias, J","Brazilian Journal of Biology; 72(2); 235-241","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200002&lang=pt" 
"S1519-69842012000200003-scl","Isolation of Bacillus thuringiensis strains that contain Dipteran-specific cry genes from Ilha Bela (São Paulo, Brazil) soil samples","Campanini, EB., Davolos, CC., Alves, ECC., Lemos, MVF.","Brazilian Journal of Biology; 72(2); 243-247","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200003&lang=pt" 
"S1519-69842012000200022-scl","New host records of Brazilian pentastomid species","Brito, SV, Almeida, WO, Anjos, LA, Silva, RJ","Brazilian Journal of Biology; 72(2); 393-396","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200022&lang=pt" 
"S1519-69842012000200010-scl","Short-term effects of a spinosyn&#039;s family insecticide on energy metabolism and liver morphology in frugivorous bats Artibeus lituratus (Olfers, 1818)","Amaral, TS, Carvalho, TF, Silva, MC, Barros, MS, Picanço, MC, Neves, CA, Freitas, MB","Brazilian Journal of Biology; 72(2); 299-304","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200010&lang=pt" 
"S1519-69842012000200013-scl","First description of Adenovirus, Enterovirus, Rotavirus and Torque teno virus in water samples collected from the Arroio Dilúvio, Porto Alegre, Brazil","Vecchia, AD, Fleck, JD, Comerlato, J, Kluge, M, Bergamaschi, B, Da Silva, JVS, Da Luz, RB, Teixeira, TF, Garbinatto, GN, Oliveira, DV, Zanin, JG, Van der Sand, S, Frazzon, APG, Franco, AC, Roehe, PM, Spilki, FR","Brazilian Journal of Biology; 72(2); 323-329","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200013&lang=pt" 
"S1519-69842012000200015-scl","The presence of Abronia oaxacae (Squamata: Anguidae) in tank bromeliads in temperate forests of Oaxaca, Mexico","Cruz-Ruiz, GI., Mondragón, D., Santos-Moreno, A.","Brazilian Journal of Biology; 72(2); 337-341","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200015&lang=pt" 
"S1519-69842012000200025-scl","First record of Seticornuta Morley (Hymenoptera, Ichneumonidae, Metopiinae) from Brazil and description of a new species","Araujo, CR, Penteado-Dias, AM","Brazilian Journal of Biology; 72(2); 414-418","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200025&lang=pt" 
"S1519-69842012000200011-scl","Braconidae (Hymenoptera) fauna in native, degraded and restoration areas of the Vale do Paraíba, São Paulo state, Brazil","Barbieri Junior, CA, Dias, AMP","Brazilian Journal of Biology; 72(2); 305-310","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200011&lang=pt" 
"S1519-69842012000200021-scl","New species of the Eiphosoma dentator (Fabricius, 1804) species-group (Hymenoptera, Ichneumonidae, Cremastinae) from Brazil","Melo, IF., Onody, HC., Penteado-Dias, AM.","Brazilian Journal of Biology; 72(2); 389-391","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200021&lang=pt" 
"S1519-69842012000200020-scl","Condition factor of Astyanax intermedius Eigenmann, 1908 (OSTEICHTHYES, CHARACIDAE) parasitised by Paracymothoa astyanaxi Lemos de Castro, 1955 (CRUSTACEA, CYMOTHOIDAE) in the Grande River, Serra do Mar State Park - Santa Virgínia Unit, São Paulo, Brazil","Gomiero, LM, Souza, UP, Braga, FMS","Brazilian Journal of Biology; 72(2); 379-388","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200020&lang=pt" 
"S1519-69842012000200023-scl","Caudex growth and phenology of Cyathea atrovirens (Langsd. &amp; Fisch.) Domin (Cyatheaceae) in secondary forest, southern Brazil","Schmitt, JL., Windisch, PG.","Brazilian Journal of Biology; 72(2); 397-405","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200023&lang=pt" 
"S1519-69842012000200024-scl","Frugivory by birds on Miconia albicans (MELASTOMATACEAE), in a fragment of cerrado in São Carlos, southeastern Brazil","Allenspach, N., Dias, MM.","Brazilian Journal of Biology; 72(2); 407-413","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200024&lang=pt" 
"S1519-69842012000200026-scl","The natural infection of Melanoides tuberculata (Müller, 1774) (Mollusca: Gastropoda) by Centrocestus formosanus (Nishigori, 1924) (Platyhelminthes: Trematoda) in Paranoá lake, Brasília, Brazil","Paula-Andrade, C, Pinto, HA, Coscarelli, D, Vidigal, THDA, Melo, AL","Brazilian Journal of Biology; 72(2); 419-420","Brazilian Journal of Biology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842012000200026&lang=pt" 
"S1415-43662012000500001-scl","Modelagem da infiltração em solos com encrostamento superficial. Parte I: modelo GAML para solos estratificados","Zonta, João H., Martinez, Mauro A., Pruski, Fernando F., Silva, Demetrius D. da, Santos, Marcelo R. dos","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 461-470","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500001&lang=pt" 
"S1415-43662012000500002-scl","Modelagem da infiltração em solos com encrostamento superficial. Parte II: condutividade hidráulica variando no tempo","Zonta, João H., Martinez, Mauro A., Silva, Demetrius D. da, Pruski, Fernando F., Santos, Marcelo R. dos","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 471-479","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500002&lang=pt" 
"S1415-43662012000500003-scl","Desempenho de gotejadores autocompensantes com diferentes efluentes de esgoto doméstico","Silva, Lívia P. da, Silva, Manassés M. da, Correa, Marcus M., Souza, Fillipe C. D., Silva, Ênio F. de F. e","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 480-486","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500003&lang=pt" 
"S1415-43662012000500005-scl","Variabilidade espaço-temporal da condutividade elétrica da água subterrânea na região semiárida de Pernambuco","Andrade, Tafnes S., Montenegro, Suzana M. G. L., Montenegro, Abelardo A. A., Rodrigues, Diogo F. B.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 496-504","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500005&lang=pt" 
"S1415-43662012000500006-scl","Análise biométrica de florestas irrigadas de eucalipto nos cinco anos iniciais de desenvolvimento","Fernandes, André L. T., Thaíla de M., Florêncio, Faria, Marianne F. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 505-513","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500006&lang=pt" 
"S1415-43662012000500007-scl","Desempenho de cultivares de cenoura em função da água no solo","Lima Junior, Joaquim A., Pereira, Geraldo M., Geisenhoff, Luciano O., Silva, Wellington G. da, Vilas Boas, Renato C., Souza, Rovilson J. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 514-520","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500007&lang=pt" 
"S1415-43662012000500008-scl","Biomassa e extração de nutrientes por plantas de cobertura","Cavalcante, Valéria S., Santos, Valdevan R., Santos Neto, Antônio L. dos, Santos, Márcio A. L. dos, Santos, Cícero G. dos, Costa, Leonardo C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 521-528","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500008&lang=pt" 
"S1415-43662012000500010-scl","Dinâmica da cobertura vegetal para a Bacia de São João do Rio do Peixe, PB, utilizando-se sensoriamento remoto","Cunha, John E. de B. L., Rufino, Iana A. A., Silva, Bernardo B. da, Chaves, Iêde de B.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 539-548","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500010&lang=pt" 
"S1415-43662012000500011-scl","Estimativa da produtividade da cana-de-açúcar para as principais regiões produtoras de Minas Gerais usando-se o método ZAE I","Oliveira, Robson A., Santos, Roziane S. dos, Ribeiro, Aristides, Zolnier, Sérgio, Barbosa, Márcio H. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 549-557","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500011&lang=pt" 
"S1415-43662012000500012-scl","Aplicação da análise estatística multivariada no estudo da qualidade da água do Rio Pomba, MG","Guedes, Hugo A. S., Silva, Demetrius D. da, Elesbon, Abrahão A. A., Ribeiro, Celso B. M., Matos, Antonio T. de, Soares, José H. P.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 558-563","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500012&lang=pt" 
"S1415-43662012000500013-scl","Sorção, degradação e lixiviação do inseticida tiametoxam em dois solos de Mato Grosso do Sul","Scorza Júnior, Rômulo P., Rigitano, Renê L. O.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 564-572","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500013&lang=pt" 
"S1415-43662012000500014-scl","Cinética de secagem de sementes de crambe","Faria, Rute Q. de, Teixeira, Itamar R., Devilla, Ivano A., Ascheri, Diego P. R., Resende, Osvaldo","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 573-583","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500014&lang=pt" 
"S1415-43662012000500015-scl","Estudos com penetrometria: novos equipamentos e amostragem correta","Molin, José P., Dias, Carlos T. dos S., Carbonera, Lucelha","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 584-590","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500015&lang=pt" 
"S1415-43662012000500009-scl","Método para estimativa do IAF de árvores isoladas ou de plantações com dossel fechado","Coelho Filho, Maurício A., Villa-Nova, Nilson A., Angelocci, Luiz R., Marin, Fábio R., Righi, Ciro A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 529-538","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500009&lang=pt" 
"S1415-43662012000500004-scl","Soil microbial biomass under different tillage and levels of applied pig slurry","Balota, Elcio L., Machineski, Oswaldo, Matos, Maria A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(5); 487-495","Revista Brasileira de Engenharia Agrícola e Ambiental","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000500004&lang=pt" 
"S0102-311X2012000500022-scl","História da saúde na Bahia: instituições e patrimônio arquitetônico (1808-1958)","Mota, André","Cadernos de Saúde Pública; 28(5); 1008-1009","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500022&lang=pt" 
"S0102-311X2012000500021-scl","História da saúde em Minas Gerais: instituições e patrimônio arquitetônico (1808-1958)","Bertolli Filho, Claudio","Cadernos de Saúde Pública; 28(5); 1007-1008","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500021&lang=pt" 
"S0102-311X2012000500001-scl","Brasil: rumo à eliminação do asbesto/amianto","Castro, Hermano Albuquerque de","Cadernos de Saúde Pública; 28(5); 816-817","Cadernos de Saúde Pública","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500001&lang=pt" 
"S0102-311X2012000500003-scl","Estudo ecológico sobre os possíveis determinantes socioeconômicos, demográficos e fisiográficos do suicídio no Estado do Rio de Janeiro, Brasil, 1998-2002","Bezerra Filho, José Gomes, Werneck, Guilherme Loureiro, Almeida, Rosa Lívia Freitas de, Oliveira, Maria Ivoneide Veríssimo de, Magalhães, Francismeire Brasileiro","Cadernos de Saúde Pública; 28(5); 833-844","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500003&lang=pt" 
"S0102-311X2012000500004-scl","Internações por condições sensíveis à atenção primária em Campo Grande, Mato Grosso do Sul, Brasil, 2000 a 2009","Campos, Amanda Zandonadi de, Theme-Filha, Mariza Miranda","Cadernos de Saúde Pública; 28(5); 845-855","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500004&lang=pt" 
"S0102-311X2012000500017-scl","Proposta sobre uso de dados de receitas de antimicrobianos retidas: a experiência EUREQA","Camargo, Eduardo Celso Gerbi, Kiffer, Carlos Roberto Veiga, Pignatari, Antonio Carlos Campos, Shimakura, Silvia Emiko, Ribeiro Jr, Paulo Justiniano, Monteiro, Antonio Miguel Vieira","Cadernos de Saúde Pública; 28(5); 985-990","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500017&lang=pt" 
"S0102-311X2012000500020-scl","Trabalhar na saúde: experiências cotidianas e desafios para a gestão do trabalho e do emprego","Santos Filho, Serafim Barbosa","Cadernos de Saúde Pública; 28(5); 1005-1006","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500020&lang=pt" 
"S0102-311X2012000500018-scl","Cobertura da Comunicação de Informação Hospitalar e Ambulatorial (CIHA) utilizando os partos registrados no Sistema de Informações sobre Nascidos Vivos, Brasil, 2006 a 2009","Pinheiro, Rejane Sobrino, Silva, Juliana Romualdo do Nascimento da, Lima, Cláudia Risso de Araujo, Coeli, Cláudia Medina","Cadernos de Saúde Pública; 28(5); 991-997","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500018&lang=pt" 
"S0102-311X2012000500019-scl","Tradução e adaptação transcultural da Multiple Sclerosis Walking Scale - 12 (MSWS-12) para a língua portuguesa do Brasil","Nogueira, Leandro Alberto Calazans, Baitelli, Carolinne, Alvarenga, Regina Maria Papais, Thuler, Luiz Claudio Santos","Cadernos de Saúde Pública; 28(5); 998-1004","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000500019&lang=pt" 
"S1413-81232012000500001-scl","Necessidades, apoio e proteção sociais","Canesqui, Ana Maria","Ciência &amp; Saúde Coletiva; 17(5); 1100-1100","Ciência &amp; Saúde Coletiva","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232012000500001&lang=pt" 
"S0102-86502012000500003-scl","Radiolabeling of methanol extracts of yarrow (Achillea millefolium l) in rats","Cekic, Betul, Kilcar, Ayfer Yurt, Muftuler, Fazilet Zumrut Biber, Unak, Perihan, Medine, Emin Ilker","Acta Cirurgica Brasileira; 27(5); 294-300","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500003&lang=pt" 
"S0102-86502012000500008-scl","Application of high frequency bipolar electrocoagulation LigaSureTM in appendix vermiformis of rabbits with or without acute inflammatory process","Souza, Laura Cristina de, Ortega, Maíra Rocha, Achar, Eduardo, Simionato Netto, Dante, Ribeiro Junior, Marcelo Augusto Fontenelle","Acta Cirurgica Brasileira; 27(5); 322-329","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500008&lang=pt" 
"S0102-86502012000500011-scl","Cervical esophagogastric anastomosis with invagination after esophagectomy","Henriques, Alexandre Cruz, Fuhro, Felipe Emanuel, Godinho, Carlos Alberto, Campos, Andre Luiz Lopes Cardoso, Waisberg, Jaques","Acta Cirurgica Brasileira; 27(5); 343-349","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500011&lang=pt" 
"S0103-50532012000500002-scl","Interference standard applied to sulfur determination in biodiesel microemulsions by ICP-QMS","Amais, Renata S., Donati, George L., Nóbrega, Joaquim A.","Journal of the Brazilian Chemical Society; 23(5); 797-803","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500002&lang=pt" 
"S0103-50532012000500004-scl","Effect of calcium phosphate coating on polyamide substrate for biomaterial applications","Bandeira, Lucimara C., Ciuffi, Kátia J., Calefi, Paulo S., Nassar, Eduardo J., Silva, Jorge V. L., Oliveira, Marcelo, Maia, Izaque A., Salvado, Isabel M., Fernandes, Maria Helena V.","Journal of the Brazilian Chemical Society; 23(5); 810-817","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500004&lang=pt" 
"S0103-50532012000500005-scl","Molecular identification and phylogenetic analysis of Egletes viscosa (L.) Less., a traditional medicinal plant from Northeastern Brazil","Batista, José M. M., Torres, Davi C., Jorge, Daniel M. de M., Soares, Carlos E. A., Bezerra, Walderly M., Silveira, Edilberto R., Grangeiro, Thalles B.","Journal of the Brazilian Chemical Society; 23(5); 818-824","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500005&lang=pt" 
"S0103-50532012000500006-scl","Knoevenagel condensation of aromatic aldehydes with ethyl 4-chloro-3-oxobutanoate in ionic liquids","Paula, Bruno R. S. de, Zampieri, Dávila S., Zukerman-Schpector, Julio, Tiekink, Edward R. T., Rodrigues, José Augusto R., Moran, Paulo J. S.","Journal of the Brazilian Chemical Society; 23(5); 825-830","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500006&lang=pt" 
"S0103-50532012000500007-scl","Electrooxidation of ethanol on Pt and PtRu surfaces investigated by ATR surface-enhanced infrared absorption spectroscopy","Silva, Márcio F., Batista, Bruno C., Boscheto, Emerson, Varela, Hamilton, Camara, Giuseppe A.","Journal of the Brazilian Chemical Society; 23(5); 831-837","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500007&lang=pt" 
"S0103-50532012000500008-scl","Evaluation of metal ions in rice samples: extraction and direct determination by ICP OES","Oliveira, Andrea, Baccan, Nivaldo, Cadore, Solange","Journal of the Brazilian Chemical Society; 23(5); 838-845","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500008&lang=pt" 
"S0103-50532012000500009-scl","Assessment of inorganic contaminants in golden mussel (Limnoperna fortunei) in Southern Brazil","Pereira, Éderson R., Soares, Bruno M., Vieira, João P., Mai, Ana C. G., Picoloto, Rochele S., Muller, Edson I., Flores, Erico M. M., Duarte, Fábio A.","Journal of the Brazilian Chemical Society; 23(5); 846-853","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500009&lang=pt" 
"S0103-50532012000500010-scl","Synthesis, urease inhibition, antioxidant and antibacterial studies of some 4-amino-5-aryl-3H-1,2,4-triazole-3-thiones and their 3,6-disubstituted 1,2,4-triazolo[3,4-b]1,3,4-thiadiazole derivatives","Hanif, Muhammad, Saleem, Muhammad, Hussain, Muhammad Tahir, Rama, Nasim Hasan, Zaib, Sumera, Aslam, Muhammad Adil M., Jones, Peter G., Iqbal, Jamshed","Journal of the Brazilian Chemical Society; 23(5); 854-860","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500010&lang=pt" 
"S0103-50532012000500011-scl","Estimating cocaine consumption in the Brazilian Federal District (FD) by sewage analysis","Maldaner, Adriano O., Schmidt, Luciana L., Locatelli, Marco A. F., Jardim, Wilson F., Sodré, Fernando F., Almeida, Fernanda V., Pereira, Carlos Eduardo B., Silva, Cristiano M.","Journal of the Brazilian Chemical Society; 23(5); 861-867","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500011&lang=pt" 
"S0103-50532012000500012-scl","Support effect on carbon nanotube growth by methane chemical vapor deposition on cobalt catalysts","Oliveira, Hugo A., Franceschini, Dante F., Passos, Fabio B.","Journal of the Brazilian Chemical Society; 23(5); 868-879","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500012&lang=pt" 
"S0103-50532012000500013-scl","Synthesis and thermal behavior of new liquid crystals arylaldoxime esters","Tavares, Aline, Arruda, Bárbara C., Boes, Elvis S., Stefani, Valter, Stassen, Hubert K., Campo, Leandra F., Bechtold, Ivan H., Merlo, Aloir A.","Journal of the Brazilian Chemical Society; 23(5); 880-888","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500013&lang=pt" 
"S0103-50532012000500017-scl","Structure and peroxidase activity of ferric Streptomyces clavuligerus orf10-encoded protein P450CLA: UV-visible, CD, MCD and EPR spectroscopic characterization","Goto, Leandro S., Hokka, Carlos O., Lima, José F., Prieto, Tatiana, Araújo, Ana Paula U., Nantes, Iseli L., Nascimento, Otaciro R.","Journal of the Brazilian Chemical Society; 23(5); 913-920","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500017&lang=pt" 
"S0103-50532012000500018-scl","Size-segregated particulate matter and carboxylic acids over urban and rural sites in Londrina City, Brazil","Freitas, Adriana de M., Martins, Leila D., Solci, Maria Cristina","Journal of the Brazilian Chemical Society; 23(5); 921-930","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500018&lang=pt" 
"S0103-50532012000500020-scl","Determination of tetracycline in environmental water samples at a graphite-polyurethane composite electrode","Calixto, Carolina M. F., Cervini, Priscila, Cavalheiro, Éder T. G.","Journal of the Brazilian Chemical Society; 23(5); 938-943","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500020&lang=pt" 
"S0103-50532012000500021-scl","Speciation of Fe(II) and Fe(III) by using dispersive liquid-liquid microextraction and flame atomic absorption spectrometry","Bahar, Soleiman, Zakerian, Razieh","Journal of the Brazilian Chemical Society; 23(5); 944-950","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500021&lang=pt" 
"S0103-50532012000500022-scl","Effect of fluorination treatment on electrochemical properties of M1Ni3.5Co0.6Mn0.4Al0.5 hydrogen storage alloy","Huang, Hongxia, Huang, Kelong","Journal of the Brazilian Chemical Society; 23(5); 951-957","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500022&lang=pt" 
"S0103-50532012000500023-scl","Multivariate treatment of LIBS data of prehistoric paintings","Borba, Flávia de S. L., Cortez, Juliana, Asfora, Viviane K., Pasquini, Celio, Pimentel, Maria Fernanda, Pessis, Anne-Marie, Khoury, Helen J.","Journal of the Brazilian Chemical Society; 23(5); 958-965","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500023&lang=pt" 
"S0103-50532012000500024-scl","O-iodoxybenzoic acid in water: optimized green alternative for multicomponent one-pot synthesis of 2-amino-3,5-dicarbonitrile-6-thiopyridines","Takale, Santosh, Patil, Jaidas, Padalkar, Vikas, Pisal, Rajaram, Chaskar, Atul","Journal of the Brazilian Chemical Society; 23(5); 966-969","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500024&lang=pt" 
"S0103-50532012000500025-scl","Determination of phenol and o-cresol in soil extracts by flow injection analysis with spectrophotometric detection","Dolatto, Rafael G., Messerschmidt, Iara, Pereira, Betânia F., Silveira, Carlos A. P., Abate, Gilberto","Journal of the Brazilian Chemical Society; 23(5); 970-976","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500025&lang=pt" 
"S0103-50532012000500026-scl","Cytotoxic sesquiterpene lactones and other constituents of Centaurea omphalotricha","Kolli, El Hadj, León, Francisco, Benayache, Fadila, Estévez, Sara, Quintana, José, Estévez, Francisco, Brouard, Ignacio, Bermejo, Jaime, Benayache, Samir","Journal of the Brazilian Chemical Society; 23(5); 977-983","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500026&lang=pt" 
"S0102-86502012000500002-scl","Fat embolism in liposuction and intramuscular grafts in rabbits","Felzemburgh, Victor Araujo, Barbosa, Rafaela Cavalcante das Neves, Nunes, Victor Luiz Correia, Campos, José Humberto Oliveira","Acta Cirurgica Brasileira; 27(5); 289-293","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500002&lang=pt" 
"S0102-86502012000500001-scl","Anatomical study of the positioning of guide wires for the reconstruction of the two bands of the anterior cruciate ligament using transtibial technique","Uliana, Christiano Saliba, Moura, Marcio Fernando Aparecido de, Namba, Mario, Stieven-Filho, Edmar, Ribas-Filho, Jurandir Marcondes, Malafaia, Osvaldo","Acta Cirurgica Brasileira; 27(5); 283-288","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500001&lang=pt" 
