"S0213-12852004000400001-esp","A nuestros lectores","","Avances en Odontoestomatología; 20(4); 173-173","Avances en Odontoestomatología","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852004000400001&lang=pt" 
"S0034-89102004000400018-spa","Bronzeamento e risco de melanoma cutâneo: revisão da literatura","Souza, Sonia R P de, Fischer, Frida M, Souza, José M P de","Revista de Saúde Pública; 38(4); 588-598","Revista de Saúde Pública","Inglês, Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102004000400018&lang=pt" 
"S0034-89102004000400019-spa","Estimando a prevalência da ingestão inadequada de nutrientes","Slater, Betzabeth, Marchioni, Dirce Lobo, Fisberg, Regina Mara","Revista de Saúde Pública; 38(4); 599-605","Revista de Saúde Pública","Inglês, Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102004000400019&lang=pt" 
"S1517-86922004000400009-scl","Exercício físico e síndrome metabólica","Ciolac, Emmanuel Gomes, Guimarães, Guilherme Veiga","Revista Brasileira de Medicina do Esporte; 10(4); 319-324","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400009&lang=pt" 
"S1517-86922004000400010-scl","Recondicionamento muscular na DPOC: principais intervenções e novas tendências","Dourado, Victor Zuniga, Godoy, Irma","Revista Brasileira de Medicina do Esporte; 10(4); 331-334","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400010&lang=pt" 
"S1517-86922004000400006-scl","Controle antidoping no Brasil: resultados do ano de 2003 e atividades de prevenção","De Rose, Eduardo Henrique, Aquino Neto, Francisco Radler de, Moreau, Regina Lúcia de Moraes, Castro, Renata Rodrigues Teixeira de","Revista Brasileira de Medicina do Esporte; 10(4); 289-293","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400006&lang=pt" 
"S1517-86922004000400008-scl","Radicais livres de oxigênio e exercício: mecanismos de formação e adaptação ao treinamento físico","Schneider, Cláudia Dornelles, Oliveira, Alvaro Reischak de","Revista Brasileira de Medicina do Esporte; 10(4); 308-313","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400008&lang=pt" 
"S1028-47962004000200001-cub","Contribución del Subprograma X de Química Fina Farmacéutica - CYTED- a las investigaciones sobre productos naturales en Iberoamérica","Castro Méndez, Irma","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200001&lang=pt" 
"S1028-47962004000200002-cub","Efecto cicatrizante de la crema de extracto etanólico de cera de caña","Tillán Capo, Juana I, Castro Méndez, Irma, Bueno Pavón, Viviana, Carrillo Domínguez, Carmen, Ortiz Infante, Melba","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200002&lang=pt" 
"S1028-47962004000200003-cub","Actividad antibacteriana de Boldoa purpurascens Cav","Rojas Hernández, Nidia M, Matos Aguilera, Mariela, Romeu Álvarez, Beatriz","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200003&lang=pt" 
"S1028-47962004000200004-cub","Evaluación del extracto acuoso liofilizado de Boerhavia erecta L. sobre la transmisión colinérgica e histaminérgica","Núñez Figueredo, Yanier, Tillán Capó, Juana, Carrillo Domínguez, Carmen, Guerra Ordóñez, Marta, Rivero Martínez, Reinaldo","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200004&lang=pt" 
"S1028-47962004000200005-cub","Actividad antimicrobiana del aceite esencial y crema de Cymbopogon citratus (DC). Stapf","Guerra Ordóñez, Marta, Rodríguez Jorge, Mayra, García Simón, Gastón, Llerena Rangel, Celia","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200005&lang=pt" 
"S1028-47962004000200006-cub","Efectos estimulantes del crecimiento de extractos acuosos de plantas medicinales y gel de Aloe vera (L.) N. L. Burm","Rodríguez González, Horacio, Hechevarría Sosa, Isabel","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200006&lang=pt" 
"S1028-47962004000200007-cub","Estudio farmacognóstico de las hojas de Pluchea carolinensis (Jacq.) G. Don (salvia del país)","Fernández Urquiza, Fernando, Torres Fuentes, Magali","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200007&lang=pt" 
"S1028-47962004000200008-cub","Evaluación fitoquímica de 3 especies de Erythroxylum","Jiménez Alemán, Narda María, González Lavaut, Antonio, Prieto González, Sylvia, MolinaTorres, Jorge, Urquiola Cruz, Armando","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200008&lang=pt" 
"S1028-47962004000200009-cub","Specific bioassays with selected plants of Bangladesh","Guerrero, Ricardo O, Mahmud, T, Khan, H, Casañas, Bárbara, Morales, Mara","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Inglês","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200009&lang=pt" 
"S1028-47962004000200010-cub","Documentos soporte para la gestión de la actividad de investigación-desarrollo en plantas medicinales","Raigorodsky Cardoso, Gloria, Torres Estrada, Míriam","Revista Cubana de Plantas Medicinales; 9(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2004","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962004000200010&lang=pt" 
"S0717-75182004000200005-chl","PATRÓN ALIMENTARIO DE UNA COMUNIDAD ABORIGEN DE LA PATAGONIA ARGENTINA","Ferrari, Mariela Ángela, Morazzani, Florencia, Pinotti, Luisa Virginia","Revista chilena de nutrición; 31(2); 110-117","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200005&lang=pt" 
"S0717-75182004000200006-chl","MÉTODO DE TAGUCHI PARA OPTIMIZAR CALIDAD DE POSTRES FUNCIONALES DESTINADOS AL ADULTO MAYOR Y ESTUDIO DE PREFACTIBILIDAD TÉCNICO - ECONÓMICA","Chuaqui S, Paula, Wittig de Penna, Emma, Villarroel T., Mario","Revista chilena de nutrición; 31(2); 118-127","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200006&lang=pt" 
"S0717-75182004000200007-chl","NORMA TÉCNICA DE EVALUACIÓN NUTRICIONAL DEL NIÑO DE 6 A 18 AÑOS. AÑO 2003","","Revista chilena de nutrición; 31(2); 128-137","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200007&lang=pt" 
"S0074-02762004000500002-scl","Isoenzimatic analysis of four Anopheles (Kerteszia) cruzii (Diptera: Culicidae) populations of Brazil","Carvalho-Pinto, Carlos José de, Lourenço-de-Oliveira, Ricardo","Memórias do Instituto Oswaldo Cruz; 99(5); 471-475","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500002&lang=pt" 
"S0074-02762004000500007-scl","Diagnostic of Biomphalaria snails and Schistosoma mansoni: DNA obtained from traces of shell organic materials","Caldeira, Roberta L, Jannotti-Passos, Liana K, Lira, Pollanah M, Carvalho, Omar S","Memórias do Instituto Oswaldo Cruz; 99(5); 499-502","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500007&lang=pt" 
"S0074-02762004000500008-scl","The use of the polymerase chain reaction and restriction fragment length polymorphism technique associated with the classical morphology for characterization of Lymnaea columella, L. viatrix, and L. diaphana (Mollusca: Lymnaeidae)","Carvalho, Omar S, Cardoso, Paula CM, Lira, Pollanah M, Rumi, Alejandra, Roche, Andrea, Berne, Elizabeth, Müller, Gertrud, Caldeira, Roberta L","Memórias do Instituto Oswaldo Cruz; 99(5); 503-507","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500008&lang=pt" 
"S0074-02762004000500010-scl","HygR and PurR plasmid vectors for episomal transfection of Trypanosoma cruzi","Nóbrega, Otávio T, Santana, Jaime M, Sturm, Nancy R, Teixeira, Antônio RL","Memórias do Instituto Oswaldo Cruz; 99(5); 513-516","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500010&lang=pt" 
"S0074-02762004000500011-scl","Study of the antibody response against Mycobacterium tuberculosis antigens in Warao Amerindian children in Venezuela","Araujo, Z, Waard, JH de, Fernández de Larrea, C, López, D, Fandiño, C, Maldonado, A, Hernández, E, Ocaña, Y, Ortega, R, Singh, M, Ottenhoff, Tom HM, Arend, SM, Convit, J","Memórias do Instituto Oswaldo Cruz; 99(5); 517-524","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500011&lang=pt" 
"S0074-02762004000500013-scl","Rabies neutralizing antibody detection by indirect immunperoxidase serum neutralization assay performed on chicken embryo related cell line","Cardoso, Tereza Cristina, Silva, Luzia Helena Queiroz da, Albas, Avelino, Ferreira, Helena Lage, Perri, Silvia Helena Venturoli","Memórias do Instituto Oswaldo Cruz; 99(5); 531-534","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500013&lang=pt" 
"S0074-02762004000500015-scl","Larvicidal Activity of essential oils from Brazilian plants against Aedes aegypti L.","Cavalcanti, Eveline Solon Barreira, Morais, Selene Maia de, Lima, Michele Ashley A, Santana, Eddie William Pinho","Memórias do Instituto Oswaldo Cruz; 99(5); 541-544","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500015&lang=pt" 
"S0074-02762004000500001-scl","Blackflies (Diptera: Simuliidae) of Southern Guyana with keys for the identification of adults and pupae: a review","Shelley, AJ, Hernández, LM, Davies, JB","Memórias do Instituto Oswaldo Cruz; 99(5); 443-470","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500001&lang=pt" 
"S0074-02762004000500004-scl","Phlebotomine sand flies in Porteirinha, an area of American visceral leishmaniasis transmission in the State of Minas Gerais, Brazil","Barata, Ricardo Andrade, Silva, João Carlos França da, Costa, Roberto Teodoro da, Fortes-Dias, Consuelo Latorre, Silva, Jaime Costa da, Paula, Edvá Vieira de, Prata, Aluízio, Monteiro, Érika Michalsky, Dias, Edelberto Santos","Memórias do Instituto Oswaldo Cruz; 99(5); 481-487","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500004&lang=pt" 
"S0074-02762004000500005-scl","Production of L-asparaginase by filamentous fungi","Sarquis, Maria Inez de Moura, Oliveira, Edna Maria Morais, Santos, Alberdan Silva, Costa, Gisela Lara da","Memórias do Instituto Oswaldo Cruz; 99(5); 489-492","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500005&lang=pt" 
"S0074-02762004000500006-scl","Histopathological and ultrastructural effects of delta-endotoxins of Bacillus thuringiensis serovar israelensis in the midgut of Simulium pertinax larvae (Diptera, Simuliidae)","Cavados, CFG, Majerowicz, S, Chaves, JQ, Araújo-Coutinho, CJPC, Rabinovitch, L","Memórias do Instituto Oswaldo Cruz; 99(5); 493-498","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500006&lang=pt" 
"S0074-02762004000500012-scl","Antileishmanial IgG and IgE antibodies recognize predominantly carbohydrate epitopes of glycosylated antigens in visceral leishmaniasis","Atta, AM, Colossi, R, Sousa-Atta, MLB, Jeronimo, SMB, Nascimento, MDSB, Bezerra, GF, Orge, G, Carvalho, EM","Memórias do Instituto Oswaldo Cruz; 99(5); 525-530","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500012&lang=pt" 
"S0074-02762004000500014-scl","Evaluation of Mesocyclops annulatus (Copepoda: Cyclopoidea) as a control agent of Aedes aegypti (Diptera: Culicidae) in Argentina","Marti, Gerardo A, Micieli, Maria V, Scorsetti, Ana C, Liljesthröm, Gerardo","Memórias do Instituto Oswaldo Cruz; 99(5); 535-540","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500014&lang=pt" 
"S0074-02762004000500003-scl","Monitoring of the dissemination of Salmonella in the chicken Frankfurt-sausage productionline of a sausage factory in the state of São Paulo, Brazil","Luiz, Alexandre de Freitas, Moreira, Fabiana Campiteli, Corrêa, Edinéia de Fátima, Falcão, Deise Pasetto","Memórias do Instituto Oswaldo Cruz; 99(5); 477-480","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500003&lang=pt" 
"S0074-02762004000500009-scl","Detection of Mycobacterium leprae DNA by polymerase chain reaction in the blood and nasal secretion of Brazilian household contacts","Almeida, Elza Carmen de, Martinez, Alejandra Nóbrega, Maniero, Viviane Câmara, Sales, Ana Maria, Duppre, Nádia C, Sarno, Euzenir Nunes, Santos, Adalberto Rezende, Moraes, Milton Ozório","Memórias do Instituto Oswaldo Cruz; 99(5); 509-511","Memórias do Instituto Oswaldo Cruz","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762004000500009&lang=pt" 
"S0104-530X2004000200001-scl","Carta do editor","Martins, Roberto Antonio","Gestão &amp; Produção; 11(2); i-i","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200001&lang=pt" 
"S0104-530X2004000200004-scl","Uma avaliação da Lei de Informática e de seus resultados como instrumento indutor de desenvolvimento tecnológico e industrial","Garcia, Renato, Roselino, José Eduardo","Gestão &amp; Produção; 11(2); 177-185","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200004&lang=pt" 
"S0104-530X2004000200005-scl","Uma proposta de solução para o problema da construção de escalas de motoristas e cobradores de ônibus por meio do algoritmo do matching de peso máximo","Siqueira, Paulo Henrique, Carnieri, Celso, Steiner, Maria Teresinha Arns, Barboza, Ângela Olandoski","Gestão &amp; Produção; 11(2); 187-196","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200005&lang=pt" 
"S0104-530X2004000200006-scl","Modelagem Organizacional: captura dos requisitos organizacionais no desenvolvimento de sistemas de informação","Pádua, Sílvia Inês Dallavalle de, Cazarini, Edson Walmir, Inamasu, Ricardo Yassushi","Gestão &amp; Produção; 11(2); 197-209","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200006&lang=pt" 
"S0104-530X2004000200007-scl","Determinates do grau de envolvimento na atividade exportadora e suas implicações nas exportações brasileiras de carne de frango","Bueno, Ynaiá Masse, Aguiar, Danilo R. D.","Gestão &amp; Produção; 11(2); 211-220","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200007&lang=pt" 
"S0104-530X2004000200008-scl","Avaliação de transportadoras de materiais perigosos utilizando o método electre tri","Costa, Helder Gomes, Soares, Adriana Costa, Oliveira, Patricia Fernandes de","Gestão &amp; Produção; 11(2); 221-229","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200008&lang=pt" 
"S0104-530X2004000200009-scl","Foresight, inteligência competitiva e gestão do conhecimento: instrumentos para a gestão da inovação","Canongia, Claudia, Santos, Dalci M., Santos, Marcio M., Zackiewicz, Mauro","Gestão &amp; Produção; 11(2); 231-238","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200009&lang=pt" 
"S0104-530X2004000200010-scl","Seleção dos objetivos fundamentais de uma rede de cooperação empresarial","Tálamo, José Roberto, Carvalho, Marly Monteiro de","Gestão &amp; Produção; 11(2); 239-250","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200010&lang=pt" 
"S0104-530X2004000200011-scl","Representação em espaço de estados para a flexibilidade de roteamento","Rohde, Leonardo Rosa, Borenstein, Denis","Gestão &amp; Produção; 11(2); 251-261","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200011&lang=pt" 
"S0104-530X2004000200012-scl","Empowerment: estudo de casos em empresas manufatureiras","Rodrigues, Claudia Heloisa Ribeiro, Santos, Fernando César Almada","Gestão &amp; Produção; 11(2); 263-274","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200012&lang=pt" 
"S0104-530X2004000200003-scl","Dimensionamento de lotes e programação do forno numa fundição de pequeno porte","Araujo, Silvio Alexandre de, Arenales, Marcos Nereu, Clark, Alistair Richard","Gestão &amp; Produção; 11(2); 165-176","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200003&lang=pt" 
"S0104-530X2004000200002-scl","O uso da ferramenta gerenciamento por categoria na gestão da cadeia de suprimentos: um estudo multicaso","Marques, Érica Ferreira, Alcântara, Rosane L. Chicarelli","Gestão &amp; Produção; 11(2); 153-164","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000200002&lang=pt" 
"S1517-86922004000400005-scl","O efeito do destreinamento de força muscular em meninos pré-púberes","Fontoura, Andrea Silveira da, Schneider, Patrícia, Meyer, Flávia","Revista Brasileira de Medicina do Esporte; 10(4); 281-284","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400005&lang=pt" 
"S0104-59702004000200001-scl","Carta do editor","Benchimol, Jaime Larry","História, Ciências, Saúde-Manguinhos; 11(2); 237-238","História, Ciências, Saúde-Manguinhos","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200001&lang=pt" 
"S0104-59702004000200016-scl","Charles Frederick Hartt e a institucionalização das ciências naturais no Brasil","Sanjad, Nelson","História, Ciências, Saúde-Manguinhos; 11(2); 449-455","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200016&lang=pt" 
"S0104-59702004000200013-scl","Humor, ciência e política em Isabelle Stengers","Teixeira, Márcia de Oliveira","História, Ciências, Saúde-Manguinhos; 11(2); 435-440","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200013&lang=pt" 
"S0104-59702004000200015-scl","Os cadernos de laboratório de Pasteur: uma reflexão sobre o público e o particular nas biografias de cientistas","Vergara, Moema de Rezende","História, Ciências, Saúde-Manguinhos; 11(2); 445-448","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200015&lang=pt" 
"S0104-59702004000200010-scl","Sociologia da saúde na França","Montagner, Miguel Ângelo, Nunes, Everardo Duarte","História, Ciências, Saúde-Manguinhos; 11(2); 417-424","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200010&lang=pt" 
"S0104-59702004000200009-scl","Coisas da Amazônia","Wolff, Cristina Scheibe","História, Ciências, Saúde-Manguinhos; 11(2); 411-416","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200009&lang=pt" 
"S0104-59702004000200014-scl","As artes e os ofícios da cura nas Gerais do século XIX","Neves, Margarida de Souza","História, Ciências, Saúde-Manguinhos; 11(2); 441-444","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200014&lang=pt" 
"S0104-59702004000200008-scl","Nos confins da civilização: Algumas histórias brasileiras de Hercule Florence","Hardman, Francisco Foot, Kury, Lorelai","História, Ciências, Saúde-Manguinhos; 11(2); 385-409","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200008&lang=pt" 
"S0104-59702004000200012-scl","Por uma história das práticas de cura","Engel, Magali Gouveia","História, Ciências, Saúde-Manguinhos; 11(2); 431-433","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200012&lang=pt" 
"S0104-59702004000200011-scl","Tal Brasil, qual prevenção?","Moutinho, Laura","História, Ciências, Saúde-Manguinhos; 11(2); 425-429","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200011&lang=pt" 
"S0104-59702004000200021-scl","Cartas","","História, Ciências, Saúde-Manguinhos; 11(2); 519-523","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200021&lang=pt" 
"S0104-59702004000200020-scl","","","História, Ciências, Saúde-Manguinhos; 11(2); 515-517","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200020&lang=pt" 
"S0104-59702004000200017-scl","Miguel Ozório de Almeida e o projeto de uma &#039;história científica e cultural da humanidade&#039;","Fonseca, Maria Rachel Fróes da, Maio, Marcos Chor","História, Ciências, Saúde-Manguinhos; 11(2); 459-468","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200017&lang=pt" 
"S0104-59702004000200002-scl","Antecedentes da reforma psiquiátrica no Brasil: as contradições dos anos 1970","Paulin, Luiz Fernando, Turato, Egberto Ribeiro","História, Ciências, Saúde-Manguinhos; 11(2); 241-258","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200002&lang=pt" 
"S0104-59702004000200003-scl","Fome, solidariedade e ética: uma análise do discurso da Ação da Cidadania contra a Fome, a Miséria e pela Vida","Vasconcelos, Francisco de Assis Guedes de","História, Ciências, Saúde-Manguinhos; 11(2); 259-277","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200003&lang=pt" 
"S0104-59702004000200004-scl","Arqueologia da agressividade humana: a violência sob uma perspectiva paleoepidemiológica","Lessa, Andrea","História, Ciências, Saúde-Manguinhos; 11(2); 279-296","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200004&lang=pt" 
"S0104-59702004000200006-scl","A ciência como rede de atores: ressonâncias filosóficas","Moraes, Marcia","História, Ciências, Saúde-Manguinhos; 11(2); 321-333","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200006&lang=pt" 
"S0104-59702004000200007-scl","Nas frestas entre a ciência e a arte: uma série de ilustrações de barbeiros do Instituto Oswaldo Cruz","Oliveira, Ricardo Lourenço de, Conduru, Roberto","História, Ciências, Saúde-Manguinhos; 11(2); 335-384","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200007&lang=pt" 
"S0104-59702004000200018-scl","Rapport sur l&#039;histoire scietifique et culturelle de l&#039;humanité","Almeida, Miguel Ozorio de","História, Ciências, Saúde-Manguinhos; 11(2); 469-499","História, Ciências, Saúde-Manguinhos","Francês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200018&lang=pt" 
"S0104-59702004000200019-scl","Miguel Ozorio de Almeida e a vulgarização do saber","Massarani, Luisa, Moreira, Ildeu de Castro","História, Ciências, Saúde-Manguinhos; 11(2); 501-513","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200019&lang=pt" 
"S0104-59702004000200005-scl","&lt;a name=topo&gt;&lt;/a&gt;Compreensão existencial: uma abordagem pedagógica de promoção da vida","Lima, Maria Adiléa F., Catrib, Ana Maria F., Vieira, Luiza Jane Eyre de Souza","História, Ciências, Saúde-Manguinhos; 11(2); 297-319","História, Ciências, Saúde-Manguinhos","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702004000200005&lang=pt" 
"S1517-86922004000400001-scl","Comportamento da flexibilidade após 10 semanas de treinamento com pesos","Cyrino, Edilson Serpeloni, Oliveira, Arli Ramos de, Leite, José Carlos, Porto, Denilson Braga, Dias, Raphael Mendes Ritti, Segantin, Alexandre Queiroz, Mattanó, Rodrigo Sabóia, Santos, Vinícius de Araújo","Revista Brasileira de Medicina do Esporte; 10(4); 233-237","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400001&lang=pt" 
"S1517-86922004000400002-scl","A dinâmica de alteração das medidas de força e o efeito posterior duradouro de treinamento em basquetebolistas submetidos ao sistema de treinamento em bloco","Moreira, Alexandre, Oliveira, Paulo Roberto de, Okano, Alexandre Hideki, Souza, Marcel de, Arruda, Miguel de","Revista Brasileira de Medicina do Esporte; 10(4); 243-249","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400002&lang=pt" 
"S1517-86922004000400003-scl","Influência da ingestão de espirulina sobre o metabolismo de ratos exercitados","Rogatto, Gustavo Puggina, Oliveira, Camila Aparecida Machado de, Santos, Júlio Wilson dos, Manchado, Fúlvia de Barros, Nakamura, Fábio Yuzo, Moraes, Camila de, Zagatto, Alessandro de Moura, Faria, Marcel Cardoso, Afonso, Márcia, Mello, Maria Alice Rostom de","Revista Brasileira de Medicina do Esporte; 10(4); 258-263","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400003&lang=pt" 
