"S1413-81232016001003303-spa","Disability, family and society: new thinking of an old debate","Goldson, Edward","Ciência &amp; Saúde Coletiva; 21(10); 3303-3307","Ciência &amp; Saúde Coletiva","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003303&lang=pt" 
"S1678-69712016000500188-scl","ENTREPRENEURIAL POTENTIAL AND SUCCESS IN BUSINESS: A STUDY ON ELEMENTS OF CONVERGENCE AND EXPLANATION","SOUZA, GUSTAVO HENRIQUE SILVA DE, SANTOS, PAULO DA CRUZ FREIRE DOS, LIMA, NILTON CESAR, CRUZ, NICHOLAS JOSEPH TAVARES DA, LEZANA, ÁLVARO GUILLERMO ROJAS","RAM. Revista de Administração Mackenzie; 17(5); 188-215","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500188&lang=pt" 
"S1678-69712016000500085-scl","CORPORATE GOVERNANCE AND CAPITAL STRUCTURE IN BRAZIL: STOCK, BONDS AND SUBSTITUTION","RIPAMONTI, ALEXANDRE, KAYO, EDUARDO KAZUO","RAM. Revista de Administração Mackenzie; 17(5); 85-109","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500085&lang=pt" 
"S1678-69712016000500138-scl","FRANCHISEE ASSOCIATION AND ITS MEDIATION OF RELATIONSHIP","SILVA, TELMO JOSE MAGALHÃES DA, MELO, PEDRO LUCAS DE RESENDE, ESTEVES, KAREN, GOMES, GIANCARLO","RAM. Revista de Administração Mackenzie; 17(5); 138-165","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500138&lang=pt" 
"S1678-69712016000500036-scl","WHAT TOMORROW BRINGS? EXAMINING A MODEL OF ANTECEDENTS OF CAREER EXPECTATIONS","VASCONCELLOS, VINICIUS CARVALHO DE, NEIVA, ELAINE RABELO","RAM. Revista de Administração Mackenzie; 17(5); 36-60","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500036&lang=pt" 
"S1678-69712016000500015-scl","A SOLUTION THROUGH PRAXIS? REFLECTIONS ABOUT THE IVORY TOWER METAPHOR AND THE INDISSOCIABILITY BETWEEN THEORY AND PRACTICE IN ORGANIZATIONAL STUDIES","ALCÂNTARA, VALDERÍ DE CASTRO, VALADARES, JOSIEL LOPES, MACEDO, ALEX DOS SANTOS, CAPPELLE, MÔNICA CARVALHO ALVES","RAM. Revista de Administração Mackenzie; 17(5); 15-35","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500015&lang=pt" 
"S1678-69712016000500061-scl","MEANINGS OF VOLUNTEER WORK: A STUDY WITH MEMBERS OF A LUTHERAN INSTITUTION","BORCHARDT, PIETRA, BIANCO, MÔNICA DE FATIMA","RAM. Revista de Administração Mackenzie; 17(5); 61-84","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000500061&lang=pt" 
"S1415-65552016000500001-scl","Editorial","Kimura, Herbert","Revista de Administração Contemporânea; 20(5); -","Revista de Administração Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552016000500001&lang=pt" 
"S1415-65552016000500630-scl","Fenomenografia e Valoração do Conhecimento nas Organizações: Diálogo entre Método e Fenômeno","Cherman, Andréa, Rocha-Pinto, Sandra Regina","Revista de Administração Contemporânea; 20(5); 630-650","Revista de Administração Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552016000500630&lang=pt" 
"S1415-65552016000500546-scl","Análise Prospectiva da Indústria Bancária no Brasil: Regulação, Concentração e Tecnologia","Lima, Afonso Carneiro","Revista de Administração Contemporânea; 20(5); 546-567","Revista de Administração Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552016000500546&lang=pt" 
"S1415-65552016000500524-scl","Perspectivas e Desafios da Preparação de Sucessores para Empresas Familiares","Teston, Sayonara de Fátima, Filippim, Eliane Salete","Revista de Administração Contemporânea; 20(5); 524-545","Revista de Administração Contemporânea","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552016000500524&lang=pt" 
"S2317-17822016000500602-scl","Índice de desvantagem vocal em cantores populares e eruditos profissionais","Loiola-Barreiro, Camila Miranda, Silva, Marta Assumpção de Andrada e","CoDAS; 28(5); 602-609","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500602&lang=pt" 
"S0102-09352016000501129-scl","Efeitos de dois protocolos de sedação sobre as variáveis bioquímicas em gatos","Volpato, J., Mattoso, C.R.S., Beier, S.L., Coelho, M.M., Tocheto, R., Ceregatti, M.G., Antunes, R.R., Costa, Á., Saito, M.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1129-1136","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501129&lang=pt" 
"S0102-09352016000501325-scl","Composição centesimal e de ácidos graxos do músculo Longíssimus de cordeiros confinados, alimentados com dietas contendo casca de mandioca","Guimarães, G.S., Silva, F.F., Silva, L.L., Silva, R.R., Simionato, J.I., Damásio, J.M.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1325-1333","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501325&lang=pt" 
"S2317-17822016000500551-scl","Influência da hipermobilidade articular generalizada sobre a articulação temporomandibular e a oclusão dentária: estudo transversal","Chiodelli, Lais, Pacheco, Andrielle de Bitencourt, Missau, Taiane Secretti, Silva, Ana Maria Toniolo da, Corrêa, Eliane Castilhos Rodrigues","CoDAS; 28(5); 551-557","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500551&lang=pt" 
"S1889-836X2016000300006-esp","PÓSTERS: Sesión 1","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 14-23","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300006&lang=pt" 
"S2317-17822016000500625-scl","Cross-cultural adaptation of the Chilean version of the Voice Symptom Scale – VoiSS","Ruston, Francisco Contreras, Moreti, Felipe, Vivero, Martín, Malebran, Celina, Behlau, Mara","CoDAS; 28(5); 625-633","CoDAS","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500625&lang=pt" 
"S0102-09352016000501351-scl","Valor nutritivo e cinética de degradação in vitro de genótipos de capim-elefante ( Penissetum purpureum Schumach) sob dois intervalos de desfolhação e duas alturas de resíduo pós-pastejo","Chaves, C.S., Ribeiro, K.G., Gomide, C.A.M., Paciullo, D.S.C., Morenz, M.J.F., Gama, D.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1351-1359","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501351&lang=pt" 
"S0102-09352016000501251-scl","Glycolysis and gluconeogenesis in the liver of catfish fed with different concentrations of proteins, lipids and carbohydrates","Melo, J.F.B., Lundstedt, L. M, Inoue, L.A.K., Metón, I., Baanante, I.V., Moraes, G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1251-1258","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501251&lang=pt" 
"S0102-09352016000501105-scl","Brain neuroimaging of domestic cats: correlation between computed tomography and cross- sectional anatomy","Nepomuceno, A.C., Zanatta, R., Chung, D.G., Costa, P.F., Feliciano, M.A.R., Avante, M.L., Lopes, L.S., Canola, J.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1105-1111","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501105&lang=pt" 
"S2317-17822016000500507-scl","Adaptação cultural do Test of Narrative Language (TNL) para o Português Brasileiro","Rossi, Natalia Freitas, Lindau, Tâmara de Andrade, Gillam, Ronald Bradley, Giacheti, Célia Maria","CoDAS; 28(5); 507-516","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500507&lang=pt" 
"S0102-09352016000501381-scl","Diferentes fontes de ferro na prevenção da anemia ferropriva e no desempenho de leitões lactentes","Almeida, R.F., Lopes, E.L., Nunes, R.C., Matos, M.P.C., Pascoal, L.M., Freire, R.V.C, Fioravanti, M.C.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1381-1389","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501381&lang=pt" 
"S2317-17822016000500583-scl","Relação entre as condições de trabalho e de voz autorreferidas por teleoperadores de uma central de emergência","Santos, Claudionaria Torres dos, Santos, Ciro, Lopes, Leonardo Wanderley, Silva, Priscila Oliveira Costa, Lima-Silva, Maria Fabiana Bonfim de","CoDAS; 28(5); 583-594","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500583&lang=pt" 
"S0102-09352016000501137-scl","Is there a difference between the right and left kidney? A macroscopic approach in Brazilian Shorthair Cat","Stocco, A.V., Sousa, C.A. Santos, Gomes, M.S, Souza Júnior, P., Figueiredo, M. Abidu","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1137-1144","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501137&lang=pt" 
"S0102-09352016000501168-scl","Experimental acrylonitrile butadiene styrene and polyamide evisceration implant: a rabbit clinical and histopathology study","Gomes Júnior, D.C., Nassar, E.J., Dórea Neto, F.A., Lima, A.E., Martins Filho, E.F., Oriá, A.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1168-1176","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501168&lang=pt" 
"S0102-09352016000501309-scl","Effect of β-mercaptoetanol and cysteine on post-thawing quality and oxidative activity of ram sperm and on the viability of vitrified sheep embryos","Pradieé, J., Cardoso, T.F., Silva, E.F., Gonçalves, A.O., Gastal, G.D.A., Rosa, C.E., Mondadori, R.G., Pegoraro, L.M.C., Vieira, A.D., Lucia Jr., T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1309-1315","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501309&lang=pt" 
"S2317-17822016000500646-scl","Fatores relacionados à disfagia orofaríngea no pós-operatório de cirurgia cardíaca: revisão sistemática","Werle, Roberta Weber, Steidl, Eduardo Matias dos Santos, Mancopes, Renata","CoDAS; 28(5); 646-652","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500646&lang=pt" 
"S0102-09352016000501343-scl","Toxicidade aguda e risco ecotoxicológico do inseticida tiametoxam para alevinos de tilápia-do-nilo","Albinati, A.C.L., Albinati, R.C.B., Lira, A.D., Soares, P.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1343-1350","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501343&lang=pt" 
"S0102-09352016000501212-scl","Avaliação de diferentes fixadores na preservação das características histológicas de pele de orelha de cães","Campos, L.S., Tafuri, W.L., Pinto, A.J.W.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1212-1218","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501212&lang=pt" 
"S2317-17822016000500491-scl","Potenciais evocados auditivos corticais em neonatos nascidos a termo e pré-termo","Melo, Ândrea de, Biaggio, Eliara Pinto Vieira, Rechia, Inaê Costa, Sleifer, Pricila","CoDAS; 28(5); 491-496","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500491&lang=pt" 
"S0102-09352016000501159-scl","Development of fixed-time artificial insemination protocols for locally adapted Curraleiro Pé-Duro cows","Tortorella, R.D., Modesto, M.R., Neves, J.P., Ramos, A.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1159-1167","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501159&lang=pt" 
"S2317-17822016000500533-scl","Culturally diverse attitudes and beliefs of students majoring in speech-language pathology","Franca, Maria Claudia, Smith, Linda McCabe, Nichols, Jane Luanne, Balan, Dianna Santos","CoDAS; 28(5); 533-545","CoDAS","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500533&lang=pt" 
"S2317-17822016000500575-scl","Percepção e conhecimento dos profissionais da saúde da atenção primária sobre notificação da perda auditiva induzida pelo ruído em Curitiba - Paraná","Pedroso, Hugo Carlos, Gonçalves, Cláudia Giglio de Oliveira","CoDAS; 28(5); 575-582","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500575&lang=pt" 
"S0102-09352016000501369-scl","Differential performance of honey bee colonies selected for bee-pollen production through instrumental insemination and free-mating technique","Mattos, I.M. de, Souza, J., Soares, A.E.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1369-1373","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501369&lang=pt" 
"S0102-09352016000501267-scl","Histopathological findings in lungs of hawksbill turtles collected on the coasts of the states of Espírito Santo and Rio de Janeiro, Brazil","Silva, M.A., Jerdy, H.L., Ribeiro, R.B., Medina, R.M., Petronilha, M.B.R.G., Shimoda, E., Werneck, M.R., Andrade, J.G., Carvalho, E.C.Q.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1267-1274","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501267&lang=pt" 
"S0102-09352016000501259-scl","Evaluation of carcass and muscle traits in Santa Ines female lambs finished with different agricultural products","Menezes, A.M., Cruz Junior, C.A., Tanure, C.B., Peripolli, V., Castro, M.B., Louvandini, H., McManus, C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1259-1266","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501259&lang=pt" 
"S0100-39842016000500009-scl","Comparison of power Doppler and thermography for the selection of thyroid nodules in which fine-needle aspiration biopsy is indicated","Alves, Maria Lucia D&#039;Arbo, Gabarra, Manoel Henrique Cintra","Radiologia Brasileira; 49(5); 311-315","Radiologia Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500009&lang=pt" 
"S0102-09352016000501244-scl","Toxicidade aguda e risco ambiental do antibiótico oxitetraciclina para tilápia ( Oreochromis niloticus ), Daphnia magna e Lemna minor","Machado, A.A., Américo-Pinheiro, J.H.P., Carraschi, S.P., Cruz, C., Machado-Neto, J.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1244-1250","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501244&lang=pt" 
"S0102-09352016000501237-scl","High resveratrol or quercetin concentrations reduce the oscillation index of frozen goat semen","Silva, E.C.B., Arruda, L.C.P., Silva, S.V., Souza, H.M., Guerra, M.M.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1237-1243","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501237&lang=pt" 
"S2317-17822016000500558-scl","Caracterização miofuncional orofacial e eletromiográfica de pacientes submetidos à correção da fratura condilar por redução aberta e fechada","Silva, Amanda Pagliotto da, Sassi, Fernanda Chiarion, Andrade, Claudia Regina Furquim de","CoDAS; 28(5); 558-566","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500558&lang=pt" 
"S0100-39842016000500007-scl","Vascular loops in the anterior inferior cerebellar artery, as identified by magnetic resonance imaging, and their relationship with otologic symptoms","Abreu Junior, Luiz de, Kuniyoshi, Cristina Hiromi, Wolosker, Angela Borri, Borri, Maria Lúcia, Antunes, Augusto, Ota, Vanessa Kiyomi Arashiro, Uchida, Daniela","Radiologia Brasileira; 49(5); 300-304","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500007&lang=pt" 
"S0102-09352016000501187-scl","Hematological disorders detected in dogs infected by Hepatozoon canis in a municipality in Mato Grosso do Sul State, Brazil","Paiz, L.M., Silva, R.C., Satake, F., Fraga, T.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1187-1194","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501187&lang=pt" 
"S2317-17822016000500595-scl","Associação entre a adesão da terapia vocal e perfil de atividades vocais em pacientes disfônicos comportamentais","Góes, Thales Roges Vanderlei de, Ferracciu, Cristiane Cunha Soderini, Silva, Deise Renata Oliveira da","CoDAS; 28(5); 595-601","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500595&lang=pt" 
"S2317-17822016000500526-scl","Interpretação de ambiguidades de escolares de Embu das Artes (SP) nascidos com baixo peso","Pessoa, Rebeca Rodrigues, Araújo, Sarah Cueva Cândido Soares de, Isotani, Selma Mie, Puccini, Rosana Fiorini, Perissinoto, Jacy","CoDAS; 28(5); 526-532","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500526&lang=pt" 
"S2317-17822016000500634-scl","Relação entre percepção auditiva e produção vocal em implantados cocleares: uma revisão sistemática","Cysneiros, Helena Renata Silva, Leal, Mariana de Carvalho, Lucena, Jonia Alves, Muniz, Lilian Ferreira","CoDAS; 28(5); 634-639","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500634&lang=pt" 
"S0102-09352016000501219-scl","Valor prognóstico da variabilidade da frequência cardíaca e da eletrocardiografia ambulatorial em cães Boxer com cardiomiopatia arritmogênica do ventrículo direito","Chamas, P.P.C., Oliveira, V.M.C., Yamaki, F.L., Goldfeder, G.T., Larsson, M.H.M.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1219-1227","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501219&lang=pt" 
"S2317-17822016000500567-scl","Índice de Vulnerabilidade à Saúde e triagem auditiva neonatal: diferenciais intraurbanos","Januário, Gabriela Cintra, Alves, Claudia Regina Lindgren, Lemos, Stela Maris Aguiar, Almeida, Maria Cristina de Mattos, Cruz, Ramon Costa, Friche, Amélia Augusta de Lima","CoDAS; 28(5); 567-574","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500567&lang=pt" 
"S2317-17822016000500666-scl","Letter to the editors","Santos, Carlos Ferreira","CoDAS; 28(5); 666-666","CoDAS","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500666&lang=pt" 
"S0100-39842016000500005-scl","Hepatic epithelioid hemangioendothelioma: a report from three university centers","Giardino, Antonello, Miller, Frank H., Kalb, Bobby, Ramalho, Miguel, Martin, Diego R., Rodacki, Karina, Woosley, John T., Semelka, Richard C.","Radiologia Brasileira; 49(5); 288-294","Radiologia Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500005&lang=pt" 
"S1889-836X2016000300008-esp","PÓSTERS: Sesión 3","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 33-41","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300008&lang=pt" 
"S1889-836X2016000300004-esp","COMUNICACIONES ORALES: Sesión 2","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 9-11","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300004&lang=pt" 
"S1889-836X2016000300001-esp","Bienvenida","Sosa Henríquez, Manuel","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 3-3","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300001&lang=pt" 
"S0102-09352016000501183-scl","Sarcoma gástrico em cão: relato de caso","Américo, P.M.A., Yoshitoshi, F.N., Oliveira, G.V., Noronha, N.P., Siqueira, R.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1183-1186","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501183&lang=pt" 
"S2317-17822016000500546-scl","Relação entre a percepção da posição de língua pelo indivíduo e medidas de força da língua nos dentes","Valentim, Amanda Freitas, Furlan, Renata Maria Moreira Moraes, Perilo, Tatiana Vargas de Castro, Motta, Andréa Rodrigues, Casas, Estevam Barbosa de Las","CoDAS; 28(5); 546-550","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500546&lang=pt" 
"S0100-39842016000500344-scl","Breast cancer with splenic metastasis in a male patient","Thompson, Bruna Maria, Pimentel, Flávio Ferrarini de Oliveira, Diógenes, Jaime Afonso Coelho Nogueira, Kohayagawa, Marcelo Hajime, Vianna, Maria Regina","Radiologia Brasileira; 49(5); 344-345","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500344&lang=pt" 
"S0100-39842016000500345-scl","Unusual intrathoracic foreign body: tree branch","Corrêa, Diogo Goulart, Salata, Tiago Medina, Teixeira, Luiz Sérgio Carvalho, Borges, Rafael Silveira, Marchiori, Edson","Radiologia Brasileira; 49(5); 345-346","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500345&lang=pt" 
"S0102-09352016000501152-scl","Avaliação endoscópica das vias aéreas, do perfil de gases, dos eletrólitos e do equilíbrio ácido-base em equinos submetidos ao treinamento de três tambores","Barbosa, J.P.B., Denadai, D.S., Gerardi, B., Pereira, M.A., Chaves, A.A., Gomide, L.M.W., Peiró, J.R., Mendes, L.C.N.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1152-1158","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501152&lang=pt" 
"S0100-39842016000500014-scl","Achalasia associated with two epiphrenic diverticula","Belisário, Stéphano Santos, Oliveira, Gabriel Antonio de, Souza, Rodrigo Stênio Moll de, Pacheco, Thais Julio, Batista, Elton Francisco Pavan","Radiologia Brasileira; 49(5); 340-340","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500014&lang=pt" 
"S2317-17822016000500517-scl","Desempenho de crianças com risco para dificuldade de leitura submetidas a um programa de intervenção","Silva, Nathane Sanches Marques, Crenitte, Patrícia Abreu Pinheiro","CoDAS; 28(5); 517-525","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500517&lang=pt" 
"S0100-39842016000500008-scl","Contribution of the Unified Health Care System to mammography screening in Brazil, 2013","Freitas-Junior, Ruffo, Rodrigues, Danielle Cristina Netto, Corrêa, Rosangela da Silveira, Peixoto, João Emílio, Oliveira, Humberto Vinícius Carrijo Guimarães de, Rahal, Rosemar Macedo Sousa","Radiologia Brasileira; 49(5); 305-310","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500008&lang=pt" 
"S0102-09352016000501145-scl","Antibody response between pigs of Piau and a commercial breed naturally infected with Porcine circovirus 2","Bulos, L.H.S., Gonzaga, N.F., Souza, L.F.L., Assao, V.S., Leite, R.A.S., Rebouças, M.S., Scatamburlo, T.M., Guimarães, J.D. Guimarães S.E.F., Lopes, P.S., Almeida, M.R.L., Silva Júnior, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1145-1151","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501145&lang=pt" 
"S1889-836X2016000300002-esp","XXI Congreso SEIOMM 2016","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 4-4","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300002&lang=pt" 
"S1889-836X2016000300003-esp","COMUNICACIONES ORALES: Sesión 1","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 5-8","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300003&lang=pt" 
"S0100-39842016000500011-scl","Unusual lesions that distend the knee joint: pictorial essay","Lima, Luana T. Barros de, Albuquerque Filho, Eolo Santana de, Batista, Laecio Leitão, Moraes, Talita Peixoto de, Pereira, Bruno Perez Guedes","Radiologia Brasileira; 49(5); 322-328","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500011&lang=pt" 
"S0102-09352016000501316-scl","Efeito da temperatura e do tempo de armazenamento de amostras de leite cru nos resultados das análises eletrônicas","Almeida, T.V., Neves, R.B.S., Arnhold, E., Rezende, C.S.M., Oliveira, A.N., Nicolau, E.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1316-1324","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501316&lang=pt" 
"S0100-39842016000500343-scl","Leiomyoma of the breast: an uncommon tumor","Sampaio, Giorge Pereira, Koch, Melissa Vieira, Boechat, Márcia, Matos, Viviane Esteves, Santos, Alair Augusto Sarmet Moreira Damas dos","Radiologia Brasileira; 49(5); 343-344","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500343&lang=pt" 
