"S1519-566X2007000200017-scl","Ácaros associados à cultura da soja no Rio Grande do Sul","Guedes, Jerson V.C., Navia, Denise, Lofego, Antonio C., Dequech, Sônia T.B.","Neotropical Entomology; 36(2); 288-293","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200017&lang=pt" 
"S0104-530X2007000100013-scl","Relacionamento colaborativo no canal de distribuição: uma matriz para análise","Pigatto, Gessuir, Alcantara, Rosane Lucia Chicarelli","Gestão &amp; Produção; 14(1); 155-167","Gestão &amp; Produção","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2007000100013&lang=pt" 
"S1413-86702007000200005-scl","Ocular problems in brazilian patients with AIDS before and in highly active antiretroviral therapy (HAART) era","Rodrigues, Marcia Lopes, Rodrigues, Maria de Lourdes Veronese, Figueiredo, José Fernando de Castro, Freitas, João Alberto Holanda de","Brazilian Journal of Infectious Diseases; 11(2); 199-202","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200005&lang=pt" 
"S1413-86702007000200009-scl","Salivary anti-PGL IgM and IgA titers and serum antibody IgG titers and avidities in leprosy patients and their correlation with time of infection and antigen exposure","Nagao-Dias, Aparecida T., Almeida, Thereza Lúcia P., Oliveira, Maria de Fátima, Santos, Rivanda C., Lima, Ana Laura P., Brasil, Márcia","Brazilian Journal of Infectious Diseases; 11(2); 215-219","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200009&lang=pt" 
"S1413-86702007000200019-scl","Phenotypical characteristics of group B streptococcus in parturients","Simoes, Jose Antonio, Alves, Valeria Moraes Neder, Fracalanzza, Sergio Eduardo Longo, Camargo, Rodrigo Pauperio Soares de, Mathias, Lenir, Milanez, Helaine Maria Besteti Pires, Brolazo, Eliane Melo","Brazilian Journal of Infectious Diseases; 11(2); 261-266","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200019&lang=pt" 
"S1413-86702007000200021-scl","Prevalence of newborn bacterial meningitis and sepsis during the pregnancy period for public health care system participants in Salvador, Bahia, Brazil","Silva, Luzia Poliana Anjos da, Cavalheiro, Laura Giotto, Queirós, Fernanda, Nova, Camila Vila, Lucena, Rita","Brazilian Journal of Infectious Diseases; 11(2); 272-276","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200021&lang=pt" 
"S1413-86702007000200003-scl","The environmental cofactors in carcinogenesis in high risk HPV/HIV-positive women","Paulo, Michele, Borges, Alex Bittencourt, Duarte, Geraldo, Quintana, Silvana Maria, Montes, Marlise Bonetti Agostinho, Toloi, Maria Regina Torqueti","Brazilian Journal of Infectious Diseases; 11(2); 189-195","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200003&lang=pt" 
"S1413-86702007000200010-scl","Impact of respiratory infections by influenza viruses A and B in pediatrics patients from Federal University of Paraná, Brazil","Coelho, M.C., Tsuchiya, L.R.R.V., Nogueira, M.B., Pereira, L.A., Takahashi, G.A., Cruz, C.R., Raboni, S.M.","Brazilian Journal of Infectious Diseases; 11(2); 220-223","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200010&lang=pt" 
"S1413-86702007000200015-scl","C-reactive protein-guided approach may shorten length of antimicrobial treatment of culture-proven late-onset sepsis: an intervention study","Couto, Renato C., Barbosa, José A. A., Pedrosa, Tânia M.G., Biscione, Fernando M.","Brazilian Journal of Infectious Diseases; 11(2); 240-245","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200015&lang=pt" 
"S1413-86702007000200020-scl","Risk factors for nosocomial bloodstream infection caused by multidrug resistant gram-negative bacilli in pediatrics","Arnoni, Mariana V., Berezin, Eitan N., Martino, Marinês D.V.","Brazilian Journal of Infectious Diseases; 11(2); 267-271","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200020&lang=pt" 
"S1413-86702007000200024-scl","Risk factors for nosocomial infection in trauma patients","Giamberardino, Heloisa Ihle Garcia, Cesário, Eliane Pereira, Carmes, Eliane Ribeiro, Mulinari, Rogério Andrade","Brazilian Journal of Infectious Diseases; 11(2); 285-289","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200024&lang=pt" 
"S1413-86702007000200004-scl","CCR5 genotypes and progression to HIV disease in perinatally infected children","Angelis, Daniela Souza Araújo de, Freire, Wilton Santos, Pannuti, Cláudio Sergio, Succi, Regina Célia de Menezes, Machado, Daisy Maria","Brazilian Journal of Infectious Diseases; 11(2); 196-198","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200004&lang=pt" 
"S1413-86702007000200014-scl","Utility of the ceftazidime-imipenem antagonism test (CIAT) to detect and confirm the presence of inducible AmpC beta-lactamases among enterobacteriaceae","Cantarelli, Vlademir Vicente, Inamine, Everton, Brodt, Teresa Cristina Z., Secchi, Carina, Cavalcante, Bianca C., Pereira, Fabiana de Souza","Brazilian Journal of Infectious Diseases; 11(2); 237-239","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200014&lang=pt" 
"S1413-86702007000200012-scl","Definition of a diagnostic routine in individuals with inconclusive serology for chagas disease","Picka, Mariele Cristina Modolo, Meira, Domingos Alves, Carvalho, Thaís Batista de, Peresi, Eliana, Marcondes-Machado, Jussara","Brazilian Journal of Infectious Diseases; 11(2); 226-233","Brazilian Journal of Infectious Diseases","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702007000200012&lang=pt" 
"S0100-736X2007000400002-scl","Inquérito soro-epidemiológico e fatores de risco associados à infecção por Brucella ovis em carneiros deslanados do semi-árido da Paraíba","Clementino, Inácio J., Alves, Clebert J., Azevedo, Sérgio S., Paulin, Lília M., Medeiros, Kemmuel A.","Pesquisa Veterinária Brasileira; 27(4); 137-143","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400002&lang=pt" 
"S0100-736X2007000400004-scl","Aspectos clínico-patológicos da intoxicação experimental pelas sementes de Crotalaria mucronata (Fabaceae) em bovinos","Boghossian, Murilo R., Peixoto, Paulo V., Brito, Marilene F., Tokarnia, Carlos Hubinger","Pesquisa Veterinária Brasileira; 27(4); 149-156","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400004&lang=pt" 
"S0100-736X2007000400007-scl","Perdas reprodutivas associadas com infecção por Toxoplasma gondii em caprinos no sul do Brasil","Pescador, Caroline A., Oliveira, Eduardo C., Pedroso, Pedro M.O., Bandarra, Paulo M., Okuda, Líria H., Corbellini, Luís G., Driemeier, David","Pesquisa Veterinária Brasileira; 27(4); 167-171","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400007&lang=pt" 
"S0100-736X2007000400010-scl","Epidemiologia e sinais clínicos da conidiobolomicose em ovinos no Estado do Piauí","Silva, Silvana M.M.S., Castro, Roberto S., Costa, Francisco A.L., Vasconcelos, Anilton C., Batista, Maria do Carmo S., Riet-Correa, Franklin, Carvalho, Eulália M.S., Lopes, João B.","Pesquisa Veterinária Brasileira; 27(4); 184-190","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400010&lang=pt" 
"S0100-736X2007000400001-scl","Enfermidades associadas à intoxicação por selênio em animais","Oliveira, Krishna D., França, Ticiana N., Nogueira, Vivian A., Peixoto, Paulo V.","Pesquisa Veterinária Brasileira; 27(4); 125-136","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400001&lang=pt" 
"S0100-736X2007000400003-scl","Enteropatógenos bacterianos em peixes criados em uma estação de reciclagem de nutrientes e no ecossistema relacionado","Esposto, Eglaise M., Silva, Wanderson C. P., Reis, Cristhiane M. F., Reis, Eliane M. F., Ribeiro, Roseli V., Rodrigues, Dália P., Lázaro, Norma S.","Pesquisa Veterinária Brasileira; 27(4); 144-148","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400003&lang=pt" 
"S0100-736X2007000400005-scl","Pré-compostagem de cadáveres de bovinos acometidos pelo botulismo","Curci, Vera C.L.M., Dutra, Iveraldo S., Döbereiner, Jürgen, Lucas Junior, Jorge","Pesquisa Veterinária Brasileira; 27(4); 157-161","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400005&lang=pt" 
"S0100-736X2007000400006-scl","Sensibilidade dos nematóides gastrintestinais de caprinos a anti-helmínticos na mesorregião do Sertão Paraibano","Rodrigues, Adriana B., Athayde, Ana Célia R., Rodrigues, Onaldo G., Silva, Wilson W., Faria, Eduardo B.","Pesquisa Veterinária Brasileira; 27(4); 162-166","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400006&lang=pt" 
"S0100-736X2007000400008-scl","Intoxicação experimental por monensina em búfalos e bovinos","Rozza, Daniela B., Corrêa, André M. Ribeiro, Leal, Juliano S., Bandarra, Paulo M., Guagnini, Fábio S., Raymundo, Djeison L., Driemeier, David","Pesquisa Veterinária Brasileira; 27(4); 172-178","Pesquisa Veterinária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400008&lang=pt" 
"S0100-736X2007000400009-scl","Serodiagnosis of Babesia equi in horses submitted to exercise stress","Baldani, Cristiane D., Machado, Rosangela Z., Raso, Tânia F., Pinto, Aramis A.","Pesquisa Veterinária Brasileira; 27(4); 179-183","Pesquisa Veterinária Brasileira","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2007000400009&lang=pt" 
"S1519-38292007000200001-scl","O Brasil e a segurança alimentar","Batista Filho, Malaquias","Revista Brasileira de Saúde Materno Infantil; 7(2); 121-122","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200001&lang=pt" 
"S1519-38292007000200002-scl","A importância dos ácidos graxos poliinsaturados de cadeia longa na gestação e lactação","Silva, Deila Regina Bentes da, Miranda Júnior, Paulo Fernando, Soares, Eliane de Abreu","Revista Brasileira de Saúde Materno Infantil; 7(2); 123-133","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200002&lang=pt" 
"S1678-77572007000200013-scl","Prevalence of dental fluorosis in Bauru, São Paulo, Brazil","Ramires, Irene, Pessan, Juliano Pelim, Levy, Flávia Mauad, Rodrigues, Maria Heloísa Correia, Almeida, Beatriz Simões de, Kato, Melissa Thiemi, Sales Peres, Silvia Helena de Carvalho, Buzalaf, Marília Afonso Rabelo","Journal of Applied Oral Science; 15(2); 140-143","Journal of Applied Oral Science","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572007000200013&lang=pt" 
"S1519-566X2007000200003-scl","Orchid bee fauna (Hymenoptera: Apidae: Euglossina) of Atlantic Forest fragments inside an urban area in southeastern Brazil","Nemésio, André, Silveira, Fernando A.","Neotropical Entomology; 36(2); 186-191","Neotropical Entomology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200003&lang=pt" 
"S1519-566X2007000200001-scl","Microbial control of arthropod pests of tropical tree fruits","Dolinski, Claudia, Lacey, Lawrence A.","Neotropical Entomology; 36(2); 161-179","Neotropical Entomology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200001&lang=pt" 
"S1519-566X2007000200004-scl","Aspectos biológicos do período embrionário dos curculionídeos-das-raízes dos citros","Guedes, Jerson V.C., Parra, José R.P.","Neotropical Entomology; 36(2); 192-196","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200004&lang=pt" 
"S1519-566X2007000200008-scl","A new species of Brachygasterina Macquart from Chile (Diptera: Muscidae)","Couri, Marcia S., Carvalho, Claudio J.B., Pont, Adrian C.","Neotropical Entomology; 36(2); 229-232","Neotropical Entomology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200008&lang=pt" 
"S1519-566X2007000200009-scl","Desenvolvimento, longevidade e reprodução de Trissolcus basalis (Wollaston) e Telenomus podisi Ashmead (Hymenoptera: Scelionidae) em condições naturais durante a entressafra da soja no sul do Paraná","Doetzer, Augusta K., Foerster, Luís A.","Neotropical Entomology; 36(2); 233-242","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200009&lang=pt" 
"S1519-566X2007000200010-scl","Parasitismo de larvas da mosca-do-mediterrâneo por Diachasmimorpha longicaudata (Ashmead) (Hymenoptera: Braconidae) em diferentes cultivares de goiaba","Paranhos, Beatriz A.J., Walder, Júlio M.M., Alvarenga, Clarice D.","Neotropical Entomology; 36(2); 243-246","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200010&lang=pt" 
"S1519-566X2007000200014-scl","Susceptibilidade de seis cultivares de café arábica às moscas-das-frutas (Diptera: Tephritoidea) em sistema orgânico com e sem arborização em Valença, RJ","Aguiar-Menezes, Elen L., Souza, Silvana A.S., Santos, Carlos M.A., Resende, André L.S., Strikis, Pedro C., Costa, Janaína R., Ricci, Marta S.F.","Neotropical Entomology; 36(2); 268-273","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200014&lang=pt" 
"S1519-566X2007000200022-scl","Descrição de Apiomerus costai sp. nov. do Mato Grosso, com notas taxonômicas sobre Apiomerus Hahn (Hemiptera, Heteroptera: Reduviidae, Harpactorinae, Apiomerini)","Gil-Santana, Hélcio R., Milano, Patrícia","Neotropical Entomology; 36(2); 314-316","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200022&lang=pt" 
"S1519-566X2007000200023-scl","Argyrotaenia sphaleropa (Meyrick) (Lepidoptera: Tortricidae) in citrus in the State of Paraná, Brazil","Meneguim, Ana M., Hohmann, Celso L.","Neotropical Entomology; 36(2); 317-319","Neotropical Entomology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200023&lang=pt" 
"S1519-566X2007000200020-scl","Dieta artificial para criação de Doru luteipes (Scudder) (Dermaptera: Forficulidae), predador da lagarta-do-cartucho do milho, Spodoptera frugiperda (J.E. Smith) (Lepidoptera: Noctuidae)","Pasini, Amarildo, Parra, José R.P., Lopes, Janaína M.","Neotropical Entomology; 36(2); 308-311","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200020&lang=pt" 
"S1519-566X2007000200019-scl","Resistência de populações de Aedes aegypti (L.) (Diptera: Culicidae) ao organofosforado temefós na Paraíba","Beserra, Eduardo B., Fernandes, Carlos R.M., Queiroga, Maiene de F. C. de, Castro Jr., Francisco P. de","Neotropical Entomology; 36(2); 303-307","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200019&lang=pt" 
"S0034-89102007000200003-spa","Morte materna declarada e o relacionamento de sistemas de informações em saúde","Sousa, Maria Helena de, Cecatti, José Guilherme, Hardy, Ellen Elizabeth, Serruya, Suzanne Jacob","Revista de Saúde Pública; 41(2); 181-189","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200003&lang=pt" 
"S0034-89102007000200005-spa","Comportamento alimentar em moradia estudantil: um espaço para promoção da saúde","Alves, Hayda Josiane, Boog, Maria Cristina Faber","Revista de Saúde Pública; 41(2); 197-204","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200005&lang=pt" 
"S0034-89102007000200006-spa","Perfil de casos de tuberculose notificados e fatores associados ao abandono, Belo Horizonte, MG","Paixão, Lúcia Miana M., Gontijo, Eliane Dias","Revista de Saúde Pública; 41(2); 205-213","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200006&lang=pt" 
"S0034-89102007000200007-spa","Distorções causadas pelas ações judiciais à política de medicamentos no Brasil","Vieira, Fabiola Sulpino, Zucchi, Paola","Revista de Saúde Pública; 41(2); 214-222","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200007&lang=pt" 
"S0034-89102007000200008-spa","Bioética e biossegurança: uso de biomateriais na prática odontológica","Bugarin Júnior, João Geraldo, Garrafa, Volnei","Revista de Saúde Pública; 41(2); 223-228","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200008&lang=pt" 
"S0034-89102007000200009-spa","Hepatite C em profissionais da saúde: prevalência e associação com fatores de risco","Ciorlia, Luiz Alberto de Souza, Zanetta, Dirce Maria Trevisan","Revista de Saúde Pública; 41(2); 229-235","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200009&lang=pt" 
"S0034-89102007000200012-spa","Contexto familiar e problemas de saúde mental infantil no Programa Saúde da Família","Ferriolli, Silvia Helena Tortul, Marturano, Edna Maria, Puntel, Ludmila Palucci","Revista de Saúde Pública; 41(2); 251-259","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200012&lang=pt" 
"S0034-89102007000200013-spa","Functional Assessment of Cancer Therapy Bone Marrow Transplantation: tradução e validação","Mastropietro, Ana Paula, Oliveira, Érika Arantes de, Santos, Manoel Antônio dos, Voltarelli, Júlio César","Revista de Saúde Pública; 41(2); 260-268","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200013&lang=pt" 
"S0034-89102007000200015-spa","Avaliação do efeito residual de piretróides sobre anofelinos da Amazônia brasileira","Santos, Roseli La Corte dos, Fayal, Arnaldo da Silva, Aguiar, Antonio Edvaldo F, Vieira, Durval Bertran Rodrigues, Póvoa, Marinete Marins","Revista de Saúde Pública; 41(2); 276-283","Revista de Saúde Pública","Inglês, Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102007000200015&lang=pt" 
"S0100-67622007000200014-scl","Efeito do AIB sobre a qualidade e fitossanidade dos alporques de influência da Caryocar brasiliense Camb (caryocaraceae)","Leite, Germano Leão Demolin, Veloso, Ronnie Von dos Santos, Castro, Ana Carolina Ribeiro de, Lopes, Paulo Sérgio Nascimento, Fernandes, Geraldo Wilson","Revista Árvore; 31(2); 315-320","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000200014&lang=pt" 
"S0718-48162007000100001-chl","SciELO Chile","Caro Letelier, Jorge","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 5-6","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100001&lang=pt" 
"S0718-48162007000100002-chl","Efecto del factor de crecimiento endotelio vascular (VEGF) sobre perforaciones timpánicas en ratas Long-Evans","Zúñiga P, Jorge, Maass O, Juan Cristóbal, Amagada A, Christian","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 7-12","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100002&lang=pt" 
"S0718-48162007000100003-chl","Tratamiento del tinnitus en hipoacusias neurosensoriales de curvas descendentes por modulación de los neurotransmisores con el uso de acamprosato: Experiencia clínica","Peña Martínez, Alejandro","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 13-19","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100003&lang=pt" 
"S0718-48162007000100004-chl","Frecuencia y coexistencia de patología rinosinusal en pacientes adultos roncadores","González G, Claudia, Fonseca A, Ximena, Beltrán M, Constanza, Arredondo A, Marcela, Napolitano V, Carla","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 20-25","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100004&lang=pt" 
"S0718-48162007000100005-chl","Timpanoplastías en pacientes mayores de 50 años: Experiencia en el Hospital San Juan de Dios","Nickias D, Loreto, Salgado C, Saúl, Arancibia S, Margarita, Orellana C, Juan José","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 26-30","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100005&lang=pt" 
"S0718-48162007000100006-chl","Mortalidad nacional en otorrinolaringología","Béjar P, Marco, Cevo, Jimena, Romero, María I, Iñiguez S, Rodrigo","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 31-37","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100006&lang=pt" 
"S0718-48162007000100007-chl","Amigdalitis aguda recurrente bacteriana: Estudio prospectivo, comparativo y controlado de sus características clínicas y microbiológicas","Der M, Carolina, Iñiguez C, Rodrigo, Guzman D, Ana Maria, Jofré P, David, Iñiguez C, Armando, Labarca L, Jaime","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 38-45","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100007&lang=pt" 
"S0718-48162007000100008-chl","Manejo de fístulas de LCR de la lámela lateral de la lámina cribosa","Castell, Luis F","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 46-52","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100008&lang=pt" 
"S0718-48162007000100009-chl","Colesteatoma de seno esfenoidal","Faba C, Gabriel, Fonseca A, Ximena, González G, Claudia, Jofré P, David","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 53-56","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100009&lang=pt" 
"S0718-48162007000100010-chl","Displasia osteofibrosa de cornete inferior: causa inusual de obstrucción nasal","Olavarría L, Christian, Royer F, Michel, Insunza P, Fernando, Villanueva I, María Elena, Valdés P, Constanza","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 57-60","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100010&lang=pt" 
"S0718-48162007000100011-chl","Biofilms bacterianos","Nazar C, Julio","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 161-172","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100011&lang=pt" 
"S0718-48162007000100012-chl","Cáncer de laringe inicial cirugía transoral con láser","Zanolli de S, Luis, Pinto C, Rodrigo, Rahal E, Maritza","Revista de otorrinolaringología y cirugía de cabeza y cuello; 67(1); 73-80","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162007000100012&lang=pt" 
"S0102-09352007000200031-scl","Ajustamento para heterogeneidade de variâncias para produção de leite e gordura entre rebanhos da raça Pardo-Suíça no Brasil","Bueno, R.S., Torres, R.A., Rennó, F.P., Pereira, J.C., Araújo, C.V., Lopes, P.S., Euclydes, R.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 481-487","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200031&lang=pt" 
"S0102-09352007000200033-scl","A calorimetry system for metabolism trials","Rodríguez, N.M., Campos, W.E., Lachica, M.L., Borges, I., Gonçalves, L.C., Borges, A.L.C.C., Saliba, E.O.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 495-500","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200033&lang=pt" 
"S0100-67622007000200011-scl","Estimativa do abatimento de erosão aportado por um sistema agrossilvipastoril e sua contribuição econômica","Ribeiro, Sabina Cerruto, Chaves, Henrique Marinho Leite, Jacovine, Laércio Antônio Gonçalves, Silva, Márcio Lopes da","Revista Árvore; 31(2); 285-293","Revista Árvore","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622007000200011&lang=pt" 
"S0102-09352007000200016-scl","Cisticercose suína, teníase e neurocisticercose humana no município de Barbalha, Ceará","Silva, M.C., Cortez, A.A., Aquino-Cortez, A., Valente, M., Toniolli, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 371-375","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200016&lang=pt" 
"S0102-09352007000200022-scl","Digestibilidade aparente de dietas com níveis crescentes de concentrado em novilhos Brangus e Nelore","Putrino, S.M., Leme, P.R., Silva, S. Luz e, Manella, M.Q., Nogueira Filho, J.C.M., Lima, C.G., Alleoni, G.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 406-413","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200022&lang=pt" 
"S0102-09352007000200025-scl","Perfil metabólico de touros da raça Nelore (Bos taurus indicus) confinados e tratados com somatotrofina bovina recombinante (r-bST)","Amorim, L.S., Torres, C. A. A., Moraes, E.A., Silva Filho, J.M., Guimarães, J.D.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 434-442","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200025&lang=pt" 
"S0482-50042007000200007-scl","Órtese de repouso para fase aguda de artrite reumatóide","Noordhoek, Johanna, Loschiavo, Fabricia Quintão","Revista Brasileira de Reumatologia; 47(2); 121-122","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200007&lang=pt" 
