"S0871-34132006000200004-prt","Gastric cancer: frequency and trends","Lunet, Nuno","Arquivos de Medicina; 20(3); 79-85","Arquivos de Medicina","Inglês","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-34132006000200004&lang=pt" 
"S0378-18442006000500002-ven","Modelado numérico 3d de la maduración de la materia orgánica en cuencas sedimentarias estructuralmente complejas","Elbano, D, Batista, P, Oswaldo, J, Jiménez, P","Interciencia; 31(5); 323-329","Interciencia","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500002&lang=pt" 
"S0378-18442006000500001-ven","LOS PREMIOS INTERCIENCIA","Laufer, Miguel","Interciencia; 31(5); 317-317","Interciencia","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500001&lang=pt" 
"S0378-18442006000500007-ven","Pescadores, peixes, espaço e tempo: Uma abordagem etnoecológica","da Silva Mourão, José, Nivaldo, Nordi","Interciencia; 31(5); 358-363","Interciencia","Português","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500007&lang=pt" 
"S0378-18442006000500006-ven","Estudios sobre la biología y ecología de Ceriodaphnia cornuta SARS: UNA REVISIÓN","Villalobos, Mariela J, González, Ernesto J","Interciencia; 31(5); 351-357","Interciencia","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500006&lang=pt" 
"S0378-18442006000500005-ven","Estimation of trophic states in warm tropical lakes and reservoirs of latin america by using GPSS simulation","A, Mario, Ortiz-JimÉnez, JosÉ de Anda, Ulrich, Maniak","Interciencia; 31(5); 338-344","Interciencia","Inglês","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500005&lang=pt" 
"S0378-18442006000500004-ven","Comportamientos y actitudes asociados a la disposición de la basura en áreas urbanas no planificadas","Brito, Erkis, Pasquali, Carlota","Interciencia; 31(5); 338-344","Interciencia","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500004&lang=pt" 
"S0378-18442006000500010-ven","Biochemical composition and tissue weight of Chorus giganteus (GASTROPODA : MURICIDAE) exposed to different diets and temperatures during reproductive  conditioning","Carrasco, Claudio A, Navarro, Jorge M, Leiva, Germán E","Interciencia; 31(5); 376-381","Interciencia","Inglês","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500010&lang=pt" 
"S0378-18442006000500011-ven","Caracterización funcional de la vegetación del Uruguay mediante el uso de sensores remotos","Baeza, Santiago, Paruelo, José M, Altesor, Alice","Interciencia; 31(5); 382-388","Interciencia","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442006000500011&lang=pt" 
"S1516-89132006000400002-scl","Factors affecting herbivory of Thrips palmi (Thysanoptera: Thripidae) and Aphis gossypii (Homoptera: Aphididae) on the eggplant (Solanum melongena)","Leite, Germano Leão Demolin, Picanço, Marcelo, Zanuncio, José Cola, Ecole, Carvalho Carlos","Brazilian Archives of Biology and Technology; 49(3); 361-369","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400002&lang=pt" 
"S1516-89132006000400004-scl","Effect of potassium on the leaching of chemical species in a soil treated with sewage sludge","Paglia, Edmilson Cezar, Serrat, Beatriz Monte, Freire, Clarice Azevedo de Luna, Sirtoli, Ana Rosa dos Anjos, Veiga, Andrea Mayer","Brazilian Archives of Biology and Technology; 49(3); 375-383","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400004&lang=pt" 
"S1516-89132006000400009-scl","Production of yellow-green fluorescent pigment by Pseudomonas fluorescens","Silva, Gildo Almeida da, Almeida, Erik Amazonas de","Brazilian Archives of Biology and Technology; 49(3); 411-419","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400009&lang=pt" 
"S1516-89132006000400011-scl","Genetic structure of Brazilian populations of white mouth croaker Micropogonias furnieri (Perciformes : Sciaenidae)","Puchnick-Legat, Angela, Levy, José Alberto","Brazilian Archives of Biology and Technology; 49(3); 429-439","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400011&lang=pt" 
"S1516-89132006000400013-scl","Development, survival and reproduction of Podisus nigrispinus (Dallas, 1851) (Heteroptera: Pentatomidae) with salt and amino acids solutions supplementary diet","Freitas, Simone Patrícia Carneiro, Evangelista Júnior, Walter Santos, Zanuncio, José Cola, Serrão, José Eduardo","Brazilian Archives of Biology and Technology; 49(3); 449-455","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400013&lang=pt" 
"S1516-89132006000400017-scl","Production of alcohol by simultaneous saccharification and fermentation of low-grade wheat flour","Neves, Marcos Antonio das, Kimura, Toshinori, Shimizu, Naoto, Shiiba, Kiwamu","Brazilian Archives of Biology and Technology; 49(3); 481-490","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400017&lang=pt" 
"S1516-89132006000400020-scl","Transition metal rates in latosol twice treated with sewage sludge","Pigozzo, Ana Tereza Jordão, Lenzi, Ervim, Luca Junior, Jorge de, Scapim, Carlos Alberto, Costa, Antonio Carlos Saraiva da","Brazilian Archives of Biology and Technology; 49(3); 515-526","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400020&lang=pt" 
"S1516-89132006000400006-scl","Protective effect of sodium selenite against the genotoxicity of aflatoxin B1 in human whole blood cultures","Geyikoglu, Fatime, Türkez, Hasan","Brazilian Archives of Biology and Technology; 49(3); 393-398","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400006&lang=pt" 
"S1516-89132006000400018-scl","Glucose isomerization in simulated moving bed reactor by Glucose isomerase","Silva, Eduardo Alberto Borges da, Souza, Antônio Augusto Ulson de, Rodrigues, Alírio Egídio, Souza, Selene Maria Arruda Guelli Ulson de","Brazilian Archives of Biology and Technology; 49(3); 491-502","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400018&lang=pt" 
"S1516-89132006000400012-scl","Blood parameter analysis and morphological alterations as biomarkers on the health of Hoplias malabaricus and Geophagus brasiliensis","Romão, Silvia, Donatti, Lucélia, Freitas, Matheus O., Teixeira, Josiane, Kusma, Josiana","Brazilian Archives of Biology and Technology; 49(3); 441-448","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400012&lang=pt" 
"S1516-89132006000400007-scl","Bioactive compounds content of chimarrão infusions related to the moisture of yerba maté (Ilex Paraguariensis) leaves","Bastos, Deborah H. M., Fornari, Ana Claudia, Queiroz, Yara S., Torres, Elizabeth A. F. S.","Brazilian Archives of Biology and Technology; 49(3); 399-404","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400007&lang=pt" 
"S0034-98872006000500001-chl","Características de la insuficiencia cardíaca en pacientes con fracción de eyección preservada: Resultados del Registro Nacional de Insuficiencia Cardíaca, Grupo ICARO","Vukasovic R, José Luis, Castro G, Pablo, Sepúlveda M, Luis, Nazzal N, Carolina, Garcés F, Eduardo, Concepción Ch, Roberto, Soto S, Juan Ramón, Yovaniniz L, Patricio, Ferrada K, Marcela, Cavada Ch, Gabriel","Revista médica de Chile; 134(5); 539-548","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500001&lang=pt" 
"S0034-98872006000500002-chl","Inequidades sociales y diabetes en adolescentes","López, Rodrigo, Baelum, Vibeke","Revista médica de Chile; 134(5); 549-555","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500002&lang=pt" 
"S0034-98872006000500003-chl","Función de los músculos inspiratorios, parámetros hemodinámicos y disnea en pacientes con estenosis mitral","Palacios M, Sylvia, Pérez P, Osvaldo, Pino R, Jorge, Carrasco, Gonzalo, Fasce, Eduardo, Olmos C, Alfonso","Revista médica de Chile; 134(5); 556-564","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500003&lang=pt" 
"S0034-98872006000500004-chl","Cáncer de vesícula biliar: Tendencia y distribución del riesgo en Chile","Andia K, Marcelo, Gederlini G, Alessandra, Ferreccio R, Catterina","Revista médica de Chile; 134(5); 565-574","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500004&lang=pt" 
"S0034-98872006000500005-chl","Reemplazo parcial o total del arco aórtico: Experiencia en 23 pacientes","Irarrázaval Ll, Manuel J, Morán V, Sergio, Zalaquett S, Ricardo, Becker R, Pedro, Baeza P, Cristian, Urzúa U, Jorge, Lema F, Guillermo, Canessa B, Roberto, Chamorro S, Gastón, Braun J, Sandra, Córdova A, Samuel, Garayar P, Bernardita","Revista médica de Chile; 134(5); 575-580","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500005&lang=pt" 
"S0034-98872006000500006-chl","Evolución de mortalidad y estado actual de una población infectada por VIH controlada en un centro multiprofesional","Wolff R, Marcelo, Alvarez P, Patricia, Flores S, Ingrid, Northland A, Rebeca, Wolff L, Claudia","Revista médica de Chile; 134(5); 581-588","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500006&lang=pt" 
"S0034-98872006000500007-chl","Caracterización clínica, funcional y hemodinámica de la población con hipertensión pulmonar arterial evaluada en el Instituto Nacional del Tórax","Zagolin B, Mónica, Wainstein G, Eduardo, Uriarte G de C, Polentzi, Parra R, Claudio","Revista médica de Chile; 134(5); 589-595","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500007&lang=pt" 
"S0034-98872006000500008-chl","Etiologíay factores pronósticos de la neumonía adquirida en la comunidad en el adulto hospitalizado, Puerto Montt, Chile","Riquelme O, Raúl, Riquelme O, Mauricio, Rioseco Z, María Luisa, Gómez M, Valeria, Gil D, Rodrigo, Torres M, Antonio","Revista médica de Chile; 134(5); 597-605","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500008&lang=pt" 
"S0034-98872006000500009-chl","Confirmación de la expectativa vacación-estudio como factor principal del ritmo anual de incidencia y edad de menarquia","Valenzuela, Carlos Y","Revista médica de Chile; 134(5); 606-612","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500009&lang=pt" 
"S0034-98872006000500010-chl","Evaluación prospectiva de la seguridad y tolerancia de los procedimientos colonoscópicos en pacientes pediátricos","Gana A, Juan Cristóbal, Glenz A, Constanza, Marchant A, Pamela, Vaca Z, Carina, García R, Ximena, Larraín B, Francisco, Harris D, Paul","Revista médica de Chile; 134(5); 613-622","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500010&lang=pt" 
"S0034-98872006000500011-chl","Alta prevalencia de disfunción tiroidea en pacientes psiquiátricos hospitalizados","Valdivieso F, Sergio, Kripper, Cristóbal, Ivelic, José Antonio, Fardella, Carlos, Gloger, Sergio, Quiroz, Danilo","Revista médica de Chile; 134(5); 623-628","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500011&lang=pt" 
"S0034-98872006000500012-chl","Estimulación ventricular derecha multisitio en insuficiencia cardíaca refractaria a tratamiento con resincronización biventricular","Vergara S, Ismael, Frangini S, Patricia, González A, Rolando","Revista médica de Chile; 134(5); 629-634","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500012&lang=pt" 
"S0034-98872006000500013-chl","Mixoma auricular izquierdo recurrente en niño de 2 años","Becker R, Pedro, Frangini S, Patricia, Arnaiz G, Pilar","Revista médica de Chile; 134(5); 635-640","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500013&lang=pt" 
"S0034-98872006000500014-chl","Terapia hipolepemiante intensiva en el manejo del riesgo cardiovascular ateroesclerótico","Rigotti R, Attilio, Arteaga Ll, Antonio, Maiz G, Alberto","Revista médica de Chile; 134(5); 641-648","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500014&lang=pt" 
"S0034-98872006000500015-chl","Estrés oxidativo en el paciente crítico","Andresen H, Max, Regueira H, Tomás, Leighton, Federico","Revista médica de Chile; 134(5); 649-656","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500015&lang=pt" 
"S0034-98872006000500016-chl","Dimensiones del profesionalismo médico: Proyecciones para el siglo XXI","Rosselot J, Eduardo","Revista médica de Chile; 134(5); 657-664","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500016&lang=pt" 
"S0034-98872006000500017-chl","Jugo de pomelo y drogas","Lama T, Alexis","Revista médica de Chile; 134(5); 665-666","Revista médica de Chile","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872006000500017&lang=pt" 
"S1516-44462006000500001-scl","Autismo e transtornos invasivos do desenvolvimento","Klin, Ami, Mercadante, Marcos T","Revista Brasileira de Psiquiatria; 28(); s1-s2","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500001&lang=pt" 
"S1516-44462006000500002-scl","Autismo e síndrome de Asperger: uma visão geral","Klin, Ami","Revista Brasileira de Psiquiatria; 28(); s3-s11","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500002&lang=pt" 
"S1516-44462006000500003-scl","Transtornos invasivos do desenvolvimento não-autísticos: síndrome de Rett, transtorno desintegrativo da infância e transtornos invasivos do desenvolvimento sem outra especificação","Mercadante, Marcos T, Van der Gaag, Rutger J, Schwartzman, Jose S","Revista Brasileira de Psiquiatria; 28(); s12-s20","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500003&lang=pt" 
"S1516-44462006000500004-scl","Autismo: neuroimagem","Zilbovicius, Mônica, Meresse, Isabelle, Boddaert, Nathalie","Revista Brasileira de Psiquiatria; 28(); s21-s28","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500004&lang=pt" 
"S1516-44462006000500006-scl","Autismo: tratamentos psicofarmacológicos e áreas de interesse para desenvolvimentos futuros","Nikolov, Roumen, Jonker, Jacob, Scahill, Lawrence","Revista Brasileira de Psiquiatria; 28(); s39-s46","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500006&lang=pt" 
"S1516-44462006000500007-scl","Autismo: intervenções psicoeducacionais","Bosa, Cleonice Alves","Revista Brasileira de Psiquiatria; 28(); s47-s53","Revista Brasileira de Psiquiatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462006000500007&lang=pt" 
"S1516-89132006000400008-scl","Effect of eugenol on growth and listeriolysin o production by Listeria monocytogenes","Filgueiras, Cristina Tostes, Vanetti, Maria Cristina Dantas","Brazilian Archives of Biology and Technology; 49(3); 405-409","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400008&lang=pt" 
"S1516-89132006000400010-scl","A simple method to estimate spatial complexity in aquatic plants","Dibble, Eric David, Thomaz, Sidinei Magela","Brazilian Archives of Biology and Technology; 49(3); 421-428","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400010&lang=pt" 
"S1516-89132006000400001-scl","Enzymatic activity of endophytic bacterial isolates of Jacaranda decurrens Cham. (Carobinha-do-campo)","Carrim, Aysha Jussara Ivonilde, Barbosa, Edweis Cândida, Vieira, José Daniel Gonçalves","Brazilian Archives of Biology and Technology; 49(3); 353-359","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400001&lang=pt" 
"S1516-89132006000400019-scl","Influence of the reactor shape on the kinetics of ethanol production in laboratory-scale batch fermentation tests carried out in unstirred vessels","Borzani, Walter, Souza, Fabiana Saraguza de, Soyama, Claudia Yoshie, Furuko, Patricia Marie, Ferreira, Daniela Souza","Brazilian Archives of Biology and Technology; 49(3); 503-514","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400019&lang=pt" 
"S1516-89132006000400014-scl","Demographic aspects of Chrysomya megacephala (Diptera, Calliphoridae) adults maintained under experimental conditions: reproductive rate estimates","Carvalho, Marcelo Henrique de, Von Zuben, Claudio José","Brazilian Archives of Biology and Technology; 49(3); 457-461","Brazilian Archives of Biology and Technology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132006000400014&lang=pt" 
"S0100-879X2006000500002-scl","Kaposi&#039;s sarcoma-associated herpesvirus infection and Kaposi&#039;s sarcoma in Brazil","Ramos-da-Silva, S., Elgui-de-Oliveira, D., Borges, L., Bacchi, C.E.","Brazilian Journal of Medical and Biological Research; 39(5); 573-580","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500002&lang=pt" 
"S0100-879X2006000500012-scl","Contested dominance modifies the anovulatory consequences of social subordination in female marmosets","Alencar, A.I., Sousa, M.B.C., Abbott, D.H., Yamamoto, M.E.","Brazilian Journal of Medical and Biological Research; 39(5); 647-658","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500012&lang=pt" 
"S0100-879X2006000500014-scl","Evidence for the participation of nitric oxide in pemphigus","Siebra, M.X., Santos, M.A., Almeida, T.L.P., Leite, A.C.R.M., Cunha, F.Q., Rocha, F.A.C.","Brazilian Journal of Medical and Biological Research; 39(5); 671-675","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500014&lang=pt" 
"S0100-879X2006000500004-scl","Rapid, reliable and inexpensive quality assessment of biotinylated cRNA","Zander, T., Yunes, J.A., Cardoso, A.A., Nadler, L.M.","Brazilian Journal of Medical and Biological Research; 39(5); 589-593","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500004&lang=pt" 
"S0100-879X2006000500006-scl","Contribution of matrix vesicles and alkaline phosphatase to ectopic bone formation","Ciancaglini, P., Simão, A.M.S., Camolezi, F.L., Millán, J.L., Pizauro, J.M.","Brazilian Journal of Medical and Biological Research; 39(5); 603-610","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500006&lang=pt" 
"S0100-879X2006000500001-scl","The importance of the Thr17 residue of phospholamban as a phosphorylation site under physiological and pathological conditions","Mattiazzi, A., Mundiña-Weilenmann, C., Vittone, L., Said, M., Kranias, E.G.","Brazilian Journal of Medical and Biological Research; 39(5); 563-572","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500001&lang=pt" 
"S0100-879X2006000500007-scl","Erythrocyte glucose-6-phosphate dehydrogenase from Brazilian opossum Didelphis marsupialis","Barretto, O.C. de O., Oshiro, M., Oliveira, R.A.G., Fedullo, J.D.L., Nonoyama, K.","Brazilian Journal of Medical and Biological Research; 39(5); 611-614","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500007&lang=pt" 
"S0100-879X2006000500005-scl","Prevalence of hepatitis C virus (HCV) infection and HCV genotypes of hemodialysis patients in Salvador, Northeastern Brazil","Silva, L.K., Silva, M.B.S., Rodart, I.F., Lopes, G.B., Costa, F.Q., Melo, M.E., Gusmão, E., Reis, M.G.","Brazilian Journal of Medical and Biological Research; 39(5); 595-602","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500005&lang=pt" 
"S0100-879X2006000500008-scl","Asynchronous expression of myeloid antigens in leukemic cells in a PML/RARalpha transgenic mouse model","Santana, B.A.A., Pintão, M.C., Lima, R.S. Abreu e, Scheucher, P.S., Santos, G.A.S., Garcia, A.B., Falcão, R.P., Rego, E.M.","Brazilian Journal of Medical and Biological Research; 39(5); 615-620","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500008&lang=pt" 
"S0100-879X2006000500003-scl","Effect of psychological stress on the L-arginine-nitric oxide pathway and semen quality","Eskiocak, S., Gozen, A.S., Taskiran, A., Kilic, A.S., Eskiocak, M., Gulen, S.","Brazilian Journal of Medical and Biological Research; 39(5); 581-588","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500003&lang=pt" 
"S0100-879X2006000500016-scl","Performance of two-dimensional Doppler echocardiography for the assessment of infarct size and left ventricular function in rats","Nozawa, E., Kanashiro, R.M., Murad, N., Carvalho, A.C.C., Cravo, S.L.D., Campos, O., Tucci, P.J.F., Moises, V.A.","Brazilian Journal of Medical and Biological Research; 39(5); 687-695","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500016&lang=pt" 
"S0100-879X2006000500013-scl","Gender-related pathways for behavior problems in the offspring of alcoholic fathers","Furtado, E.F., Laucht, M., Schmidt, M.H.","Brazilian Journal of Medical and Biological Research; 39(5); 659-669","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500013&lang=pt" 
"S0100-879X2006000500010-scl","Effect of Lactobacillus delbrueckii on cholesterol metabolism in germ-free mice and on atherogenesis in apolipoprotein E knock-out mice","Portugal, L.R., Gonçalves, J.L., Fernandes, L.R., Silva, H.P.S., Arantes, R.M.E., Nicoli, J.R., Vieira, L.Q., Alvarez-Leite, J.I.","Brazilian Journal of Medical and Biological Research; 39(5); 629-635","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500010&lang=pt" 
"S0100-879X2006000500015-scl","Arsenic trioxide reduces the invasive and metastatic properties of nasopharyngeal carcinoma cells in vitro","Du, C.W., Wen, B.G., Li, D.R., Peng, X., Hong, C.Q., Chen, J.Y., Lin, Z.Z., Hong, X., Lin, Y.C., Xie, L.X., Wu, M.Y., Zhang, H.","Brazilian Journal of Medical and Biological Research; 39(5); 677-685","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500015&lang=pt" 
"S0100-879X2006000500009-scl","Early remodeling of rat cardiac muscle induced by swimming training","Verzola, R.M.M., Mesquita, R.A., Peviani, S., Ramos, O.H.P., Moriscot, A.S., Perez, S.E.A., Selistre-de-Araújo, H.S.","Brazilian Journal of Medical and Biological Research; 39(5); 621-627","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500009&lang=pt" 
"S0042-96862006000500007-spa","Rich and poor countries divided on patent treaty","New, William","Bulletin of the World Health Organization; 84(5); 344-346","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500007&lang=pt" 
"S0042-96862006000500013-spa","A clearing house for diagnostic testing: the solution to ensure access to and use of patented genetic inventions?","van Zimmeren, Esther, Verbeure, Birgit, Matthijs, Gert, Van Overwalle, Geertrui","Bulletin of the World Health Organization; 84(5); 352-359","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500013&lang=pt" 
"S0042-96862006000500014-spa","Managing the effect of TRIPS on availability of priority vaccines","Milstien, Julie, Kaddar, Miloud","Bulletin of the World Health Organization; 84(5); 360-365","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500014&lang=pt" 
"S0042-96862006000500017-spa","Choosing the right incentive strategy for research and development in neglected diseases","Maurer, Stephen M","Bulletin of the World Health Organization; 84(5); 376-381","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500017&lang=pt" 
"S0042-96862006000500018-spa","Data sharing and intellectual property in a genomic epidemiology network: policies for large-scale research collaboration","Chokshi, Dave A, Parker, Michael, Kwiatkowski, Dominic P","Bulletin of the World Health Organization; 84(5); 382-387","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500018&lang=pt" 
"S0042-96862006000500021-spa","Implications of bilateral free trade agreements on access to medicines","Correa, Carlos María","Bulletin of the World Health Organization; 84(5); 399-404","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500021&lang=pt" 
"S0042-96862006000500012-spa","Recent news from WHO","","Bulletin of the World Health Organization; 84(5); 351-351","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500012&lang=pt" 
"S0042-96862006000500020-spa","The pricing and procurement of antiretroviral drugs: an observational study of data from the Global Fund","Vasan, Ashwin, Hoos, David, Mukherjee, Joia S, Farmer, Paul E, Rosenfield, Allan G, Perriëns, Joseph H","Bulletin of the World Health Organization; 84(5); 393-398","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500020&lang=pt" 
"S0042-96862006000500008-spa","Protecting traditional knowledge: the San and hoodia","","Bulletin of the World Health Organization; 84(5); 345-345","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500008&lang=pt" 
"S0042-96862006000500027-spa","Report of the Commission on Intellectual Property Rights, Innovation and Public Health: an industry perspective","Noehrenberg, Eric","Bulletin of the World Health Organization; 84(5); 419-420","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500027&lang=pt" 
"S0042-96862006000500026-spa","Patent policy and public health in developing countries: lessons from Japan","Aoki, Reiko, Kubo, Kensuke, Yamane, Hiroko","Bulletin of the World Health Organization; 84(5); 417-418","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500026&lang=pt" 
