"S2179-975X2013000100011-scl","Temporal variation in phytoplankton community in a freshwater coastal lake of southern Brazil","Tonetta, Denise, Petrucio, Mauricio Mello, Laudares-Silva, Roselane","Acta Limnologica Brasiliensia; 25(1); 99-110","Acta Limnologica Brasiliensia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2013000100011&lang=pt" 
"S0256-95742013000300028-sza","Tuberculosis in medical doctors - a study of personal experiences and attitudes","Naidoo, A, Naidoo, S, Gathiram, P, Lalloo, U","SAMJ: South African Medical Journal; 103(3); 176-180","SAMJ: South African Medical Journal","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742013000300028&lang=pt" 
"S0256-95742013000300029-sza","Measles vaccination coverage in high-incidence areas of the Western Cape, following the mass vaccination campaign","Bernhardt, G L, Cameron, N A, Willems, B, Boulle, A, Coetzee, D","SAMJ: South African Medical Journal; 103(3); 181-186","SAMJ: South African Medical Journal","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742013000300029&lang=pt" 
"S0256-95742013000300030-sza","Prevalence of human immunodeficiency virus, hepatitis C virus, hepatitis B virus and syphilis among individuals attending anonymous testing for HIV in Luanda, Angola","Guimarães Nebenzahl, H, Lopes, Â, Castro, R, Pereira, F","SAMJ: South African Medical Journal; 103(3); 186-188","SAMJ: South African Medical Journal","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742013000300030&lang=pt" 
"S0256-95742013000300031-sza","Guideline for the management of acute asthma in adults: 2013 update - Part 2: March 2013","Lalloo, U G, Ainslie, G M, Abdool-Gaffar, M S, Awotedu, A A, Feldman, C, Greenblatt, M, Irusen, E M, Mash, R, Naidoo, S S, O&#039;Brien, J, Otto, W, Richards, G A, Wong, M L","SAMJ: South African Medical Journal; 103(3); 189-200","SAMJ: South African Medical Journal","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742013000300031&lang=pt" 
"S0256-95742013000300032-sza","Guideline for the management of acute asthma in children: 2013 update - Part 3: March 2013","Kling, S, Zar, H J, Levin, M E, Green, R J, Jeena, P M, Risenga, S M, Thula, S A, Goussard, P, Gie, R P","SAMJ: South African Medical Journal; 103(3); 199-207","SAMJ: South African Medical Journal","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742013000300032&lang=pt" 
"S1729-519X2013000100002-cub","Los hospitales de La Habana y sus nombres síntesis biográficas. Segunda parte","Fenton Tait, Josefa, Fenton Tait, María, García Fenton, Vania, Rodríguez Cabrales, Ibrahim, Calderón García, Chirley","Revista Habanera de Ciencias Médicas; 12(1); 5-15","Revista Habanera de Ciencias Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2013000100002&lang=pt" 
"S1729-519X2013000100003-cub","Dr. Eliecer Encinosa García-Espinosa. Una vida dedicada al servicio médico revolucionario cubano","Aguiar González de la Peña, Nelson Miguel, Benítez Piñón, Lourdes Matilde","Revista Habanera de Ciencias Médicas; 12(1); 16-21","Revista Habanera de Ciencias Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2013000100003&lang=pt" 
"S1729-519X2013000100004-cub","La vía ubiquitina-proteasoma ¿destruir o construir? ese es el dilema","Hernández Fernández, Rolando A","Revista Habanera de Ciencias Médicas; 12(1); 22-34","Revista Habanera de Ciencias Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2013000100004&lang=pt" 
"S1729-519X2013000100005-cub","Respuesta autoinmune en pacientes con enfermedades genéticas y desregulación del sistema inmune","Torres Rives, Bárbara, Martínez Téllez, Goitybell, Lantigua Cruz, Araceli, Rangel Velázquez, Suchiquil, Duany Sánchez, Juana, Sánchez Rodríguez, Vicky, Marín Padrón, Lilia Caridad","Revista Habanera de Ciencias Médicas; 12(1); 35-47","Revista Habanera de Ciencias Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2013000100005&lang=pt" 
"S1729-519X2013000100006-cub","Toxoplasmosis ocular y rehabilitación visual. Presentación de un caso","Ramos Gómez, Eduardo Ariel, Pérez Tejeda, Alain, Hernández Baguer, Raiza, Linares Guerra, Marilyn, Bueno Arrieta, Yurania, Roig Castillo, Roxana","Revista Habanera de Ciencias Médicas; 12(1); 48-56","Revista Habanera de Ciencias Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2013000100006&lang=pt" 
"S0004-282X2013000300191-scl","The first Brazilian neuropsychiatrist, José Martins da Cruz Jobim, tuberculous meningitis and mental disease","Gomes, Marleide da Mota, Engelhardt, Eliasz, Chimelli, Leila","Arquivos de Neuro-Psiquiatria; 71(3); 191-193","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300191&lang=pt" 
"S0004-282X2013000300199-scl","The electroencephalographic signature of subacute sclerosing panencephalitis","Silva-Júnior, Francisco Pereira da, Souza, Mariana Silva, Andrade, Joaquina Queiroz, Garzon, Eliana","Arquivos de Neuro-Psiquiatria; 71(3); 199-199","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300199&lang=pt" 
"S0004-282X2013000300135-scl","Natalizumab and multiple sclerosis","Pimentel, Maria Lucia Vellutini","Arquivos de Neuro-Psiquiatria; 71(3); 135-136","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300135&lang=pt" 
"S0004-282X2013000300183-scl","Depression and temporal lobe epilepsy represent an epiphenomenon sharing similar neural networks: clinical and brain structural evidences","Valente, Kette D. R., Busatto Filho, Geraldo","Arquivos de Neuro-Psiquiatria; 71(3); 183-190","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300183&lang=pt" 
"S0004-282X2013000300165-scl","Neuroendoscopic surgery in children: an analysis of 200 consecutive procedures","Furlanetti, Luciano Lopes, Santos, Marcelo Volpon, Oliveira, Ricardo Santos de","Arquivos de Neuro-Psiquiatria; 71(3); 165-170","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300165&lang=pt" 
"S0004-282X2013000300198-scl","Congenital ataxia due to cerebellar malformation presenting with unilateral hypoplasia","Souza, Paulo Victor Sgobbi de, Pinto, Wladimir Bocca Vieira de Rezende, Pedroso, José Luiz, Barsottini, Orlando Graziani Povoas","Arquivos de Neuro-Psiquiatria; 71(3); 198-198","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300198&lang=pt" 
"S0004-282X2013000300195-scl","Takotsubo cardiomyopathy: a rare, but serious, complication of epileptic seizures","Rocha, João, Gonçalves, Elsa, Vieira, Catarina, Almeida, Fátima, Pereira, João","Arquivos de Neuro-Psiquiatria; 71(3); 195-197","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300195&lang=pt" 
"S0004-282X2013000300142-scl","Early respiratory evaluation should be carried out systematically in patients with multiple sclerosis","Taveira, Fernanda Machado, Teixeira, Antônio Lúcio, Domingues, Renan Barros","Arquivos de Neuro-Psiquiatria; 71(3); 142-145","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300142&lang=pt" 
"S0004-282X2013000300180-scl","Epilepsy treatment: a paradigm shift is urgently need","Bartmann, Ana Paula, Sander, Josemir W.","Arquivos de Neuro-Psiquiatria; 71(3); 180-182","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300180&lang=pt" 
"S0004-282X2013000300194-scl","Persistent primitive hypoglossal artery associated with brain stem ischemia in a young patient","Silva, Carlos Eduardo da, Romero, Alicia Del Carmen Becerra, Freitas, Paulo Eduardo, Cantali, Diego Ustárroz, Melo, Leonardo Sousa, Pardal, Eduardo, Viuniski, Verena Subtil","Arquivos de Neuro-Psiquiatria; 71(3); 194-195","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300194&lang=pt" 
"S0004-282X2013000300200-scl","Psychiatric disorders in patients with systemic lupus erythematosus","Asano, Nadja Maria Jorge","Arquivos de Neuro-Psiquiatria; 71(3); 200-200","Arquivos de Neuro-Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2013000300200&lang=pt" 
"S0103-51502013000100001-scl","A importância do trabalho dos revisores de periódicos","Moser, Auristela Duarte","Fisioterapia em Movimento; 26(1); 9-10","Fisioterapia em Movimento","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502013000100001&lang=pt" 
"S0103-51502013000100003-scl","Variabilidade da frequência cardíaca como recurso em fisioterapia: análise de periódicos nacionais","Ferreira, Lucas Lima, Souza, Naiara Maria de, Bernardo, Aline Fernanda Barbosa, Vitor, Ana Laura Ricci, Valenti, Vitor Engrácia, Vanderlei, Luiz Carlos Marques","Fisioterapia em Movimento; 26(1); 25-36","Fisioterapia em Movimento","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502013000100003&lang=pt" 
"S0100-736X2013000300005-scl","Caracterização patológica e imuno-histoquímica das lesões de actinobacilose em bovinos","Andreazza, Daniele, Wouters, Angelica T.B., Watanabe, Tatiane T.N., Boabaid, Fabiana M., Wouters, Flademir, Souza, Felipe S., Souza, Suyene O., Driemeier, David","Pesquisa Veterinária Brasileira; 33(3); 305-309","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300005&lang=pt" 
"S0100-736X2013000300006-scl","Avaliação sorológica e de fatores de risco para a infecção por Mycobacterium avium subsp. paratuberculosis em rebanhos leiteiros da Microrregião de Garanhuns, Pernambuco","Sá, Luenda de M. e, Oliveira, Júnior M.B. de, Santos, Gislaine R., Brandespim, Daniel F., Silva Júnior, José L. da, Mota, Rinaldo A., Pinheiro Júnior, José W.","Pesquisa Veterinária Brasileira; 33(3); 310-314","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300006&lang=pt" 
"S0100-736X2013000300017-scl","Análise da condição corpórea, biometria externa e das vísceras do trato gastrointestinal de canários-da-terra, Sicalis flaveola braziliensis","Siqueira, Raul A.S., Lima, Arthur C.L., Cavalcanti, Tarsila, Wagner, Paulo G.C., Guerra, Ricardo R.","Pesquisa Veterinária Brasileira; 33(3); 379-383","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300017&lang=pt" 
"S0100-736X2013000300019-scl","Osteossíntese de fêmur em gato-do-mato-pequeno (Leopardus tigrinus)","Dal-Bó, Ísis S., Ferreira, Márcio P., Brun, Maurício V., Silva Filho, José R., Nóbrega, Fernanda S., Quadros, Aparício M., Feranti, João P.S., Chagas, Joana A.B.","Pesquisa Veterinária Brasileira; 33(3); 389-393","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300019&lang=pt" 
"S1134-928X2013000100002-esp","La valoración geriátrica integral en el anciano frágil hospitalizado: revisión sistemática","Fernández, Engracia, Estévez, Montserrat","Gerokomos; 24(1); 8-13","Gerokomos","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2013000100002&lang=pt" 
"S1134-928X2013000100004-esp","Mayores institucionalizados: Valoración de la satisfacción y el bienestar en una residencia geriátrica religiosa","Ors Montenegro, Asunción, Maciá Soler, Loreto","Gerokomos; 24(1); 18-21","Gerokomos","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2013000100004&lang=pt" 
"S1414-32832013000100019-spa","","Rios, Izabel Cristina","Interface - Comunicação, Saúde, Educação; 17(44); 229-232","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100019&lang=pt" 
"S1414-32832013000100021-spa","Assim é, se lhe parece: &quot;em-cena-ação&quot; científica num país fictício em tempos de publicar ou perecer... mas bem que poderia ser no Brasil","Vilaça, Murilo Mariano, Pederneira, Isabella Lopes","Interface - Comunicação, Saúde, Educação; 17(44); 235-241","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100021&lang=pt" 
"S1414-32832013000100020-spa","Recursos e adversidades no ambiente familiar de indivíduos usuários de crack","Seleghim, Maycon Rogério","Interface - Comunicação, Saúde, Educação; 17(44); 233-234","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100020&lang=pt" 
"S1414-32832013000100018-spa","Educação popular em saúde com o povo indígena Xukuru do Ororubá","Brito, Juliana Santos Siebra, Albuquerque, Paulette Cavalcanti de, Silva, Edson Hely","Interface - Comunicação, Saúde, Educação; 17(44); 219-228","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100018&lang=pt" 
"S1414-32832013000100016-spa","A experiência dos diários reflexivos no processo formativo de uma residência multiprofissonal em saúde da família","Oliveira, Filipe Guterres Venancio Costa de, Carvalho, Maria Alice Pessanha de, Garcia, Margareth Rose Gomes, Oliveira, Simone Santos","Interface - Comunicação, Saúde, Educação; 17(44); 201-210","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100016&lang=pt" 
"S1414-32832013000100022-spa","Sightseeing: paisagens arquivadas","Valent, Isabela Umbuzeiro","Interface - Comunicação, Saúde, Educação; 17(44); 243-255","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100022&lang=pt" 
"S1414-32832013000100001-spa","Interface: um projeto em movimento","Cyrino, Antonio Pithon, Schraiber, Lilia Blima, Foresti, Miriam","Interface - Comunicação, Saúde, Educação; 17(44); 5-6","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100001&lang=pt" 
"S1414-32832013000100002-scl","A originalidade da obra de Georg Groddeck e algumas de suas contribuições para o campo da saúde","Santos, Lucas Nápoli dos, Martins, André","Interface - Comunicação, Saúde, Educação; 17(44); 9-21","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100002&lang=pt" 
"S1414-32832013000100003-scl","Ortotanásia: uma decisão frente à terminalidade","Sanchez y Sanches, Kilda Mara, Seidl, Eliane Maria Fleury","Interface - Comunicação, Saúde, Educação; 17(44); 23-34","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100003&lang=pt" 
"S1414-32832013000100004-scl","Por uma clínica infinitamente minúscula: o que pode o corpo em uma unidade de terapia intensiva neonatal","Barone, Luciana Rodriguez, Fonseca, Tania Mara Galli","Interface - Comunicação, Saúde, Educação; 17(44); 35-47","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100004&lang=pt" 
"S1414-32832013000100005-scl","Dilemas antropológicos de uma agenda de saúde pública: Programa Rede Cegonha, pessoalidade e pluralidade","Carneiro, Rosamaria Giatti","Interface - Comunicação, Saúde, Educação; 17(44); 49-59","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100005&lang=pt" 
"S1414-32832013000100006-scl","A visita domiciliar na estratégia de saúde da família: os desafios de se mover no território","Cunha, Marcela Silva da, Sá, Marilene de Castilho","Interface - Comunicação, Saúde, Educação; 17(44); 61-73","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100006&lang=pt" 
"S1414-32832013000100007-scl","Estratégia saúde da família e saúde do trabalhador: um diálogo possível?","Lacaz, Francisco Antonio de Castro, Trapé, Andrea, Soares, Cássia Baldini, Santos, Ana Paula Lopes dos","Interface - Comunicação, Saúde, Educação; 17(44); 75-87","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100007&lang=pt" 
"S1414-32832013000100009-scl","Juventude religiosa e homossexualidade: desafios para a promoção da saúde e de direitos sexuais","Silva, Cristiane Gonçalves da, Paiva, Vera, Parker, Richard","Interface - Comunicação, Saúde, Educação; 17(44); 103-117","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100009&lang=pt" 
"S1414-32832013000100011-scl","Adolescentes como sujeitos de pesquisa: a utilização do genograma como apoio para a história de vida","Cardim, Mariana Gomes, Moreira, Martha Cristina Nunes","Interface - Comunicação, Saúde, Educação; 17(44); 133-143","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100011&lang=pt" 
"S1414-32832013000100012-scl","No rastro do que transtorna o corpo e desregra o comer: os sentidos do descontrole de si e das &quot;compulsões alimentares&quot;","Nunes, Mônica de Oliveira, Bittencourt, Liliane de Jesus","Interface - Comunicação, Saúde, Educação; 17(44); 145-157","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100012&lang=pt" 
"S1414-32832013000100013-scl","Atuação profissional no âmbito da segurança alimentar e nutricional na perspectiva de coordenadores de cursos de graduação em Nutrição","Vieira, Viviane Laudelino, Utikava, Natália, Cervato-Mancuso, Ana Maria","Interface - Comunicação, Saúde, Educação; 17(44); 157-170","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100013&lang=pt" 
"S1414-32832013000100014-scl","A experiência estética da literatura como meio de humanização em saúde: o Laboratório de Humanidades da Escola Paulista de Medicina, Universidade Federal de São Paulo","Bittar, Yuri, Sousa, Maria Sharmila Alina de, Gallian, Dante Marcello Claramonte","Interface - Comunicação, Saúde, Educação; 17(44); 171-186","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100014&lang=pt" 
"S1414-32832013000100018-scl","Educação popular em saúde com o povo indígena Xukuru do Ororubá","Brito, Juliana Santos Siebra, Albuquerque, Paulette Cavalcanti de, Silva, Edson Hely","Interface - Comunicação, Saúde, Educação; 17(44); 219-228","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100018&lang=pt" 
"S1414-32832013000100016-scl","A experiência dos diários reflexivos no processo formativo de uma residência multiprofissonal em saúde da família","Oliveira, Filipe Guterres Venancio Costa de, Carvalho, Maria Alice Pessanha de, Garcia, Margareth Rose Gomes, Oliveira, Simone Santos","Interface - Comunicação, Saúde, Educação; 17(44); 201-210","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100016&lang=pt" 
"S1414-32832013000100015-scl","A formação médica em debate: perspectivas a partir do encontro entre instituição de ensino e rede pública de saúde","Azevedo, Bruno Mariani de Souza, Ferigato, Sabrina, Souza, Tadeu de Paula, Carvalho, Sergio Resende","Interface - Comunicação, Saúde, Educação; 17(44); 187-200","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100015&lang=pt" 
"S0100-736X2013000300003-scl","Utilização da vacina Escherichia coli J5 na imunização de vacas leiteiras contra mastites causadas por E. coli","Molina, Lívio R., Gentilini, Mariana B., Carvalho, Antônio U., Facury Filho, Elias J., Moreira, Gustavo H.F.A., Moreira, Luiz Paulo V., Gonçalves, Reuel L.","Pesquisa Veterinária Brasileira; 33(3); 291-298","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300003&lang=pt" 
"S0100-736X2013000300004-scl","Intoxicação experimental por Simarouba versicolor (Simaroubaceae) em ovinos e indução de resistência ao consumo da planta","Santos, Ariany C., Faccin, Tatiane C., Carvalho, Nilton M., Leal, Paula V., Pott, Arnildo, Lemos, Ricardo A. A.","Pesquisa Veterinária Brasileira; 33(3); 299-304","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300004&lang=pt" 
"S0100-736X2013000300007-scl","Ocorrência de Mollicutes e Ureaplasma spp. em surto de doença reprodutiva em rebanho bovino no Estado da Paraíba","Santos, Sandra B. dos, Pinheiro Júnior, José W., Oliveira, Andréa A.F., Mota, André da R., Oliveira, Júnior Mário Baltazar de, Veras, Guilherme A., Nascimento, Elmiro R. do, Mota, Rinaldo A.","Pesquisa Veterinária Brasileira; 33(3); 315-318","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300007&lang=pt" 
"S0100-736X2013000300008-scl","Clinical aspects and dynamics of auricular parasitosis in Gir cattle","Leite, Patrícia V.B., Leite, Luiza B., Cunha, Arildo P. da, Silva, Marcos X., Bello, Ana Cristina P.P., Domingues, Luísa N., Leite Jr, Antônio, Leite, Romário C.","Pesquisa Veterinária Brasileira; 33(3); 319-325","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300008&lang=pt" 
"S0100-736X2013000300009-scl","Efficacy of bacterin-, outer membrane protein- and fimbriae extract-based vaccines for the control of Salmonella Enteritidis experimental infection in chickens","Menão, Márcia C., Astolfi-Ferreira, Claudete S., Knöbl, Terezinha, Ferreira, Antonio J. Piantino","Pesquisa Veterinária Brasileira; 33(3); 326-330","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300009&lang=pt" 
"S0100-736X2013000300011-scl","Mecanismos da intoxicação do fígado de rato causada pelo gossipol","Carvalho, Wanderson Luís de, Maioli, Marcos Antonio, Mendes, Luiz Claudio Nogueira, Rozza, Daniela Bernadete, Mingatto, Fábio Erminio","Pesquisa Veterinária Brasileira; 33(3); 339-344","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300011&lang=pt" 
"S0100-736X2013000300012-scl","Sistemas produtivos de caprinocultura leiteira no semiárido paraibano: caracterização, principais limitantes e avaliação de estratégias de intervenção","Riet-Correa, Beatriz, Simões, Sara Vilar Dantas, Pereira Filho, José Morais, Azevedo, Sérgio Santos de, Melo, Diego Barreto de, Batista, Jouberdan Aurino, Miranda Neto, Eldinê G. de, Riet-Correa, Franklin","Pesquisa Veterinária Brasileira; 33(3); 345-352","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300012&lang=pt" 
"S0100-736X2013000300013-scl","Estudo retrospectivo de 207 casos de tumores mamários em gatas","Togni, Monique, Masuda, Eduardo K., Kommers, Glaucia D., Fighera, Rafael A., Irigoyen, Luiz Francisco","Pesquisa Veterinária Brasileira; 33(3); 353-358","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300013&lang=pt" 
"S0100-736X2013000300014-scl","Prevalência das doenças de pele não neoplásicas em cães no município de Cuiabá, Mato Grosso","Gasparetto, Naiani D., Trevisan, Yolanda P.A., Almeida, Nayara B., Neves, Rita C.S.M., Almeida, Arleana B.P.F., Dutra, Valéria, Colodel, Edson M., Sousa, Valéria R.F.","Pesquisa Veterinária Brasileira; 33(3); 359-362","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300014&lang=pt" 
"S0100-736X2013000300015-scl","Aspectos epidemiológicos, clínicos e anatomopatológicos da infecção por Gurltia paralysans em gatos","Togni, Monique, Panziera, Welden, Souza, Tatiana M., Oliveira Filho, José C., Mazzanti, Alexandre, Barros, Claudio S.L., Fighera, Rafael A.","Pesquisa Veterinária Brasileira; 33(3); 363-371","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300015&lang=pt" 
"S0100-736X2013000300016-scl","Infection of sparrows (Passer domesticus) and different mice strains with Lawsonia intracellularis","Viott, Aline de M., França, Silvia A., Vannucci, Fábio A., Cruz Jr, Eduardo C.C., Costa, Mirella C., Gebhart, Connie J., Guedes, Roberto M.C.","Pesquisa Veterinária Brasileira; 33(3); 372-378","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300016&lang=pt" 
"S0100-736X2013000300018-scl","Isospora bocamontensis (Protozoa: Apicomplexa) in captive yellow cardinal Gubernatrix cristata (Passeriformes: Emberezidae)","Pereira, Larissa Quinto, Corrêa, Isadora Mainieri O., Schneiders, Gustavo Henrique, Linhares, Marcella Teixeira, Almeida, Dario Trevisan, Lovato, Maristela","Pesquisa Veterinária Brasileira; 33(3); 384-388","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300018&lang=pt" 
"S0100-736X2013000300020-scl","Perfil hematológico, bioquímico sérico, proteína C reativa e cortisol de ararajubas (Guaroba guarouba) mantidas em cativeiro","Carvalho, Cleyton C.D., Ramos, Janaina A.C., Rameh-de-Albuquerque, Luciana C., Silva, Márcio A., Sousa, Eduardo L., Lustosa, Danilo A.P.V., Soares, Pierre C.","Pesquisa Veterinária Brasileira; 33(3); 394-398","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300020&lang=pt" 
"S0100-736X2013000300021-scl","Origem, ramificação e distribuição da artéria celíaca no tucano-de-bico-verde (Ramphastos dicolorus Linnaeus, 1766)","Silva Neto, Osório J., Rosa, Matheus C.B., Bonifácio, Thais M.M., Pinto, Adriana Brasil F., Guimarães, Camila S.O., Guimarães, Gregório C.","Pesquisa Veterinária Brasileira; 33(3); 399-404","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300021&lang=pt" 
"S0100-736X2013000300022-scl","Computed tomography image of the mediastinal and axillary lymph nodes in clinically sound Rottweilers","Pinto, Ana Carolina B. Fonseca, Aneli, Elisângela, Patara, Andreza C., Lorigados, Carla A.B., Banon, Gabriela Paola R., Figueiredo, Claudia","Pesquisa Veterinária Brasileira; 33(3); 405-410","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300022&lang=pt" 
