"S1657-92672013000300017-col","Análisis psicosocial del consumo de alcohol en adolescentes mexicanos","Villarreal González, María Elena, Sánchez Sosa, Juan Carlos, Musitu Ochoa, Gonzalo","Universitas Psychologica; 12(3); 857-873","Universitas Psychologica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672013000300017&lang=pt" 
"S0001-60022013000300004-cri","La circunferencia abdominal como indicador de riesgo de enfermedad cardiovascular","Aráuz-Hernández, Ana Gladys, Guzmán-Padilla, Sonia, Roselló-Araya, Marlene","Acta Médica Costarricense; 55(3); 122-127","Acta Médica Costarricense","Inglês, Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300004&lang=pt" 
"S0001-60022013000300005-cri","Tumores de células germinales del mediastino: Experiencia con 29 pacientes","Mainieri-Hidalgo, José A, Rees-Alpízar, Valeria, Gamboa-González, Isabel, Mainieri-Breedy, Marcelo","Acta Médica Costarricense; 55(3); 128-131","Acta Médica Costarricense","Inglês, Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300005&lang=pt" 
"S0001-60022013000300006-cri","Foro sobre salud mental 2011, conclusiones y pasos futuros","Contreras-Rojas, Javier, Henriette, Raventós","Acta Médica Costarricense; 55(3); 132-138","Acta Médica Costarricense","Inglês, Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300006&lang=pt" 
"S0001-60022013000300007-cri","La problemática de la Caja Costarricense de Seguro Social desde la óptica de los determinantes de la salud","Ávila-Agüero, María L.","Acta Médica Costarricense; 55(3); 139-142","Acta Médica Costarricense","Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300007&lang=pt" 
"S0001-60022013000300009-cri","Estado epiléptico super-refractario resuelto con hipotermia terapéutica","Dobles-Ramírez, Carlos, Salas-Segura, Donato A.","Acta Médica Costarricense; 55(3); 147-149","Acta Médica Costarricense","Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300009&lang=pt" 
"S0001-60022013000300010-cri","Abordaje del niño con hipercalcemia: reporte de 3 casos","Chavarría-Arana, Nancy, Saborío-Chacón, Pablo, Fernández-Rojas, Sara","Acta Médica Costarricense; 55(3); 150-154","Acta Médica Costarricense","Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300010&lang=pt" 
"S0001-60022013000300011-cri","Cuestionario de autoevaluación Julio-Setiembre de 2013 Volumen 55 (3)","","Acta Médica Costarricense; 55(3); 155-155","Acta Médica Costarricense","Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300011&lang=pt" 
"S0001-60022013000300012-cri","","","Acta Médica Costarricense; 55(3); 156-156","Acta Médica Costarricense","Espanhol","2013","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022013000300012&lang=pt" 
"S0717-75182013000300008-chl","Proceso de formulación y validación de las guías alimentarias para la población chilena","Olivares C, Sonia, Zacarías H, Isabel, González G, Carmen Gloria, Villalobos V, Elisa","Revista chilena de nutrición; 40(3); 262-268","Revista chilena de nutrición","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182013000300008&lang=pt" 
"S0717-73482013000300006-chl","Infección pulmonar por Mycobacterium avium complex en el huésped inmunocompetente","SALDÍAS P, FERNANDO, TIRAPEGUI S, FERNANDO, DÍAZ P, ORLANDO","Revista chilena de enfermedades respiratorias; 29(3); 162-167","Revista chilena de enfermedades respiratorias","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482013000300006&lang=pt" 
"S0034-98872013000900006-chl","Validación de un instrumento para evaluar calidad de vida asociada a hipertrofia mamaria en mujeres chilenas","Mangelsdorff G, Günther, Deichler V, Fernanda, García-Huidobro D, M. Angélica, Enríquez Ch, Estefanía, Israel V, Guillermo, Pesqueira B, M. Teresa","Revista médica de Chile; 141(9); 1143-1149","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900006&lang=pt" 
"S0034-98872013000900005-chl","Perfusión y función ventricular en SPECT cardiaco y coronariografía del mismo día según localización en enfermedad de un vaso","González, Patricio, Dussaillant, Gastón, Gutiérrez, Daniela, Berrocal, Isabel, Alay, Rita, Otárola, Sonia","Revista médica de Chile; 141(9); 1136-1142","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900005&lang=pt" 
"S0034-98872013000900004-chl","Identificación de las necesidades de capacitación docente de los jefes de programa de especialización médica","Herrera, Cristian A, Niklitschek, Ian, Pizarro, Margarita, Solís, Nancy, Olivos, Trinidad, Rojas, Viviana, Etcheberry, Lorena, Rivera, Horacio, Muñoz, Estrella, Bitran, Marcela, Padilla, Oslando, Riquelme, Arnoldo","Revista médica de Chile; 141(9); 1126-1135","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900004&lang=pt" 
"S0034-98872013000900002-chl","Nivel sérico de folato y vitamina B12 en adultos mayores chilenos: Resultados de la Encuesta Nacional de Salud ENS 2009-2010","Castillo-Lancellotti, Cecilia, Margozzini, Paula, Valdivia, Gonzalo, Padilla, Oslando, Uauy, Ricardo, Rozowski, Jaime, Tur, Josep A","Revista médica de Chile; 141(9); 1107-1116","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900002&lang=pt" 
"S0034-98872013000900016-chl","Síndrome anti-GQ1b: Descripción de cuatro pacientes y revisión de la literatura","Uribe S.M, Reinaldo, Suárez H, Felipe, Sandoval R, Patricio, Mellado T, Patricio","Revista médica de Chile; 141(9); 1211-1215","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900016&lang=pt" 
"S0034-98872013000900017-chl","Pacientes estandarizados en la formación de habilidades clínicas, en educación médica de pregrado","Solís, Iván, Bozzo, Sergio, Kunakov, Natasha","Revista médica de Chile; 141(9); 1216-1217","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900017&lang=pt" 
"S0034-98872013000900010-chl","Actualización del bundle de reanimación inicial y monitorización integral de la perfusión tisular en la sepsis severa","Romero P, Carlos, Hernández P, Glenn","Revista médica de Chile; 141(9); 1173-1181","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900010&lang=pt" 
"S0034-98872013000900011-chl","Remodelación ósea en espondiloartritis","Bautista-Molano, Wilson, Romero-Sánchez, Consuelo, De Ávila, Juliette, Londoño, John, Valle-Oñate, Rafael","Revista médica de Chile; 141(9); 1182-1189","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900011&lang=pt" 
"S0034-98872013000900012-chl","Información médica a pacientes y familiares: aspectos clínicos, éticos y legales","Nogales-Gaete, Jorge, Vargas-Silva, Paola, Vidal-Cañas, Iván","Revista médica de Chile; 141(9); 1190-1196","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900012&lang=pt" 
"S0034-98872013000900020-chl","Comparación de datos regionales de efectividad de tratamiento de HTA según la ENS e informes REM","Mansilla A, Cristián, Montero L, Joaquín, Majluf S, Nicolás, Rojas V, María Paulina","Revista médica de Chile; 141(9); 1222-1223","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900020&lang=pt" 
"S0034-98872013000900019-chl","Observando bajo el agua: la evaluación de proceso en investigación en salud","Cabieses, Báltica","Revista médica de Chile; 141(9); 1220-1221","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900019&lang=pt" 
"S0034-98872013000900014-chl","Ritmo nodal secundario a descarga eléctrica de alto voltaje","Supervía, August, del Baño, Francisco, Aguirre, Alfons, Membrilla, Estela","Revista médica de Chile; 141(9); 1202-1205","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900014&lang=pt" 
"S0034-98872013000900009-chl","Mutación del gen KRAS en el cáncer de colon y recto","Roa, Iván, Sánchez, Tamara, Majlis, Alejandro, Schalper, Kurt","Revista médica de Chile; 141(9); 1166-1172","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900009&lang=pt" 
"S0718-34372013000300006-chl","LA AUTONOMÍA DE LA VOLUNTAD EN LA LEGISLACIÓN CHILENA DE DERECHO INTERNACIONAL PRIVADO","Vial Undurraga, María Ignacia","Revista chilena de derecho; 40(3); 891-927","Revista chilena de derecho","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372013000300006&lang=pt" 
"S0718-34372013000300004-chl","LOS GRANDES GRUPOS EMPRESARIALES CHINOS: ENTENDIENDO LOS MECANISMOS DEL CAPITALISMO DE ESTADO EN CHINA","Lin, Li-Wen, Milhaupt, Curtís J","Revista chilena de derecho; 40(3); 801-858","Revista chilena de derecho","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372013000300004&lang=pt" 
"S0034-98872013000900018-chl","Pacientes Estandarizados en la Formación de Habilidades Clínicas en Educación Médica de Pregrado: Réplica","Corvetto, Marcia, Altermatt, Fernando","Revista médica de Chile; 141(9); 1218-1219","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900018&lang=pt" 
"S0034-98872013000900013-chl","La vara de Esculapio, símbolo de la medicina","Young, Pablo, Finn, Bárbara C, Bruetman, Julio E, Cesaro Gelos, Jorge, Trimarchi, Hernán","Revista médica de Chile; 141(9); 1197-1201","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900013&lang=pt" 
"S0034-98872013000900001-chl","Seguimiento de cobertura sanitaria universal con equidad en Chile entre 2000 y 2011 usando las Encuestas CASEN","Frenz, Patricia, Delgado Becerra, Iris, Villanueva Pabón, Loreto, Kaufman, Jay S, Muñoz Porras, Fernando, Navarrete Couble, María Soledad","Revista médica de Chile; 141(9); 1095-1106","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900001&lang=pt" 
"S0034-98872013000900015-chl","Accidente cerebrovascular embólico por endocarditis de Libman-Sacks como manifestación inicial de síndrome antifosfolípidos primario en una paciente de 17 años","González, Alejandro, Vergara, Maximiliano, Heredia, Ana, Llanos, Leonidas, Araos, Fernando","Revista médica de Chile; 141(9); 1206-1210","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900015&lang=pt" 
"S0034-98872013000900003-chl","Aprendizaje autodirigido en estudiantes de primer año de medicina de la Universidad de Concepción y su relación con el perfil sociodemográfico y académico","Fasce H, Eduardo, Ortega B, Javiera, Pérez V, Cristhian, Márquez U, Carolina, Parra P, Paula, Ortiz M, Liliana, Matus, Olga","Revista médica de Chile; 141(9); 1117-1125","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900003&lang=pt" 
"S0034-98872013000900007-chl","Efecto in vitro de los terpenos lupeol y casearina G sobre células sanguíneas y tumorales","Dupuy L, Omar A, Bonilla V, José A, Murillo, Renato, Taylor, Peter, Abad, María Jesús, González, Lorena, Juliao A, Johanna","Revista médica de Chile; 141(9); 1150-1157","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900007&lang=pt" 
"S0034-98872013000900008-chl","Rol de infliximab en enfermedad inflamatoria intestinal: Experiencia local","Simian, Daniela, Quijada, María Isabel, Lubascher, Jaime, Acuña, Raúl, Quera, Rodrigo","Revista médica de Chile; 141(9); 1158-1165","Revista médica de Chile","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872013000900008&lang=pt" 
"S2071-081X2013000100004-bol","AUDITORIA DE SEGURIDAD DE INFORMACIÓN","DÁVALOS SUÑAGUA, ÁNGEL FÉLIX","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 6(6); 19-30","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2013000100004&lang=pt" 
"S2071-081X2013000100002-bol","LA REVOLUCIÓN DE LA BILLETERA MÓVIL","HEREDIA, ZULMA","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 6(6); 11-14","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2013000100002&lang=pt" 
"S2071-081X2013000100003-bol","INGENIERÍA AMBIENTAL","HEREDIA, MARTHA","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 6(6); 15-18","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2013000100003&lang=pt" 
"S2071-081X2013000100005-bol","DESARROLLO ALTERNATIVO Y CONTABILIDAD PUBLICA: HACIA UNA LINEA DE INVESTIGACIÓN","RUEDA DELGADO, GABRIEL","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 6(6); 31-44","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2013000100005&lang=pt" 
"S0718-560X2013000400010-chl","Árboles de clasificación de Potimirim mexicana (Decapoda: Caridea), organismo hermafrodita protándrico secuencial","Bortolini, José Luis, Alonso, Pilar, Alvarez, Fernando","Latin american journal of aquatic research; 41(4); 739-745","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400010&lang=pt" 
"S0718-560X2013000400011-chl","Population size of Aegla paulensis (Decapoda: Anomura: Aeglidae)","Cohen, Felipe P.A, Takano, Bruno F, Shimizu, Roberto M, Bueno, Sérgio L.S","Latin american journal of aquatic research; 41(4); 746-752","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400011&lang=pt" 
"S0718-560X2013000400001-chl","Parastacuspugnax (Poeppig, 1835) (Crustacea, Decapoda, Parastacidae): conocimiento biológico, presión extractiva y perspectivas de cultivo","Rudolph, Erich H","Latin american journal of aquatic research; 41(4); 611-632","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400001&lang=pt" 
"S0718-560X2013000400002-chl","Amphidromy in shrimps: a life cycle between rivers and the sea","Bauer, Raymond T","Latin american journal of aquatic research; 41(4); 633-650","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400002&lang=pt" 
"S0718-560X2013000400003-chl","Los langostinos del género Macrobrachium con importancia económica y pesquera en América Latina: conocimiento actual, rol ecológico y conservación","García-Guerrero, Marcelo U, Becerril-Morales, Felipe, Vega-Villasante, Fernando, Espinosa-Chaurand, Luis Daniel","Latin american journal of aquatic research; 41(4); 651-675","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400003&lang=pt" 
"S0718-560X2013000400008-chl","Reproductive variability of the Amazon River prawn, Macrobrachium amazonicum (Caridea, Palaemonidae): influence of life cycle on egg production","Meireles, Andrea L, Valenti, Wagner C, Mantelatto, Fernando L","Latin american journal of aquatic research; 41(4); 718-731","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400008&lang=pt" 
"S0718-560X2013000400009-chl","Influencia de la disposición espacial y la superficie de refugios sobre la supervivencia y crecimiento de juveniles de Cherax quadricarinatus (Parastacidae) y su aplicación al cultivo intensivo","Calvo, Natalia S, Tomas, Ana L, López-Greco, Laura S","Latin american journal of aquatic research; 41(4); 732-738","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400009&lang=pt" 
"S0718-560X2013000400012-chl","Influencia de la alimentación sobre el ritmo circadiano de las enzimas digestivas en el cultivo de juveniles de la langosta de agua dulce Cherax quadricarinatus (Parastacidae)","Sacristán, Hernán J, Franco-Tadic, Luis M, López-Greco, Laura S","Latin american journal of aquatic research; 41(4); 753-761","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400012&lang=pt" 
"S0718-560X2013000400013-chl","Variación genética de Procambarus llamasi (Decapoda: Cambaridae) en la península de Yucatán: evidencia de conectividad en un paisaje fragmentado","Torres, Eduardo, Alvarez, Fernando, Botello, Alejandro","Latin american journal of aquatic research; 41(4); 762-772","Latin american journal of aquatic research","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400013&lang=pt" 
"S0718-560X2013000400014-chl","Phylogenetic relationships among the freshwater genera of palaemonid shrimps (Crustacea: Decapoda) from Mexico: evidence of multiple invasions?","Botello, Alejandro, Alvarez, Fernando","Latin american journal of aquatic research; 41(4); 773-780","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400014&lang=pt" 
"S0718-560X2013000400015-chl","Feeding ecology of the freshwater crab Trichodactylus borellianus (Decapoda: Trichodactylidae) in the floodplain of the Paraná River, southern South America","Williner, Verónica, Collins, Pablo A","Latin american journal of aquatic research; 41(4); 781-792","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400015&lang=pt" 
"S0718-560X2013000400016-chl","Experimental culture of the river prawn Macrobrachium americanum larvae (Bate, 1868), with emphasis on feeding and stocking density effect on survival","Yamasaki-Granados, Stig, García-Guerrero, Marcelo, Vega-Villasante, Fernando, Castellanos-León, Francisco, Cavalli, Ronaldo O, Cortés-Jacinto, Edilmar","Latin american journal of aquatic research; 41(4); 793-800","Latin american journal of aquatic research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2013000400016&lang=pt" 
"S0102-311X2013000900014-scl","Efetividade da suplementação de sulfato ferroso na prevenção da anemia em crianças: revisão sistemática da literatura e metanálise","Cembranel, Francieli, Dallazen, Camila, González-Chica, David Alejandro","Cadernos de Saúde Pública; 29(9); 1731-1751","Cadernos de Saúde Pública","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2013000900014&lang=pt" 
"S0102-311X2013001300014-spa","Efetividade da suplementação de sulfato ferroso na prevenção da anemia em crianças: revisão sistemática da literatura e metanálise","Cembranel, Francieli, Dallazen, Camila, González-Chica, David Alejandro","Cadernos de Saúde Pública; 29(9); 1731-1751","Cadernos de Saúde Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2013001300014&lang=pt" 
"S1516-35982013000900001-scl","Polyculture of Litopenaeus vannamei shrimp and Mugil platanus mullet in earthen ponds","Costa, Léa Carolina de Oliveira, Xavier, João Antônio Amaral, Neves, Luis Fernando de Matos, Azambuja, Ana Maria Volkmer de, Wasielesky Junior, Wilson, Figueiredo, Mario Roberto Chim","Revista Brasileira de Zootecnia; 42(9); 605-611","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900001&lang=pt" 
"S1516-35982013000900002-scl","The chemical composition, fermentation profile, and microbial populations in tropical grass silages","Rigueira, João Paulo Sampaio, Pereira, Odilon Gomes, Ribeiro, Karina Guimarães, Mantovani, Hilário Cuquetto, Agarussi, Mariele Cristina Nascimento","Revista Brasileira de Zootecnia; 42(9); 612-621","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900002&lang=pt" 
"S1516-35982013000900004-scl","Dynamics of forage accumulation in Elephant grass subjected to rotational grazing intensities","Sousa, Braulio Maia de Lana, Nascimento Júnior, Domicio do, Monteiro, Hélida Christhine de Freitas, Silva, Sila Carneiro da, Vilela, Hélio Henrique, Silveira, Márcia Cristina Teixeira da, Rodrigues, Carlindo Santos, Sbrissia, André Fischer","Revista Brasileira de Zootecnia; 42(9); 629-638","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900004&lang=pt" 
"S1516-35982013000900005-scl","Population structure of Nellore cattle in northeastern Brazil","Barbosa, Ana Carla Borges, Malhado, Carlos Henrique Mendes, Carneiro, Paulo Luiz Souza, Muniz, Lorena Mirelle Santos, Ambrosini, Diego Pagung, Carrillo, José Adrián, Martins-Filho, Raimundo","Revista Brasileira de Zootecnia; 42(9); 639-644","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900005&lang=pt" 
"S1516-35982013000900008-scl","Intake, digestibility and ruminal parameters of dairy cows fed pelleted diets and treated with lignosulfonate-containing sunflower seeds","Marchi, Francilaine Eloise De, Figueiroa, Fábio José Ferreira, Santos, Geraldo Tadeu dos, Santos, Wallacy Barbacena Rosa dos, Kazama, Daniele Cristina da Silva, Branco, Antonio Ferriani, Leite, Laudí Cunha, Damasceno, Julio Cesar","Revista Brasileira de Zootecnia; 42(9); 656-663","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900008&lang=pt" 
"S1516-35982013000900009-scl","Nutritional performance of cattle grazing on low-quality tropical forage supplemented with nitrogenous compounds and/or starch","Lazzarini, Ísis, Detmann, Edenio, Paulino, Mário Fonseca, Valadares Filho, Sebastião de Campos, Valadares, Rilene Ferreira Diniz, Oliveira, Fabrício Albani, Silva, Poliana Teixeira da, Reis, William Lima Santiago dos","Revista Brasileira de Zootecnia; 42(9); 664-674","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900009&lang=pt" 
"S1516-35982013000900010-scl","Models for estimating feed intake in small ruminants","Pulina, Giuseppe, Avondo, Marcella, Molle, Giovanni, Francesconi, Ana Helena Dias, Atzori, Alberto Stanislao, Cannas, Antonello","Revista Brasileira de Zootecnia; 42(9); 675-690","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900010&lang=pt" 
"S1516-35982013000900007-scl","Traditional and alternative nonlinear models for estimating the growth of Morada Nova sheep","Souza, Laaina de Andrade, Carneiro, Paulo Luiz Souza, Malhado, Carlos Henrique Mendes, Silva, Fabyano Fonseca e, Silveira, Fernanda Gomes da","Revista Brasileira de Zootecnia; 42(9); 651-655","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900007&lang=pt" 
"S1516-35982013000900003-scl","Growth and productive responses of tropical grass Panicum maximum to nitrate and ammonium supply","Santos, Jorge Henrique da Silva, Bona, Fabiano Daniel De, Monteiro, Francisco Antonio","Revista Brasileira de Zootecnia; 42(9); 622-628","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900003&lang=pt" 
"S1516-35982013000900006-scl","Nonlinear models for fitting growth curves of Nellore cows reared in the Amazon Biome","Marinho, Kedma Nayra da Silva, Freitas, Alfredo Ribeiro de, Falcão, Alencariano José da Silva, Dias, Francisca Elda Ferreira","Revista Brasileira de Zootecnia; 42(9); 645-650","Revista Brasileira de Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982013000900006&lang=pt" 
"S1807-76922013000300007-scl","Determinants of the capital structure of small and medium sized Brazilian enterprises","Forte, Denis, Barros, Lucas Ayres, Nakamura, Wilson Toshiro","BAR - Brazilian Administration Review; 10(3); 347-369","BAR - Brazilian Administration Review","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922013000300007&lang=pt" 
"S1809-98232013000300001-scl","Uma resposta ao tempo","Veras, Renato","Revista Brasileira de Geriatria e Gerontologia; 16(3); 417-418","Revista Brasileira de Geriatria e Gerontologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232013000300001&lang=pt" 
"S1806-00132013000300018-scl","Evaluation of the addition of tramadol on lidocaine-induced motor block regression time: Experimental study in rats","","Revista Dor; 14(3); 234-234","Revista Dor","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-00132013000300018&lang=pt" 
"S1679-87592013010400001-scl","Descoberta do ingresso de águas subterrâneas ricas em metais e nutrientes na plataforma continental sul brasileira","Attisano, Karina Kammer","Brazilian Journal of Oceanography; 61(3); -","Brazilian Journal of Oceanography","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592013010400001&lang=pt" 
"S1809-98232013000300010-scl","Reconhecendo a sobrecarga e a qualidade de vida de cuidadores familiares de idosos frágeis","Wachholz, Patrick Alexander, Santos, Rosa Cristina Cervi, Wolf, Loreci Santos Pereira","Revista Brasileira de Geriatria e Gerontologia; 16(3); 513-526","Revista Brasileira de Geriatria e Gerontologia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232013000300010&lang=pt" 
"S1130-05582013000300008-esp","¿Cuál es su diagnóstico y cuál sería su tratamiento?","González-Ballester, David, González-García, Raúl, Hernández Vila, Cristina, Monje Gil, Florencio","Revista Española de Cirugía Oral y Maxilofacial; 35(3); 135-136","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000300008&lang=pt" 
"S0718-92732013000200004-chl","Ser humano, animal y animalidad: Novedad y alcance de los Conceptos fundamentales de la metafísica. Mundo, Finitud, soledad 1929/30 de Martin Heidegger","Muñoz Pérez, Enrique","Veritas; (29); 77-96","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200004&lang=pt" 
"S0718-92732013000200009-chl","Teorías recientes de la Trinidad","Alvarado Marambio, José Tomás","Veritas; (29); 189-217","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200009&lang=pt" 
"S0718-92732013000200006-chl","Sobre conocimiento y significado en el Essay de John Locke","Burlando, Giannina","Veritas; (29); 119-137","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200006&lang=pt" 
"S0718-92732013000200003-chl","Jenaro Abasolo: Consideraciones socioeconómicas de un filósofo marginal del siglo XIX chileno","Martínez Becerra, Pablo, Cordero Morales, Francisco","Veritas; (29); 61-76","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200003&lang=pt" 
