"S1516-14982003000200009-scl","Futuro anterior","Costa-Moura, Fernanda","Ágora: Estudos em Teoria Psicanalítica; 6(2); 321-323","Ágora: Estudos em Teoria Psicanalítica","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982003000200009&lang=pt" 
"S1516-89132003000400023-scl","Alterations on growth and gill morphology of Danio rerio (Pisces, Ciprinidae) exposed to the toxic sediments","Fracácio, Renata, Verani, Nelsy Fenerich, Espíndola, Evaldo Luiz Gaeta, Rocha, Odete, Rigolin-Sá, Odila, Andrade, Cássio Arilson","Brazilian Archives of Biology and Technology; 46(4); 685-695","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400023&lang=pt" 
"S1516-89132003000400031-scl","Ethanol fermentation of a diluted molasses medium by Saccharomyces cerevisiae immobilized on chrysotile","Monte Alegre, Ranulfo, Rigo, Maurício, Joekes, Inés","Brazilian Archives of Biology and Technology; 46(4); 751-757","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400031&lang=pt" 
"S1516-89132003000400024-scl","Seedling growth of understorey species of a Southeast Brazilian tropical forest","Válio, Ivany Ferraz Marques","Brazilian Archives of Biology and Technology; 46(4); 697-703","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400024&lang=pt" 
"S1516-89132003000400025-scl","Plants and pollinating bees in Maringá, State of Paraná, Brazil","Toledo, Vagner de Alencar Arnaut de, Fritzen, Adriano Ernesto de Toledo, Neves, Carolina Antunes, Ruvolo-Takasusuki, Maria Claudia Colla, Sofia, Silvia Helena, Terada, Yoko","Brazilian Archives of Biology and Technology; 46(4); 705-710","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400025&lang=pt" 
"S1516-89132003000400026-scl","Water quality in watershed of the Jaboatão River (Pernambuco, Brazil): a case study","Souza, Antonio Donizetti Gonçalves de, Tundisi, José Galizia","Brazilian Archives of Biology and Technology; 46(4); 711-721","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400026&lang=pt" 
"S1516-89132003000400028-scl","Measurement of volatilized mercury by a mini-system: a simple, reliable and reproducible technique","Cursino, Luciana, Mattos, Silvânia V. M., Silva, Nilton O., Chartone-Souza, Edmar, Nascimento, Andréa M. A.","Brazilian Archives of Biology and Technology; 46(4); 731-734","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400028&lang=pt" 
"S1516-89132003000400029-scl","Using egg albumin foam to extinguish fires","Alsaati, Hytham A., Ditzler, Danielle, Burapatana, Vorakan, Tanner, Robert D.","Brazilian Archives of Biology and Technology; 46(4); 735-740","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400029&lang=pt" 
"S1516-89132003000400030-scl","Liquid-liquid extraction of enzymes by affinity aqueous two-phase systems","Yan, Xu, Souza, Maria Aparecida, Pontes, Marcela Z. R., Vitolo, Michele, Pessoa Júnior, Adalberto","Brazilian Archives of Biology and Technology; 46(4); 741-750","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400030&lang=pt" 
"S0365-05962003000600002-scl","Hemangioma da infância","Gontijo, Bernardo, Silva, Cláudia Márcia Resende, Pereira, Luciana Baptista","Anais Brasileiros de Dermatologia; 78(6); 651-673","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600002&lang=pt" 
"S0365-05962003000600003-scl","Alterações dermatológicas em crianças com Aids e sua relação com categorias clínico-imunológicas e carga viral","Carvalho, Vânia Oliveira de, Marinoni, Leide Parolin, Martins, Luzilma Terezinha Flenick, Giraldi, Suzana, Taniguchi, Kerstin, Bertogna, Jeanine","Anais Brasileiros de Dermatologia; 78(6); 679-692","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600003&lang=pt" 
"S0365-05962003000600006-scl","Tinea capitis em João Pessoa: visão socioeconômica","Aquino, Patrícia Marques Lima Pessoa de, Lima, Edeltrudes de Oliveira, Farias, Nilma Maria Porto de","Anais Brasileiros de Dermatologia; 78(6); 713-717","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600006&lang=pt" 
"S0365-05962003000600008-scl","Lipoidoproteinose: relato de dois casos","Lima, Letícia Rathlew de, Mulinari-Brenner, Fabiane Andrade, Manfrinato, Luciana Cristina, Dal Pizol, Ana Sílvia, Zuñeda Serafini, Sérgio, Fillus Neto, José","Anais Brasileiros de Dermatologia; 78(6); 723-727","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600008&lang=pt" 
"S0365-05962003000600009-scl","Regressão de psoríase em paciente HIV-positivo após terapia anti-retroviral","Ruiz, Maria de Fátima Amorin, Gaburri, Débora, Almeida, José Roberto Paes de, Oyafuso, Luiza Keiko","Anais Brasileiros de Dermatologia; 78(6); 729-733","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600009&lang=pt" 
"S0365-05962003000600010-scl","Diabetes mellitus e afecções cutâneas","Minelli, Lorivaldo, Nonino, Andrei Bungart, Salmazo, Jaqueline Cantarelli, Neme, Leandro, Marcondes, Marcelo","Anais Brasileiros de Dermatologia; 78(6); 735-747","Anais Brasileiros de Dermatologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000600010&lang=pt" 
"S0066-782X2003001400006-scl","Lipid profile and cardiovascular risk in two Amazonian populations","Feio, Claudine Maria Alves, Fonseca, Francisco A. H., Rego, Simone S., Feio, Max N. B., Elias, Maria C., Costa, Eduardo A. S., Izar, Maria C. O., Paola, Ângelo A. V., Carvalho, Antonio C. C.","Arquivos Brasileiros de Cardiologia; 81(6); 596-599","Arquivos Brasileiros de Cardiologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2003001400006&lang=pt" 
"S0066-782X2003001400007-scl","Pulmonary vein pulsatility in fetuses of diabetic mothers: prenatal Doppler echocardiographic study","Zielinsky, Paulo, Piccoli Jr, Antonio L., Teixeira, Lucas, Gus, Eduardo I., Mânica, João L., Satler, Fabíola, Vaz, Humberto, Nicoloso, Luiz H., Luchese, Stelamaris, Sheid, Marlui, Marcantonio, Silvana, Hatém, Domingos","Arquivos Brasileiros de Cardiologia; 81(6); 604-607","Arquivos Brasileiros de Cardiologia","Inglês, Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2003001400007&lang=pt" 
"S1516-89132003000400003-scl","Variation and its distribution in wild cacao populations from the Brazilian Amazon","Dias, Luiz Antônio dos Santos, Barriga, Júlio Pontes, Kageyama, Paulo Yoshio, Almeida, Caio Márcio Vasconcellos Cordeiro de","Brazilian Archives of Biology and Technology; 46(4); 507-514","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400003&lang=pt" 
"S1516-89132003000400006-scl","Copper adsorption in tropical oxisols","Silveira, Maria Lucia Azevedo, Alleoni, Luís Reynaldo Ferracciú","Brazilian Archives of Biology and Technology; 46(4); 529-536","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400006&lang=pt" 
"S1516-89132003000400007-scl","Physiological changes of Candida tropicalis population degrading phenol in fed batch reactor","Komarkova, Eliska, Paca, Jan, Klapkova, Eva, Stiborova, Marie, Soccol, Carlos R, Sobotka, Miroslav","Brazilian Archives of Biology and Technology; 46(4); 537-543","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400007&lang=pt" 
"S1516-89132003000400012-scl","An outbreak of staphylococcal food poisoning in the Municipality of Passos, MG, Brazil","Carmo, Luiz Simeão do, Dias, Ricardo Souza, Linardi, Valter Roberto, Sena, Maria José de, Santos, Deise Aparecida dos","Brazilian Archives of Biology and Technology; 46(4); 581-586","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400012&lang=pt" 
"S1516-89132003000400016-scl","Evaluation of carcass characteristics and meat chemical composition of Bos indicus and Bos indicus x Bos taurus crossbred steers finished in pasture systems","Moreira, Fernanda Barros, Souza, Nilson Evelázio de, Matsushita, Makoto, Prado, Ivanor Nunes do, Nascimento, Willian Gonçalves do","Brazilian Archives of Biology and Technology; 46(4); 609-616","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400016&lang=pt" 
"S1516-89132003000400017-scl","The influence of light intensity on anatomical structure and pigment contents of Tradescantia pallida (Rose) Hunt. cv. purpurea Boom (Commelinaceae) leaves","Paiva, Élder Antonio Sousa, Isaias, Rosy Mary dos Santos, Vale, Fernando Henrique Aguiar, Queiroz, Cristina Generosa de Senna","Brazilian Archives of Biology and Technology; 46(4); 617-624","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400017&lang=pt" 
"S1516-89132003000400018-scl","Potencial for natural forest regeneration from seed bank in an upper Paraná river floodplain, Brazil","Campos, João Batista, Souza, Maria Conceição de","Brazilian Archives of Biology and Technology; 46(4); 625-639","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400018&lang=pt" 
"S1516-89132003000400019-scl","Limnological characteristics and seasonal changes in density and diversity of the phytoplanktonic community at the Caçó pond, Maranhão State, Brazil","Dellamano-Oliveira, Maria José, Senna, Pedro Américo Cabral, Taniguchi, Glória Massae","Brazilian Archives of Biology and Technology; 46(4); 641-651","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400019&lang=pt" 
"S1516-89132003000400020-scl","Spatial and temporal variations of diurnal ichthyofauna on surf-zone of São Francisco do Itabapoana beaches, Rio de Janeiro State, Brazil","Gomes, Marcelo Paes, Cunha, Miguel Siano, Zalmon, Ilana Rosental","Brazilian Archives of Biology and Technology; 46(4); 653-664","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400020&lang=pt" 
"S1516-89132003000400021-scl","Temporal variation in Sargassum Biomass, Hypnea epiphytism and associated fauna","Leite, Fosca Pedini Pereira, Turra, Alexander","Brazilian Archives of Biology and Technology; 46(4); 665-671","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400021&lang=pt" 
"S1516-89132003000400022-scl","Biomonitoring of Pb and Cd in two impacted watersheds in Southeast Brazil, using the freshwater mussel Anodontites trapesialis (Lamarck, 1819) (Bivalvia : Mycetopodidae) as a biological monitor","Tomazelli, Andréa C., Martinelli, Luiz A., Avelar, Wagner E. P., Camargo, Plínio B. de, Fostier, Anne-Helene, Ferraz, Epaminondas S. B., Krug, Francisco J., Santos Júnior, Dário","Brazilian Archives of Biology and Technology; 46(4); 673-684","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400022&lang=pt" 
"S1516-89132003000400027-scl","Oxygen consumption during mineralization of organic compounds in water samples from a small sub-tropical reservoir (Brazil)","Cunha-Santino, Marcela Bianchessi da, Bianchini Júnior, Irineu","Brazilian Archives of Biology and Technology; 46(4); 723-729","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400027&lang=pt" 
"S1516-44462003000600011-scl","Estresse, depressão e hipocampo","Joca, Sâmia Regiane L, Padovan, Cláudia Maria, Guimarães, Francisco Silveira","Revista Brasileira de Psiquiatria; 25(); 46-51","Revista Brasileira de Psiquiatria","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462003000600011&lang=pt" 
"S1516-44462003000600007-scl","Estímulos emocionais: processamento sensorial e respostas motoras","Volchan, Eliane, Pereira, Mirtes G, Oliveira, Letícia de, Vargas, Cláudia, Mourão-Miranda, Janaína, Azevedo, Tatiana Maia de, Machado-Pinheiro, Walter, Pessoa, Luiz","Revista Brasileira de Psiquiatria; 25(); 29-32","Revista Brasileira de Psiquiatria","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462003000600007&lang=pt" 
"S1516-44462003000600009-scl","Organização neural de diferentes tipos de medo e suas implicações na ansiedade","Brandão, Marcus Lira, Vianna, Daniel Machado, Masson, Sueli, Santos, Júlia","Revista Brasileira de Psiquiatria; 25(); 36-41","Revista Brasileira de Psiquiatria","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462003000600009&lang=pt" 
"S1516-89132003000400001-scl","Evaluation of DSSAT soil-water balance module under cropped and bare soil conditions","Faria, Rogério Teixeira de, Bowen, Walter Truman","Brazilian Archives of Biology and Technology; 46(4); 489-498","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400001&lang=pt" 
"S1516-89132003000400010-scl","Comparative effect of glucagon and isoproterenol on hepatic glycogenolysis and glycolysis in isolated perfused liver","Vardanega-Peicher, Márcia, Galletto, Ricardo, Pagliarini e Silva, Sarah, Bazotte, Roberto Barbosa","Brazilian Archives of Biology and Technology; 46(4); 563-568","Brazilian Archives of Biology and Technology","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132003000400010&lang=pt" 
"S0103-50532003000600003-scl","An overview of forty years organotin chemistry developed at the Free Universities of Brussels ULB and VUB","Gielen, Marcel","Journal of the Brazilian Chemical Society; 14(6); 870-877","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600003&lang=pt" 
"S0103-50532003000600008-scl","Synthesis of new cationic metalloporphyrins and heterodimer formation with anionic metallophthalocyanines","Ribeiro, Marcela G., Azzellini, Gianluca C.","Journal of the Brazilian Chemical Society; 14(6); 914-921","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600008&lang=pt" 
"S0103-50532003000600007-scl","Anchoring selenido-carbonyl ruthenium clusters to functionalised silica xerogels","Cauzzi, Daniele, Graiff, Claudia, Pattacini, Roberto, Predieri, Giovanni, Tiripicchio, Antonio","Journal of the Brazilian Chemical Society; 14(6); 908-913","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600007&lang=pt" 
"S0103-50532003000600016-scl","Preparation of beta-enamino carbonylic compounds using microwave radiation/K-10","Braibante, Hugo T. S., Braibante, Mara E. F., Rosso, Giovanni B., Oriques, Daniela A.","Journal of the Brazilian Chemical Society; 14(6); 994-997","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600016&lang=pt" 
"S0103-50532003000600010-scl","Aluminum polyphosphate gels structural evolution probed by NMR spectroscopy","Galembeck, André","Journal of the Brazilian Chemical Society; 14(6); 930-935","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600010&lang=pt" 
"S0103-50532003000600013-scl","An efficient and environmentally benign chemical synthesis of testolactone","Zinczuk, Juan, Bacigaluppo, José A., Colombo, María I., Cravero, Raquel M., González-Sierra, Manuel, Rúveda, Edmundo A.","Journal of the Brazilian Chemical Society; 14(6); 970-974","Journal of the Brazilian Chemical Society","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532003000600013&lang=pt" 
"S0102-37722003000300004-scl","A avaliação psicossocial no contexto da adoção: vivências das famílias adotantes","Costa, Liana Fortunato, Campos, Niva Maria Vasques","Psicologia: Teoria e Pesquisa; 19(3); 221-230","Psicologia: Teoria e Pesquisa","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722003000300004&lang=pt" 
"S0718-13372003000200001-chl","LA SOCIEDAD DEL CONOCIMIENTO","Rodríguez Ponce, Emilio","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 1-1","Revista Facultad de Ingeniería - Universidad de Tarapacá","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200001&lang=pt" 
"S0718-13372003000200002-chl","ECOLOGÍA COGNITIVA EN ROBOTS TERRENOS","Cañete A., Lucio, Córdova G., Felisa","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 03-09","Revista Facultad de Ingeniería - Universidad de Tarapacá","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200002&lang=pt" 
"S0718-13372003000200003-chl","DISEÑO DE UN SISTEMA ROBÓTICO CARTESIANO PARA APLICACIONES INDUSTRIALES","Rojas V., Jorge, Mahla A., Ingeborg, Muñoz C., Gerardo, Castro A., Daniel","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 11-16","Revista Facultad de Ingeniería - Universidad de Tarapacá","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200003&lang=pt" 
"S0718-13372003000200004-chl","New Trends in Sound Synthesis and Automatic Tuning of Electronic Musical Instruments","Aguilar, Juan R., Salinas, Renato","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 17-23","Revista Facultad de Ingeniería - Universidad de Tarapacá","Inglês","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200004&lang=pt" 
"S0718-13372003000200005-chl","","Gálvez Soto, Eduardo, Roth Urban, Pedro, Schwarzer, Klemens","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 25-33","Revista Facultad de Ingeniería - Universidad de Tarapacá","Inglês","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200005&lang=pt" 
"S0718-13372003000200006-chl","DESARROLLO DE HARNERO VIBRATORIO","Ponce L., Ernesto, Cortés F., René, Valdés R, Claudio","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 35-40","Revista Facultad de Ingeniería - Universidad de Tarapacá","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200006&lang=pt" 
"S0718-13372003000200007-chl","HYBRID MODELING OF OPEN LOOP DC-DC CONVERTERS","Zulueta, Ekaitz, Rico, Teodoro, González de Durana, José María","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 41-47","Revista Facultad de Ingeniería - Universidad de Tarapacá","Inglês","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200007&lang=pt" 
"S0718-13372003000200008-chl","CONTROL DIFUSO PARA UNA PLANTA PILOTO DE SECADO POR LECHO FLUIDIZADO","Torres V., Flavio, Muñoz P., Carlos, Velásquez B., Iván, Shene V., Carolina","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 49-53","Revista Facultad de Ingeniería - Universidad de Tarapacá","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200008&lang=pt" 
"S0718-13372003000200009-chl","GENERAL PACKET RADIO SERVICE PHYSICAL-LAYER PERFORMANCE SIMULATION","Akira Shinoda, Ailton","Revista Facultad de Ingeniería - Universidad de Tarapacá; 11(2); 55-60","Revista Facultad de Ingeniería - Universidad de Tarapacá","Inglês","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-13372003000200009&lang=pt" 
"S1024-94352003000600001-cub","PRESENTACIÓN","López Espinosa, José Antonio","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600001&lang=pt" 
"S1024-94352003000600002-cub","Por qué medicina basada en la evidencia en Acimed?","Cañedo Andalia, Rubén","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600002&lang=pt" 
"S1024-94352003000600003-cub","Medicina basada en la evidencia: un reto para el médico contemporáneo","Broche Candó, Juan Miguel, Broche Candó, Regla C, García Hernández, Lázara Yecenia, Cañedo Andalia, Rubén","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600003&lang=pt" 
"S1024-94352003000600004-cub","La Colaboración Cochrane en Cuba. La búsqueda manual de ensayos clínicos en la literatura médica cubana en el período 1999-2002","Jiménez Miranda, Jorgelina, Oramas Díaz, Jehová, Cañedo Andalia, Rubén","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600004&lang=pt" 
"S1024-94352003000600005-cub","La Colaboración Cochrane en Cuba: La producción de informes sobre ensayos clínicos realizados en Cuba en las bases de datos Medline y en el Web of Science","Cañedo Andalia, Rubén, Araújo Ruiz, Juan A, Arencibia Jorge, Ricardo, Gutiérrez Calzado, Carlos","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600005&lang=pt" 
"S1024-94352003000600006-cub","El procesamiento humano de la información: en busca de una explicación","Cabrera Cortés, Irilia A","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600006&lang=pt" 
"S1024-94352003000600007-cub","Elementos teórico-prácticos útiles para comprender el uso de los motores de búsqueda en Internet","Oller Gómez, Jorge","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600007&lang=pt" 
"S1024-94352003000600008-cub","El capital intelectual en la gestión del conocimiento","Osorio Núñez, Maritza","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600008&lang=pt" 
"S1024-94352003000600009-cub","Establecimiento de un sistema de vigilancia científico-tecnológica","Salgado Batista, Darlin, Guzmán Sánchez, María Victoria, Carrillo Calvet, Humberto","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600009&lang=pt" 
"S1024-94352003000600010-cub","Diseño informacional de los sitios web","Pérez Subirats, Jorge Luis","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600010&lang=pt" 
"S1024-94352003000600011-cub","Acerca del trabajo en grupos o equipos","Gómez Mujica, Aleida, Acosta Rodríguez, Heriberto","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600011&lang=pt" 
"S1024-94352003000600012-cub","La Criptografía como elemento de la seguridad informática","Marrero Travieso, Yran","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600012&lang=pt" 
"S1024-94352003000600013-cub","Historia del servicio de catálogo colectivo de publicaciones seriadas en Ciencias de la Salud de Cuba","Prendes Guerrero, Mirta Cecilia, Lazo Rodríguez, Bárbara C","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600013&lang=pt" 
"S1024-94352003000600014-cub","En busca de la imagen ideal de Acimed: análisis comparativo del comportamiento editorial de Acimed y la Journal of the Medical Library Association","Tillán Gómez, Sahilyn, Cañedo Andalia, Rubén","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600014&lang=pt" 
"S1024-94352003000600015-cub","Experiencias preliminares del Centro Nacional de Investigaciones Científicas en el uso del ProCite para la implementación de servicios de alto valor agregado","Arencibia Jorge, Ricardo, Perezleo Solorzano, Ligeya, Araújo Ruiz, Juan A","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600015&lang=pt" 
"S1024-94352003000600016-cub","Acimed: en busca de un producto dinámico de información","Cañedo Andalia, Rubén, de Zayas Buigas, Luis","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600016&lang=pt" 
"S1024-94352003000600017-cub","Guía práctica español-inglés para entrevistar a una paciente en la consulta de Ginecología y Obstetricia","Pérez Irons, Inés, Sánchez Rodríguez, Roberto, Macías Sera, Raisa","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600017&lang=pt" 
"S1024-94352003000600018-cub","Elementos conceptuales básicos del proceso de enseñanza-aprendizaje","Alfonso Sánchez, Ileana","ACIMED; 11(6); -","ACIMED","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352003000600018&lang=pt" 
"S0864-215X2003000100001-cub","ESTIMADOS COLEGAS","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); -","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100001&lang=pt" 
"S0864-215X2003000100002-cub","Inmunogammagrafía con 99mTc-IgG policlonal humana no específica en el diagnóstico de la sepsis osteoarticular","Marrero Riverón, Luis Oscar, Álvarez Cambras, Rodrigo, Perera Pintado, Alejandro, Yera Pérez, Jorge, Nicolás Ferrer, Reynold, Roché Egües, Hilda Elena, Labrado Berea, Galia","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 7-13","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100002&lang=pt" 
"S0864-215X2003000100003-cub","Transposición de la cabeza esternal del pectoral mayor de la escápula en el tratamiento de la parálisis del serrato anterior","Peña Marrero, Liván, Álvarez Cambras, Rodrigo, López Díaz, Haysell, Pérez Báez, Gilbert, Vega Fernández, Enrique, Figueredo Díaz, Liset","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 14-21","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100003&lang=pt" 
"S0864-215X2003000100004-cub","Pronóstico, evolución y resultados de la cirugía en coxa vara congénita y del desarrollo","Labrado Berea, Galia de la Caridad, Marrero Riverón, Luis Oscar, Quintana Rodríguez, Francisco José, Ramos Ferrer, Gregorio Ordonel, Chao Carrasco, Lina Aurora, Mesa Olán, Alberto","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 22-26","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100004&lang=pt" 
