"S1516-14392016000501033-scl","Effect of Cold Work on Cavitation Resistance of an Austenitic Stainless Steel Coating","Cruz, Juliane Ribeiro da, Henke, Sérgio Luiz, d&#039;Oliveira, Ana Sofia Clímaco Monteiro","Materials Research; 19(5); 1033-1041","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000501033&lang=pt" 
"S0037-86822016000500620-scl","Prevalence of human immunodeficiency virus infection and associated risk factors among prison inmates in the City of Florianópolis","Felisberto, Mariano, Saretto, Antonio Adalberto, Wopereis, Sandro, Treitinger, Arício, Machado, Marcos José, Spada, Celso","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 620-623","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500620&lang=pt" 
"S0037-86822016000500648-scl","Mayaro fever in an HIV-infected patient suspected of having Chikungunya fever","Estofolete, Cássia Fernanda, Mota, Mânlio Tasso Oliveira, Vedovello, Danila, Góngora, Delzi Vinha Nunes de, Maia, Irineu Luiz, Nogueira, Maurício Lacerda","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 648-652","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500648&lang=pt" 
"S0034-72802016000500380-scl","Tear osmolarity and tear function assessment in patients with polycystic ovary syndrome","Guliyev, Derya Alp, Cabuk, Kubra Serefoglu, Kirgiz, Ahmet, Usta, Abdullah Taner, Kovalak, Evrim Ebru, Guliyev, Vusal, Taskapili, Muhittin","Revista Brasileira de Oftalmologia; 75(5); 380-384","Revista Brasileira de Oftalmologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802016000500380&lang=pt" 
"S0037-86822016000500593-scl","Clinical, laboratory, and therapeutic characteristics of American tegumentary leishmaniasis in the 15 th State Health Division, Northwest Paraná State, Southern Brazil","Nassif, Priscila Wolf, Castilho-Peres, Marcela, Rosa, Ana Paula Zanatta, Silva, Aline Laureano da, Aristides, Sandra Mara Alessi, Lonardoni, Maria Valdrinez Campana, Teixeira, Jorge Juarez Vieira, Silveira, Thaís Gomes Verzignassi","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 593-601","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500593&lang=pt" 
"S0034-72802016000500356-scl","Aumento da prevalência de miopia em um serviço oftalmológico de referência em Goiânia - Goiás","Vilar, Mateus Martins Cortez, Abrahão, Mayara Martins, Mendanha, Denise Borges de Andrade, Campos, Luana Miranda, Dalia, Eduardo Ribeiro Coutinho, Teixeira, Leonardo Pinheiro, Nassaralla Junior, João Jorge","Revista Brasileira de Oftalmologia; 75(5); 356-359","Revista Brasileira de Oftalmologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802016000500356&lang=pt" 
"S0037-86822016000500653-scl","A fatal case of Brazilian spotted fever in a non-endemic area in Brazil: the importance of having health professionals who understand the disease and its areas of transmission","Oliveira, Stefan Vilges de, Caldas, Eduardo Pacheco de, Colombo, Silvia, Gazeta, Gilberto Salles, Labruna, Marcelo Bahia, Santos, Fabiana Cristina Pereira dos, Angerami, Rodrigo Nogueira","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 653-655","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500653&lang=pt" 
"S0037-86822016000500632-scl","Expression of co-stimulatory molecules CD80 and CD86 is altered in CD14 + HLA-DR + monocytes from patients with Chagas disease following induction by Trypanosoma cruzi recombinant antigens","Soares, Ana Karine de Araújo, Neves, Patrícia Areias Feitosa, Cavalcanti, Maria da Glória Aureliano de Melo, Marinho, Sílvia Martins, Oliveira Júnior, Wilson de, Souza, Joelma Rodrigues de, Lorena, Virginia Maria Barros de, Gomes, Yara de Miranda","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 632-636","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500632&lang=pt" 
"S0037-86822016000500535-scl","Zika and chikungunya infections in Brazil: reviewing the epidemic and treatment options","Esposito, Danillo Lucas Alves, Fonseca, Benedito Antônio Lopes da","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 535-536","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500535&lang=pt" 
"S0034-72802016000500360-scl","O tracoma em escolares do município de Botucatu, São Paulo, Brasil: detecção e promoção de saúde em uma doença negligenciada","Meneghim, Roberta Lilian Fernandes de Sousa, Padovani, Carlos Roberto, Schellini, Silvana Artioli","Revista Brasileira de Oftalmologia; 75(5); 360-364","Revista Brasileira de Oftalmologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802016000500360&lang=pt" 
"S0034-72802016000500348-scl","Revisão sistemática e a necessidade de condutas oftalmológicas baseadas em evidências","Carricondo, Pedro Carlos, Barbosa, Leonardo José, Bernardo, Wanderley Marques","Revista Brasileira de Oftalmologia; 75(5); 348-351","Revista Brasileira de Oftalmologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802016000500348&lang=pt" 
"S0037-86822016000500656-scl","Acute pancreatitis complicating dengue hemorrhagic fever","Kumar, Kalenahalli Jagadish, Chandrashekar, Anitha, Basavaraja, Chetak Kadabasal, Kumar, Halasahalli Chowdegowda Krishna","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 656-659","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500656&lang=pt" 
"S0037-86822016000500567-scl","Antibodies for Rickettsia spp. in patients with negative serology for dengue virus, leptospirosis, and meningococcal disease in municipalities of São Paulo State, Brazil","Prata, Juliana Anacleto Cabral, Souza, Celso Eduardo de, Angerami, Rodrigo Nogueira, Barbosa, Taíse Marongio Cotrim de Moraes, Santos, Fabiana Cristina Pereira dos, Colombo, Silvia, Guercio, Vânia Martins Fontes Del, Donalísio, Maria Rita","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 567-571","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500567&lang=pt" 
"S0037-86822016000500663-scl","Enlarged hilar lymph node due to Histoplasma","Leitão, Terezinha do Menino Jesus Silva, Jorge, Iago Farias, Freitas, Angela Elizabeth de Holanda Araújo","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 663-663","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500663&lang=pt" 
"S0037-86822016000500537-scl","One year after the Zika virus outbreak in Brazil: from hypotheses to evidence","Brito, Carlos Alexandre Antunes de, Cordeiro, Marli Tenorio","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 537-543","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500537&lang=pt" 
"S0037-86822016000500586-scl","Evaluation of the antiplasmodial and leishmanicidal potential of Myrciaria dubia (Myrtaceae) extract","Correia, Vanessa Carolina de Sena, Lima, Nathália Oliveira, Oliveira, Flávio Augusto de Souza, Santos, Ana Paula de Azevedo dos, Teles, Carolina Bioni Garcia, Oliveira Júnior, Waldesse Piragé de, Pimenta, and Raphael Sanzio","Revista da Sociedade Brasileira de Medicina Tropical; 49(5); 586-592","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822016000500586&lang=pt" 
"S0102-311X2016001006001-scl","Intimate partner violence and early interruption of exclusive breastfeeding in the first three months of life","Hasselmann, Maria Helena, Lindsay, Ana Cristina, Surkan, Pamela J., Vianna, Gabriela Vasconcellos de Barros, Werneck, Guilherme L.","Cadernos de Saúde Pública; 32(10); -","Cadernos de Saúde Pública","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016001006001&lang=pt" 
"S0102-311X2016001002001-scl","Prevalencia del VIH en niños, niñas y adolescentes en situación de calle y explotación sexual comercial: una revisión sistemática","Noreña-Herrera, Camilo, Rojas, Carlos Alberto, Cruz-Jiménez, Lizeth","Cadernos de Saúde Pública; 32(10); -","Cadernos de Saúde Pública","Inglês, Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016001002001&lang=pt" 
"S0102-311X2016001005010-scl","Associação entre cor/raça, obesidade e diabetes em idosos da comunidade: dados do Estudo FIBRA","Moretto, Maria Clara, Fontaine, Anne Marie, Garcia, Cássia de Almeida Merlo Sarzedo, Neri, Anita Liberalesso, Guariento, Maria Elena","Cadernos de Saúde Pública; 32(10); -","Cadernos de Saúde Pública","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2016001005010&lang=pt" 
"S1413-78522016000500270-scl","NON-UNIONS AFTER FIXATION OF HUMERAL FRACTURES USING HACKETHAL&#039;S BUNDLE NAILING TECHNIQUE","OBRUBA, PETR, RAMMELT, STEFAN, KOPP, LUBOMIR, EDELMANN, KAREL, AVENARIUS, JAKUB","Acta Ortopédica Brasileira; 24(5); 270-274","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500270&lang=pt" 
"S1413-78522016000500259-scl","CORRELATION BETWEEN VISUAL GAIT ANALYSIS AND FUNCTIONAL ASPECTS IN CEREBRAL PALSY","FOLLE, MAIRA RECH, TEDESCO, ANA PAULA, NICOLINI-PANISSON, RENATA D´AGOSTINI","Acta Ortopédica Brasileira; 24(5); 259-261","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500259&lang=pt" 
"S1413-78522016000500240-scl","FREQUENCY AND RISK FACTORS OF CLAVICLE FRACTURES IN PROFESSIONAL CYCLISTS","NISHIMI, ALEXANDRE YUKIO, BELANGERO, PAULO SANTORO, MESQUITA, RAFAEL DE SOUZA, ANDREOLI, CARLOS VICENTE, POCHINI, ALBERTO DE CASTRO, EJNISMAN, BENNO","Acta Ortopédica Brasileira; 24(5); 240-242","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500240&lang=pt" 
"S1413-78522016000500249-scl","PREFERED SURGICAL TECHNIQUE USED BY ORTHOPEDISTS IN ACUTE ACROMIOCLAVICULAR DISLOCATION","NISHIMI, ALEXANDRE YUKIO, ARBEX, DEMETRIO SIMÃO, MARTINS, DIOGO LUCAS CAMPOS, GUSMÃO, CARLOS VINICIUS BUARQUE DE, BONGIOVANNI, ROBERTO RANGEL, PASCARELLI, LUCIANO","Acta Ortopédica Brasileira; 24(5); 249-252","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500249&lang=pt" 
"S1413-78522016000500235-scl","BIOCHEMICAL ANALYSIS AND BONE REMODELING IN RESPONSE TO OOPHORECTOMY AND AQUATIC TRAINING","SOUZA, HELENA RIBEIRO, GIROL, ANA PAULA, SCHIAVETO, ADRIANA PAULA SANCHEZ, GEROMEL, MAIRTO ROBERIS, IYOMASA, MELINA MIZUSAKI, ARRUDA, MAURÍCIO FERRAZ DE","Acta Ortopédica Brasileira; 24(5); 235-239","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500235&lang=pt" 
"S1678-77572016000500518-scl","Fragile X syndrome: panoramic radiographic evaluation of dental anomalies, dental mineralization stage, and mandibular angle","Sabbagh-Haddad, Aida, Haddad, Denise Sabbagh, Michel-Crosato, Edgard, Arita, Emiko Saito","Journal of Applied Oral Science; 24(5); 518-523","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500518&lang=pt" 
"S1807-25772016000500247-scl","Analysis of the distribution of stress and deformation in single implant-supported prosthetic units in implants of different diameters","MANNARINO, Francesco Salvatore, FRANCISCHONE JÚNIOR, Carlos Eduardo, CARVALHO, Renato Savi de, SOTTO-MAIOR, Bruno Salles, FRANCISCHONE, Carlos Eduardo","Revista de Odontologia da UNESP; 45(5); 247-252","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500247&lang=pt" 
"S1806-37132016000500386-scl","Prominent bronchial vasculature, hemoptysis, and bilateral ground-glass opacities in a young woman with mitral stenosis","Aigner, Fabian, Speich, Rudolf, Schuurmans, Macé Matthew","Jornal Brasileiro de Pneumologia; 42(5); 386-386","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500386&lang=pt" 
"S1517-86922016000500393-scl","INTERVAL TRAINING IS INSUFFICIENT TO ATTENUATE METABOLIC DISTURBANCES IN DIABETIC RATS","Rocha, Ricelli Endrigo Ruppel da, Nunes, Everson Araújo, Venera, Graciela Delia, Fernandes, Luiz Claudio","Revista Brasileira de Medicina do Esporte; 22(5); 393-397","Revista Brasileira de Medicina do Esporte","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500393&lang=pt" 
"S1517-86922016000500361-scl","QUESTIONÁRIO DE PRONTIDÃO PARA O ESPORTE COM FOCO NAS LESÕES MUSCULOESQUELÉTICAS","Silveira Júnior, José Antonio da, Coelho, Christianne de Faria, Hernandez, Arnaldo José, Espinosa, Mariano Martinez, Calvo, Adriano Percival Calderano, Ravagnani, Fabricio César de Paula","Revista Brasileira de Medicina do Esporte; 22(5); 361-367","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500361&lang=pt" 
"S1806-37132016000500397-scl","Pulmonary rehabilitation in severe COPD with hyperinflation: some insights into exercise performance","Forgiarini Junior, Luiz Alberto, Esquinas, Antonio Matias","Jornal Brasileiro de Pneumologia; 42(5); 397-398","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500397&lang=pt" 
"S1678-77572016000500447-scl","Reliability, failure probability, and strength of resin-based materials for CAD/CAM restorations","Lim, Kiatlin, Yap, Adrian U-Jin, Agarwalla, Shruti Vidhawan, Tan, Keson Beng-Choon, Rosa, Vinicius","Journal of Applied Oral Science; 24(5); 447-452","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500447&lang=pt" 
"S1806-37132016000500391-scl","An uncommon chest mass: oleothorax","Hochhegger, Bruno, Zanetti, Gláucia, Marchiori, Edson","Jornal Brasileiro de Pneumologia; 42(5); 391-391","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500391&lang=pt" 
"S1806-37132016000500326-scl","Bronchodilator response cut-off points and FEV 0.75 reference values for spirometry in preschoolers","Burity, Edjane Figueiredo, Pereira, Carlos Alberto de Castro, Jones, Marcus Herbert, Sayão, Larissa Bouwman, Andrade, Armèle Dornelas de, Britto, Murilo Carlos Amorim de","Jornal Brasileiro de Pneumologia; 42(5); 326-332","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500326&lang=pt" 
"S1678-77572016000500431-scl","Factors influencing orthodontic treatment time for non-surgical Class III malocclusion","Bichara, Lívia Monteiro, Aragón, Mônica Lídia Castro de, Brandão, Gustavo Antônio Martins, Normando, David","Journal of Applied Oral Science; 24(5); 431-436","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500431&lang=pt" 
"S1678-77572016000500423-scl","The effect of hippophae rhamnoides extract on oral mucositis induced in rats with methotrexate","Kuduban, Ozan, Mazlumoglu, Muhammed Recai, Kuduban, Selma Denktas, Erhan, Ertugrul, Cetin, Nihal, Kukula, Osman, Yarali, Oguzhan, Cimen, Ferda Keskin, Cankaya, Murat","Journal of Applied Oral Science; 24(5); 423-430","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500423&lang=pt" 
"S1806-37132016000500307-scl","Diagnosing alpha-1 antitrypsin deficiency: does it prevent or improve the course of COPD?","Godoy, Irma","Jornal Brasileiro de Pneumologia; 42(5); 307-308","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500307&lang=pt" 
"S1807-25772016000500302-scl","Oxygen tension during biofilm growth influences the efficacy antimicrobial agents","ANTONIAZZI, Raquel Pippi, TROJAHN, Gabriela Ocampo, CASARIN, Maísa, ALVES, Camilla Filippi dos Santos, SANTOS, Roberto Christ Vianna, ZANATTA, Fabricio Batistin","Revista de Odontologia da UNESP; 45(5); 302-307","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500302&lang=pt" 
"S1517-86922016000500355-scl","EFICÁCIA DA FONOFORESE COM XIMENIA AMERICANA L. NA INFLAMAÇÃO DE TENDÃO DE RATOS","Leal, Seânia Santos, Uchôa, Valdileia Teixeira, Figuerêdo-Silva, José, Soares, Romero Barros, Mota, Diego Miranda, Alencar, Ronysson Coimbra de, Maia Filho, Antônio Luiz Martins, Sant&#039;Ana, Antônio Euzébio Goulart, Beltrame Junior, Milton","Revista Brasileira de Medicina do Esporte; 22(5); 355-360","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500355&lang=pt" 
"S1678-77572016000500524-scl","Prevalence, severity, and risk indicators of gingival inflammation in a multi-center study on South American adults: a cross sectional study","Carvajal, Paola, Gómez, Mariel, Gomes, Sabrina, Costa, Ricardo, Toledo, Andres, Solanes, Fernando, Romanelli, Hugo, Oppermann, Rui, Rösing, Cassiano, Gamonal, Jorge","Journal of Applied Oral Science; 24(5); 524-534","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500524&lang=pt" 
"S1678-77572016000500487-scl","Exopolysaccharide dispelled by calcium hydroxide with volatile vehicles related to bactericidal effect for root canal medication","Lei, Lei, Shao, Meiying, Yang, Yan, Mao, Mengying, Yang, Yingming, Hu, Tao","Journal of Applied Oral Science; 24(5); 487-495","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500487&lang=pt" 
"S1517-86922016000500403-scl","JOGOS COOPERATIVOS E RELAXAMENTO RESPIRATÓRIO: EFEITO SOBRE CRAVING E ANSIEDADE","Braga, João Euclides Fernandes, Chaves Neto, Gabriel, Lima, Argemille Bastos, Oliveira, Rayhanna Queiroz de, Alves, Rayanne Santos, Farias, Jamilton Alves","Revista Brasileira de Medicina do Esporte; 22(5); 403-407","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500403&lang=pt" 
"S1806-37132016000500362-scl","Gel pillow designed specifically for obstructive sleep apnea treatment with continuous positive airway pressure","Salvaggio, Adriana, Lo Bue, Anna, Isidoro, Serena Iacono, Romano, Salvatore, Marrone, Oreste, Insalaco, Giuseppe","Jornal Brasileiro de Pneumologia; 42(5); 362-366","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500362&lang=pt" 
"S1806-37132016000500395-scl","Cervical computed tomography in patients with obstructive sleep apnea: influence of head elevation on the assessment of upper airway volume","Rana, Shailendra Singh, Kharbanda, Om Prakash","Jornal Brasileiro de Pneumologia; 42(5); 395-396","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500395&lang=pt" 
"S1807-25772016000500271-scl","Analysis of resistance to fatigue between straight solid and anatomic abutments of Morse taper system","GOIS-SANTOS, Vanessa Tavares de, TRENTO, Cleverson Luciano, SANTOS, Silvando Vieira dos, SANTOS, Renan Celestino Silva, SANTOS, Victor Santana, GRIZA, Sandro","Revista de Odontologia da UNESP; 45(5); 271-276","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500271&lang=pt" 
"S1678-77572016000500503-scl","The effect of various kinematics on postoperative pain after instrumentation: a prospective, randomized clinical study","Arslan, Hakan, Khalilov, Ruslan, Doğanay, Ezgi, Karatas, Ertugrul","Journal of Applied Oral Science; 24(5); 503-508","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500503&lang=pt" 
"S1807-25772016000500258-scl","Levobupivacaine induces vasodilatation, but not vasoconstriction, in rat mesenteric artery","MENEZES, Liciane dos Santos, SOUZA, Liane Maciel de Almeida, SANTOS, Márcio Roberto Viana dos, MENDONÇA, Patrícia Santos Cunha, MOREIRA, Ítalo José Alves, OLIVEIRA, Allan Carlos Araújo de","Revista de Odontologia da UNESP; 45(5); 258-264","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500258&lang=pt" 
"S1806-37132016000500333-scl","Effects of passive inhalation of cigarette smoke on structural and functional parameters in the respiratory system of guinea pigs","Vasconcelos, Thiago Brasileiro de, Araújo, Fernanda Yvelize Ramos de, Pinho, João Paulo Melo de, Soares, Pedro Marcos Gomes, Bastos, Vasco Pinheiro Diógenes","Jornal Brasileiro de Pneumologia; 42(5); 333-340","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500333&lang=pt" 
"S1806-37132016000500311-scl","Prevalence of alpha-1 antitrypsin deficiency and allele frequency in patients with COPD in Brazil","Russo, Rodrigo, Zillmer, Laura Russo, Nascimento, Oliver Augusto, Manzano, Beatriz, Ivanaga, Ivan Teruaki, Fritscher, Leandro, Lundgren, Fernando, Miravitlles, Marc, Gondim, Heicilainy Del Carlos, Santos Junior, Gildo, Alves, Marcela Amorim, Oliveira, Maria Vera, Souza, Altay Alves Lino de, Sales, Maria Penha Uchoa, Jardim, José Roberto","Jornal Brasileiro de Pneumologia; 42(5); 311-316","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500311&lang=pt" 
"S1517-86922016000500350-scl","AVALIAÇÃO DA PERDA HÍDRICA E HÁBITOS DE HIDRATAÇÃO DE ATLETAS UNIVERSITÁRIOS DE FUTSAL COMPETITIVO","Sepeda, Tayana Patrícia Aleixo, Mendes, Rodrigo Conceição, Loureiro, Ligiane Marques","Revista Brasileira de Medicina do Esporte; 22(5); 350-354","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500350&lang=pt" 
"S1517-86922016000500386-scl","EFEITOS DA CANOAGEM ADAPTADA SOBRE O SISTEMA CARDIOPULMONAR DE PARAPLÉGICOS","Abreu, Elizângela Márcia de Carvalho, Alves, Rani de Souza, Pereira, Leandro Orlandi, Lima, Fernanda Pupio Silva, Paula Júnior, Alderico Rodrigues de, Lima, Mário Oliveira","Revista Brasileira de Medicina do Esporte; 22(5); 386-392","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500386&lang=pt" 
"S1517-86922016000500340-scl","TAXA DE DESENVOLVIMENTO DE FORÇA E ATIVAÇÃO NEURAL EM MULHERES PÓS-MENOPAUSADAS","Pereira, Piettra Moura Galvão, Araújo, André Luiz Ferreira de, Oliveira, Elys Reginna Lopes de, Costa, Maria da Glória David Silva, Geraldes, Amandio Aristides Rihan, Cirilo-Sousa, Maria do Socorro","Revista Brasileira de Medicina do Esporte; 22(5); 340-344","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500340&lang=pt" 
"S1807-25772016000500283-scl","Efeito de diferentes fotopolimerizadores e meio de imersão na rugosidade e na cor de um compósito nanoparticulado","PLASTER, Suéllen Campos, PEIXOTO, Letícia Monteiro, GUEDES, Ana Paula Albuquerque, SILVA, Daniela Nascimento, CASTRO, Martha Chiabai Cupertino","Revista de Odontologia da UNESP; 45(5); 283-289","Revista de Odontologia da UNESP","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500283&lang=pt" 
"S1807-25772016000500253-scl","Is pomegranate peels infusion effective for disinfection of toothbrushes?","FREIRE, Priscila Lima de Luna, CAMPOS, Priscila Hernández, CARVALHO, Fabíola Galbiatti, RODRIGUES, Jonas Almeida, DINIZ, Michele Baffi","Revista de Odontologia da UNESP; 45(5); 253-257","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500253&lang=pt" 
"S1517-86922016000500381-scl","ULTRASONOGRAPHIC EVALUATION OF THE RUPTURED MEDIAL HEAD OF GASTROCNEMIUS MUSCLE","Lukac, Damir, Jakovljevic, Dea Karaba, Klasnja, Aleksandar, Drapsin, Miodrag, Slavic, Danijel, Karan, Vedrana","Revista Brasileira de Medicina do Esporte; 22(5); 381-385","Revista Brasileira de Medicina do Esporte","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500381&lang=pt" 
"S1678-77572016000500462-scl","Occurrence and antimicrobial susceptibility of enteric rods and pseudomonads isolated from the dental prostheses biofilm","Silva, Sanrrangers Sales, Ribeiro, Maximilo de Oliveira, Gomes, Francisco Isaac Fernandes, Chaves, Hellíada Vasconcelos, Silva, Antonio Alfredo Rodrigues e, Zanin, Iriana Carla Junqueira, Barbosa, Francisco Cesar Barroso","Journal of Applied Oral Science; 24(5); 462-471","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500462&lang=pt" 
"S1678-77572016000500472-scl","Analysis of speech and tongue motion in normal and post-glossectomy speaker using cine MRI","Ha, Jinhee, Sung, Iel-yong, Son, Jang-ho, Stone, Maureen, Ord, Robert, Cho, Yeong-cheol","Journal of Applied Oral Science; 24(5); 472-480","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500472&lang=pt" 
"S1678-77572016000500481-scl","Interaction of dental pulp stem cells with Biodentine and MTA after exposure to different environments","Agrafioti, Anastasia, Taraslia, Vasiliki, Chrepa, Vanessa, Lymperi, Stefania, Panopoulos, Panos, Anastasiadou, Ema, Kontakiotis, Evangelos G.","Journal of Applied Oral Science; 24(5); 481-486","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500481&lang=pt" 
