"S2317-17822015000400307-scl","Guest editorial","Silva, Hilton Justino da, Tomé, Marileda","CoDAS; 27(4); 307-308","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000400307&lang=pt" 
"S0102-09352015000401188-scl","Transrectal endoscopy with three different techniques of rectal suture associate: NOTES survival study with liver biopsy in a swine model","Trindade, A.B., Beck, C.A.C., Ataíde, M.W., Schiochet, F., Gerardi, D.G., Brun, M.V., Driemeier, D., Zlotowski, P., Cardoso, M.R.I., Cirne-Lima, E.O., Contesini, E.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1188-1192","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401188&lang=pt" 
"S0021-75572015000400392-scl","Lactobacillus reuteri DSM 17938 shortens acute infectious diarrhea in a pediatric outpatient setting","Dinleyici, Ener Cagri, Dalgic, Nazan, Guven, Sirin, Metin, Ozge, Yasa, Olcay, Kurugol, Zafer, Turel, Ozden, Tanir, Gonul, Yazar, Ahmet Sami, Arica, Vefik, Sancar, Mesut, Karbuz, Adem, Eren, Makbule, Ozen, Metehan, Kara, Ates, Vandenplas, Yvan","Jornal de Pediatria; 91(4); 392-396","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400392&lang=pt" 
"S0102-09352015000401009-scl","Urinary creatinine as a nutritional and urinary volume marker in sheep fed with tropical or temperate forages","David, D.B., Poli, C.H.E.C., Savian, J.V., Amaral, G.A., Azevedo, E.B., Jochims, F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1009-1015","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401009&lang=pt" 
"S0365-05962015000400513-scl","Quality of life in patients with oculocutaneous albinism","Maia, Marcus, Volpini, Beatrice Mussio Fornazier, Santos, Gabriela Alves dos, Rujula, Maria Josefa Penon","Anais Brasileiros de Dermatologia; 90(4); 513-517","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400513&lang=pt" 
"S0102-09352015000400979-scl","Successful use of autogenous bone graft for the treatment of a radius-ulna nonunion in an amputee dog","Minto, B.W., Prada, T.C., Marinho, P.V.T., Zani, C.C., Menezes, M.P.D.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 979-983","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400979&lang=pt" 
"S0253-570X2015000200008-cub","Secuenciación y ensamblaje de novo de genomas bacterianos: una alternativa para el estudio de nuevos patógenos","Aguilar-Bultet, Lisandra, Falquet, Laurent","Revista de Salud Animal; 37(2); 125-132","Revista de Salud Animal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0253-570X2015000200008&lang=pt" 
"S0253-570X2015000200007-cub","Índices de infestación por Varroa destructor en colmenas sin medidas de control","Sanabria, Jorge Luis, Demedio, Jorge, Pérez, Tania, Peñate, Idolidia, Rodríguez, Daysi, Lóriga, Walberto","Revista de Salud Animal; 37(2); 118-124","Revista de Salud Animal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0253-570X2015000200007&lang=pt" 
"S0102-09352015000400984-scl","Comparação entre as abordagens lateral direita e mediana ventral em cadelas submetidas à ovariossalpingo-histerectomia","Ferreira, A.R.A., Silva, W.M., Souza, M.R., Ziemer, L.C., Martins Filho, E.F., Guimarães, J.E., Costa Neto, J.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 984-992","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400984&lang=pt" 
"S0102-09352015000401175-scl","Occurrence of Rhinoptericola megacantha (CESTODA, TRYPANORHYNCHA) in new host and new location","Napoleão, S.R., Antonucci, A.M., Amorim, A.F., Takemoto, R.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1175-1177","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401175&lang=pt" 
"S0102-09352015000401197-scl","Wolbachia spp. interfere na detecção molecular de Ehrlichia canis e Anaplasma platys em cães com microfilaremia","Xavier, M.S., Fonseca, C.N., Ferreira, R.F., Castro, T.X., Neves, F.P.G., Barbosa, A.V., Cerqueira, A.M.F., Almosny, N.R.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1197-1200","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401197&lang=pt" 
"S0253-570X2015000200004-cub","Cepas de Lactobacillus spp. con capacidades probióticas aisladas del tracto intestinal de terneros neonatos","Sánchez, Lilian, Omura, Michele, Lucas, Adams, Pérez, Tania, Llanes, Marisleidys, Ferreira, Celia de Luce","Revista de Salud Animal; 37(2); 94-104","Revista de Salud Animal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0253-570X2015000200004&lang=pt" 
"S0365-05962015000400519-scl","Three different clinical faces of the same histopathological entity: hair follicle nevus, trichofolliculoma and accessory tragus","Karabulut, Yasemin Yuyucu, Şenel, Engin, Karabulut, Hacı Halil, Dölek, Yasemin","Anais Brasileiros de Dermatologia; 90(4); 519-522","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400519&lang=pt" 
"S0102-09352015000401178-scl","Parâmetros radiográficos de displasia coxofemoral na raça Rottweiler","Genuíno, P.C., Miranda, F.G., Rezende, C.M.F., Tôrres, R.C.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1178-1182","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401178&lang=pt" 
"S0021-75572015000400315-scl","The pertussis problem: classical epidemiology and strain characterization should go hand in hand","Mooi, Frits R., Zeddeman, Anne, Gent, Marjolein van","Jornal de Pediatria; 91(4); 315-317","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400315&lang=pt" 
"S0365-05962015000400602-scl","ERRATUM","","Anais Brasileiros de Dermatologia; 90(4); 602-602","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400602&lang=pt" 
"S0365-05962015000400581-scl","Scanning electron microscopy of the collodion membrane from a self-healing collodion baby","Almeida Jr., Hiram Larangeira de, Isaacsson, Henrique, Guarenti, Isabelle Maffei, Silva, Ricardo Marques e, Castro, Luis Antônio Suita de","Anais Brasileiros de Dermatologia; 90(4); 581-584","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400581&lang=pt" 
"S0365-05962015000400564-scl","Cutaneous metastasis from gastrointestinal adenocarcinoma of unknown primary origin","Junqueira, Ana Lucia Ariano, Corbett, Ana Maria França, Oliveira Filho, Jayme de, Nasser, Kassila da Rosa, Haddad, Natalie Nejem, Tebet, Ana Carolina Franco","Anais Brasileiros de Dermatologia; 90(4); 564-566","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400564&lang=pt" 
"S0365-05962015000400473-scl","Evaluation of 25 years of phototherapy for treating psoriasis at a teaching hospital in southern Spain","Toledo-Pastrana, Tomas, García-Hernández, María José, Carrizosa-Esquivel, Ana María, Camacho-Martínez, Francisco Miguel","Anais Brasileiros de Dermatologia; 90(4); 473-478","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400473&lang=pt" 
"S0365-05962015000400529-scl","Female Pattern Hair Loss: a clinical and pathophysiological review","Ramos, Paulo Müller, Miot, Hélio Amante","Anais Brasileiros de Dermatologia; 90(4); 529-543","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400529&lang=pt" 
"S0100-204X2015000800649-scl","Grouping sunflower genotypes for yield, oil content, and reaction to Alternaria leaf spot using GGE biplot","Leite, Regina Maria Villas Bôas de Campos, Oliveira, Maria Cristina Neves de","Pesquisa Agropecuária Brasileira; 50(8); 649-657","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800649&lang=pt" 
"S0021-75572015000400326-scl","Association between gestational age and birth weight on the language development of Brazilian children: a systematic review","Zerbeto, Amanda B., Cortelo, Fernando M., C. Filho, Élio B.","Jornal de Pediatria; 91(4); 326-332","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400326&lang=pt" 
"S0021-75572015000400333-scl","Resurgence of pertussis at the age of vaccination: clinical, epidemiological, and molecular aspects","Torres, Rosângela S.L.A., Santos, Talita Z., Torres, Robson A.A., Pereira, Valéria V.G., Fávero, Lucas A.F., M. Filho, Otavio R., Penkal, Margareth L., Araujo, Leni S.","Jornal de Pediatria; 91(4); 333-338","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400333&lang=pt" 
"S0021-75572015000400339-scl","Screen time impairs the relationship between physical fitness and academic attainment in children","Aguilar, Macarena M., Vergara, Felipe A., Velásquez, Erikson J.A., Marina, Raquel, García-Hermoso, Antonio","Jornal de Pediatria; 91(4); 339-345","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400339&lang=pt" 
"S0021-75572015000400346-scl","Television viewing habits and their influence on physical activity and childhood overweight","Dutra, Gisele F., Kaufmann, Cristina C., Pretto, Alessandra D.B., Albernaz, Elaine P.","Jornal de Pediatria; 91(4); 346-351","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400346&lang=pt" 
"S0021-75572015000400352-scl","Association of neopterin as a marker of immune system activation and juvenile rheumatoid arthritis activity","Shady, Mones M. Abu, Fathy, Hanan A., Ali, Alaa, Youness, Eman R., Fathy, Gihan A.","Jornal de Pediatria; 91(4); 352-357","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400352&lang=pt" 
"S0021-75572015000400358-scl","Health promoting behaviors in adolescence: validation of the Portuguese version of the Adolescent Lifestyle Profile","Sousa, Pedro, Gaspar, Pedro, Fonseca, Helena, Hendricks, Constance, Murdaugh, Carolyn","Jornal de Pediatria; 91(4); 358-365","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400358&lang=pt" 
"S0021-75572015000400366-scl","Parental tobacco consumption and child development","Santos, Nadine F., Costa, Raquel A.","Jornal de Pediatria; 91(4); 366-372","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400366&lang=pt" 
"S0021-75572015000400373-scl","Peri-intraventricular hemorrhage and oxidative and inflammatory stress markers in very-low birth weight newborns","Caldas, Jamil P.S., Braghini, Carolina A., Mazzola, Taís N., Vilela, Maria M.S., Marba, Sérgio T.M.","Jornal de Pediatria; 91(4); 373-379","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400373&lang=pt" 
"S0021-75572015000400380-scl","Quality Assessment of Neonatal Transport performed by the Mobile Emergency Medical Services (SAMU)","Romanzeira, Juliana C.F., Sarinho, Silvia W.","Jornal de Pediatria; 91(4); 380-385","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400380&lang=pt" 
"S0021-75572015000400386-scl","Colonic transit in children and adolescents with chronic constipation","Carmo, Rafael L.M.L., Oliveira, Raquel P.M., Ribeiro, Antonio E.A., Lima, Mariana C.L., Amorim, Bárbara J., Ribeiro, Antonio Fernando, Ramos, Celso D., Bustorff-Silva, Joaquim M., Lomazi, Elizete A.","Jornal de Pediatria; 91(4); 386-391","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400386&lang=pt" 
"S0021-75572015000400397-scl","HIV testing in the maternity ward and the start of breastfeeding: a survival analysis","Possolli, Glaucia T., Carvalho, Márcia L. de, Oliveira, Maria Inês C. de","Jornal de Pediatria; 91(4); 397-404","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000400397&lang=pt" 
"S0100-204X2015000800627-scl","Balanço de energia e controle biofísico da evapotranspiração na Caatinga em condições de seca intensa","Souza, Luciana Sandra Bastos de, Moura, Magna Soelma Beserra de, Sediyama, Gilberto Chohaku, Silva, Thieres George Freire da","Pesquisa Agropecuária Brasileira; 50(8); 627-636","Pesquisa Agropecuária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800627&lang=pt" 
"S0100-204X2015000800637-scl","Relação entre toxicidade de proteínas Vip3Aa e sua capacidade de ligação a receptores intestinais de lepidópteros-praga","Marucci, Suzana Cristina, Figueiredo, Camila Soares, Tezza, Renata Izabel Dozzi, Alves, Eliane Cristina da Cunha, Lemos, Manoel Victor Franco, Desidério, Janete Apparecida","Pesquisa Agropecuária Brasileira; 50(8); 637-648","Pesquisa Agropecuária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800637&lang=pt" 
"S0100-204X2015000800658-scl","Development of a diagrammatic scale for the evaluation of postharvest physiological deterioration in cassava roots","Venturini, Marcela Tonini, Santos, Leandro Ribeiro dos, Oliveira, Eder Jorge de","Pesquisa Agropecuária Brasileira; 50(8); 658-668","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800658&lang=pt" 
"S0100-204X2015000800669-scl","Dry matter accumulation and mineral nutrition of arracacha in response to nitrogen fertilization","Magolbo, Luis Augusto, Carmo, Ezequiel Lopes do, Garcia, Emerson Loli, Fernandes, Adalton Mazetti, Leonel, Magali","Pesquisa Agropecuária Brasileira; 50(8); 669-680","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800669&lang=pt" 
"S0100-204X2015000800681-scl","Produção de matéria seca e controle de plantas daninhas por leguminosas consorciadas com cana-de-açúcar em cultivo orgânico","Dantas, Raíssa de Araujo, Carmona, Ricardo, Carvalho, Arminda Moreira de, Rein, Thomaz Adolpho, Malaquias, Juaci Vitoria, Santos Júnior, João de Deus Gomes dos","Pesquisa Agropecuária Brasileira; 50(8); 681-689","Pesquisa Agropecuária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800681&lang=pt" 
"S0100-204X2015000800690-scl","Correlações canônicas entre caracteres morfológicos e componentes de produção em trigo de duplo propósito","Carvalho, Ivan Ricardo, Souza, Velci Queiróz de, Nardino, Maicon, Follmann, Diego Nicolau, Schmidt, Denise, Baretta, Diego","Pesquisa Agropecuária Brasileira; 50(8); 690-697","Pesquisa Agropecuária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800690&lang=pt" 
"S0100-204X2015000800698-scl","Tolerance to preharvest sprouting and yield of wheat genotypes from different breeding programs","Nörnberg, Rafael, Silva, José Antonio Gonzalez da, Luche, Henrique de Souza, Tessmann, Elisane Weber, Kavalco, Sydney Antonio Frehner, Zimmer, Cristiano Mathias, Baretta, Diego, Maia, Luciano Carlos da, Oliveira, Antonio Costa de","Pesquisa Agropecuária Brasileira; 50(8); 698-706","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800698&lang=pt" 
"S0100-204X2015000800707-scl","Modeling growth and yield of loblolly pinestands under intensive management","Ferraz Filho, Antonio Carlos, Scolforo, José Roberto Soares, Oliveira, Antonio Donizette de, Mello, José Márcio de","Pesquisa Agropecuária Brasileira; 50(8); 707-717","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800707&lang=pt" 
"S0100-204X2015000800718-scl","Limestone particle sizes and lighting regimens on egg and bone quality of laying hens","Xavier, Regina Patrícia de Souza, Freitas, Ednardo Rodrigues, Braz, Nádia Melo, Farias, Nadja Naiara Pereira, Lima, Raffaella Castro, Watanabe, Pedro Henrique, Nascimento, Germano Augusto Jerônimo, Peixoto, Maria Simone Mendes","Pesquisa Agropecuária Brasileira; 50(8); 718-725","Pesquisa Agropecuária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2015000800718&lang=pt" 
"S0102-09352015000400951-scl","Epidural levobupivacaine alone or combined with different morphine doses in bitches under continuous propofol infusion","Albuquerque, V.B., Araújo, M.A., Ferreira, G.T.N.M., Fonseca, M.W., Abimussi, C.J.X., Ferreira, J.Z., Oliva, V.N.L.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 951-960","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400951&lang=pt" 
"S0102-09352015000400961-scl","Observações clinicocirúrgicas em fraturas e luxações vertebrais toracolombares em cães","Araújo, B.M., Silva, A.C., Figueiredo, M.L., Fernandes, T.H.T., Baraúna Junior, D., Bonelli, M.A., Diogo, C.C., Amorim, M.M.A., Tudury, E.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 961-968","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400961&lang=pt" 
"S0102-09352015000400969-scl","Efeito do produto iônico do biovidro 60S na diferenciação osteogênica de células-tronco mesenquimais do tecido adiposo de cães","Alves, E.G.L., Serakides, R., Rosado, I.R., Pereira, M.M., Ocarino, N.M., Oliveira, H.P., Góes, A.M., Rezende, C.M.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 969-978","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400969&lang=pt" 
"S0102-09352015000400993-scl","Matriz porosa do BV60S no tratamento de defeitos ósseos críticosem rádios de cães","Alves, E.G.L., Serakides, R., Rosado, I.R., Varon, J.A.C., Paez, O.L.A., Machado, F.N., Fukushima, F.B., Pereira, M.M., Rezende, C.M.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 993-1002","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000400993&lang=pt" 
"S0102-09352015000401003-scl","Cryptococcus: isolamento ambiental e caracterização bioquímica","Araújo Júnior, E.C., Táparo, C.V., Uchida, C.Y., Marinho, M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1003-1008","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401003&lang=pt" 
"S0102-09352015000401016-scl","Efeito do tipo de envase, flatpacks ou palhetas, sobre a criopreservação da fração rica do sêmen asinino","Sales, A.L.R., Gonczarowska, A.T., Carvalho, L.E., Palhares, M.S., Rossi, R., Silva Filho, J.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1016-1024","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401016&lang=pt" 
"S0102-09352015000401025-scl","Estudo comparativo da eletrocardiografia convencional e computadorizada em equinos das raças Quarto de Milha e Mangalarga Marchador","Lázaro, M.A., Conti, L.M.C., Oliveira, Á.P.L., Figueiró, G.M., Coelho, C.S., Ferreira, F.S., Champion, T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1025-1032","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401025&lang=pt" 
"S0102-09352015000401045-scl","Efeitos da ingestão de cafeína durante a gestação e a lactação sobre a pele de ratas e de filhotes e sua relação com as concentrações séricas do cortisol materno","Botelho, A.F.M., Reis, A.M.S., Ocarino, N.M., Serakides, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1045-1055","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401045&lang=pt" 
"S0102-09352015000401056-scl","Eficácia do dipropionato de imidocarb, da enrofloxacina e do cloridrato de oxitetraciclina no tratamento de bovinos naturalmente infectados por Anaplasma marginale","Alberton, L.R., Orlandini, C.F., Zampieri, T.M., Nakamura, A.Y., Gonçalves, D.D., Piau Júnior, R., Zaniolo, M.M., Cardim, S.T., Vidotto, O., Garcia, J.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1056-1062","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401056&lang=pt" 
"S0102-09352015000401063-scl","Diagnóstico do complexo teníase-cisticercose bovina em São João Evangelista, Minas Gerais, Brasil","Garro, F.L., Santos, T.M., Assis, D.C.S., Heneine, L.G.D., Ornellas, C.B.D., Pinto, P.S.A., Santos, W.L.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1063-1069","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401063&lang=pt" 
"S0102-09352015000401070-scl","Parasitic infections in tambaqui from eight fish farms in Northern Brazil","Dias, M.K.R., Neves, L.R., Marinho, R.G.B., Tavares-Dias, M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1070-1076","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401070&lang=pt" 
"S0102-09352015000401077-scl","Desempenho produtivo de bovinos alimentados com cana-de-açúcar com diferentes níveis de concentrado","Salomão, B.M., Valadares Filho, S.C., Villela, S.D.J., Santos, S.A., Costa e Silva, L.F., Rotta, P.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1077-1086","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401077&lang=pt" 
"S0102-09352015000401087-scl","Análise produtiva e econômica de suínos criados nos sistemas wean-to-finish e convencional de produção","Consoni, W., Cristani, J., Klaumann, F., Arruda, P.M., Zimmermann, A.T., Lorenzetti, R.G., Dacoregio, T.M., Thaler Neto, A., Traverso, S.D.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1087-1095","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401087&lang=pt" 
"S0102-09352015000401096-scl","Avaliação econômica da terminação de bovinos de corte em pastagem irrigada","Soares, J.C.R., Barcellos, J.O.J., Queiroz Filho, L.A.V., Oaigen, R.P., Canozzi, M.E.A., Camargo, C.M., Drumond, L.C.D., Braccini Neto, J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1096-1104","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401096&lang=pt" 
"S0102-09352015000401111-scl","Estimação de parâmetros genéticos para escores visuais e características de desenvolvimento ponderal na raça Nelore","Duitama, L.O., Fonseca, R. da, Bertipaglia, T., Machado, C.H., Soares Filho, C.V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1111-1118","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401111&lang=pt" 
"S0102-09352015000401119-scl","Estimativas de parâmetros genéticos para características de crescimento em ovinos da raça Suffolk no Brasil","Pires, M.P., Farah, M.M., Carreño, L.O.D., Utsunomiya, A.T.H., Ono, R.K., Bertipaglia, T.S., Fonseca, R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1119-1124","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401119&lang=pt" 
"S0102-09352015000401125-scl","Comportamento ingestivo e desempenho produtivo de cordeiros mantidos em pastagem tropical e recebendo diferentes suplementações","Silveira, M.F., Macedo, V.P., Batista, R., Santos, G.B., Negri, R., Castro, J.M., Silveira, A.P., Wlodarski, L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1125-1132","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401125&lang=pt" 
"S0102-09352015000401133-scl","Eficiência de genótipos de Brachiaria brizanthaStapf. (Syn: Urochloa brizantha) na produção de biomassa sob aplicação de fósforo","Camacho, M.A., Silveira, L.P.O., Silveira, M.V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1133-1140","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401133&lang=pt" 
"S0102-09352015000401141-scl","Terminação de novilhos em pastagem de aveia branca consorciada com leguminosa ou associada à suplementação energética","Hirai, M.M.G., Menezes, L.F.G., Kuss, F., Paris, W., Lisbinski, E., Oliveira, O.N., Nazário, D., Schimtz, G.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1141-1149","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401141&lang=pt" 
"S0102-09352015000401150-scl","Perfil de ácidos graxos do leite de vacas Holandês x Gir em pastagem de capim-marandu suplementado com quantidades crescentes de grão de soja tostado","Mourthé, M.H.F., Reis, R.B., Gama, M.A.S., Barros, P.A.V., Antoniassi, R., Bizzo, H.R., Lopes, F.C.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1150-1158","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401150&lang=pt" 
"S0102-09352015000401159-scl","Qualidade interna de diferentes tipos de ovos comercializados durante o inverno e o verão","Fernandes, D.P.B., Mori, C., Nazareno, A.C., Pizzolante, C.C., Moraes, J.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1159-1165","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401159&lang=pt" 
