"S2237-93632014000200073-scl","The influence of time on the quality of life of patients with intestinal stoma","Salles, Valdemir José Alegre, Becker, Carolina de Paula Penteado, Faria, Giuliana da Matta Rossi","Journal of Coloproctology (Rio de Janeiro); 34(2); 73-75","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000200073&lang=pt" 
"S1516-73132014000200315-scl","Ensino de ecologia e animais sinantrópicos: relacionando conteúdos conceituais e atitudinais","Barbosa, Maisie Mitchele, Oliveira, João Leonardo Freitas, Mendonça, Valdir Alves de, Rodrigues, Manoel Fábio","Ciência &amp; Educação (Bauru); 20(2); 315-330","Ciência &amp; Educação (Bauru)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132014000200315&lang=pt" 
"S1516-73132014000200497-scl","Physics teachers&#039; perspectives on High School national curriculum policies","Ferraz, Gleice, Rezende, Flavia","Ciência &amp; Educação (Bauru); 20(2); 497-515","Ciência &amp; Educação (Bauru)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132014000200497&lang=pt" 
"S1516-73132014000200517-scl","O raciocínio de estudantes do Ensino Fundamental na resolução de situações das estruturas multiplicativas","Magina, Sandra Maria Pinto, Santos, Aparecido dos, Merlini, Vera Lucia","Ciência &amp; Educação (Bauru); 20(2); 517-533","Ciência &amp; Educação (Bauru)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132014000200517&lang=pt" 
"S1516-73132014000200449-scl","Trajetórias de mulheres na ciência: &quot;ser cientista&quot; e &quot;ser mulher&quot;","Silva, Fabiane Ferreira da, Ribeiro, Paula Regina Costa","Ciência &amp; Educação (Bauru); 20(2); 449-466","Ciência &amp; Educação (Bauru)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132014000200449&lang=pt" 
"S1984-02922014000100002-scl","Croire en soi, croire en l&#039;autre","Enriquez, Eugène","Fractal : Revista de Psicologia; 26(1); 3-16","Fractal : Revista de Psicologia","Francês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100002&lang=pt" 
"S1984-64872014000100008-scl","Límites, excedentes y placeres: prácticas y discursos en torno al trabajo sexual en una zona rural de México","Parrini, Rodrigo, Amuchástegui, Ana, Garibi González, Cecilia","Sexualidad, Salud y Sociedad (Rio de Janeiro); (16); 153-172","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872014000100008&lang=pt" 
"S1984-64872014000100005-scl","Construindo Vera Cruz e desconstruindo gênero: aproximações entre Pedro Almodóvar e Judith Butler","Rodrigues, Carla, Heilborn, Maria Luiza","Sexualidad, Salud y Sociedad (Rio de Janeiro); (16); 73-85","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872014000100005&lang=pt" 
"S1984-64872014000100003-scl","Pode a &quot;traficada&quot; falar?","Venson, Anamaria Marcon, Pedro, Joana Maria","Sexualidad, Salud y Sociedad (Rio de Janeiro); (16); 31-49","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872014000100003&lang=pt" 
"S1413-82712014000100001-scl","Editorial","","Psico-USF; 19(1); vii-viii","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000100001&lang=pt" 
"S1413-82712014000100003-scl","Sexarca, informação e uso de métodos contraceptivos: comparação entre adolescentes","Patias, Naiana Dapieve, Dias, Ana Cristina Garcia","Psico-USF; 19(1); 13-22","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000100003&lang=pt" 
"S1413-82712014000100007-scl","Criatividade em programas de pós-graduação em educação: práticas pedagógicas e fatores inibidores","Lima, Vivianne Bezerra Figueiredo, Alencar, Eunice M. L. Soriano de","Psico-USF; 19(1); 61-72","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000100007&lang=pt" 
"S2176-66812014000100001-scl","Editorial","","Revista Brasileira de Estudos Pedagógicos; 95(239); 9-10","Revista Brasileira de Estudos Pedagógicos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-66812014000100001&lang=pt" 
"S2176-66812014000100005-scl","Memorial de formação escrito no decorrer da prática docente: aprendizagens sobre alfabetização e letramento","Albuquerque, Mayra Prates, Frison, Lourdes Maria Bragagnolo, Porto, Gilceane Caetano","Revista Brasileira de Estudos Pedagógicos; 95(239); 73-86","Revista Brasileira de Estudos Pedagógicos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-66812014000100005&lang=pt" 
"S1413-82712014000100016-scl","Terapia Cognitiva-Comportamental: da teoria a prática","Silva, Marlene Alves da","Psico-USF; 19(1); 167-168","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000100016&lang=pt" 
"S1413-82712014000100010-scl","Mitos e verdades no ensino de técnicas projetivas","Miguel, Fabiano Koich","Psico-USF; 19(1); 97-106","Psico-USF","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712014000100010&lang=pt" 
"S1413-70542014000200007-scl","Water erosion risk prediction in eucalyptus plantations","Silva, Mayesse Aparecida da, Silva, Marx Leandro Naves, Curi, Nilton, Oliveira, Anna Hoffmann, Avanzi, Junior Cesar, Norton, Lloyd Darrell","Ciência e Agrotecnologia; 38(2); 160-172","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200007&lang=pt" 
"S0103-49792014000100014-scl","A economia política da transformação do nordeste: de Furtado a Unger","Teixeira, Carlos Sávio","Caderno CRH; 27(70); 201-214","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100014&lang=pt" 
"S2317-17822014000200112-scl","Correlation between the characteristics of resonance and aging of the external ear","Silva, Aline Papin Roedas da, Blasca, Wanderléia Quinhoneiro, Lauris, José Roberto Pereira, Oliveira, Jerusa Roberta Massola de","CoDAS; 26(2); 112-116","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200112&lang=pt" 
"S0103-49792014000100005-scl","Subsunção do trabalho imaterial ao capital","Prado, Eleutério F. S., Pinto, José Paulo Guedes","Caderno CRH; 27(70); 61-74","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100005&lang=pt" 
"S0103-49792014000100008-scl","Tempo de trabalho e imaterialidade na teoria social de André Gorz","Silva, Josué Pereira da","Caderno CRH; 27(70); 101-113","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100008&lang=pt" 
"S2317-17822014000200103-scl","Editorial","Dreux, Fernanda, Behlau, Mara","CoDAS; 26(2); 103-104","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200103&lang=pt" 
"S0103-49792014000100001-scl","O trabalho imaterial em discussão: teoria e política","Amorim, Henrique","Caderno CRH; 27(70); 9-12","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100001&lang=pt" 
"S2317-17822014000200175-scl","Extended Neuralgic Amyotrophy Syndrome: voice therapy in one case of vocal fold paralysis","Oliveira, Andréa Gomes de, Pinho, Márcia Monteiro","CoDAS; 26(2); 175-180","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200175&lang=pt" 
"S2317-17822014000200164-scl","Dysfunctions of the stomatognathic system and vocal aspects in Fahr disease: case report","Santos, Karoline Weber dos, Fraga, Bruno Francisco de, Cardoso, Maria Cristina de Almeida Freitas","CoDAS; 26(2); 164-167","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200164&lang=pt" 
"S2317-17822014000200168-scl","Neuroradiology and voice findings in stroke","Godoy, Juliana Fernandes, Brasolotto, Alcione Ghedini, Berretin-Félix, Giédre, Fernandes, Adriano Yacubian","CoDAS; 26(2); 168-174","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200168&lang=pt" 
"S2317-17822014000200155-scl","Measuring noise in classrooms: a systematic review","Fidêncio, Vanessa Luisa Destro, Moret, Adriane Lima Mortari, Jacob, Regina Tangerino de Souza","CoDAS; 26(2); 155-158","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200155&lang=pt" 
"S2317-17822014000200159-scl","Behavioral characteristics of dysphonic children: integrative literature review","Maia, Andréa Alves, Gama, Ana Cristina Côrtes, Kümmer, Arthur Melo e","CoDAS; 26(2); 159-163","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200159&lang=pt" 
"S2317-17822014000200148-scl","Insertion and performance of Speech-Language Pathology and Audiology in Family Health Support Centers","Molini-Avejonas, Daniela Regina, Aboboreira, Meiriane Silva, Couto, Maria Inês Vieira, Samelli, Alessandra Giannella","CoDAS; 26(2); 148-154","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200148&lang=pt" 
"S2317-17822014000200138-scl","Adaptation of the Child Development Clinical Risk Indicators instrument to retrospective parent report","Machado, Fernanda Prada, Palladino, Ruth Ramalho Ruivo, Cunha, Maria Claudia","CoDAS; 26(2); 138-147","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200138&lang=pt" 
"S2317-17822014000200131-scl","Adaptation of Clinical Evaluation of Language Functions - 4th Edition to Brazilian Portuguese","Bento-Gaz, Ana Carolina Paiva, Befi-Lopes, Debora Maria","CoDAS; 26(2); 131-137","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200131&lang=pt" 
"S2317-17822014000200122-scl","Intensive non-avoidance group therapy with stutterer adults: preliminary results","Georgieva, Dobrinka","CoDAS; 26(2); 122-130","CoDAS","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200122&lang=pt" 
"S0103-49792014000100013-scl","A luta pelos direitos humanos: profissionalização de causas e politização do direito","Petrarca, Fernanda Rios","Caderno CRH; 27(70); 181-199","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100013&lang=pt" 
"S0103-49792014000100010-scl","Desenvolvimento local, empreendedorismo e &quot;governança&quot; urbana: onde está o trabalho nesse contexto?","Wolff, Simone","Caderno CRH; 27(70); 131-150","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100010&lang=pt" 
"S0103-49792014000100011-scl","Mídia, consumo e crime na juventude: a construção de um traçado teórico","Melo, Patricia Bandeira de, Assis, Rodrigo Vieira de","Caderno CRH; 27(70); 151-164","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100011&lang=pt" 
"S2317-17822014000200117-scl","Auditory Brainstem Response: reference-values for age","Rosa, Luana Araujo Cruz, Suzuki, Marcia Rumi, Angrisani, Rosanna Giaffredo, Azevedo, Marisa Frassom","CoDAS; 26(2); 117-121","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200117&lang=pt" 
"S0103-49792014000100009-scl","Valor, renda e &quot;imaterialidade&quot; no capitalismo contemporâneo","Cavalcante, Sávio Machado","Caderno CRH; 27(70); 115-130","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100009&lang=pt" 
"S0103-49792014000100004-scl","El trabajo inmaterial en el ciclo material del capital y la determinación de las clases sociales en el capitalismo contemporáneo","Valencia, Adrián Sotelo","Caderno CRH; 27(70); 47-59","Caderno CRH","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100004&lang=pt" 
"S0103-49792014000100007-scl","Emprego e trabalho no início do século XXI: revisitando Keynes e Marx","Moraes Neto, Benedito Rodrigues de","Caderno CRH; 27(70); 91-100","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100007&lang=pt" 
"S0103-49792014000100006-scl","Teoria do valor e trabalho produtivo no setor de serviços","Rosso, Sadi Dal","Caderno CRH; 27(70); 75-89","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100006&lang=pt" 
"S0103-49792014000100002-scl","Vida, trabalho e valor no século XXI: desfazendo o nó","Huws, Ursula Elin","Caderno CRH; 27(70); 13-30","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100002&lang=pt" 
"S2317-17822014000200105-scl","Influence of memory, attention, IQ and age on auditory temporal processing tests: preliminary study","Murphy, Cristina Ferraz Borges, Zachi, Elaine Cristina, Roque, Daniela Tsubota, Ventura, Dora Selma Fix, Schochat, Eliane","CoDAS; 26(2); 105-111","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000200105&lang=pt" 
"S0103-49792014000100003-scl","As teorias do trabalho imaterial: uma reflexão crítica a partir de Marx","Amorim, Henrique","Caderno CRH; 27(70); 31-45","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100003&lang=pt" 
"S0103-49792014000100012-scl","Agora abaixe o som: UPPS, ordem e música na cidade do Rio de Janeiro","Silva, Luciane Soares da","Caderno CRH; 27(70); 165-179","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000100012&lang=pt" 
"S1135-57272014000200002-esp","Secuelas a largo plazo de la crisis económica y desigualdades sociales en salud","Dávila-Quintana, Carmen Delia, Lopez-Valcarcel, Beatriz G.","Revista Española de Salud Pública; 88(2); 187-190","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200002&lang=pt" 
"S1135-57272014000200011-esp","Estimación del consumo de drogas de abuso y sus metabolitos a partir de su presencia en el agua residual de Talavera de la Reina y en el ríoTajo","Frías Chicharro, Ana, González-Alonso, Silvia, Montero Rubio, Juan Carlos, Valcárcel Rivera, Yolanda","Revista Española de Salud Pública; 88(2); 289-299","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200011&lang=pt" 
"S1135-57272014000200008-esp","Tendencia y distribución municipal de la incidencia de cáncer de mama en el área de salud de León (1996-2010)","García Martínez, Lidia, Pollán Santamaría, Marina, López-Abente, Gonzalo, Sánchez Jacob, María Mercedes, García Palomo, Andrés, González Martínez, Raquel, Honrado Franco, Emiliano, Martín Sánchez, Vicente","Revista Española de Salud Pública; 88(2); 261-269","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200008&lang=pt" 
"S1135-57272014000200009-esp","Validación del cuestionario International Fitness Scale (IFIS) en sujetos colombianos de entre 18 y 30 años de edad","Español-Moya, Mayra Nathalie, Ramírez-Vélez, Robinson","Revista Española de Salud Pública; 88(2); 271-278","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200009&lang=pt" 
"S1135-57272014000200010-esp","Carga de enfermedad en la comunidad autónoma de Cataluña utilizando años de vida ajustados por discapacidad (2005-2010)","Cuadras Andreu, Anna, Rovira Ricart, Enric","Revista Española de Salud Pública; 88(2); 279-288","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200010&lang=pt" 
"S1135-57272014000200006-esp","Impacto del Real Decreto-Ley 16/2012 sobre el copago farmacéutico en el número de recetas y en el gasto farmacéutico","Antoñanzas Villar, Fernando, Rodríguez-Ibeas, Roberto, Juárez-Castelló, Carmelo A., Lorente Antoñanzas, Mª Reyes","Revista Española de Salud Pública; 88(2); 233-249","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200006&lang=pt" 
"S1135-57272014000200003-esp","Cólera epidémico en situaciones de emergencia compleja","Campuzano Cuadrado, Pedro, Arcos González, Pedro","Revista Española de Salud Pública; 88(2); 191-201","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200003&lang=pt" 
"S1135-57272014000200012-esp","Atención a mujeres inmigrantes en un programa de mediación intercultural en salud","Alcaraz Quevedo, Manuela, Paredes-Carbonell, Joan J., Sancho Mestre, Carla, López-Sánchez, Pilar, García Moreno, J. Luis, Vivas Consuelo, David","Revista Española de Salud Pública; 88(2); 301-310","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200012&lang=pt" 
"S1135-57272014000200005-esp","Barreras a la introducción de una agencia evaluadora para informar la financiación o la desinversión de prestaciones sanitarias del Sistema Nacional de Salud","Artells, Juan José, Peiró, Salvador, Meneu, Ricard","Revista Española de Salud Pública; 88(2); 217-231","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200005&lang=pt" 
"S0100-69162014000200017-scl","Application of response surface methodology to study the biological removal of nitrogen from effluent of cattle slaughterhouse in a sequencing batch reactor","Lima, Adriana N. de, Gomes, Benedito M., Gomes, Simone D., Carvalho, Karina Q. de, Christ, Divair","Engenharia Agrícola; 34(2); 363-371","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200017&lang=pt" 
"S1135-57272014000200007-esp","Desarrollo de un modelo de predicción de riesgo de hospitalizaciones no programadas en el País Vasco","Orueta Mendia, Juan F., García-Álvarez, Arturo, Alonso-Morán, Edurne, Nuño-Solinis, Roberto","Revista Española de Salud Pública; 88(2); 251-260","Revista Española de Salud Pública","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272014000200007&lang=pt" 
"S0034-89102014000200266-scl","Prevalência e fatores associados aos comportamentos sedentários em adolescentes","Dias, Paula Jaudy Pedroso, Domingos, Isabela Prado, Ferreira, Márcia Gonçalves, Muraro, Ana Paula, Sichieri, Rosely, Gonçalves-Silva, Regina Maria Veras","Revista de Saúde Pública; 48(2); 266-274","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200266&lang=pt" 
"S0034-89102014000200275-scl","Necessidade de aprimoramento do atendimento à saúde no sistema carcerário","Fernandes, Luiz Henrique, Alvarenga, Carlos Willie, Santos, Luciane Loures dos, Pazin Filho, Antonio","Revista de Saúde Pública; 48(2); 275-283","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200275&lang=pt" 
"S0034-89102014000200240-scl","Integralidade no cuidado ao câncer do colo do útero: avaliação do acesso","Brito-Silva, Keila, Bezerra, Adriana Falangola Benjamin, Chaves, Lucieli Dias Pedreschi, Tanaka, Oswaldo Yoshimi","Revista de Saúde Pública; 48(2); 240-248","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200240&lang=pt" 
"S0034-89102014000200249-scl","Características contextuais de vizinhança e atividade física de lazer: Estudo Pró-Saúde","Boclin, Karine de Lima Sírio, Faerstein, Eduardo, Leon, Antônio Carlos Monteiro Ponce de","Revista de Saúde Pública; 48(2); 249-257","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200249&lang=pt" 
"S0034-89102014000200284-scl","Fatores associados à persistência à terapia hormonal em mulheres com câncer de mama","Brito, Cláudia, Portela, Margareth Crisóstomo, Vasconcellos, Mauricio Teixeira Leite de","Revista de Saúde Pública; 48(2); 284-295","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200284&lang=pt" 
"S0034-89102014000200295-scl","Trypanosoma cruzi strains from triatomine collected in Bahia and Rio Grande do Sul, Brazil","Ribeiro, Aline Rimoldi, Mendonça, Vagner José, Alves, Renata Tomé, Martinez, Isabel, Araújo, Renato Freitas de, Mello, Fernanda, Rosa, João Aristeu da","Revista de Saúde Pública; 48(2); 295-302","Revista de Saúde Pública","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200295&lang=pt" 
"S0034-89102014000200357-scl","Integração e continuidade do cuidado em modelos de rede de atenção à saúde para idosos frágeis","Veras, Renato Peixoto, Caldas, Célia Pereira, Motta, Luciana Branco da, Lima, Kenio Costa de, Siqueira, Ricardo Carreño, Rodrigues, Renata Teixeira da Silva Vendas, Santos, Luciana Maria Alves Martins, Guerra, Ana Carolina Lima Cavaletti","Revista de Saúde Pública; 48(2); 357-365","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200357&lang=pt" 
"S0034-89102014000200347-scl","Proposta conceitual de telessaúde no modelo da pesquisa translacional","Silva, Angélica Baptista, Morel, Carlos Médicis, Moraes, Ilara Hämmerli Sozzi de","Revista de Saúde Pública; 48(2); 347-356","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200347&lang=pt" 
"S0034-89102014000200225-scl","Impacto do estresse na saúde de cortadores de cana","Priuli, Roseana Mara Aredes, Moraes, Maria Silvia de, Chiaravalloti, Rafael Morais","Revista de Saúde Pública; 48(2); 225-231","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200225&lang=pt" 
"S0034-89102014000200314-scl","Fatores de atraso na alta hospitalar em hospitais de ensino","Silva, Soraia Aparecida da, Valácio, Reginaldo Aparecido, Botelho, Flávia Carvalho, Amaral, Carlos Faria Santos","Revista de Saúde Pública; 48(2); 314-321","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200314&lang=pt" 
"S0034-89102014000200232-scl","Elaboração e validação de instrumento avaliador da adesão ao tratamento da hipertensão","Rodrigues, Malvina Thaís Pacheco, Moreira, Thereza Maria Magalhães, Andrade, Dalton Francisco de","Revista de Saúde Pública; 48(2); 232-240","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200232&lang=pt" 
"S0034-89102014000200304-scl","Comparação de modelos de assistência ao parto em hospitais públicos","Vogt, Sibylle Emilie, Silva, Kátia Silveira da, Dias, Marcos Augusto Bastos","Revista de Saúde Pública; 48(2); 304-313","Revista de Saúde Pública","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200304&lang=pt" 
"S0034-89102014000200206-scl","HIV/AIDS knowledge among men who have sex with men: applying the item response theory","Gomes, Raquel Regina de Freitas Magalhães, Batista, José Rodrigues, Ceccato, Maria das Graças Braga, Kerr, Lígia Regina Franco Sansigolo, Guimarães, Mark Drew Crosland","Revista de Saúde Pública; 48(2); 206-215","Revista de Saúde Pública","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200206&lang=pt" 
"S0034-89102014000200331-scl","Body image in Brazil: recent advances in the state of knowledge and methodological issues","Laus, Maria Fernanda, Kakeshita, Idalina Shiraishi, Costa, Telma Maria Braga, Ferreira, Maria Elisa Caputo, Fortes, Leonardo de Sousa, Almeida, Sebastião Sousa","Revista de Saúde Pública; 48(2); 331-346","Revista de Saúde Pública","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102014000200331&lang=pt" 
"S1981-81222014000100015-scl","Homenagem tardia","Schröder, Peter","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas; 9(1); 245-247","Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-81222014000100015&lang=pt" 
"S0102-311X2014000400715-spa","Syphilis in pregnancy and congenital syphilis in Amazonas State, Brazil: an evaluation using database linkage","Soeiro, Claudia Marques de Oliveira, Miranda, Angélica Espinosa, Saraceni, Valeria, Santos, Marcelo Cordeiro dos, Talhari, Sinesio, Ferreira, Luiz Carlos de Lima","Cadernos de Saúde Pública; 30(4); 715-723","Cadernos de Saúde Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400715&lang=pt" 
"S0102-311X2014000400827-spa","Apoio social e prática de atividade física em adolescentes da rede pública de ensino: qual a importância da família e dos amigos?","Prado, Crisley Vanessa, Lima, Alex Vieira, Fermino, Rogério César, Añez, Ciro Romelio Rodriguez, Reis, Rodrigo Siqueira","Cadernos de Saúde Pública; 30(4); 827-838","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400827&lang=pt" 
"S0102-311X2014000400724-spa","Acceptability of self-conducted home-based HIV testing among men who have sex with men in Brazil: data from an on-line survey","Lippman, Sheri A., Périssé, André R. S., Veloso, Valdiléa G., Sullivan, Patrick S., Buchbinder, Susan, Sineath, R. Craig, Grinsztejn, Beatriz","Cadernos de Saúde Pública; 30(4); 724-734","Cadernos de Saúde Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400724&lang=pt" 
"S0100-69162014000200009-scl","Demanda tractiva en función de la resistencia mecánica del suelo a la penetración","Borges, Pedro H. M., Bianchini, Aloísio, Maia, João C. S., Fernándes, Haroldo C., Mendoza, Zaíra M. S. H.","Engenharia Agrícola; 34(2); 273-285","Engenharia Agrícola","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200009&lang=pt" 
"S0100-69162014000200008-scl","Mobilização do solo e profundidade de semeadura por diferentes mecanismos para o manejo do sulco de semeadura em uma semeadora direta","Brandelero, Evandro M., Araujo, Augusto G. de, Ralisch, Ricardo","Engenharia Agrícola; 34(2); 263-272","Engenharia Agrícola","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200008&lang=pt" 
"S0100-69162014000200002-scl","Drought resistance of sugar-cane crop for different levels of water availability in the soil","Barbosa, Fernando da S., Coelho, Rubens D., Maschio, Rafael, Lima, Carlos J. G. de S., Silva, Everaldo M. da","Engenharia Agrícola; 34(2); 203-210","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200002&lang=pt" 
"S0100-69162014000200005-scl","Trickle irrigation: effects on papaya crop","Carvalho, Gian C., Coelho, Eugênio F., Silva, Afrânio dos S. A. M. da, Pamponet, Arthur J. M.","Engenharia Agrícola; 34(2); 236-243","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200005&lang=pt" 
