"S0034-75152013000300016-cub","Truabin inyectable","","Revista Cubana de Farmacia; 47(3); 423-424","Revista Cubana de Farmacia","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152013000300016&lang=pt" 
"S0718-58392013000300017-chl","Mathematical modeling for the annatto (Bixa orellana L.) seed drying process","da Costa Santos, Dyego, de Melo Queiroz, Alexandre José, Feitosa de Figueirêdo, Rossana Maria, Neto Alves de Oliveira, Emanuel","Chilean journal of agricultural research; 73(3); 320-326","Chilean journal of agricultural research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392013000300017&lang=pt" 
"S0717-95022013000300001-chl","Estudio Morfométrico de la Arteria Radial y su Implicación en la Cirugía de Revascularización Miocárdica","Reyes Hernández, Cynthia Guadalupe, Velázquez Gauna, Sergio Everardo, Bazaldúa Cruz, Juan José, Hinojosa Amaya, José Miguel, Elizondo Omaña, Rodrigo E, Guzmán López, Santos","International Journal of Morphology; 31(3); 791-796","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300001&lang=pt" 
"S0717-95022013000300002-chl","Perfil Antropométrico de Remeros Juveniles Chilenos","Gajardo Burgos, Rubén, Gómez Coronado, Cristian, Flández Valderrama, Jorge, Martínez Huenchullán, Sergio, Monrroy Uarac, Manuel","International Journal of Morphology; 31(3); 797-801","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300002&lang=pt" 
"S0717-95022013000300003-chl","Expression of Vimentin and GFAP Protein of Cerebral Cortex and Its Impact on Corticogenesis Disorder as a Result of 2-Methoxyethanol","Irnidayanti, Yulia, Darmanto, Win","International Journal of Morphology; 31(3); 802-808","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300003&lang=pt" 
"S0717-95022013000300005-chl","Arabian Oryx (Oryx leucoryx) Trachea: a Descriptive and Morphometric Analysis","Al-Zhgoul, Mohammad Borhan, Dalab, Abdul Hafeed S, Abdulhakeem, ElJarah, Ismail, Zuhair Bani, Thanain, Al Thanain","International Journal of Morphology; 31(3); 813-818","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300005&lang=pt" 
"S0717-95022013000300006-chl","Unusual Branches of Femoral Artery in the Femoral Triangle: A Case Report","Nayak B, Satheesha, Mishra, Snigdha, George, Bincy M, Cherian, Saju Binu, Shetty, Surekha D","International Journal of Morphology; 31(3); 819-821","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300006&lang=pt" 
"S0717-95022013000300007-chl","La Altura Ósea Alveolar en Sector Posterior de Maxila y su Relación con la Ausencia Dentaria","Mendoza, Gary, Morales, Pedro, Reyes, Felipe, Navarro, Pablo, Garay, Ivonne, Olate, Sergio","International Journal of Morphology; 31(3); 822-825","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300007&lang=pt" 
"S0717-95022013000300008-chl","Morphological Characterization of Gecko&#039;s (Eublepharis macularius) Glial Cells in Culture","Grzesiak, Jakub, Marycz, Krzysztof, Szarek, Dariusz, Jarmundowicz, Wlodzimierz","International Journal of Morphology; 31(3); 826-831","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300008&lang=pt" 
"S0717-95022013000300010-chl","Estudio Comparativo de la Cicatrización en Quemaduras con Tratamiento en Base a Miel de Ulmo (Eucryphia cordifolia) y Vitamina C oral versus Hidrogel en Cobayos (Cavia porcellus)","Schencke, Carolina, Salvo, Jessica, Vasconcellos, Adriana, del Sol, Mariano","International Journal of Morphology; 31(3); 839-844","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300010&lang=pt" 
"S0717-95022013000300011-chl","Effects of Formaldehyde and Vimentin Expression in Rat Skin","Kalkanli, Sevgi, Kalkanli, Nevin, Deveci, Engin, Dal, Tuba, Baran, Özlem","International Journal of Morphology; 31(3); 845-848","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300011&lang=pt" 
"S0717-95022013000300012-chl","Protective Role of Melatonin in Mouse Spermatogenesis Induced by Sodium Arsenite","Bustos-Obregón, Eduardo, Poblete, Daniel, Catriao, Roberto, Fernandes, Fábio Henrique","International Journal of Morphology; 31(3); 849-856","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300012&lang=pt" 
"S0717-95022013000300014-chl","Histological Remarks of the Uterus of Sympterygia acuta (Garman, 1877) and Sympterygia bonapartii (Müller &amp; Henle, 1841) (Chondrichthyes; Rajidae)","Díaz-Andrade, María Constanza, Lopez-Cazorla, Andrea, Galíndez, Elena Juana","International Journal of Morphology; 31(3); 864-872","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300014&lang=pt" 
"S0717-95022013000300015-chl","Optimización en el Manejo de Reproductores para una Mayor Producción de Huevos y Larvas de Psetta maxima (Linneaus, 1758)","Pepe-Victoriano, Renzo, Araya, Miguel, Faúndez, Víctor, Rodríguez, Manuel","International Journal of Morphology; 31(3); 873-878","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300015&lang=pt" 
"S0717-95022013000300016-chl","Anatomy Basis and Clinical Significance of Various Types of Abductor Hallucis Superior Margin Arterial Arcades","Tan, Wei, Huang, Wen-hua, Li, Xu, Liu, Ke","International Journal of Morphology; 31(3); 879-887","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300016&lang=pt" 
"S0717-95022013000300017-chl","Citología y Análisis Morfométrico de las Células del Epitelio Vaginal Durante el Ciclo Estral en Ovejas de Pelo (Ovis aries)","Clemente Ovando, Neftali, Orihuela Trujillo, Agustín, Flores Pérez, Fernando Iván, Aguirre Flores, Virginio","International Journal of Morphology; 31(3); 888-893","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300017&lang=pt" 
"S0717-95022013000300018-chl","Morphology of the Cement-Enamel Junction (CEJ), Clinical Correlations","Roa, Ignacio, del Sol, Mariano, Cuevas, Johan","International Journal of Morphology; 31(3); 894-898","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300018&lang=pt" 
"S0717-95022013000300020-chl","Bilateral Absence of Superior Gemellus Muscle in Elderly Cadaver","Fernandes, Rodrigo M. P, Lazzoli, José K, Manaia, Jorge H. M, Babinski, Marcio A","International Journal of Morphology; 31(3); 902-904","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300020&lang=pt" 
"S0717-95022013000300026-chl","Morphometric Differences in Testicular Tissue of Tadarida brasiliensis Bats from the Urban Area of Mexico City During Summer, Autumn, and Winter","Pérez-Rivero, Juan J, Rendon-Franco, Emilio, Pérez-Martínez, Mario, Ávalos-Rodríguez, Alejandro, Ávila-Flores, Rafael","International Journal of Morphology; 31(3); 932-936","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300026&lang=pt" 
"S0717-95022013000300029-chl","Iniciativas Disponibles para el Reporte de Resultados en Investigación Biomédica con Diferentes Tipos de Diseño","Manterola, Carlos, Otzen, Tamara, Lorenzini, Nicolas, Díaz, Andrés, Torres-Quevedo, Rodrigo, Claros, Nataniel","International Journal of Morphology; 31(3); 945-956","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300029&lang=pt" 
"S0717-95022013000300030-chl","Discriminación entre Atletas y No Atletas Basada en la Estructura Latente de Algunas Variables Biométricas","Rexhepi, Agron M, Brestovci, Behlul","International Journal of Morphology; 31(3); 957-962","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300030&lang=pt" 
"S0717-95022013000300031-chl","Análisis de los Grosores Tisulares a Nivel de Nasion y Glabela según Sexo y Biotipo, en Pacientes entre 20 y 27 Años de Edad","Reininger, David, Lillo, Paola, Solé, Pedro","International Journal of Morphology; 31(3); 963-966","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300031&lang=pt" 
"S0717-95022013000300033-chl","Perfil de Metilación de Genes Supresores de Tumores APAF1, ASSP1, p73 y FHIT en Pacientes con Leucemia Linfoblástica Aguda Infantil","Melo A, Angélica, Artigas A, Carmen Gloria, Muñoz N, Sergio, Brebi M, Priscilla, Hoffstetter G, Rene, Roa S, Juan Carlos","International Journal of Morphology; 31(3); 973-979","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300033&lang=pt" 
"S0717-95022013000300034-chl","Effect of Amnion-Wrapped Allogenic Nerve Bridging on Peripheral Nerve Injury","Zhang, Yan-Ru, Zhang, Ge-Chen, Liu, Qiu-Hao, Wang, Yi-Sheng","International Journal of Morphology; 31(3); 980-985","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300034&lang=pt" 
"S0717-95022013000300035-chl","Análisis Morfométrico de los Reparos Anatómicos Involucrados en la Técnica Quirúrgica de Colocación de Implantes Cigomáticos","Alves, N","International Journal of Morphology; 31(3); 986-990","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300035&lang=pt" 
"S0717-95022013000300036-chl","Macroscopic Morphometric Analysis of Genital Organs of Rabbit does with Differing Parturitions at 24 Hours Post-weaning","Aragón-Hernández, Jesús, Flores-Pérez, Fernando Iván, Hallal-Calleros, Claudia, Pérez-Martínez, Mario","International Journal of Morphology; 31(3); 991-996","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300036&lang=pt" 
"S0717-95022013000300037-chl","Método para la Generación de Modelos de Elementos Finitos de Dientes","Kuramochi, Gisaku, del Sol, Mariano","International Journal of Morphology; 31(3); 997-1002","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300037&lang=pt" 
"S0717-95022013000300038-chl","Biometry of the Skull of Wild and Farm Long-tailed Chinchilla (Chinchilla laniger, Molina, 1782)","Baranowski, Piotr, Wróblewska, Magdalena, Nowak, Piotr, Pezinska, Katarzyna","International Journal of Morphology; 31(3); 1003-1011","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300038&lang=pt" 
"S0717-95022013000300039-chl","Alteraciones Morfológicas del Bazo de Ratas (Rattus norvergicus), Tratadas con Trióxido de Arsénico","Alfaro-Burgos, S","International Journal of Morphology; 31(3); 1012-1019","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300039&lang=pt" 
"S0717-95022013000300040-chl","Raíces Dentales Humanas Normales y con Perlas de Cemento: Comparación Histológica de Estructuras","Kohli, Alicia, Pezzotto, Stella M, Poletto, Leonor","International Journal of Morphology; 31(3); 1020-1025","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300040&lang=pt" 
"S0717-95022013000300041-chl","Estudio Morfológico e Histoquímico de las Glándulas Cefálicas de Bothrops alternatus (Ophidia, Viperidae)","Parpinelli, Ana Carolina, Lopes, Ruberval A, Sala, Miguel A, Issa, João Paulo M, Lopes, Túlio Roberto V. P","International Journal of Morphology; 31(3); 1026-1033","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300041&lang=pt" 
"S0717-95022013000300042-chl","Prenatal Stress Caused by Movement Restriction Induces Changes in the Development of Skull Bone in CF-1 Mice Progeny","Henríquez, Ricardo, Olivares, Rossy, Caro, Gabriel, Guevara, Víctor, Lizana, Pablo","International Journal of Morphology; 31(3); 1034-1040","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300042&lang=pt" 
"S0717-95022013000300043-chl","Efecto Tóxico del Extracto Acuoso de Ruta graveolens del Norte de México sobre el Hígado de Rata Wistar","Serrano-Gallardo, Luis B, Soto-Domínguez, Adolfo, Ruiz-Flores, Pablo, Nava-Hernández, Martha P, Morán-Martínez, Javier, García-Garza, Rubén, Martínez-Pérez, Edith F","International Journal of Morphology; 31(3); 1041-1048","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300043&lang=pt" 
"S0717-95022013000300045-chl","Carcinoma de Células Claras Variedad No Hialinizante de Parótida: Comunicación de Dos Casos con Diferente Grado de Diferenciación","Avila, R. E, Samar, M. E, Ferraris, L, Ferraris, R. V, Fonseca, I, Corball, A, Asís, O. G, Olmedo, L","International Journal of Morphology; 31(3); 1056-1061","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300045&lang=pt" 
"S0717-95022013000300046-chl","Effect of Photoperiod and Melatonin on Volume and Cellular Parameters of Testis in Pinealectomized Rats","Akosman, Murat Sirri, Özdemir, Vural, Taskiran, Nihal, Akalan, Mehmet Aydin, Bülbül, Aziz","International Journal of Morphology; 31(3); 1062-1067","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300046&lang=pt" 
"S0717-95022013000300047-chl","Scanning Electron Microscopy of the Gastrointestinal Tract of Nile Perch (Lates niloticus, Linneaus, 1758)","Namulawa, Victoria Tibenda, Kato, Charcles Drago, Nyatia, Edward, Rutaisire, Justus, Britz, Peter","International Journal of Morphology; 31(3); 1068-1075","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300047&lang=pt" 
"S0717-95022013000300048-chl","Morphological, Stereological and Histometrical Assessment of the Testicular Parameters between Holstein and Simmental Bulls","Akosman, Murat Sirri, Lenger, Ömer Faruk, Demirel, Hasan Hüseyin","International Journal of Morphology; 31(3); 1076-1080","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300048&lang=pt" 
"S0717-95022013000300049-chl","Protective Role of Melatonin and Taurine Against Carbamazepine-induced Toxicity in Freshly Isolated Rat Hepatocytes","Eghbal, Mohammad Ali, Taziki, Shohreh, Sattari, Mohammad Reza","International Journal of Morphology; 31(3); 1081-1089","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300049&lang=pt" 
"S0717-95022013000300050-chl","Expresión Morfológica de la Arteria Basilar: Un Estudio con Material de Autopsia de Individuos Colombianos","Forero, Pedro Luis, Ballesteros, Luis Ernesto, Ramírez, Luis Miguel","International Journal of Morphology; 31(3); 1090-1096","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300050&lang=pt" 
"S0717-95022013000300054-chl","Resultados de la Cirugía Laparoscópica en Quistes Hepáticos No Parasitarios","Manterola, Carlos","International Journal of Morphology; 31(3); 1116-1119","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300054&lang=pt" 
"S0717-95022013000300056-chl","Estudio Comparativo entre Dos Intensidades de Ultrasonido Continuo en la Reparación del Nervio Espinal Lesionado por Compresión","Farfán C, Emilio, Matamala V, Fernando","International Journal of Morphology; 31(3); 1124-1129","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300056&lang=pt" 
"S0717-95022013000300058-chl","Histiocitosis Dendrocítica (Histiocitosis de Células de Langerhans), Manifestaciones Orales y Craneofaciales: Reporte de Tres Casos","Valenzuela Rivera, Oriana, Cortés Santander, Juan José, Vila Valenzuela, María Angélica, Parra Lara, Roxana","International Journal of Morphology; 31(3); 1137-1145","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300058&lang=pt" 
"S1806-37132013000500633-scl","Mortality distribution due to tracheal, lung, and bronchial cancer by gender, Brazil, 1980-2010","Guimaraes, Raphael Mendonca, Santos, Talami Sayole Costa","Jornal Brasileiro de Pneumologia; 39(5); 633-635","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500633&lang=pt" 
"S1806-37132013000500636-scl","Mediastinal cyst as a cause of severe airway compression and dysphonia","Menezes, Vanessa Costa, Cardoso, Paulo Francisco Guerreiro, Minamoto, Helio, Jacomelli, Marcia, Gutierrez, Paulo Sampaio, Jatene, Fabio Biscegli","Jornal Brasileiro de Pneumologia; 39(5); 636-640","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500636&lang=pt" 
"S1806-37132013000500613-scl","Pneumomediastinum, subcutaneous emphysema, and pneumothorax after a pulmonary function testing in a patient with bleomycin-induced interstitial pneumonitis","Araujo, Mariana Sponholz, Fernandes, Frederico Leon Arrabal, Kay, Fernando Uliana, Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 39(5); 613-619","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500613&lang=pt" 
"S1806-37132013000500529-scl","The Brazilian Journal of Pulmonology and international databases","Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 39(5); 529-531","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500529&lang=pt" 
"S1806-37132013000500547-scl","Validation and development of an immunonephelometric assay for the determination of alpha-1 antitrypsin levels in dried blood spots from patients with COPD","Zillmer, Laura Russo, Russo, Rodrigo, Manzano, Beatriz Martins, Ivanaga, Ivan, Nascimento, Oliver Augusto, Souza, Altay Alves Lino de, Santos Junior, Gildo, Rodriguez, Francisco, Miravitlles, Marc, Jardim, Jose Roberto","Jornal Brasileiro de Pneumologia; 39(5); 547-554","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500547&lang=pt" 
"S1806-37132013000500579-scl","Prevalence of and factors influencing smoking among medical and non-medical students in Tbilisi, Georgia","Chkhaidze, Ivane, Maglakelidze, Nino, Maglakelidze, Tamaz, Khaltaev, Nikolai","Jornal Brasileiro de Pneumologia; 39(5); 579-584","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500579&lang=pt" 
"S1806-37132013000500627-scl","Epipericardial fat necrosis: an unusual cause of chest pain","Giassi, Karina de Souza, Costa, Andre Nathan, Apanavicius, Andre, Bachion, Guilherme Hipolito, Musolino, Rafael Silva, Kairalla, Ronaldo Adib","Jornal Brasileiro de Pneumologia; 39(5); 627-629","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500627&lang=pt" 
"S1806-37132013000500630-scl","Thoracic lipomas simulating metastasis","Cabral, Pedro, Baptista, Manuela","Jornal Brasileiro de Pneumologia; 39(5); 630-632","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500630&lang=pt" 
"S0717-95022013000300028-chl","Unusual Branching Pattern of External Iliac Artery: Case Report","Ranganath, Vallabhajosyula, Gayathri, T","International Journal of Morphology; 31(3); 942-944","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300028&lang=pt" 
"S0717-95022013000300055-chl","Aparición de Melanina como Pigmento Protector en el Encéfalo de Xenopus laevis para Protegerlo de los Efectos de la Radiación Ultravioleta","Díaz Murillo, H, Pedemonte Campos, C","International Journal of Morphology; 31(3); 1120-1123","International Journal of Morphology","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300055&lang=pt" 
"S0718-58392013000300014-chl","Growth and nutrient accumulation of Anacardium othonianum Rizz. seedlings grown in nutrient solution","Alexandre Bessa, Layara, Guimarães Silva, Fabiano, Alvarenga Moreira, Marialva, Ribeiro Teodoro, João Paulo, Loureiro Soares, Frederico Antônio","Chilean journal of agricultural research; 73(3); 301-308","Chilean journal of agricultural research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392013000300014&lang=pt" 
"S0717-95022013000300009-chl","Anthropological and Perceptual Predictors Affecting the Ranking in Arm Wrestling Competition","Akpina, Selcuk, Zileli, Raif, Senyüzlü, Emre, Tunca, Seydi A","International Journal of Morphology; 31(3); 832-838","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300009&lang=pt" 
"S0717-95022013000300052-chl","Accessory Mental Foramina Assessed by Cone-Beam Computed Tomography: Report of Unilateral and Bilateral Detection","Garay, Ivonne, Cantín, Mario","International Journal of Morphology; 31(3); 1104-1108","International Journal of Morphology","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022013000300052&lang=pt" 
"S0718-58392013000300009-chl","Performance and ultrasound measurements of beef cattle fed diets based on whole corn or oats grains","Arelovich, Hugo M, Bravo, Rodrigo D, Martinez, Marcela F, Forgue, Pedro L, Torquati, Sergio O","Chilean journal of agricultural research; 73(3); 267-274","Chilean journal of agricultural research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392013000300009&lang=pt" 
"S1806-37132013000500569-scl","Diagnostic criteria and follow-up in neuroendocrine cell hyperplasia of infancy: a case series","Gomes, Vivianne Calheiros Chaves, Silva, Mara Cristina Coelho, Maia Filho, Jose Holanda, Daltro, Pedro, Ramos, Simone Gusmao, Brody, Alan S., Marchiori, Edson","Jornal Brasileiro de Pneumologia; 39(5); 569-578","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500569&lang=pt" 
"S1806-37132013000500595-scl","Evaluation of manual resuscitators used in ICUs in Brazil","Ortiz, Tatiana de Arruda, Forti Junior, Germano, Volpe, Marcia Souza, Beraldo, Marcelo do Amaral, Amato, Marcelo Britto Passos, Carvalho, Carlos Roberto Ribeiro, Tucci, Mauro Roberto","Jornal Brasileiro de Pneumologia; 39(5); 595-603","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500595&lang=pt" 
"S1806-37132013000500562-scl","The influence of leptin on Th1/Th2 balance in obese children with asthma","Youssef, Doaa Mohammed, Elbehidy, Rabab Mohamed, Shokry, Dina Mahamoud, Elbehidy, Eman Mohamed","Jornal Brasileiro de Pneumologia; 39(5); 562-568","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500562&lang=pt" 
"S1806-37132013000500532-scl","Level of asthma control and its impact on activities of daily living in asthma patients in Brazil","Gazzotti, Mariana Rodrigues, Nascimento, Oliver Augusto, Montealegre, Federico, Fish, James, Jardim, Jose Roberto","Jornal Brasileiro de Pneumologia; 39(5); 532-538","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500532&lang=pt" 
"S1806-37132013000500620-scl","Cryptococcosis, silicosis, and tuberculous pseudotumor in the same pulmonary lobe","Silva, Geruza Alves da, Brandao, Daniel Ferracioli, Vianna, Elcio Oliveira, Sa Filho, Joao Batista Carlos de, Baddini-Martinez, Jose","Jornal Brasileiro de Pneumologia; 39(5); 620-626","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500620&lang=pt" 
"S1806-37132013000500604-scl","Obstructive sleep apnea and asthma","Salles, Cristina, Terse-Ramos, Regina, Souza-Machado, Adelmir, Cruz, Alvaro A","Jornal Brasileiro de Pneumologia; 39(5); 604-612","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500604&lang=pt" 
"S1806-37132013000500555-scl","Cystic fibrosis transmembrane conductance regulator mutations at a referral center for cystic fibrosis","Coutinho, Cyntia Arivabeni de Araujo Correia, Marson, Fernando Augusto de Lima, Ribeiro, Antonio Fernando, Ribeiro, Jose Dirceu, Bertuzzo, Carmen Silvia","Jornal Brasileiro de Pneumologia; 39(5); 555-561","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500555&lang=pt" 
"S1806-37132013000500539-scl","Delayed diagnosis of sarcoidosis is common in Brazil","Rodrigues, Mauri Monteiro, Coletta, Ester Nei Aparecida Martins, Ferreira, Rimarcs Gomes, Pereira, Carlos Alberto de Castro","Jornal Brasileiro de Pneumologia; 39(5); 539-546","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500539&lang=pt" 
"S1806-37132013000500585-scl","The outcome of tuberculosis treatment in subjects with chronic kidney disease in Brazil: a multinomial analysis","Reis-Santos, Barbara, Gomes, Teresa, Horta, Bernardo Lessa, Maciel, Ethel Leonor Noia","Jornal Brasileiro de Pneumologia; 39(5); 585-594","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000500585&lang=pt" 
"S0121-16172013000300001-col","Carta a los lectores","","Historia Crítica; (51); 8-9","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300001&lang=pt" 
"S0121-16172013000300003-col","Sociedades agrícolas en resistencia. Los pueblos de San Miguel, Santa Cruz y San Pedro, 1878-1883","Neri Guarneros, Porfírio","Historia Crítica; (51); 21-44","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300003&lang=pt" 
"S0121-16172013000300002-col","Presentación del dossier &quot;Nuevas historias agrarias de América Latina&quot;","Van Ausdal, Shawn","Historia Crítica; (51); 13-19","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300002&lang=pt" 
"S0121-16172013000300005-col","La ganaderia y el acceso al mercado en una región lejana, Mato Grosso, Brasil, c 1900 a 1940","Wilcox, Robert W","Historia Crítica; (51); 71-96","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300005&lang=pt" 
"S0121-16172013000300007-col","Los clásicos en la historia rural en Brasil: el feudalismo y el latifundio en las interpretaciones de la izquierda(1940/1964)","Menendes Motta, Márcia Maria","Historia Crítica; (51); 121-144","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300007&lang=pt" 
