"S0872-34192015000100001-prt","EDITORIAL","Gonçalves, Carlos Manuel","Sociologia; 29(); 7-8","Sociologia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-34192015000100001&lang=pt" 
"S1852-48262015000100015-arg","Retratistas de mariposas: Acerca del lugar subordinado de la comparación en la Antropología Social y Cultural contemporánea","Balbi, Fernando Alberto","Revista del Museo de Antropología; 8(1); 171-186","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100015&lang=pt" 
"S1852-48262015000100002-arg","Coleccionando miradas: aportes sobre la interpretación de los sitios de superficie de la &quot;industria ampajanguense&quot;","Carbonelli, Juan Pablo","Revista del Museo de Antropología; 8(1); 7-22","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100002&lang=pt" 
"S1852-48262015000100005-arg","El Registro Arqueológico en el sitio La Olla (San Rafael, Mendoza): Implicaciones para las Ocupaciones Humanas en el valle medio del río Atuel","Giardina, Miguel, Corbat, Mercedes, Peralta, Eva, Cochero, Gregoria, Franchetti, Fernando, Salgán, Laura, Gil, Adolfo","Revista del Museo de Antropología; 8(1); 51-66","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100005&lang=pt" 
"S1852-48262015000100016-arg","De gestas, de salvajes y de mártires: El relato maestro sobre el Fuerte San José reconsiderado desde la arqueología histórica (Península Valdés, Pcia. de Chubut, siglo XVIII)","Bianchi Villelli, Marcia, Buscaglia, Silvana","Revista del Museo de Antropología; 8(1); 187-200","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100016&lang=pt" 
"S1852-48262015000100012-arg","Colecciones antiguas, datos nuevos: Primeros resultados del análisis de las colecciones bioarqueológicas del Humedal del Paraná Inferior","Mazza, Bárbara","Revista del Museo de Antropología; 8(1); 133-146","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100012&lang=pt" 
"S1852-48262015000100008-arg","Análisis funcional del conjunto arquitectónico RCh 8, localidad arqueológica de Rincón Chico, valle de Yocavil, Catamarca","Cabrera, Fernando. G","Revista del Museo de Antropología; 8(1); 91-104","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100008&lang=pt" 
"S1852-48262015000100003-arg","Mucho más que sólo aprovisionamiento lítico: actividades en canteras y Prácticas sociales en las fuentes de Pampa Oeste, Quebrada Seca y Punta de la Peña (antofagasta de la Sierra, Catamarca)","Bobillo, Federico Miguel, Hocsman, Salomón","Revista del Museo de Antropología; 8(1); 23-44","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100003&lang=pt" 
"S1852-48262015000100014-arg","Circo y política cultural en Buenos Aires","Infantino, Julieta","Revista del Museo de Antropología; 8(1); 157-170","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100014&lang=pt" 
"S1852-48262015000100001-arg","Editorial","Izeta, Andrés D","Revista del Museo de Antropología; 8(1); 5-6","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100001&lang=pt" 
"S1852-48262015000100013-arg","Hiperostosis Esquelética Difusa Idiopática en una colección osteológica contemporánea (La Plata, Buenos Aires, Argentina)","Plischuk, Marcos, Inda, Ana María","Revista del Museo de Antropología; 8(1); 147-156","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100013&lang=pt" 
"S1852-48262015000100007-arg","Patrones de consumo final de cérvidos en el Paraná medio: el caso del sitio Cerro Aguará","Mucciolo, Leonardo, Pérez Jimeno, Laura","Revista del Museo de Antropología; 8(1); 79-90","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100007&lang=pt" 
"S1852-48262015000100011-arg","La &quot;noche&quot; construida por los visitantes del Museo de Antropología FFyH-UNC: Caso de estudio, la Noche de los Museos","Zabala, Mariela E, De Carli, M. Cristina","Revista del Museo de Antropología; 8(1); 125-132","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100011&lang=pt" 
"S1852-48262015000100009-arg","El Carmen 1, un poblado Intermedio Tardío en el valle de Santa María (Prov. de Tucumán): El Carmen 1, a Late Intermediate village in Santa María valley (Tucumán province)","Coll Moritan, Victoria, Cantarelli, Violeta, Nastri, Javier","Revista del Museo de Antropología; 8(1); 105-114","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100009&lang=pt" 
"S1852-48262015000100010-arg","Análisis de macrorrestos vegetales en el sitio arqueológico Los Tres Cerros 1 (Isla las Moras, Victoria, Entre Ríos)","Colobig, María de los Milagros, Sánchez, Jorge Omar, Zucol, Alejandro Fabián","Revista del Museo de Antropología; 8(1); 115-124","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100010&lang=pt" 
"S1852-48262015000100018-arg","La vida después de la muerte: crisis de reproducción y estructura social de un grupo evangélico","Espinosa, Mariana","Revista del Museo de Antropología; 8(1); 215-224","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100018&lang=pt" 
"S1852-48262015000100019-arg","La teoría de los campos desde el prisma de la literatura","Jurt, Joseph","Revista del Museo de Antropología; 8(1); 225-232","Revista del Museo de Antropología","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-48262015000100019&lang=pt" 
"S1012-29662015000100010-bol","Aspergilosis pulmonar invasiva en paciente neutropenico","López López, Antonio Gonzalo, Andia Berazain, Cinthya","Gaceta Médica Boliviana; 38(1); 38-42","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100010&lang=pt" 
"S1012-29662015000100009-bol","Encefalomiopatía mitocondrial, acidosis láctica y episodios de accidente cerebrovascular, síndrome de MELAS. Reporte de un caso clínico","Padín, Carlos Eduardo, Zirulnik, Esteban Raúl, Rita Abraham, Cecilia, Rojas Salazar, Enrique Gonzalo","Gaceta Médica Boliviana; 38(1); 34-37","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100009&lang=pt" 
"S1012-29662015000100003-bol","Detección serológica directa de hipotiroidismo congénito vs. método del papel filtro","Medina Bustos, Marcos, Ugarte Cuba, Tayita, Gómez Paz, Ximena, Condori A., Ivonne","Gaceta Médica Boliviana; 38(1); 10-13","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100003&lang=pt" 
"S1012-29662015000100012-bol","La universidad y sus valores","Eróstegui R., Dr. Carlos","Gaceta Médica Boliviana; 38(1); 48-49","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100012&lang=pt" 
"S1012-29662015000100008-bol","Paracoccidioidomicosis, a propósito de un caso","Choque Barrera, Maribel, Suárez Barrientos, Eduardo Luis, Calderón Lopez, María Elena","Gaceta Médica Boliviana; 38(1); 30-33","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100008&lang=pt" 
"S1012-29662015000100006-bol","Bajo peso al nacer y sus factores asociados en el Hospital Materno infantil Germán Urquidi. Cochabamba, Bolivia","Rojas Salazar, Enrique Gonzalo, Mamani Ortiz, Yercin, Choque Ontiveros, María del Carmen, Abujder Abu-khdeir, Maiza, Bustamante Meneses, Dayana","Gaceta Médica Boliviana; 38(1); 24-27","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100006&lang=pt" 
"S1012-29662015000100002-bol","Estandarización de la técnica para la obtención de trypomastigotes en células 3T3 a partir de una cepa local de epimastigotes de Tripanosoma cruzi","Córdova Rojas, Marisol, Cruz Torrico, Mary, Torrico, Faustino","Gaceta Médica Boliviana; 38(1); 6-9","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100002&lang=pt" 
"S1012-29662015000100004-bol","Ecocardiografía fetal: situación actual de diagnóstico en el Hospital Obrero N° 2, CNS","Maita Quispe, Freddy, Echazú López, Gabriel","Gaceta Médica Boliviana; 38(1); 14-18","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100004&lang=pt" 
"S1012-29662015000100007-bol","La cronofarmacología en la respuesta farmacoterapéutica","Molina Cabrera, Rilma","Gaceta Médica Boliviana; 38(1); 28-29","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100007&lang=pt" 
"S1012-29662015000100011-bol","Mesotelioma multiquístico benigno: primer caso reportado en Bolivia","de Guzmán P, Oscar Niño, de Guzmán L., Oscar Niño, Gutiérrez F., Carlos, Castillo Yujra, Boris Jorge, Claros Espinoza, Karen Griselda, Ramallo U., Jhasmine","Gaceta Médica Boliviana; 38(1); 43-47","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100011&lang=pt" 
"S1012-29662015000100005-bol","Medición del ambiente educacional hospitalario en internos de la Facultad de Medicina, UMSS. Cochabamba, Bolivia.","Arce Antezana, Osmar, Larrazabal Cordóva, Ciro, Soria Galvarro, Marlene Antezana","Gaceta Médica Boliviana; 38(1); 19-23","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100005&lang=pt" 
"S1012-29662015000100001-bol","Cambiar para sobrevivir","Larrazabal Córdova¹, Ciro","Gaceta Médica Boliviana; 38(1); 5-5","Gaceta Médica Boliviana","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1012-29662015000100001&lang=pt" 
"S1560-43812015000200010-cub","Hipertensión intracraneal idiopática: principales aspectos neurofisiológicos, diagnósticos y terapéuticos","Rodríguez Pupo, Jorge Michel, Díaz Rojas, Yuna Viviana, Rojas Rodríguez, Yesenia, Núñez Arias, Enriqueta, García Gómez, Amilkar","Correo Científico Médico; 19(2); 282-299","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200010&lang=pt" 
"S1560-43812015000200014-cub","III Cónclave Nacional de Estudiantes Universitarios vinculados al estudio de la sexualidad: SEXSALUD´2015. Sitio Web promocional","Lescay Arias, Michel, Bell Fernández, Noides Manuel, Puig Téllez, Alina","Correo Científico Médico; 19(2); 317-319","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200014&lang=pt" 
"S1560-43812015000200016-cub","Tratamiento de la constipación, adecuado manejo en el adulto mayor","Benítez González, Yoandra","Correo Científico Médico; 19(2); 323-325","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200016&lang=pt" 
"S1560-43812015000200001-cub","Acciones para potenciar el uso responsable de las tecnologías y la información científica en las Ciencias Médicas","Celorrio Zaragoza, Ivonne Inés, Sánchez Manso, Natacha","Correo Científico Médico; 19(2); 188-189","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200001&lang=pt" 
"S1560-43812015000200018-cub","Remplazo protésico de rodilla izquierda","Pérez Andrade, Irina C, Leyva Martínez, Nuricelda R, Braña Hernández, Alejandro, Garayalde Suárez, Denia C, Pupo García, Rafael A","Correo Científico Médico; 19(2); 329-335","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200018&lang=pt" 
"S1560-43812015000200019-cub","Anestesia general en un paciente con obesidad mórbida","García Díaz, Mercy del Carmen, Matos García, Susana, Rodríguez Pupo, Jorge Michel, Verdecia Silva, Eloy E","Correo Científico Médico; 19(2); 336-343","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200019&lang=pt" 
"S1560-43812015000200015-cub","Enfermedades emergentes y reemergentes: una problemática del presente","Labañino Mulet, Niurka, Serrano Garcia, Lourdes","Correo Científico Médico; 19(2); 320-322","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200015&lang=pt" 
"S1560-43812015000200017-cub","Repercusión social y económica de las periodontopatías en la población","Morffi Serrano, Yamila","Correo Científico Médico; 19(2); 326-328","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200017&lang=pt" 
"S1560-43812015000200011-cub","Las estrategias curriculares en la carrera de Estomatología","del Toro Chang, Kenia, Góngora Vega, Marvel, Labrada Almaguer, Rovier, Jorge Figueredo, Elizabeth, Benítez Mendez, Yamila","Correo Científico Médico; 19(2); 300-307","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200011&lang=pt" 
"S1560-43812015000200012-cub","Virus, genes y cáncer","García Niebla, Luis Manuel, Ricardo Zaldívar, Tamara Dunia, Friman Suárez, Odalis","Correo Científico Médico; 19(2); 308-311","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200012&lang=pt" 
"S1560-43812015000200013-cub","Riesgo de aterosclerosis en niños y adolescentes","Copello Millares, Marbelis, Merino Rodríguez, Rubén, Torres Pérez, Idarnel","Correo Científico Médico; 19(2); 312-316","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200013&lang=pt" 
"S1560-43812015000200023-cub","Cirugía plástica en seis pacientes con láser Dióxido de Carbono","Rojas Bruzón, Raquel, Hechavarría Jimenes, Yulexis, Batista Romagosa, Maritza","Correo Científico Médico; 19(2); 370-377","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200023&lang=pt" 
"S1560-43812015000200025-cub","Contribuciones en Pubmed entre 2010 y 2014, de autores afiliados a instituciones de salud de Holguín, Cuba","Cañedo Andalia, Rubén, Celorrio Zaragoza, Ivonne, Coello Velázquez, Denis, Hidalgo Hernández, Rubizeida","Correo Científico Médico; 19(2); 385-390","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200025&lang=pt" 
"S1560-43812015000200024-cub","Presentación de una paciente con granuloma periférico de células gigantes","Rodríguez Tamayo, Sara Milagros, Vázquez Isla, David, Pérez Vera, Leanet, Reyna Leyva, Adis Mirtha","Correo Científico Médico; 19(2); 378-384","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200024&lang=pt" 
"S1560-43812015000200021-cub","Presentación de un paciente con déficit de ornitín transcarbamilasa","Hernández Atchesen, Lisset, Mastrapa Reyes, Caridad Evangelina","Correo Científico Médico; 19(2); 351-358","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200021&lang=pt" 
"S1560-43812015000200022-cub","Tratamiento pulporradicular extralveolar","Miguel Cruz, Pedro Antonio, López Díaz, Jorge, Ferreira de la Torre, Frank, Naranjo Velázquez, Yudy, García Bidopia, Mariela","Correo Científico Médico; 19(2); 359-369","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200022&lang=pt" 
"S0034-74262015000100005-col","A Lower Bound for the First Steklov Eigenvalue on a Domain","GARCÍA, GONZALO, MONTAÑO, ÓSCAR","Revista Colombiana de Matemáticas; 49(1); 95-104","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100005&lang=pt" 
"S0034-74262015000100008-col","Convex Lattice-Ordered Subrings of von Neumann Regular f-Rings","GUIER, JORGE I.","Revista Colombiana de Matemáticas; 49(1); 161-170","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100008&lang=pt" 
"S0034-74262015000100009-col","Voronovskaya Type Asymptotic Expansions for Error Function Based Quasi-Interpolation Neural Network Operators","ANASTASSIOU, GEORGE A.","Revista Colombiana de Matemáticas; 49(1); 171-192","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100009&lang=pt" 
"S0034-74262015000100003-col","New Candidates for Multivariate Trapdoor Functions","PORRAS, JAIBERTH, BAENA, JOHN B., DING, JINTAI","Revista Colombiana de Matemáticas; 49(1); 57-76","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100003&lang=pt" 
"S0034-74262015000100001-col","Introduction to Representations of Braid Groups","ARIAS ABAD, CAMILO","Revista Colombiana de Matemáticas; 49(1); 1-38","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100001&lang=pt" 
"S0034-74262015000100006-col","Time Dependent Quantum Scattering Theory on Complete Manifolds with a Corner of Codimension 2","CANO G., LEONARDO A.","Revista Colombiana de Matemáticas; 49(1); 105-138","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100006&lang=pt" 
"S0034-74262015000100007-col","Topology of Random Real Hypersurfaces","WELSCHINGER, JEAN-YVES","Revista Colombiana de Matemáticas; 49(1); 139-160","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100007&lang=pt" 
"S0034-74262015000100002-col","Sectional-Anosov Flows in Higher Dimensions","LÓPEZ, ANDRÉS MAURICIO","Revista Colombiana de Matemáticas; 49(1); 39-55","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100002&lang=pt" 
"S0034-74262015000100004-col","Grüss Type Inequalities for Complex Functions Defined on Unit Circle with Applications for Unitary Operators in Hilbert Spaces","DRAGOMIR, SILVESTRU SEVER","Revista Colombiana de Matemáticas; 49(1); 77-94","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100004&lang=pt" 
"S0034-74262015000100010-col","Examples of Extensions of Hopf Algebras","ANDRUSKIEWITSCH, NICOLÁS, MÜLLER, MONIQUE","Revista Colombiana de Matemáticas; 49(1); 193-211","Revista Colombiana de Matemáticas","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74262015000100010&lang=pt" 
"S1560-43812015000200020-cub","Presentación de una paciente con embarazo heterotópico","Matos Domínguez, Julio Cesar, Sánchez Pérez, Lissette, Córdova Velázquez, Yamina","Correo Científico Médico; 19(2); 344-350","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200020&lang=pt" 
"S1560-43812015000200008-cub","Sutura primaria en la población infantil con perforación intestinal por fiebre tifoidea","González Constantén, Juan, Hernández Pérez, Iliana, Machado Fuentes, Elisabel del Rosario","Correo Científico Médico; 19(2); 259-268","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200008&lang=pt" 
"S1560-43812015000200009-cub","Factores de riesgo de periodontopatías en pacientes adultos","Paez González, Yirina, Tamayo Ortiz, Baonelys, Batista Bonillo, Arelis, García Rodríguez, Yanet del Carmen, Guerrero Ricardo, Ivonne","Correo Científico Médico; 19(2); 269-281","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200009&lang=pt" 
"S1560-43812015000200004-cub","Caracterización clínico-epidemiológica y genética de una familia con retinosis pigmentaria recesiva ligada al cromosoma X","Santana Hernández, Elayne E, Tamayo Chang, Víctor Jesús, Rosado Ruíz-Apodaca, Ileana, Márquez Ibáñez, Nilson, Díaz Santos, Elena Caridad","Correo Científico Médico; 19(2); 212-221","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200004&lang=pt" 
"S1560-43812015000200005-cub","Intervención educativa sobre higiene bucal y gingivitis en embarazadas de la Policlínica Alcides Pino Bermúdez","Pereda Rojas, María Elena, González Vera, Flor Elen","Correo Científico Médico; 19(2); 222-232","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200005&lang=pt" 
"S1560-43812015000200006-cub","Caracterización de las ametropías atendidas en Consulta de Cirugía Refractiva del Centro Oftalmológico de Holguín","Fernández Soler, Julio Alberto, García Pérez, Rebeca del Carmen, Mariño Hidalgo, Oreste Marcial, Cobas González, José Antonio","Correo Científico Médico; 19(2); 233-245","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200006&lang=pt" 
"S1560-43812015000200007-cub","Fibromatosis agresiva en edad pediátrica","Chapman Torres, Vladimir, Manzano, Jianeya, Trinchet Soler, Rafael M, Hidalgo Marrero, Yanet, Melo Aguilera, Lauro A, Sánchez del Campo Hechavarría, Yeny E","Correo Científico Médico; 19(2); 246-258","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200007&lang=pt" 
"S1560-43812015000200002-cub","Proteína C reactiva de alta sensibilidad y riesgo de enfermedad cardiovascular","Vega Abascal, Jorge, Guimará Mosqueda, Mayra Rosa, Garces Hernández, Yodalis, García Bermúdez, Yaneisi, Vega Abascal, Luis A","Correo Científico Médico; 19(2); 190-201","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200002&lang=pt" 
"S1560-43812015000200003-cub","Predicción de riesgo coronario y cardiovascular global en la atención primaria de salud","Vega Abascal, Jorge, Guimará Mosqueda, Mayra Rosa, Garces Hernández, Yodalis, Vega Abascal, Luis A, Rivas Estevez, Mayelín","Correo Científico Médico; 19(2); 202-211","Correo Científico Médico","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812015000200003&lang=pt" 
"S1851-82652015000200001-arg","Homenaje a Giovanni Berlinguer (1924-2015)","Tambellini, Anamaria, Testa, Mario, Escorel, Sarah, Rojas Ochoa, Francisco, Minayo, Maria Cecília de Souza, Laurell, Asa Cristina, Franco, Saúl, Fleury, Sonia, Mercer, Hugo, Bahia, Ligia, Escudero, José Carlos, Castellanos, Pedro Luis","Salud colectiva; 11(2); 137-149","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200001&lang=pt" 
"S1851-82652015000200002-arg","Tendencia temporal de la mortalidad por armas de fuego en Argentina, 1980-2012","Spinelli, Hugo, Santoro, Adrián, Guevel, Carlos, Alazraqui, Marcio","Salud colectiva; 11(2); 151-176","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200002&lang=pt" 
"S1851-82652015000200009-arg","Salas de consumo higiénico en España (2000-2013)","Clua García, Rafael","Salud colectiva; 11(2); 261-282","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200009&lang=pt" 
"S1851-82652015000200008-arg","Estructura y funcionamiento de los comités de ética en investigación de la Ciudad Autónoma de Buenos Aires y el Gran Buenos Aires","Sabio, María Fernanda, Bortz, Jaime Elías","Salud colectiva; 11(2); 247-260","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200008&lang=pt" 
"S1851-82652015000200005-arg","Abordaje integral comunitario de los consumos problemáticos de drogas: construyendo un modelo","Camarotti, Ana Clara, Kornblit, Ana Lía","Salud colectiva; 11(2); 211-221","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200005&lang=pt" 
"S1851-82652015000200007-arg","Inseguridad alimentaria en la ciudad de Santa Fe: percepción de los ciudadanos","Rosso, María Amalia, Wicky, Mariel Ivana, Nessier, María Celeste, Meyer, Roberto","Salud colectiva; 11(2); 235-245","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200007&lang=pt" 
"S1851-82652015000200006-arg","Lugares donde niños y niñas realizan actividad física en los barrios periféricos de la ciudad de Córdoba","Lavin Fueyo, Julieta, Berra, Silvina","Salud colectiva; 11(2); 223-234","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200006&lang=pt" 
"S1851-82652015000200003-arg","Capital social e información para la salud en el contexto del modo de vida de agricultores de pequeña escala","Orozco, Fadya, Mota, Eduardo Luiz, Cole, Donald Charles","Salud colectiva; 11(2); 177-189","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200003&lang=pt" 
"S1851-82652015000200004-arg","La vulnerabilidad humana a la transmisión vectorial de Trypanosoma cruzi a través de los procesos de salud-enfermedad y la apropiación social del territorio","Valdez Tah, Alba Rocío, Huicochea Gómez, Laura, Nazar Beutelspacher, Austreberta, Ortega Canto, Judith, Ramsey, Janine M","Salud colectiva; 11(2); 191-210","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200004&lang=pt" 
"S1851-82652015000200010-arg","De hierro y flexibles: Marcas del Estado empresario y consecuencias de la privatización en la subjetividad obrera","Hornes, Martín","Salud colectiva; 11(2); 283-285","Salud colectiva","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652015000200010&lang=pt" 
"S0122-87062015000100010-col","Mandarina Dancy: una nueva alternativa para la citricultura del piedemonte llanero de Colombia","Mateus-Cagua, Diana, Orduz-Rodríguez, Javier Orlando","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 105-112","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100010&lang=pt" 
"S0122-87062015000100012-col","Producción de carne en pasturas irrigadas y fertilizadas de Brachiaria híbrido cv. Mulato II en el valle del Sinú","Torregroza, Lino, Reza, Sony, Suárez, Emiro, Espinosa, Manuel, Cuadrado, Hugo, Pastrana, Iván, Mejía, Sergio, Jiménez, Nora, Abuabara, Yesid","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 131-138","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100012&lang=pt" 
