"S0100-29452008000100024-scl","A comercialização de uvas finas na região de Jales - SP","Costa, Sílvia Maria Almeida Lima, Gomes, Marcos Roberto Lacerda, Tarsitano, Maria Aparecida Anselmo","Revista Brasileira de Fruticultura; 30(1); 127-132","Revista Brasileira de Fruticultura","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452008000100024&lang=pt" 
"S0034-74932008000100009-cub","Morbilidad y mortalidad en la cirugía de las bullas enfisematosas","Cheng Hung, Kai, Barrera Ortega, Juan C, Mederos Curbelo, Orestes Noel, Valdés Jiménez, Jesús M, Cantero Ronquillo, Alexis, Romero Díaz, Carlos Alberto","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100009&lang=pt" 
"S0034-74932008000100010-cub","A propósito de un caso de liposarcoma retroperitoneal","de la Peña, Ada de la Concepción, Soberón Varela, Iris, Hernández Varea, José A, Cremata Bruna, Mario, Gallo Cortés, Floralia","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100010&lang=pt" 
"S0034-74932008000100011-cub","Papel de la cirugía de sustitución vascular en la infiltración arterial metastásica","Collado Otero, Juan C, Paredes López, Dagmar, Vázquez, José M","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100011&lang=pt" 
"S0034-74932008000100012-cub","Hipernefroma gigante: a propósito de un caso","Pinilla González, Rafael, Vega Basalto, Sergio, López Lazo, Sarah, Juan Carlos, Quintana Díaz, Al-malahy, Ahmed Al-ezzi","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100012&lang=pt" 
"S0034-74932008000100013-cub","Síndrome de prune belly: presentación de caso","Toledo Lamela, María Elena, Expósito Reyes, Orlando Rafael, Segura Figueredo, Roberto E, Díaz Suárez, Elsa M, Tornés Salgado, Carlos","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100013&lang=pt" 
"S0034-74932008000100014-cub","Metástasis inusual a distancia de carcinoma epidermoide de laringe: acrometástasis hacia las partes blandas de la muñeca","Ramírez Milanés, José Manuel, Sorhegui, Rafael, Pérez Cárdenas, Juan Carlos","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100014&lang=pt" 
"S0034-74932008000100016-cub","Aspectos ético-legales y consideraciones anestésicas de la terapia transfusional en el paciente Testigo de Jehová","Muradás Augier, Marilét, García Rojas, Raúl, Pérez Delgado, Yanet, Sotolongo Molina, Yolanda, Vigoa Sánchez, Lázaro P","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100016&lang=pt" 
"S0034-74932008000100017-cub","Hemorroides: Clasificación, diagnóstico y tratamiento","García Gutiérrez, Alejandro","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100017&lang=pt" 
"S0034-74932008000100018-cub","Abscesos fistulosos anorrectales: Concepto, clasificación, diagnóstico y tratamiento","García Gutiérrez, Alejandro, Villasana Roldós, Luis","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100018&lang=pt" 
"S0034-74932008000100019-cub","Fístula anorrectal: Definición, clasificación, diagnóstico y tratamiento","García Gutiérrez, Alejandro, Villasana Roldós, Luis","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100019&lang=pt" 
"S0034-74932008000100020-cub","Fisura anal: Definición, clasificación, diagnóstico y tratamiento","García Gutiérrez, Alejandro, Villasana Roldós, Luis","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100020&lang=pt" 
"S0034-74932008000100021-cub","Enfermedad pilonidal: Definición, clasificación, diagnóstico y tratamiento","García Gutiérrez, Alejandro, Villasana Roldós, Luis","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100021&lang=pt" 
"S0034-74932008000100001-cub","Neuroendoscopia pediátrica: análisis preliminar de los primeros 32 casos","Alonso Fernández, Luis, Leyva Mastrapa, Tania, de Jongh Cobo, Enrique","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100001&lang=pt" 
"S0034-74932008000100008-cub","Importancia de algunos medios auxiliares de diagnóstico en la enfermedad inflamatoria pélvica aguda","Villavicencio Crespo, Pastor, Casadevall Galán, Inés M, Castillo Naranjo, Ivis M, Rojas Gispert, María Isabel","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100008&lang=pt" 
"S0034-74932008000100015-cub","Lesiones torácicas graves y el enfoque del control de daños","Morales Wong, Mario Miguel, Gómez Hernández, Mario Michel, Ramos Godines, Alexander, González Folch, Rolando","Revista Cubana de Cirugía; 47(1); -","Revista Cubana de Cirugía","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932008000100015&lang=pt" 
"S0034-75312008000100001-cub","80 Aniversario de la Sociedad Cubana de Pediatría Año 80 de la Revista Cubana de Pediatría XXVI Congreso Nacional de Pediatría","","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100001&lang=pt" 
"S0034-75312008000100002-cub","Gastritis crónica antral por Helicobacter pylori en la infancia","Gámez Escalona, Martha M., Mulet Pérez, Agustín M., Miranda Moles, Zulma, Mulet Gámez, Agustín M.","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100002&lang=pt" 
"S0034-75312008000100003-cub","El recién nacido febril sin signos de focalización y con punción lumbar fallida en la evaluación inicial","Díaz Álvarez, Manuel, Viel Revolta, Yamilka, Arango Arias, María Isabel, Claver Isás, Daniel","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100003&lang=pt" 
"S0034-75312008000100004-cub","Infección de los sitios quirúrgicos: estudio de 1 año","Vialat Soto, Vivian, Marchena Béquer, Juan José, Hernández Alfonso, Hermes, de la Rosa Rodríguez, Randolph","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100004&lang=pt" 
"S0034-75312008000100005-cub","Masaje Tuina en el tratamiento de la dispepsia funcional en los niños","Infante Tamayo, Lesbia, Rosabal Sosa, Lucy de la Caridad, Expósito Reyes, Orlando R., Ramírez Fernández, Alejandro Ernesto, Bello Fonseca, Zoila Y.","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100005&lang=pt" 
"S0034-75312008000100006-cub","Osteomielitis aguda en los niños","Noguera Valverde, Ronald Armando","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100006&lang=pt" 
"S0034-75312008000100007-cub","Aspectos clínico-epidemiológicos de las infecciones por Streptococcus pyogenes en el período neonatal","Díaz Alvarez, Manuel, Acosta Batista, Bárbara, Claver Isás, Daniel, Fernández de la Paz, María Teresa, Martínez Izquierdo, Alicia","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100007&lang=pt" 
"S0034-75312008000100008-cub","Shock séptico en pediatría: un acercamiento a su manejo","Montalván González, Guillermo","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100008&lang=pt" 
"S0034-75312008000100009-cub","Herencia en asma","López Pérez, Irma Rosa","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100009&lang=pt" 
"S0034-75312008000100013-cub","Duplicación 2 q 2.1- q 3.1: reporte de un caso","Acosta Sabatés, Marta M., Hernández García, Iván, García Martínez, Débora A., Lavaut Sánchez, Kalia","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100013&lang=pt" 
"S0034-75312008000100014-cub","Epidermólisis bullosa: a propósito de un caso","Balleste López, Irka, Campo González, Ana, de los Reyes Degournay, Rosa, Sanfiel Ferrer, Amarilys","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100014&lang=pt" 
"S0034-75312008000100010-cub","Las trombosis senovenosas en la infancia: clínica, diagnóstico y tratamiento","Vargas Díaz, José, Garófalo Gómez, Nicolás, Barroso González, Esperanza, Rojas Massip, Edelsia, Novoa López, Lucía M.","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100010&lang=pt" 
"S0034-75312008000100011-cub","Importancia de la evaluación clínico-imaginológica en el diagnóstico del colesteatoma: Presentación de dos casos","Hernández Cordero, María del Carmen, Quintero Noa, Julianis Loraine, Valls Pérez, Orlando, Álvarez Lam, Ileana","Revista Cubana de Pediatría; 80(1); -","Revista Cubana de Pediatría","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312008000100011&lang=pt" 
"S1516-635X2008000100008-scl","Forced-Molting methods and their effects on the performance and egg quality of japanese quails (Coturnix japonica) in the second laying cycle","Faitarone, ABG, Garcia, EA, Pizzolante, CC, Molino, AB, Pelícia, K, Berto, DA","Revista Brasileira de Ciência Avícola; 10(1); 53-57","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100008&lang=pt" 
"S1516-635X2008000100001-scl","Salmonella Enteritidis in commercial layer flocks in Europe: legislative background, on-farm sampling and main challenges","Carrique-Mas, JJ, Davies, RH","Revista Brasileira de Ciência Avícola; 10(1); 1-9","Revista Brasileira de Ciência Avícola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2008000100001&lang=pt" 
"S0120-41572008000100011-col","Presencia de Haemagogus equinus Theobald, 1903 (Diptera: Culicidae) en los municipios de Soledad y Malambo en el departamento del Atlántico, Colombia, 1998-2005","Maestre-Serrano, Ronald, Vergara-Sanchez, Consuelo, Berrueco-Rodriguez, Guillermo, Bello-Novoa, Betsy, Brochero, Helena","Biomédica; 28(1); 99-107","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100011&lang=pt" 
"S0120-41572008000100010-col","Estado nutricional y condiciones de vida de los niños menores de cinco años del área urbana del municipio de Turbo, Antioquia, Colombia, 2004","Alcaraz, Gloria, Bernal, Carlos, Cornejo³, William, Figueroa, Natalia, Múnera, Margarita","Biomédica; 28(1); 87-96","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100010&lang=pt" 
"S0120-41572008000100013-col","Aspectos clínicos y niveles de plomo en niños expuestos de manera paraocupacional en el proceso de reciclaje de baterías de automóviles en las localidades de Soacha y Bogotá, D.C.","Hurtado, Carlos Mauricio, Gutiérrez, Myriam, Echeverry, Jairo","Biomédica; 28(1); 116-125","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100013&lang=pt" 
"S0120-41572008000100012-col","Seroepidemiología de la enfermedad de Chagas en dos localidades del municipio Costa de Oro, estado Aragua, Venezuela","Serrano, Olga, Mendoza, Florencio, Benny, Suárez, Soto, Ana","Biomédica; 28(1); 108-115","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100012&lang=pt" 
"S0120-41572008000100015-col","Costo-efectividad de la tomografía computarizada y la ecografía en el diagnóstico de apendicitis","Romero, Javier, Sanabria, Álvaro, Angarita, Miguel, Varón, Juan Carlos","Biomédica; 28(1); 139-147","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100015&lang=pt" 
"S0120-41572008000100014-col","Evaluación del daño en el ADN y vigilancia biológica de la exposición laboral a solventes orgánicos, 2006","Torres, Carlos Humberto, Varona, Marcela E., Lancheros, Angélica, Patiño, Rosa Isabel, Groot, Helena","Biomédica; 28(1); 126-138","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100014&lang=pt" 
"S0120-41572008000100017-col","Costo-efectividad de la detección del virus del papiloma humano en los programas de tamización de cáncer de cuello uterino","Mejía, Aurelio, Salas, Walter","Biomédica; 28(1); 160-172","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100017&lang=pt" 
"S0120-41572008000100016-col","Eficacia de la combinación amodiaquina más sulfadoxina-pirimetamina y de la cloroquina para el tratamiento del paludismo en Córdoba, Colombia, 2006","Pérez, Manuel Alberto, Cortés, Liliana Jazmín, Guerra, Ángela Patricia, Knudson, Angélica, Usta, Carlos, Nicholls, Rubén Santiago","Biomédica; 28(1); 148-159","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100016&lang=pt" 
"S0120-41572008000100006-col","Marcadores de riesgo cardiovascular en escolares de cinco departamentos de la región oriental en Colombia","Villarreal, Elsa, Forero, Yibby, Poveda, Elpidia, Baracaldo, César, López, Elizabeth","Biomédica; 28(1); 38-49","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100006&lang=pt" 
"S0120-41572008000100007-col","Glucemia y concentraciones de insulina en sangre de ratas Wistar sometidas a dieta alta en grasa y a tratamiento con péptidos miméticos de leptina","Poveda, Elpidia, Trujillo, Pilar, Ruiz, Francisco, López, Elizabeth","Biomédica; 28(1); 50-63","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100007&lang=pt" 
"S0120-41572008000100004-col","Retos de la entomología médica para la vigilancia en salud pública en Colombia: reflexión para el caso de malaria","Brochero, Helena, Quiñones, Martha L.","Biomédica; 28(1); 18-24","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100004&lang=pt" 
"S0120-41572008000100005-col","Consumo problemático de alcohol en Bucaramanga, Colombia: diseño y validación de una prueba","Herrán, Oscar F, Ardila, María F, Barba, Diana M","Biomédica; 28(1); 25-37","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100005&lang=pt" 
"S0120-41572008000100002-col","Diagnóstico de leptospirosis de muestras de sangre y cultivo por observación en microscopio de campo oscuro","Agudelo-Flórez, Piedad, Restrepo, Marcos, Moreno, Natalí","Biomédica; 28(1); 7-9","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100002&lang=pt" 
"S0120-41572008000100003-col","Acidemia orgánica (propiónica) en un neonato detectada por espectrometría de masas en tánde","Cifuentes, Yolanda, De la Hoz, Isabel, Bermúdez, Martha, Arteaga, Clara","Biomédica; 28(1); 10-17","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100003&lang=pt" 
"S0120-41572008000100001-col","Avances en visibilidad, acceso y reconocimiento internacional de la revista Biomédica","Gómez, Luis Alberto, Nicholls, Rubén Santiago","Biomédica; 28(1); 5-6","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100001&lang=pt" 
"S0120-41572008000100008-col","Efecto de las infecciones oportunistas sobre las subpoblaciones de leucocitos en individuos infectados con el virus de inmunodeficiencia humana tipo 1","Ramírez, Zoraida, Cataño, Juan Carlos, Román, Alejandro, Rugeles, María Teresa, Montoya¹, Carlos Julio","Biomédica; 28(1); 64-77","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100008&lang=pt" 
"S0120-41572008000100009-col","Patrones de prescripción de antirretrovirales en 997 pacientes colombianos","Machado, Jorge Enrique, Alzate, John Alexander","Biomédica; 28(1); 78-86","Biomédica","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572008000100009&lang=pt" 
"S1405-77432008000100001-mex","Una metodología sencilla para cuantificar el aprovechamiento energético y eléctrico de un país","Giraldi-Díaz, M.R, François-Lacouture, J.L","Ingeniería, investigación y tecnología; 9(1); 1-15","Ingeniería, investigación y tecnología","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100001&lang=pt" 
"S1405-77432008000100002-mex","Diseño de procedimientos Handoff en redes inalámbricas de banda ancha basado en el protocolo IEEE 802.16","Rangel-Licea, V, Cota-Guajardo, J.E., Gómez-Castellanos, J, Reyes-García, J","Ingeniería, investigación y tecnología; 9(1); 17-29","Ingeniería, investigación y tecnología","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100002&lang=pt" 
"S1405-77432008000100003-mex","Novel measurement-based indoor cellular radio system design","Aragón-Zavala, A","Ingeniería, investigación y tecnología; 9(1); 31-48","Ingeniería, investigación y tecnología","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100003&lang=pt" 
"S1405-77432008000100004-mex","Análisis experimental del efecto de la turbulencia en la velocidad de caída de sedimentos en suspensión","Salinas-Tapia, H, García-Aragón, J.A, Díaz-Delgado, C","Ingeniería, investigación y tecnología; 9(1); 49-58","Ingeniería, investigación y tecnología","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100004&lang=pt" 
"S1405-77432008000100005-mex","Symbolic sensitivity analysis of the new second-order IIR structure","Jovanovic-Dolecek, G, Mitra, S.K","Ingeniería, investigación y tecnología; 9(1); 59-65","Ingeniería, investigación y tecnología","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100005&lang=pt" 
"S1405-77432008000100006-mex","Artificial Learning approaches for the next generation web: part I","Gutiérrez-Pulido, J.R., Ramos-Michel, E.M., Cabello-Espinosa, M.E., Legrand, S, Elliman, D","Ingeniería, investigación y tecnología; 9(1); 67-74","Ingeniería, investigación y tecnología","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100006&lang=pt" 
"S1405-77432008000100007-mex","Descomposición cruzada separable en la solución del problema de asignación-distribución","Elizondo-Cortés, M, Aceves-García, R","Ingeniería, investigación y tecnología; 9(1); 77-83","Ingeniería, investigación y tecnología","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432008000100007&lang=pt" 
"S0004-06142008000200024-esp","Nuestra experiencia en el empleo de diferentes materiales inyectables en el tratamiento endoscópico del reflujo vesicoureteral","Cabezalí Barbancho, Daniel, Gómez Fraile, Andrés, López Vázquez, Francisco, López Díaz, María, Aransay Bramtot, Adolfo","Archivos Españoles de Urología (Ed. impresa); 61(2); 269-277","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200024&lang=pt" 
"S0004-06142008000200011-esp","Actualización videourodinámica de la clasificación del reflujo vesicoureteral en el niño","Salinas Casado, Jesús, Martín García, Carlos, Virseda Rodríguez, Miguel, Ramírez Fernández, Juan Carlos, Silmi Moyano, Ángel","Archivos Españoles de Urología (Ed. impresa); 61(2); 180-184","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200011&lang=pt" 
"S0004-06142008000200030-esp","Eficacia del tratamiento endoscópico del reflujo vesicoureteral secundario: Análisis de una serie de 142 casos","Fernández Hurtado, Miguel Ángel, Barrero Candau, Rafael, Argüelles Salido, Enrique, Fernández Pineda, Israel, García Merino, Francisco","Archivos Españoles de Urología (Ed. impresa); 61(2); 311-315","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200030&lang=pt" 
"S0004-06142008000200015-esp","Reflux in cystoplasties","Misseri, Rosalia, Rosenbaum, David H., Rink, Richard C.","Archivos Españoles de Urología (Ed. impresa); 61(2); 213-217","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200015&lang=pt" 
"S0004-06142008000200001-esp","El reflujo vesicoureteral","Miguélez Lago, Carlos","Archivos Españoles de Urología (Ed. impresa); 61(2); 97-98","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200001&lang=pt" 
"S0004-06142008000200021-esp","Modification of the sting procedure for vesicoureteral reflux: ureteral repositioning and injection","Capozza, N., Caione, P.","Archivos Españoles de Urología (Ed. impresa); 61(2); 254-257","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200021&lang=pt" 
"S0004-06142008000200014-esp","Tratamiento del reflujo vesicoureteral en niños con mielomeningocele","González, Ricardo, Ludwikowski, Barbara M.","Archivos Españoles de Urología (Ed. impresa); 61(2); 208-212","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200014&lang=pt" 
"S0004-06142008000200016-esp","Vesico ureteral reflux and elimination disorders","Alova, I., Lottmann, H. B.","Archivos Españoles de Urología (Ed. impresa); 61(2); 218-228","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200016&lang=pt" 
"S0004-06142008000200029-esp","Resultados a largo plazo del tratamiento endoscópico del reflujo vesicoureteral: Consideraciones al respecto","Sanjuán Rodríguez, Santiago, Moran Penco, José Miguel, Gracia Romero, Jesús, Villanueva Mateo, Ángel, Puri, Prem","Archivos Españoles de Urología (Ed. impresa); 61(2); 301-310","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200029&lang=pt" 
"S0004-06142008000200036-esp","Reflujo vesicoureteral en el adulto","García Ortells, David, González-Chamorro, Fernando, Fernández Fernández, Eldiberto, Palacio España, Andrés De","Archivos Españoles de Urología (Ed. impresa); 61(2); 341-348","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200036&lang=pt" 
"S0004-06142008000200002-esp","Embriología y genética del reflujo vesicoureteral primario y de la displasia renal asociada","Morales Martínez, Antonio, Calvo Medina, Rocío, Chaffanel Peláez, Mercedes, Bueno Fernández, Alberto, Miguelez Lago, Carlos, Castillo Acedo del Olmo, Emilia del","Archivos Españoles de Urología (Ed. impresa); 61(2); 99-111","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200002&lang=pt" 
"S0004-06142008000200020-esp","Endoscopic treatment of vesicoureteral reflux in the previously reimplanted ureter: technical aspects and results","Capozza, Nicola, Nappo, Simona, Caione, Paolo","Archivos Españoles de Urología (Ed. impresa); 61(2); 249-253","Archivos Españoles de Urología (Ed. impresa)","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142008000200020&lang=pt" 
"S0123-93922008000100008-col","Mucormicosis rinocerebral en paciente con cefalea y diabetes mellitus","Botero, Juan Camilo, Moreno, Luis Fernando, Caparroso, Luis Carlos","Infectio; 12(1); 72-76","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100008&lang=pt" 
"S0123-93922008000100001-col","El  dengue: la epidemia se extiende y urgen intervenciones efectivas y herramientas clínicas para su atención","","Infectio; 12(1); 9-10","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100001&lang=pt" 
"S0123-93922008000100003-col","Mortalidad por dengue hemorrágico en niños en Colombia: más allá del choque","Salgado, Doris Martha, Panqueba, César A, Vega, Martha Rocío, Garzón, Marisol, Castro, Dolly, Rodríguez, Jairo Antonio","Infectio; 12(1); 21-27","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100003&lang=pt" 
"S0123-93922008000100002-col","Caracterización de un brote de infección por Acinetobacter baumannii en una unidad de cuidado crítico en Bogotá, Colombia","Yomayusa, Nancy, Suárez, Isabel Cristina, Castañeda, &gt;Elizabeth, Hernández, Paula, Gaitán, Hernando, Altahona, Hernando, Ibáñez, Milciades, Hidalgo, Marylin, Moreno, Jaime Enrique, Torrado, Edilma","Infectio; 12(1); 11-20","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100002&lang=pt" 
"S0123-93922008000100005-col","Asociación de polimorfismos genéticos de FNT-a e IL-10, citocinas reguladoras de la respuesta inmune, en enfermedades infecciosas, alérgicas y autoinmunes","Casas, Lilian Andrea, Gómez Gutiérrez, Alberto","Infectio; 12(1); 38-53","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100005&lang=pt" 
"S0123-93922008000100004-col","Caracterización epidemiológica, clínica y de algunos parámetros inmunológicos del síndrome de infección recurrente en niños y adolescentes desplazados a la Ciudad de Cúcuta","Díaz, Miguel Ángel, Sarrázola, Dairo Mauricio, Orrego, Julio César","Infectio; 12(1); 28-37","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100004&lang=pt" 
"S0123-93922008000100007-col","NEUTROPENIA FEBRIL EN PEDIATRIA","Lopez, Pio, Lopez, Eduardo","Infectio; 12(1); 64-71","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100007&lang=pt" 
