"S0188-252X2014000100015-mex","¿A dónde hemos llegado? Un siglo de vanguardias artísticas en Occidente","Cortazar Rodríguez, Francisco Javier","Comunicación y sociedad; (21); 319-323","Comunicación y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-252X2014000100015&lang=pt" 
"S1984-46702014000300002-scl","Population biology of Aegla platensis (Decapoda: Anomura: Aeglidae) in a tributary of the Uruguay River, state of Rio Grande do Sul, Brazil","Dalosto, Marcelo M., Palaoro, Alexandre V., Oliveira, Davi de, Samuelsson, Évelin, Santos, Sandro","Zoologia (Curitiba); 31(3); 215-222","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300002&lang=pt" 
"S1984-46702014000300004-scl","Morphology of the shell of Happiella cf. insularis (Gastropoda: Heterobranchia: Systrophiidae) from three forest areas on Ilha Grande, Southeast Brazil","Barbosa, Amilcar Brum, Santos, Sonia Barbosa dos","Zoologia (Curitiba); 31(3); 230-238","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300004&lang=pt" 
"S1806-11172014000200022-scl","Oscilador harmônico: Uma análise via séries de Fourier","Castro, A. S. de","Revista Brasileira de Ensino de Física; 36(2); -","Revista Brasileira de Ensino de Física","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172014000200022&lang=pt" 
"S0186-10422014000200010-mex","La cadena de suministro del mezcal del estado de Zacatecas: Situación actual y perspectivas de desarrollo","López Nava, Gabriel, Martínez Flores, José Luis, Cavazos Arroyo, Judith, Mayett Moreno, Yésica","Contaduría y administración; 59(2); 227-252","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200010&lang=pt" 
"S0186-10422014000200011-mex","Análisis de costos y estrategias productivas en la lechería de pequeña escala en el periodo 2000-2012","Posadas Domínguez, Rodolfo Rogelio, Salinas Martínez, Jesús Armando, Callejas Juárez, Nicolás, Álvarez Fuentes, Gregorio, Herrera Haro, José, Arriaga Jordán, Carlos Manuel, Martínez Castañeda, Francisco Ernesto","Contaduría y administración; 59(2); 253-275","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200011&lang=pt" 
"S0186-10422014000200002-mex","De sistema mecánico a sistema tecnológico complejo: El caso de los automóviles","Lara Rivero, Arturo Ángel","Contaduría y administración; 59(2); 11-39","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200002&lang=pt" 
"S1516-14982014000100001-scl","A encenação dos sonhos: imagens de Freud e de Benjamin","Parente, Alessandra Affortunati Martins","Ágora: Estudos em Teoria Psicanalítica; 17(1); 9-25","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100001&lang=pt" 
"S0186-10422014000200001-mex","Editorial","López-Herrera, Francisco","Contaduría y administración; 59(2); 5-9","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200001&lang=pt" 
"S0186-10422014000200003-mex","La delimitación contingente del espacio organizacional basada en procesos de saber","San Emetério, César Pablo","Contaduría y administración; 59(2); 41-63","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200003&lang=pt" 
"S0186-10422014000200005-mex","Validez y confiabilidad de la escala de justicia organizacional de Niehoff y Moorman en población mexicana","Patlán Pérez, Juana, Flores Herrera, Rosa, Martínez Torres, Edgar, Hernández Hernández, Rosalía","Contaduría y administración; 59(2); 97-120","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200005&lang=pt" 
"S0186-10422014000200004-mex","DEA as a business failure prediction tool: Application to the case of galician SMEs","de Llano Monelos, Pablo, Piñeiro Sánchez, Carlos, Rodríguez López, Manuel","Contaduría y administración; 59(2); 65-96","Contaduría y administración","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200004&lang=pt" 
"S0186-10422014000200006-mex","La medición del desempeño social empresarial a través de las redes sociales","Sesma, Julio, Husted, Bryan, Banks, Jerry","Contaduría y administración; 59(2); 121-143","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200006&lang=pt" 
"S0186-10422014000200009-mex","A model of medium term exchange rate forecast in an open economy: The case of the mexican peso","Mosqueda Almanza, Rubén, Guillén, Jorge","Contaduría y administración; 59(2); 197-225","Contaduría y administración","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200009&lang=pt" 
"S0186-10422014000200008-mex","Relación de causalidad entre el índice de precios del productor y el índice de precios del consumidor incorporando cambios estructurales: El caso de México","Gómez Aguirre, Mario, Navarro Chávez, José César Lenin","Contaduría y administración; 59(2); 179-196","Contaduría y administración","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200008&lang=pt" 
"S0188-45572014000100006-mex","Intermediarios laborales en Morelos: abasto de jornaleros agrícolas en el centro y noroeste de México","Saldaña Ramírez, Adriana","Estudios sociales (Hermosillo, Son.); 22(43); 137-158","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100006&lang=pt" 
"S0188-45572014000100001-mex","Pobreza y políticas de desarrollo rural en México","Martínez-Carrasco Pleite, Federico, Colino Sueiras, José B., Gómez Cruz, Manuel Ángel","Estudios sociales (Hermosillo, Son.); 22(43); 09-35","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100001&lang=pt" 
"S0188-45572014000100007-mex","Indicadores para el estudio de la sustentabilidad urbana en Chimalhuacán, Estado de México","Moreno Sánchez, Enrique","Estudios sociales (Hermosillo, Son.); 22(43); 159-186","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100007&lang=pt" 
"S0188-45572014000100008-mex","Regiones y distribución espacial de las actividades económicas en Sonora","Sánchez Gamboa, José Manuel, Taddei Bringas, Cristina","Estudios sociales (Hermosillo, Son.); 22(43); 187-215","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100008&lang=pt" 
"S0188-45572014000100003-mex","Biosólidos en la producción de maíz: impacto socioeconómico en zonas rurales del municipio de Puebla","González Flores, Eduardo, Sandoval Castro, Engelberto, Pérez Magaña, Andrés","Estudios sociales (Hermosillo, Son.); 22(43); 61-86","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100003&lang=pt" 
"S1665-109X2014000100006-mex","La construcción de ambientes educativos para la convivencia pacífica: el modelo pedagógico del programa SaludARTE","García Cabrero, Benilde, Klein Kreisler, Ivonne","Sinéctica; (42); 1-13","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100006&lang=pt" 
"S1665-109X2014000100007-mex","El derecho humano a la educación","Muñoz, Vernor","Sinéctica; (42); 1-10","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100007&lang=pt" 
"S1665-109X2014000100004-mex","Conflicto, autoridad y argumentación: Elementos para pensar los caminos para la paz en el aula","Alba Meraz, Alejandro Roberto","Sinéctica; (42); 1-16","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100004&lang=pt" 
"S1665-109X2014000100005-mex","El discurso de los derechos humanos y sus condiciones de posibilidad en la escuela secundaria","Rodríguez Mc Keon, Lucía Elena","Sinéctica; (42); 1-14","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100005&lang=pt" 
"S1665-109X2014000100002-mex","La violencia y la cultura de la calle entran a la escuela: acciones y reacciones","Conde Flores, Silvia Lourdes","Sinéctica; (42); 1-21","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100002&lang=pt" 
"S1665-109X2014000100003-mex","La estigmatización de la adolescencia como grupo poblacional en riesgo y sus repercusiones en la construcción de ciudadanía","Chávez Romo, María Concepción","Sinéctica; (42); 1-17","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100003&lang=pt" 
"S1665-109X2014000100001-mex","Presentación","Alba Meraz, Alejandro Roberto","Sinéctica; (42); 1-1","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100001&lang=pt" 
"S1665-109X2014000100008-mex","Uso de Facebook para la socialización del aprendizaje de una segunda lengua en nivel medio superior","Gudiño Paredes, Sandra, Lozano Martínez, Fernando, Fernández Cárdenas, Juan Manuel","Sinéctica; (42); 1-16","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100008&lang=pt" 
"S1665-109X2014000100009-mex","Multimedia Instruction on Latin Roots of the English Language and L2 Vocabulary Learning in Higher Education Contexts: Learner Proficiency Effects","de la Cruz Villegas, Veronika, Izquierdo, Jesús","Sinéctica; (42); 1-12","Sinéctica","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100009&lang=pt" 
"S0188-45572014000100004-mex","El mercado de la carne de bovino en México, 1970-2011","Cruz Jiménez, Joaquín, García Sánchez, Roberto Carlos","Estudios sociales (Hermosillo, Son.); 22(43); 87-110","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100004&lang=pt" 
"S0188-45572014000100005-mex","La migración desde la mirada de los empleadores de una agroindustria de los Altos de Jalisco, México","Pérez Padilla, María de la Luz, Rivera Heredia, María Elena, Uribe Alvarado, J. Isaac","Estudios sociales (Hermosillo, Son.); 22(43); 111-136","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100005&lang=pt" 
"S0188-45572014000100009-mex","Intervención para promover hábitos saludables y reducir obesidad en adolescentes de preparatoria","Elizondo-Montemayor, Leticia, Gutiérrez, Norma G., Moreno Sánchez, Diana Marisol, Monsiváis Rodríguez, Fabiola Valeria, Martínez, Ubaldo, Nieblas, Bianca, Lamadrid-Zertuche, Ana Cecilia","Estudios sociales (Hermosillo, Son.); 22(43); 217-239","Estudios sociales (Hermosillo, Son.)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-45572014000100009&lang=pt" 
"S1665-109X2014000100011-mex","Productividad y condiciones para la investigación: el caso de los profesores de lenguas extranjeras","Reyes Cruz, María del Rosario, Hernández Méndez, Edith","Sinéctica; (42); 1-17","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100011&lang=pt" 
"S1665-109X2014000100010-mex","Prácticas y competencias docentes de los profesores de inglés: diagnóstico en secundarias públicas de Tabasco","Izquierdo, Jesús, Aquino, Silvia Patricia, García, Verónica, Garza, Guadalupe, Minami, Hiroe, Adame, Alexis","Sinéctica; (42); 1-25","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100010&lang=pt" 
"S1665-109X2014000100012-mex","Productividad en el ISI de los investigadores mexicanos y consolidados (nivel III) del SNI, en Physics Multidisciplinary, 1996-2003","Reyes, Gerardo, Suriñach, Jordi, Rivas, Luis A.","Sinéctica; (42); 1-51","Sinéctica","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-109X2014000100012&lang=pt" 
"S0104-40602014000200002-scl","Apresentação","Dalla-Bona, Elisa Maria, Dalvi, Maria AmŽlia","Educar em Revista; (52); 17-21","Educar em Revista","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40602014000200002&lang=pt" 
"S0102-77862014000200007-scl","Regimes do vento à superfície na área de Petrolina, submédio São Francisco","Melo, Ewerton Cleudson de Sousa, Aragão, Maria Regina da Silva, Correia, Magaly de Fatima","Revista Brasileira de Meteorologia; 29(2); 229-241","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200007&lang=pt" 
"S1516-14982014000100007-scl","A construção do caso clínico como forma de pesquisa em psicanálise","Val, Alexandre Costa, Lima, Mônica Assunção Costa","Ágora: Estudos em Teoria Psicanalítica; 17(1); 99-115","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100007&lang=pt" 
"S1516-14982014000100002-scl","O self como centro de ação em James e Winnicott","Passos-Ferreira, Claudia","Ágora: Estudos em Teoria Psicanalítica; 17(1); 27-42","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100002&lang=pt" 
"S0102-77862014000200012-scl","Análise da sensibilidade dos componentes da equação de Hargreaves - Samani para a região de Bebedouro - SP","Palaretti, Luiz Fabiano, Mantovani, Everardo Chartuni, Sediyama, Gilberto Chohaku","Revista Brasileira de Meteorologia; 29(2); 299-306","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200012&lang=pt" 
"S0186-10422014000200007-mex","Folga organizacional versus desempenho financeiro: Um estudo nas empresas da BM &amp; FBovespa","Bueren, Ilse Maria, Starosky Filho, Loriberto, Krespi, Nayane Thais","Contaduría y administración; 59(2); 145-177","Contaduría y administración","Português","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422014000200007&lang=pt" 
"S1852-77442014000100006-arg","Modelo geofísico con datos gravimétricos y aeromagnetométricos en el borde noreste del macizo norpatagónico, Río negro, Argentina","Lince Klinger, Federico, León, Martín, Martínez, Patricia, Weidmann, Cecilia, Anci, Sheila, Álvarez, Orlando","Geoacta; 39(1); 51-61","Geoacta","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-77442014000100006&lang=pt" 
"S1852-77442014000100007-arg","La teledetección por radar como fuente de información litológica y estructural: Análisis espacial de imágenes SAR de RADARSAT-1","Marchionni, Daniela S, Cavayas, François","Geoacta; 39(1); 62-89","Geoacta","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-77442014000100007&lang=pt" 
"S1852-77442014000100004-arg","Aplicación del método gravimétrico en el margen Argentino","Arecco, María Alejandra, Pizarro, Guillermo, Ruiz, Francisco","Geoacta; 39(1); 20-29","Geoacta","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-77442014000100004&lang=pt" 
"S1852-77442014000100005-arg","Procesamiento y analisis cualitativo de datos aeromagneticos con vistas a la exploración de yacimientos hidrotermales tipo lode gold - provincia de La rioja, Argentina","Fanton, Gerardo, Martínez, Patricia, Giménez, Mario","Geoacta; 39(1); 30-50","Geoacta","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-77442014000100005&lang=pt" 
"S1984-46702014000300008-scl","Reinstatement of Euarche rudipalpa (Polychaeta: Acoetidae), with remarks on morphology and body pigmentation","Salazar-Vallejo, Sergio I., Rizzo, Alexandra E., Fukuda, Marcelo V.","Zoologia (Curitiba); 31(3); 264-270","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300008&lang=pt" 
"S1984-46702014000300001-scl","Behavior and foraging technique of the Ingram&#039;s squirrel Guerlinguetus ingrami (Sciuridae: Rodentia) in an Araucaria moist forest fragment","Mendes, Calebe Pereira, Cândido-Jr, José Flávio","Zoologia (Curitiba); 31(3); 209-214","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300001&lang=pt" 
"S1984-46702014000300005-scl","Estimating cyclopoid copepod species richness and geographical distribution (Crustacea) across a large hydrographical basin: comparing between samples from water column (plankton) and macrophyte stands","Perbiche-Neves, Gilmar, Rocha, Carlos E.F. da, Nogueira, Marcos G.","Zoologia (Curitiba); 31(3); 239-244","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300005&lang=pt" 
"S0104-40602014000200014-scl","O estado da arte de pesquisas sobre a educação de surdos no Brasil de 2007 a 2011","Pagnez, Karina Soledad, Sofiato, Cássia Geciauskas","Educar em Revista; (52); 229-256","Educar em Revista","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40602014000200014&lang=pt" 
"S0102-77862014000200008-scl","Confiabilidade nas estimativas do regime do vento fornecidas pelo brams no estado de Alagoas: influência do aninhamento e da resolução horizontal de grades","Pinto, Lucía Iracema Chipponelli, Martins, Fernando Ramos, Pereira, Enio Bueno, Fisch, Gilberto Fernando, Lyra, Roberto Fernando da Fonseca","Revista Brasileira de Meteorologia; 29(2); 242-258","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200008&lang=pt" 
"S0102-77862014000200009-scl","Avaliação do modelo WRF para a previsão do perfil do vento no centro de lançamento de alcântara","Silva, Adaiana F. Gomes da, Fisch, Gilberto","Revista Brasileira de Meteorologia; 29(2); 259-270","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200009&lang=pt" 
"S0102-77862014000200006-scl","Aplicação de uma ferramenta objetiva para previsão de tempo severo em ambiente operacional","Pinheiro, Henri Rossi, Escobar, Gustavo Carlos Juan, Andrade, Kelen Martins","Revista Brasileira de Meteorologia; 29(2); 209-228","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200006&lang=pt" 
"S0102-77862014000200004-scl","Determinação dos parâmetros da distribuição gama e média pluviométrica decendial para estações do estado de Mato Grosso","Paiva Sobrinho, Severino de, Matos, Victor Arlindo Taveira de, Pereira, Ana Paula Meira Soares, Pivetta, Fernando, Seixas, Guilherme Barros, Campelo Junior, Jose Holanda","Revista Brasileira de Meteorologia; 29(2); 183-196","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200004&lang=pt" 
"S0102-77862014000200005-scl","Eventos extremos de precipitação nas mesorregiões da Paraíba e suas relações com a TSM dos oceanos tropicais","Nóbrega, José Nildo da, Santos, Carlos A. C. dos, Gomes, Oseas M., Bezerra, Bergson G., Brito, José Ivaldo B. de","Revista Brasileira de Meteorologia; 29(2); 197-208","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200005&lang=pt" 
"S0102-77862014000200002-scl","Removing the influence of the serial correlation on the Mann-Kendall test","Blain, Gabriel Constantino","Revista Brasileira de Meteorologia; 29(2); 161-170","Revista Brasileira de Meteorologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200002&lang=pt" 
"S0102-77862014000200003-scl","Impactos de El Niño y La Niña en las lluvias del Perú (1965-2007)","Lavado-Casimiro, Waldo, Espinoza, Jhan Carlo","Revista Brasileira de Meteorologia; 29(2); 171-182","Revista Brasileira de Meteorologia","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200003&lang=pt" 
"S1984-46702014000300012-scl","Revision of the Neotropical Laelius (Hymenoptera: Bethylidae) with notes on some Nearctic species","Barbosa, Diego N., Azevedo, Celso O.","Zoologia (Curitiba); 31(3); 285-311","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000300012&lang=pt" 
"S1516-14982014000100006-scl","Sobre o amor e suas falhas: uma leitura da melancolia em psicanálise","Branco, Felipe Castelo","Ágora: Estudos em Teoria Psicanalítica; 17(1); 85-98","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100006&lang=pt" 
"S1516-14982014000100005-scl","Maternidade do exílio. Quando o deslocamento favorece a fertilidade","Pestre, Elise, Baptista, Fabiana","Ágora: Estudos em Teoria Psicanalítica; 17(1); 71-83","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100005&lang=pt" 
"S1516-14982014000100004-scl","A voz na experiência psicanalítica","Bastos, Angélica","Ágora: Estudos em Teoria Psicanalítica; 17(1); 59-70","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100004&lang=pt" 
"S1516-14982014000100003-scl","Psicanálise e estética da recepção: desacordos e entrecruzamentos","Dionisio, Gustavo Henrique","Ágora: Estudos em Teoria Psicanalítica; 17(1); 43-58","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100003&lang=pt" 
"S1516-14982014000100009-scl","Conceitos fundamentais dos métodos projetivos","Pinto, Elza Rocha","Ágora: Estudos em Teoria Psicanalítica; 17(1); 135-153","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100009&lang=pt" 
"S1516-14982014000100008-scl","O diagnóstico fonoaudiológico na paralisia cerebral: o sujeito entre a fala e a escuta","Castellano, Giuliana Bonucci, Freire, Regina Maria Ayres de Camargo","Ágora: Estudos em Teoria Psicanalítica; 17(1); 117-134","Ágora: Estudos em Teoria Psicanalítica","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982014000100008&lang=pt" 
"S0102-77862014000200011-scl","Análise comparativa da concentração de dióxido de enxofre via modelos regulatórios AERMOD e CALPUFF e monitoramento próximo às fontes de emissão da bacia aérea III - RMRJ","Silva, Mauricio Soares da, Cunha, Bruno D&#039;aiuto da, Pimentel, Luiz Claudio Gomes, Guerrero, Jesús Salvador Pérez, Vicentini, Pedro Caffaro","Revista Brasileira de Meteorologia; 29(2); 281-298","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200011&lang=pt" 
"S0102-77862014000200010-scl","Medidas automatizadas de psicrômetro de termopar aspirado versus não aspirado","Cunha, Antonio Ribeiro da, Volpe, Clovis Alberto","Revista Brasileira de Meteorologia; 29(2); 271-280","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200010&lang=pt" 
"S0102-77862014000200013-scl","Estimativa da temperatura basal inferior para as cultivares de oliveira Grappolo e Maria da Fé","Souza, Plínio Marcos Bernardo de, Martins, Fabrina Bolzan","Revista Brasileira de Meteorologia; 29(2); 307-313","Revista Brasileira de Meteorologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862014000200013&lang=pt" 
"S1806-11172014000200016-scl","Raios cósmicos e a heliosfera","Oliveira, A.G. Izzo de, Rockenbach, M., Pacini, A.A.","Revista Brasileira de Ensino de Física; 36(2); 1-13","Revista Brasileira de Ensino de Física","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172014000200016&lang=pt" 
"S0042-96862014000600385-spa","In this month’s Bulletin","","Bulletin of the World Health Organization; 92(6); 385-385","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600385&lang=pt" 
"S0042-96862014000600463-spa","BRICS? contributions to the global health agenda","Kickbusch, Ilona","Bulletin of the World Health Organization; 92(6); 463-464","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600463&lang=pt" 
"S0042-96862014000600461-spa","BRICS in the response to neglected tropical diseases","Cashwell, Amber, Tantri, Anupama, Schmidt, Ashley, Simon, Greg, Mistry, Neeraj","Bulletin of the World Health Organization; 92(6); 461-462","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600461&lang=pt" 
"S0042-96862014000600394-spa","The BRICS countries: a new force in global health?","","Bulletin of the World Health Organization; 92(6); 394-395","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600394&lang=pt" 
"S0042-96862014000600392-spa","BRICS seek value for money as health-care costs rise","","Bulletin of the World Health Organization; 92(6); 392-393","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600392&lang=pt" 
"S0042-96862014000600390-spa","Public health round-up","","Bulletin of the World Health Organization; 92(6); 390-391","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600390&lang=pt" 
"S0042-96862014000600389-spa","Making fair choices on the path to universal health coverage","Ottersen, Trygve, Norheim, Ole F","Bulletin of the World Health Organization; 92(6); 389-389","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600389&lang=pt" 
"S0042-96862014000600386-spa","BRICS and global health","Acharya, Shambhu, Barber, Sarah-Louise, Lopez-Acuna, Daniel, Menabde, Natela, Migliorini, Luigi, Molina, Joaquín, Schwartländer, Bernhard, Zurn, Pascal","Bulletin of the World Health Organization; 92(6); 386-386A","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600386&lang=pt" 
"S0042-96862014000600447-spa","Progress and challenges of the rural cooperative medical scheme in China","Meng, Qingyue, Xu, Ke","Bulletin of the World Health Organization; 92(6); 447-451","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600447&lang=pt" 
"S1135-57272014000300001-spa","Cesáreas: poca pero suficiente información para poner coto a la inadecuación","Campillo Artero, Carlos","Revista Española de Salud Pública; 88(3); 311-314","Revista Española de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272014000300001&lang=pt" 
"S1135-57272014000300002-spa","Porcentaje de cesáreas en mujeres de bajo riesgo: un indicador útil para comparar hospitales que atienden partos con riesgos diferentes","Librero, Julián, Peiró, Salvador, Belda, Ana, Calabuig, Julia","Revista Española de Salud Pública; 88(3); 315-326","Revista Española de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272014000300002&lang=pt" 
"S0101-66282014000200001-scl","Editorial","","Serviço Social &amp; Sociedade; (118); 205-207","Serviço Social &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282014000200001&lang=pt" 
