"S0100-72032009000800008-scl","Tratamento do trabalho de parto prematuro","Bittar, Roberto Eduardo, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 31(8); 415-422","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000800008&lang=pt" 
"S0004-27492009000400021-scl","Pyogenic granuloma after retinal detachment surgery with scleral buckle: case report","Damasceno, Eduardo F., Pereira, Cristiano, Damasceno, Nadyr Antônia Pereira, Horowitz, Soraya Alessandra Pereira, Amaral Filho, Octavio Moura Brasil","Arquivos Brasileiros de Oftalmologia; 72(4); 543-544","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400021&lang=pt" 
"S0004-27492009000400022-scl","Hemangioma racemoso de retina (síndrome de Wyburn-Mason): acompanhamento de um paciente por dez anos: relato de caso","Leitão Guerra, RL, Leitão Guerra, CL, Guerra, M, Guerra Neto, AS, Leitão Guerra, AA","Arquivos Brasileiros de Oftalmologia; 72(4); 545-548","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400022&lang=pt" 
"S0004-27492009000400026-scl","Terapia gênica em distrofias hereditárias de retina","Côco, Monique, Han, Sang Won, Sallum, Juliana Maria Ferraz","Arquivos Brasileiros de Oftalmologia; 72(4); 560-566","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400026&lang=pt" 
"S0004-27492009000400027-scl","The role of molecular genetic factors in age-related macular degeneration","Almeida, Luciana Negrão Frota de, Carolino, Rachel Melilo, Sperandio, Diogo Cazelli, Nehemy, Márcio Bittar, De Marco, LA","Arquivos Brasileiros de Oftalmologia; 72(4); 567-572","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400027&lang=pt" 
"S0074-02762009000500010-scl","Use of a saline gradient for the diagnosis of schistosomiasis","Coelho, Paulo Marcos Z, Jurberg, Arnon D, Oliveira, Áureo A, Katz, Naftale","Memórias do Instituto Oswaldo Cruz; 104(5); 720-723","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500010&lang=pt" 
"S0074-02762009000500023-scl","Performance levels of four Latin American laboratories for the serodiagnosis of Chagas disease in Mexican sera samples","Luquetti, Alejandro O, Espinoza, Bertha, Martínez, Ignacio, Hernández-Becerril, Nidia, Ponce, Carlos, Ponce, Elisa, Reyes, Pedro A, Hernández, Oscar, López, Ruth, Monteón, Victor","Memórias do Instituto Oswaldo Cruz; 104(5); 797-800","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500023&lang=pt" 
"S0074-02762009000500006-scl","Preparation and antitubercular activity of lipophilic diamines and amino alcohols","OR Júnior, Celso, Le Hyaric, Mireille, Costa, Cristiane F da, Corrêa, Taís A, Taveira, Aline F, Araújo, Débora P, Reis, Elaine FC, Lourenço, Maria Cristina S, Vicente, Felipe RC, Almeida, Mauro V de","Memórias do Instituto Oswaldo Cruz; 104(5); 703-705","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500006&lang=pt" 
"S0074-02762009000500004-scl","In vitro antiplasmodial activity and toxicity assessment of plant extracts used in traditional malaria therapy in the Lake Victoria Region","Ayuko, Teresa Akeng&#039;a, Njau, Richard Njihia, Cornelius, Wanjala, Leah, Nyangasi, Ndiege, Isiah Omollo","Memórias do Instituto Oswaldo Cruz; 104(5); 689-694","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500004&lang=pt" 
"S0074-02762009000500005-scl","Phlebotomine fauna (Diptera: Psychodidae) of an American cutaneous leishmaniasis endemic area in the state of Mato Grosso do Sul, Brazil","Dorval, Maria Elizabeth C, Cristaldo, Geucira, Rocha, Hilda Carlos da, Alves, Tulia Peixoto, Alves, Murilo Andrade, Oshiro, Elisa Teruya, Oliveira, Alessandra Gutierrez de, Brazil, Reginaldo Peçanha, Galati, Eunice Aparecida Bianchi, Cunha, Rivaldo Venâncio da","Memórias do Instituto Oswaldo Cruz; 104(5); 695-702","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500005&lang=pt" 
"S0074-02762009000500007-scl","Toxoplasma gondii: further studies on the subpellicular network","Lemgruber, Leandro, Kloetzel, John A, Souza, Wanderley de, Vommaro, Rossiane C","Memórias do Instituto Oswaldo Cruz; 104(5); 706-709","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500007&lang=pt" 
"S0074-02762009000500008-scl","In house colorimetric reverse hybridisation assay for detection of the mutation most frequently associated with resistance to isoniazid in Mycobacterium tuberculosis","Verza, Mirela, Maschmann, Raquel de Abreu, Silva, Márcia Susana Nunes, Dalla Costa, Elis Regina, Ribeiro, Marta Osório, Rosso, Franciele, Suffys, Philip Noel, Tortoli, Enrico, Marcelli, Fiorella, Zaha, Arnaldo, Rossetti, Maria Lucia Rosa","Memórias do Instituto Oswaldo Cruz; 104(5); 710-714","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500008&lang=pt" 
"S0074-02762009000500014-scl","Molecular and biochemical characterisation of Trypanosoma cruzi phosphofructokinase","Rodríguez, Evelyn, Lander, Noelia, Ramirez, Jose Luis","Memórias do Instituto Oswaldo Cruz; 104(5); 745-748","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500014&lang=pt" 
"S0074-02762009000500002-scl","Marine Pseudomonas putida: a potential source of antimicrobial substances against antibiotic-resistant bacteria","Marinho, Palloma Rodrigues, Moreira, Ana Paula Barbosa, Pellegrino, Flávia Lúcia Piffano Costa, Muricy, Guilherme, Bastos, Maria do Carmo de Freire, Santos, Kátia Regina Netto dos, Giambiagi-deMarval, Marcia, Laport, Marinella Silva","Memórias do Instituto Oswaldo Cruz; 104(5); 678-682","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500002&lang=pt" 
"S0074-02762009000500018-scl","Molecular characterisation of Sporothrix schenckii isolates from humans and cats involved in the sporotrichosis epidemic in Rio de Janeiro, Brazil","Reis, Rosani Santos, Almeida-Paes, Rodrigo, Muniz, Mauro de Medeiros, Tavares, Patrícia Morais e Silva, Monteiro, Paulo Cezar Fialho, Schubach, Tânia Maria Pacheco, Gutierrez-Galhardo, Maria Clara, Zancopé-Oliveira, Rosely Maria","Memórias do Instituto Oswaldo Cruz; 104(5); 769-774","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500018&lang=pt" 
"S0074-02762009000500017-scl","Malaria entomological inoculation rates in gold mining areas of Southern Venezuela","Moreno, Jorge E, Rubio-Palis, Yasmín, Páez, Elisa, Pérez, Enrique, Sánchez, Víctor, Vaccari, Elena","Memórias do Instituto Oswaldo Cruz; 104(5); 764-768","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500017&lang=pt" 
"S0074-02762009000500020-scl","Biomphalaria molluscs (Gastropoda: Planorbidae) in Rio Grande do Sul, Brazil","Pepe, Michele Soares, Caldeira, Roberta Lima, Carvalho, Omar dos Santos, Muller, Gertrud, Jannotti-Passos, Liana Konovaloff, Rodrigues, Alice Pozza, Amaral, Hugo Leonardo, Berne, Maria Elisabeth Aires","Memórias do Instituto Oswaldo Cruz; 104(5); 783-786","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500020&lang=pt" 
"S0074-02762009000500021-scl","Identification of uropathogenic Escherichia coli clonal group A (CgA) in hospitalised patients","Dias, Rubens CS, Marangoni, Denise V, Riley, Lee W, Moreira, Beatriz M","Memórias do Instituto Oswaldo Cruz; 104(5); 787-789","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500021&lang=pt" 
"S0074-02762009000500024-scl","Visceral leishmaniasis in border areas: clustered distribution of phlebotomine sand flies in Clorinda, Argentina","Salomón, Oscar D, Quintana, María G, Bruno, Mario R, Quiriconi, Ricardo V, Cabral, Viviana","Memórias do Instituto Oswaldo Cruz; 104(5); 801-804","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500024&lang=pt" 
"S0100-67622009000400020-scl","Influência do modelo de análise estatística e da forma das parcelas experimentais na seleção de clones de Eucalyptus spp.","Scarpinati, Edimar Aparecido, Perecin, Dilermando, Paula, Rinaldo César de, Bonine, César Augusto Valencise, Pavan, Bruno Ettore, Candido, Liliam Silva","Revista Árvore; 33(4); 769-776","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400020&lang=pt" 
"S0100-67622009000400019-scl","Predição de qualidade da madeira e da polpa celulósica por técnica de espectroscopia de infravermelho próximo (NIRS)","Santos, Ricardo Balleirini dos, Gomide, José Lívio, Sousa, Leonardo Chagas de","Revista Árvore; 33(4); 759-767","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400019&lang=pt" 
"S0100-67622009000400018-scl","Avaliação da madeira de Eucalyptus camaldulensis Dehnh e Eucalyptus urophylla S.T. Blake em ensaios de usinagem, visando à produção moveleira","Souza, Maria Odete Alves de, Silva, José de Castro, Lucia, Ricardo Marius Della, Evangelista, Wescley Viana","Revista Árvore; 33(4); 751-758","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400018&lang=pt" 
"S0100-67622009000400017-scl","Propriedades mecânicas de peças com dimensões estruturais de Pinus spp: correlação entre resistência à tração e classificação visual","Fiorelli, Juliano, Dias, Antônio Alves, Coiado, Bruno","Revista Árvore; 33(4); 741-750","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400017&lang=pt" 
"S0100-67622009000400016-scl","Efeito da hidrólise ácida dos taninos de Eucalyptus grandis w. hill ex Maiden nas propriedades dos adesivos tânicos","Carneiro, Angélica de Cássia Oliveira, Vital, Benedito Rocha, Frederico, Pedro Gustavo Ulisses, Santos, Rosimeire Cavalcante dos, Sousa Júnior, Wagner Patrício de","Revista Árvore; 33(4); 733-739","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400016&lang=pt" 
"S0100-67622009000400015-scl","Estudo da relação de confiança em programa de fomento florestal de indústria de celulose na visão dos produtores rurais","Silva, Fabiano Luiz da, Griffith, James Jackson, Jacovine, Laércio Antônio Gonçalves, Valadares, José Horta, Fernandes, Marília Aparecida Silva, Silva, Elaine Cristina Gomes da","Revista Árvore; 33(4); 723-732","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400015&lang=pt" 
"S0042-96862009010700001-spa","Why do some health issues attact all the attention and money?","Fleck, Fiona, Ghent, Alice, Shiffman, Jeremy","Bulletin of the World Health Organization; 87(8); -","Bulletin of the World Health Organization","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862009010700001&lang=pt" 
"S1020-49892009000800004-spa","Field and laboratory preparedness: challenges to rolling out new multidrug-resistant tuberculosis diagnostics","Griffin, Anne M. J., Caviedes, Luz, Gilman, Robert, Coronel, Jorge, Delgado, Freddy, Quispe, MaryLuz, Moore, avid A. J.","Revista Panamericana de Salud Pública; 26(2); 120-127","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800004&lang=pt" 
"S1020-49892009000800007-spa","Assistive technology applied to education of students with visual impairment","Alves, Cássia Cristiane de Freitas, Monteiro, Gelse Beatriz Martins, Rabello, Suzana, Gasparetto, Maria Elisabete Rodrigues Freire, Carvalho, Keila Monteiro de","Revista Panamericana de Salud Pública; 26(2); 148-152","Revista Panamericana de Salud Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800007&lang=pt" 
"S1020-49892009000800010-spa","As novas tecnologias de autocuidado e os riscos do autodiagnóstico pela Internet","Vasconcellos-Silva, Paulo Roberto, Castiel, Luis David","Revista Panamericana de Salud Pública; 26(2); 172-175","Revista Panamericana de Salud Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800010&lang=pt" 
"S1020-49892009000800012-spa","Los institutos nacionales de salud pública: un enfoque coordinado e integral contra la influenza A H1N1 y otras amenazas a la salud pública","Buss, Paulo, Koplan, Jeffrey P., Dusenbury, Courtenay, Binder, Sue, Rosenberg, Félix","Revista Panamericana de Salud Pública; 26(2); 184-188","Revista Panamericana de Salud Pública","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892009000800012&lang=pt" 
"S0004-27492009000400002-scl","Retinal thickness measurement and evaluation of natural history of the diabetic macular edema through optical coherence tomography","Hannouche, Rosana Zacarias, Ávila, Marcos Pereira de","Arquivos Brasileiros de Oftalmologia; 72(4); 433-438","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400002&lang=pt" 
"S0004-27492009000400006-scl","Corneal specular microscopy in infectious and noninfectious uveitis","Oliveira, Filipe de, Motta, Ana Carolina de Oliveira, Muccioli, Cristina","Arquivos Brasileiros de Oftalmologia; 72(4); 457-461","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400006&lang=pt" 
"S0004-27492009000400007-scl","Efeito terapêutico do &quot;cross-linking&quot; corneano na ceratopatia bolhosa sintomática","Gadelha, Diego Nery Benevides, Cavalcanti, Bernardo Menelau, Bravo Filho, Vasco, Andrade Júnior, Newton, Batista, Neylane Nyéria Coelho, Escarião, Ana Cecília de Sousa Leão, Urbano, Roberta Ventura","Arquivos Brasileiros de Oftalmologia; 72(4); 462-466","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400007&lang=pt" 
"S0004-27492009000400010-scl","Avaliação da ceratoplastia lamelar anterior profunda em pacientes com ceratocone","Macedo, Jarbas Pereira de, Forseto, Adriana dos Santos, Allemann, Norma, Sousa, Luciene Barbosa de","Arquivos Brasileiros de Oftalmologia; 72(4); 486-492","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400010&lang=pt" 
"S0004-27492009000400012-scl","Correlação entre a espessura corneana central e o comprimento axial ocular nos portadores de glaucoma e em olhos normais","Mello, Paula Resende Aquino de Assis Pereira, Meirelles, Sérgio Henrique Sampaio, Moraes Júnior, Haroldo Vieira de","Arquivos Brasileiros de Oftalmologia; 72(4); 497-502","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400012&lang=pt" 
"S0004-27492009000400013-scl","Edema macular diabético subclínico e retinopatia diabética não proliferativa leve: correlação de dados com o analisador de espessura da retina (RTA)","Ramalho, Luziane Herzog de Azeredo, Ávila, Marcos Pereira de, Moraes Júnior, Haroldo Vieira de, Damasceno, Eduardo de França","Arquivos Brasileiros de Oftalmologia; 72(4); 503-508","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400013&lang=pt" 
"S0004-27492009000400014-scl","Principais variáveis envolvidas na não-doação de córneas de potenciais doadores em um hospital universitário de Curitiba","Issaho, Dayane Cristine, Tenório, Marília Barreto, Moreira, Hamilton","Arquivos Brasileiros de Oftalmologia; 72(4); 509-514","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400014&lang=pt" 
"S0004-27492009000400015-scl","Fine needle aspiration biopsy to reestablish cell culture in an animal model of uveal melanoma","Correa, Zelia Maria da Silva, Marshall, Jean-Claude, Souza Filho, João Pessoa, Odashiro, Alexandre Nakao, Burnier, Jr., Miguel Noel","Arquivos Brasileiros de Oftalmologia; 72(4); 515-518","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400015&lang=pt" 
"S0004-27492009000400016-scl","Estudo comparativo entre duas plataformas para realização de Lasik personalizado para correção de miopia e astigmatismo: Alcon CustomCornea® versus Bausch &amp; Lomb Zyoptix®","Barreiro, Telma Pereira, Forseto, Adriana dos Santos, Pinto, Lucila Ferreira Leite, Francesconi, Claudia Maria, Nosé, Walton","Arquivos Brasileiros de Oftalmologia; 72(4); 519-525","Arquivos Brasileiros de Oftalmologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400016&lang=pt" 
"S0004-27492009000400017-scl","Comparison between OPD-Scan results and visual outcomes of monofocal and multifocal intraocular lenses","Hida, Wilson Takashi, Motta, Antonio Francisco Pimenta, Kara-José Junior, Newton, Alves, Emerson, Tadeu, Marcel, Cordeiro, Lívio Neiva, Nakano, Celso Takashi","Arquivos Brasileiros de Oftalmologia; 72(4); 526-532","Arquivos Brasileiros de Oftalmologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492009000400017&lang=pt" 
"S0074-02762009000500001-scl","Development of physiological resistance and its stage specificity in Culex quinquefasciatus after selection with deltamethrin in Assam, India","Sarkar, Manas, Bhattacharyya, Indra K, Borkotoki, Aparajita, Baruah, Indra, Srivastava, Ravi B","Memórias do Instituto Oswaldo Cruz; 104(5); 673-677","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500001&lang=pt" 
"S0074-02762009000500003-scl","Effect of Solanum nudum steroids on uninfected and Plasmodium falciparum-infected erythrocytes","López, Mary Luz, Blair, Silvia, Sáez, Jairo, Segura, Cesar","Memórias do Instituto Oswaldo Cruz; 104(5); 683-688","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500003&lang=pt" 
"S0074-02762009000500009-scl","Epidermal growth factor receptors, testosterone levels and parotid gland changes in rats infected with Trypanosoma cruzi","Aguirre, Kezia LH, Alves, José B, Silva, Gerluza AB, Cardoso, Jarbas E, Murta, Silvane MF, Ferreira, Anderson J","Memórias do Instituto Oswaldo Cruz; 104(5); 715-719","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500009&lang=pt" 
"S0074-02762009000500011-scl","Blastocystis subtypes in irritable bowel syndrome and inflammatory bowel disease in Ankara, Turkey","Dogruman-Al, Funda, Kustimur, Semra, Yoshikawa, Hisao, Tuncer, Candan, Simsek, Zahide, Tanyuksel, Mehmet, Araz, Engin, Boorom, Kenneth","Memórias do Instituto Oswaldo Cruz; 104(5); 724-727","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500011&lang=pt" 
"S0074-02762009000500012-scl","Simulium (Inaequalium) marins, a new species of black fly (Diptera: Simuliidae) from inselbergs in Brazil","Pepinelli, Mateus, Hamada, Neusa, Currie, Douglas C","Memórias do Instituto Oswaldo Cruz; 104(5); 728-735","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500012&lang=pt" 
"S0074-02762009000500015-scl","Induction of apoptosis in A549 pulmonary cells by two Paracoccidioides brasiliensis samples","Del Vecchio, Adriana, Silva, Julhiany de Fatima da, Silva, Juliana Leal Monteiro da, Andreotti, Patricia Ferrari, Soares, Christiane Pienna, Benard, Gil, Giannini, Maria José Soares Mendes","Memórias do Instituto Oswaldo Cruz; 104(5); 749-754","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500015&lang=pt" 
"S0074-02762009000500016-scl","Frequency and types of human papillomavirus among pregnant and non-pregnant women with human immunodeficiency virus infection in Recife determined by genotyping","Brandão, Vírginia da Conceição Ribes Amorim Bezerra, Lacerda, Heloisa Ramos, Lucena-Silva, Norma, Ximenes, Ricardo Arraes de Alencar","Memórias do Instituto Oswaldo Cruz; 104(5); 755-763","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500016&lang=pt" 
"S0074-02762009000500019-scl","Genotyping of the MTL loci and susceptibility to two antifungal agents of Candida glabrata clinical isolates","Lavaniegos-Sobrino, María Teresa, Ramírez-Zavaleta, Candy Y, Ponce de León, Alfredo, Sifuentes-Osornio, José, Bobadilla-Del Valle, Miriam, Rangel-Cordero, Andrea, De Las Peñas, Alejandro, Castaño, Irene","Memórias do Instituto Oswaldo Cruz; 104(5); 775-782","Memórias do Instituto Oswaldo Cruz","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762009000500019&lang=pt" 
"S0100-67622009000400001-scl","Fungi associated to bark lesions of Eucalyptus globulus stems in plantations from Uruguay","Alonso, Raquel, Tiscornia, Susana, Alfenas, Acelino Couto, Bettucci, Lina","Revista Árvore; 33(4); 591-597","Revista Árvore","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400001&lang=pt" 
"S0100-67622009000400002-scl","Multiplicação de gemas axilares de Acacia mearnsii de wild. Sob diferentes meios de cultura","Disarz, Ruter, Martins Corder, Maísa Pimentel","Revista Árvore; 33(4); 599-606","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400002&lang=pt" 
"S0100-67622009000400003-scl","Influência do estado nutricional de minicepas no enraizamento de miniestacas de eucalipto","Cunha, Ana Catarina Monteiro Carvalho Mori da, Paiva, Haroldo Nogueira de, Leite, Helio Garcia, Barros, Nairam Félix de, Leite, Fernando Palha","Revista Árvore; 33(4); 607-615","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400003&lang=pt" 
"S0100-67622009000400005-scl","Teste de condutividade elétrica em sementes de Albizia hassleri (Chodat) burkart. fabaceae-mimosoideae","Gonzales, José Luis Soto, Paula, Rinaldo César de, Valeri, Sérgio Valiengo","Revista Árvore; 33(4); 625-634","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400005&lang=pt" 
"S0100-67622009000400006-scl","Secagem e armazenamento de sementes de juçara","Martins, Cibele Chalita, Bovi, Marilene L.A., Nakagawa, João, Machado, Carla Gomes","Revista Árvore; 33(4); 635-642","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400006&lang=pt" 
"S0100-67622009000400007-scl","Emergência de plântulas oriundas de sementes recém colhidas e armazenadas de Copaifera langsdorffii Desf. (caesalpinioideae), triângulo mineiro, Brasil","Pereira, Regina dos Santos, Santana, Denise Garcia de, Ranal, Marli Aparecida","Revista Árvore; 33(4); 643-652","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400007&lang=pt" 
"S0100-67622009000400008-scl","Ciclagem de nutrientes em dois trechos de floresta estacional semidecidual na reserva florestal mata do paraíso em Viçosa, MG, Brasil","Pinto, Sheila Isabel do Carmo, Martins, Sebastião Venâncio, Barros, Nairam Félix de, Dias, Herly Carlos Teixeira","Revista Árvore; 33(4); 653-663","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000400008&lang=pt" 
"S0365-66912009000800004-esp","Neurorretinitis: Casos clínicos","Valverde-Gubianas, M., Ramos-López, J.F., López-Torres, J.A., Toribio-García, M., Milla-Peñalver, C., Gálvez Torres-Puchol, J., Medialdea-Marcos, S.","Archivos de la Sociedad Española de Oftalmología; 84(8); 389-394","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800004&lang=pt" 
"S0365-66912009000800006-esp","Parálisis bilateral del III nervio craneal por metástasis de carcinoma pulmonar","Reche-Sainz, J.A., García-Sáenz, S., Toledano-Fernández, N.","Archivos de la Sociedad Española de Oftalmología; 84(8); 399-401","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800006&lang=pt" 
"S0365-66912009000800002-esp","Comentarios a «Estudio de prevalencia de retinopatía diabética en pacientes diabéticos mediante retinógrafo no midriático»","Romero-Aroca, Pedro","Archivos de la Sociedad Española de Oftalmología; 84(8); 375-376","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800002&lang=pt" 
"S0365-66912009000800007-esp","Brote de síndrome tóxico del segmento anterior después de cirugía vítrea","Andonegui, J., Jiménez-Lasanta, L., Aliseda, D., Lameiro, F.","Archivos de la Sociedad Española de Oftalmología; 84(8); 403-405","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800007&lang=pt" 
"S0365-66912009000800008-esp","Síndrome de webino postquirúrgico: una nueva forma de este síndrome","González-Martín-Moro, J., Gilo, F., Rubio-Jerónimo, J., Tamés-Haye, I.","Archivos de la Sociedad Española de Oftalmología; 84(8); 407-410","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800008&lang=pt" 
"S0365-66912009000800009-esp","La oftalmología en la obra poética de Jorge Luis Borges (I)","García-Guerrero, J., Valdez-García, J., González-Treviño, J.L.","Archivos de la Sociedad Española de Oftalmología; 84(8); 411-413","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800009&lang=pt" 
"S0365-66912009000800010-esp","Día mundial del glaucoma","Noguera-Paláu, J.J.","Archivos de la Sociedad Española de Oftalmología; 84(8); 415-416","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800010&lang=pt" 
"S0365-66912009000800011-esp","","Vila Arteaga, Jorge","Archivos de la Sociedad Española de Oftalmología; 84(8); 417-417","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800011&lang=pt" 
"S0365-66912009000800001-esp","Métodos en la investigación biomédica","Vecino, E.","Archivos de la Sociedad Española de Oftalmología; 84(8); 373-374","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800001&lang=pt" 
