"S0103-64402012000300009-scl","Supragingival plaque removal with and without dentifrice: a randomized controlled clinical trial","Zanatta, Fabricio B., Antoniazzi, Raquel P., Pinto, Tatiana M. P., Rösing, Cassiano K.","Brazilian Dental Journal; 23(3); 235-240","Brazilian Dental Journal","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402012000300009&lang=pt" 
"S1413-77042012000100006-scl","Ordens religiosas e transgressão no Maranhão colonial","Mendonça, Pollyanna Gouveia","Tempo; 18(32); 115-136","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100006&lang=pt" 
"S1413-77042012000100007-scl","Federalismo e cidadania na imprensa republicana (1870-1889)","Viscardi, Cláudia Maria Ribeiro","Tempo; 18(32); 137-161","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100007&lang=pt" 
"S1413-77042012000100009-scl","Dos jornais ao palco: romances folhetins e textos teatrais no Rio de Janeiro da segunda metade do século XIX","Souza, Silvia Cristina Martins de","Tempo; 18(32); 193-221","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100009&lang=pt" 
"S1413-77042012000100010-scl","Sob a pena presidencial: a Lei de Terras de 1850 no Rio Grande do Sul e a negociação política","Christillino, Cristiano Luis","Tempo; 18(32); 223-245","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100010&lang=pt" 
"S1413-77042012000100013-scl","","","Tempo; 18(32); 263-300","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100013&lang=pt" 
"S0718-85602012000100001-chl","Valvuloplastía Aórtica con balón como puente para reemplazo valvular aórtico percutáneo o quirúrgico en el manejo de la estenosis aórtica severa","Maluenda, Gabriel, Ben-Dor, Itsik, Barbash, Israel, Dvir, Dani, Okubagzi, Petros, Torguson, Rebecca, Amare, Rahewana, Xue, Zhenyi, Lindsay, Joseph, Satler, Lowell F, Waksman, Ron, Pichard, Augusto","Revista chilena de cardiología; 31(1); 11-17","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100001&lang=pt" 
"S0718-85602012000100002-chl","Edad mayor a sesenta años y tabaquismo son predictores de la presencia ecocardiográfica de placa aórtica complicada en pacientes con accidente cerebrovascular isquémico sin cardiopatía","Ramírez, Pablo, Córdova, Samuel, Lindefjeld, Dante, Gabrielli, Luigi, McNab, Paul, Braun, Sandra, Godoy, Iván, Fernández, María Soledad","Revista chilena de cardiología; 31(1); 18-22","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100002&lang=pt" 
"S0718-85602012000100003-chl","Relación entre la hiperglicemia al ingreso a la unidad de emergencia y el pronóstico en pacientes no diabéticos con infarto agudo al miocardio, no sometidos a terapia de reperfusión","Cárdenas, Felipe, González, Nicolás, García, Daniel, Astudillo, Carlos","Revista chilena de cardiología; 31(1); 24-28","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100003&lang=pt" 
"S0718-85602012000100004-chl","Factores predictores de recurrencia post ablación de fibrilación auricular","Moreno, Mauricio, Oyarzún, Rodulfo, Piedra, Carlos, Orellana, Marcelo, Seguel, Marianella","Revista chilena de cardiología; 31(1); 30-34","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100004&lang=pt" 
"S0718-85602012000100005-chl","Síndrome de apnea-hipopnea obstructiva del sueño y fibrilación auricular: Estudio de caso-control","Potthoff, Pablo, Potthoff, Marcelo, Manuel Godoy, Juan, Camus, Bárbara, Neira, Víctor, Salinas, Alejandra, Lanas, Fernando","Revista chilena de cardiología; 31(1); 35-40","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100005&lang=pt" 
"S0718-85602012000100006-chl","Presencia de altos niveles de arsénico en tejidos cardiovasculares de pacientes de áreas contaminadas en Chile","Solar, Carlos, Pizarro, Isabel, Román, Domingo","Revista chilena de cardiología; 31(1); 41-47","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100006&lang=pt" 
"S0718-85602012000100007-chl","Implante experimental de una bomba de asistencia circulatoria en posición valvular aórtica: resultados preliminares","Seguel S, Enrique, Beurtherert, Sylvain","Revista chilena de cardiología; 31(1); 48-54","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100007&lang=pt" 
"S0718-85602012000100008-chl","Prótesis valvular aórtica percutánea: ¿Qué debemos saber?","Paredes, Alejandro, Martínez, Alejandro","Revista chilena de cardiología; 31(1); 55-62","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100008&lang=pt" 
"S0718-85602012000100009-chl","Cierre percutáneo de pseudoaneurisma post-operatorio de aorta ascendente con dispositivo Amplatzer","Lindefjeld, Dante, Martínez, Alejandro, Heusser, Felipe, Zalaquett, Ricardo","Revista chilena de cardiología; 31(1); 63-66","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100009&lang=pt" 
"S0718-85602012000100010-chl","Hipertensión pulmonar en paciente VIH positiva","Silva, Rafael, Pacheco, Claudio, Vega, Rodrigo, Maza, Macarena, Águila, Felipe","Revista chilena de cardiología; 31(1); 61-71","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100010&lang=pt" 
"S0718-85602012000100011-chl","Los resúmenes científicos a congresos y sus publicaciones in-extenso: Una dirección cada vez mas infrecuente","Lema, Guillermo","Revista chilena de cardiología; 31(1); 72-73","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000100011&lang=pt" 
"S0717-93082012000100001-chl","Sociedad de Radiología en el camino de la internacionalización","Pinochet T, Miguel Ángel","Revista chilena de radiología; 18(1); 3-3","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100001&lang=pt" 
"S0717-93082012000100002-chl","Caso radiológico para diagnóstico","Hirsch S, Michael, Ardiles C, Oscar, Mora V, Mario, Pereira R, Gonzalo","Revista chilena de radiología; 18(1); 4/39-41","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100002&lang=pt" 
"S0717-93082012000100003-chl","Schwannoma melanótico: Reporte de un caso y revisión de la literatura","Labbé A, María Ignacia, Miranda G, Gonzalo, Las Heras A, Facundo","Revista chilena de radiología; 18(1); 5-8","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100003&lang=pt" 
"S0717-93082012000100004-chl","Evaluación de la miocardiopatía no compactada con resonancia magnética cardíaca en pacientes con función sistólica del ventrículo izquierdo conservada y disminuida","Deviggiano, Alejandro, Carrascosa, Patricia, Capuñay, Carlos, Deschle, Héctor, Lewkowicz, Julio, Tajer, Carlos, Stewart-Harris, Alejandro, Vallejos, Javier","Revista chilena de radiología; 18(1); 9-16","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100004&lang=pt" 
"S0717-93082012000100005-chl","Hepatocarcinoma y trombosis portal diagnosticados por ecografía y tomografía computada en pacientes cirróticos chilenos en un hospital público, 2004 - 2011","Sierra S, Pamela, Pivcevic C, Daniela, Retamal C, Andrés, Latorre B, Patricio, Contreras B, Jorge, Silva F, Claudio","Revista chilena de radiología; 18(1); 18-21","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100005&lang=pt" 
"S0717-93082012000100006-chl","Estudios de imágenes en el diagnóstico precoz de leucemia en pediatría","Riquelme S, Viviana, García B, Cristián","Revista chilena de radiología; 18(1); 24-29","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100006&lang=pt" 
"S0717-93082012000100007-chl","Caracterización de lesiones asociadas a microcalcificaciones BI-RADS 4A, en 11 años de biopsias estereotáxicas","Uchida S, Marcela, Fernández G, Monserrat, Pinochet T, Miguel A, Durán M, María Paz, Gálvez T, Jocelyn","Revista chilena de radiología; 18(1); 30-35","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100007&lang=pt" 
"S0717-93082012000100008-chl","Signos radiológicos: Esófago felino","Pérez O, Gonzalo, Zerega R, Mario, Cortés A, Claudio","Revista chilena de radiología; 18(1); 36-38","Revista chilena de radiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082012000100008&lang=pt" 
"S0100-40422012000500014-scl","Simultaneous determination of non-steroidal anti-inflammatory drugs in pharmaceutical formulations and human serum by reversed phase high performance liquid chromatography","Nawaz, Muhammad","Química Nova; 35(5); 939-943","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500014&lang=pt" 
"S1980-00372012000400009-scl","Reprodutibilidade da medida da pressão arterial auscultatória durante o exercício de força","Andrade, Danyele Moura de, Menêses, Annelise Lins, Almeida, Tarciso Rogério Medeiros, Miranda, Alessandra de Souza, Ritti-Dias, Raphael Mendes","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 450-459","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400009&lang=pt" 
"S1980-00372012000400011-scl","Noncircular chainrings and pedal to crank interface in cycling: a literature review","Bini, Rodrigo R., Dagnese, Frederico","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 470-482","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400011&lang=pt" 
"S1980-00372012000400012-scl","Adaptações neuromusculares ao treinamento de força e concorrente em homens idosos","Cadore, Eduardo Lusa, Pinto, Ronei Silveira, Kruel, Luiz Fernando Martins","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 483-495","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400012&lang=pt" 
"S0100-40422012000500012-scl","Estudio de la contaminación por metales en sedimentos acuáticos de la Bahía de Matanzas","Quevedo, Odalys, Gómez, Jorge, Ramírez, Carmen, Estrada, Tamara, Moreno, Carlos, Mendiguchía, Carolina, Villanueva Tagle, Margarita Edelia, Pomares Alfonso, Mario Simeón","Química Nova; 35(5); 924-931","Química Nova","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500012&lang=pt" 
"S1980-00372012000400001-scl","Crescimento físico e estado nutricional de escolares do Vale do Jequitinhonha, Minas Gerais, Brasil","Guedes, Dartagnan Pinto, Mendes, Ricardo Rodrigues","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 363-376","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400001&lang=pt" 
"S1980-00372012000400003-scl","Prevalência de baixo nivel de atividade física em crianças pré-escolares","Barros, Simone Storino Honda, Lopes, Adair da Silva, Barros, Mauro Virgilio Gomes de","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 390-400","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400003&lang=pt" 
"S1980-00372012000400004-scl","Aptidão cardiorrespiratória em adolescentes estimada pelo teste de corrida e/ou caminhada de 9 minutos","Paludo, Ana Carolina, Batista, Mariana Biagi, Serassuelo Júnior, Hélio, Cyrino, Edilson Serpeloni, Ronque, Enio Ricardo Vaz","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 401-408","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400004&lang=pt" 
"S0104-14282012000200013-scl","Eletrofiação de polímeros em solução: parte II: aplicações e perspectivas","Costa, Rodrigo G. F., Oliveira, Juliano E. de, Paula, Gustavo F. de, Picciani, Paulo H. de S., Medeiros, Eliton S. de, Ribeiro, Cauê, Mattoso, Luiz H.C.","Polímeros; 22(2); 178-185","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200013&lang=pt" 
"S0104-14282012000200017-scl","TPVs PA/NBR: sistema de reticulação e propriedades","Fagundes, Enio C. M., Jacobi, Marly A. M.","Polímeros; 22(2); 206-212","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200017&lang=pt" 
"S0104-14282012000200007-scl","Comportamento termomecânico de compósitos ativos preparados com nanocompósitos epóxi/argila organofílica e fios de liga Ni-Ti com memória de forma","Leal, Artur S. C., Silva, Suédina M. L., Araújo, Carlos J. de","Polímeros; 22(2); 134-141","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200007&lang=pt" 
"S0104-14282012000200010-scl","Recuperação hidrofóbica de polipropileno tratado por VUV ou plasma","Wanke, Cesar H., Barbosa, Luiz G., Hübner, Júlia V. M., Horowitz, Flavio, Mauler, Raquel S., Oliveira, Ricardo V. B. de","Polímeros; 22(2); 158-163","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200010&lang=pt" 
"S0104-14282012000200011-scl","Tenacificação do poli(ácido lático) pela adição do terpolímero (etileno/acrilato de metila/metacrilato de glicidila)","Brito, Gustavo F., Agrawal, Pankaj, Araújo, Edcleide M., Melo, Tomás J. A. de","Polímeros; 22(2); 164-169","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200011&lang=pt" 
"S0100-40422012000500002-scl","Sorção e lixiviação de tiametoxam em solos tratados com lodo de esgoto e cultivados com cafeeiro","Magalhães, Ciro Augusto de Souza, Lima, José Maria de, Costa, Alisson Lucrécio da, Silva, Evânia Geralda da, Silva, Carlos Alberto, Bettiol, Wagner, Nóbrega, Julio Cesar Azevedo, Guimarães, Paulo Tácito Gontijo","Química Nova; 35(5); 871-875","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500002&lang=pt" 
"S0100-40422012000500003-scl","Synthesis and characterization of Fe(III)-piperazine-derived complexes encapsulated in zeolite Y","Berezuk, Márcio E., Paesano Jr., Andrea, Carvalho, Nakédia M. F., Horn Jr., Adolfo, Arroyo, Pedro A., Cardozo-Filho, Lúcio","Química Nova; 35(5); 876-882","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500003&lang=pt" 
"S0100-40422012000500004-scl","Hidróxidos duplos lamelares à base de escória de alto forno","Rebelo, Monaliza Maia, Cunha, Márcia Valéria Porto de Oliveira, Corrêa, José Augusto Martins","Química Nova; 35(5); 883-888","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500004&lang=pt" 
"S0100-40422012000500005-scl","Descoloração de corantes industriais e efluentes têxteis simulados por peroxidase de nabo (Brassica campestre)","Silva, Maria Cristina, Corrêa, Angelita Duarte, Torres, Juliana Arriel, Amorim, Maria Teresa Sousa Pessoa","Química Nova; 35(5); 889-894","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500005&lang=pt" 
"S0100-40422012000500009-scl","Parametric sensitivity analysis for the helium dimers on a model potential","Lemes, Nelson Henrique Teixeira, Viterbo, Vitor D., Sebastião, Rita C. O., Braga, João P.","Química Nova; 35(5); 910-913","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500009&lang=pt" 
"S0100-40422012000500010-scl","Synthesis of 2-azetidinone derivatives of 6-nitro-1H-indazole and their biological importance","Samadhiya, Pushkal, Sharma, Ritu, Srivastava, Santosh K., Srivastava, S. D.","Química Nova; 35(5); 914-919","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500010&lang=pt" 
"S0100-40422012000500011-scl","Energia de superfície para nanossuperfícies de TiO2 na direção (001)","Lazaro, Sergio de, Penteado, Renato Ferras, Tebcherani, Sergio Mazureck, Berger, Danielle, Varela, José Arana, Kubaski, Evaldo Toniolo","Química Nova; 35(5); 920-923","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500011&lang=pt" 
"S0100-40422012000500013-scl","Degradação de corantes têxteis e remediação de resíduos de tingimento por processos Fenton, foto-Fenton e eletro-Fenton","Salvador, Terezinha, Marcolino Jr., Luiz H., Peralta-Zamora, Patricio","Química Nova; 35(5); 932-938","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500013&lang=pt" 
"S0100-40422012000500016-scl","Synthesis and antifungal activity of halogenated aromatic bis-γ-lactones analogous to avenaciolide","Castelo-Branco, Pedro A., Rubinger, Mayura M. M., Alves, Leandro de C., Liberto, Natalia A., Nepel, Thayane C. M., Catrinck, Mariana, Guilardi, Silvana, Silvério, Hudson A., F. Neto, Wilson P., Zambolim, Laércio, Piló-Veloso, Dorila","Química Nova; 35(5); 948-955","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500016&lang=pt" 
"S0100-40422012000500017-scl","Síntese e caracterização de copolímeros do tipo ABA para encapsulação de hemoglobina bovina","Lima, Felipe F., Andrade, Cristina T.","Química Nova; 35(5); 956-961","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500017&lang=pt" 
"S0100-40422012000500018-scl","Fatores que influenciam a formação da fase β-PbO2 em filmes eletrossintetizados galvanostaticamente sobre substrato de tecido de carbono","Costa, Fabiano Ramos, Silva, Leonardo Morais da","Química Nova; 35(5); 962-967","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500018&lang=pt" 
"S0100-40422012000500019-scl","Desenvolvimento de metodologia para avaliar remoção de estrogênios em estações de tratamento de esgotos","Pessoa, Germana de Paiva, Santos, André Bezerra dos, Souza, Neyliane Costa de, Alves, Joana Angélica Correia, Nascimento, Ronaldo Ferreira do","Química Nova; 35(5); 968-973","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500019&lang=pt" 
"S0100-40422012000500021-scl","Investigating the spontaneous formation of SDS micelle in aqueous solution using a coarse-grained force field","Pires, José Maria, Moura, André F. de, Freitas, Luiz C. G.","Química Nova; 35(5); 978-981","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500021&lang=pt" 
"S0100-40422012000500022-scl","Specificity and selectivity improvement in doping analysis using comprehensive two-dimensional gas chromatography coupled with time-of-flight mass spectrometry","Barbosa, Samantha S., Leal, Felipe D., Padilha, Monica C., Silva, Raphael S. F., Pereira, Henrique Marcelo G., Aquino Neto, Francisco R., Silva Júnior, Ademário I. da","Química Nova; 35(5); 982-987","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500022&lang=pt" 
"S0100-40422012000500023-scl","Voltammetric determination of sibutramine in beverages and in pharmaceutical formulations","Carvalho, Juliana M., Silva, Andrea R. da, Cunha, Alessandra L. M. C. da, Aucélio, Ricardo Q., Alberti, André Luis M., Leandro, Katia C.","Química Nova; 35(5); 988-992","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500023&lang=pt" 
"S0100-40422012000500024-scl","O desafio de analisar solutos básicos por cromatografia líquida em modo reverso: algumas alternativas para melhorar as separações","Borges, Endler Marcel, Goraieb, Karen, Collins, Carol H.","Química Nova; 35(5); 993-1003","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500024&lang=pt" 
"S0100-40422012000500028-scl","Quantificação dos isômeros ácido L-ascórbico e ácido D-iso-ascórbico em geleias de frutas por cromatografia líquida de alta eficiência","Oliveira, Raquel Grando de, Godoy, Helena Teixeira, Prado, Marcelo Alexandre","Química Nova; 35(5); 1020-1024","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500028&lang=pt" 
"S0100-40422012000500030-scl","Desenvolvimento e validação de método para o doseamento de tibolona em cápsulas por cromatografia líquida de alta eficiência","Rosa, Hernandez Bozardi da, Tolotti, Renata Cristine, Miron, Diogo dos Santos, Souza, Kellen Cristhinia Borges de","Química Nova; 35(5); 1030-1035","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500030&lang=pt" 
"S0100-40422012000500031-scl","Desenvolvimento e validação de um método analítico por CLAE para quantificação de ácido ursólico em dispersões sólidas","Eloy, Josimar de Oliveira, Oliveira, Erika Cristina Vargas de, Marotta-Oliveira, Samantha Sant&#039;Anna, Saraiva, Juliana, Marchetti, Juliana Maldonado","Química Nova; 35(5); 1036-1040","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500031&lang=pt" 
"S0100-40422012000500032-scl","Isolation and quantitative HPLC-PDA analysis of lupeol in phytopharmaceutical intermediate products from Vernonanthura ferruginea (Less.) H. Rob.","Oliveira, Ezequiane Machado Silva, Freitas, Sabrine Lemes, Martins, Frederico Severino, Couto, Renê Oliveira, Pinto, Mariana Viana, Paula, José Realino, Conceição, Edemilson Cardoso, Bara, Maria Teresa Freitas","Química Nova; 35(5); 1041-1045","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500032&lang=pt" 
"S0100-40422012000500035-scl","A segunda lei da termodinâmica","Reis, Martina Costa, Bassi, Adalberto Bono Maurizio Sacchi","Química Nova; 35(5); 1057-1061","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500035&lang=pt" 
"S0100-40422012000500036-scl","Os semimetais na origem e evolução da vida","Aureliano, Manuel, Nolasco, Pedro A., Silva, João J. R. Fraústo da, Silva, José Armando L. da","Química Nova; 35(5); 1062-1068","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500036&lang=pt" 
"S0100-40422012000500008-scl","Biomonitoramento de Cr e Pb em peixes de água doce","Repula, Carolina Marília Martins, Campos, Bruna Kauely de, Ganzarolli, Edgard Moreira, Lopes, Mauro Chierici, Quináia, Sueli Pércio","Química Nova; 35(5); 905-909","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500008&lang=pt" 
"S0100-40422012000500020-scl","Estudo químico de Sinningia allagophylla guiado por testes de atividade antiproliferativa","Riva, Dilamara, Barison, Andersson, Stefanello, Maria Élida Alves, Poliquesi, Clarisse Bolfe, Ruiz, Ana Lúcia Tasca Goes, Carvalho, João Ernesto de, Salvador, Marcos José","Química Nova; 35(5); 974-977","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500020&lang=pt" 
"S0100-40422012000500029-scl","A fluorescence-based assay for octreotide in kinetic release from depot formulations","Guerreiro, Luiz Henrique, Girad-Dias, Wendell, Miranda, Kildare R. de, Lima, Luís Mauricio T. R.","Química Nova; 35(5); 1025-1029","Química Nova","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500029&lang=pt" 
"S0100-40422012000500015-scl","Desreplicação de alcaloides aporfínicos e oxoaporfínicos de Unonopsis guatterioides por ESI-IT-MS","Silva, Felipe Moura Araújo da, Koolen, Hector Henrique Ferreira, Almeida, Richardson Alves de, Souza, Afonso Duarte Leão de, Pinheiro, Maria Lúcia Belém, Costa, Emmanoel Vilaça","Química Nova; 35(5); 944-947","Química Nova","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422012000500015&lang=pt" 
"S0104-14282012000200006-scl","Caracterização viscosimétrica de nanocompósitos híbridos PS/POSS","Bianchi, Otávio, Repenning, Gustavo B., Mauler, Raquel S., Oliveira, Ricardo V. B., Canto, Leonardo B.","Polímeros; 22(2); 125-133","Polímeros","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282012000200006&lang=pt" 
"S1413-77042012000100001-scl","Apresentação","Santos, Georgina Silva dos","Tempo; 18(32); 13-18","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100001&lang=pt" 
"S1413-77042012000100011-scl","Do privado ao oculto","Monteiro, Rodrigo Bentes","Tempo; 18(32); 247-253","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100011&lang=pt" 
"S1413-77042012000100008-scl","Liberalismo, ciudadanía y vecindad en Nueva Granada (Colombia) durante la primera mitad del siglo XIX","Flórez Bolívar, Roicer, Solano D., Sergio Paolo, Álvarez Jiménez, Jairo","Tempo; 18(32); 163-192","Tempo","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100008&lang=pt" 
"S1413-77042012000100012-scl","Discussões preciosas, interlocutores ausentes","Weber, Regina","Tempo; 18(32); 255-261","Tempo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-77042012000100012&lang=pt" 
"S1679-62252012000200003-scl","A new armored catfish species of the genus Hypostomus Lacépède, 1803 (Siluriformes: Loricariidae) from the upper rio Xingu basin, Brazil","Zawadzki, Cláudio H., Birindelli, José L. O., Lima, Flávio C. T.","Neotropical Ichthyology; 10(2); 245-253","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200003&lang=pt" 
"S1679-62252012000200017-scl","Morphological diversity of fish along the rio das Velhas, Minas Gerais, Brazil","Junqueira, Nara Tadini, Leal, Cecília Gontijo, Alves, Carlos Bernardo Mascarenhas, Pompeu, Paulo Santos","Neotropical Ichthyology; 10(2); 417-424","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200017&lang=pt" 
"S1679-62252012000200002-scl","Crenicichla chicha, a new species of pike cichlid (Teleostei: Cichlidae) from the rio Papagaio, upper rio Tapajós basin, Mato Grosso, Brazil","Varella, Henrique R., Kullander, Sven O., Lima, Flávio C. T.","Neotropical Ichthyology; 10(2); 233-244","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200002&lang=pt" 
"S1679-62252012000200004-scl","Hemiodus langeanii (Characiformes: Hemiodontidae), a new species from rio Amana, rio Maués-Açú drainage, Amazon basin, Brazil","Beltrão, Hélio, Zuanon, Jansen","Neotropical Ichthyology; 10(2); 255-262","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200004&lang=pt" 
