"S0034-70942010000500007-scl","Utilidade da ecocardiografia transeofageana durante hipotensão arterial grave em cirurgia não cardíaca","Schulmeyer, Cabrera, Farías, Jorge, Rajdl, Eduardo, Maza, Jaime de La, Labbé, Marcela","Revista Brasileira de Anestesiologia; 60(5); 513-521","Revista Brasileira de Anestesiologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000500007&lang=pt" 
"S0042-96862010001000011-spa","Declining child mortality in northern Malawi despite high rates of infection with HIV","Jahn, A, Floyd, S, Crampin, AC, Mvula, H, Mwinuka, V, Mwaiyeghele, E, McGrath, N, Zaba, B, Fine, PEM, Glynn, JR","Bulletin of the World Health Organization; 88(10); 746-753","Bulletin of the World Health Organization","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862010001000011&lang=pt" 
"S0042-96862010001000012-spa","Effectiveness of zinc supplementation plus oral rehydration salts for diarrhoea in infants aged less than 6 months in Haryana state, India","Mazumder, Sarmila, Taneja, Sunita, Bhandari, Nita, Dube, Brinda, Agarwal, RC, Mahalanabis, Dilip, Fontaine, Olivier, Black, Robert E","Bulletin of the World Health Organization; 88(10); 754-760","Bulletin of the World Health Organization","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862010001000012&lang=pt" 
"S0042-96862010001000013-spa","Measuring and correcting biased child mortality statistics in countries with generalized epidemics of HIV infection","Hallett, Timothy B, Gregson, Simon, Kurwa, Felicia, Garnett, Geoffrey P, Dube, Sabada, Chawira, Godwin, Mason, Peter R, Nyamukapa, Constance A","Bulletin of the World Health Organization; 88(10); 761-768","Bulletin of the World Health Organization","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862010001000013&lang=pt" 
"S0042-96862010001000014-spa","Trends in smoking and quitting in China from 1993 to 2003: National Health Service Survey data","Qian, Juncheng, Cai, Min, Gao, Jun, Tang, Shenglan, Xu, Ling, Critchley, Julia Alison","Bulletin of the World Health Organization; 88(10); 769-776","Bulletin of the World Health Organization","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862010001000014&lang=pt" 
"S0042-96862010001000015-spa","Context counts: training health workers in and for rural and remote areas","Strasser, Roger, Neusy, Andre-Jacques","Bulletin of the World Health Organization; 88(10); 777-782","Bulletin of the World Health Organization","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862010001000015&lang=pt" 
"S0104-11692010000500002-scl","Inter-Unit Doctoral Program in Nursing of the University of São Paulo: characterization of Graduates and Theses Defended in a Decade","Garbin, Livia Maria, Azevedo, Ana Lídia de Castro Sajioro, Silva, Leandra Terezinha Roncolato da, Laus, Ana Maria, Chaves, Lucieli Dias Pedreschi, Gualda, Dulce Maria Rosa, Rossi, Lídia Aparecida","Revista Latino-Americana de Enfermagem; 18(5); 841-848","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500002&lang=pt" 
"S0104-11692010000500003-scl","Evaluation of the Quality of Life of Gynecological Cancer Patients Submitted to Antineoplastic Chemotherapy","Jorge, Lívia Loamí Ruyz, Silva, Sueli Riul da","Revista Latino-Americana de Enfermagem; 18(5); 849-855","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500003&lang=pt" 
"S0104-11692010000500004-scl","Follow-up of Cancer Patients by Family Health Workers","Simino, Giovana Paula Rezende, Santos, Cláudia Benedita dos, Mishima, Silvana Martins","Revista Latino-Americana de Enfermagem; 18(5); 856-863","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500004&lang=pt" 
"S0104-11692010000500005-scl","Children and Adolescents with Cancer: experiences with Chemotherapy","Cicogna, Elizelaine de Chico, Nascimento, Lucila Castanheira, Lima, Regina Aparecida Garcia de","Revista Latino-Americana de Enfermagem; 18(5); 864-872","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500005&lang=pt" 
"S0104-11692010000500008-scl","Evaluation of Intensivist-Nurses’ Knowledge Concerning Medication Administration Through Nasogastric and Enteral Tubes","Mota, Maria Lurdemiler Sabóia, Barbosa, Islene Victor, Studart, Rita Mônica Borges, Melo, Elizabeth Mesquita, Lima, Francisca Elisângela Teixeira, Mariano, Fabíola Amaro","Revista Latino-Americana de Enfermagem; 18(5); 888-894","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500008&lang=pt" 
"S0104-11692010000500009-scl","Multiple Relationships of Nursing Care: the Emergence of Care &quot;of the us&quot;","Baggio, Maria Aparecida, Erdmann, Alacoque Lorenzini","Revista Latino-Americana de Enfermagem; 18(5); 895-902","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500009&lang=pt" 
"S0104-11692010000500010-scl","Prevalence of Urinary Incontinence in a Random Sample of the Urban Population of Pouso Alegre, Minas Gerais, Brazil","Santos, Claudia Regina de Souza, Santos, Vera Lúcia Conceição Gouveia","Revista Latino-Americana de Enfermagem; 18(5); 903-910","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500010&lang=pt" 
"S0104-11692010000500011-scl","Bone Marrow Donation from the Perspective of Sibling Donors","Oliveira-Cardoso, Érika Arantes de, Santos, Manoel Antônio dos, Mastropietro, Ana Paula, Voltarelli, Júlio César","Revista Latino-Americana de Enfermagem; 18(5); 911-918","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500011&lang=pt" 
"S0104-11692010000500012-scl","Abnormal Vaginal Flora in Low-Risk Pregnant Women Cared for by a Public Health Service: prevalence and Association with Symptoms and Findings from Gynecological Exams","Gondo, Danielle Cristina Alves Feitosa, Duarte, Marli Teresinha Cassamassimo, Silva, Márcia Guimarães da, Parada, Cristina Maria Garcia de Lima","Revista Latino-Americana de Enfermagem; 18(5); 919-927","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500012&lang=pt" 
"S0104-11692010000500013-scl","Addressing Alcohol in the Context of Elementary Education: the Social Imaginary Reconstruction of Teachers","Felipe, Ingryd Cunha Ventura, Gomes, Antonio Marcos Tosoli","Revista Latino-Americana de Enfermagem; 18(5); 928-935","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500013&lang=pt" 
"S0104-11692010000500014-scl","Risk Factors for Type 2 Diabetes Mellitus in Children","Macêdo, Suyanne Freire de, Araújo, Márcio Flávio Moura de, Marinho, Niciane Pessoa Bandeira, Lima, Adman Câmara Soares, Freitas, Roberto Wagner Freire de, Damasceno, Marta Maria Coelho","Revista Latino-Americana de Enfermagem; 18(5); 936-942","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500014&lang=pt" 
"S0104-11692010000500016-scl","Relational Experiences of Power and Gender for Nurse-Managers of Private Hospitals","Brito, Maria José Menezes, Montenegro, Lívia Cozer, Marília, Alves","Revista Latino-Americana de Enfermagem; 18(5); 952-959","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500016&lang=pt" 
"S0104-11692010000500017-scl","Nursing in an Emergency Unit: interfaces and Interdependences of the Work Body","Moschen, Rejane, Motta, Maria da Graça Corso da","Revista Latino-Americana de Enfermagem; 18(5); 960-967","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500017&lang=pt" 
"S0104-11692010000500018-scl","The Educative Game as a Sensitization Strategy for the Collection of Data with Adolescents","Yonekura, Tatiana, Soares, Cássia Baldini","Revista Latino-Americana de Enfermagem; 18(5); 968-974","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500018&lang=pt" 
"S0104-11692010000500019-scl","Applicability of the Spanish Version of the Supports Intensity Scale (SIS), in the Mexican Population with Severe Mental Illness","Ortiz, Maribel Cruz, Río, Cristina Jenaro, Pérez Rodríguez, Ma. Del Carmen, Robaina, Noelia Flores","Revista Latino-Americana de Enfermagem; 18(5); 975-982","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500019&lang=pt" 
"S0104-11692010000500020-scl","Tuberculosis Control: patient Perception Regarding Orientation for the Community and Community Participation","Curto, Márcio, Scatena, Lúcia Marina, Andrade, Rubia Laine de Paula, Palha, Pedro Fredemir, Assis, Elisângela Gisele de, Scatolin, Beatriz Estuque, Villa, Tereza Cristina Scatena","Revista Latino-Americana de Enfermagem; 18(5); 983-989","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500020&lang=pt" 
"S0104-11692010000500021-scl","Iatrogenesis in Intensive Care Units: dramatization of Contemporary Bio/Ethical Problems","Vargas, Mara Ambrosina de Oliveira, Ramos, Flavia Regina Souza","Revista Latino-Americana de Enfermagem; 18(5); 990-997","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500021&lang=pt" 
"S0104-11692010000500023-scl","Digital Learning Objects in Nursing Consultation: technology Assessment by Undergraduate Students","Silveira, DeniseTolfo, Catalan, Vanessa Menezes, Neutzling, Agnes Ludwig, Martinato, Luísa Helena Machado","Revista Latino-Americana de Enfermagem; 18(5); 1005-1012","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500023&lang=pt" 
"S0104-11692010000500024-scl","Right of the Citizen and Evaluation of Health Services: theoretical-Practical Approaches","Kerber, Nalú Pereira da Costa, Kirchhof, Ana Lúcia Cardoso, Cezar-Vaz, Marta Regina, Silveira, Rosemary Silva da","Revista Latino-Americana de Enfermagem; 18(5); 1013-1019","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500024&lang=pt" 
"S0104-11692010000500025-scl","Cultural Adaptation and Reliability Analysis of the Modified Dyspnea Index for the Brazilian Culture","Miura, Cinthya Tamie Passos, Gallani, Maria Cecília Bueno Jayme, Domingues, Gabriela de Barros Leite, Rodrigues, Roberta Cunha Matheus, Stoller, James K.","Revista Latino-Americana de Enfermagem; 18(5); 1020-1030","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500025&lang=pt" 
"S0104-11692010000500007-scl","Classification of Patients According to the Degree of Dependence on Nursing Care and Illness Severity in a Post-Anesthesia Care Unit","Lima, Luciana Bjorklund de, Borges, Deise, Costa, Samara da, Rabelo, Eneida Rejane","Revista Latino-Americana de Enfermagem; 18(5); 881-887","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500007&lang=pt" 
"S0104-11692010000500006-scl","Nursing Interventions in the Clinical Practice of an Intensive Care Unit","Lucena, Amália de Fátima, Gutiérrez, Maria Gaby Rivero de, Echer, Isabel Cristina, Barros, Alba Lucia Bottura Leite de","Revista Latino-Americana de Enfermagem; 18(5); 873-880","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500006&lang=pt" 
"S0104-11692010000500022-scl","Risk Factor Frequency for Learning Disabilities in Low Socioeconomic Level Preschool Children in Mexico City","Zambrano-Sánchez, Elizabeth, Martínez-Wbaldo, María del Consuelo, Poblano, Adrián","Revista Latino-Americana de Enfermagem; 18(5); 998-1004","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500022&lang=pt" 
"S0104-11692010000500026-scl","Analysis of Nursing Dissertations and Theses on Mental Health, Brazil, 1979-2007","Silva, Kely Vanessa Leite Gomes da, Almeida, Arisa Nara Saldanha de, Monteiro, Ana Ruth Macedo, Silveira, Lia Carneiro, Fialho, Ana Virgínia de Melo, Moreira, Thereza Maria Magalhães","Revista Latino-Americana de Enfermagem; 18(5); 1031-1038","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500026&lang=pt" 
"S0104-11692010000500015-scl","Risk Management in Technovigilance: construction and Validation of a Medical-Hospital Product Evaluation Instrument","Kuwabara, Cleuza Catsue Takeda, Évora, Yolanda Dora Martinez, Oliveira, Márcio Mattos Borges de","Revista Latino-Americana de Enfermagem; 18(5); 943-951","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500015&lang=pt" 
"S0370-41062010000500001-chl","Gastroenterología y Nutrición como una sola Especialidad de la Pediatría","HARRIS, PAUL R, HODGSON B, MARÍA ISABEL, SORIANO B, HUMBERTO, GANA A, JUAN CRISTÓBAL","Revista chilena de pediatría; 81(5); 387-390","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500001&lang=pt" 
"S0370-41062010000500002-chl","Herramientas de Screening del Desarrollo Psicomotor en Latinoamérica","VERICAT, AGUSTINA, ORDEN, ALICIA B","Revista chilena de pediatría; 81(5); 391-401","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500002&lang=pt" 
"S0370-41062010000500003-chl","Morbilidad en Recién Nacidos de Término en Relación a su Edad Gestacional","ARMADANS, MARCELO, OSSORIO, MARIA FABIANA, PEDICONE, CARLOS, DURÁN, PABLO, FERRERO, FERNANDO","Revista chilena de pediatría; 81(5); 402-408","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500003&lang=pt" 
"S0370-41062010000500004-chl","Cefalea en Niños: Experiencia en un Centro de Referencia","BRAVO M, CRISTINA, GUTIÉRREZ R, STELLA, MATURANA V, ALICIA, FLORES M, PATRICIA","Revista chilena de pediatría; 81(5); 409-417","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500004&lang=pt" 
"S0370-41062010000500005-chl","Costo Oportunidad de Adolescentes en Unidades de Medicina Familiar","UGALDE V, PATRICIA, VILLARREAL R, ENRIQUE, VARGAS D, EMMA ROSA, MARTÍNEZ G, LIDIA, GALICIA R, LILIANA","Revista chilena de pediatría; 81(5); 418-424","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500005&lang=pt" 
"S0370-41062010000500006-chl","Infecciones de Catéter Venoso Central y Lock Terapia en Pacientes Oncológicos","KABALAN B, PAOLA, RODRÍGUEZ Z, NATALIE, TORDECILLA C, JUAN, SEPÚLVEDA R, FANNY","Revista chilena de pediatría; 81(5); 425-431","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500006&lang=pt" 
"S0370-41062010000500007-chl","Síndrome de Seckel, Dos Casos en una Familia Colombiana","PACHAJOA, HARRY, SALDARRIAGA, WILMAR, ISAZA, CAROLINA","Revista chilena de pediatría; 81(5); 432-436","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500007&lang=pt" 
"S0370-41062010000500008-chl","Síndrome Peutz Jeghers y Obstrucción Intestinal: Caso Clínico","DONOSO C, CAROLINA, CARVAJAL F, OSCAR","Revista chilena de pediatría; 81(5); 437-444","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500008&lang=pt" 
"S0370-41062010000500009-chl","Enfoque Pediátrico para el Estudio de los Trastornos Respiratorios del Sueño","ZENTENO A, DANIEL, SALINAS F, PAMELA, VERA U, ROBERTO, BROCKMANN V, PABLO, PRADO A, FRANCISCO","Revista chilena de pediatría; 81(5); 445-455","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500009&lang=pt" 
"S0370-41062010000500010-chl","Caso Clínico-Radiológico","MAGGIOLO M, JULIO, RUBILAR O, LILIAN, KOGAN A, RICARDO, GIRARDI B, GUIDO","Revista chilena de pediatría; 81(5); 456-460","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500010&lang=pt" 
"S0370-41062010000500011-chl","Caso Clínico-Radiológico","IRIBARREN M, MARÍA ALCÁZAR, DOMÍNGUEZ P, ÁNGEL, GONZÁLEZ M, RAQUEL, AGUILAR G, JESÚS","Revista chilena de pediatría; 81(5); 461-464","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500011&lang=pt" 
"S0370-41062010000500012-chl","Factores Perinatales Asociados a Muerte Temprana de Niños Nacidos Prematuros en la Red Brasilera de Centros de Investigación Neonatal","BRANCO DE ALMEIDA, MARIA FERNANDA, GUINSBURG, RUTH, MARTINEZ, FRANCISCO EULÓGIO, PROCIANOY, RENATO S, RODRIGUES LEONE, CLÉA, MARTINS MARBA, SÉRGIO TADEU, SOUSA SUPPO RUGOLO, LÍGIA MARIA, HECKER LUZ, JORGE, DE ANDRADE LOPES, JOSÉ MARIA","Revista chilena de pediatría; 81(5); 465-466","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500012&lang=pt" 
"S0370-41062010000500013-chl","Epidemiología del Colecho y de Caminar de Noche a los 12 Meses en una Cohorte de Recién Nacidos","SANTOS, INÁ S, MOTA, DENISE M, MATIJASEVICH, ALICIA","Revista chilena de pediatría; 81(5); 467-467","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500013&lang=pt" 
"S0370-41062010000500014-chl","Seminarios de Nefrología Pediátrica de la Universidad de Miami","","Revista chilena de pediatría; 81(5); 468-468","Revista chilena de pediatría","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062010000500014&lang=pt" 
"S0104-11692010000500001-scl","Stricto sensu Nursing graduate programs’ performance and the pursuit of excellence","Robazzi, Maria Lúcia do Carmo Cruz","Revista Latino-Americana de Enfermagem; 18(5); 839-840","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000500001&lang=pt" 
"S0365-05962010000500003-scl","Associação de emblica, licorice e belides como alternativa à hidroquinona no tratamento clínico do melasma","Costa, Adilson, Moisés, Thaís Abdalla, Cordero, Tatiana, Alves, Caroline Romanelli Tiburcio, Marmirori, Juliana","Anais Brasileiros de Dermatologia; 85(5); 613-620","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500003&lang=pt" 
"S0365-05962010000500004-scl","Hipomelanose macular progressiva: estudo epidemiológico e resposta terapêutica à fototerapia","Duarte, Ida, Nina, Bianca Ishimoto Della, Gordiano, Maria Clara, Buense, Roberta, Lazzarini, Rosana","Anais Brasileiros de Dermatologia; 85(5); 621-624","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500004&lang=pt" 
"S0365-05962010000500006-scl","Tatuagem: perfil e discurso de pessoas com inscrição de marcas no corpo","Lise, Michelle Larissa Zini, Cataldo Neto, Alfredo, Gauer, Gabriel Jose Chitto, Dias, Hericka Zogbi Jorge, Pickering, Viviane Leal","Anais Brasileiros de Dermatologia; 85(5); 631-638","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500006&lang=pt" 
"S0365-05962010000500007-scl","Terapêutica fotodinâmica com ácido delta-aminolevulínico e luz de diodos em ceratoses actínicas","Ritter, Clarice Gabardo, Kuhl, Isabel Cristina Palma, Lenhardt, Carolina, Weissbluth, Marlene Laks, Bakos, Renato Marchiori","Anais Brasileiros de Dermatologia; 85(5); 639-645","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500007&lang=pt" 
"S0365-05962010000500008-scl","Células-tronco derivadas de tecido adiposo humano: desafios atuais e perspectivas clínicas","Yarak, Samira, Okamoto, Oswaldo Keith","Anais Brasileiros de Dermatologia; 85(5); 647-656","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500008&lang=pt" 
"S0365-05962010000500009-scl","Dermatófitos: interação patógeno-hospedeiro e resistência a antifúngicos","Peres, Nalu Teixera de Aguiar, Maranhão, Fernanda Cristina Albuquerque, Rossi, Antonio, Martinez-Rossi, Nilce Maria","Anais Brasileiros de Dermatologia; 85(5); 657-667","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500009&lang=pt" 
"S0365-05962010000500010-scl","Líquen plano oral (LPO): diagnóstico clínico e complementar","Canto, Alan Motta do, Müller, Helena, Freitas, Ronaldo Rodrigues de, Santos, Paulo Sérgio da Silva","Anais Brasileiros de Dermatologia; 85(5); 669-675","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500010&lang=pt" 
"S0365-05962010000500015-scl","Elastose perfurante serpiginosa em portadora da síndrome de Down","Pereira, Ana Carolina Figueiredo, Baeta, Isabela Guimarães Ribeiro, Costa Júnior, Sérgio Rodrigues da, Gontijo Júnior, Oswaldo Macedo, Vale, Everton Carlos Siviero do","Anais Brasileiros de Dermatologia; 85(5); 691-694","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500015&lang=pt" 
"S0365-05962010000500016-scl","Lesões múltiplas de osteoma cutis na face: terapêutica minimamente invasiva em pacientes com sequela de acne - relato de casos","Duarte, Ian Göedert Leite","Anais Brasileiros de Dermatologia; 85(5); 695-698","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500016&lang=pt" 
"S0365-05962010000500020-scl","Síndrome do nevo de Becker: relato de caso","Baeta, Isabela Guimarães Ribeiro, Viotti, Carla Vilela, Pereira, Ana Carolina Figueiredo, Costa Júnior, Sérgio Rodrigues da, Bittencourt, Flávia Vasques","Anais Brasileiros de Dermatologia; 85(5); 713-716","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500020&lang=pt" 
"S0365-05962010000500021-scl","Tratamento da doença de Hailey-Hailey com toxina botulínica tipo A","Bessa, Giancarlo Rezende, Grazziotin, Thaís Corsetti, Manzoni, Ana Paula, Weber, Magda Blessmann, Bonamigo, Renan Rangel","Anais Brasileiros de Dermatologia; 85(5); 717-722","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500021&lang=pt" 
"S0365-05962010000500002-scl","Reações tegumentares adversas relacionadas aos agentes antineoplásicos: parte II","Criado, Paulo Ricardo, Brandt, Hebert Roberto Clivati, Moure, Emanuella Rosyane Duarte, Pereira, Guilherme Luiz Stelko, Sanches Júnior, Jose Antonio","Anais Brasileiros de Dermatologia; 85(5); 591-608","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500002&lang=pt" 
"S0100-67622010000500001-scl","Produção de mudas de eucalipto com substratos para sistema de blocos","Freitas, Teresa Aparecida Soares de, Barroso, Deborah Guerra, Souza, Leonardo Silva, Carneiro, José Geraldo de Araújo, Paulino, Gleicia Miranda","Revista Árvore; 34(5); 761-770","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500001&lang=pt" 
"S0100-67622010000500002-scl","Crescimento de plantas jovens de Nim-Indiano (Azadirachta indica a. juss. - Meliaceae) sob diferentes regimes hídricos","Martins, Marcio de Oliveira, Nogueira, Rejane Jurema Mansur Custódio, Azevedo Neto, André Dias de, Santos, Mauro Guida dos","Revista Árvore; 34(5); 771-779","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500002&lang=pt" 
"S0100-67622010000500003-scl","Efeito de um protetor físico na semeadura direta de duas espécies florestais em área de domínio ciliar","Malavasi, Ubirajara Contro, Klein, Jeferson, Malavasi, Marlene de Matos","Revista Árvore; 34(5); 781-787","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500003&lang=pt" 
"S0100-67622010000500004-scl","Ultrastructural calli analysis of Inga vera Willd. subsp. Affinis (DC.) T.D. Penn","Stein, Vanessa Cristina, Paiva, Renato, Vargas, Daiane Peixoto, Soares, Fernanda Pereira, Alves, Eduardo, Nogueira, Gabriela Ferreira","Revista Árvore; 34(5); 789-796","Revista Árvore","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500004&lang=pt" 
"S0100-67622010000500006-scl","Dispersão de sementes de uruvalheira (Platypodium elegans vog.) (Fabaceae) em um cerradão, Uberlândia-MG","Lopes, Sérgio de Faria, Oliveira, Ana Paula de, Neves, Sharon Borges, Schiavini, Ivan","Revista Árvore; 34(5); 807-813","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500006&lang=pt" 
"S0100-67622010000500007-scl","Avaliação da chuva de sementes em áreas de restinga em diferentes estágios de regeneração","Rodrigues, Maurício Augusto, Paoli, Adelita Aparecida Sartori, Barbosa, José Marcos, Santos Junior, Nelson Augusto dos","Revista Árvore; 34(5); 814-824","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500007&lang=pt" 
"S0100-67622010000500009-scl","Avaliação do processo de reabilitação de um trecho de floresta ciliar na Bacia do Rio Itapemirim-ES","Costa, Malcon do Prado, Nappo, Mauro Eloi, Caçador, Fabiana Ramos Dias, Barros, Herbertom Henrique Dimas de","Revista Árvore; 34(5); 834-851","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500009&lang=pt" 
